Key_1_3,entropy_ElectronAffinity,wtd_range_Valence,entropy_Density,wtd_range_ThermalConductivity,range_atomic_mass,Key_2_10
5026,0.894571101965202,0.775,0.97786159649685,54.98671,184.5906,7654
2832,0.894571101965202,0.802547770700637,0.97786159649685,50.9418700636943,184.5906,12948
5323,0.894571101965202,0.79746835443038,0.97786159649685,53.1510987341772,184.5906,15747
7835,0.894571101965202,0.792452830188679,0.97786159649685,55.3325383647799,184.5906,2504
2941,0.894571101965202,0.7875,0.97786159649685,57.48671,184.5906,16505
12405,0.894571101965202,0.820512820512821,0.97786159649685,51.2684205128205,184.5906,3895
37,0.894571101965202,0.815286624203822,0.97786159649685,53.4896407643312,184.5906,20492
5096,0.894571101965202,0.810126582278481,0.97786159649685,55.6827443037975,184.5906,293
17518,0.894571101965202,0.805031446540881,0.97786159649685,57.8482616352201,184.5906,1407
6097,0.894571101965202,0.8,0.97786159649685,59.98671,184.5906,12154
4998,1.27772916787232,0.961538461538461,1.39913495197763,61.5241492307692,191.2006,10860
1444,1.46113928209263,1.05384615384615,1.5914670319774,61.5241492307692,191.2006,12418
15997,1.46113928209263,1.03076923076923,1.5914670319774,61.5241492307692,191.2006,474
10103,1.46113928209263,0.996153846153846,1.5914670319774,61.5241492307692,191.2006,1927
20501,1.15442179612317,0.909090909090909,0.980642980506267,36.3491381818182,192.981,15104
11577,1.35524985954503,1.01818181818182,1.28604506374314,36.3491381818182,192.981,14430
4157,1.35524985954503,1.01818181818182,1.28604506374314,36.3491381818182,192.981,20009
11842,1.10518217403612,0.839009287925697,1.01540712310099,92.865020619195,121.3276,19616
17188,1.20974090816925,0.983580922595778,1.2247501848213,93.8091885691947,122.90607,9977
11482,1.20974090816925,1.00084543847514,1.2247501848213,92.215329153793,122.90607,10560
2435,1.20974090816925,1.00604021714198,1.2247501848213,91.7357473950608,122.90607,3386
13759,1.20974090816925,1.00854179377669,1.2247501848213,91.5048019402074,122.90607,5382
4496,1.20974090816925,1.01215805471125,1.2247501848213,91.1709488753799,122.90607,20367
9207,1.20974090816925,0.996865203761755,1.2247501848213,94.0298055799373,122.90607,12888
16300,1.20974090816925,1.01310717039322,1.2247501848213,92.506918843485,122.90607,14689
518,1.20974090816925,1.01990811638591,1.2247501848213,91.8692454211332,122.90607,689
8513,1.20974090816925,1.02364607170099,1.2247501848213,91.5187655377574,122.90607,15486
6186,1.20974090816925,1.02461327440372,1.2247501848213,91.4280782336356,122.90607,14076
19343,1.20974090816925,1.02809415337889,1.2247501848213,91.1017024601367,122.90607,15558
3838,1.20974090816925,1.03396226415094,1.2247501848213,90.5514939622642,122.90607,12310
11930,1.20974090816925,1.00943396226415,1.2247501848213,94.3255803773585,122.90607,10127
15273,1.20974090816925,1.02552204176334,1.2247501848213,92.7931787006961,122.90607,11538
3613,1.20974090816925,1.03522205206738,1.2247501848213,91.8692454211332,122.90607,9783
12577,1.20974090816925,1.02362204724409,1.2247501848213,94.4741664566929,122.90607,16152
16757,1.20974090816925,1.04024767801858,1.2247501848213,92.865020619195,122.90607,19656
12048,1.20974090816925,1.04173106646059,1.2247501848213,92.721447820711,122.90607,17030
17757,1.20974090816925,1.05448345346044,1.2247501848213,92.9874074447803,122.90607,3582
10770,1.20974090816925,1.05740554740014,1.2247501848213,92.6999501707487,122.90607,12102
16712,1.20974090816925,1.06023725157911,1.2247501848213,92.4213848744415,122.90607,6377
19225,1.20974090816925,1.05514250309789,1.2247501848213,92.9225742750929,122.90607,8370
15117,1.20974090816925,1.05514250309789,1.2247501848213,92.9225742750929,122.90607,5812
17452,1.20974090816925,1.05660377358491,1.2247501848213,92.7788236498608,122.90607,19157
11558,1.20974090816925,1.05893242826288,1.2247501848213,92.5497452082691,122.90607,19774
8070,1.20974090816925,1.03853609366519,1.2247501848213,93.0306798278669,122.90607,9109
20279,1.20974090816925,1.0400990865459,1.2247501848213,92.879402350209,122.90607,16499
10986,1.20974090816925,1.04298834606776,1.2247501848213,92.5997594304237,122.90607,14845
20524,1.20974090816925,1.04630056914321,1.2247501848213,92.2791791139825,122.90607,19933
17066,1.20974090816925,0.997179567533689,1.2247501848213,94.0003300595424,122.90607,20427
15337,1.20974090816925,1.01303107409978,1.2247501848213,92.5140538191071,122.90607,279
11267,1.20974090816925,1.01915708812261,1.2247501848213,91.9396636781609,122.90607,7214
20720,1.20974090816925,1.02155633695154,1.2247501848213,91.7147042073077,122.90607,4684
2400,1.20974090816925,0.984454339504726,1.2247501848213,93.7285547550973,122.90607,17177
5007,1.20974090816925,0.998536322317233,1.2247501848213,92.428506665126,122.90607,7198
20221,1.20974090816925,1.00959926862715,1.2247501848213,91.4071759043121,122.90607,19705
3107,1.20974090816925,1.01477832512315,1.2247501848213,90.9290456157635,122.90607,7629
16951,0.954578304986785,0.833333333333333,1.13937944437554,66.6533766666667,184.5906,10133
21019,1.28520320008435,1.05714285714286,1.09159592549554,57.1276685714286,134.3606,3447
11955,1.28520320008435,1.05142857142857,1.09159592549554,57.1276685714286,134.3606,5571
1407,1.28520320008435,1.04571428571429,1.09159592549554,57.1276685714286,134.3606,13507
18913,1.28520320008435,1.04,1.09159592549554,57.1276685714286,134.3606,7505
10120,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,1709
11684,0.954578304986785,0.9,1.13937944437554,79.98671,184.5906,5536
13660,1.31712438358136,0.9375,1.39369500203704,74.98671,191.2006,19499
4154,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,6879
9526,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,5754
13989,1.4264183815575,1.01333333333333,1.43350982705334,53.3191573333333,192.981,8853
17055,1.4264183815575,1.01333333333333,1.43350982705334,53.3191573333333,192.981,12732
1333,1.4264183815575,0.986666666666667,1.43350982705334,53.3191573333333,192.981,16835
9516,1.4264183815575,0.986666666666667,1.43350982705334,53.3191573333333,192.981,12160
20292,1.4264183815575,0.993333333333333,1.43350982705334,53.3191573333333,192.981,8164
16698,1.4264183815575,1.0,1.43350982705334,53.3191573333333,192.981,19207
19289,1.09667176877521,1.12571428571429,0.995982779568411,57.1276685714286,122.90607,12010
18396,1.09667176877521,1.12,0.995982779568411,57.1276685714286,122.90607,3158
19819,1.09667176877521,1.11428571428571,0.995982779568411,57.1276685714286,122.90607,20842
7210,1.09667176877521,1.10857142857143,0.995982779568411,57.1276685714286,122.90607,10654
6715,1.09667176877521,1.07142857142857,0.995982779568411,57.1276685714286,122.90607,1211
20472,1.09667176877521,1.0990990990991,0.995982779568411,57.18488003146,122.90607,6314
19201,1.09667176877521,1.09832546157149,0.995982779568411,57.2340096665235,122.90607,8639
11752,1.10518217403612,0.841698841698842,1.01540712310099,92.6498277220077,121.3276,21210
4480,1.4544670373488,1.0,1.59632905936424,70.5741635294118,126.516,5250
7623,1.28520320008435,1.05714285714286,1.09060991131509,57.1276685714286,128.2426,16865
19690,1.38160146504613,1.00666666666667,1.41713512335629,53.3191573333333,192.981,6162
20404,1.38160146504613,1.0,1.41713512335629,53.3191573333333,192.981,2969
11663,1.38160146504613,0.993333333333333,1.41713512335629,53.3191573333333,192.981,16016
8750,1.38160146504613,0.986666666666667,1.41713512335629,53.3191573333333,192.981,17162
132,1.38160146504613,0.990666666666667,1.41713512335629,53.3191573333333,192.981,18528
5753,1.38160146504613,0.996666666666667,1.41713512335629,53.3191573333333,192.981,12081
1000,1.38160146504613,1.00266666666667,1.41713512335629,53.3191573333333,192.981,18355
8891,1.38160146504613,1.00666666666667,1.41713512335629,53.3191573333333,192.981,5700
1688,1.38160146504613,1.01666666666667,1.41713512335629,53.3191573333333,192.981,6603
8735,1.38160146504613,1.02666666666667,1.41713512335629,53.3191573333333,192.981,11017
4033,1.38160146504613,1.03666666666667,1.41713512335629,53.3191573333333,192.981,2060
7689,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,20946
477,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,17688
19720,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,17804
10045,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,14699
2513,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,18288
8774,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,2964
16755,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,11907
4235,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,20694
6586,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,7015
8580,1.40118605561678,1.064,1.63376069558585,52.785824,192.981,1094
15611,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,3268
8085,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,138
18318,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,1026
16727,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,8700
1514,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,5990
875,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,10255
3595,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,19706
12242,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,3210
6740,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,7238
10612,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,21229
8754,1.40118605561678,1.06133333333333,1.63376069558585,52.2524906666667,192.981,4952
13829,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,20093
15219,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,12158
16830,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,8644
17052,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,12489
16005,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,20770
20798,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,9807
13053,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,8861
14260,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,177
11935,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,11285
2877,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,5589
20267,1.40118605561678,1.06,1.63376069558585,51.985824,192.981,15277
424,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,5642
21197,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,6464
14047,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,13629
9561,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,1787
883,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,3799
19469,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,4996
2949,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,15034
18844,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,12771
4727,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,16190
15691,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,20997
13827,1.40118605561678,1.05866666666667,1.63376069558585,51.7191573333333,192.981,13423
12106,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,14983
14832,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,12602
2463,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,10420
820,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,8777
13062,1.09667176877521,1.10285714285714,0.995982779568411,57.1276685714286,122.90607,3379
10326,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,3671
10104,1.09667176877521,1.07142857142857,0.995982779568411,57.1276685714286,122.90607,17130
7600,1.1640132003214,0.73015873015873,1.03439966255168,95.2241723809524,124.90825,12409
18757,1.1640132003214,0.75,1.03439966255168,93.735879375,124.90825,13965
683,1.4264183815575,1.03733333333333,1.43350982705334,53.3191573333333,192.981,16811
13427,1.4264183815575,1.02133333333333,1.43350982705334,53.3191573333333,192.981,14107
236,1.4264183815575,0.992,1.43350982705334,53.3191573333333,192.981,13845
7019,1.0175329482683,0.859098687963491,0.676601754113298,57.0298575356532,122.90607,5733
15964,1.0175329482683,0.860723440615209,0.676601754113298,56.9486037083452,122.90607,17511
11826,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,9181
20860,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,9056
18694,1.09667176877521,1.10285714285714,0.995982779568411,57.1276685714286,122.90607,3744
2870,1.38443341960821,1.14142857142857,1.30020285201444,56.8419542857143,122.90607,5726
13632,1.38443341960821,1.14,1.30020285201444,56.55624,122.90607,16604
16610,1.38443341960821,1.13857142857143,1.30020285201444,56.2705257142857,122.90607,6395
3232,1.09667176877521,1.08571428571429,0.995982779568411,57.1276685714286,122.90607,1701
13434,1.38443341960821,1.12,1.30020285201444,52.55624,122.90607,18889
10416,1.38443341960821,1.14142857142857,1.30020285201444,56.8419542857143,122.90607,17170
9204,1.38443341960821,1.14,1.30020285201444,56.55624,122.90607,5759
809,1.09667176877521,1.08,0.995982779568411,57.1276685714286,122.90607,292
16784,1.12135037382873,1.14214285714286,1.30957873721684,56.9848114285714,122.90607,19187
15951,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,18065
11832,1.12135037382873,1.14085714285714,1.30957873721684,56.7276685714286,122.90607,20706
3960,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,5836
1257,1.12135037382873,1.13857142857143,1.30957873721684,56.2705257142857,122.90607,20225
4199,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,4092
18440,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,6948
2867,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,16113
5006,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,486
5761,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,2769
4234,1.11263862269811,0.5,1.16506544127006,99.9966775,188.3839,17704
18283,1.13042757181707,1.05666666666667,1.32221306724433,104.652490666667,121.3276,19668
2047,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,3580
18641,0.954578304986785,1.07727272727273,1.12761958208642,90.8945927272727,121.3276,11849
10892,0.954578304986785,1.06363636363636,1.12761958208642,90.8945927272727,121.3276,16682
19142,0.954578304986785,1.03636363636364,1.12761958208642,90.8945927272727,121.3276,4926
11427,0.954578304986785,1.00090909090909,1.12761958208642,90.8945927272727,121.3276,17448
20657,0.926446501624279,0.909090909090909,0.877259569100439,90.8945927272727,121.3276,20413
13447,1.03842689150556,0.888888888888889,0.978713047595622,88.8741222222222,72.90645,17782
18605,1.3964750196119,0.866666666666667,1.41211873118102,106.664894666667,192.981,3990
13778,1.51036525354176,0.996,1.629888783951,106.131561333333,192.981,12720
11005,1.51036525354176,0.992,1.629888783951,105.598228,192.981,9319
11297,1.51036525354176,0.99,1.629888783951,105.331561333333,192.981,11118
4936,1.38443341960821,1.14,1.30020285201444,56.55624,122.90607,18217
11463,1.38443341960821,1.13714285714286,1.30020285201444,55.9848114285714,122.90607,19530
257,1.38443341960821,1.13428571428571,1.30020285201444,55.4133828571429,122.90607,1916
13178,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,4113
18970,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,18953
14786,1.09667176877521,1.09714285714286,0.995982779568411,57.1276685714286,122.90607,2028
11190,1.09667176877521,1.08,0.995982779568411,57.1276685714286,122.90607,19709
13619,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,17355
3774,1.38160146504613,1.02466666666667,1.41713512335629,53.3191573333333,192.981,17585
6538,1.38160146504613,1.02466666666667,1.41713512335629,53.3191573333333,192.981,17846
4477,1.38160146504613,1.01066666666667,1.41713512335629,53.3191573333333,192.981,15520
3148,1.38160146504613,1.01066666666667,1.41713512335629,53.3191573333333,192.981,15870
4719,1.38160146504613,0.990666666666667,1.41713512335629,53.3191573333333,192.981,20193
11063,1.39956160761746,0.642857142857143,1.32067964813243,171.424774285714,158.9674,19612
18851,1.39956160761746,0.642857142857143,1.33758121983716,171.424774285714,157.0546,19085
974,1.39956160761746,0.642857142857143,1.32517498034891,171.424774285714,152.93481,11343
12013,1.39956160761746,0.642857142857143,1.32717679813783,171.424774285714,151.2596,16756
5366,1.39956160761746,0.642857142857143,1.32916079991848,171.424774285714,148.93092,7333
6542,1.35405196166708,0.642857142857143,1.32454830505054,171.424774285714,122.90607,19898
8646,1.39956160761746,0.642857142857143,1.33080261744027,171.424774285714,146.5006,10975
19528,1.39956160761746,0.642857142857143,1.33442649823437,171.424774285714,141.2506,14897
4470,1.39956160761746,0.642857142857143,1.33269453072111,171.424774285714,135.9646,10892
5849,1.39956160761746,0.642857142857143,1.33650431292463,171.424774285714,134.3606,19150
13709,1.39956160761746,0.642857142857143,1.33727512862318,171.424774285714,128.2426,11862
10691,1.39956160761746,0.642857142857143,1.33758767689857,171.424774285714,124.90825,12783
2061,1.10518217403612,0.839907192575406,1.01540712310099,92.7931787006961,121.3276,13
11378,1.10518217403612,0.838109992254067,1.01540712310099,92.936973834237,121.3276,8555
13330,1.10518217403612,0.84080370942813,1.01540712310099,92.721447820711,121.3276,12647
1547,1.10518217403612,0.834498834498835,1.01540712310099,93.2259048484848,121.3276,6000
9412,1.10518217403612,0.837209302325582,1.01540712310099,93.0090386046512,121.3276,11896
17521,1.18305212822075,0.996913580246913,1.27357359482288,92.5783181481481,121.3276,15435
19059,1.18305212822075,0.921417565485362,1.27357359482288,92.4356295531587,121.3276,16503
5571,1.18305212822075,0.919753086419753,1.27357359482288,92.5783181481481,121.3276,11604
13971,1.18305212822075,0.90625,1.27357359482288,93.735879375,121.3276,19412
4224,1.18305212822075,0.896334253054789,1.27357359482288,94.5859134962554,121.3276,16822
5526,1.18305212822075,0.95429899302866,1.27357359482288,92.936973834237,121.3276,594
19750,1.18305212822075,0.956723338485317,1.27357359482288,92.721447820711,121.3276,8483
7201,1.18305212822075,0.714285714285714,1.27357359482288,171.424774285714,121.3276,20645
4341,1.18305212822075,0.714285714285714,1.27357359482288,171.424774285714,121.3276,19012
17119,1.18305212822075,0.714285714285714,1.27357359482288,171.424774285714,121.3276,20372
14196,1.09667176877521,1.10428571428571,0.995982779568411,57.1276685714286,122.90607,4885
20491,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,12767
2675,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,15428
2919,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,3816
18721,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,13276
9489,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,8795
5101,1.09667176877521,1.09285714285714,0.995982779568411,57.1276685714286,122.90607,11738
9285,1.09667176877521,1.09285714285714,0.995982779568411,57.1276685714286,122.90607,20503
18659,1.38315051284497,1.06363636363636,1.29273156166767,36.3491381818182,192.981,12401
16574,1.38315051284497,1.03636363636364,1.29273156166767,36.3491381818182,192.981,2247
15434,1.38315051284497,1.00909090909091,1.29273156166767,36.3491381818182,192.981,19800
19116,1.38315051284497,0.981818181818182,1.29273156166767,36.3491381818182,192.981,1699
16672,1.38315051284497,0.954545454545454,1.29273156166767,36.3491381818182,192.981,13530
9728,1.38315051284497,0.927272727272727,1.29273156166767,36.3491381818182,192.981,7408
12092,1.38315051284497,0.909090909090909,1.29273156166767,36.3491381818182,192.981,6642
5970,1.11263862269811,0.923076923076923,1.16506544127006,61.5241492307692,188.3839,10624
18057,1.11263862269811,0.923076923076923,1.16506544127006,61.5241492307692,188.3839,1432
5201,0.954578304986785,0.833333333333333,1.13937944437554,66.6533766666667,184.5906,9176
13803,1.09667176877521,1.08285714285714,0.995982779568411,57.1276685714286,122.90607,20164
3226,1.09667176877521,1.08,0.995982779568411,57.1276685714286,122.90607,15808
18691,1.09667176877521,1.07714285714286,0.995982779568411,57.1276685714286,122.90607,17359
19630,1.09667176877521,1.07428571428571,0.995982779568411,57.1276685714286,122.90607,7640
13028,1.09667176877521,1.06857142857143,0.995982779568411,57.1276685714286,122.90607,10795
1179,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,17371
19430,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,12638
17595,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,10671
5815,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,21246
14703,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,3430
16417,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,13708
5913,1.12135037382873,1.14142857142857,1.30957873721684,56.8419542857143,122.90607,20566
9585,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,14211
2923,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,18299
3773,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,5296
3672,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,2928
5424,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,10988
6271,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,14361
6555,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,18860
546,1.12135037382873,1.14,1.30957873721684,56.55624,122.90607,1999
5885,1.40280858516607,1.01538461538462,1.32976399835446,92.29338,151.2596,3962
14928,1.44497104538333,1.06923076923077,1.46519950397792,92.29338,151.2596,2965
20791,1.44497104538333,1.06153846153846,1.46519950397792,92.29338,151.2596,12264
17495,1.44497104538333,1.04615384615385,1.46519950397792,92.29338,151.2596,6874
5690,1.44497104538333,1.03076923076923,1.46519950397792,92.29338,151.2596,1490
19758,1.40280858516607,1.04615384615385,1.32976399835446,92.29338,151.2596,20411
1567,1.44497104538333,1.06923076923077,1.46519950397792,92.29338,151.2596,8490
5442,1.44497104538333,1.06153846153846,1.46519950397792,92.29338,151.2596,10632
10169,1.44497104538333,1.04615384615385,1.46519950397792,92.29338,151.2596,724
7434,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,3902
3760,1.13042757181707,1.04236220472441,1.32221306724433,91.9229853543307,121.3276,13226
15544,1.13042757181707,1.04425196850394,1.32221306724433,92.3009381102362,121.3276,18080
18835,1.13042757181707,1.04897637795276,1.32221306724433,93.24582,121.3276,13294
10589,1.13042757181707,1.03666666666667,1.32221306724433,93.0336961904762,121.3276,12443
13166,1.13042757181707,1.04611764705882,1.32221306724433,91.5623988235294,121.3276,2463
7443,1.13042757181707,1.04984375,1.32221306724433,91.204629375,121.3276,2569
16102,1.13042757181707,1.05206547155105,1.32221306724433,90.9913062042089,121.3276,19106
9664,1.1640132003214,0.759305210918114,1.03449529359397,99.2421941935484,128.2426,12592
17781,1.1640132003214,0.773507767784137,1.03449529359397,98.1058386426819,128.2426,11301
3321,1.1640132003214,0.747740345110929,1.03449529359397,98.5896467871816,128.2426,2737
15171,0.894571101965202,0.759305210918114,0.97786159649685,49.614402630273,184.5906,17682
11976,0.894571101965202,0.769987699876999,0.97786159649685,49.186989495695,184.5906,18412
12653,0.894571101965202,0.778998778998779,0.97786159649685,48.8264505250305,184.5906,6906
514,1.39869775685223,0.842857142857143,1.47611778493711,171.424774285714,122.90607,17517
13929,1.39869775685223,0.828571428571429,1.47611778493711,171.424774285714,122.90607,5246
1313,1.39869775685223,0.8,1.47611778493711,171.424774285714,122.90607,11132
959,1.39869775685223,0.771428571428571,1.47611778493711,171.424774285714,122.90607,13221
12212,1.39869775685223,0.742857142857143,1.47611778493711,171.424774285714,122.90607,21262
3516,1.41818288229704,0.828571428571429,1.4529765295176,168.567631428571,121.3276,19507
2999,1.41818288229704,0.8,1.4529765295176,165.710488571429,121.3276,9716
1665,1.41818288229704,0.771428571428571,1.4529765295176,162.853345714286,121.3276,10483
11689,1.41818288229704,0.742857142857143,1.4529765295176,159.996202857143,121.3276,14833
11810,1.41818288229704,0.714285714285714,1.4529765295176,157.13906,121.3276,1569
7640,1.41818288229704,0.685714285714286,1.4529765295176,154.281917142857,121.3276,4348
15837,1.39869775685223,0.842857142857143,1.47611778493711,171.424774285714,122.90607,11440
1970,1.39869775685223,0.828571428571429,1.47611778493711,171.424774285714,122.90607,972
18637,1.39869775685223,0.8,1.47611778493711,171.424774285714,122.90607,12480
20026,1.39869775685223,0.771428571428571,1.47611778493711,171.424774285714,122.90607,7674
3707,1.39869775685223,0.742857142857143,1.47611778493711,171.424774285714,122.90607,5809
13816,1.10518217403612,0.571428571428571,1.01540712310099,171.424774285714,121.3276,11683
1111,1.41818288229704,0.828571428571429,1.4529765295176,168.567631428571,121.3276,12606
3764,1.41818288229704,0.8,1.4529765295176,165.710488571429,121.3276,4925
13823,1.41818288229704,0.771428571428571,1.4529765295176,162.853345714286,121.3276,13918
13737,1.41818288229704,0.742857142857143,1.4529765295176,159.996202857143,121.3276,17060
1909,1.41818288229704,0.714285714285714,1.4529765295176,157.13906,121.3276,8021
18120,1.41818288229704,0.685714285714286,1.4529765295176,154.281917142857,121.3276,11385
18205,1.34753491018002,1.1,1.31030864728841,57.1276685714286,124.90825,20710
832,1.34753491018002,1.1,1.31030864728841,57.1276685714286,124.90825,9023
16864,1.34753491018002,1.1,1.31030864728841,57.1276685714286,124.90825,19283
10041,1.34753491018002,1.1,1.31030864728841,57.1276685714286,124.90825,19833
19538,1.34753491018002,1.1,1.31030864728841,57.1276685714286,124.90825,14084
10386,1.34753491018002,1.1,1.31030864728841,57.1276685714286,124.90825,4210
15156,1.11263862269811,0.842105263157895,1.16506544127006,63.1439052631579,188.3839,1738
18860,1.09667176877521,1.10571428571429,0.995982779568411,57.1276685714286,122.90607,11255
2223,1.09667176877521,1.10285714285714,0.995982779568411,57.1276685714286,122.90607,11696
18184,1.13042757181707,1.06769230769231,1.32055933909268,91.3703030769231,121.3276,20264
5330,1.13042757181707,1.06307692307692,1.32055933909268,90.9087646153846,121.3276,2325
9559,1.13042757181707,1.05846153846154,1.32055933909268,90.4472261538461,121.3276,19598
13285,1.13042757181707,1.05384615384615,1.32055933909268,89.9856876923077,121.3276,20499
19216,1.13042757181707,1.04461538461538,1.32055933909268,89.0626107692308,121.3276,10040
15202,1.13042757181707,1.03076923076923,1.32055933909268,87.6779953846154,121.3276,7455
8101,1.25339388367421,1.05961538461538,1.3180416651861,89.9856876923077,121.3276,7677
14559,1.09667176877521,1.10571428571429,0.995982779568411,57.1276685714286,122.90607,8906
16408,1.09667176877521,1.08,0.995982779568411,57.1276685714286,122.90607,1298
1149,1.4264183815575,1.195,1.43350982705334,99.9966775,192.981,10933
1896,1.4264183815575,1.165,1.43350982705334,99.9966775,192.981,9274
9344,1.4264183815575,1.11,1.43350982705334,99.9966775,192.981,7558
11285,1.4264183815575,1.0875,1.43350982705334,99.9966775,192.981,2856
6230,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,12051
19191,1.4264183815575,1.165,1.43350982705334,99.9966775,192.981,14117
14617,1.4264183815575,1.11,1.43350982705334,99.9966775,192.981,12952
7557,1.4264183815575,1.0875,1.43350982705334,99.9966775,192.981,13446
11117,1.4264183815575,1.1125,1.43350982705334,99.9966775,192.981,18702
19456,1.4264183815575,1.1325,1.43350982705334,99.9966775,192.981,11790
2729,1.48528148004368,0.975,1.61291157778085,49.98671,192.981,18721
3277,1.35742892856008,1.01333333333333,1.32393024336346,106.652490666667,124.90825,19725
7869,1.35742892856008,0.96,1.32393024336346,106.652490666667,124.90825,18642
7101,1.35742892856008,0.986666666666667,1.32393024336346,106.652490666667,124.90825,2752
8548,1.13042757181707,1.07538461538462,1.32221306724433,91.9856876923077,121.3276,3321
