oz1,oz247,oz249,oz250,oz251,oz252,oz5,oz6,oz9
0.998759,0.041818,0.100313,0.1109,0.460902,0.911111,0.266667,0.028571,0.0
0.999765,0.040384,0.234301,0.215837,0.496559,0.919241,0.066667,0.028571,0.0
0.998759,0.275737,0.18258,0.354454,0.415826,0.908401,0.066667,0.0,0.181818
0.999958,0.109456,0.188753,0.132717,0.451276,0.886089,0.0,0.028571,0.0
0.999973,0.150392,0.245241,0.166896,0.465404,0.925023,0.2,0.142857,0.0
0.999958,0.026812,0.185562,0.092203,0.490297,0.906143,0.066667,0.028571,0.181818
0.999927,0.028136,0.430729,0.363319,0.596491,0.929359,0.0,0.028571,0.0
0.999236,0.080327,0.29061,0.175542,0.604668,0.979584,0.066667,0.0,0.0
0.999958,0.028136,0.443006,0.184406,0.48005,0.900723,0.0,0.2,0.363636
0.999783,0.039391,0.276341,0.226856,0.460798,0.880849,0.266667,0.0,0.045455
0.999311,0.05528,0.145262,0.181659,0.500233,0.94336,0.0,0.0,0.0
0.999603,0.023281,0.274234,0.189868,0.562025,0.953388,0.133333,0.028571,0.090909
0.999769,0.083526,0.30071,0.179131,0.586658,0.931346,0.0,0.0,0.090909
0.998759,0.291956,0.114299,0.110275,0.419604,0.914092,0.066667,0.057143,0.090909
0.999304,0.02273,0.206848,0.142362,0.543135,0.945348,0.133333,0.057143,0.0
0.999958,0.167163,0.169415,0.117548,0.5037,0.912014,0.066667,0.028571,0.045455
0.999291,0.032771,0.131906,0.16418,0.457745,0.976332,0.133333,0.0,0.0
0.999291,0.143661,0.263679,0.241931,0.459142,0.924752,0.0,0.028571,0.045455
0.999118,0.012027,0.314585,0.073506,0.654453,0.933062,0.0,0.0,0.0
0.999935,0.148957,0.29552,0.281759,0.513119,0.917254,0.133333,0.285714,0.0
0.998759,0.083747,0.122789,0.02881,0.491021,0.910569,0.133333,0.0,0.090909
0.999958,0.141123,0.318798,0.229259,0.37815,0.912014,0.133333,0.057143,0.0
1.0,0.040384,0.319466,0.27355,0.493298,0.905962,0.533333,0.0,0.045455
1.0,0.419949,0.260372,0.139272,0.332195,0.938934,0.266667,0.028571,0.0
0.999577,0.040494,0.130958,0.106561,0.467733,0.946161,0.0,0.0,0.045455
0.998759,0.203023,0.101627,0.13537,0.377374,0.928726,0.066667,0.057143,0.0
0.999378,0.254331,0.170303,0.132967,0.36071,0.911382,0.066667,0.0,0.045455
0.999958,0.131413,0.266988,0.213122,0.511308,0.908401,0.266667,0.0,0.181818
0.999607,0.023723,0.292125,0.103627,0.629612,0.916531,0.066667,0.0,0.0
0.999288,0.017323,0.220235,0.1109,0.583864,0.955104,0.2,0.142857,0.0
0.998759,0.203575,0.114363,0.0839,0.442633,0.881301,0.0,0.0,0.227273
0.999589,0.035419,0.203767,0.122323,0.517466,0.998735,0.0,0.0,0.0
0.999958,0.129427,0.313207,0.132249,0.625265,0.902439,0.0,0.028571,0.0
0.999985,0.148737,0.268105,0.160934,0.531129,0.920867,0.133333,0.171429,0.0
0.998759,0.060135,0.26554,0.306979,0.59292,0.880036,0.0,0.0,0.454545
0.998278,0.297584,0.306072,0.16418,0.482482,0.906414,0.2,0.028571,0.090909
0.999752,0.029129,0.242883,0.101973,0.55126,0.909124,0.0,0.028571,0.090909
0.999765,0.036963,0.277591,0.304919,0.561352,0.900903,0.2,0.028571,0.0
0.999563,0.102725,0.160801,0.128379,0.50577,0.920054,0.066667,0.0,0.0
0.999958,0.01964,0.230313,0.115238,0.578896,0.896748,0.2,0.057143,0.045455
0.999577,0.028136,0.206593,0.214339,0.566165,0.936314,0.0,0.0,0.0
0.998759,0.160433,0.16867,0.138741,0.513119,0.996206,0.0,0.0,0.272727
0.999958,0.015778,0.398163,0.116674,0.720437,0.909756,0.0,0.057143,0.545455
0.999537,0.015668,0.242282,0.077158,0.583346,0.886721,0.066667,0.028571,0.272727
0.999958,0.082644,0.206329,0.227698,0.50163,0.903342,0.0,0.0,0.136364
0.999958,0.085402,0.1717,0.255072,0.422812,0.90813,0.0,0.0,0.0
0.999577,0.291956,0.101118,0.05328,0.423226,0.902258,0.0,0.0,0.0
0.999971,0.033212,0.16334,0.204414,0.479429,0.902529,0.133333,0.057143,0.0
0.998278,0.417742,0.243869,0.13537,0.38317,0.93785,0.133333,0.0,0.045455
0.999965,0.025378,0.212805,0.134715,0.506288,0.910659,0.266667,0.0,0.0
0.999561,0.021626,0.259341,0.148605,0.534751,0.96757,0.266667,0.0,0.0
0.99972,0.029129,0.255281,0.186248,0.588987,0.909937,0.0,0.028571,0.0
0.999735,0.02273,0.2094,0.13537,0.526368,0.906143,0.066667,0.028571,0.045455
0.999678,0.035419,0.229912,0.213184,0.46499,0.956278,0.0,0.0,0.0
0.999787,0.07812,0.41037,0.318715,0.427159,0.917796,0.0,0.0,0.0
0.999291,0.125676,0.350038,0.106561,0.618952,0.907227,0.133333,0.228571,0.0
0.998759,0.186472,0.153899,0.20716,0.426849,0.867389,0.066667,0.142857,0.0
0.998759,0.28997,0.310594,0.161059,0.521555,0.912014,0.2,0.057143,0.227273
0.999353,0.026812,0.148129,0.095012,0.535372,0.885637,0.066667,0.0,0.0
0.999958,0.016551,0.340313,0.199357,0.677845,0.922132,0.4,0.0,0.090909
0.999566,0.148737,0.227596,0.275735,0.534493,0.928636,0.0,0.028571,0.0
0.999288,0.037736,0.1698,0.120326,0.549035,0.939024,0.0,0.0,0.0
0.999958,0.033874,0.297881,0.132249,0.69187,0.905149,0.133333,0.0,0.0
0.999324,0.090698,0.205673,0.105968,0.365212,0.883559,0.0,0.0,0.181818
0.999961,0.0587,0.351976,0.050346,0.622471,0.995212,0.2,0.085714,0.0
0.999717,0.020523,0.188317,0.074256,0.595922,0.929178,0.0,0.0,0.0
0.998845,0.111111,0.087976,0.0,0.377219,0.905601,0.066667,0.057143,0.0
0.998278,0.174887,0.148988,0.226949,0.415049,0.91346,0.066667,0.028571,0.090909
0.998455,0.051859,0.11146,0.126787,0.344667,0.922313,0.133333,0.0,0.0
0.999564,0.036963,0.268252,0.221112,0.445376,0.916531,0.066667,0.028571,0.0
0.99937,0.035419,0.236496,0.313908,0.510324,0.912556,0.133333,0.028571,0.0
0.99937,0.035419,0.236328,0.313908,0.510324,0.922042,0.133333,0.028571,0.0
0.99937,0.028688,0.310117,0.313908,0.571909,0.905601,0.066667,0.228571,0.0
0.999892,0.023723,0.308717,0.283788,0.610568,0.910027,0.0,0.0,0.181818
0.99972,0.067748,0.319807,0.207348,0.624178,0.929449,0.066667,0.2,0.0
0.99972,0.059252,0.436938,0.207348,0.708327,0.911563,0.066667,0.428571,0.0
0.999903,0.043363,0.174262,0.363693,0.502976,0.989431,0.066667,0.028571,0.0
0.999958,0.027033,0.15893,0.189244,0.544636,0.902981,0.0,0.028571,0.0
0.999968,0.174887,0.188957,0.265997,0.447032,0.898916,0.0,0.0,0.0
0.998759,0.032771,0.171207,0.327829,0.500699,0.887263,0.0,0.057143,0.181818
0.999958,0.316231,0.241222,0.106561,0.446929,0.920145,0.133333,0.057143,0.0
0.999752,0.026812,0.249846,0.18553,0.592662,0.998916,0.066667,0.028571,0.0
0.999917,0.029129,0.261305,0.25295,0.526885,0.95944,0.0,0.028571,0.0
0.999935,0.5016,0.270081,0.123041,0.385499,0.913098,0.0,0.028571,0.0
0.999373,0.06499,0.102938,0.226887,0.40294,0.904155,0.066667,0.0,0.0
0.998606,0.102725,0.175554,0.196017,0.441598,0.911382,0.133333,0.028571,0.0
0.999843,0.05208,0.140995,0.28822,0.449464,0.9028,0.2,0.0,0.0
0.999903,0.158777,0.260516,0.163556,0.550225,0.922493,0.0,0.028571,0.181818
0.999659,0.077568,0.279654,0.122323,0.516379,0.911382,0.133333,0.0,0.0
0.999536,0.166391,0.238714,0.128972,0.499612,0.982656,0.066667,0.085714,0.0
0.999955,0.039612,0.173864,0.159841,0.518553,0.936676,0.0,0.0,0.090909
0.999698,0.075803,0.304395,0.237655,0.554624,0.910298,0.066667,0.0,0.0
0.999772,0.039943,0.309955,0.368437,0.350515,0.908401,0.066667,0.0,0.0
0.999414,0.024385,0.222981,0.168519,0.493039,0.871906,0.2,0.0,0.0
0.999955,0.043363,0.178188,0.198764,0.459659,0.932701,0.0,0.0,0.181818
0.999955,0.035419,0.202176,0.169954,0.527558,0.963505,0.066667,0.0,0.181818
0.999786,0.064548,0.247211,0.02881,0.613983,0.912105,0.0,0.028571,0.0
0.999958,0.01644,0.232744,0.092203,0.611344,0.999639,0.2,0.0,0.0
0.998759,0.039391,0.098086,0.206505,0.438079,0.945167,0.133333,0.028571,0.0
0.999958,0.099857,0.139827,0.106561,0.481602,0.906323,0.0,0.028571,0.0
0.999291,0.033874,0.210386,0.226887,0.5037,0.904336,0.0,0.0,0.0
0.999142,0.213174,0.08129,0.159841,0.396678,0.907317,0.0,0.0,0.0
0.999286,0.033653,0.44952,0.270148,0.606117,0.931256,0.4,0.085714,0.090909
0.999817,0.142778,0.404648,0.1109,0.640014,0.999458,0.0,0.0,0.0
0.999752,0.338519,0.193158,0.05328,0.516328,0.909937,0.0,0.0,0.0
0.999958,0.325058,0.205135,0.0,0.537235,0.904878,0.066667,0.0,0.136364
0.998595,0.045239,0.182087,0.267807,0.380893,0.913189,0.133333,0.0,0.0
0.999537,0.091802,0.156575,0.211031,0.450085,0.900452,0.133333,0.0,0.0
0.999732,0.031336,0.167436,0.176384,0.556384,0.971274,0.066667,0.0,0.0
0.999958,0.049321,0.317442,0.198764,0.683538,0.888166,0.0,0.0,0.0
0.999084,0.083526,0.238285,0.312473,0.483672,0.912737,0.066667,0.028571,0.045455
0.999065,0.03895,0.206555,0.201292,0.554624,0.906865,0.066667,0.0,0.0
0.998278,0.238221,0.199815,0.174293,0.373337,0.928004,0.066667,0.085714,0.0
0.99808,0.069955,0.456111,0.338473,0.50339,0.976332,0.6,0.0,0.090909
0.99969,0.067527,0.391324,0.254947,0.543342,0.975068,0.4,0.0,0.090909
0.999577,0.192541,0.422898,0.32836,0.508875,0.921138,0.4,0.0,0.136364
0.999664,0.109897,0.138245,0.149135,0.393883,0.927191,0.133333,0.057143,0.0
0.999958,0.023723,0.298034,0.178632,0.528696,0.909124,0.333333,0.028571,0.090909
0.999899,0.087168,0.399324,0.543417,0.42659,0.908401,0.4,0.057143,0.0
0.999284,0.139579,0.280659,0.127442,0.482482,0.910569,0.333333,0.0,0.0
0.999958,0.029129,0.22322,0.227574,0.581587,0.892683,0.0,0.028571,0.045455
0.999286,0.084961,0.154331,0.094294,0.481395,0.892141,0.0,0.028571,0.0
0.999958,0.029681,0.225693,0.245209,0.541272,0.92972,0.133333,0.0,0.181818
0.998759,0.042039,0.134977,0.200449,0.417637,0.911111,0.133333,0.0,0.227273
0.999627,0.095553,0.150796,0.106561,0.472753,0.929178,0.133333,0.0,0.0
0.999288,0.09136,0.179846,0.185155,0.507478,0.951942,0.133333,0.0,0.0
0.999823,0.020633,0.271373,0.097853,0.558764,0.915808,0.133333,0.085714,0.045455
0.999596,0.039612,0.180623,0.120669,0.453708,0.880397,0.066667,0.085714,0.0
0.998759,0.093236,0.093863,0.02881,0.466387,0.924842,0.133333,0.0,0.090909
0.999655,0.088381,0.213511,0.201167,0.41034,0.890154,0.0,0.0,0.0
0.999169,0.023392,0.15373,0.094294,0.549242,0.925474,0.133333,0.0,0.0
0.999717,0.071058,0.365605,0.237936,0.556177,0.910208,0.066667,0.142857,0.0
0.999958,0.026702,0.321484,0.188651,0.551312,0.904878,0.066667,0.114286,0.0
0.999958,0.07503,0.321076,0.188651,0.547482,0.895032,0.066667,0.114286,0.0
0.998759,0.042039,0.189791,0.141519,0.575428,0.91364,0.266667,0.057143,0.090909
0.999958,0.028688,0.295498,0.188651,0.561507,0.907227,0.2,0.142857,0.0
0.998278,0.167494,0.205705,0.198764,0.387569,0.912195,0.066667,0.057143,0.045455
0.999577,0.168598,0.150602,0.159841,0.425348,0.908943,0.0,0.028571,0.0
0.998759,0.178859,0.143585,0.106561,0.406252,0.905601,0.2,0.028571,0.0
0.998274,0.05539,0.218959,0.327486,0.412979,0.90542,0.2,0.057143,0.0
0.999558,0.015999,0.305515,0.116674,0.606842,0.905059,0.133333,0.0,0.045455
0.999958,0.031888,0.202806,0.233348,0.451793,0.911021,0.066667,0.028571,0.045455
0.999958,0.031888,0.202806,0.233348,0.451793,0.904968,0.066667,0.028571,0.045455
0.999546,0.085402,0.217206,0.140396,0.466956,0.996838,0.133333,0.028571,0.0
0.999546,0.026812,0.243698,0.150509,0.490762,0.991689,0.066667,0.057143,0.272727
0.999288,0.029681,0.230927,0.264498,0.500078,0.955285,0.133333,0.028571,0.0
0.999378,0.476884,0.304538,0.13537,0.452725,0.905601,0.066667,0.0,0.0
0.999783,0.248704,0.248888,0.233129,0.391865,0.912014,0.066667,0.057143,0.0
0.953415,0.021406,0.399649,0.203103,0.610412,0.910117,0.266667,0.0,0.045455
0.999537,0.018758,0.253098,0.102316,0.532319,0.999819,0.2,0.028571,0.227273
0.999985,0.187355,0.186004,0.159436,0.472753,0.907678,0.066667,0.057143,0.0
0.950945,0.075803,0.270597,0.1109,0.510946,0.916621,0.133333,0.028571,0.090909
0.950945,0.081761,0.257766,0.1109,0.513016,0.931527,0.0,0.028571,0.181818
0.950945,0.079885,0.258746,0.139709,0.473736,0.909937,0.066667,0.028571,0.181818
0.997853,0.332892,0.197183,0.188651,0.361642,0.914634,0.066667,0.0,0.045455
0.999008,0.04888,0.153953,0.180785,0.415049,0.905962,0.133333,0.057143,0.0
0.999429,0.148737,0.231704,0.14386,0.496144,0.971725,0.066667,0.0,0.090909
0.998759,0.105263,0.127438,0.14514,0.364022,0.857543,0.0,0.028571,0.136364
0.999958,0.00971,0.158701,0.010113,0.565026,0.903613,0.133333,0.0,0.090909
0.999915,0.271433,0.146649,0.080467,0.461885,0.91075,0.133333,0.057143,0.0
0.999717,0.027916,0.25839,0.161745,0.61626,0.91075,0.066667,0.0,0.136364
0.999858,0.036743,0.304287,0.237343,0.438907,0.939657,0.133333,0.028571,0.0
0.998759,0.188238,0.11764,0.0,0.576153,0.919874,0.0,0.057143,0.0
0.999948,0.194196,0.13119,0.213122,0.429695,0.891418,0.0,0.142857,0.0
0.999958,0.108022,0.447032,0.0,0.734617,0.905691,0.266667,0.0,0.0
0.99838,0.104711,0.147171,0.040233,0.390519,0.906685,0.066667,0.171429,0.0
0.999627,0.048108,0.120985,0.161714,0.346064,0.893315,0.0,0.0,0.0
0.999958,0.021626,0.237928,0.132717,0.600321,0.923216,0.266667,0.0,0.136364
0.999278,0.020523,0.176772,0.010113,0.531853,0.900994,0.0,0.028571,0.181818
0.998278,0.251462,0.542215,0.217461,0.608291,0.928997,0.333333,0.457143,0.045455
0.999958,0.025047,0.183474,0.02881,0.631372,0.922945,0.066667,0.114286,0.0
0.999958,0.034867,0.540602,0.627442,0.502355,0.863505,0.266667,0.142857,0.090909
0.999441,0.066314,0.276573,0.180817,0.557108,0.919061,0.0,0.0,0.0
0.999288,0.033212,0.135671,0.213965,0.473425,0.942186,0.066667,0.0,0.045455
0.999752,0.029129,0.250078,0.184063,0.547068,0.971003,0.266667,0.0,0.0
0.999297,0.032771,0.127063,0.196579,0.442219,0.904878,0.066667,0.0,0.0
0.999349,0.035419,0.193912,0.067045,0.480101,0.938844,0.066667,0.0,0.0
0.999958,0.043363,0.157806,0.244709,0.406666,0.946612,0.133333,0.0,0.0
0.999566,0.082313,0.315511,0.36825,0.498836,0.909214,0.2,0.0,0.0
0.999965,0.022399,0.295768,0.150509,0.533095,0.999277,0.066667,0.0,0.272727
0.999965,0.031336,0.22644,0.219365,0.485691,0.998555,0.133333,0.0,0.0
0.999663,0.254441,0.533639,0.160934,0.642809,0.90822,0.0,0.114286,0.0
0.999958,0.022399,0.27047,0.1369,0.571288,0.92692,0.333333,0.0,0.045455
0.999283,0.029129,0.232538,0.165709,0.510117,0.908853,0.066667,0.0,0.0
0.999752,0.02273,0.20785,0.16418,0.587435,0.907678,0.066667,0.028571,0.0
0.999958,0.045901,0.14726,0.078969,0.656523,0.916983,0.066667,0.0,0.0
0.999826,0.070396,0.299246,0.092203,0.554469,0.932159,0.066667,0.028571,0.0
0.999558,0.168598,0.183525,0.104345,0.388087,0.912647,0.133333,0.057143,0.0
0.998759,0.578175,0.085548,0.0,0.34653,0.913369,0.0,0.114286,0.0
0.997948,0.149068,0.264309,0.37031,0.411996,0.905059,0.133333,0.085714,0.045455
0.999177,0.015668,0.241263,0.116674,0.593593,0.907498,0.066667,0.057143,0.0
0.999177,0.015668,0.240926,0.116674,0.593593,0.901807,0.133333,0.0,0.0
0.998759,0.054728,0.506345,0.549223,0.633183,0.993677,0.0,0.0,0.181818
0.998278,0.063776,0.432909,0.299551,0.620194,0.901084,0.466667,0.085714,0.045455
0.999556,0.072824,0.219898,0.067045,0.551571,0.896296,0.066667,0.0,0.0
0.998617,0.045901,0.196486,0.276547,0.456037,0.916712,0.2,0.057143,0.0
0.998759,0.052301,0.224187,0.464823,0.417016,0.999729,0.066667,0.028571,0.0
0.999801,0.013241,0.20546,0.05328,0.59173,0.897561,0.066667,0.0,0.0
0.998759,0.05208,0.201145,0.0,0.687574,0.914634,0.0,0.0,0.136364
0.998759,0.117842,0.341516,0.0,0.717176,0.997651,0.0,0.0,0.727273
0.998759,0.035308,0.15823,0.1369,0.416705,0.907317,0.133333,0.028571,0.227273
0.999958,0.027916,0.266556,0.147013,0.455933,0.913821,0.133333,0.114286,0.181818
0.999787,0.270771,0.521757,0.54401,0.335973,0.887082,0.066667,0.2,0.0
0.999698,0.028798,0.427757,0.319683,0.658593,0.910479,0.133333,0.0,0.0
0.999958,0.026702,0.472999,0.32065,0.681519,0.904607,0.466667,0.0,0.0
0.999734,0.00651,0.399766,0.020226,0.724784,0.908582,0.133333,0.0,0.181818
0.999915,0.099857,0.148276,0.080467,0.504942,0.912285,0.0,0.0,0.181818
0.999737,0.043253,0.192973,0.280074,0.295037,0.922403,0.133333,0.0,0.0
0.998759,0.181287,0.154704,0.155253,0.37696,0.888889,0.0,0.057143,0.136364
0.999104,0.021516,0.265995,0.205194,0.604461,0.895664,0.066667,0.228571,0.0
0.999971,0.035308,0.168992,0.272426,0.48036,0.909937,0.2,0.0,0.0
0.999971,0.038288,0.134404,0.114489,0.496041,0.918428,0.133333,0.0,0.0
0.999577,0.174887,0.164085,0.264498,0.475392,0.910569,0.0,0.028571,0.0
0.998759,0.105263,0.150369,0.155253,0.41624,0.895483,0.0,0.057143,0.181818
0.99981,0.138806,0.226778,0.05328,0.578378,0.917706,0.0,0.0,0.0
0.99972,0.073596,0.33658,0.209595,0.49247,0.905781,0.2,0.057143,0.0
0.999349,0.037405,0.159044,0.173731,0.420587,0.913911,0.066667,0.0,0.0
0.999429,0.094119,0.21381,0.113927,0.442323,0.975339,0.133333,0.0,0.0
0.999958,0.033212,0.170898,0.092203,0.456451,0.903884,0.0,0.028571,0.181818
0.998278,0.447644,0.381975,0.05328,0.509496,0.925926,0.266667,0.085714,0.272727
0.998989,0.135165,0.294565,0.241931,0.462299,0.981301,0.133333,0.0,0.0
0.999577,0.135937,0.287959,0.092203,0.520727,0.98365,0.2,0.114286,0.0
0.998759,0.034095,0.319393,0.126787,0.454381,0.939115,0.266667,0.342857,0.0
0.998759,0.088271,0.212617,0.317248,0.319309,0.883288,0.0,0.057143,0.181818
0.999577,0.02273,0.197581,0.130439,0.523211,0.915718,0.0,0.0,0.045455
0.998759,0.035308,0.161011,0.073506,0.422295,0.931527,0.0,0.0,0.454545
0.999597,0.020523,0.221861,0.13537,0.550225,0.972177,0.133333,0.0,0.0
0.998856,0.024937,0.329548,0.221799,0.50991,0.913008,0.333333,0.057143,0.090909
0.999752,0.067748,0.292424,0.063393,0.62542,0.97832,0.0,0.085714,0.181818
0.999088,0.080216,0.199675,0.16418,0.540496,0.926649,0.266667,0.0,0.0
0.999288,0.088381,0.203942,0.232412,0.500078,0.930443,0.133333,0.0,0.0
0.999958,0.091802,0.193864,0.21771,0.478031,0.988889,0.133333,0.0,0.0
0.999752,0.151826,0.20953,0.05328,0.585002,0.918519,0.066667,0.0,0.0
0.998977,0.039391,0.234905,0.197359,0.585365,0.907588,0.066667,0.028571,0.0
0.999752,0.139247,0.237597,0.05328,0.596646,0.925294,0.2,0.0,0.0
0.999291,0.035308,0.16818,0.120326,0.560834,0.928726,0.0,0.028571,0.0
0.998845,0.35507,0.161685,0.092203,0.323138,0.91897,0.066667,0.028571,0.0
0.997948,0.02593,0.36705,0.290967,0.543601,0.905781,0.133333,0.0,0.545455
0.999717,0.028688,0.323893,0.132936,0.689851,0.98925,0.066667,0.114286,0.045455
0.998759,0.044025,0.304376,0.367283,0.477203,0.907859,0.266667,0.142857,0.0
0.999717,0.071831,0.344431,0.223329,0.525177,0.907588,0.133333,0.0,0.090909
0.999537,0.028578,0.157736,0.116081,0.450758,0.89467,0.0,0.0,0.090909
0.998925,0.135606,0.295587,0.188651,0.548776,0.987624,0.266667,0.057143,0.0
0.999958,0.17268,0.162328,0.166521,0.448585,0.907317,0.0,0.057143,0.0
0.998845,0.047225,0.108246,0.08209,0.391709,0.901987,0.066667,0.0,0.090909
0.999546,0.037736,0.182449,0.219365,0.448326,0.987805,0.133333,0.028571,0.0
0.999958,0.2508,0.57722,0.299551,0.512084,0.877326,0.2,0.114286,0.318182
0.999233,0.037074,0.202361,0.223235,0.508565,0.916983,0.133333,0.0,0.0
0.999965,0.155578,0.215201,0.122323,0.520778,0.915086,0.066667,0.085714,0.0
0.999958,0.016551,0.288968,0.077845,0.631475,0.908491,0.0,0.0,0.318182
0.999958,0.015116,0.172292,0.038923,0.579051,0.891509,0.133333,0.0,0.136364
0.999472,0.06499,0.295546,0.155846,0.607566,0.929268,0.133333,0.0,0.0
0.999752,0.231491,0.247631,0.113927,0.550846,0.908943,0.066667,0.028571,0.0
0.999414,0.018758,0.26618,0.167894,0.599389,0.984553,0.266667,0.0,0.0
0.999846,0.09765,0.247959,0.329047,0.436164,0.906685,0.133333,0.085714,0.0
0.999731,0.047446,0.226393,0.239528,0.451948,0.898555,0.266667,0.028571,0.0
0.999903,0.033874,0.241849,0.264686,0.538581,0.972719,0.133333,0.142857,0.0
0.999484,0.147413,0.280783,0.113927,0.480567,0.992412,0.066667,0.0,0.0
0.999484,0.083747,0.306916,0.113927,0.526212,0.932069,0.066667,0.0,0.0
0.999958,0.040494,0.114694,0.1109,0.515707,0.890605,0.066667,0.0,0.0
0.999577,0.098532,0.135569,0.16418,0.478187,0.998916,0.066667,0.0,0.0
0.999543,0.275074,0.364717,0.168519,0.469855,0.991147,0.2,0.0,0.0
0.998759,0.077899,0.212881,0.16418,0.547431,0.92168,0.133333,0.057143,0.272727
0.999627,0.254772,0.188321,0.206723,0.375252,0.923939,0.0,0.0,0.0
0.998278,0.020523,0.115387,0.094294,0.480412,0.914815,0.133333,0.057143,0.0
0.999958,0.01964,0.252697,0.077845,0.53677,0.929991,0.266667,0.0,0.227273
0.998825,0.155578,0.186198,0.16418,0.424261,0.913911,0.133333,0.0,0.0
0.998952,0.017323,0.263717,0.188589,0.556642,0.908491,0.266667,0.0,0.181818
0.999961,0.212292,0.330922,0.247394,0.556021,0.951852,0.0,0.028571,0.0
0.998759,0.0683,0.07518,0.323054,0.348859,0.901716,0.0,0.0,0.227273
0.998759,0.073927,0.060402,0.323054,0.327641,0.882746,0.0,0.0,0.181818
0.999781,0.03244,0.250558,0.200855,0.431248,0.991238,0.066667,0.0,0.181818
0.998278,0.096546,0.12572,0.116674,0.421674,0.915628,0.133333,0.057143,0.045455
0.998825,0.083085,0.203233,0.16418,0.493816,0.937127,0.133333,0.028571,0.0
0.999464,0.125676,0.31047,0.106561,0.613259,0.919061,0.133333,0.0,0.0
0.999815,0.020633,0.301837,0.151133,0.598561,0.985727,0.266667,0.0,0.0
0.998759,0.022399,0.093538,0.038579,0.537598,0.91075,0.0,0.0,0.272727
0.999752,0.015668,0.283851,0.05328,0.695648,0.906323,0.133333,0.0,0.045455
0.999965,0.129538,0.377675,0.080467,0.636495,0.983107,0.0,0.171429,0.0
0.999806,0.018206,0.205858,0.122323,0.569477,0.96206,0.066667,0.028571,0.0
0.999958,0.041046,0.17885,0.159841,0.437975,0.926739,0.0,0.057143,0.0
0.999717,0.175659,0.553885,0.198858,0.585882,0.898193,0.133333,0.0,0.636364
0.999286,0.162198,0.161431,0.067045,0.509289,0.899458,0.0,0.0,0.0
0.998845,0.177645,0.15802,0.119983,0.492211,0.901536,0.133333,0.114286,0.0
0.999927,0.070617,0.237104,0.126662,0.524763,0.921409,0.266667,0.0,0.090909
0.999752,0.020523,0.24132,0.180817,0.531543,0.927281,0.0,0.028571,0.0
0.998759,0.038288,0.185323,0.0,0.674326,0.907588,0.133333,0.0,0.090909
0.999104,0.029902,0.284847,0.262438,0.478549,0.912556,0.066667,0.057143,0.181818
0.999288,0.019309,0.170707,0.092203,0.545257,0.898464,0.2,0.0,0.090909
0.999958,0.07481,0.185173,0.086429,0.520934,0.976874,0.066667,0.0,0.045455
0.999958,0.027916,0.280163,0.256289,0.575584,0.91355,0.0,0.0,0.0
0.999958,0.018206,0.184537,0.086429,0.569891,0.911743,0.133333,0.0,0.045455
0.998976,0.023944,0.191831,0.08209,0.550329,0.920506,0.133333,0.0,0.0
0.998976,0.03244,0.239217,0.16418,0.465766,0.925023,0.2,0.0,0.0
0.999882,0.031557,0.263335,0.296897,0.502562,0.912285,0.066667,0.057143,0.045455
0.999958,0.018206,0.186103,0.086429,0.569891,0.915718,0.133333,0.028571,0.045455
0.998759,0.436279,0.119091,0.162869,0.361124,0.884824,0.0,0.085714,0.0
0.999546,0.040494,0.157545,0.150509,0.411841,0.999277,0.133333,0.0,0.0
0.999717,0.019199,0.3005,0.122199,0.590281,0.972809,0.066667,0.057143,0.227273
0.998759,0.032771,0.11997,0.120669,0.484449,0.912466,0.066667,0.0,0.272727
0.998759,0.088381,0.183913,0.145483,0.452259,0.923939,0.333333,0.0,0.090909
0.999286,0.160433,0.178414,0.102566,0.432645,0.901987,0.0,0.028571,0.0
0.9982,0.025378,0.146961,0.188589,0.429229,0.888528,0.0,0.0,0.0
0.998545,0.144764,0.204862,0.09857,0.469751,0.922403,0.0,0.0,0.181818
0.999116,0.035419,0.195417,0.215681,0.479946,0.918609,0.0,0.0,0.0
0.999287,0.077568,0.280818,0.137649,0.514051,0.98907,0.0,0.057143,0.0
0.999958,0.04888,0.160282,0.217273,0.431972,0.906865,0.0,0.0,0.090909
0.999958,0.027474,0.383407,0.285193,0.500285,0.911834,0.266667,0.142857,0.090909
0.999958,0.33565,0.197049,0.063393,0.387828,0.907498,0.066667,0.057143,0.0
0.999958,0.030012,0.407162,0.441882,0.624748,0.907407,0.066667,0.228571,0.0
0.999181,0.027695,0.311765,0.145483,0.534648,0.908311,0.133333,0.057143,0.0
0.998759,0.09136,0.165355,0.265185,0.381618,0.917977,0.066667,0.0,0.181818
0.999537,0.041708,0.298499,0.24627,0.477773,0.986631,0.066667,0.057143,0.0
0.999507,0.020523,0.189988,0.127068,0.572892,0.925384,0.066667,0.0,0.090909
0.999578,0.035419,0.170653,0.163337,0.443823,0.912376,0.066667,0.0,0.0
0.999717,0.014896,0.258186,0.092203,0.645759,0.938121,0.0,0.0,0.136364
0.999577,0.031336,0.170882,0.1948,0.469389,0.903704,0.266667,0.0,0.045455
0.998845,0.233697,0.207175,0.102316,0.393728,0.916712,0.0,0.028571,0.272727
0.998604,0.32572,0.204652,0.133217,0.335093,0.909666,0.0,0.057143,0.0
0.99936,0.390378,0.287755,0.181722,0.420225,0.908491,0.0,0.085714,0.0
0.999958,0.037736,0.141698,0.258443,0.294985,0.933333,0.133333,0.0,0.0
