oz1,oz247,oz248,oz250,oz251,oz9
0.998759,0.051087,0.0,0.142362,0.402577,0.090909
0.999958,0.069293,0.333,0.010113,0.551001,0.090909
0.99967,0.024164,0.6,0.124664,0.677069,0.0
0.999971,0.030564,0.375,0.153412,0.405786,0.181818
0.998925,0.165398,0.688,0.106561,0.466698,0.0
0.999537,0.02935,0.615,0.211218,0.501216,0.0
0.998759,0.032771,0.0,0.261221,0.505719,0.181818
0.999594,0.033543,0.45,0.156346,0.488589,0.0
0.999817,0.129207,0.731,0.132249,0.654867,0.0
0.999414,0.027585,0.559,0.306449,0.476789,0.0
0.999813,0.072272,0.769,0.074256,0.634943,0.0
0.999416,0.148737,0.739,0.057619,0.450448,0.0
0.999335,0.023281,0.76,0.086429,0.523418,0.0
0.999958,0.121924,0.15,0.188651,0.55214,0.045455
0.999822,0.01964,0.76,0.177883,0.570926,0.0
0.950881,0.05208,0.4,0.245739,0.397557,0.0
0.999681,0.06499,0.655,0.093514,0.574445,0.0
0.999577,0.070948,0.583,0.120326,0.582932,0.0
0.999536,0.033212,0.471,0.1109,0.507168,0.0
0.999806,0.3063,0.63,0.132249,0.523935,0.0
0.999462,0.026812,0.864,0.106561,0.702531,0.0
0.999915,0.096546,0.538,0.080467,0.481654,0.0
0.998759,0.129538,0.0,0.188651,0.296538,0.0
0.999288,0.028578,0.563,0.106561,0.506702,0.0
0.999752,0.146861,0.591,0.116674,0.539512,0.0
0.999414,0.023281,0.615,0.145483,0.529369,0.0
0.999408,0.040494,0.786,0.159841,0.501061,0.0
0.999408,0.033212,0.647,0.188651,0.567407,0.0
0.999915,0.281033,0.538,0.080467,0.445479,0.0
0.999985,0.158557,0.261,0.223297,0.449671,0.227273
0.998336,0.092133,0.5,0.201573,0.497128,0.0
0.999958,0.150392,0.5,0.185998,0.5229,0.0
0.999602,0.039832,0.654,0.292559,0.556694,0.0
0.999414,0.026702,0.457,0.290967,0.562594,0.0
0.999965,0.026812,0.667,0.122323,0.476738,0.0
0.999937,0.167494,0.652,0.315282,0.449257,0.0
0.999958,0.153592,0.261,0.262064,0.507375,0.0
0.999778,0.029681,0.75,0.188651,0.558919,0.0
0.999752,0.020523,0.722,0.08209,0.565026,0.0
0.998759,0.035308,0.0,0.19299,0.474046,0.0
0.999577,0.092133,0.5,0.05328,0.578896,0.0
0.999088,0.091802,0.588,0.159841,0.438959,0.0
0.998759,0.032109,0.0,0.010113,0.536563,0.136364
0.999958,0.147413,0.24,0.212279,0.570615,0.0
0.999695,0.031005,0.676,0.292559,0.627698,0.0
0.999624,0.162198,0.737,0.130813,0.450758,0.0
0.999577,0.17268,0.467,0.05328,0.52202,0.0
0.999806,0.293722,0.531,0.1109,0.520364,0.0
0.999752,0.081761,0.481,0.188651,0.526626,0.0
0.999806,0.3063,0.63,0.08209,0.484656,0.0
0.999956,0.218471,0.483,0.188651,0.555866,0.0
0.999956,0.03244,0.56,0.238436,0.58583,0.0
0.999958,0.023944,0.6,0.08209,0.57222,0.0
0.999556,0.070617,0.556,0.145483,0.536304,0.0
0.999958,0.031888,0.545,0.08209,0.624799,0.0
0.999958,0.152047,0.545,0.08209,0.570719,0.0
0.997948,0.119387,0.25,0.181004,0.366144,0.0
0.999955,0.040494,0.571,0.188651,0.486415,0.0
0.999817,0.040715,0.514,0.321368,0.488382,0.0
0.999817,0.034426,0.559,0.268088,0.543704,0.0
0.999817,0.041487,0.487,0.321368,0.50991,0.0
0.999971,0.151826,0.632,0.159436,0.543446,0.0
0.999826,0.3063,0.704,0.183532,0.549863,0.0
0.999885,0.162198,0.722,0.143611,0.507996,0.0
0.999956,0.047997,0.583,0.268088,0.57165,0.0
0.999956,0.044908,0.5,0.325707,0.518812,0.0
0.999966,0.328809,0.476,0.05328,0.458831,0.0
0.999757,0.343264,0.591,0.159841,0.459038,0.0
0.999958,0.018206,0.6,0.131875,0.565078,0.0
0.999935,0.025378,0.684,0.080467,0.575635,0.0
0.999603,0.148075,0.75,0.063393,0.546395,0.0
0.999752,0.139689,0.684,0.0,0.596491,0.0
0.999554,0.028467,0.469,0.174293,0.506754,0.0
0.998759,0.142006,0.0,0.16418,0.28448,0.181818
0.998759,0.011586,0.0,0.0,0.355431,0.227273
0.999562,0.021626,0.8,0.151133,0.555193,0.045455
0.999647,0.039612,0.722,0.120326,0.495679,0.0
0.999752,0.090478,0.52,0.153443,0.639859,0.0
0.999955,0.098532,0.5,0.13537,0.521606,0.0
0.999537,0.073375,0.4,0.131375,0.554521,0.045455
0.999384,0.030453,0.677,0.202416,0.565854,0.0
0.998278,0.1238,0.367,0.542512,0.483103,0.0
0.998606,0.124683,0.083,0.209626,0.571599,0.363636
0.999691,0.044908,0.667,0.159841,0.463179,0.0
0.999958,0.030453,0.5,0.089082,0.682503,0.0
0.999958,0.06499,0.353,0.217273,0.358899,0.0
0.999577,0.025047,0.467,0.08209,0.558247,0.090909
0.998278,0.409467,0.167,0.08209,0.294054,0.0
0.998759,0.162308,0.0,0.233348,0.359727,0.181818
0.998759,0.005958,0.0,0.0,0.404389,0.227273
0.999961,0.060797,0.759,0.069043,0.646069,0.0
0.998925,0.13682,0.688,0.270741,0.504063,0.0
0.999129,0.070617,0.342,0.19299,0.599907,0.090909
0.998925,0.023281,0.407,0.241931,0.491901,0.090909
0.999903,0.09136,0.421,0.250577,0.563784,0.0
0.999971,0.015116,0.353,0.050346,0.533095,0.227273
0.999577,0.015116,0.778,0.141426,0.603426,0.0
0.998759,0.024826,0.0,0.153224,0.524763,0.0
0.999958,0.015116,0.353,0.020226,0.537753,0.090909
0.998759,0.018206,0.0,0.030339,0.531232,0.363636
0.998759,0.022399,0.0,0.138741,0.617502,0.0
0.998472,0.103829,0.5,0.088145,0.433525,0.0
0.999357,0.018868,0.769,0.010113,0.520571,0.0
0.997948,0.025709,0.231,0.243149,0.605755,0.0
0.999619,0.243187,0.435,0.149135,0.428557,0.045455
0.999206,0.418956,0.463,0.24627,0.414325,0.136364
0.999581,0.134503,0.333,0.222236,0.326657,0.0
0.999843,0.146199,0.4,0.19608,0.417999,0.0
0.999958,0.031888,0.273,0.16418,0.592248,0.227273
0.999958,0.075692,0.353,0.05328,0.558868,0.0
0.999958,0.084961,0.375,0.08209,0.552399,0.0
0.999958,0.039612,0.353,0.174293,0.536718,0.0
0.999613,0.01302,0.846,0.264498,0.736014,0.0
0.999851,0.121483,0.5,0.278981,0.442633,0.0
0.999577,0.014785,0.171,0.217461,0.71609,0.363636
0.999378,0.174887,0.667,0.18141,0.416084,0.0
0.999288,0.079334,0.474,0.092203,0.483051,0.0
0.999958,0.023392,0.4,0.05328,0.567614,0.0
0.999416,0.010703,0.739,0.0,0.637116,0.0
0.998759,0.02935,0.0,0.13537,0.510531,0.136364
0.998759,0.160984,0.0,0.32836,0.401594,0.0
0.998278,0.009158,0.051,0.13537,0.767841,0.318182
0.998606,0.062452,0.125,0.05328,0.623557,0.318182
0.955611,0.108463,0.508,0.138086,0.297107,0.0
0.999289,0.069293,0.68,0.106561,0.613983,0.0
0.999958,0.01644,0.522,0.067732,0.573772,0.136364
0.998759,0.037736,0.0,0.180817,0.396626,0.090909
0.999801,0.012579,0.81,0.08209,0.625317,0.0
0.998759,0.591967,0.0,0.08209,0.27739,0.0
0.998759,0.037626,0.0,0.468069,0.474202,0.227273
0.998759,0.050204,0.0,0.0,0.770377,0.363636
0.998278,0.072272,0.057,0.395156,0.501371,0.318182
0.998759,0.122807,0.0,0.101973,0.360762,0.227273
0.999811,0.353636,0.882,0.040233,0.426331,0.0
0.999927,0.028688,0.483,0.151133,0.575118,0.045455
0.998759,0.051087,0.0,0.08209,0.423071,0.0
0.998759,0.025378,0.0,0.104126,0.609429,0.454545
0.998759,0.046011,0.0,0.116674,0.395746,0.136364
0.998759,0.126779,0.0,0.132717,0.374735,0.136364
0.998759,0.103829,0.0,0.05328,0.460695,0.0
0.999659,0.051859,0.692,0.159841,0.532008,0.0
0.999596,0.040494,0.571,0.101973,0.415567,0.0
0.999958,0.037736,0.4,0.132717,0.556332,0.0
0.999958,0.026812,0.353,0.185998,0.508772,0.0
0.999659,0.047997,0.391,0.295212,0.46028,0.0
0.998759,0.165398,0.0,0.106561,0.452466,0.0
0.998759,0.062893,0.0,0.0,0.700512,0.0
0.999808,0.04248,0.667,0.266402,0.549759,0.0
0.999734,0.003641,0.73,0.05328,0.749677,0.090909
0.99979,0.060797,0.69,0.0839,0.613569,0.045455
0.999288,0.030564,0.563,0.116674,0.471873,0.0
0.998759,0.051528,0.0,0.185998,0.411065,0.0
0.998759,0.083416,0.0,0.148886,0.287015,0.0
0.999556,0.062452,0.652,0.05328,0.59763,0.0
0.999424,0.035419,0.577,0.213122,0.43663,0.0
0.95814,0.067196,0.3,0.171827,0.346427,0.0
0.999752,0.21483,0.52,0.057619,0.521296,0.045455
0.999846,0.067748,0.852,0.093514,0.60679,0.0
0.998759,0.031116,0.0,0.277733,0.507064,0.272727
0.999739,0.17588,0.316,0.107279,0.332609,0.0
0.999296,0.030453,0.375,0.146201,0.44993,0.227273
0.999961,0.21174,0.611,0.20176,0.524453,0.0
0.999537,0.07503,0.286,0.170298,0.533561,0.272727
0.998759,0.035308,0.0,0.106561,0.489003,0.136364
0.998759,0.032771,0.0,0.13537,0.483724,0.090909
0.998278,0.364008,0.111,0.145483,0.343735,0.045455
0.9997,0.090478,0.56,0.285973,0.521296,0.0
0.999762,0.147633,0.667,0.119389,0.487295,0.181818
0.999958,0.013903,0.667,0.147294,0.70636,0.045455
0.998759,0.164846,0.0,0.0,0.564353,0.136364
0.998759,0.17268,0.0,0.063393,0.449206,0.090909
0.999556,0.072272,0.577,0.106561,0.543083,0.0
0.999261,0.159881,0.435,0.310132,0.401801,0.0
0.99889,0.068851,0.367,0.315313,0.535165,0.090909
0.999958,0.037074,0.286,0.116674,0.547172,0.0
0.999689,0.034095,0.593,0.092203,0.539202,0.0
0.999689,0.027916,0.64,0.063393,0.577861,0.0
0.999958,0.140903,0.5,0.010113,0.631734,0.0
0.999537,0.080216,0.348,0.165959,0.488692,0.136364
0.998759,0.202472,0.0,0.13537,0.416654,0.0
0.999958,0.222553,0.222,0.145483,0.495627,0.0
0.999903,0.032771,0.533,0.053998,0.554158,0.0
0.998759,0.001765,0.0,0.0,0.68007,0.227273
0.998759,0.193865,0.0,0.132249,0.460695,0.0
0.998759,0.017323,0.0,0.126787,0.617709,0.181818
0.997948,0.028578,0.2,0.106561,0.484966,0.0
0.997948,0.02273,0.158,0.126787,0.538788,0.0
0.999958,0.069072,0.353,0.223235,0.555866,0.090909
0.998759,0.083085,0.0,0.223235,0.464628,0.272727
0.998278,0.092574,0.154,0.08209,0.468509,0.136364
0.999537,0.02935,0.615,0.132717,0.472339,0.045455
0.999619,0.035308,0.625,0.16418,0.531025,0.0
0.999291,0.322079,0.246,0.424902,0.398799,0.227273
0.998759,0.073486,0.0,0.371996,0.309942,0.0
0.999955,0.040494,0.571,0.159841,0.507426,0.0
0.999806,0.01622,0.938,0.0,0.552606,0.0
0.998759,0.06499,0.0,0.219801,0.373803,0.0
0.999971,0.042039,0.353,0.185717,0.410599,0.0
0.998759,0.028578,0.0,0.128847,0.568183,0.0
0.999793,0.052632,0.364,0.258412,0.424727,0.0
0.999556,0.065983,0.625,0.057619,0.599959,0.136364
0.999803,0.100077,0.621,0.503933,0.488019,0.0
0.999958,0.213505,0.429,0.086429,0.488951,0.363636
0.998759,0.013241,0.0,0.106561,0.589246,0.272727
0.999958,0.07481,0.462,0.0,0.561404,0.136364
0.999627,0.05208,0.533,0.185998,0.383222,0.0
0.999958,0.017434,0.4,0.08209,0.567717,0.045455
0.998278,0.021847,0.118,0.13537,0.543187,0.227273
0.998759,0.039391,0.0,0.1109,0.443151,0.090909
0.998278,0.088271,0.154,0.127536,0.457486,0.090909
0.999958,0.035419,0.414,0.314595,0.511722,0.181818
0.998278,0.035419,0.1,0.221175,0.482379,0.318182
0.999708,0.020633,0.8,0.151133,0.573255,0.0
0.999958,0.035308,0.333,0.165397,0.515551,0.090909
0.999958,0.080878,0.522,0.110275,0.648088,0.0
0.950881,0.012689,0.5,0.086429,0.306733,0.181818
0.999568,0.002979,0.929,0.040233,0.759768,0.0
0.998759,0.061128,0.0,0.165366,0.396315,0.0
0.999961,0.076796,0.692,0.156907,0.568079,0.0
0.999759,0.018206,0.591,0.122323,0.535269,0.090909
0.998856,0.280922,0.368,0.247487,0.447601,0.136364
0.998606,0.143771,0.136,0.159841,0.485794,0.090909
0.999958,0.256207,0.786,0.0,0.518398,0.0
0.998278,0.046011,0.222,0.106561,0.432076,0.0
0.999711,0.038619,0.44,0.295212,0.612845,0.181818
0.999717,0.012579,0.75,0.02881,0.626042,0.0
0.998856,0.031005,0.412,0.271958,0.530922,0.090909
0.998759,0.026812,0.0,0.116674,0.33649,0.0
0.999291,0.101512,0.667,0.106561,0.45376,0.0
0.999958,0.05848,0.818,0.0,0.655126,0.0
0.999414,0.013241,0.842,0.08209,0.628526,0.0
0.999778,0.084961,0.833,0.155846,0.555659,0.0
0.997948,0.033543,0.273,0.147013,0.418362,0.181818
0.998925,0.52113,0.458,0.266402,0.350101,0.045455
0.998759,0.051749,0.0,0.05328,0.744915,0.454545
0.999414,0.204237,0.457,0.26762,0.474926,0.045455
0.999958,0.003089,0.5,0.0,0.614035,0.090909
0.999958,0.177645,0.462,0.05328,0.416291,0.0
0.999533,0.025378,0.45,0.145764,0.531284,0.090909
0.999703,0.072272,0.556,0.145764,0.575169,0.090909
0.999783,0.043584,0.615,0.010113,0.478704,0.0
0.999577,0.435948,0.457,0.221799,0.395228,0.090909
0.998278,0.027695,0.133,0.27508,0.53175,0.090909
0.998278,0.026702,0.077,0.24627,0.547741,0.136364
0.999752,0.022399,0.448,0.125351,0.568079,0.181818
0.998759,0.146088,0.0,0.180067,0.353517,0.0
0.998759,0.03895,0.0,0.189931,0.513947,0.272727
0.999958,0.027585,0.176,0.161745,0.629768,0.181818
0.998759,0.056162,0.0,0.16418,0.472597,0.0
0.999958,0.020523,0.632,0.09985,0.482275,0.0
0.998278,0.044908,0.125,0.180067,0.399317,0.090909
0.999632,0.044908,0.563,0.222673,0.34653,0.0
0.999787,0.157784,0.9,0.160934,0.470062,0.0
0.999985,0.07481,0.273,0.159436,0.578326,0.136364
0.999958,0.069293,0.55,0.010113,0.574652,0.181818
0.998759,0.05539,0.0,0.204913,0.523832,0.045455
0.951993,0.033212,0.725,0.520881,0.419397,0.0
0.998925,0.227629,0.5,0.106561,0.490348,0.0
0.99938,0.023392,0.75,0.088145,0.590954,0.0
0.999974,0.194086,0.769,0.040233,0.483103,0.0
0.998759,0.161205,0.0,0.0,0.533872,0.272727
0.998759,0.105263,0.0,0.155253,0.424002,0.181818
0.99921,0.044908,0.533,0.156907,0.389898,0.0
0.998759,0.033212,0.0,0.1109,0.559644,0.090909
0.99979,0.069293,0.455,0.33582,0.540755,0.045455
0.999577,0.008386,0.389,0.05328,0.623816,0.272727
0.998278,0.060797,0.067,0.08209,0.665632,0.409091
0.999935,0.122807,0.667,0.1207,0.34948,0.0
0.999531,0.254,0.273,0.071384,0.292863,0.0
0.999711,0.038619,0.423,0.295212,0.612845,0.136364
0.950881,0.026812,0.222,0.1369,0.547172,0.0
0.999348,0.03895,0.524,0.173731,0.436733,0.0
0.999652,0.014234,0.786,0.093514,0.606065,0.0
0.999603,0.021847,0.833,0.02881,0.489054,0.0
0.999971,0.037736,0.375,0.183064,0.407287,0.181818
0.998759,0.043584,0.0,0.13537,0.406562,0.0
0.999725,0.040494,0.429,0.09985,0.27651,0.0
0.999286,0.071168,0.213,0.385979,0.532888,0.090909
0.999769,0.011806,0.609,0.010113,0.592299,0.0
0.999958,0.031888,0.545,0.106561,0.495782,0.0
0.998759,0.030453,0.0,0.106561,0.613104,0.272727
0.999759,0.064548,0.769,0.128379,0.597216,0.0
0.99967,0.012579,0.7,0.057619,0.644983,0.045455
0.999291,0.385524,0.5,0.16418,0.398075,0.0
0.999414,0.142889,0.64,0.139709,0.473374,0.0
0.999308,0.011586,0.837,0.095855,0.654143,0.0
0.999903,0.085402,0.421,0.171609,0.563991,0.0
0.999291,0.448748,0.4,0.217461,0.42276,0.136364
0.999164,0.028578,0.722,0.013765,0.475185,0.0
0.999644,0.00011,0.895,0.0,0.82244,0.0
0.999286,0.031557,0.333,0.206754,0.533251,0.136364
0.999971,0.047225,0.5,0.093514,0.479118,0.0
0.999963,0.115414,0.711,0.138086,0.617347,0.0
0.998759,0.0587,0.0,0.351863,0.364643,0.090909
0.999548,0.011255,0.676,0.067045,0.621332,0.181818
0.999567,0.035308,0.5,0.101973,0.425348,0.0
0.999858,0.026812,0.609,0.020226,0.515551,0.181818
0.999965,0.526205,0.571,0.119202,0.514879,0.0
0.999577,0.024385,0.68,0.214807,0.535735,0.0
0.999404,0.021626,0.708,0.08209,0.541013,0.0
0.999577,0.035419,0.35,0.210406,0.433939,0.045455
0.999958,0.329913,0.3,0.02881,0.411944,0.136364
0.999775,0.037405,0.737,0.172951,0.434974,0.0
0.999577,0.039832,0.28,0.208877,0.542359,0.0
0.999577,0.048108,0.5,0.255852,0.36278,0.0
0.999965,0.069293,0.846,0.09058,0.558505,0.0
0.999849,0.017765,0.585,0.190056,0.606997,0.181818
0.998278,0.020523,0.667,0.148511,0.487347,0.0
0.998278,0.038288,0.333,0.145483,0.421622,0.0
0.99954,0.033543,0.727,0.169143,0.476531,0.0
0.999554,0.033543,0.714,0.225108,0.427625,0.0
0.999088,0.017323,0.476,0.116674,0.563784,0.090909
0.999956,0.093457,0.636,0.239278,0.513274,0.0
0.997948,0.047225,0.25,0.173606,0.382342,0.0
0.998759,0.030453,0.0,0.32836,0.564043,0.090909
0.999674,0.070396,0.7,0.150509,0.543808,0.0
0.999536,0.023392,0.533,0.02881,0.510169,0.0
0.999965,0.018206,0.55,0.093514,0.58138,0.0
0.997948,0.051859,0.231,0.180067,0.378616,0.0
0.998278,0.117069,0.182,0.169954,0.366299,0.0
0.999619,0.03895,0.476,0.233348,0.473167,0.0
0.999113,0.06499,0.333,0.223235,0.355121,0.0
0.998962,0.41686,0.727,0.180629,0.380893,0.0
0.999659,0.102725,0.6,0.188651,0.500181,0.0
0.999537,0.045901,0.471,0.161527,0.543394,0.0
0.999627,0.030564,0.5,0.02881,0.595715,0.045455
0.999958,0.146199,0.444,0.0,0.631061,0.0
0.999958,0.073375,0.632,0.078969,0.658024,0.0
0.999292,0.070948,0.692,0.152912,0.509341,0.090909
0.999722,0.153592,0.609,0.222486,0.443151,0.0
0.998759,0.030453,0.0,0.303889,0.501734,0.136364
0.998759,0.046011,0.0,0.233348,0.0,0.0
0.999577,0.019309,0.7,0.106561,0.592869,0.0
0.999958,0.217698,0.429,0.1109,0.475754,0.090909
0.999286,0.02593,0.238,0.177945,0.702686,0.590909
0.998278,0.200154,0.095,0.32836,0.485949,0.045455
0.999958,0.053735,0.444,0.038923,0.698805,0.0
0.999717,0.01622,0.938,0.0,0.625731,0.0
0.998759,0.048108,0.0,0.106561,0.391865,0.0
0.999813,0.319431,0.741,0.253418,0.497128,0.0
0.999577,0.047997,0.304,0.386447,0.430937,0.0
0.999958,0.032771,0.429,0.010113,0.610775,0.0
0.999717,0.142337,0.7,0.02881,0.578947,0.0
0.999291,0.354187,0.364,0.203103,0.409719,0.090909
0.998759,0.035308,0.0,0.11015,0.502562,0.045455
0.999958,0.021847,0.333,0.067732,0.494747,0.090909
0.999958,0.031557,0.414,0.293651,0.633701,0.0
0.998278,0.040494,0.143,0.245427,0.421674,0.090909
0.999536,0.025157,0.222,0.17164,0.611137,0.181818
0.999985,0.032109,0.545,0.109276,0.446359,0.0
0.998759,0.404281,0.0,0.0,0.486674,0.0
0.999958,0.163853,0.316,0.271334,0.492781,0.0
0.999666,0.166391,0.45,0.253574,0.412151,0.0
0.999562,0.040494,0.6,0.094232,0.40946,0.0
0.999562,0.032771,0.6,0.094232,0.40946,0.0
0.999582,0.035419,0.593,0.067045,0.506184,0.0
0.998759,0.258744,0.0,0.212872,0.285722,0.0
0.999409,0.033212,0.684,0.216524,0.500078,0.0
0.95171,0.037736,0.375,0.211218,0.497801,0.0
0.999958,0.028578,0.611,0.1109,0.520571,0.0
0.998829,0.213174,0.333,0.067045,0.285825,0.0
0.99969,0.028688,0.69,0.13537,0.684625,0.0
0.999958,0.028578,0.353,0.112086,0.4579,0.045455
0.999149,0.032771,0.75,0.094232,0.416861,0.0
0.999322,0.06499,0.5,0.21384,0.376132,0.0
0.998759,0.18228,0.0,0.268088,0.366403,0.0
0.998278,0.132958,0.056,0.270741,0.508927,0.090909
0.997948,0.101512,0.5,0.13537,0.416033,0.0
0.999958,0.021626,0.522,0.16418,0.567821,0.0
0.998759,0.020523,0.0,0.08209,0.609429,0.318182
0.998759,0.176211,0.0,0.078969,0.482793,0.272727
0.998278,0.019309,0.1,0.13537,0.570098,0.090909
0.999915,0.158557,0.609,0.160934,0.464835,0.0
0.998759,0.063445,0.0,0.278201,0.32909,0.045455
0.998759,0.056162,0.0,0.293776,0.390778,0.090909
0.998759,0.032109,0.0,0.132249,0.524763,0.0
0.999008,0.060686,0.19,0.392471,0.337422,0.0
0.999965,0.026812,0.579,0.152943,0.493143,0.090909
0.998759,0.017323,0.0,0.227574,0.694043,0.0
0.999577,0.026812,0.333,0.19299,0.54505,0.0
0.999423,0.043584,0.769,0.213122,0.461574,0.0
0.999288,0.160433,0.563,0.184531,0.499353,0.0
0.999312,0.055169,0.825,0.210188,0.61595,0.045455
0.999849,0.138365,0.821,0.094232,0.495627,0.0
0.997948,0.177866,0.15,0.321368,0.312477,0.0
0.999507,0.035529,0.3,0.235564,0.534027,0.045455
0.999537,0.025047,0.533,0.063393,0.549708,0.090909
0.999815,0.066424,0.581,0.060459,0.581897,0.181818
0.952949,0.234249,0.077,0.121013,0.210112,0.181818
0.999958,0.040494,0.429,0.210406,0.390416,0.0
0.999958,0.061017,0.324,0.077845,0.622212,0.545455
0.999556,0.022399,0.536,0.102316,0.578223,0.227273
0.999288,0.021847,0.529,0.063393,0.55421,0.136364
0.999961,0.059693,0.71,0.050346,0.608963,0.181818
0.999291,0.350988,0.356,0.24627,0.39999,0.136364
0.999964,0.056824,0.824,0.080467,0.650106,0.0
0.999958,0.059804,0.72,0.074256,0.629043,0.0
0.999958,0.061459,0.581,0.094482,0.615846,0.0
0.998759,0.012579,0.0,0.063393,0.602546,0.590909
0.999955,0.045239,0.364,0.270741,0.560524,0.0
0.999958,0.037074,0.286,0.19299,0.546861,0.0
0.999958,0.041267,0.188,0.32836,0.599182,0.0
0.999432,0.040384,0.542,0.221019,0.417585,0.0
0.999225,0.031336,0.65,0.16702,0.497697,0.0
0.998759,0.049432,0.0,0.391285,0.352016,0.0
0.999958,0.040384,0.273,0.266153,0.468975,0.0
0.999699,0.146861,0.591,0.161059,0.563267,0.0
0.998759,0.052963,0.0,0.430333,0.378616,0.045455
0.999602,0.032771,0.607,0.270741,0.559385,0.0
0.999958,0.009268,0.621,0.08209,0.659318,0.045455
0.999958,0.038288,0.5,0.074256,0.406614,0.0
0.999971,0.333664,0.75,0.040233,0.391295,0.0
0.999413,0.017985,0.571,0.120326,0.614449,0.227273
0.999958,0.13671,0.3,0.0,0.629819,0.227273
0.999988,0.357608,0.611,0.239903,0.407701,0.0
0.99969,0.017323,0.714,0.264498,0.646794,0.0
0.999955,0.088381,0.421,0.16418,0.524142,0.0
0.99979,0.007062,0.556,0.057619,0.738343,0.272727
0.999955,0.040494,0.571,0.17395,0.528438,0.0
0.999958,0.030453,0.261,0.228916,0.563939,0.181818
0.998977,0.02273,0.619,0.121013,0.52911,0.0
0.999288,0.035419,0.375,0.274455,0.470786,0.045455
0.999752,0.020523,0.542,0.185998,0.587228,0.090909
0.999577,0.022399,0.5,0.239278,0.563577,0.090909
0.999735,0.017875,0.706,0.239278,0.611913,0.0
0.999752,0.024385,0.52,0.185998,0.605186,0.090909
0.998759,0.02935,0.0,0.13537,0.488796,0.090909
0.999954,0.044467,0.455,0.302204,0.554624,0.181818
0.951033,0.008386,0.647,0.0,0.414946,0.0
0.998759,0.038619,0.0,0.303889,0.454329,0.045455
0.998278,0.098532,0.133,0.209626,0.414325,0.0
0.999958,0.043363,0.316,0.239497,0.519329,0.045455
0.998759,0.143771,0.0,0.092203,0.503286,0.227273
0.998759,0.177645,0.0,0.063393,0.39026,0.181818
0.998759,0.283019,0.0,0.010113,0.402318,0.181818
0.998759,0.057376,0.0,0.0,0.305077,0.181818
0.998759,0.051528,0.0,0.17395,0.349997,0.045455
0.998759,0.032771,0.0,0.040452,0.476479,0.272727
0.998759,0.063224,0.0,0.020226,0.662009,0.0
0.999958,0.017323,0.545,0.092203,0.550639,0.0
0.999955,0.044908,0.533,0.214339,0.531594,0.0
0.999958,0.034095,0.214,0.279418,0.461988,0.045455
0.999849,0.023723,0.742,0.195705,0.510583,0.0
0.999958,0.000221,0.778,0.0,0.806811,0.0
0.985142,0.092685,0.4,0.127723,0.246028,0.0
0.998236,0.067196,0.3,0.067045,0.266936,0.0
0.998548,0.257862,0.625,0.080467,0.200435,0.0
0.999563,0.054728,0.314,0.107997,0.508151,0.0
0.999958,0.01964,0.72,0.12248,0.628474,0.0
0.999958,0.070948,0.5,0.139085,0.528024,0.181818
0.950881,0.016771,0.333,0.010113,0.039228,0.363636
0.999752,0.222443,0.542,0.02881,0.537908,0.136364
0.999329,0.055831,0.6,0.262126,0.291828,0.0
0.998759,0.02295,0.0,0.141519,0.508047,0.0
1.0,0.266799,0.278,0.110806,0.452776,0.0
0.999927,0.074037,0.519,0.139428,0.5421,0.136364
0.999958,0.07492,0.308,0.384075,0.525488,0.227273
0.999681,0.020523,0.792,0.175604,0.558919,0.0
0.99876,0.351429,0.13,0.208565,0.294519,0.0
0.999288,0.041046,0.209,0.657313,0.478652,0.045455
0.998759,0.019309,0.0,0.13537,0.575066,0.227273
0.999291,0.357277,0.381,0.24627,0.395694,0.136364
0.998759,0.052301,0.0,0.186216,0.521762,0.090909
0.999783,0.041818,0.667,0.082808,0.411065,0.0
0.999548,0.07481,0.773,0.157188,0.54593,0.0
0.999752,0.017323,0.433,0.126787,0.610257,0.272727
0.999817,0.014896,0.559,0.137649,0.680174,0.0
0.998759,0.291956,0.0,0.057619,0.344305,0.0
0.950881,0.037074,0.261,0.22826,0.365626,0.090909
0.951,0.040384,0.304,0.252731,0.413911,0.045455
0.998759,0.10107,0.0,0.19299,0.364436,0.045455
0.999971,0.047225,0.5,0.124134,0.445635,0.0
0.999958,0.010703,0.5,0.127536,0.611344,0.136364
0.999464,0.010151,0.92,0.05328,0.718315,0.0
0.999958,0.01964,0.14,0.145483,0.720489,0.409091
0.999783,0.030564,0.471,0.082808,0.475547,0.181818
0.998759,0.03586,0.0,0.0,0.584899,0.045455
0.999965,0.118614,0.375,0.040233,0.628474,0.0
0.999344,0.033543,0.682,0.22595,0.523314,0.0
0.999538,0.037405,0.75,0.237374,0.52378,0.0
0.999507,0.033543,0.636,0.197141,0.528489,0.0
0.999546,0.031336,0.444,0.150509,0.471252,0.0
0.998759,0.057376,0.0,0.11271,0.443668,0.0
0.998759,0.057376,0.0,0.11271,0.443668,0.0
0.998759,0.057376,0.0,0.11271,0.443668,0.0
0.998759,0.043584,0.0,0.141519,0.51995,0.0
0.998759,0.057376,0.0,0.11271,0.443668,0.0
0.999958,0.040494,0.429,0.141519,0.542359,0.0
0.999958,0.021847,0.353,0.05328,0.588263,0.227273
0.999958,0.01964,0.48,0.161527,0.633235,0.181818
0.999958,0.027916,0.48,0.250265,0.585313,0.0
0.950979,0.014896,0.654,0.113178,0.582518,0.0
0.999958,0.025378,0.3,0.116674,0.56839,0.227273
