yprop/table4.oz246,yprop/table4.oz248,yprop/table4.oz250,yprop/table4.oz251
0.612863,0.48,0.132717,0.623816
0.497255,0.583,0.122323,0.468768
0.542588,0.308,0.139709,0.57372
0.666353,0.593,0.116674,0.527299
0.641098,0.5,0.225763,0.587021
0.688941,0.704,0.113927,0.526212
0.641098,0.696,0.040233,0.591213
0.641098,0.361,0.282602,0.58257
0.745882,0.561,0.236344,0.462558
0.156863,0.0,0.05328,0.541169
0.562353,0.688,0.040233,0.553899
0.641098,0.469,0.207441,0.557574
0.580392,0.48,0.115238,0.578896
0.612863,0.52,0.104345,0.469389
0.542588,0.526,0.094232,0.386379
0.654118,0.56,0.292559,0.480981
0.248627,0.0,0.106561,0.455312
0.248627,0.0,0.08209,0.41329
0.627451,0.778,0.103627,0.528386
0.156863,0.0,0.211218,0.571961
0.440314,0.375,0.0,0.333489
0.654118,0.64,0.151133,0.60886
0.654118,0.088,0.787752,0.46618
0.612863,0.48,0.220551,0.607049
0.470588,0.545,0.103065,0.462299
0.0,0.0,0.0,0.486674
0.497255,0.353,0.116674,0.451327
0.542588,0.4,0.270741,0.474616
0.627451,0.481,0.145483,0.519174
0.562353,0.733,0.109276,0.503286
0.497255,0.2,0.19299,0.575584
0.40549,0.133,0.239871,0.453708
0.156863,0.0,0.08209,0.56839
0.40549,0.294,0.038923,0.433939
0.440314,0.357,0.171609,0.286653
0.156863,0.0,0.0,0.61714
0.440314,0.545,0.080467,0.391295
0.677961,0.607,0.221799,0.494178
0.745882,0.571,0.213122,0.63396
0.654118,0.517,0.204414,0.528903
0.156863,0.0,0.05328,0.640377
0.0,0.0,0.0,0.548673
0.580392,0.393,0.150509,0.533095
0.654118,0.444,0.323054,0.564095
0.666353,0.424,0.221799,0.509289
0.737255,0.767,0.106561,0.653315
0.248627,0.0,0.153412,0.439528
0.248627,0.0,0.13537,0.460073
0.597176,0.632,0.05328,0.601563
0.248627,0.0,0.106561,0.447705
0.666353,0.545,0.144048,0.561714
0.521098,0.412,0.13537,0.455312
0.364235,0.0,0.233348,0.369301
0.248627,0.0,0.13537,0.416654
0.597176,0.688,0.132717,0.486881
0.542588,0.692,0.188651,0.509859
0.654118,0.81,0.130813,0.486363
0.440314,0.667,0.0,0.514206
0.677961,0.75,0.134528,0.599027
0.497255,0.4,0.146794,0.442633
0.0,0.0,0.096542,0.397764
0.470588,0.5,0.074256,0.406614
0.688941,0.5,0.223235,0.504684
0.688941,0.905,0.05328,0.621539
0.497255,0.4,0.0,0.566009
0.580392,0.75,0.080467,0.494695
0.440314,0.0,0.493695,0.224706
0.688941,0.633,0.120326,0.497076
0.745882,0.632,0.19299,0.530663
0.654118,0.762,0.142799,0.509082
0.580392,0.25,0.465884,0.404854
0.597176,0.571,0.074256,0.660974
0.612863,0.414,0.19299,0.609015
0.688941,0.679,0.08209,0.677742
0.470588,0.462,0.05328,0.546033
0.709647,0.688,0.09857,0.633597
0.0,0.0,0.215276,0.524453
0.248627,0.0,0.13537,0.575066
0.470588,0.545,0.074256,0.49423
0.521098,0.571,0.140396,0.411841
0.440314,0.375,0.0,0.683382
0.666353,0.433,0.31909,0.466749
0.580392,0.429,0.067732,0.610982
0.719216,0.742,0.195705,0.510583
0.0,0.0,0.394844,0.667288
0.654118,0.6,0.13537,0.544325
0.313725,0.176,0.010113,0.475961
0.542588,0.714,0.213122,0.557833
0.709647,0.286,0.535239,0.569373
0.470588,0.429,0.05328,0.480722
0.627451,0.536,0.242244,0.549501
0.627451,0.667,0.08209,0.618589
0.654118,0.5,0.11374,0.595767
0.497255,0.462,0.106561,0.467733
0.521098,0.261,0.217461,0.522693
0.470588,0.545,0.05328,0.469441
0.597176,0.522,0.08209,0.645604
0.562353,0.625,0.063393,0.488278
0.542588,0.529,0.063393,0.55421
0.248627,0.0,0.13537,0.357605
0.440314,0.5,0.02881,0.575273
0.156863,0.0,0.128004,0.518346
0.0,0.0,0.128847,0.568183
0.248627,0.0,0.13537,0.414584
0.612863,0.611,0.326175,0.456037
0.784314,0.732,0.063393,0.707344
0.470588,0.429,0.05328,0.50991
0.580392,0.733,0.08209,0.6056
0.580392,0.75,0.0,0.558764
0.688941,0.621,0.17164,0.596853
0.542588,0.692,0.183033,0.335973
0.709647,0.528,0.217461,0.591989
0.542588,0.261,0.233348,0.451793
0.709647,0.778,0.188651,0.654712
0.542588,0.194,0.299551,0.573669
0.470588,0.316,0.199357,0.568183
0.797961,0.725,0.294244,0.394659
0.699451,0.541,0.228791,0.572013
0.627451,0.75,0.010113,0.508306
0.470588,0.125,0.258474,0.53677
0.440314,0.2,0.040452,0.432956
0.666353,0.739,0.05328,0.622108
0.470588,0.156,0.151913,0.587797
0.777098,0.682,0.194207,0.710914
0.156863,0.0,0.0,0.765668
0.470588,0.2,0.130782,0.729338
0.562353,0.3,0.235564,0.534027
0.156863,0.0,0.05328,0.330332
0.597176,0.786,0.146794,0.479532
0.840471,0.816,0.160934,0.642809
0.745882,0.867,0.187028,0.582104
0.364235,0.1,0.184406,0.381825
0.597176,0.813,0.146794,0.56544
0.521098,0.35,0.145483,0.532992
0.248627,0.0,0.092203,0.504477
0.248627,0.0,0.08209,0.499301
0.627451,0.343,0.318153,0.423174
0.791216,0.583,0.360759,0.538374
0.542588,0.318,0.188651,0.539564
0.597176,0.524,0.146638,0.434663
0.728471,0.649,0.053998,0.667391
0.0,0.0,0.010113,0.466387
0.688941,1.0,0.1207,0.498784
0.542588,0.467,0.196111,0.455519
0.440314,0.333,0.115238,0.494747
0.562353,0.563,0.241931,0.504063
0.688941,0.952,0.201167,0.41034
0.40549,0.176,0.106561,0.568959
0.364235,0.0,0.141519,0.521141
0.728471,0.615,0.099632,0.630751
0.597176,0.55,0.106561,0.606272
0.612863,0.684,0.103627,0.461574
0.627451,0.467,0.155472,0.444807
0.0,0.0,0.0,0.48714
0.641098,0.522,0.271147,0.406614
0.562353,0.476,0.110275,0.534493
0.709647,0.514,0.198764,0.59468
0.641098,0.452,0.184656,0.573876
0.580392,0.571,0.010113,0.595715
0.542588,0.348,0.165959,0.488692
0.313725,0.0,0.159841,0.390623
0.580392,0.429,0.099195,0.688661
0.521098,0.412,0.264498,0.475392
0.580392,0.267,0.226887,0.518812
0.497255,0.269,0.151851,0.45702
0.248627,0.0,0.155596,0.336076
0.654118,0.571,0.295212,0.658283
0.709647,0.714,0.13537,0.673498
0.40549,0.129,0.05328,0.75511
0.641098,0.8,0.040233,0.639186
0.0,0.0,0.0,0.486674
0.597176,0.813,0.013765,0.522331
0.470588,0.429,0.05328,0.539564
0.248627,0.0,0.02881,0.566372
0.627451,0.609,0.063393,0.581173
0.497255,0.353,0.152943,0.541272
0.440314,0.6,0.02881,0.496351
0.612863,0.583,0.079156,0.523573
0.688941,0.438,0.403458,0.475289
0.440314,0.545,0.0,0.369508
0.542588,0.381,0.126787,0.389329
0.762039,0.634,0.117548,0.633131
0.248627,0.0,0.13537,0.488796
0.666353,0.783,0.0,0.717228
0.612863,0.722,0.1109,0.578896
0.542588,0.158,0.319777,0.43487
0.497255,0.353,0.204414,0.479429
0.156863,0.0,0.268462,0.407183
0.521098,0.5,0.142362,0.477048
0.364235,0.0,0.371059,0.34622
0.580392,0.579,0.152943,0.493143
0.156863,0.0,0.144048,0.449206
0.641098,0.8,0.080467,0.479222
0.40549,0.133,0.08209,0.595404
0.627451,0.371,0.1369,0.587072
0.666353,0.571,0.333323,0.453967
0.627451,0.7,0.063393,0.588366
0.497255,0.375,0.116674,0.492574
0.688941,0.692,0.253355,0.472183
0.497255,0.615,0.208846,0.38731
0.580392,0.387,0.0,0.804637
0.156863,0.0,0.084369,0.461937
0.666353,0.727,0.063393,0.606945
0.597176,0.462,0.092203,0.583864
0.497255,0.32,0.20201,0.404337
0.834824,0.929,0.040233,0.759768
0.470588,0.5,0.103627,0.285825
0.719216,0.541,0.286566,0.472804
0.666353,0.529,0.077845,0.636185
0.612863,0.464,0.092203,0.634995
0.542588,0.108,0.5417,0.456865
0.641098,0.583,0.142362,0.582725
0.497255,0.444,0.106561,0.605082
0.470588,0.316,0.092203,0.470527
0.521098,0.438,0.262001,0.298763
0.542588,0.348,0.146794,0.58345
0.654118,0.8,0.142799,0.558816
0.745882,0.639,0.264342,0.5746
0.709647,0.759,0.140926,0.386327
0.248627,0.0,0.212872,0.285722
0.580392,0.37,0.333791,0.547638
0.248627,0.0,0.16418,0.763443
0.728471,0.636,0.326893,0.600114
0.880784,0.592,0.635558,0.755317
0.521098,0.5,0.145483,0.486053
0.440314,0.375,0.0,0.55804
0.666353,0.519,0.293589,0.357398
0.612863,0.414,0.161527,0.678984
0.612863,0.448,0.123041,0.385499
0.156863,0.0,0.038579,0.597009
0.641098,0.5,0.173638,0.46825
0.364235,0.0,0.106561,0.496714
0.728471,0.857,0.069043,0.652383
0.677961,0.72,0.0839,0.673394
0.470588,0.5,0.080467,0.461885
0.0,0.0,0.107778,0.36159
0.677961,0.432,0.31703,0.532992
0.0,0.0,0.0,0.772033
0.470588,0.286,0.063393,0.571909
0.542588,0.692,0.159841,0.43161
0.641098,0.636,0.197141,0.528489
0.521098,0.3,0.159841,0.534493
0.677961,0.68,0.106561,0.421053
0.82902,0.6,0.442038,0.622522
0.627451,0.56,0.110275,0.565337
0.248627,0.0,0.106561,0.52083
0.719216,0.6,0.322398,0.581845
0.597176,0.75,0.133747,0.427159
0.580392,0.75,0.187028,0.387207
0.497255,0.8,0.106561,0.479636
0.156863,0.0,0.092203,0.477928
0.521098,0.316,0.159841,0.437975
0.728471,0.88,0.106561,0.632924
0.627451,0.609,0.162557,0.56249
0.728471,0.55,0.116674,0.606997
0.440314,0.4,0.106561,0.386068
0.440314,0.353,0.179849,0.50577
0.470588,0.074,0.326487,0.395384
0.0,0.0,0.0,0.564353
0.313725,0.154,0.040233,0.390519
0.470588,0.273,0.049036,0.483569
0.0,0.0,0.020226,0.662009
0.497255,0.467,0.08209,0.558247
0.699451,0.548,0.213122,0.562387
0.597176,0.65,0.041014,0.577188
0.156863,0.0,0.08209,0.537598
0.440314,0.0,0.447843,0.192775
0.521098,0.35,0.126787,0.511204
0.612863,0.478,0.230601,0.4254
0.666353,0.857,0.187028,0.396781
0.597176,0.765,0.0,0.681778
0.562353,0.526,0.05328,0.5155
0.562353,0.45,0.19299,0.508254
0.654118,0.762,0.08209,0.585261
0.497255,0.533,0.086429,0.531439
0.364235,0.0,0.351863,0.364643
0.612863,0.545,0.13537,0.526368
0.156863,0.0,0.367688,0.522279
0.497255,0.429,0.161527,0.410547
0.709647,0.88,0.19608,0.554003
0.313725,0.087,0.05328,0.614087
0.562353,0.55,0.0,0.595508
0.440314,0.462,0.057619,0.557419
0.688941,0.643,0.137649,0.514051
0.440314,0.462,0.0,0.499508
0.248627,0.0,0.0,0.355431
0.470588,0.333,0.084369,0.5037
0.521098,0.4,0.169954,0.527558
0.597176,0.579,0.09058,0.565233
0.737255,0.488,0.324021,0.626921
0.156863,0.0,0.05328,0.640687
0.728471,0.667,0.086429,0.649744
0.627451,0.5,0.17164,0.542928
0.688941,0.621,0.204414,0.608705
0.627451,0.571,0.201792,0.517518
0.156863,0.0,0.094669,0.360762
0.666353,0.708,0.122323,0.620245
0.156863,0.0,0.161059,0.460695
0.728471,0.71,0.235065,0.529835
0.248627,0.0,0.077502,0.468406
0.156863,0.0,0.05328,0.556849
0.521098,0.471,0.17395,0.504891
0.497255,0.583,0.05328,0.518501
0.666353,0.621,0.02881,0.587072
0.440314,0.455,0.013765,0.367386
0.497255,0.438,0.092203,0.473322
0.709647,0.759,0.116674,0.601615
0.709647,0.524,0.158312,0.498266
0.580392,0.714,0.148511,0.526678
0.688941,0.567,0.201043,0.483569
0.248627,0.0,0.05328,0.511049
0.156863,0.0,0.05328,0.730373
0.440314,0.75,0.040233,0.496921
0.612863,0.583,0.207348,0.684366
0.440314,0.462,0.010113,0.494281
0.728471,0.365,0.41045,0.379962
0.156863,0.0,0.05328,0.400611
0.666353,0.708,0.278669,0.515862
0.641098,0.5,0.159841,0.608498
0.612863,0.619,0.123041,0.476427
0.248627,0.0,0.05328,0.436837
0.248627,0.0,0.256289,0.430368
0.597176,0.244,0.270148,0.606117
0.641098,0.519,0.126787,0.45583
0.719216,0.767,0.080467,0.644465
0.597176,0.706,0.113241,0.641619
0.497255,0.111,0.385979,0.481447
0.248627,0.0,0.132249,0.455105
0.497255,0.5,0.08209,0.407752
0.699451,0.792,0.175604,0.558919
0.627451,0.619,0.16418,0.587435
0.470588,0.333,0.1109,0.523728
0.542588,0.6,0.051127,0.474305
0.497255,0.0,0.743149,0.40946
0.641098,0.7,0.120326,0.579827
0.580392,0.407,0.276515,0.505098
0.666353,0.708,0.182221,0.459504
0.521098,0.615,0.180817,0.527144
0.497255,0.3,0.145483,0.498887
0.497255,0.615,0.010113,0.525022
0.440314,0.286,0.223516,0.484656
0.677961,0.682,0.239278,0.495575
0.470588,0.4,0.132249,0.474512
0.497255,0.259,0.151851,0.418258
0.709647,0.75,0.21384,0.416912
0.612863,0.52,0.092203,0.563681
0.666353,0.516,0.249266,0.533768
0.641098,0.52,0.147575,0.533147
0.521098,0.226,0.309632,0.42157
0.470588,0.333,0.063393,0.524711
0.542588,0.533,0.13537,0.479894
0.597176,0.722,0.109276,0.459556
0.627451,0.636,0.08209,0.534751
0.562353,0.588,0.094294,0.481395
0.440314,0.545,0.010113,0.546292
0.470588,0.114,0.217461,0.511049
0.597176,0.48,0.073506,0.572841
0.542588,0.769,0.253355,0.377736
0.313725,0.167,0.05328,0.566372
0.542588,0.563,0.131375,0.496869
0.542588,0.571,0.268088,0.476996
0.641098,0.667,0.268088,0.552554
0.612863,0.393,0.33351,0.477462
0.580392,0.667,0.02881,0.559282
0.666353,0.773,0.155503,0.472494
0.654118,0.548,0.06124,0.612069
0.470588,0.462,0.05328,0.451172
0.542588,0.194,0.291903,0.517156
0.654118,0.367,0.377302,0.456917
0.470588,0.545,0.132249,0.475133
0.542588,0.529,0.063393,0.587797
0.313725,0.0,0.132249,0.390778
0.156863,0.0,0.0,0.802619
0.440314,0.333,0.13537,0.400611
0.248627,0.0,0.264498,0.542773
0.737255,0.774,0.063393,0.635046
0.688941,0.459,0.266621,0.410599
0.542588,0.111,0.331981,0.702789
0.521098,0.25,0.198764,0.419914
0.440314,0.25,0.057619,0.618123
0.542588,0.438,0.185998,0.415567
0.364235,0.0,0.323054,0.327641
0.666353,0.64,0.145483,0.576567
0.497255,0.286,0.19299,0.453656
0.521098,0.348,0.112679,0.517207
0.745882,0.649,0.204414,0.471097
0.654118,0.7,0.309195,0.485535
0.641098,0.75,0.063393,0.546395
0.641098,0.615,0.057619,0.559489
0.699451,0.63,0.260004,0.48657
0.654118,0.696,0.1109,0.507633
0.470588,0.455,0.147575,0.364074
0.521098,0.4,0.185998,0.38022
0.542588,0.769,0.27199,0.3619
0.769725,0.794,0.239278,0.490969
0.699451,0.808,0.294369,0.568752
0.699451,0.5,0.147575,0.606479
0.156863,0.0,0.100162,0.401853
0.654118,0.571,0.377302,0.497904
0.248627,0.0,0.127536,0.490038
0.654118,0.789,0.132717,0.531387
0.440314,0.5,0.0,0.560161
0.709647,0.75,0.133747,0.525747
0.627451,0.483,0.179943,0.501785
0.597176,0.235,0.377302,0.526471
0.521098,0.533,0.23881,0.484552
0.580392,0.706,0.0,0.558557
0.542588,0.615,0.106561,0.455054
0.612863,0.524,0.188651,0.579465
0.699451,0.778,0.097853,0.43782
0.666353,0.85,0.05328,0.59173
0.709647,0.475,0.180067,0.56011
0.470588,0.286,0.1109,0.604772
0.248627,0.0,0.120669,0.484449
0.612863,0.333,0.369311,0.42364
0.497255,0.316,0.126787,0.506857
0.654118,0.696,0.163774,0.516069
0.0,0.0,0.115238,0.444341
0.641098,0.5,0.225763,0.60089
0.521098,0.538,0.16777,0.373544
0.719216,0.656,0.270741,0.663562
0.641098,0.789,0.074256,0.608549
0.597176,0.765,0.02881,0.556435
0.654118,0.615,0.142362,0.507323
0.580392,0.647,0.08209,0.534441
0.0,0.0,0.115238,0.455468
0.677961,0.773,0.116674,0.550846
0.627451,0.789,0.089519,0.601408
0.709647,0.667,0.080467,0.636495
0.497255,0.667,0.175604,0.429436
0.580392,0.667,0.080467,0.515707
0.497255,0.167,0.253574,0.344926
0.688941,0.857,0.106561,0.591523
0.313725,0.0,0.092203,0.520882
0.248627,0.0,0.05328,0.603892
0.699451,0.563,0.231225,0.473477
0.156863,0.0,0.010113,0.504477
0.737255,0.742,0.116674,0.606842
0.156863,0.0,0.05328,0.482948
0.156863,0.0,0.153224,0.524763
0.709647,0.348,0.5417,0.517363
0.654118,0.536,0.16418,0.693992
0.156863,0.0,0.063393,0.569943
0.597176,0.478,0.313908,0.510324
0.641098,0.48,0.423372,0.567407
0.521098,0.333,0.169954,0.44196
0.497255,0.182,0.172857,0.657196
0.641098,0.394,0.256383,0.4446
0.521098,0.533,0.110275,0.455312
0.699451,0.704,0.118547,0.643948
0.497255,0.667,0.157188,0.492418
0.497255,0.412,0.092203,0.529835
0.597176,0.444,0.144048,0.545774
0.497255,0.583,0.212716,0.405372
0.597176,0.632,0.08209,0.539512
0.521098,0.667,0.167301,0.3619
0.542588,0.692,0.184094,0.298763
0.562353,0.474,0.213965,0.439683
0.627451,0.52,0.145483,0.517984
0.677961,0.72,0.05328,0.578378
0.580392,0.522,0.089082,0.670393
0.641098,0.438,0.28488,0.341562
0.248627,0.0,0.08209,0.561818
0.156863,0.0,0.067389,0.569373
0.40549,0.167,0.211405,0.339802
0.248627,0.0,0.106561,0.504735
0.597176,0.565,0.0,0.735031
0.654118,0.696,0.1109,0.521503
0.313725,0.167,0.05328,0.547741
0.497255,0.583,0.08209,0.504632
0.688941,0.714,0.213122,0.520313
0.597176,0.364,0.05328,0.717901
0.580392,0.474,0.288782,0.469544
0.777098,0.65,0.249391,0.568028
0.597176,0.429,0.228572,0.307716
0.364235,0.158,0.092203,0.323138
0.562353,0.4,0.306667,0.507116
0.248627,0.0,0.158811,0.315893
0.542588,0.263,0.261221,0.426487
0.597176,0.75,0.093514,0.427159
0.497255,0.429,0.137649,0.476324
0.597176,0.542,0.010113,0.688402
0.627451,0.609,0.142362,0.588107
0.677961,0.607,0.106561,0.636806
0.688941,0.72,0.0839,0.698598
0.654118,0.333,0.16418,0.774466
0.562353,0.5,0.201292,0.530094
0.762039,0.619,0.319683,0.604358
0.580392,0.435,0.285567,0.364384
0.737255,0.742,0.213184,0.576049
0.156863,0.0,0.08209,0.597009
0.470588,0.4,0.05328,0.482482
0.470588,0.24,0.092203,0.54712
0.851137,0.619,0.433017,0.799617
0.156863,0.0,0.05328,0.494333
0.0,0.0,0.010113,0.564353
0.248627,0.0,0.126787,0.542307
0.666353,0.516,0.262157,0.538995
0.666353,0.708,0.181659,0.59468
0.542588,0.769,0.089519,0.520054
0.654118,0.593,0.167894,0.599389
0.627451,0.636,0.14386,0.469389
0.364235,0.182,0.122323,0.314082
0.641098,0.667,0.106561,0.583812
0.470588,0.25,0.08209,0.350463
0.612863,0.667,0.094232,0.471355
0.654118,0.64,0.08209,0.527661
0.699451,0.833,0.05328,0.634736
0.440314,0.4,0.079156,0.452259
0.654118,0.81,0.19608,0.573513
0.641098,0.727,0.315282,0.487398
0.40549,0.25,0.05328,0.483362
0.719216,0.697,0.02881,0.674688
0.497255,0.4,0.106561,0.505253
0.612863,0.4,0.188589,0.556642
0.521098,0.615,0.05328,0.483207
0.654118,0.548,0.145483,0.520934
0.641098,0.714,0.08209,0.55214
0.497255,0.231,0.13537,0.584071
0.440314,0.261,0.144048,0.433059
0.156863,0.0,0.05328,0.56839
0.612863,0.609,0.160934,0.464835
0.364235,0.125,0.05328,0.623557
0.497255,0.158,0.057619,0.757802
0.364235,0.0,0.206723,0.453708
0.562353,0.45,0.106561,0.554986
0.497255,0.273,0.219146,0.460798
0.580392,0.462,0.020226,0.635978
0.627451,0.353,0.20457,0.638307
0.688941,0.655,0.243867,0.475496
0.497255,0.583,0.08209,0.504632
0.364235,0.111,0.145483,0.343735
0.641098,0.286,0.253574,0.490245
0.440314,0.462,0.010113,0.571702
0.440314,0.5,0.0,0.64814
0.627451,0.522,0.185998,0.499146
0.654118,0.727,0.1109,0.518243
0.248627,0.0,0.16418,0.562025
0.497255,0.375,0.271334,0.476789
0.641098,0.583,0.13537,0.62009
0.470588,0.353,0.05328,0.593697
0.521098,0.471,0.140396,0.457175
0.470588,0.286,0.122823,0.608394
0.542588,0.438,0.229665,0.470113
0.497255,0.353,0.13537,0.527144
0.470588,0.105,0.287284,0.443668
0.719216,0.526,0.159841,0.568183
0.470588,0.429,0.08209,0.494592
0.248627,0.0,0.153443,0.540806
0.156863,0.0,0.103065,0.44165
0.542588,0.471,0.241931,0.481602
0.580392,0.6,0.0,0.762666
0.470588,0.375,0.05328,0.560731
0.777098,0.5,0.441819,0.5362
0.688941,0.463,0.197328,0.419345
0.470588,0.353,0.063393,0.55214
0.521098,0.412,0.05328,0.581638
0.40549,0.333,0.170235,0.447084
0.542588,0.316,0.255072,0.422812
0.497255,0.8,0.040233,0.445428
0.677961,0.581,0.094482,0.615846
0.612863,0.545,0.13537,0.553227
0.627451,0.48,0.185998,0.526109
0.440314,0.176,0.176072,0.397092
0.562353,0.35,0.106561,0.537028
0.612863,0.667,0.132717,0.59851
0.580392,0.196,0.285193,0.572013
0.612863,0.765,0.05328,0.552399
0.313725,0.0,0.206973,0.346841
0.580392,0.688,0.172327,0.443461
0.677961,0.6,0.223953,0.441546
0.597176,0.458,0.187808,0.458262
0.654118,0.56,0.163556,0.539927
0.612863,0.706,0.213122,0.494488
0.728471,0.69,0.265435,0.439839
0.562353,0.6,0.074256,0.435802
0.156863,0.0,0.0,0.541169
0.688941,0.87,0.121481,0.552761
0.521098,0.444,0.27689,0.569943
0.248627,0.0,0.13537,0.47239
0.754039,0.667,0.295212,0.479584
0.0,0.0,0.0,0.304042
0.0,0.0,0.0,0.704756
0.440314,0.429,0.02881,0.530352
0.641098,0.842,0.080467,0.493298
0.470588,0.538,0.080467,0.445479
0.562353,0.6,0.188589,0.37991
0.542588,0.364,0.213496,0.530301
0.470588,0.353,0.05328,0.531387
0.728471,0.526,0.299551,0.514879
0.440314,0.667,0.0,0.541945
0.580392,0.429,0.227012,0.436733
0.688941,0.714,0.0,0.694095
0.156863,0.0,0.132249,0.444341
0.654118,0.739,0.0,0.585623
0.688941,0.87,0.080467,0.559385
0.542588,0.176,0.385979,0.512188
0.40549,0.091,0.297147,0.464783
0.580392,0.6,0.086429,0.555297
0.248627,0.0,0.14283,0.455105
0.641098,0.682,0.275485,0.586037
0.612863,0.361,0.159935,0.531698
0.737255,0.767,0.160559,0.595922
0.688941,0.72,0.116674,0.593593
0.612863,0.65,0.093514,0.468561
0.497255,0.381,0.0,0.593127
0.677961,0.593,0.296148,0.49009
0.627451,0.48,0.25373,0.535269
0.666353,0.474,0.0,0.780831
0.641098,0.762,0.13537,0.627801
0.641098,0.64,0.010113,0.636754
0.612863,0.462,0.237967,0.61626
0.666353,0.739,0.013765,0.636081
0.597176,0.48,0.1109,0.655954
0.612863,0.667,0.132717,0.500233
0.762039,0.743,0.116674,0.612793
0.641098,0.7,0.196579,0.469803
0.728471,0.579,0.231444,0.637996
0.728471,0.571,0.282165,0.537805
0.440314,0.333,0.067732,0.494747
0.562353,0.846,0.0,0.517207
0.612863,0.382,0.236251,0.490659
0.745882,0.465,0.444066,0.367748
0.156863,0.0,0.139085,0.520623
0.542588,0.571,0.101973,0.415567
0.612863,0.813,0.094294,0.51845
0.542588,0.6,0.1109,0.503079
0.40549,0.087,0.16418,0.50458
0.562353,0.258,0.145483,0.523676
0.497255,0.368,0.063393,0.652487
0.364235,0.0,0.159841,0.510117
0.0,0.0,0.0,0.634943
0.521098,0.6,0.082808,0.536097
0.817098,0.706,0.169674,0.946747
0.521098,0.261,0.13537,0.555504
0.521098,0.286,0.227698,0.50163
0.627451,0.938,0.080467,0.495316
0.40549,0.083,0.227574,0.398127
0.580392,0.611,0.250577,0.479273
0.612863,0.706,0.132717,0.557781
0.641098,0.519,0.231912,0.509134
0.364235,0.125,0.223235,0.433835
0.156863,0.0,0.08209,0.539668
0.817098,0.81,0.204414,0.637686
0.666353,0.356,0.34715,0.43544
0.737255,0.793,0.160559,0.584795
0.497255,0.162,0.233223,0.534751
0.580392,0.364,0.077845,0.650158
0.497255,0.5,0.063393,0.535372
0.666353,0.75,0.042418,0.758837
0.521098,0.615,0.05328,0.555452
0.745882,0.48,0.188027,0.73058
0.313725,0.0,0.16418,0.543394
0.497255,0.148,0.16418,0.517518
0.745882,0.647,0.268088,0.533665
0.612863,0.684,0.121762,0.54536
0.597176,0.476,0.344372,0.422398
0.440314,0.429,0.0,0.656265
0.470588,0.545,0.100162,0.498836
0.688941,0.87,0.129752,0.519381
0.156863,0.0,0.063393,0.462661
0.699451,0.76,0.177883,0.570926
0.521098,0.188,0.155596,0.540806
0.497255,0.389,0.139709,0.509186
0.580392,0.281,0.22492,0.59556
0.497255,0.429,0.16418,0.405579
0.248627,0.0,0.161527,0.375977
0.313725,0.0,0.14514,0.330435
0.666353,0.9,0.080467,0.586503
0.597176,0.478,0.18553,0.556539
0.470588,0.231,0.08209,0.646069
0.521098,0.28,0.092203,0.521503
0.40549,0.2,0.20613,0.416602
0.580392,0.32,0.284506,0.503752
0.641098,0.552,0.130813,0.582777
0.440314,0.105,0.258506,0.25762
0.745882,0.742,0.226231,0.500699
0.580392,0.579,0.198795,0.527765
0.737255,0.774,0.181659,0.597889
0.627451,0.684,0.079437,0.400404
0.542588,0.24,0.338972,0.489054
0.709647,0.75,0.08209,0.592248
0.248627,0.0,0.147013,0.4136
0.521098,0.5,0.106561,0.4387
0.521098,0.179,0.323428,0.480412
0.654118,0.571,0.08081,0.583398
0.156863,0.0,0.226138,0.57372
0.612863,0.591,0.161059,0.563267
0.470588,0.3,0.157781,0.585054
0.440314,0.4,0.057619,0.531077
0.542588,0.421,0.155846,0.449827
0.542588,0.409,0.139709,0.49661
0.641098,0.667,0.249391,0.545412
0.762039,0.658,0.306698,0.559903
0.840471,0.507,0.383045,0.489313
0.580392,0.8,0.0,0.544688
0.497255,0.636,0.05328,0.488175
0.769725,0.771,0.127536,0.66941
0.470588,0.273,0.161777,0.384361
0.654118,0.85,0.0,0.6189
0.666353,0.727,0.223953,0.44962
0.762039,0.585,0.369468,0.508151
0.597176,0.364,0.197328,0.481343
0.470588,0.4,0.179131,0.552761
0.677961,0.783,0.05328,0.647726
0.156863,0.0,0.132249,0.62392
0.542588,0.5,0.101973,0.425348
0.627451,0.56,0.122823,0.661698
0.521098,0.261,0.228916,0.563939
0.521098,0.533,0.248923,0.507426
0.654118,0.583,0.237811,0.517363
0.688941,0.8,0.079156,0.615846
0.364235,0.1,0.174293,0.28774
0.521098,0.143,0.289531,0.535838
0.627451,0.609,0.24808,0.632096
0.612863,0.313,0.505213,0.439632
0.627451,0.6,0.235783,0.572737
0.627451,0.333,0.169954,0.384205
0.40549,0.111,0.227574,0.383377
0.364235,0.0,0.414789,0.505615
0.248627,0.0,0.1369,0.443668
0.364235,0.0,0.233348,0.0
0.688941,0.457,0.290967,0.562594
0.597176,0.429,0.260004,0.400404
0.612863,0.722,0.05328,0.624127
0.497255,0.545,0.132717,0.475858
0.641098,0.609,0.116674,0.52202
0.562353,0.303,0.206723,0.677276
0.248627,0.0,0.106561,0.490038
0.597176,0.524,0.116674,0.577291
0.699451,0.778,0.168612,0.547224
0.440314,0.0,0.455147,0.364488
0.521098,0.333,0.19299,0.50458
0.521098,0.727,0.196891,0.364695
0.156863,0.0,0.08209,0.422139
0.627451,0.882,0.02881,0.523211
0.612863,0.684,0.05328,0.641153
