yprop/table8.oz124,yprop/table8.oz151,yprop/table8.oz165,yprop/table8.oz197,yprop/table8.oz31,oz249
0.066667,0.0,0.0,0.0,0.0,0.160623
0.0,0.0,0.0,0.0,0.0,0.185358
0.4,0.285714,0.2,0.1,0.090909,0.624116
0.133333,0.071429,0.2,0.3,0.0,0.209867
0.0,0.0,0.1,0.1,0.0,0.18419
0.0,0.0,0.1,0.0,0.090909,0.131034
0.0,0.0,0.0,0.0,0.0,0.170847
0.0,0.142857,0.2,0.0,0.090909,0.160521
0.0,0.0,0.0,0.0,0.0,0.287666
0.066667,0.0,0.0,0.1,0.0,0.237021
0.133333,0.071429,0.0,0.2,0.0,0.205718
0.133333,0.071429,0.0,0.0,0.0,0.223204
0.133333,0.0,0.1,0.0,0.0,0.351145
0.066667,0.428571,0.1,0.1,0.0,0.369284
0.066667,0.0,0.1,0.1,0.0,0.152918
0.0,0.285714,0.0,0.0,0.0,0.254982
0.133333,0.214286,0.0,0.0,0.0,0.303434
0.066667,0.071429,0.1,0.1,0.0,0.166261
0.0,0.071429,0.0,0.0,0.0,0.125749
0.066667,0.5,0.1,0.1,0.0,0.211694
0.066667,0.071429,0.0,0.0,0.0,0.137074
0.2,0.0,0.1,0.0,0.0,0.313207
0.133333,0.071429,0.3,0.0,0.0,0.127387
0.0,0.0,0.0,0.0,0.0,0.116021
0.0,0.0,0.1,0.1,0.0,0.139989
0.2,0.071429,0.0,0.0,0.0,0.177937
0.066667,0.142857,0.1,0.0,0.0,0.215118
0.066667,0.071429,0.0,0.0,0.0,0.225766
0.0,0.285714,0.1,0.0,0.090909,0.212146
0.0,0.0,0.0,0.0,0.0,0.254355
0.066667,0.0,0.0,0.0,0.0,0.213113
0.133333,0.357143,0.2,0.1,0.090909,0.316723
0.133333,0.0,0.0,0.2,0.0,0.199516
0.0,0.142857,0.0,0.0,0.0,0.15049
0.266667,0.0,0.0,0.0,0.0,0.228989
0.133333,0.0,0.2,0.0,0.0,0.167022
0.0,0.0,0.0,0.0,0.0,0.115387
0.266667,0.142857,1.0,0.8,0.181818,0.90312
0.133333,0.0,0.1,0.1,0.0,0.221931
0.0,0.0,0.0,0.0,0.0,0.116294
0.0,0.0,0.1,0.0,0.090909,0.319683
0.133333,0.0,0.1,0.1,0.0,0.303717
0.066667,0.0,0.2,0.1,0.0,0.187312
0.066667,0.0,0.1,0.1,0.0,0.15064
0.066667,0.0,0.0,0.0,0.0,0.177231
0.133333,0.142857,0.2,0.1,0.090909,0.322073
0.0,0.285714,0.0,0.0,0.0,0.479857
0.266667,0.0,0.0,0.2,0.0,0.157081
0.0,0.071429,0.0,0.0,0.0,0.201212
0.0,0.0,0.0,0.2,0.0,0.465059
0.066667,0.214286,0.3,0.2,0.0,0.274425
0.133333,0.0,0.1,0.0,0.090909,0.14825
0.0,0.0,0.0,0.0,0.0,0.116711
0.4,0.142857,0.0,0.0,0.0,0.206717
0.0,0.071429,0.0,0.0,0.0,0.281541
0.0,0.142857,0.1,0.1,0.0,0.194574
0.0,0.0,0.0,0.0,0.0,0.217177
0.066667,0.0,0.0,0.1,0.0,0.080052
0.066667,0.071429,0.0,0.0,0.0,0.201797
0.0,0.142857,0.0,0.1,0.0,0.150704
0.0,0.0,0.0,0.0,0.0,0.073172
0.133333,0.142857,0.0,0.0,0.090909,0.307364
0.0,0.142857,0.3,0.2,0.090909,0.227274
0.0,0.214286,0.1,0.0,0.090909,0.169033
0.066667,0.0,0.2,0.0,0.0,0.046801
0.133333,0.285714,0.0,0.0,0.0,0.268739
0.333333,0.142857,0.2,0.0,0.0,0.392743
0.0,0.214286,0.1,0.1,0.0,0.220693
0.0,0.0,0.0,0.1,0.0,0.185635
0.0,0.071429,0.2,0.1,0.0,0.195417
0.0,0.0,0.1,0.1,0.0,0.286874
0.0,0.071429,0.0,0.0,0.0,0.1444
0.0,0.0,0.0,0.0,0.0,0.242103
0.066667,0.0,0.1,0.1,0.0,0.29292
0.2,0.214286,0.0,0.0,0.0,0.272191
0.0,0.142857,0.0,0.0,0.0,0.19254
0.0,0.071429,0.1,0.1,0.0,0.379645
0.0,0.071429,0.1,0.1,0.0,0.179331
0.0,0.071429,0.1,0.0,0.090909,0.205966
0.0,0.0,0.0,0.0,0.0,0.139184
0.066667,0.071429,0.0,0.2,0.0,0.236993
0.0,0.0,0.2,0.0,0.181818,0.106331
0.2,0.0,0.1,0.0,0.0,0.132326
0.133333,0.142857,0.1,0.1,0.0,0.20988
0.133333,0.0,0.2,0.2,0.0,0.140062
0.066667,0.142857,0.0,0.0,0.0,0.110181
0.133333,0.0,0.3,0.1,0.090909,0.157924
0.133333,0.0,0.0,0.0,0.0,0.28837
0.133333,0.142857,0.0,0.1,0.0,0.216595
0.0,0.0,0.1,0.1,0.090909,0.391935
0.0,0.142857,0.0,0.2,0.0,0.241728
0.0,0.0,0.0,0.0,0.0,0.158701
0.0,0.071429,0.0,0.0,0.0,0.223576
0.066667,0.071429,0.0,0.0,0.0,0.291905
0.066667,0.0,0.3,0.0,0.181818,0.235968
0.2,0.0,0.0,0.0,0.0,0.113863
0.066667,0.0,0.4,0.1,0.0,0.213947
0.0,0.071429,0.2,0.2,0.0,0.20139
0.133333,0.0,0.0,0.0,0.0,0.247418
0.066667,0.0,0.0,0.0,0.0,0.157205
0.133333,0.0,0.4,0.1,0.272727,0.286008
0.2,0.071429,0.1,0.0,0.0,0.231487
0.133333,0.071429,0.1,0.0,0.0,0.203802
0.0,0.0,0.0,0.0,0.0,0.194322
0.266667,0.0,0.3,0.2,0.090909,0.122086
0.266667,0.0,0.0,0.0,0.0,0.17121
0.0,0.142857,0.0,0.0,0.0,0.187401
0.0,0.0,0.0,0.0,0.0,0.184521
0.2,0.0,0.3,0.1,0.0,0.126767
0.0,0.142857,0.0,0.0,0.0,0.189896
0.133333,0.285714,0.2,0.1,0.090909,0.34452
0.066667,0.071429,0.1,0.1,0.0,0.195041
0.0,0.0,0.0,0.2,0.0,0.165259
0.0,0.214286,0.0,0.0,0.0,0.155607
0.066667,0.0,0.1,0.2,0.090909,0.158287
0.0,0.0,0.3,0.0,0.272727,0.21213
0.066667,0.0,0.0,0.0,0.0,0.209196
0.0,0.142857,0.0,0.0,0.0,0.175907
0.2,0.142857,0.3,0.3,0.090909,0.508277
0.0,0.0,0.0,0.0,0.0,0.146519
0.0,0.071429,0.0,0.0,0.0,0.229744
0.133333,0.071429,0.0,0.0,0.0,0.159092
0.133333,0.214286,0.3,0.3,0.0,0.282689
0.0,0.0,0.1,0.0,0.090909,0.21641
0.066667,0.0,0.0,0.0,0.0,0.238396
0.0,0.071429,0.1,0.0,0.090909,0.189804
0.0,0.0,0.1,0.0,0.0,0.119575
0.0,0.142857,0.0,0.0,0.0,0.187636
0.0,0.0,0.1,0.0,0.0,0.281929
0.0,0.214286,0.0,0.0,0.0,0.215484
0.066667,0.142857,0.0,0.0,0.0,0.102159
0.0,0.0,0.0,0.0,0.0,0.300707
0.0,0.0,0.0,0.0,0.090909,0.183293
0.133333,0.0,0.1,0.0,0.0,0.037127
0.266667,0.0,0.2,0.1,0.0,0.182087
0.066667,0.0,0.2,0.0,0.181818,0.234991
0.0,0.071429,0.2,0.0,0.090909,0.214669
0.133333,0.0,0.3,0.3,0.090909,0.316854
0.0,0.071429,0.0,0.0,0.0,0.193533
0.066667,0.142857,0.1,0.1,0.090909,0.330416
0.066667,0.357143,0.0,0.0,0.0,0.228372
0.0,0.142857,0.0,0.0,0.0,0.133606
0.0,0.0,0.0,0.0,0.0,0.181199
0.0,0.142857,0.0,0.0,0.0,0.335616
0.0,0.142857,0.0,0.0,0.0,0.131906
0.0,0.0,0.1,0.0,0.0,0.12741
0.266667,0.0,0.1,0.0,0.181818,0.261709
0.133333,0.0,0.1,0.1,0.0,0.16699
0.066667,0.0,0.0,0.0,0.090909,0.169055
0.133333,0.0,0.2,0.1,0.0,0.13667
0.0,0.214286,0.1,0.1,0.0,0.351174
0.266667,0.0,0.0,0.0,0.0,0.088848
0.066667,0.142857,0.1,0.0,0.0,0.142723
0.066667,0.214286,0.0,0.0,0.0,0.304395
0.0,0.142857,0.0,0.0,0.0,0.19529
0.066667,0.071429,0.0,0.0,0.0,0.203427
0.2,0.0,0.0,0.0,0.0,0.203395
0.0,0.142857,0.0,0.1,0.0,0.151219
0.0,0.285714,0.0,0.2,0.090909,0.253066
0.0,0.214286,0.0,0.0,0.0,0.156193
0.0,0.0,0.0,0.0,0.0,0.1936
0.0,0.285714,0.0,0.0,0.0,0.378156
0.0,0.142857,0.0,0.0,0.0,0.369898
0.066667,0.142857,0.0,0.0,0.0,0.278304
0.0,0.142857,0.0,0.0,0.0,0.222033
0.133333,0.0,0.1,0.0,0.0,0.247679
0.066667,0.0,0.0,0.0,0.0,0.087976
0.066667,0.285714,0.0,0.0,0.0,0.236865
0.066667,0.0,0.1,0.2,0.0,0.152747
0.066667,0.0,0.1,0.1,0.0,0.2087
0.266667,0.0,0.0,0.0,0.0,0.116463
0.0,0.071429,0.0,0.0,0.0,0.193692
0.2,0.071429,0.0,0.0,0.090909,0.18188
0.466667,0.357143,0.1,0.0,0.090909,0.615903
0.0,0.214286,0.0,0.0,0.0,0.237085
0.133333,0.214286,0.0,0.1,0.0,0.259125
0.066667,0.0,0.0,0.1,0.0,0.080685
0.066667,0.071429,0.1,0.0,0.0,0.201836
0.133333,0.071429,0.1,0.0,0.0,0.277919
0.133333,0.0,0.1,0.0,0.0,0.181641
0.0,0.0,0.0,0.0,0.0,0.075396
0.066667,0.142857,0.2,0.1,0.090909,0.180222
0.066667,0.0,0.1,0.1,0.0,0.171506
0.133333,0.285714,0.0,0.0,0.0,0.298693
0.0,0.0,0.0,0.0,0.0,0.412129
0.0,0.0,0.0,0.0,0.0,0.175795
0.133333,0.428571,0.0,0.0,0.0,0.16874
0.0,0.0,0.0,0.0,0.0,0.2228
0.0,0.285714,0.0,0.0,0.0,0.278085
0.533333,0.071429,0.3,0.0,0.0,0.60502
0.133333,0.0,0.0,0.1,0.0,0.084042
0.0,0.0,0.2,0.0,0.181818,0.167808
0.0,0.0,0.0,0.0,0.0,0.099365
0.066667,0.428571,0.0,0.0,0.0,0.566457
0.133333,0.0,0.0,0.0,0.0,0.123531
0.133333,0.0,0.0,0.0,0.0,0.193084
0.0,0.071429,0.0,0.0,0.0,0.379763
0.266667,0.0,0.4,0.2,0.0,0.188973
0.0,0.0,0.0,0.0,0.0,0.195096
0.266667,0.0,0.0,0.0,0.0,0.188219
0.0,0.0,0.0,0.2,0.0,0.224677
0.066667,0.0,0.1,0.1,0.0,0.214472
0.133333,0.0,0.1,0.0,0.090909,0.29552
0.066667,0.071429,0.0,0.0,0.0,0.148431
0.133333,0.0,0.2,0.2,0.0,0.232665
0.066667,0.0,0.1,0.0,0.0,0.09884
0.2,0.071429,0.0,0.0,0.0,0.299116
0.2,0.142857,0.0,0.0,0.0,0.218488
0.0,0.285714,0.0,0.0,0.0,0.406255
0.066667,0.071429,0.0,0.0,0.0,0.240219
0.133333,0.357143,0.0,0.0,0.0,0.186758
0.066667,0.071429,0.0,0.0,0.0,0.193864
0.0,0.071429,0.0,0.1,0.0,0.201393
0.0,0.0,0.0,0.0,0.0,0.106083
0.066667,0.142857,0.0,0.0,0.0,0.268745
0.0,0.071429,0.1,0.1,0.0,0.267262
0.0,0.0,0.1,0.1,0.0,0.220226
0.066667,0.071429,0.1,0.3,0.0,0.178971
0.0,0.0,0.0,0.4,0.0,0.303667
0.266667,0.0,0.1,0.0,0.090909,0.125096
0.0,0.071429,0.0,0.1,0.0,0.17155
0.0,0.142857,0.0,0.0,0.0,0.246667
0.0,0.214286,0.2,0.0,0.0,0.209641
0.0,0.071429,0.0,0.0,0.0,0.150064
0.066667,0.0,0.0,0.0,0.0,0.177145
0.133333,0.0,0.0,0.0,0.0,0.125093
0.133333,0.357143,0.0,0.0,0.0,0.304182
0.133333,0.0,0.1,0.0,0.0,0.106264
0.0,0.214286,0.0,0.0,0.0,0.280939
0.066667,0.0,0.2,0.2,0.0,0.268923
0.133333,0.214286,0.1,0.2,0.0,0.306702
0.0,0.285714,0.0,0.1,0.0,0.306916
0.0,0.0,0.0,0.0,0.0,0.240083
0.066667,0.071429,0.1,0.2,0.0,0.331043
0.2,0.214286,0.1,0.1,0.0,0.434749
0.0,0.0,0.0,0.0,0.0,0.109109
0.066667,0.142857,0.0,0.0,0.0,0.179041
0.0,0.285714,0.0,0.1,0.0,0.312084
0.0,0.142857,0.0,0.0,0.0,0.230558
0.066667,0.071429,0.0,0.0,0.0,0.270314
0.2,0.0,0.0,0.0,0.0,0.174185
0.0,0.214286,0.0,0.2,0.0,0.242752
0.133333,0.0,0.2,0.0,0.0,0.090795
0.2,0.0,0.1,0.0,0.090909,0.098232
0.0,0.0,0.0,0.1,0.0,0.149062
0.0,0.0,0.0,0.0,0.0,0.163331
0.066667,0.0,0.0,0.0,0.0,0.168683
0.0,0.071429,0.0,0.0,0.090909,0.225845
0.266667,0.0,1.0,0.5,0.545455,0.726835
0.0,0.0,0.2,0.2,0.0,0.297181
0.066667,0.142857,0.1,0.0,0.0,0.097338
0.133333,0.0,0.0,0.0,0.0,0.101541
0.066667,0.0,0.1,0.3,0.0,0.153854
0.0,0.071429,0.1,0.2,0.0,0.19668
0.0,0.0,0.2,0.2,0.0,0.278152
0.0,0.0,0.0,0.0,0.0,0.139015
0.0,0.0,0.2,0.0,0.181818,0.245537
0.0,0.0,0.1,0.0,0.090909,0.154026
0.0,0.0,0.1,0.0,0.090909,0.139967
0.0,0.0,0.0,0.0,0.0,0.126605
0.333333,0.0,0.1,0.1,0.0,0.122519
0.0,0.0,0.0,0.0,0.0,0.122582
0.2,0.0,0.0,0.0,0.0,0.095693
0.0,0.285714,0.1,0.0,0.0,0.264831
0.066667,0.214286,0.2,0.2,0.0,0.449266
0.333333,0.0,0.2,0.0,0.0,0.286473
0.0,0.0,0.0,0.0,0.0,0.174453
0.066667,0.0,0.0,0.0,0.0,0.111168
0.0,0.0,0.0,0.1,0.0,0.295768
0.0,0.142857,0.0,0.0,0.0,0.25291
0.133333,0.142857,0.2,0.0,0.181818,0.306467
0.066667,0.285714,0.0,0.0,0.0,0.317932
0.133333,0.0,0.0,0.0,0.0,0.100679
0.266667,0.0,0.1,0.2,0.0,0.179754
0.066667,0.071429,0.1,0.1,0.0,0.208394
0.133333,0.0,0.2,0.1,0.0,0.122029
0.0,0.214286,0.0,0.0,0.0,0.290648
0.066667,0.071429,0.0,0.0,0.0,0.15001
0.4,0.0,0.4,0.1,0.0,0.275338
0.2,0.0,0.1,0.1,0.0,0.115098
0.2,0.142857,0.0,0.0,0.0,0.140209
0.133333,0.071429,0.1,0.0,0.0,0.117408
0.133333,0.0,0.0,0.0,0.0,0.150201
0.066667,0.0,0.0,0.0,0.0,0.095148
0.066667,0.214286,0.0,0.0,0.090909,0.220697
0.066667,0.0,0.1,0.1,0.0,0.154137
0.0,0.0,0.0,0.0,0.0,0.106646
0.0,0.071429,0.1,0.0,0.0,0.099584
0.2,0.071429,0.4,0.2,0.0,0.325544
0.066667,0.0,0.1,0.0,0.0,0.207147
0.2,0.0,0.0,0.0,0.0,0.14235
0.066667,0.0,0.0,0.0,0.0,0.16874
0.0,0.0,0.0,0.2,0.0,0.142147
0.066667,0.142857,0.0,0.1,0.0,0.274928
0.2,0.285714,0.0,0.0,0.181818,0.3408
0.066667,0.0,0.0,0.0,0.0,0.215557
0.0,0.071429,0.0,0.0,0.0,0.207923
0.0,0.0,0.1,0.0,0.0,0.261136
0.066667,0.357143,0.2,0.1,0.090909,0.357147
0.0,0.0,0.1,0.0,0.090909,0.288927
0.066667,0.071429,0.1,0.1,0.0,0.145774
0.2,0.071429,0.0,0.0,0.0,0.33919
0.0,0.0,0.0,0.0,0.0,0.288503
0.0,0.0,0.1,0.0,0.090909,0.171118
0.066667,0.071429,0.1,0.0,0.0,0.12249
0.066667,0.0,0.0,0.1,0.0,0.159178
0.0,0.071429,0.0,0.0,0.0,0.185768
0.0,0.0,0.1,0.2,0.090909,0.280045
0.0,0.0,0.0,0.0,0.0,0.316205
0.0,0.285714,0.0,0.0,0.0,0.29109
0.0,0.0,0.0,0.0,0.0,0.325866
0.066667,0.071429,0.0,0.0,0.090909,0.243733
0.0,0.142857,0.0,0.0,0.0,0.167773
0.0,0.285714,0.0,0.0,0.0,0.120014
0.266667,0.285714,0.2,0.4,0.0,0.661762
0.066667,0.142857,0.0,0.2,0.0,0.145733
0.0,0.071429,0.0,0.0,0.0,0.280866
0.0,0.0,0.0,0.0,0.090909,0.194453
0.0,0.0,0.0,0.1,0.0,0.299892
0.133333,0.071429,0.2,0.1,0.0,0.114025
0.066667,0.0,0.3,0.1,0.181818,0.244458
0.2,0.142857,0.1,0.1,0.0,0.114006
0.0,0.0,0.1,0.0,0.090909,0.241063
0.0,0.142857,0.0,0.1,0.0,0.142672
0.0,0.071429,0.0,0.0,0.0,0.171019
0.0,0.0,0.0,0.3,0.0,0.077535
0.0,0.071429,0.0,0.0,0.0,0.137857
0.0,0.071429,0.0,0.0,0.0,0.186644
0.0,0.0,0.0,0.0,0.0,0.182414
0.2,0.0,0.2,0.0,0.090909,0.104342
0.066667,0.142857,0.0,0.0,0.0,0.14874
0.0,0.0,0.0,0.0,0.0,0.419525
0.266667,0.0,0.1,0.0,0.0,0.142268
0.0,0.071429,0.1,0.0,0.090909,0.165412
0.133333,0.142857,0.0,0.0,0.0,0.162828
0.0,0.071429,0.0,0.0,0.0,0.282852
0.133333,0.0,0.0,0.0,0.0,0.112132
0.066667,0.357143,0.1,0.1,0.0,0.38327
0.0,0.0,0.4,0.2,0.0,0.202806
0.0,0.214286,0.0,0.1,0.0,0.270447
0.0,0.0,0.2,0.1,0.181818,0.336762
0.0,0.0,0.0,0.0,0.0,0.200012
0.2,0.571429,0.0,0.0,0.0,0.320816
0.0,0.142857,0.0,0.0,0.0,0.373115
0.066667,0.214286,0.0,0.0,0.0,0.201021
0.066667,0.0,0.2,0.0,0.181818,0.308857
0.2,0.071429,0.0,0.0,0.0,0.302174
0.0,0.214286,0.0,0.2,0.0,0.240993
0.0,0.071429,0.0,0.0,0.0,0.334216
0.0,0.357143,0.0,0.0,0.0,0.476862
0.066667,0.0,0.0,0.0,0.0,0.355053
0.0,0.071429,0.0,0.2,0.0,0.428585
0.0,0.0,0.0,0.2,0.0,0.274129
0.266667,0.0,0.1,0.1,0.0,0.031221
0.0,0.142857,0.0,0.0,0.0,0.122776
0.266667,0.142857,0.0,0.0,0.0,0.533639
0.066667,0.142857,0.0,0.0,0.0,0.267685
0.066667,0.071429,0.0,0.2,0.0,0.163194
0.0,0.214286,0.0,0.0,0.0,0.155607
0.066667,0.071429,0.0,0.2,0.0,0.203767
0.0,0.0,0.1,0.0,0.090909,0.1413
0.066667,0.0,0.1,0.0,0.090909,0.145647
0.0,0.0,0.2,0.0,0.181818,0.306753
0.066667,0.071429,0.3,0.2,0.0,0.501928
0.0,0.071429,0.1,0.0,0.090909,0.192543
0.066667,0.0,0.0,0.1,0.0,0.146834
0.066667,0.0,0.0,0.0,0.0,0.416164
0.066667,0.0,0.0,0.0,0.0,0.094448
0.0,0.0,0.0,0.0,0.0,0.192069
0.0,0.071429,0.1,0.0,0.0,0.14362
0.0,0.0,0.0,0.0,0.0,0.136816
0.0,0.071429,0.0,0.1,0.090909,0.118258
0.0,0.0,0.0,0.0,0.0,0.213511
0.0,0.214286,0.0,0.0,0.0,0.205215
0.0,0.0,0.0,0.0,0.0,0.137656
0.2,0.071429,0.0,0.0,0.0,0.373399
0.0,0.142857,0.0,0.0,0.0,0.19858
0.0,0.0,0.0,0.1,0.0,0.142583
0.0,0.285714,0.0,0.2,0.0,0.252446
0.2,0.0,0.0,0.0,0.0,0.046944
0.0,0.214286,0.0,0.0,0.0,0.245674
0.066667,0.071429,0.0,0.1,0.0,0.265295
0.0,0.0,0.2,0.1,0.0,0.343988
0.2,0.214286,0.2,0.1,0.0,0.322381
0.2,0.0,0.0,0.0,0.0,0.242905
0.133333,0.0,0.2,0.1,0.0,0.202151
0.2,0.0,0.3,0.1,0.0,0.10411
0.0,0.0,0.0,0.0,0.0,0.322782
0.2,0.071429,0.2,0.0,0.0,0.164085
0.133333,0.0,0.2,0.2,0.0,0.27326
0.133333,0.0,0.0,0.0,0.0,0.241435
0.0,0.0,0.1,0.3,0.0,0.102067
0.0,0.285714,0.0,0.1,0.0,0.28921
0.0,0.214286,0.0,0.1,0.0,0.295781
0.0,0.071429,0.0,0.0,0.0,0.350502
0.066667,0.214286,0.0,0.0,0.0,0.206322
0.266667,0.0,0.0,0.0,0.0,0.113624
0.0,0.0,0.0,0.0,0.0,0.1472
0.066667,0.071429,0.0,0.0,0.0,0.154993
0.0,0.071429,0.0,0.0,0.0,0.140371
0.0,0.071429,0.0,0.0,0.0,0.216674
0.0,0.0,0.0,0.0,0.0,0.158608
0.133333,0.142857,0.0,0.0,0.0,0.103753
0.0,0.0,0.0,0.0,0.0,0.177791
0.4,0.285714,0.4,0.2,0.0,0.320752
0.0,0.071429,0.0,0.0,0.0,0.125052
0.066667,0.071429,0.1,0.2,0.0,0.164728
0.0,0.071429,0.0,0.2,0.0,0.432798
0.0,0.0,0.1,0.0,0.090909,0.121653
0.0,0.0,0.0,0.0,0.0,0.261868
0.133333,0.142857,0.1,0.0,0.0,0.173307
0.066667,0.142857,0.3,0.2,0.0,0.301302
0.0,0.0,0.2,0.0,0.181818,0.16334
0.0,0.0,0.0,0.0,0.0,0.149033
0.0,0.0,0.0,0.1,0.0,0.138
0.266667,0.0,0.2,0.2,0.0,0.132339
0.0,0.071429,0.0,0.0,0.0,0.166879
0.0,0.0,0.0,0.0,0.0,0.150675
0.133333,0.0,0.0,0.0,0.0,0.187029
0.0,0.0,0.1,0.0,0.090909,0.190265
0.066667,0.0,0.1,0.2,0.0,0.361201
0.133333,0.0,0.1,0.0,0.0,0.253827
0.066667,0.142857,0.1,0.1,0.0,0.225524
0.0,0.0,0.1,0.1,0.0,0.153313
0.133333,0.142857,0.0,0.1,0.0,0.222106
0.133333,0.0,0.0,0.0,0.0,0.084001
0.0,0.0,0.0,0.0,0.0,0.365803
0.0,0.0,0.1,0.0,0.0,0.099387
0.0,0.214286,0.0,0.0,0.0,0.232439
0.066667,0.0,0.1,0.1,0.0,0.299056
0.266667,0.0,0.0,0.0,0.0,0.249747
0.0,0.0,0.0,0.0,0.0,0.449247
0.0,0.0,0.0,0.1,0.0,0.067218
0.2,0.142857,0.0,0.0,0.0,0.307418
0.0,0.214286,0.0,0.0,0.0,0.337665
0.0,0.0,0.1,0.0,0.090909,0.294922
0.0,0.0,0.5,0.0,0.363636,0.347527
0.0,0.071429,0.1,0.1,0.0,0.232499
0.0,0.0,0.0,0.0,0.0,0.171165
0.066667,0.071429,0.0,0.2,0.0,0.183487
0.133333,0.0,0.1,0.1,0.0,0.144164
0.133333,0.071429,0.1,0.2,0.0,0.255984
0.066667,0.071429,0.0,0.0,0.0,0.195974
0.133333,0.142857,0.0,0.0,0.0,0.408091
0.066667,0.071429,0.0,0.0,0.0,0.257722
0.2,0.0,0.0,0.2,0.0,0.197409
0.133333,0.214286,0.1,0.0,0.090909,0.242581
0.0,0.0,0.2,0.0,0.181818,0.419598
0.0,0.0,0.1,0.1,0.0,0.355136
0.0,0.428571,0.0,0.0,0.0,0.868768
0.0,0.0,0.0,0.1,0.0,0.100565
0.133333,0.0,0.0,0.0,0.0,0.187656
0.266667,0.0,0.4,0.4,0.0,0.260907
0.0,0.071429,0.0,0.0,0.0,0.306088
0.4,0.071429,0.0,0.0,0.0,0.270081
0.066667,0.0,0.0,0.0,0.0,0.151859
0.066667,0.0,0.1,0.1,0.0,0.246383
0.133333,0.0,0.2,0.2,0.0,0.198424
0.0,0.142857,0.0,0.0,0.0,0.275806
0.0,0.142857,0.0,0.1,0.0,0.262228
0.2,0.0,0.0,0.0,0.0,0.146649
0.266667,0.0,0.0,0.0,0.0,0.138688
0.133333,0.285714,0.1,0.1,0.0,0.348504
0.0,0.0,0.0,0.0,0.0,0.327976
0.0,0.071429,0.0,0.2,0.0,0.216232
0.0,0.071429,0.1,0.1,0.0,0.110576
0.0,0.071429,0.0,0.2,0.0,0.154589
0.066667,0.142857,0.1,0.1,0.0,0.223863
0.133333,0.142857,0.2,0.0,0.0,0.202303
0.066667,0.071429,0.5,0.3,0.181818,0.57805
0.133333,0.0,0.0,0.1,0.0,0.261442
0.0,0.0,0.0,0.0,0.0,0.144727
0.0,0.285714,0.1,0.2,0.0,0.319797
0.133333,0.142857,0.1,0.0,0.0,0.151852
0.0,0.071429,0.0,0.0,0.0,0.14179
0.066667,0.142857,0.0,0.0,0.0,0.086117
0.0,0.0,0.1,0.0,0.090909,0.117465
0.133333,0.0,0.2,0.2,0.0,0.17885
0.0,0.0,0.1,0.0,0.0,0.25621
0.2,0.214286,0.1,0.0,0.0,0.241645
0.066667,0.214286,0.2,0.2,0.0,0.439786
0.066667,0.0,0.1,0.1,0.0,0.073353
0.0,0.0,0.0,0.0,0.0,0.202017
0.333333,0.0,0.1,0.3,0.0,0.272045
0.066667,0.0,0.0,0.0,0.0,0.112647
0.066667,0.0,0.0,0.2,0.0,0.147171
0.2,0.0,0.0,0.1,0.0,0.202819
0.066667,0.0,0.0,0.0,0.0,0.282047
0.0,0.142857,0.0,0.0,0.0,0.155257
0.0,0.428571,0.4,0.0,0.0,0.227564
0.066667,0.0,0.0,0.0,0.0,0.169953
0.0,0.0,0.1,0.0,0.090909,0.118305
0.0,0.0,0.2,0.4,0.181818,0.182994
0.0,0.0,0.1,0.1,0.0,0.181431
0.066667,0.0,0.1,0.2,0.0,0.216674
0.2,0.214286,0.0,0.0,0.0,0.174723
0.0,0.142857,0.0,0.0,0.0,0.174061
0.0,0.071429,0.0,0.2,0.0,0.19036
0.0,0.071429,0.1,0.0,0.181818,0.178322
0.066667,0.142857,0.1,0.0,0.090909,0.20293
0.0,0.071429,0.0,0.0,0.0,0.121955
0.0,0.0,0.0,0.0,0.0,0.126901
0.133333,0.142857,0.1,0.1,0.0,0.2094
0.0,0.0,0.0,0.0,0.0,0.180021
0.133333,0.071429,0.0,0.0,0.0,0.107839
0.066667,0.071429,0.0,0.0,0.0,0.236137
0.066667,0.071429,0.0,0.0,0.0,0.226183
0.0,0.571429,0.0,0.0,0.0,0.120364
0.0,0.214286,0.0,0.0,0.0,0.136648
0.066667,0.142857,0.1,0.1,0.0,0.280818
0.066667,0.0,0.0,0.0,0.0,0.135388
0.0,0.0,0.0,0.0,0.0,0.136384
0.066667,0.071429,0.1,0.0,0.0,0.183156
0.0,0.142857,0.0,0.2,0.0,0.202176
0.066667,0.0,0.0,0.0,0.0,0.208413
0.0,0.285714,0.2,0.0,0.181818,0.38776
0.066667,0.0,0.1,0.1,0.0,0.244149
0.2,0.214286,0.0,0.0,0.0,0.377793
0.0,0.071429,0.0,0.0,0.0,0.240369
0.0,0.142857,0.2,0.0,0.181818,0.293518
0.0,0.142857,0.2,0.2,0.0,0.209874
0.0,0.0,0.0,0.1,0.0,0.080914
0.133333,0.0,0.1,0.0,0.0,0.253734
0.133333,0.0,0.1,0.0,0.090909,0.125169
0.0,0.071429,0.1,0.1,0.0,0.297048
0.066667,0.0,0.0,0.0,0.0,0.160082
0.0,0.0,0.0,0.0,0.0,0.104791
0.066667,0.142857,0.0,0.0,0.0,0.153841
0.066667,0.142857,0.1,0.0,0.0,0.115648
0.133333,0.0,0.0,0.0,0.0,0.275154
0.133333,0.071429,0.0,0.1,0.0,0.087015
0.0,0.0,0.1,0.0,0.0,0.138191
0.0,0.071429,0.0,0.0,0.0,0.271017
0.133333,0.285714,0.0,0.0,0.0,0.44103
