Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Bargaining Unit Short Name
20113,ENGINEERING TECHNICIAN,35.0,04,4,DC37
20121,ESTIMATOR (ELECTRICAL),35.0,01,4,DC37
20121,ESTIMATOR (ELECTRICAL),35.0,02,4,DC37
20122,ESTIMATOR (GENERAL CONSTRUCTIO,35.0,01,4,DC37
20122,ESTIMATOR (GENERAL CONSTRUCTIO,35.0,02,4,DC37
20123,ESTIMATOR (MECHANICAL),35.0,01,4,DC37
20123,ESTIMATOR (MECHANICAL),35.0,02,4,DC37
20126,*SENIOR ESTIMATOR (ELECTRICAL),35.0,00,4,DC37
20127,*SENIOR ESTIMATOR (GENERAL CON,35.0,00,4,DC37
20128,*SENIOR ESTIMATOR (MECHANICAL),35.0,00,4,DC37
20130,AUTOMOTIVE SPECIALIST,35.0,00,4,DC37
20131,SENIOR AUTOMOTIVE SPECIALIST,35.0,00,4,DC37
20202,CIVIL ENGINEERING INTERN,35.0,00,4,DC37
20210,ASSISTANT CIVIL ENGINEER,35.0,00,4,DC37
20211,LEGISLATIVE ENGINEER,35.0,00,883,N/U
20215,CIVIL ENGINEER,35.0,01,4,DC37
20215,CIVIL ENGINEER,35.0,02,4,DC37
20215,CIVIL ENGINEER,35.0,03,4,DC37
20221,ASSISTANT DIRECTOR OF TECHNICA,35.0,00,774,N/U
20235,PUBLIC HEALTH ENGINEERING CONS,35.0,00,772,N/U
20246,TELECOMMUNICATIONS ASSOCIATE (,35.0,01,129,DC37
20246,TELECOMMUNICATIONS ASSOCIATE (,35.0,02,129,DC37
20246,TELECOMMUNICATIONS ASSOCIATE (,35.0,03,129,DC37
20246,TELECOMMUNICATIONS ASSOCIATE (,35.0,04,129,DC37
20247,TELECOMMUNICATIONS ASSOCIATE (,35.0,01,129,DC37
20247,TELECOMMUNICATIONS ASSOCIATE (,35.0,02,129,DC37
20247,TELECOMMUNICATIONS ASSOCIATE (,35.0,03,129,DC37
20247,TELECOMMUNICATIONS ASSOCIATE (,35.0,04,129,DC37
20271,OPERATIONS COMMUNICATION SPECI,35.0,01,62,DC37
20271,OPERATIONS COMMUNICATION SPECI,35.0,02,62,DC37
20272,ASSOCIATE OPERATIONS COMMUNICA,35.0,01,62,DC37
20272,ASSOCIATE OPERATIONS COMMUNICA,35.0,02,62,DC37
20302,ELECTRICAL ENGINEERING INTERN,35.0,00,4,DC37
20310,ASSISTANT ELECTRICAL ENGINEER,35.0,00,4,DC37
20315,ELECTRICAL ENGINEER,35.0,01,4,DC37
20315,ELECTRICAL ENGINEER,35.0,02,4,DC37
20315,ELECTRICAL ENGINEER,35.0,03,4,DC37
20403,MECHANICAL ENGINEERING INTERN,35.0,00,4,DC37
20410,ASSISTANT MECHANICAL ENGINEER,35.0,00,4,DC37
20415,MECHANICAL ENGINEER,35.0,01,4,DC37
20415,MECHANICAL ENGINEER,35.0,02,4,DC37
20415,MECHANICAL ENGINEER,35.0,03,4,DC37
20503,CHEMICAL ENGINEERING INTERN,35.0,00,4,DC37
20510,ASSISTANT CHEMICAL ENGINEER (C,35.0,00,4,DC37
20515,CHEMICAL ENGINEER,35.0,01,4,DC37
20515,CHEMICAL ENGINEER,35.0,02,4,DC37
20515,CHEMICAL ENGINEER,35.0,03,4,DC37
20616,ENVIRONMENTAL ENGINEERING INTE,35.0,00,4,DC37
20617,ASSISTANT ENVIRONMENTAL ENGINE,35.0,00,4,DC37
20618,ENVIRONMENTAL ENGINEER,35.0,01,4,DC37
20618,ENVIRONMENTAL ENGINEER,35.0,02,4,DC37
20618,ENVIRONMENTAL ENGINEER,35.0,03,4,DC37
20835,CONSULTING ENGINEER,35.0,00,773,N/U
21006,TAX MAP CARTOGRAPHER,35.0,02,4,DC37
21006,TAX MAP CARTOGRAPHER,35.0,1A,4,DC37
21006,TAX MAP CARTOGRAPHER,35.0,1B,4,DC37
21015,SURVEYOR,35.0,02,4,DC37
21015,SURVEYOR,35.0,03,4,DC37
21015,SURVEYOR,35.0,1A,4,DC37
21015,SURVEYOR,35.0,1B,4,DC37
21136,DEPT ENGINR (WATER SUPPLY)-DEP,35.0,00,772,N/U
21137,DEPUTY DIRECTOR OF DESIGN,35.0,00,791,N/U
21138,DEPUTY DIRECTOR OF CONSTRUCTIO,35.0,00,791,N/U
21146,DIRECTOR OF DEVELOPMENT (HA),35.0,00,720,N/U
21161,DIRECTOR OF DESIGN,35.0,00,791,N/U
21162,DIRECTOR OF CONSTRUCTION,35.0,00,791,N/U
21174,CHIEF ENGINEER (DEP),35.0,00,772,N/U
21175,DEPUTY CHIEF ENGINEER (DEP),35.0,00,772,N/U
21205,ARCHITECTURAL INTERN,35.0,00,4,DC37
21210,ASSISTANT ARCHITECT,35.0,00,4,DC37
21215,ARCHITECT,35.0,01,4,DC37
21215,ARCHITECT,35.0,02,4,DC37
21215,ARCHITECT,35.0,03,4,DC37
21306,LANDSCAPE ARCHITECT INTERN,35.0,00,4,DC37
21310,ASSISTANT LANDSCAPE ARCHITECT,35.0,00,4,DC37
21315,LANDSCAPE ARCHITECT,35.0,01,4,DC37
21315,LANDSCAPE ARCHITECT,35.0,02,4,DC37
21315,LANDSCAPE ARCHITECT,35.0,03,4,DC37
21512,LABORATORY ASSOCIATE,35.0,01,93,SEIU
21512,LABORATORY ASSOCIATE,35.0,02,93,SEIU
21513,LABORATORY MICROBIOLOGIST,35.0,01,93,SEIU
21513,LABORATORY MICROBIOLOGIST,35.0,02,93,SEIU
21514,ASSOCIATE LABORATORY MICROBIOL,35.0,01,93,SEIU
21514,ASSOCIATE LABORATORY MICROBIOL,35.0,02,93,SEIU
21514,ASSOCIATE LABORATORY MICROBIOL,35.0,03,93,SEIU
21516,SCIENTIST (RADIATION CONTROL),35.0,01,4,DC37
21516,SCIENTIST (RADIATION CONTROL),35.0,02,4,DC37
21516,SCIENTIST (RADIATION CONTROL),35.0,03,4,DC37
21537,SCIENTIST (WATER ECOLOGY) TRAI,35.0,00,4,DC37
21538,SCIENTIST (WATER ECOLOGY),35.0,01,4,DC37
21538,SCIENTIST (WATER ECOLOGY),35.0,02,4,DC37
21538,SCIENTIST (WATER ECOLOGY),35.0,03,4,DC37
21562,BIO-MEDICAL EQUIPMENT TECHNICI,35.0,00,124,DC37
21744,CITY RESEARCH SCIENTIST,35.0,01,4,DC37
21744,CITY RESEARCH SCIENTIST,35.0,02,4,DC37
21744,CITY RESEARCH SCIENTIST,35.0,03,4,DC37
21744,CITY RESEARCH SCIENTIST,35.0,4A,4,DC37
21744,CITY RESEARCH SCIENTIST,35.0,4B,4,DC37
21822,ASSOCIATE CHEMIST,35.0,01,4,DC37
21822,ASSOCIATE CHEMIST,35.0,01,4,DC37
21822,ASSOCIATE CHEMIST,35.0,02,4,DC37
21822,ASSOCIATE CHEMIST,35.0,03,4,DC37
21822,ASSOCIATE CHEMIST,35.0,04,4,DC37
21849,CRIMINALIST,35.0,01,4,DC37
21849,CRIMINALIST,35.0,02,4,DC37
21849,CRIMINALIST,35.0,03,4,DC37
21849,CRIMINALIST,35.0,04,4,DC37
2184A,CRIMINALIST DIRECTOR OF LABORA,35.0,00,772,N/U
2184B,CRIMINALIST DEPUTY DIRECTOR OF,35.0,00,772,N/U
2184C,CRIMINALIST ASSISTANT DIRECTOR,35.0,00,772,N/U
21915,GEOLOGIST,35.0,01,4,DC37
21915,GEOLOGIST,35.0,02,4,DC37
21915,GEOLOGIST,35.0,03,4,DC37
22015,PHYSICIST,35.0,01,4,DC37
22015,PHYSICIST,35.0,02,4,DC37
22015,PHYSICIST,35.0,03,4,DC37
22075,CHIEF CONSULTANT (RADIATION CO,35.0,00,772,N/U
22092,ASSISTANT URBAN DESIGNER,35.0,00,4,DC37
22102,HOUSING CONSULTANT,35.0,00,662,N/U
22117,COMMUNITY PLANNING BOARD COORD,35.0,00,4,DC37
22118,"ASSOCIATE DIRECTOR, BOROUGH IM",35.0,00,662,N/U
22119,DIRECTOR BOROUGH IMPROVEMENT B,35.0,00,662,N/U
22121,CITY PLANNING TECHNICIAN,35.0,00,4,DC37
22122,CITY PLANNER,35.0,01,4,DC37
22122,CITY PLANNER,35.0,02,4,DC37
22122,CITY PLANNER,35.0,03,4,DC37
22122,CITY PLANNER,35.0,04,4,DC37
22124,ASSOCIATE URBAN DESIGNER,35.0,01,4,DC37
22124,ASSOCIATE URBAN DESIGNER,35.0,02,4,DC37
22124,ASSOCIATE URBAN DESIGNER,35.0,03,4,DC37
22136,PRINCIPAL PLANNING CONSULTANT,35.0,00,662,N/U
22137,PRINCIPAL PLANNING CONSULTANT,35.0,00,772,N/U
22138,PRINCIPAL PLANNING CONSULTANT,35.0,00,772,N/U
22139,PRINCIPAL PLANNING CONSULTANT,35.0,00,772,N/U
22142,PRINCIPAL PLANNING CONSULTANT,35.0,00,772,N/U
22146,"DIRECTOR, OFFICE OF DEVELOPMEN",35.0,00,773,N/U
22149,DEPUTY DIRECTOR-MIDTOWN ACTION,35.0,00,772,N/U
22271,ASST TO THE DIRECTOR OF NEIGHB,35.0,00,662,N/U
22275,AREA DIRECTOR OF NEIGHBORHOOD,35.0,00,772,N/U
22306,ASSISTANT TRANSPORTATION SPECI,35.0,00,4,DC37
22316,TRANSPORTATION SPECIALIST,35.0,01,4,DC37
22316,TRANSPORTATION SPECIALIST,35.0,02,4,DC37
22316,TRANSPORTATION SPECIALIST,35.0,03,4,DC37
22401,MULTIPLE DWELLING SPECIALIST (,40.0,01,53,IUOE
22401,MULTIPLE DWELLING SPECIALIST (,40.0,02,53,IUOE
22401,MULTIPLE DWELLING SPECIALIST (,40.0,03,53,IUOE
22402,PRINCIPAL MULTIPLE DWELLING SP,40.0,00,53,IUOE
22405,ASSISTANT PLAN EXAMINER (BLDGS,35.0,00,4,DC37
22410,PLAN EXAMINER (BLDGS),35.0,00,4,DC37
22425,PROJECT MANAGER INTERN#,35.0,00,4,DC37
22426,PROJECT MANAGER,35.0,00,4,DC37
22427,ASSOCIATE PROJECT MANAGER,35.0,01,4,DC37
22427,ASSOCIATE PROJECT MANAGER,35.0,02,4,DC37
22427,ASSOCIATE PROJECT MANAGER,35.0,03,4,DC37
22503,PROJECT MANAGER (DBS),35.0,00,772,N/U
22506,HOUSING DEVELOPMENT SPECIALIST,35.0,01,4,DC37
22506,HOUSING DEVELOPMENT SPECIALIST,35.0,02,4,DC37
22507,HOUSING DEVELOPMENT SPECIALIST,35.0,01,4,DC37
22507,HOUSING DEVELOPMENT SPECIALIST,35.0,02,4,DC37
22508,ASSOCIATE HOUSING DEVELOPMENT,35.0,00,4,DC37
2250A,HOUSING DEVELOPMENT SPECIALIST,35.0,00,133,DC37
2250B,ASSOCIATE HOUSING DEVELOPMENT,35.0,00,133,DC37
30070,ASSISTANT LEGISLATIVE REPRESEN,35.0,00,773,N/U
30071,DEPUTY COUNSEL TO THE MAYOR,35.0,00,773,N/U
30072,COUNSEL TO THE MAYOR,35.0,00,773,N/U
30080,PARALEGAL AIDE,35.0,01,128,DC37
30080,PARALEGAL AIDE,35.0,02,128,DC37
30081,LEGAL COORDINATOR,35.0,00,23,CWA
30083,ASSISTANT ADVOCATE-PD,35.0,01,19,IBT
30083,ASSISTANT ADVOCATE-PD,35.0,02,19,IBT
30083,ASSISTANT ADVOCATE-PD,35.0,03,19,IBT
30084,ASSISTANT COUNSEL-PD,35.0,00,662,N/U
30085,*ATTORNEY AT LAW,35.0,01,19,IBT
30085,*ATTORNEY AT LAW,35.0,02,19,IBT
30085,*ATTORNEY AT LAW,35.0,03,19,IBT
30085,*ATTORNEY AT LAW,35.0,04,19,IBT
30086,AGENCY ATTORNEY INTERNE,35.0,00,19,IBT
30087,AGENCY ATTORNEY,35.0,01,19,IBT
30087,AGENCY ATTORNEY,35.0,02,19,IBT
30087,AGENCY ATTORNEY,35.0,03,19,IBT
30087,AGENCY ATTORNEY,35.0,04,19,IBT
30089,DEPUTY COUNSEL (HA),35.0,00,791,N/U
3008A,*ASSISTANT ADVOCATE-PD,35.0,01,662,N/U
3008A,*ASSISTANT ADVOCATE-PD,35.0,02,662,N/U
3008A,*ASSISTANT ADVOCATE-PD,35.0,03,662,N/U
3008G,*AGENCY ATTORNEY,35.0,01,19,IBT
3008G,*AGENCY ATTORNEY,35.0,02,19,IBT
3008G,*AGENCY ATTORNEY,35.0,03,19,IBT
3008G,*AGENCY ATTORNEY,35.0,04,19,IBT
30090,COUNSEL (BOARD OF CORRECTION),35.0,00,772,N/U
30098,ASSOCIATE COUNSEL (OLR),35.0,00,772,N/U
30099,ASSISTANT COUNSEL (OLR),35.0,00,772,N/U
30100,COUNSEL (OLR),35.0,00,772,N/U
30105,STUDENT LEGAL ASSISTANT,35.0,00,19,IBT
30106,DEPUTY GENERAL COUNSEL (OMB),35.0,00,772,N/U
30107,GENERAL COUNSEL (OMB),35.0,00,772,N/U
30108,HEARING DIRECTOR (COMM OF HUMA,35.0,00,772,N/U
30112,ASSISTANT CORPORATION COUNSEL,35.0,00,773,N/U
30112,ASSISTANT CORPORATION COUNSEL,35.0,00,991,N/U
30114,ASSISTANT DISTRICT ATTORNEY (S,35.0,00,991,N/U
30119,EXAMINING ATTORNEY,35.0,00,991,N/U
3011A,EXAMINING ATTORNEY (MANAGERIAL,35.0,00,773,N/U
3011B,ASSISTANT CORPORATION COUNSEL,35.0,00,773,N/U
30120,COUNSEL TO THE SHERIFF,35.0,00,773,N/U
30121,COUNSEL TO THE BOROUGH PRESIDE,35.0,00,772,N/U
30122,EXAMINING ATTORNEY (OFFICE FOR,35.0,00,773,N/U
30124,COUNSEL (DEPARTMENT OF CONSUME,35.0,00,772,N/U
30127,COUNSEL TO THE BOARD OF EDUCAT,35.0,00,780,N/U
30128,COUNSEL (CITY PLANNING),35.0,00,772,N/U
30129,COUNSEL TO VICE CHAIRMAN,35.0,00,774,N/U
30133,COUNSEL (DEPARTMENT OF CORRECT,35.0,00,772,N/U
30136,COUNSEL,35.0,00,792,N/U
30138,COUNSEL TO THE CHANCELLOR,35.0,00,772,N/U
30140,FIRST ASSISTANT CORPORATION CO,35.0,00,773,N/U
30143,DIRECTOR OF LEGAL AFFAIRS,35.0,00,772,N/U
30147,COUNSEL (DEPT OF PROBATION),35.0,00,772,N/U
30148,COUNSEL (COMMISSION ON HUMAN R,35.0,00,772,N/U
30151,COUNSEL (CONFLICTS OF INTEREST,35.0,00,772,N/U
30155,SPECIAL ASSISTANT CORPORATION,35.0,00,773,N/U
30156,LEGAL ANALYST,35.0,00,792,N/U
30161,COUNSEL (FIRE DEPARTMENT),35.0,00,772,N/U
30162,COUNSEL TO THE BOARD OF ESTIMA,35.0,00,772,N/U
30164,CONSUMER ADVOCATE,35.0,00,772,N/U
30166,LEGISLATIVE ATTORNEY,35.0,00,664,N/U
30169,ASSISTANT DIRECTOR OF LEGAL SE,35.0,00,774,N/U
30170,ASSISTANT COUNSEL TO THE VICE,35.0,00,774,N/U
30171,COUNSEL TO MINORITY LEADER,35.0,00,774,N/U
30172,ASSISTANT SERGEANT AT ARMS,35.0,00,664,N/U
30173,DIRECTOR OF DEPARTMENT ADVOCAT,35.0,00,772,N/U
30174,LEGISLATIVE REPRESENTATIVE,35.0,00,780,N/U
30175,SERGEANT AT ARMS,35.0,00,664,N/U
30177,COUNCIL MEMBER,35.0,00,887,N/U
30178,MINORITY LEADER,35.0,00,887,N/U
30179,COUNSEL (BOARD OF STANDARDS AN,35.0,00,772,N/U
30180,DOCUMENT CLERK (CITY COUNCIL),35.0,00,883,N/U
30181,ADMINISTRATIVE LAW JUDGE,35.0,00,772,N/U
30183,LEGISLATIVE ASSISTANT,35.0,00,664,N/U
30184,LEGISLATIVE CLERK,35.0,00,664,N/U
30188,CORPORATION COUNSEL,35.0,00,774,N/U
30189,CHIEF ADMINISTRATIVE LAW JUDGE,35.0,00,772,N/U
30199,COUNSEL TO THE POLICE COMMISSI,35.0,00,772,N/U
30201,JUNIOR ASSISTANT DA,35.0,00,991,N/U
30221,DIRECTOR OF ALT SENTENCE,35.0,00,772,N/U
30222,DIRECTOR OF CRIMINAL JUSTICE,35.0,00,772,N/U
30223,DIRECTOR OF INVEST ACCOUNTING,35.0,00,772,N/U
30224,DIRECTOR OF ELDER ABUSE PROG,35.0,00,772,N/U
30225,DIRECTOR OF FEDERAL AND STATE,35.0,00,772,N/U
30226,DIRECTOR OF CYBER CRIMES FOREN,35.0,00,772,N/U
30227,DIRECTOR OF CRIME STRATEGIES,35.0,00,772,N/U
30228,DIRECTOR OF CRIMINAL JUSTICE,35.0,00,772,N/U
30312,DEPUTY CITY SHERIFF,40.0,01,69,CDSA
30312,DEPUTY CITY SHERIFF,40.0,02,69,CDSA
30315,SUPERVISING DEPUTY SHERIFF,35.0,02,69,CDSA
30315,SUPERVISING DEPUTY SHERIFF,40.0,01,69,CDSA
30505,MORTGAGE TAX EXAMINER,35.0,00,97,SEIU
30726,CLAIM SPECIALIST,35.0,01,3,DC37
30726,CLAIM SPECIALIST,35.0,02,3,DC37
30726,CLAIM SPECIALIST,35.0,03,3,DC37
30805,TITLE EXAMINER,35.0,00,133,DC37
30810,SENIOR TITLE EXAMINER,35.0,00,133,DC37
30820,PRINCIPAL TITLE EXAMINER,35.0,00,133,DC37
30824,CHIEF INVESTIGATOR (RICHMOND C,35.0,00,772,N/U
30825,COUNTY DETECTIVE,35.0,00,81,PBDA
30826,DETECTIVE INVESTIGATOR,35.0,00,81,PBDA
30826,DETECTIVE INVESTIGATOR,40.0,00,81,PBDA
30827,SENIOR DETECTIVE INVESTIGATOR,40.0,00,81,PBDA
30828,ASSISTANT CHIEF DETECTIVE INVE,35.0,00,661,N/U
30828,ASSISTANT CHIEF DETECTIVE INVE,40.0,00,661,N/U
30830,RACKETS INVESTIGATOR,40.0,00,81,PBDA
30831,SENIOR RACKETS INVESTIGATOR,40.0,00,81,PBDA
30832,SUPERVISING RACKETS INVESTIGAT,40.0,00,81,PBDA
30834,DEPUTY CHIEF RACKETS INVESTIGA,35.0,00,772,N/U
30835,ASSISTANT CHIEF RACKET INVESTI,35.0,00,679,N/U
30836,CHIEF RACKETS INVESTIGATOR,35.0,00,679,N/U
30836,CHIEF RACKETS INVESTIGATOR,35.0,00,772,N/U
30837,CHIEF RACKETS  INVESTIGATOR (Q,35.0,00,773,N/U
3083A,SUPERVISING RACKETS INVESTIGAT,35.0,00,772,N/U
30850,ASSISTANT CHIEF INVESTIGATING,35.0,00,679,N/U
30851,CHIEF INVESTIGATING ACCOUNTANT,35.0,00,679,N/U
30853,SENIOR ACCOUNTANT INVESTIGATOR,35.0,00,662,N/U
30854,SUPERVISING ACCOUNTANT INVESTI,35.0,00,662,N/U
30856,PRINCIPAL ACCOUNTANT INVESTIGA,35.0,00,679,N/U
31013,INTERPRETER (SPANISH),35.0,00,128,DC37
31017,INTERPRETER (CHINESE),35.0,00,128,DC37
31045,INTERPRETER (HOURLY) (DOE),35.0,00,128,DC37
31046,SIGN LANGUAGE INTERPRETER (DOE,35.0,01,422,UFT
31046,SIGN LANGUAGE INTERPRETER (DOE,35.0,02,422,UFT
31046,SIGN LANGUAGE INTERPRETER (DOE,35.0,03,422,UFT
31046,SIGN LANGUAGE INTERPRETER (DOE,35.0,04,422,UFT
31046,SIGN LANGUAGE INTERPRETER (DOE,35.0,05,422,UFT
31047,INTERPRETER/TRANSLATOR (DOE),35.0,00,128,DC37
31048,INTERPRETER/TRANSLATOR,35.0,00,662,N/U
3104A,SIGN LANGUAGE INTERPRETER (DOE,35.0,01,422,UFT
3104A,SIGN LANGUAGE INTERPRETER (DOE,35.0,02,422,UFT
3104A,SIGN LANGUAGE INTERPRETER (DOE,35.0,03,422,UFT
3104A,SIGN LANGUAGE INTERPRETER (DOE,35.0,04,422,UFT
3104A,SIGN LANGUAGE INTERPRETER (DOE,35.0,05,422,UFT
31101,INVESTIGATOR TRAINEE (PYRL NOT,35.0,00,3,DC37
31105,INVESTIGATOR,35.0,00,3,DC37
31113,FRAUD INVESTIGATOR,35.0,01,3,DC37
31113,FRAUD INVESTIGATOR,35.0,02,3,DC37
31118,ASSOCIATE FRAUD INVESTIGATOR (,35.0,01,3,DC37
31118,ASSOCIATE FRAUD INVESTIGATOR (,35.0,02,3,DC37
31121,ASSOCIATE INVESTIGATOR (NOT PR,35.0,01,3,DC37
31121,ASSOCIATE INVESTIGATOR (NOT PR,35.0,02,3,DC37
31128,SPECIAL INVESTIGATOR (COMPUTER,35.0,00,662,N/U
31130,SPECIAL INVESTIGATOR,35.0,00,991,N/U
31133,CONFIDENTIAL INVESTIGATOR (OFF,35.0,00,662,N/U
31137,DIRECTOR OF CORRUPTION ANALYSI,35.0,00,772,N/U
31141,CONFIDENTIAL INVESTIGATOR (CON,35.0,01,662,N/U
31141,CONFIDENTIAL INVESTIGATOR (CON,35.0,02,662,N/U
31141,CONFIDENTIAL INVESTIGATOR (CON,35.0,03,662,N/U
31142,CONFIDENTIAL AGENCY INVESTIGAT,35.0,00,772,N/U
31143,CONFIDENTIAL INVESTIGATOR,35.0,01,662,N/U
31143,CONFIDENTIAL INVESTIGATOR,35.0,02,662,N/U
31143,CONFIDENTIAL INVESTIGATOR,35.0,03,662,N/U
31144,DEPUTY INSPECTOR GENERAL,35.0,00,772,N/U
31145,INSPECTOR GENERAL,35.0,00,772,N/U
31146,SPECIAL ASST FOR INVESTIGATION,35.0,00,772,N/U
31147,SUPERVISING INSPECTOR GENERAL,35.0,00,772,N/U
3114A,CONFIDENTIAL INVESTIGATOR (BOE,35.0,00,662,N/U
31151,CONFIDENTIAL OPERATIONS SPECIA,35.0,00,662,N/U
31163,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,01,3,DC37
31163,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,02,3,DC37
31163,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,03,3,DC37
31164,INVESTIGATOR (DISCIPLINE) (DOC,35.0,01,3,DC37
31164,INVESTIGATOR (DISCIPLINE) (DOC,35.0,02,3,DC37
31164,INVESTIGATOR (DISCIPLINE) (DOC,35.0,03,3,DC37
31165,INVESTIGATOR (CCRB),35.0,01,3,DC37
31165,INVESTIGATOR (CCRB),35.0,02,3,DC37
31165,INVESTIGATOR (CCRB),35.0,03,3,DC37
31166,SUPERVISOR OF INVESTIGATORS (C,35.0,00,3,DC37
31167,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,01,3,DC37
31167,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,02,3,DC37
31167,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,03,3,DC37
31168,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,01,3,DC37
31168,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,02,3,DC37
31168,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,03,3,DC37
31169,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,01,3,DC37
31169,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,02,3,DC37
31169,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,03,3,DC37
31170,INTELLIGENCE RESEARCH SPECIALI,35.0,01,662,N/U
31170,INTELLIGENCE RESEARCH SPECIALI,35.0,02,662,N/U
31170,INTELLIGENCE RESEARCH SPECIALI,35.0,03,662,N/U
31171,INVESTIGATOR (EMPLOYEE COMPLIA,35.0,01,3,DC37
31171,INVESTIGATOR (EMPLOYEE COMPLIA,35.0,02,3,DC37
31171,INVESTIGATOR (EMPLOYEE COMPLIA,35.0,03,3,DC37
31172,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,01,3,DC37
31172,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,02,3,DC37
31172,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,03,3,DC37
31173,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,01,3,DC37
31173,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,02,3,DC37
31173,INVESTIGATOR (EMPLOYEE DISCIPL,35.0,03,3,DC37
31174,INVESTIGATOR (DISCIPLINE) ACS,35.0,01,3,DC37
31174,INVESTIGATOR (DISCIPLINE) ACS,35.0,02,3,DC37
31174,INVESTIGATOR (DISCIPLINE) ACS,35.0,03,3,DC37
31175,CRIME ANALYST,35.0,01,129,DC37
31175,CRIME ANALYST,35.0,02,129,DC37
31175,CRIME ANALYST,35.0,03,129,DC37
3117A,INTELLIGENCE RESEARCH SPECIALI,35.0,00,662,N/U
3117B,INTELLIGENCE RESEARCH SPECIALI,35.0,00,662,N/U
3117C,INTELLIGENCE RESEARCH SPECIALI,35.0,00,662,N/U
31215,PUBLIC HEALTH SANITARIAN,35.0,01,130,DC37
31215,PUBLIC HEALTH SANITARIAN,35.0,02,130,DC37
31215,PUBLIC HEALTH SANITARIAN,40.0,01,130,DC37
31215,PUBLIC HEALTH SANITARIAN,40.0,02,130,DC37
31220,ASSOCIATE PUBLIC HEALTH SANITA,40.0,01,130,DC37
31220,ASSOCIATE PUBLIC HEALTH SANITA,40.0,02,130,DC37
31220,ASSOCIATE PUBLIC HEALTH SANITA,40.0,03,130,DC37
31305,INDUSTRIAL HYGIENIST,35.0,01,4,DC37
31305,INDUSTRIAL HYGIENIST,35.0,02,4,DC37
31310,SAFETY SPECIALIST,35.0,00,4,DC37
31311,LEAD ABATEMENT WORKER,40.0,00,132,DC37
31312,ASBESTOS HAZARD INVESTIGATOR,35.0,00,4,DC37
31313,ASBESTOS HANDLER,40.0,00,47,IBT
31314,ASBESTOS HANDLER SUPERVISOR,40.0,00,47,IBT
31315,AIR POLLUTION INSPECTOR,35.0,01,4,DC37
31315,AIR POLLUTION INSPECTOR,35.0,02,4,DC37
31316,Associate Air Pollution Inspr,35.0,01,4,DC37
31316,Associate Air Pollution Inspr,35.0,02,4,DC37
31316,Associate Air Pollution Inspr,35.0,03,4,DC37
31618,DIRECTOR OF SCHOOL SAFETY,35.0,00,780,N/U
31620,INSPECTOR (BOILERS),40.0,01,53,IUOE
31620,INSPECTOR (BOILERS),40.0,02,53,IUOE
31620,INSPECTOR (BOILERS),40.0,03,53,IUOE
31622,INSPECTOR (CONSTRUCTION),40.0,01,53,IUOE
31622,INSPECTOR (CONSTRUCTION),40.0,02,53,IUOE
31622,INSPECTOR (CONSTRUCTION),40.0,03,53,IUOE
31622,INSPECTOR (CONSTRUCTION),40.0,04,53,IUOE
31623,INSPECTOR (ELECTRICAL FOR PAYR,35.0,00,45,IBEW
31623,INSPECTOR (ELECTRICAL FOR PAYR,40.0,00,45,IBEW
31624,INSPECTOR (ELEVATORS),40.0,01,53,IUOE
31624,INSPECTOR (ELEVATORS),40.0,02,53,IUOE
31624,INSPECTOR (ELEVATORS),40.0,03,53,IUOE
31626,HIGHWAYS AND SEWERS INSPECTOR,40.0,00,56,PRBD
31627,INSPECTOR (HOISTS AND RIGGING),40.0,01,53,IUOE
31627,INSPECTOR (HOISTS AND RIGGING),40.0,02,53,IUOE
31627,INSPECTOR (HOISTS AND RIGGING),40.0,03,53,IUOE
31629,INSPECTOR (PLUMBING),40.0,01,53,IUOE
31629,INSPECTOR (PLUMBING),40.0,02,53,IUOE
31629,INSPECTOR (PLUMBING),40.0,03,53,IUOE
31629,INSPECTOR (PLUMBING),40.0,04,53,IUOE
31640,ASSOCIATE INSPECTOR (BOILERS),35.0,01,53,IUOE
31640,ASSOCIATE INSPECTOR (BOILERS),35.0,02,53,IUOE
31640,ASSOCIATE INSPECTOR (BOILERS),40.0,01,53,IUOE
31640,ASSOCIATE INSPECTOR (BOILERS),40.0,02,53,IUOE
31643,ASSOCIATE INSPECTOR (ELECTRICA,35.0,01,45,IBEW
31643,ASSOCIATE INSPECTOR (ELECTRICA,35.0,02,45,IBEW
31643,ASSOCIATE INSPECTOR (ELECTRICA,40.0,01,45,IBEW
