V19,V24,V25,V26,V3,V4,V5,V6,V7,V8,V9
0.5833,1.7634,-0.6548,-0.175,4401486,4401544,5533,288,155,584291,43
0.6429,1.7708,-0.655,-0.1751,4419228,4419287,6175,266,144,652005,46
0.5578,1.7924,-0.6331,-0.1773,4440514,4440576,5688,303,154,598976,43
0.5676,1.8129,-0.6131,-0.1704,4639210,4639275,5828,296,169,618846,48
0.6298,1.7924,-0.6242,-0.17,4649858,4649920,5814,262,137,617639,44
0.5882,1.8129,-0.6176,-0.1762,4703077,4703142,5830,289,158,614756,44
0.6915,1.716,-0.6,-0.1655,7261606,7261658,4080,188,91,435821,64
0.8267,1.7324,-0.5645,-0.159,7275798,7275852,4239,150,76,456305,65
0.6537,1.7404,-0.6726,-0.1575,7300641,7300696,4788,257,136,516343,63
0.7841,1.7243,-0.6159,-0.1557,7307739,7307792,4417,176,89,477354,68
0.7345,1.7324,-0.5846,-0.1558,7318386,7318440,4071,177,99,439881,56
0.7914,1.7076,-0.6047,-0.1496,7325485,7325536,4346,163,89,473046,65
0.7314,1.6902,-0.6172,-0.1497,7612933,7612982,3961,175,99,431127,66
0.758,1.6902,-0.5882,-0.1556,7655518,7655567,3455,157,86,373412,67
0.771,1.7243,-0.6159,-0.1563,7754878,7754931,4396,179,100,474761,68
0.7513,1.7634,-0.5827,-0.1415,7765518,7765576,4364,185,108,479531,74
0.9682,1.6812,-0.6842,-0.148,7783272,7783320,3824,157,95,417036,73
0.6108,1.716,-0.5806,-0.147,7797464,7797516,3900,203,90,425840,71
0.7568,1.7076,-0.6357,-0.1535,7818756,7818807,3876,185,102,419968,70
0.9083,2.0899,-0.8409,-0.2148,19000,19123,14386,851,424,1445817,27
0.2783,2.1303,-0.3973,-0.224,29657,29792,16052,805,400,1594353,26
0.3027,2.0969,-0.442,-0.2224,40322,40447,13349,740,356,1328712,29
0.2641,2.0899,-0.506,-0.1353,115072,115195,15650,943,539,1732196,23
0.9965,2.1903,-0.8194,-0.1053,139939,140094,15208,861,501,1741571,22
0.8035,1.699,-0.6403,-0.4221,55774,55824,3333,173,87,246531,35
0.6073,1.699,-0.569,-0.3807,87744,87794,3288,191,114,260660,36
0.6627,1.6812,-0.5714,-0.3797,98402,98450,3340,169,93,265172,35
0.7225,1.6812,-0.616,-0.3703,109058,109106,3630,173,100,292575,35
0.2519,2.0414,0.0727,-0.3105,119716,119826,5665,405,216,499944,36
0.7289,1.6902,-0.595,-0.3702,130372,130421,3228,166,89,260241,38
0.3844,2.0531,-0.0813,-0.1902,3629947,3630060,6114,320,197,633741,40
0.2749,2.1492,0.0993,-0.162,3658370,3658511,7639,462,260,819375,40
0.2419,2.143,0.1439,-0.1463,3711661,3711800,7080,492,293,773694,43
0.1414,2.356,0.815,-0.0786,2150529,2150756,5390,297,258,635678,9
0.8276,1.2041,-0.3333,-0.1058,2887460,2887476,263,29,17,30104,87
0.8065,0.8451,-0.72,-0.0576,155255,155262,62,31,9,7479,114
1.0,0.6021,-0.4286,0.0195,1083340,1083344,22,7,4,2871,116
0.5294,1.1139,0.3077,-0.108,1162279,1162292,86,17,13,9819,100
0.8571,0.7782,-0.5,0.0338,1223690,1223696,42,14,7,5558,127
0.8333,0.6021,-0.2,0.0322,1260440,1260444,17,6,4,2246,120
0.8889,0.6021,-0.5,-0.013,1273552,1273556,18,9,5,2274,110
1.0,0.6021,0.0,0.0007,1292292,1292296,12,4,4,1537,112
0.8,0.7782,0.3333,0.0176,1311529,1311535,12,5,6,1563,125
1.0,0.6021,0.0,0.0046,1322072,1322076,12,4,4,1543,110
1.0,0.699,0.0,-0.0052,1333074,1333079,12,5,5,1528,115
1.0,0.6021,-0.2,-0.0208,1341292,1341296,12,5,4,1504,111
0.9,0.4771,-0.6667,0.0089,1351649,1351652,14,10,4,1808,122
1.0,0.4771,-0.5,0.0033,1361745,1361748,12,6,3,1541,111
1.0,0.4771,-0.5714,0.0016,1378585,1378588,15,7,3,1923,123
1.0,0.4771,-0.5,0.0019,1388036,1388039,12,6,3,1539,113
0.8333,1.0,0.0,-0.1461,1398169,1398179,65,12,10,7104,89
0.8889,0.6021,-0.5,-0.0176,1413272,1413276,12,9,4,1509,112
0.8333,0.6021,-0.2,0.0319,1423992,1423996,12,6,4,1585,128
1.0,0.4771,-0.4,-0.0071,1436089,1436092,11,5,3,1398,111
0.8333,0.699,0.0,0.0023,1444004,1444009,17,6,5,2181,122
1.0,0.6021,-0.3333,-0.2073,83249,83253,15,6,4,1522,90
0.6667,0.6021,0.0,-0.1309,134988,134992,12,6,4,1335,99
1.0,0.4771,-0.4,-0.0773,156370,156373,9,5,4,1063,107
1.0,0.6021,0.25,-0.0645,171874,171878,8,3,4,958,108
1.0,0.4771,-0.25,-0.0723,192327,192330,8,4,3,950,105
1.0,0.4771,-0.25,-0.0807,203197,203200,9,4,4,1059,107
1.0,0.4771,0.0,-0.0651,224240,224243,6,3,3,718,107
1.0,0.301,-0.6667,0.0091,237729,237731,6,6,2,775,118
1.0,0.6021,0.0,-0.0367,249736,249740,10,4,5,1233,119
1.0,0.6021,-0.5,0.0356,273908,273912,16,8,4,2121,114
1.0,0.6021,-0.4286,0.0032,294032,294036,17,7,4,2183,121
1.0,0.7782,-0.4545,-0.0022,367324,367330,28,11,7,3576,120
1.0,0.6021,-0.4286,-0.0029,450379,450383,16,7,4,2042,114
0.8696,1.0792,-0.4,-0.1144,483796,483808,67,23,13,7595,92
1.0,0.6021,-0.3333,-0.0068,598090,598094,16,6,4,2034,110
1.0,0.6021,-0.4286,0.0065,626952,626956,18,7,4,2319,112
0.6667,0.699,-0.375,0.0078,679386,679391,17,12,5,2193,121
0.7692,0.699,-0.5,0.0006,762234,762239,26,13,7,3330,120
1.0,0.6021,-0.4286,0.0061,796972,796976,18,7,5,2318,122
0.8571,0.699,-0.1667,0.0418,818584,818589,17,7,6,2267,129
0.8333,0.6021,-0.2,-0.0137,847972,847976,16,6,4,2020,106
0.7143,0.6021,-0.2,0.0175,858604,858608,17,7,4,2214,114
0.6667,0.7782,0.0,0.0103,879259,879265,16,9,8,2069,123
0.8333,0.6021,-0.2,-0.0087,888672,888676,17,6,4,2157,113
0.75,0.7782,0.0,0.0347,899659,899665,18,8,6,2384,127
1.0,0.699,-0.1667,-0.0104,909972,909977,18,6,5,2280,113
1.0,0.6021,-0.3333,0.0287,972384,972388,18,6,4,2370,117
0.6667,0.7782,0.0,0.0101,983183,983189,17,9,7,2198,122
0.7778,0.699,-0.2857,-0.0395,1013642,1013647,16,9,5,1967,115
1.0,0.7782,0.1667,-0.0283,1028213,1028219,16,5,6,1990,120
0.875,0.7782,-0.5714,0.0085,1042404,1042410,32,16,8,4131,120
1.0,0.6021,-0.2,-0.0112,1069368,1069372,16,5,4,2025,109
0.8571,0.699,-0.1667,-0.0229,1095698,1095703,16,7,5,2001,119
1.0,0.699,-0.1667,-0.0161,1110856,1110861,16,6,5,2015,111
1.0,0.6021,-0.5,-0.0205,1156107,1156111,21,8,5,2633,120
0.75,0.699,-0.1667,-0.0225,1188740,1188745,17,8,5,2127,105
1.0,0.6021,-0.6,0.0391,1298256,1298260,22,10,4,2926,127
0.6316,0.9031,-0.3333,-0.0341,1458128,1458136,49,19,12,6058,118
1.0,0.6021,-0.4286,-0.0425,1481144,1481148,16,7,4,1961,102
1.0,0.7782,-0.1429,0.0616,1506525,1506531,17,7,7,2310,129
0.8889,0.699,-0.375,-0.0369,1593115,1593120,18,9,8,2219,117
0.875,0.6021,-0.4286,0.0068,1622520,1622524,16,8,4,2062,109
1.0,0.6021,-0.2,-0.001,1645544,1645548,16,5,4,2046,109
1.0,0.6021,-0.3333,-0.0041,1667032,1667036,17,6,4,2167,109
0.8571,0.699,-0.1667,-0.0049,1681980,1681985,19,7,6,2420,120
0.6667,0.7782,-0.4,-0.0019,1692615,1692621,21,15,7,2683,120
0.8889,0.9031,0.0,0.0039,1709863,1709871,26,9,8,3341,120
0.6154,0.8451,-0.125,0.031,1733269,1733276,26,13,7,3431,123
1.0,0.6021,-0.6,-0.0333,1738808,1738812,19,10,7,2351,116
0.7778,0.699,-0.2857,0.0294,1789332,1789337,17,9,6,2240,115
1.0,0.6021,-0.2,-0.0098,1819724,1819728,16,5,4,2028,111
0.6667,0.699,-0.1667,0.0137,1962342,1962347,16,9,6,2076,123
0.4828,1.4914,0.5484,-0.2476,30207,30238,268,29,31,25809,79
0.3125,1.7559,0.7368,-0.1703,55572,55629,370,48,62,39293,27
0.2083,1.7853,0.8361,-0.2081,68445,68506,330,48,61,33449,90
0.36,1.5911,0.7692,-0.1941,75642,75681,207,25,39,21354,93
0.2,1.9085,0.8642,-0.1897,97132,97213,594,55,81,61608,93
0.2877,1.8692,0.7162,-0.0822,143784,143858,578,73,90,67901,100
0.1026,2.1038,0.937,-0.177,128854,128981,788,78,127,83011,86
0.2609,1.5563,0.8333,-0.0884,1543653,1543689,145,23,36,16920,108
0.3684,1.3979,0.72,-0.0651,1564451,1564476,97,19,25,11608,111
0.2593,1.5441,0.8,-0.0759,1581921,1581956,139,27,35,16441,110
0.2333,1.5798,0.8158,-0.0592,1599135,1599173,175,30,38,21073,111
0.25,1.6628,0.8913,-0.063,1647908,1647954,144,20,47,17271,110
0.2667,1.4771,0.8667,-0.0851,1668998,1669028,73,15,30,8549,109
0.3125,1.4472,0.8214,-0.0709,1682919,1682947,89,16,28,10584,110
0.3333,1.2553,0.7222,-0.0731,1738096,1738114,72,15,18,8542,111
0.4286,1.2553,0.6667,-0.0862,1772580,1772598,64,14,19,7486,111
0.3333,1.4624,0.7931,-0.0313,2369532,2369561,115,18,29,14260,115
0.4,1.301,0.7,-0.0052,2396372,2396392,58,15,20,7385,116
0.375,1.2553,0.6667,-0.074,2413168,2413186,60,16,19,7112,110
0.766,0.9031,-0.7778,0.0038,5851552,5851560,134,47,13,17217,114
0.8,0.8451,-0.5625,-0.006,5877663,5877670,52,20,8,6616,116
0.9655,0.9031,-0.7143,-0.0021,5897947,5897955,123,29,13,15711,117
0.9643,0.6021,-0.8518,-0.0038,5921344,5921348,81,28,9,10329,113
0.7692,0.6021,-0.8,-0.0035,5948468,5948472,56,26,6,7143,116
0.9167,0.699,-0.7727,-0.0022,5971611,5971616,68,24,9,8685,115
0.6842,0.9542,-0.3077,0.0075,5996730,5996739,79,19,11,10188,116
0.1783,2.1818,0.8487,-0.2728,6245624,6245776,2028,129,157,188767,28
0.6,1.2305,0.4706,0.14,785268,785285,78,15,17,11382,129
0.3158,1.4914,0.8065,-0.1451,1934306,1934337,127,19,31,13897,99
0.1754,1.9445,0.8864,-0.1304,1954598,1954686,540,57,88,60109,95
0.1487,2.0128,0.8932,-0.1212,1970774,1970877,716,74,103,80541,97
0.1471,1.9777,0.8947,-0.1147,1981388,1981483,571,68,95,64701,98
0.1078,2.1761,0.9267,-0.1428,1997356,1997506,1082,102,150,118721,94
0.1616,2.1271,0.8806,-0.0247,2003323,2003457,1004,99,134,125338,109
0.1341,2.0294,0.8972,-0.1232,2014210,2014317,477,82,107,53536,96
0.1717,2.0607,0.8522,-0.0101,2020002,2020117,695,99,117,88065,111
0.2903,1.699,0.82,-0.105,2030688,2030738,319,31,50,36546,101
0.1209,2.017,0.8942,-0.1205,2036193,2036297,585,91,105,65860,99
0.1642,1.9494,0.8764,-0.1046,2046094,2046183,495,67,90,56735,99
0.1525,1.9085,0.8889,-0.1161,2056310,2056391,492,59,83,55666,101
0.0968,2.2122,0.9264,-0.1651,2076516,2076679,969,124,163,103558,92
0.1467,2.0492,0.9018,-0.13,2086004,2086116,733,75,112,81625,98
0.1121,2.143,0.9137,-0.0254,2095554,2095693,975,107,141,121633,108
0.1964,1.9685,0.8817,-0.1386,2104786,2104879,706,56,93,77840,96
0.0974,2.1614,0.9241,-0.168,2113679,2113824,926,113,146,98616,92
0.1222,2.0414,0.9,-0.1492,2122174,2122284,653,90,110,71112,95
0.24,1.415,0.7692,-0.103,2163461,2163487,104,25,26,11941,106
0.4375,1.3424,0.6818,-0.1001,2172852,2172874,105,16,23,12094,106
0.4286,1.3222,0.7143,-0.0869,2182058,2182079,82,14,21,9584,109
0.5385,1.1761,0.5333,-0.1009,2188217,2188232,57,13,15,6560,107
0.381,1.3802,0.6667,-0.0907,2197352,2197376,111,21,24,12919,106
0.4444,1.4472,0.7143,-0.084,2206544,2206572,161,18,28,18877,108
0.6154,1.1461,0.4286,-0.082,2215716,2215730,68,13,14,7990,109
0.4,1.301,0.7,-0.0844,2224908,2224928,87,15,20,10196,109
0.6667,1.1761,0.3333,-0.0999,2237084,2237099,87,15,15,10024,106
1.0,1.0792,0.0833,-0.1253,735612,735624,113,11,12,12652,93
0.8067,1.8808,-0.2083,-0.1549,355940,356016,1812,119,135,196003,82
0.875,1.0414,0.3636,-0.1362,3028545,3028556,41,8,11,4533,100
0.9444,1.7076,0.6667,-0.1738,612201,612252,588,18,51,62182,73
1.0,1.0792,0.0833,-0.0572,32914,32926,106,11,12,12792,100
0.5652,1.699,0.48,-0.0894,228379,228429,612,46,52,71337,103
1.0,1.1461,0.0714,-0.1889,231429,231443,155,13,14,16093,55
0.8571,1.4624,0.5862,-0.1644,2513153,2513182,247,14,29,26419,88
0.75,1.301,0.55,-0.2421,4807459,4807479,135,12,21,13096,89
0.8461,1.6628,0.7609,-0.2166,4848223,4848269,376,13,47,37703,91
0.6,1.4624,0.6897,-0.172,466028,466057,202,15,29,21408,85
0.6875,0.9542,-0.5909,-0.1264,51943,51952,132,32,20,14760,104
0.7,1.5682,0.8108,-0.109,303225,303262,198,10,37,22581,101
0.9167,1.2041,0.3125,-0.1458,3020344,3020360,128,12,16,13996,88
0.8,1.2041,0.25,-0.1946,1346892,1346908,143,15,16,14742,76
0.7895,1.3424,0.3182,-0.1435,70219,70241,221,19,22,24230,97
0.8,1.1461,0.1429,-0.1625,1263623,1263637,114,15,14,12221,80
0.9318,0.9031,-0.8049,-0.1803,1503538,1503546,176,44,15,18466,90
0.6191,1.2787,0.3158,-0.1315,1587172,1587191,176,21,19,19565,86
0.8571,1.4472,-0.2222,-0.0524,7430,7458,513,42,29,62225,105
1.0,1.0,-0.6296,-0.1212,1099506,1099516,150,27,12,16873,96
0.8125,1.301,0.35,-0.1567,2922516,2922536,181,16,20,19537,78
0.7619,1.3979,0.36,-0.1524,690095,690120,279,21,25,30271,61
0.64,1.1461,-0.125,-0.0579,203973,203987,106,25,16,12782,108
0.6842,1.1761,0.1333,-0.1426,133188,133203,127,19,15,13938,90
0.8,1.0,0.2,-0.1648,597956,597966,50,10,10,5345,93
0.5,1.2787,0.6316,-0.1626,673841,673860,88,14,19,9432,95
0.8,0.7782,-0.25,-0.1836,731417,731423,34,10,6,3553,91
1.0,0.8451,-0.125,-0.1124,817238,817245,46,8,8,5226,97
0.6667,0.9542,0.1111,-0.0935,861912,861921,38,12,10,4409,104
0.7778,0.9031,0.125,-0.083,968156,968164,35,9,9,4108,102
0.8571,0.9542,-0.25,-0.1998,1035255,1035264,66,14,9,6760,84
0.7778,0.8451,0.0,-0.1102,1074269,1074276,39,9,7,4442,101
0.8182,0.9031,-0.1111,-0.1151,1131516,1131524,38,11,8,4304,96
0.7778,0.9031,0.125,-0.2446,1168986,1168994,32,9,8,3094,85
0.8333,0.9542,-0.1,-0.141,1199744,1199753,67,12,10,7367,87
0.9091,1.0,0.0,-0.0557,1290093,1290103,64,11,10,7736,103
0.7368,1.1461,0.0,-0.258,1658945,1658959,115,19,14,10923,71
0.75,1.1139,-0.1333,-0.2015,2070108,2070121,134,20,13,13696,67
0.75,1.0414,0.1818,-0.294,2097069,2097080,69,12,11,6235,77
0.75,1.1461,0.3571,-0.1259,2243918,2243932,101,12,14,11300,95
0.566,1.5315,0.1177,-0.1698,2455610,2455644,617,53,43,65563,70
0.9286,1.0414,-0.1539,-0.2135,2563697,2563708,93,14,11,9363,75
1.0,1.0,0.0,-0.2455,2637324,2637334,68,10,10,6567,83
0.6923,1.0,0.1,-0.19,2690125,2690135,67,13,10,6947,84
0.3913,1.4771,0.7,-0.1211,2829623,2829653,166,23,31,18674,91
0.7692,1.0,0.0,-0.1191,2993150,2993160,75,13,10,8457,93
0.7143,1.0414,0.0909,-0.1307,3023370,3023381,82,14,11,9124,93
0.8667,1.0,-0.2308,-0.1323,3378464,3378474,81,15,10,8996,91
0.8182,0.9031,-0.1111,-0.1135,3406368,3406376,55,11,8,6241,97
0.6087,1.301,0.3,-0.3382,3457631,3457651,208,23,21,17619,61
0.48,1.3424,0.4545,-0.1522,3581245,3581267,148,25,23,16061,91
0.6,1.2553,0.5,-0.2189,92878,92896,126,15,18,12598,84
0.6191,1.3424,0.4091,-0.1742,113269,113291,162,21,23,17124,85
0.8,1.0792,0.0,-0.1213,140744,140756,100,15,12,11247,85
0.8846,1.3424,-0.0435,-0.2112,328431,328453,329,26,23,33217,58
0.5454,1.0792,0.5,-0.2114,414919,414931,52,11,12,5249,86
0.7059,1.1761,0.2,-0.1225,484193,484208,138,17,16,15501,91
0.6667,1.0792,0.1667,-0.2774,589740,589752,87,15,12,8047,82
0.625,1.0414,0.0909,-0.1445,625577,625588,87,16,11,9527,84
0.7,1.0792,0.4167,-0.0989,800126,800138,56,10,12,6459,104
0.56,1.5185,0.1515,-0.2663,902589,902622,659,50,34,61890,49
0.7857,1.0,-0.0909,-0.1078,970962,970972,66,14,10,7537,101
0.8,1.2553,0.1111,-0.1624,1046565,1046583,184,20,18,19728,77
0.6546,1.4624,-0.1944,-0.2712,1082492,1082521,662,55,33,61753,44
0.6522,1.3222,0.2857,-0.1455,1250608,1250629,184,23,21,20124,82
0.8889,1.0414,0.2727,-0.1112,1294968,1294979,70,9,11,7964,94
0.8667,1.0792,-0.0769,-0.2395,1388292,1388304,107,15,12,10416,65
0.8824,0.9031,-0.4667,-0.1098,1540628,1540636,84,17,8,9571,99
0.4545,1.3222,0.5238,-0.1719,1566617,1566638,126,22,21,13355,90
0.6667,1.1761,0.4667,-0.1288,1593977,1593992,90,12,15,10036,93
0.75,1.2305,0.2941,-0.1582,1635847,1635864,144,16,17,15517,84
0.6154,1.1461,0.4286,-0.2244,1757997,1758011,67,13,15,6652,86
0.6923,1.1461,0.3571,-0.2567,2089982,2089996,94,13,14,8943,78
0.7222,1.2787,0.3158,-0.1279,2274364,2274383,163,18,19,18196,93
0.8333,1.1139,-0.48,-0.1426,2315017,2315030,204,30,17,22388,95
0.8,1.1461,0.4286,-0.2601,2488268,2488282,78,10,14,7387,79
0.9091,0.9542,-0.1,-0.2069,2921961,2921970,62,11,9,6294,80
0.8,1.0414,-0.0833,-0.1562,2946689,2946700,110,15,11,11881,83
0.8571,1.0,-0.1667,-0.1113,3294606,3294616,65,14,10,7394,103
0.8182,0.9542,0.0,-0.1363,3426581,3426590,58,11,9,6412,97
0.8182,1.0,0.1,-0.1293,3579130,3579140,68,11,10,7579,94
0.4318,1.6233,0.0952,-0.3277,951875,951917,822,88,63,70737,71
0.9,1.0,0.1,-0.5971,990614,990624,68,10,10,3507,21
0.7143,1.0792,0.1667,-0.3754,1161637,1161649,59,14,12,4717,72
0.8182,1.0792,0.25,-0.566,1465348,1465360,71,11,12,3944,22
0.2353,1.9685,0.7419,-0.3109,2961860,2961953,1130,102,101,99671,77
0.2771,1.959,0.7473,-0.2997,2987424,2987515,1125,83,92,100842,76
0.5625,1.0414,0.1818,-0.2442,3009085,3009096,66,16,11,6385,88
0.75,1.0,0.1,-0.1198,3379334,3379344,69,12,10,7774,95
0.6,1.415,0.4231,-0.2713,3403338,3403364,255,25,26,23784,77
0.8461,0.9031,-0.2727,-0.1229,3857540,3857548,78,13,8,8757,87
0.9,0.9031,-0.1111,-0.1279,3896732,3896740,54,10,8,6028,90
0.9091,1.0,0.0,-0.1158,3942253,3942263,74,11,10,8375,95
0.8,1.301,0.2,-0.1927,3962284,3962304,250,20,20,25833,77
0.8,0.9031,0.0,-0.1244,3986260,3986268,51,10,8,5716,102
1.0,1.0,-0.0909,-0.196,4048592,4048602,86,11,10,8851,90
0.8,0.9031,0.0,-0.0256,99636,99644,55,10,8,6860,111
0.7692,1.1461,0.2857,-0.1387,257756,257770,110,13,14,12127,92
0.6875,1.3617,0.0435,-0.2816,728281,728304,375,32,23,34485,48
0.8182,1.0414,0.1818,-0.1196,961360,961371,67,11,11,7550,99
0.7333,1.2553,0.3889,-0.1115,1620649,1620667,126,15,18,14330,104
0.3846,1.3222,0.7619,-0.0236,1709640,1709661,76,13,21,9498,118
0.7615,1.3802,-0.7108,-0.0797,1803992,1804016,880,109,61,103662,101
0.8889,0.9542,0.1111,-0.1262,1862719,1862728,52,9,9,5816,101
0.2857,1.4472,0.7857,-0.0795,1988956,1988984,112,21,28,13196,110
0.6364,1.0,0.3,-0.0662,2014358,2014368,59,11,10,7052,107
0.6429,1.1461,0.3571,-0.0916,2039121,2039135,84,14,14,9767,105
0.4545,1.1461,0.6429,-0.1372,2062989,2063003,55,11,14,6074,102
0.5714,1.1461,0.4286,-0.1099,2102085,2102099,68,14,14,7747,105
0.5833,1.2041,0.5625,-0.0604,2166062,2166078,78,12,16,9381,110
0.375,1.4624,0.7931,-0.1014,2433462,2433491,122,16,29,14032,107
0.6923,1.0414,0.1818,-0.0547,2451285,2451296,67,13,11,8107,112
0.6429,0.9031,-0.1111,-0.1829,3320084,3320092,56,14,8,5857,87
0.6667,1.1761,0.3333,-0.1158,3384541,3384556,101,15,15,11431,99
0.75,1.0414,0.1818,-0.081,3577116,3577127,67,12,11,7881,106
0.6667,1.1461,0.2857,-0.1317,4118358,4118372,77,15,14,8558,104
0.7857,1.0792,0.0833,-0.078,4165780,4165792,89,14,12,10504,108
0.5,0.9031,-0.2,0.0515,4186980,4186988,52,20,8,6999,130
0.5946,1.2305,-0.2273,0.0048,921087,921104,105,37,20,13505,100
0.8333,0.8451,-0.3,0.093,1581945,1581952,54,12,7,7555,123
0.4,1.4771,0.6667,-0.2625,1612840,1612870,193,25,30,18218,78
0.625,1.3617,0.3478,-0.2521,1659737,1659760,223,24,23,21349,63
0.5625,1.1461,0.3571,-0.1054,1695433,1695447,86,16,14,9848,100
0.4,1.3802,0.6667,-0.1184,1715283,1715307,110,20,24,12413,100
0.625,1.1139,0.2308,-0.1187,4121201,4121214,81,16,13,9137,98
0.9444,0.9542,-0.4706,-0.1561,5260241,5260250,116,18,10,12530,88
0.5294,1.0414,-0.3889,0.0005,5492080,5492091,110,34,16,14087,113
0.5938,0.9542,-0.5263,0.0465,5521699,5521708,89,32,14,11922,123
0.9286,0.8451,-0.4615,-0.0005,5550892,5550899,51,14,11,6525,120
0.9583,0.699,-0.7826,0.0574,5714647,5714652,76,24,7,10286,120
0.8,0.9542,0.1111,-0.1147,836762,836771,51,10,9,5779,92
0.75,1.3979,0.4,-0.1301,1276792,1276817,252,20,25,28061,92
0.5,1.1461,0.1429,0.0313,1592233,1592247,102,24,15,13464,118
0.2619,1.8389,0.5217,-0.0569,1785718,1785787,979,126,108,118187,106
0.9,0.9031,-0.1111,-0.2946,119924,119932,52,10,8,4695,74
0.7857,1.301,-0.0909,-0.2938,890920,890940,290,28,22,26213,43
0.9,0.9031,-0.1111,-0.1677,2173332,2173340,56,10,9,5966,90
0.7895,0.9542,-0.4,0.031,3597508,3597517,56,19,11,7390,120
0.3913,1.6435,0.7954,-0.1415,595201,595245,226,23,44,24834,93
0.5625,1.415,0.3077,-0.1262,971525,971551,187,32,28,20916,101
0.4348,1.4472,0.6429,-0.1851,1130873,1130901,171,23,28,17836,92
0.4865,1.5185,0.4545,-0.154,1349778,1349811,383,37,33,41476,97
0.7647,1.1139,0.0,-0.1636,1954485,1954498,120,17,13,12847,83
0.75,1.415,0.1923,-0.3194,2134924,2134950,425,28,26,37025,48
0.8571,1.0792,0.0,-0.1647,2488529,2488541,111,14,12,11868,93
0.4286,1.2305,0.4706,-0.0684,2633467,2633484,96,21,18,11447,108
0.8571,1.1461,0.1429,-0.1681,3178549,3178563,133,14,14,14163,84
0.75,1.0,0.1,-0.1463,9754896,9754906,63,12,10,6884,89
0.7273,1.0414,0.2727,-0.2288,2183073,2183084,69,11,11,6811,78
0.875,1.1761,0.0667,-0.214,745890,745905,165,16,15,16601,70
0.75,1.3617,0.3478,-0.2627,1144047,1144070,245,20,23,23122,56
0.7692,1.0414,0.0909,-0.1903,1248676,1248687,88,13,11,9120,88
1.0,1.1139,0.1539,-0.1176,1293999,1294012,106,11,13,11973,96
0.6842,1.2041,0.1875,-0.109,1786108,1786124,154,19,16,17564,93
0.381,1.301,0.6,-0.3624,2158132,2158152,88,21,20,7182,67
0.7,1.2787,0.2632,-0.321,2338856,2338875,169,20,19,14689,64
0.75,1.1139,0.3077,-0.2099,2591828,2591841,80,12,13,8091,91
0.5833,1.1461,0.5,-0.1069,3568704,3568718,63,12,14,7202,104
0.7333,1.0414,0.0,-0.2065,3658081,3658092,84,15,11,8532,83
0.75,1.1761,0.4,-0.1958,3681237,3681252,79,12,15,8132,86
0.7143,1.0,0.0,-0.11,3706296,3706306,66,14,10,7519,97
0.8387,1.3222,-0.1923,-0.1593,3802023,3802044,350,31,25,37664,78
0.9091,1.0792,0.1667,-0.1091,3947227,3947239,85,11,12,9693,95
0.9375,0.9031,-0.4667,-0.1015,4072432,4072440,82,16,9,9431,100
0.6364,1.0414,0.3636,-0.1033,4235272,4235283,60,11,11,6887,102
0.5882,1.2305,0.4118,-0.0679,4630871,4630888,108,17,17,12886,102
0.9,0.9031,-0.1111,-0.0839,4726828,4726836,57,10,8,6684,101
0.75,1.0,0.4,-0.4053,799291,799301,34,8,10,2588,61
0.96,0.7782,-0.75,-0.3013,830518,830524,51,25,11,4561,77
0.6111,1.1461,0.2143,-0.2052,1134907,1134921,116,18,14,11801,64
0.5882,1.1761,0.3333,0.0075,1219062,1219077,79,17,15,10188,115
0.8333,1.0414,-0.2667,-0.0625,1248833,1248844,114,18,12,13680,101
0.8889,0.8451,-0.125,-0.1852,271824,271831,38,9,7,3963,85
0.6667,0.9031,0.25,-0.0791,287964,287972,32,9,8,3772,105
1.0,0.7782,0.0,-0.0881,496422,496428,25,6,6,2918,105
0.9,0.8451,-0.2222,-0.1903,733668,733675,45,10,7,4664,86
0.4516,1.5051,0.5625,-0.0961,468991,469023,223,31,32,25800,106
0.75,0.9542,0.0,-0.1706,492452,492461,62,12,9,6582,91
0.8461,1.0792,0.0833,-0.1144,652992,653004,84,13,12,9522,87
0.8125,1.1139,0.0,-0.1711,812031,812044,137,16,13,14536,81
0.6191,1.2553,0.2778,-0.168,832264,832282,148,21,19,15761,96
0.8889,0.9542,0.1111,-0.1762,899390,899399,52,9,9,5483,91
0.7857,1.0,-0.0909,-0.1229,1067161,1067171,68,14,10,7634,96
0.8333,1.0,0.0,-0.1742,1164921,1164931,60,12,10,6342,88
0.9286,1.0792,-0.0769,-0.2614,1206028,1206040,113,14,12,10683,75
0.8,0.9542,0.1111,-0.1123,1304617,1304626,51,10,9,5795,100
0.9167,1.0,-0.0909,-0.1194,1340865,1340875,70,12,10,7890,91
0.7692,1.0,0.0,-0.112,1379196,1379206,66,13,10,7502,98
0.6875,1.1139,0.1539,-0.071,1439661,1439674,104,16,13,12367,110
0.7222,1.1461,0.0714,-0.1589,1467096,1467110,140,18,14,15073,90
0.7857,0.9031,-0.2727,-0.1561,1519112,1519120,64,14,8,6913,94
0.9167,0.8451,-0.3636,-0.1053,1589161,1589168,57,12,7,6528,103
0.8125,1.1139,0.0,-0.1582,1627293,1627306,114,16,14,12284,79
1.0,0.9031,-0.2,-0.1041,1802170,1802178,58,10,8,6651,99
0.7143,1.5682,0.1892,-0.4375,1862942,1862979,767,42,37,55228,12
0.8,1.1139,0.3846,-0.1161,1940686,1940699,66,10,13,7467,101
