steel/table11.V13,steel/table11.V14,steel/table11.V27,steel/table11.V28,steel/table11.V29,steel/table11.V32,V3,Class
1,40,0.8513,0,0,0,9708110,2
1,300,0.9048,0,0,0,103892,2
0,60,0.1852,0,0,0,597956,1
0,80,0.9999,0,0,0,911696,2
0,60,0.286,0,0,0,1248833,1
0,70,1.0,0,1,0,776120,1
1,40,1.0,0,0,0,308503,1
1,50,0.14,0,0,0,1188740,1
1,185,0.2432,0,0,0,32914,1
1,40,1.0,0,0,0,468317,1
1,50,0.1262,0,0,0,237729,1
1,40,0.6559,0,0,0,260406,2
1,40,0.9961,0,0,0,4758137,1
0,80,0.8355,0,0,0,3802023,1
1,40,1.0,0,0,0,1992062,1
1,200,0.1622,0,0,0,108596,2
1,40,1.0,0,0,0,1626575,1
1,130,0.965,0,0,0,1523381,2
0,70,0.5296,0,0,0,3962284,1
0,80,0.266,0,0,0,336137,2
1,50,1.0,0,0,0,40322,1
1,40,1.0,0,0,0,2751455,1
1,70,0.2686,1,0,0,1246698,1
1,50,0.1659,0,0,0,1692615,1
0,70,0.9998,0,0,0,2344077,2
1,70,0.9999,0,0,0,397980,2
1,40,1.0,0,0,0,663618,1
1,40,1.0,0,0,0,2229552,1
0,80,0.1862,0,0,0,1664446,1
0,70,0.3097,0,0,0,1467096,1
0,60,0.4763,0,0,0,1046565,1
1,50,0.1322,0,0,0,847972,1
0,70,0.2532,0,1,0,646729,1
0,70,0.3125,1,0,0,1120157,1
0,70,0.2739,0,0,0,1206028,1
1,200,0.8299,1,0,0,284144,1
0,80,0.5708,0,0,0,1144047,1
0,70,0.2532,0,1,0,1116878,1
1,70,0.5329,0,0,0,3225473,2
1,50,0.1687,0,0,0,1971777,2
1,40,0.2051,0,0,0,675316,1
0,70,0.929,0,1,0,1951256,1
1,40,1.0,0,0,0,908650,1
1,220,0.9999,0,0,0,36092,2
1,40,1.0,0,0,0,4197607,1
1,40,1.0,0,0,0,931074,1
1,70,0.4796,0,0,0,286956,2
0,80,0.5296,0,0,0,1349016,1
1,40,0.556,0,0,0,4349724,1
1,300,0.9471,0,0,0,211409,2
1,40,1.0,0,0,0,2052389,1
0,80,1.0,0,0,0,830128,1
0,80,0.2105,0,0,0,2182560,2
1,40,1.0,0,0,0,2552670,1
0,100,0.2051,1,0,0,969900,1
1,150,0.9888,1,0,0,368143,1
0,70,0.6781,0,0,0,1720569,1
0,85,0.2432,0,0,0,2093622,1
1,40,1.0,0,0,0,1934838,1
1,40,0.2173,0,0,0,898704,1
0,70,0.2739,0,1,0,463836,1
1,50,0.1262,0,0,0,192327,1
0,70,0.9999,0,1,0,936743,1
1,50,0.14,0,0,0,1095698,1
1,40,0.2901,0,0,0,10507433,1
1,40,0.4284,0,0,0,303225,1
1,40,0.9985,0,1,0,1566427,1
1,50,0.761,0,0,0,745600,2
1,40,1.0,0,0,0,7765518,1
1,40,1.0,0,0,0,58567,2
0,70,0.2928,0,1,0,2032900,1
1,40,0.2901,0,0,0,1036577,2
0,100,0.3509,0,0,0,745890,1
0,143,0.1322,0,0,0,166852,2
0,70,0.2288,0,0,0,2312016,2
1,300,0.8153,0,0,0,109868,2
1,40,1.0,0,0,0,1430612,1
1,40,0.8173,0,0,0,340581,2
1,120,0.9806,0,0,1,97132,1
0,70,1.0,0,1,0,1699784,1
0,69,0.1965,0,0,0,5550892,1
0,70,0.9999,0,1,0,677297,1
0,70,0.9216,0,1,0,66522,1
0,80,0.9999,0,0,0,971696,2
1,40,1.0,0,0,0,87744,1
1,40,1.0,0,0,0,553549,1
1,40,1.0,0,0,0,4373092,1
1,300,0.9895,0,0,0,256288,2
1,100,0.4366,0,0,0,127346,2
0,120,0.1852,0,0,0,1802452,2
1,40,0.5903,0,0,0,350893,1
1,40,1.0,0,0,0,452068,1
0,100,0.2173,0,0,0,764081,2
0,80,0.2792,0,0,0,2158132,1
0,80,0.23,0,0,0,3658081,1
0,70,0.1954,0,0,0,2835787,2
0,80,0.5951,0,0,0,2932024,2
1,175,0.7462,0,0,0,534066,1
0,70,1.0,0,1,0,763872,1
1,50,0.9994,1,0,0,3874199,1
1,50,0.1483,0,0,0,679386,1
1,40,1.0,0,0,0,2311225,1
0,70,0.1934,0,0,0,127892,2
0,200,0.2901,0,0,0,4138007,2
1,40,0.5805,0,0,0,373848,2
1,40,1.0,0,0,0,2277118,2
1,40,0.997,1,0,0,132507,1
1,40,1.0,0,0,0,949655,2
0,60,0.215,0,0,0,1035255,1
1,40,1.0,0,0,0,441418,1
0,80,0.1852,0,0,0,2224815,2
1,50,0.1569,0,0,0,762234,1
0,70,0.4399,0,1,0,1285730,1
1,150,0.8299,1,0,0,230644,1
0,70,0.2583,0,1,0,2583771,1
1,40,1.0,0,0,0,1484624,1
1,40,0.5212,0,0,0,55547,1
1,200,0.2942,0,0,0,379740,2
0,70,0.9998,0,1,0,149046,1
1,100,0.9792,0,0,1,1954598,1
1,200,0.6173,1,0,0,42683,1
1,40,1.0,0,0,0,2041748,1
1,100,0.4317,0,0,0,68259,2
1,120,0.9979,0,0,0,133270,2
0,80,0.9935,0,0,0,884609,1
1,70,0.7512,0,0,0,661248,2
0,69,0.2195,0,0,1,5877663,1
0,200,1.0,0,0,0,4441757,1
1,200,0.4106,0,0,0,261033,2
1,40,1.0,0,0,0,420136,1
0,100,0.2482,0,0,0,1477978,2
1,40,1.0,0,0,0,2786940,1
0,70,0.1934,0,0,0,3857540,1
0,70,0.9639,0,1,0,494893,1
0,300,0.3068,0,0,0,975066,2
1,40,0.2195,0,0,0,2102085,1
1,40,1.0,0,0,0,3003398,1
1,300,0.7281,0,0,0,232415,2
1,220,1.0,0,0,0,186833,2
1,40,1.0,0,0,0,2339627,1
1,40,0.9999,0,0,0,3889348,1
1,40,1.0,0,0,0,1672082,1
0,80,0.2018,0,0,0,1132484,2
1,100,0.9977,0,0,1,2122174,1
1,50,0.1292,0,0,0,1322072,1
0,70,0.9998,0,1,0,1427809,1
1,200,0.4317,1,0,0,86284,1
1,40,0.8854,0,0,0,1090984,2
1,40,1.0,0,0,0,1480323,1
0,70,0.2901,0,0,0,2083961,1
0,70,0.9848,0,1,0,1785901,1
0,70,0.1954,0,0,0,3379334,1
0,80,0.463,0,0,0,3257887,1
1,40,0.4779,0,0,0,31041,1
1,50,0.1696,0,0,0,1709863,1
0,150,0.3097,0,0,0,404761,2
1,40,0.5212,0,0,0,9767941,2
1,175,0.3359,0,1,0,1062881,1
1,50,0.1384,0,0,0,294032,1
1,40,0.5461,0,0,0,900068,2
1,200,1.0,0,0,0,185988,2
1,90,0.6514,1,0,0,1751260,1
1,200,0.2359,0,0,0,272159,2
1,200,0.9987,0,0,0,228379,1
1,50,0.3663,0,0,0,3626796,1
1,40,1.0,0,0,0,31494,2
1,40,0.633,1,0,0,3496093,1
1,300,0.6678,0,0,0,88576,2
1,40,0.8153,0,1,0,639972,1
1,40,0.2712,0,0,0,467888,1
1,40,1.0,0,0,0,1576208,1
1,90,0.8705,1,0,0,815462,1
0,70,0.1622,0,0,0,2016193,2
0,70,0.1862,0,0,0,492452,1
1,40,0.5951,0,0,0,1024413,2
1,40,0.997,0,0,0,2820561,1
1,40,0.2914,0,0,0,521912,1
1,200,0.3663,0,0,0,149048,2
1,100,0.2116,0,0,1,2188217,1
1,70,0.1954,0,0,0,3094414,2
1,175,0.8299,0,0,0,820681,1
