steel/table3.V19,steel/table3.V24,steel/table3.V25,steel/table3.V26,steel/table3.V4,steel/table3.V5,steel/table3.V6,steel/table3.V7,steel/table3.V8,steel/table3.V9,V3
0.7097,0.9031,-0.6364,-0.0307,178731,101,31,21,12531,118,178723
0.6154,1.2041,0.5,-0.0085,585950,90,13,16,11422,114,585934
0.7857,1.0792,0.0833,-0.078,4165792,89,14,12,10504,108,4165780
0.204,2.1644,0.7192,-0.1426,133829,2267,201,161,248809,96,133683
0.6471,1.0414,0.0,-0.1923,1373442,52,17,13,5376,95,1373431
0.2575,2.2148,-0.0409,-0.1008,1310041,11271,664,396,1297285,27,1309877
0.4828,1.1761,-0.4643,0.0016,373961,153,58,29,19616,118,373946
0.4375,1.3424,0.6818,-0.1001,2172874,105,16,23,12094,106,2172852
0.7647,1.1139,0.0,-0.1724,643193,124,17,13,13135,81,643180
0.2414,1.6335,0.8372,-0.1253,1044587,181,29,43,20264,99,1044544
0.7727,0.9542,-0.4706,0.0023,516436,67,22,16,8596,120,516427
0.1414,2.356,0.815,-0.0786,2150756,5390,297,258,635678,9,2150529
0.6964,1.2305,-0.5641,-0.0643,4015618,271,56,26,32459,112,4015601
0.6087,1.4472,0.5,-0.279,1280256,266,23,28,24547,49,1280228
0.2267,2.1761,-0.1329,-0.0977,1185752,13387,763,425,1546189,29,1185602
0.8889,1.0792,0.3333,-0.403,309526,60,9,12,4585,62,309514
0.5789,1.1761,0.2667,-0.366,2613138,106,19,15,8602,63,2613123
0.8,1.0414,-0.0833,-0.2359,172111,105,15,11,10269,59,172100
0.6,1.2553,0.5,-0.2189,92896,126,15,18,12598,84,92878
0.5,1.3979,0.72,-0.0674,844932,139,14,25,16593,108,844907
0.8,1.1461,0.1429,-0.0629,1430075,83,15,14,9956,101,1430061
0.1923,2.2041,0.875,-0.2988,843472,1613,104,172,144769,72,843312
1.0,0.6021,0.25,-0.0645,171878,8,3,4,958,108,171874
0.5625,1.1461,0.3571,-0.1054,1695447,86,16,14,9848,100,1695433
1.0,1.2787,0.3158,-0.1685,64720,175,13,19,18625,61,64701
0.3636,1.4624,0.7241,-0.0298,1172632,128,22,30,15896,111,1172603
0.6316,1.301,0.4,-0.1857,4201948,150,19,20,15635,81,4201928
0.875,1.0792,-0.1429,-0.0486,1671110,99,16,13,12056,111,1671098
0.4394,2.1399,0.3696,-0.157,815711,3234,198,207,348957,75,815573
0.3429,1.6532,0.7333,-0.223,435916,379,35,45,37695,80,435871
1.0,0.699,0.2,-0.1172,210509,18,4,5,2034,102,210504
0.7717,1.8129,-0.6154,-0.1865,2556352,6234,219,125,649139,43,2556287
0.4783,1.1461,0.2143,-0.2241,1385914,98,23,14,9733,89,1385900
0.8696,1.2787,-0.05,-0.1846,956991,226,23,27,23587,86,956972
0.5385,1.4472,-0.4286,0.0062,315142,671,91,39,86424,119,315114
1.0,0.8451,-0.2222,-0.2414,106519,52,9,7,5049,87,106512
1.0,1.4472,0.6429,-0.2785,2691189,214,10,28,19762,70,2691161
0.75,1.415,0.4231,-0.1906,1072413,258,20,26,26729,77,1072387
0.8571,1.0792,0.0,-0.2251,1352060,73,14,12,7241,86,1352048
0.3085,1.5051,0.0938,-0.0083,1327750,539,94,63,68416,119,1327718
0.7314,1.6902,-0.6172,-0.1497,7612982,3961,175,99,431127,66,7612933
0.525,1.2305,-0.1905,-0.2387,3787204,129,40,24,12571,84,3787187
0.8333,1.2041,0.375,-0.0926,2371598,106,12,16,12311,107,2371582
0.4706,1.6435,0.8182,-0.2913,270944,267,17,44,24220,76,270900
0.5556,1.2787,0.4737,-0.0842,891079,107,18,19,12543,110,891060
0.7,1.0,0.3,-0.2125,783156,51,10,10,5141,93,783146
0.7778,1.0792,0.4167,-0.038,852053,63,9,12,7758,115,852041
0.7273,0.8451,-0.125,-0.216,126958,40,11,7,4014,89,126951
0.4118,1.2787,0.6316,-0.1197,2887114,86,17,19,9690,102,2887095
0.3204,1.7924,0.0645,-0.0332,2638062,1685,181,101,208514,115,2638000
0.8333,0.9031,-0.2,-0.1094,1082248,64,12,8,7296,97,1082240
0.8125,1.1139,0.0,-0.1711,812044,137,16,13,14536,81,812031
1.0,0.7782,-0.4545,-0.0022,367330,28,11,7,3576,120,367324
0.8571,1.1461,0.1429,-0.2471,1569536,125,14,14,12047,73,1569522
0.7143,1.5315,0.2647,-0.125,2530797,574,35,35,64288,89,2530763
0.5882,1.3802,0.5833,-0.0746,10369620,150,17,24,17768,105,10369596
0.5454,1.6902,0.1429,-0.2824,447992,1222,77,54,112240,36,447943
0.2539,2.3117,0.1171,-0.058,592819,17887,713,448,2156667,21,592614
0.388,1.7324,-0.2394,-0.8603,1466141,1241,183,102,22191,0,1466087
0.75,1.0792,0.0,-0.3205,313360,119,16,12,10350,56,313348
0.5385,1.2305,0.1765,-0.0139,113277,120,26,17,15146,117,113260
0.4063,1.7559,0.7719,-0.3686,562633,515,32,57,41622,46,562576
0.7907,1.1461,-0.5882,-0.0481,2811861,219,43,21,26683,109,2811847
0.8,1.1761,0.2,-0.3339,3859266,143,15,15,12193,56,3859251
0.4286,1.2553,0.6667,-0.0862,1772598,64,14,19,7486,111,1772580
0.6429,1.0414,0.1818,-0.1712,2071956,76,14,11,8063,84,2071945
0.1467,2.0492,0.9018,-0.13,2086116,733,75,112,81625,98,2086004
0.7273,1.0414,0.2727,-0.2007,46725,56,11,11,5729,90,46714
0.3617,1.5441,0.5143,-0.213,1036161,265,47,40,26694,86,1036126
0.0724,2.5527,0.9552,-0.1436,11741833,3319,221,357,363821,37,11741476
0.3077,1.6335,0.7209,0.0192,228336,341,39,43,44484,121,228293
1.0,1.0,-0.0909,0.2907,561842,88,11,10,14538,134,561832
0.905,1.4914,-0.9514,-0.1454,4601217,11797,705,225,1290423,78,4601186
0.6346,1.3617,-0.303,-0.0774,274631,460,52,41,54324,103,274608
0.5536,1.4472,-0.0968,0.0035,753089,212,56,37,27232,119,753061
0.9167,0.9542,-0.1818,-0.0704,1804048,69,12,9,8210,99,1804039
0.25,1.5185,0.9091,-0.0504,1508724,74,12,33,8995,112,1508691
0.5682,1.2553,-0.28,-0.0978,4348516,146,44,28,16861,102,4348498
0.3478,2.2148,0.9024,-0.0651,779308,1506,46,167,180215,53,779144
0.2895,1.5441,0.0571,-0.0028,1338402,677,114,79,86417,120,1338367
0.6298,1.7924,-0.6242,-0.17,4649920,5814,262,137,617639,44,4649858
0.5,1.3424,0.4091,-0.2076,1483901,130,26,25,13185,90,1483879
0.8,1.1461,0.1429,-0.1625,1263637,114,15,14,12221,80,1263623
0.6786,1.6812,0.6042,-0.3117,3149542,566,28,49,49867,70,3149494
0.9286,1.0414,-0.1539,-0.2135,2563708,93,14,11,9363,75,2563697
0.6667,1.0792,0.1667,-0.2774,589752,87,15,12,8047,82,589740
0.75,0.9542,0.0,-0.0402,385922,54,12,10,6634,114,385913
0.8,0.9031,-0.6667,0.0362,3746649,99,30,18,13131,125,3746641
0.2445,2.2601,0.1484,-0.0899,1494716,12729,634,404,1482862,29,1494534
0.7826,1.1761,-0.1667,-0.2067,4019368,117,23,17,11880,89,4019353
0.6154,1.4771,0.2,-0.1822,310597,335,39,31,35066,82,310567
0.9,0.9031,-0.1111,-0.1279,3896740,54,10,8,6028,90,3896732
0.6192,1.699,-0.6622,-0.1781,2215404,4881,239,110,513464,40,2215354
0.8065,0.8451,-0.72,-0.0576,155262,62,31,9,7479,114,155255
0.5,1.415,0.7308,0.1774,195029,111,14,27,16728,144,195003
0.875,1.0414,0.3636,-0.1362,3028556,41,8,11,4533,100,3028545
0.7225,1.6812,-0.616,-0.3703,109106,3630,173,100,292575,35,109058
0.2214,2.0414,0.4727,-0.0092,157529,2463,262,168,312375,116,157419
0.8929,1.1139,-0.48,-0.0481,2975090,170,28,14,20714,114,2975077
0.9557,1.2553,-0.9478,-0.3442,4569177,4307,361,123,361568,64,4569159
0.5263,1.2787,-0.05,-0.1132,1488885,204,38,22,23155,105,1488866
0.7083,1.301,0.15,-0.343,625516,260,24,20,21865,52,625496
0.6364,1.0414,0.3636,-0.1033,4235283,60,11,11,6887,102,4235272
1.0,1.0414,0.1818,0.3118,552388,75,9,11,12593,150,552377
0.5993,1.8389,-0.5843,-0.197,2336344,5724,277,162,588321,37,2336275
0.3714,1.6812,0.7292,-0.2511,72355,326,35,49,31251,87,72307
1.0,1.0414,-0.3889,0.5613,177087,136,18,11,27180,192,177076
0.7333,1.2553,0.3889,-0.1115,1620667,126,15,18,14330,104,1620649
0.75,0.7782,0.0,0.0347,899665,18,8,6,2384,127,899659
0.2749,2.1492,0.0993,-0.162,3658511,7639,462,260,819375,40,3658370
0.96,0.7782,-0.75,-0.3013,830524,51,25,11,4561,77,830518
0.8889,0.9542,0.1111,-0.1262,1862728,52,9,9,5816,101,1862719
0.3103,1.9731,0.5213,-0.2629,65100,1695,145,133,159918,80,65006
1.0,1.1139,0.0769,-0.1588,2665742,124,12,14,13351,85,2665729
0.6786,0.9542,-0.5263,-0.2053,183734,103,28,13,10477,95,183725
0.8461,1.0792,0.0833,-0.2611,789352,100,13,12,9458,77,789340
0.6667,1.0792,0.5,-0.0582,10624934,49,9,13,5907,115,10624922
0.7875,1.4472,-0.5556,-0.2606,4163699,980,80,46,92750,24,4163671
0.8571,1.4472,-0.2222,-0.0524,7458,513,42,29,62225,105,7430
0.1343,2.2989,0.9096,-0.166,514011,2145,134,201,228995,16,513812
0.8125,1.0414,-0.1539,-0.1555,532556,110,16,11,11890,75,532545
0.36,1.5911,0.7692,-0.1941,75681,207,25,39,21354,93,75642
1.0,1.2305,0.1765,-0.1236,75139,197,14,17,22098,89,75122
0.5797,1.8062,-0.6257,-0.1827,2421508,5544,295,159,579951,43,2421444
0.3472,1.7559,0.5614,-0.2329,165553,744,72,65,73055,77,165496
0.48,1.4771,0.6,-0.2106,1005895,184,25,30,18593,85,1005865
0.625,1.5051,0.5313,-0.1805,1823987,285,24,32,29895,81,1823955
0.9375,1.2305,0.1177,-0.2418,33737,178,16,17,17274,69,33720
0.8667,1.0792,-0.0769,-0.2395,1388304,107,15,12,10416,65,1388292
0.8333,1.0414,0.0909,-0.2808,698420,89,12,11,8193,78,698409
0.2667,1.4771,0.8667,-0.0851,1669028,73,15,30,8549,109,1668998
0.7143,1.0,-0.3333,-0.2348,3232534,105,21,12,10284,85,3232524
0.6422,1.7482,-0.6242,-0.1743,2254463,4995,232,124,527906,39,2254407
0.3771,1.4472,0.1786,-0.1081,1469884,373,61,42,42582,107,1469856
0.2619,1.7482,0.8036,-0.1431,1246244,295,42,56,32358,96,1246188
0.9375,1.2305,0.1177,-0.2267,41201,194,16,17,19202,68,41184
0.5833,1.1461,0.5,-0.1069,3568718,63,12,14,7202,104,3568704
1.0,0.8451,-0.125,-0.1124,817245,46,8,8,5226,97,817238
0.4,1.301,0.7,-0.0052,2396392,58,15,20,7385,116,2396372
0.6842,1.301,-0.2308,0.3283,120110,301,38,46,51176,160,120090
0.2807,2.2279,0.1065,-0.1271,1682891,11711,538,348,1308444,30,1682722
1.0,1.0414,-0.1539,-0.2007,2727684,71,13,11,7264,84,2727673
0.9076,2.0294,-0.5265,-0.0958,810291,1753,249,132,202897,101,810184
0.6078,1.7708,-0.657,-0.1906,2119881,6025,283,147,624180,39,2119822
0.6667,1.1139,0.3846,-0.2496,240390,71,12,13,6820,86,240377
0.6571,1.1461,-0.3913,-0.1964,769100,186,35,18,19132,87,769086
0.2778,1.6812,0.7917,-0.3522,1701528,210,36,48,17413,73,1701480
0.7841,1.7243,-0.6159,-0.1557,7307792,4417,176,89,477354,68,7307739
0.3611,1.716,0.75,-0.1976,4383776,437,36,52,44883,63,4383724
0.4355,1.2553,-0.3333,0.0688,949874,209,62,37,28592,121,949856
0.6053,1.2305,-0.2609,-0.2409,2685564,181,38,25,17588,82,2685547
0.8461,1.6628,0.7609,-0.2166,4848269,376,13,47,37703,91,4848223
0.5,1.3424,0.6364,-0.079,3213815,124,16,22,14618,97,3213793
0.8,1.301,0.4,-0.0745,2613123,168,15,20,19901,105,2613103
0.7069,1.5315,-0.1707,-0.1405,906534,571,58,43,62823,73,906500
0.4348,1.3802,0.5833,-0.0099,225742,170,23,24,21545,118,225718
0.5165,1.2787,-0.5957,-0.0049,684315,381,91,47,48528,111,684296
0.2352,2.2175,0.1091,-0.1077,2194206,9927,625,418,1133850,39,2194041
0.4583,1.415,0.5769,-0.2402,9033,180,24,27,17505,87,9007
0.75,1.301,0.55,-0.093,340244,121,12,20,14047,97,340224
0.2283,2.3997,0.9163,-0.1045,4332815,3214,92,253,368381,33,4332564
0.6136,1.2553,-0.3333,-0.2171,3373874,168,44,26,16835,86,3373856
0.4,1.6233,0.7619,-0.4168,1995586,308,25,42,22991,55,1995544
0.6939,1.4314,-0.2059,-0.084,665079,269,49,33,31538,109,665052
0.8571,1.0,-0.1667,-0.1113,3294616,65,14,10,7394,103,3294606
0.3636,1.5441,0.6571,-0.1268,190920,205,33,36,22913,98,190885
0.9444,0.6021,-0.7647,-0.0601,1998064,29,18,6,3489,116,1998060
0.7097,1.0792,-0.4545,-0.1981,534079,104,31,17,10675,89,534067
0.36,1.5051,0.7188,-0.0536,966930,176,25,32,21321,104,966898
0.7692,1.0,0.0,-0.1191,2993160,75,13,10,8457,93,2993150
0.609,2.2878,-0.4489,-0.1035,1924363,10429,578,382,1196792,33,1924169
0.2771,1.959,0.7473,-0.2997,2987515,1125,83,92,100842,76,2987424
0.4386,1.6721,0.4681,-0.1629,3458793,561,57,50,60112,61,3458746
0.5882,1.2305,0.4118,-0.0679,4630888,108,17,17,12886,102,4630871
0.2528,1.8865,0.1169,-0.0292,775118,2148,269,164,266914,113,775041
0.9,0.4771,-0.6667,0.0089,1351652,14,10,4,1808,122,1351649
0.654,1.8325,-0.6047,-0.1876,2212144,6249,263,137,649801,39,2212076
0.7222,0.8451,-0.4615,-0.1124,1159132,54,18,7,6135,102,1159125
0.2519,2.0414,0.0727,-0.3105,119826,5665,405,216,499944,36,119716
0.4894,1.2305,-0.2609,-0.0192,197718,240,47,18,30130,118,197701
0.9643,0.4771,-0.8889,-0.1264,1359867,63,28,7,7045,80,1359864
0.2913,1.7708,0.4915,0.034,921130,790,103,83,104560,119,921071
0.8889,1.0,0.2,-0.1211,1087506,60,9,10,6750,92,1087496
0.77,1.2787,-0.8681,-0.1145,4662964,981,187,105,111196,97,4662945
0.3111,2.0756,0.8824,-0.3805,1007319,996,45,120,78978,59,1007200
0.8824,0.9031,-0.4667,-0.1098,1540636,84,17,8,9571,99,1540628
0.6667,1.1761,-0.1667,-0.2492,3029632,155,27,17,14896,83,3029617
0.8182,1.0792,0.25,-0.0054,15196,84,11,12,10694,102,15184
0.5454,1.3802,0.5,-0.1126,2124840,165,22,26,18742,87,2124816
0.1476,2.6149,0.6748,-0.1801,2278909,37334,908,903,3918209,19,2278497
0.7346,1.7924,-0.6,-0.1864,498252,5877,211,110,612067,47,498190
0.9333,1.0792,-0.1429,-0.215,290652,125,15,12,12560,61,290640
0.9333,1.0792,-0.1429,-0.2145,621530,115,15,12,11562,68,621518
0.6842,1.1761,0.1333,-0.1426,133203,127,19,15,13938,90,133188
0.8182,1.0,0.1,-0.1293,3579140,68,11,10,7579,94,3579130
0.8889,0.9542,0.1111,-0.1762,899399,52,9,9,5483,91,899390
1.0,1.1761,0.0,-0.0917,529057,172,15,16,19997,101,529042
0.5355,1.9731,-0.1681,-0.2972,903631,6019,211,119,541426,16,903537
1.0,1.1461,0.1429,-0.0869,61074,126,12,14,14727,103,61060
0.6191,1.2787,0.3158,-0.1315,1587191,176,21,19,19565,86,1587172
0.8667,1.1139,0.0,-0.1686,1733471,102,15,13,10855,95,1733458
0.1525,1.9085,0.8889,-0.1161,2056391,492,59,83,55666,101,2056310
0.3844,2.0531,-0.0813,-0.1902,3630060,6114,320,197,633741,40,3629947
0.758,1.6902,-0.5882,-0.1556,7655567,3455,157,86,373412,67,7655518
0.2739,2.1367,-0.1893,-0.096,1402348,10904,617,334,1261668,28,1402211
0.6364,1.3222,0.0,-0.0944,1622718,169,33,28,19591,105,1622697
0.875,0.7782,-0.1429,-0.213,200567,30,8,6,3022,80,200561
0.7273,1.1761,0.4667,-0.1272,2817695,77,11,15,8602,98,2817680
0.2834,2.233,-0.0058,-0.1013,1292303,12012,607,362,1381722,30,1292132
0.4022,2.3692,-0.4633,-0.0588,408170,24365,1084,680,2935414,22,407936
0.3636,1.2553,0.5556,-0.098,303167,82,22,21,9467,105,303149
0.9,0.8451,-0.2222,-0.1903,733675,45,10,7,4664,86,733668
0.1667,2.2201,0.7952,-0.2012,173236,2691,204,209,275133,89,173070
0.3333,1.301,0.0,-0.001,1045960,178,60,39,22761,120,1045940
0.2308,1.6628,0.8044,-0.2085,1084238,265,39,46,26849,88,1084192
0.7489,1.8325,-0.6069,-0.1937,1424367,6404,231,125,660910,38,1424299
0.7,1.0414,0.3636,-0.1064,238667,60,10,11,6863,100,238656
1.0,1.2787,0.3684,-0.2021,375611,199,12,19,20323,74,375592
1.0,1.1461,0.0714,-0.1889,231443,155,13,14,16093,55,231429
0.7531,1.4314,-0.5574,-0.1633,2871852,543,81,46,58157,93,2871825
0.9167,1.1139,0.1539,-0.6017,113766,92,12,13,4690,29,113753
1.0,0.7782,-0.7273,-0.1741,1810283,78,22,10,8246,95,1810277
0.8,1.5911,0.6923,-0.2015,304472,320,15,39,32705,55,304433
0.75,0.9031,-0.1111,-0.121,1126680,59,12,8,6638,95,1126672
0.5687,1.8129,-0.6348,-0.1904,2265372,6185,313,158,640970,41,2265307
0.3333,1.8195,0.6364,-0.2353,2394907,624,72,67,61079,85,2394841
0.7143,1.4624,0.6552,-0.1785,929600,205,14,34,21556,92,929571
0.375,1.4624,0.7931,-0.1014,2433491,122,16,29,14032,107,2433462
0.9231,1.7708,0.7966,-0.3165,645992,309,13,59,27035,36,645933
0.8276,1.2041,-0.3333,-0.1058,2887476,263,29,17,30104,87,2887460
0.4583,1.0414,0.0,-0.1599,518272,78,24,12,8388,95,518261
0.6191,1.3424,0.4091,-0.1742,113291,162,21,23,17124,85,113269
0.2409,2.2227,0.0898,-0.0971,1437882,12388,631,374,1431766,29,1437715
0.6693,1.7853,-0.6369,-0.1797,2598935,5962,251,125,626007,41,2598874
0.6667,0.6021,0.0,-0.1309,134992,12,6,4,1335,99,134988
0.7391,1.0792,-0.2941,-0.0205,2473233,80,23,13,10030,113,2473221
1.0,0.301,-0.9546,-0.0129,2601606,82,44,4,10361,58,2601604
0.8035,1.699,-0.6403,-0.4221,55824,3333,173,87,246531,35,55774
0.2435,2.2553,-0.0374,-0.0799,830692,18896,768,507,2225392,22,830512
0.8686,1.5563,-0.9319,-0.0768,3544490,8391,609,343,991612,103,3544454
0.3333,1.2553,0.7222,-0.0731,1738114,72,15,18,8542,111,1738096
0.8235,1.2553,0.2222,-0.0755,4082910,191,17,18,22601,101,4082892
0.6295,1.8325,-0.6114,-0.1838,1669220,6422,278,138,670952,43,1669152
0.2069,1.9243,0.9286,-0.5816,247414,359,29,84,19226,30,247330
0.2458,2.1553,-0.1921,-0.0935,898132,14949,720,469,1734628,27,897989
1.0,1.0792,0.5,-0.528,1248109,53,6,12,3202,40,1248097
0.7615,1.3802,-0.7108,-0.0797,1804016,880,109,61,103662,101,1803992
0.7085,1.8195,-0.6229,-0.1953,1527274,6661,247,133,686124,41,1527208
0.7857,1.0792,0.0833,-0.5301,2058272,95,14,12,5714,24,2058260
0.4167,1.5911,0.6154,-0.1263,4178041,313,36,39,35005,68,4178002
0.1209,2.017,0.8942,-0.1205,2036297,585,91,105,65860,99,2036193
0.8947,1.1761,-0.1177,-0.088,11499957,178,19,16,20778,105,11499942
0.6087,1.2553,0.2222,-0.4148,1891638,86,23,18,6442,28,1891620
1.0,0.4771,-0.5,0.0019,1388039,12,6,3,1539,113,1388036
0.2166,2.2355,0.0465,-0.0943,2133849,11542,757,441,1338028,42,2133677
0.5909,1.7634,-0.6568,-0.18,2410860,5632,286,141,591111,45,2410802
0.5833,1.1761,0.0667,0.0298,720720,103,24,17,13577,125,720705
0.2381,1.8062,0.8438,-0.1455,106668,284,42,69,31062,97,106604
0.1916,2.2967,-0.1161,-0.0543,418798,20894,1169,712,2529140,18,418600
0.9546,0.699,-0.7619,-0.0504,1901975,58,22,7,7050,111,1901970
0.9444,0.9031,-0.5294,0.0979,34180,76,18,8,10680,130,34172
0.9286,1.0414,-0.1539,-0.1921,55743,108,14,11,11169,77,55732
0.0909,2.2279,0.9467,-0.5462,39849,1170,99,174,67967,29,39680
0.6704,1.8261,-0.6215,-0.186,2840236,6503,264,135,677593,40,2840169
0.9546,0.8451,-0.6667,0.0212,787022,76,22,10,9934,109,787015
0.5625,1.301,0.55,-0.1053,640724,126,16,20,14429,103,640704
0.6364,1.8389,-0.6057,-0.1877,2829590,6426,275,134,668126,37,2829521
0.0968,2.2122,0.9264,-0.1651,2076679,969,124,163,103558,92,2076516
0.9231,0.7782,-0.5,-0.0748,21518,56,13,6,6632,108,21512
0.6667,0.9542,0.1111,-0.0935,861921,38,12,10,4409,104,861912
0.6111,1.3424,0.5,-0.1138,1048986,158,18,22,17923,106,1048964
0.44,1.4472,0.6071,-0.176,1508040,178,25,28,18774,92,1508012
0.4667,1.2041,-0.2381,0.0044,1346264,158,45,30,20312,122,1346248
0.875,1.0792,-0.1429,-0.5754,128184,131,16,13,7119,33,128172
0.8889,0.8451,-0.125,-0.1852,271831,38,9,7,3963,85,271824
0.6611,1.7559,-0.6392,-0.1708,2421350,5593,239,133,593650,42,2421293
0.4737,1.3617,0.6087,-0.1524,1384772,139,19,23,15080,89,1384749
0.7273,1.0414,0.2727,-0.2288,2183084,69,11,11,6811,78,2183073
1.0,0.6021,-0.5,0.0356,273912,16,8,4,2121,114,273908
0.3954,1.415,0.3462,-0.2703,105408,188,43,36,17560,86,105382
1.0,0.4771,-0.4,-0.0773,156373,9,5,4,1063,107,156370
0.7895,1.1461,-0.0667,-0.0881,6571375,133,19,14,15524,107,6571361
0.9688,0.7782,-0.8065,-0.0125,1775815,110,32,17,13904,111,1775809
0.5185,1.1761,0.0667,0.0358,1038891,113,27,18,14982,125,1038876
0.4615,1.4624,0.1724,-0.0558,3063768,277,52,42,33476,113,3063739
0.7474,1.7559,-0.5986,-0.1774,2563376,5261,190,107,553974,46,2563319
0.9,1.2787,0.5263,0.0192,115504,106,10,19,13829,107,115485
0.9375,0.9542,-0.4,0.5909,155593,74,16,11,15069,196,155584
0.5662,1.8195,-0.614,-0.1891,2609580,5951,302,136,617708,38,2609514
0.303,1.7404,0.8182,-0.2665,167335,313,33,58,29386,86,167280
0.6923,1.0792,0.25,-0.1539,659488,78,13,12,8448,89,659476
0.0874,2.4683,0.9388,-0.1628,840385,1733,206,294,185716,93,840091
0.2119,2.2765,0.0794,-0.0879,1157378,16584,821,498,1936241,25,1157189
0.2444,2.2253,0.0952,-0.0903,1661593,12509,622,374,1456542,27,1661425
0.1957,2.2718,0.754,-0.2498,949493,3811,235,230,365943,78,949306
0.3913,1.4771,0.7,-0.1211,2829653,166,23,31,18674,91,2829623
0.5405,1.3424,0.0909,-0.0989,3996170,152,37,35,17532,100,3996148
0.6667,0.9542,-0.625,0.0001,638600,72,36,12,9217,120,638591
0.8571,1.0792,0.0,-0.1647,2488541,111,14,12,11868,93,2488529
0.6286,1.2787,-0.1364,0.0036,751911,133,35,20,17085,112,751892
0.7222,1.3424,0.4091,-0.3402,31602,211,18,22,17820,49,31580
0.4865,1.5185,0.4545,-0.154,1349811,383,37,33,41476,97,1349778
0.7143,1.2553,0.4444,-0.1753,1608609,121,14,18,12773,91,1608591
0.7857,1.0414,0.0,-0.1919,135403,98,14,11,10137,84,135392
0.875,1.1461,0.0,-0.1805,4046520,131,16,15,13742,95,4046506
0.5333,1.2305,0.5294,-0.0593,3277821,91,15,17,10957,105,3277804
0.5795,1.8451,-0.6,-0.1861,2957336,6653,302,155,693100,42,2957266
0.5116,1.4314,0.1852,-0.1215,1342971,243,43,34,27326,104,1342944
0.9583,0.699,-0.7826,0.0574,5714652,76,24,7,10286,120,5714647
0.4762,1.5315,0.7059,-0.0559,1377782,257,21,34,31058,91,1377748
0.3692,1.3802,0.0,-0.0862,4680372,158,65,39,18480,111,4680348
0.5938,1.4771,0.3667,-0.4588,5015357,249,32,31,17250,49,5015327
0.725,1.1761,-0.4828,0.0052,386794,292,40,22,37572,120,386779
0.875,0.7782,-0.5714,0.0085,1042410,32,16,8,4131,120,1042404
0.7176,1.8325,-0.5613,-0.1961,643725,6293,216,124,647587,47,643657
0.5671,1.7559,-0.6627,-0.1739,4383803,5499,298,138,581466,43,4383746
0.7308,1.2553,-0.0526,-0.2495,3160080,147,26,24,14121,85,3160062
1.0,1.2305,0.3529,-0.189,363718,140,11,17,14533,76,363701
0.8571,0.9542,-0.25,-0.1103,1230589,83,14,10,9452,101,1230580
0.64,1.4314,0.4074,-0.2796,3778041,231,25,27,21300,67,3778014
0.2243,2.2553,0.1278,-0.0997,1881746,12489,700,462,1439221,31,1881566
0.7225,1.6628,-0.6667,-0.1883,388236,4019,191,102,417578,41,388190
0.8824,1.1461,-0.0667,-0.1312,125827,128,17,15,14234,87,125813
0.6471,1.301,0.45,-0.2063,574216,156,17,20,15848,74,574196
1.0,0.6021,-0.2,-0.001,1645548,16,5,4,2046,109,1645544
0.2199,2.233,0.1228,-0.1068,2368203,9892,682,424,1130960,42,2368032
0.6196,1.8451,-0.5906,-0.1902,1878584,6432,276,134,666662,39,1878514
0.162,2.1239,0.8271,-0.0228,937842,1058,142,151,132331,112,937709
1.0,1.2553,0.3333,-0.1331,1269438,141,12,19,15646,105,1269420
0.3418,1.3979,-0.0741,-0.0884,2375805,339,79,40,39556,104,2375780
0.7273,1.2041,0.0,0.0128,784164,131,22,17,16983,118,784148
1.0,0.6021,-0.2,-0.0112,1069372,16,5,4,2025,109,1069368
0.5833,1.4771,0.7667,-0.4836,348257,140,12,30,9253,38,348227
1.0,0.6021,-0.4286,0.0195,1083344,22,7,4,2871,116,1083340
0.9231,1.0792,0.0,-0.1261,10409388,110,13,12,12304,100,10409376
0.3226,1.6021,0.75,-0.1453,393468,273,31,40,29865,93,393428
0.766,0.9031,-0.7778,0.0038,5851560,134,47,13,17217,114,5851552
0.2381,1.9294,0.8235,-0.1956,564621,762,63,86,78455,88,564536
0.5673,1.7708,-0.6667,-0.1908,2201499,5933,312,167,614522,38,2201440
0.4211,1.3617,0.6522,0.1279,200008,117,19,24,16891,135,199985
0.7166,1.8325,-0.6158,-0.1943,1903423,6878,247,128,709363,38,1903355
0.9091,1.0,0.0,0.2839,494461,81,11,10,13311,141,494451
0.4737,1.2041,0.4375,-0.127,1686810,55,19,17,6146,104,1686794
0.6887,1.8325,-0.6158,-0.1855,2187305,6010,257,123,626586,39,2187237
0.4545,1.3222,0.5238,-0.1719,1566638,126,22,21,13355,90,1566617
0.25,1.6628,0.8913,-0.063,1647954,144,20,47,17271,110,1647908
1.0,1.0792,0.0833,-0.1253,735624,113,11,12,12652,93,735612
0.5833,1.1139,0.4615,-0.2206,3509731,56,12,13,5587,85,3509718
0.9,0.9031,-0.1111,-0.1503,2278020,46,10,8,5003,95,2278012
0.6667,1.1761,0.4667,-0.0997,3283163,68,12,15,7836,107,3283148
0.625,1.1139,0.2308,-0.1187,4121214,81,16,13,9137,98,4121201
0.6,1.4624,0.6897,-0.172,466057,202,15,29,21408,85,466028
1.0,0.6021,-0.3333,-0.0068,598094,16,6,4,2034,110,598090
0.75,1.0792,-0.4286,-0.2661,3420988,118,28,16,11084,82,3420976
0.7692,1.2041,-0.2,-0.1139,87967,103,26,22,11682,101,87951
