Class,V13,V14,V27,V28,V29,V3,V32
2,0,100,1.0,0,0,4652868,0
2,0,100,1.0,0,0,4662945,0
2,0,100,1.0,0,0,4689395,0
2,0,100,1.0,0,0,4712084,0
2,0,100,1.0,0,0,4737382,0
2,1,40,0.9549,0,0,2161400,0
2,1,40,0.5659,0,0,2184746,0
2,1,40,0.9969,0,0,2203324,0
2,1,40,0.965,0,0,2212600,0
2,1,40,0.3977,0,0,2235737,0
2,1,40,0.556,0,0,2258772,0
2,1,40,1.0,0,0,2277118,0
2,1,40,0.6031,0,0,2286293,0
2,1,40,0.4796,0,0,2295428,0
2,1,40,0.3601,0,0,2304542,0
2,1,40,0.3882,0,0,2312033,0
2,1,40,0.204,0,0,96606,0
2,1,40,1.0,0,0,31494,0
2,1,40,0.9961,0,0,68050,0
2,1,40,0.9821,0,0,96615,0
2,1,40,1.0,0,0,141196,0
2,1,40,0.6173,0,0,107491,0
2,0,80,0.4219,0,0,2650780,0
2,1,185,0.2901,0,0,61060,0
2,1,185,0.3945,0,0,75122,0
2,1,40,0.374,0,0,529042,0
2,0,80,0.1852,0,0,781434,0
2,0,80,0.2051,0,0,838654,0
2,0,80,0.1852,0,0,1082240,0
2,0,70,0.1862,0,0,188817,0
2,0,70,0.1773,0,0,2136974,0
2,0,70,0.1551,0,0,2533145,0
2,0,70,0.1954,0,0,2835787,0
2,0,100,0.23,0,0,335177,0
2,0,100,0.2173,0,0,764081,0
2,0,100,0.2105,0,0,853625,0
2,0,100,0.1773,0,0,953888,0
2,0,100,0.1715,0,0,1046618,0
2,0,100,0.1822,0,0,1116225,0
2,0,50,0.3834,0,0,822292,0
2,0,50,0.6422,0,0,1072387,0
2,1,50,0.4779,0,0,1198171,0
2,0,70,0.3285,0,0,639361,0
2,0,70,0.2051,0,0,800963,0
2,0,70,0.3509,0,0,1038876,0
2,0,70,0.5822,0,0,1066700,0
2,0,70,0.1852,0,0,1087496,0
2,0,70,0.2432,0,0,1147869,0
2,0,70,0.2432,0,0,1261077,0
2,0,70,0.3977,0,0,1539081,0
2,0,70,0.6422,0,0,1974176,0
2,0,70,0.1954,0,0,2032058,0
2,0,70,0.2432,0,0,3096621,0
2,0,69,0.4779,0,0,4212846,0
2,0,69,0.2583,0,0,6042280,0
2,0,150,0.1852,0,0,301412,0
2,0,150,0.156,0,0,322285,0
2,0,150,0.2288,0,0,348556,0
2,0,150,0.3097,0,0,404761,0
2,0,150,0.3509,0,0,817076,0
2,0,100,0.2051,0,0,863518,0
2,0,100,0.8958,0,0,1986222,0
2,0,100,0.1852,0,0,2636449,0
2,0,100,0.2739,0,0,2665729,0
2,0,100,0.2739,0,0,2688956,0
2,0,80,1.0,0,0,447943,0
2,0,80,0.1852,0,0,629605,0
2,0,80,0.2432,0,0,789340,0
2,0,80,0.3945,0,0,880521,0
2,0,80,1.0,0,0,5331249,0
2,0,100,0.23,0,0,476876,0
2,0,100,0.2051,0,0,1804039,0
2,0,70,0.1934,0,0,127892,0
2,1,40,0.417,0,0,4082892,0
2,1,40,0.8927,0,0,4373281,0
2,1,40,0.266,0,0,4443762,0
2,1,175,0.1773,0,0,54896,0
2,1,120,0.23,0,0,866291,0
2,1,40,0.1862,0,0,2382642,0
2,1,40,0.2739,0,0,2673603,0
2,1,70,0.1954,0,0,3094414,0
2,1,40,0.215,0,0,6712,0
2,1,40,0.417,0,0,701105,0
2,1,40,0.9513,0,0,798878,0
2,1,40,0.9104,0,0,294065,0
2,0,80,0.4498,0,0,96252,0
2,1,60,0.2061,0,0,94662,0
2,1,60,0.2173,0,0,119026,0
2,1,60,0.33,0,0,289529,0
2,1,60,0.1934,0,0,949136,0
2,1,60,0.1499,0,0,1029590,0
2,1,60,0.2018,0,0,1105756,0
2,1,60,0.1773,0,0,1126672,0
2,0,80,0.99,0,0,3866538,0
2,1,40,0.2792,0,0,2371582,0
2,1,40,0.33,0,0,11066410,0
2,1,40,0.4219,0,0,11499942,0
2,1,40,0.463,0,0,11569824,0
2,1,40,0.803,0,0,12416454,0
2,0,200,0.2901,0,0,4138007,0
2,1,300,0.9998,0,0,48398,0
2,1,300,1.0,0,0,65006,0
2,1,300,0.8952,0,0,72307,0
2,1,300,0.6678,0,0,88576,0
2,1,300,0.9999,0,0,95111,0
2,1,300,0.9048,0,0,103892,0
2,1,300,0.8153,0,0,109868,0
2,1,300,0.7037,0,0,116177,0
2,1,300,0.9994,0,0,165496,0
2,1,300,0.5296,0,0,173199,0
2,1,300,0.6015,0,0,178458,0
2,1,300,0.9999,0,0,182093,0
2,1,300,0.9457,0,0,184455,0
2,1,300,0.9949,0,0,188073,0
2,1,300,0.7037,0,0,195161,0
2,1,300,0.7955,0,0,205684,0
2,1,300,0.9471,0,0,211409,0
2,1,300,0.3419,0,0,214533,0
2,1,300,0.4963,0,0,220228,0
2,1,300,0.9999,0,0,225183,0
2,1,300,0.7281,0,0,232415,0
2,1,300,0.9895,0,0,256288,0
2,1,300,0.9831,0,0,267240,0
2,1,300,1.0,0,0,337559,0
2,1,300,1.0,0,0,492514,0
2,1,300,1.0,0,0,497209,0
2,1,300,1.0,0,0,508368,0
2,1,120,0.4946,0,0,61803,0
2,1,120,0.8705,0,0,86773,0
2,1,120,0.9979,0,0,133270,0
2,1,70,0.3241,0,0,3051375,0
2,1,70,0.4763,0,0,3116210,0
2,1,70,1.0,0,0,3127441,0
2,1,70,0.266,0,0,3160372,0
2,1,70,0.5329,0,0,3225473,0
2,1,40,0.417,0,0,9737743,0
2,1,40,0.5212,0,0,9767941,0
2,1,40,1.0,0,0,9831578,0
2,0,80,0.7065,0,0,111151,0
2,1,50,0.767,0,0,3990693,0
2,1,50,0.2942,0,0,4174907,0
2,1,50,0.2984,0,0,4309441,0
2,1,70,1.0,0,0,235757,0
2,1,70,0.4796,0,0,286956,0
2,1,70,0.9236,0,0,438867,0
2,1,70,1.0,0,0,570024,0
2,1,70,0.9373,0,0,645933,0
2,1,70,0.9254,0,0,889681,0
2,1,50,0.2288,0,0,389963,0
2,1,70,0.7512,0,0,661248,0
2,1,50,1.0,0,0,116120,0
2,0,60,0.1965,0,0,1135364,0
2,0,60,0.5162,0,0,2629644,0
2,0,70,0.9718,0,0,1554711,0
2,0,70,0.9965,0,0,1606625,0
2,0,70,0.2359,0,0,1846237,0
2,0,70,1.0,0,0,3515903,0
2,0,69,0.8778,0,0,1283513,0
2,0,69,0.2007,0,0,1312943,0
2,0,143,0.2806,0,0,276547,0
2,1,180,0.3097,0,0,835980,0
2,1,40,0.3241,0,0,3746641,0
2,1,40,0.6438,0,0,3780021,0
2,1,40,0.2007,0,0,3982273,0
2,1,40,1.0,0,0,3997970,0
2,1,40,0.9172,0,0,4015601,0
2,1,40,0.257,0,0,4025551,0
2,1,40,0.33,0,0,4046506,0
2,1,40,0.4946,0,0,4061997,0
2,1,40,0.2253,0,0,503783,0
2,1,40,0.2384,0,0,585934,0
2,1,40,0.3601,0,0,638591,0
2,1,40,0.1892,0,0,660048,0
2,1,40,0.2051,0,0,893638,0
2,1,40,0.3068,0,0,1432108,0
2,1,40,0.2408,0,0,1484300,0
2,1,40,0.2051,0,0,1508691,0
2,1,40,0.1934,0,0,2601604,0
2,1,40,0.2288,0,0,2634035,0
2,0,100,0.223,0,0,1215744,0
2,0,100,0.4366,0,0,1313692,0
2,0,100,0.1322,0,0,210504,0
2,1,180,0.1706,0,0,424657,0
2,1,50,0.5822,0,0,673270,0
2,0,50,0.3601,0,0,739337,0
2,0,80,0.9998,0,0,1211332,0
2,0,80,1.0,0,0,1470973,0
2,0,150,0.8682,0,0,614880,0
2,0,150,0.9998,0,0,682028,0
2,0,80,0.5789,0,0,1388373,0
2,0,80,0.2583,0,0,238008,0
2,0,80,0.266,0,0,336137,0
2,0,80,0.266,0,0,399348,0
2,0,80,0.3241,0,0,508200,0
2,0,80,1.0,0,0,808169,0
2,0,80,1.0,0,0,843312,0
2,0,80,0.9996,0,0,864919,0
2,0,80,1.0,0,0,881709,0
2,0,80,0.9999,0,0,911696,0
2,0,80,0.9886,0,0,950080,0
2,0,80,0.9999,0,0,971696,0
2,0,80,1.0,0,0,990037,0
2,0,80,0.9999,0,0,1007200,0
2,0,80,0.9995,0,0,1030360,0
2,0,80,0.9998,0,0,1041924,0
2,0,80,0.2018,0,0,1132484,0
2,0,80,0.5951,0,0,2932024,0
2,0,100,0.2739,0,0,652754,0
2,0,100,0.7955,0,0,1715826,0
2,1,150,0.8627,0,0,1120537,0
2,1,200,0.9419,0,0,71768,0
2,1,200,0.4106,0,0,261033,0
2,1,40,0.4913,0,0,5169308,0
2,1,40,1.0,0,0,2278497,0
2,1,70,0.8705,0,0,340471,0
2,1,70,0.9999,0,0,360880,0
2,1,70,1.0,0,0,371477,0
2,1,70,0.266,0,0,385532,0
2,1,70,0.9999,0,0,397980,0
2,1,70,0.9755,0,0,406616,0
2,1,70,0.4366,0,0,422864,0
2,1,70,0.8756,0,0,430639,0
2,0,100,0.9991,0,0,2527319,0
2,1,300,1.0,0,0,123779,0
2,1,250,0.4138,0,0,220121,0
2,1,40,0.3977,0,0,3204829,0
2,0,80,1.0,0,0,1194359,0
2,0,60,0.2288,0,0,3467552,0
2,0,70,0.3329,0,0,327251,0
2,0,70,0.1954,0,0,407114,0
2,0,70,0.3359,0,0,1638648,0
2,0,70,0.2288,0,0,2817680,0
2,0,70,0.3494,0,0,2887288,0
2,0,70,0.2432,0,0,3149617,0
2,0,70,1.0,0,0,23288,0
2,0,70,0.8854,0,0,683320,0
2,0,70,0.257,0,0,756916,0
2,0,70,0.2432,0,0,833989,0
2,0,70,1.0,0,0,903537,0
2,0,70,0.215,0,0,1230580,0
2,0,70,0.2173,0,0,1252347,0
2,0,70,0.2583,0,0,1352048,0
2,0,70,0.7474,0,0,1378026,0
2,0,70,0.2288,0,0,1398598,0
2,0,70,0.2901,0,0,1430061,0
2,0,70,0.9648,0,0,1446788,0
2,0,70,0.2914,0,0,1733458,0
2,0,70,0.1773,0,0,1751958,0
2,0,70,0.6438,0,0,3881283,0
2,0,70,0.1852,0,0,3976070,0
2,0,100,0.1965,0,0,176554,0
2,0,100,0.3509,0,0,222011,0
2,0,100,0.2173,0,0,450677,0
2,0,100,0.2116,0,0,1299250,0
2,0,120,0.2739,0,0,1895154,0
2,0,80,0.215,0,0,659476,0
2,0,80,0.2173,0,0,698409,0
2,0,80,0.3241,0,0,1519328,0
2,0,80,1.0,0,0,5367324,0
2,0,70,0.1622,0,0,2016193,0
2,0,70,0.2792,0,0,2077064,0
2,1,40,0.3977,0,0,10369596,0
2,1,40,0.2583,0,0,10409376,0
2,1,40,0.1715,0,0,10440356,0
2,1,40,0.1852,0,0,10555505,0
2,1,40,0.1773,0,0,10624922,0
2,1,40,0.7659,0,0,587412,0
2,1,40,0.9987,0,0,620622,0
2,1,130,0.1753,0,0,66318,0
2,1,130,0.1441,0,0,91039,0
2,1,130,0.2288,0,0,945792,0
2,1,130,0.1965,0,0,1319063,0
2,1,130,0.8123,0,0,1395724,0
2,1,40,0.417,0,0,456228,0
2,1,40,0.8756,0,0,627768,0
2,1,185,0.1862,0,0,385913,0
2,1,175,0.2061,0,0,372724,0
2,1,70,0.6663,0,0,1731318,0
2,1,70,0.9997,0,0,2008592,0
2,1,70,0.7065,0,0,3264755,0
2,1,70,0.2288,0,0,3283148,0
2,1,40,0.2901,0,0,1436808,0
2,0,80,0.2432,0,0,573781,0
2,1,40,0.2998,0,0,844907,0
2,0,200,0.3479,0,0,341132,0
2,0,200,0.3678,0,0,396403,0
2,0,200,0.3494,0,0,3552722,0
2,0,200,0.9999,0,0,4163671,0
2,0,200,0.3977,0,0,4201928,0
2,0,200,1.0,0,0,4313950,0
2,0,200,0.8563,0,0,5015327,0
2,0,200,0.7079,0,0,5060301,0
2,0,200,0.7955,0,0,5071808,0
2,0,200,0.8479,0,0,5082496,0
2,1,70,0.5378,0,0,1689271,0
2,1,40,0.4913,0,0,1748216,0
2,0,100,0.257,0,0,2727673,0
2,0,69,1.0,0,0,1466087,0
2,0,69,0.2105,0,0,1482749,0
2,0,69,0.2173,0,0,1552116,0
2,1,70,0.8806,0,0,149538,0
2,0,100,1.0,0,0,4757479,0
2,1,40,0.8894,0,0,9670837,0
2,1,40,0.266,0,0,28527,0
2,1,200,1.0,0,0,60056,0
2,1,200,1.0,0,0,173070,0
2,1,200,1.0,0,0,185988,0
2,1,200,0.1934,0,0,259240,0
2,1,200,0.2359,0,0,272159,0
2,1,200,1.0,0,0,313092,0
2,1,200,0.2482,0,0,323844,0
2,1,200,1.0,0,0,395521,0
2,1,200,0.215,0,0,462995,0
2,1,200,1.0,0,0,506976,0
2,1,200,0.9997,0,0,39680,0
2,1,200,1.0,0,0,98042,0
2,1,200,0.3509,0,0,138169,0
2,1,200,0.9856,0,0,168407,0
2,1,220,0.4025,0,0,14524,0
2,1,220,0.9999,0,0,36092,0
2,1,220,0.95,0,0,81644,0
2,1,220,0.9902,0,0,86815,0
2,1,220,0.7174,0,0,105382,0
2,1,220,0.9981,0,0,115356,0
2,1,220,0.9999,0,0,134103,0
2,1,220,1.0,0,0,152117,0
2,1,220,1.0,0,0,186833,0
2,1,220,1.0,0,0,214705,0
2,1,220,1.0,0,0,233467,0
2,1,220,1.0,0,0,263975,0
2,1,220,1.0,0,0,310621,0
2,1,220,1.0,0,0,937709,0
2,1,70,0.2942,0,0,183725,0
2,1,70,0.5951,0,0,214065,0
2,1,140,0.5063,0,0,45270,0
2,1,40,0.8513,0,0,9708110,0
2,1,40,0.33,0,0,169603,0
2,1,40,0.6514,0,0,247445,0
2,1,40,0.5345,0,0,587778,0
2,1,40,0.3479,0,0,821437,0
2,1,40,0.4796,0,0,929571,0
2,1,40,0.6268,0,0,956972,0
2,1,40,0.3068,0,0,980597,0
2,1,40,0.4235,0,0,991553,0
2,1,40,0.5345,0,0,1003575,0
2,1,40,0.5951,0,0,1024413,0
2,1,40,0.2901,0,0,1036577,0
2,1,40,0.4009,0,0,1048964,0
2,1,40,0.5096,0,0,1059907,0
2,1,40,0.3678,0,0,1074472,0
2,1,40,0.4399,0,0,1084661,0
2,1,40,0.5296,0,0,1108621,0
2,1,40,0.3601,0,0,1122694,0
2,1,40,0.266,0,0,1132780,0
2,1,40,0.3097,0,0,1143416,0
2,1,40,0.3834,0,0,1214727,0
2,1,40,0.3601,0,0,1269420,0
2,1,40,0.3241,0,0,1302051,0
2,1,40,0.3509,0,0,1672180,0
2,0,69,0.2469,0,0,1519629,0
2,0,100,0.286,0,0,2613123,0
2,1,40,0.8749,0,0,1342944,0
2,1,40,0.7436,0,0,1438781,0
2,1,40,0.9071,0,0,1469856,0
2,1,40,0.7281,0,0,2371628,0
2,1,40,0.6079,0,0,2401744,0
2,0,300,0.9991,0,0,283101,0
2,0,300,0.1954,0,0,344819,0
2,0,100,0.8019,0,0,2574964,0
2,1,40,1.0,0,0,58567,0
2,1,40,1.0,0,0,2066548,0
2,0,70,0.2288,0,0,2312016,0
2,0,70,0.9998,0,0,2344077,0
2,0,70,0.1954,0,0,2368336,0
2,0,70,0.9998,0,0,2394841,0
2,0,70,0.3419,0,0,2473221,0
2,0,70,0.2051,0,0,2519944,0
2,0,70,0.1892,0,0,2615295,0
2,0,70,0.2173,0,0,2770166,0
2,0,70,0.2806,0,0,2797518,0
2,0,70,0.9999,0,0,2871825,0
2,0,70,0.2445,0,0,2887095,0
2,0,70,0.9848,0,0,2978904,0
2,1,130,0.965,0,0,1523381,0
2,1,175,1.0,0,0,338690,0
2,1,175,0.9312,0,0,419384,0
2,1,175,0.9913,0,0,439740,0
2,1,175,0.5708,0,0,518468,0
2,1,50,0.9838,0,0,665052,0
2,1,50,0.7411,0,0,681373,0
2,1,50,0.7079,0,0,707122,0
2,1,50,0.6839,0,0,728350,0
2,1,50,0.9947,0,0,735496,0
2,1,50,0.761,0,0,745600,0
2,1,50,0.9775,0,0,753061,0
2,1,50,0.9537,0,0,1410869,0
2,1,40,0.3787,0,0,28972,0
2,1,40,0.3787,0,0,28972,0
2,1,40,0.9999,0,0,57715,0
2,1,40,0.9312,0,0,70457,0
2,1,40,0.9806,0,0,79360,0
2,1,40,0.9932,0,0,88783,0
2,1,40,0.6268,0,0,96812,0
2,1,40,1.0,0,0,114719,0
2,1,40,0.9996,0,0,161008,0
2,1,40,0.8958,0,0,172567,0
2,1,40,0.5659,0,0,180920,0
2,1,40,0.4399,0,0,240466,0
2,1,40,0.6559,0,0,260406,0
2,1,40,0.2583,0,0,2150440,0
2,0,100,0.204,0,0,336968,0
2,0,100,0.204,0,0,9496251,0
2,0,100,1.0,0,0,9649727,0
2,0,120,0.1862,0,0,1338444,0
2,0,120,1.0,0,0,1689276,0
2,0,120,0.2583,0,0,1779008,0
2,0,120,0.1852,0,0,1802452,0
2,1,50,0.1687,0,0,1971777,0
2,0,300,0.2061,0,0,403757,0
2,0,300,0.2914,0,0,428222,0
2,0,300,0.3419,0,0,508236,0
2,0,300,0.2195,0,0,581539,0
2,0,300,0.2173,0,0,828904,0
2,0,300,0.2469,0,0,902188,0
2,0,300,0.215,0,0,938565,0
2,0,300,0.1773,0,0,945549,0
2,0,300,0.3329,0,0,960191,0
2,0,300,0.3068,0,0,975066,0
2,0,100,0.2105,0,0,1314894,0
2,0,120,0.7147,0,0,1953869,0
2,0,143,0.4946,0,0,1191636,0
2,1,60,0.1622,0,0,142256,0
2,1,175,0.3601,0,0,74495,0
2,1,40,0.681,0,0,2017425,0
2,1,40,0.1965,0,0,1465420,0
2,0,100,0.9172,0,0,1969029,0
2,0,100,0.2583,0,0,2426501,0
2,0,211,0.1965,0,0,766963,0
2,1,130,0.1892,0,0,745366,0
2,1,175,0.2359,0,0,9228,0
2,1,100,0.3068,0,0,640704,0
2,1,70,0.3601,0,0,1207379,0
2,1,40,0.9905,0,0,3971234,0
2,0,300,0.257,0,0,113753,0
2,0,300,0.2901,0,0,128172,0
2,0,300,0.3663,0,0,141291,0
2,1,200,0.2998,0,0,53568,0
2,1,200,0.1613,0,0,12799,0
2,1,200,0.1449,0,0,18324,0
2,1,200,0.1822,0,0,23012,0
2,1,200,0.3329,0,0,31146,0
2,1,200,0.1687,0,0,48235,0
2,1,200,0.2083,0,0,55671,0
2,1,200,0.1892,0,0,81220,0
2,1,200,0.2051,0,0,86285,0
2,1,200,0.1822,0,0,106169,0
2,1,200,0.1622,0,0,108596,0
2,1,200,0.8102,0,0,120090,0
2,1,100,0.3068,0,0,80480,0
2,1,100,0.3678,0,0,7003,0
2,1,100,0.2792,0,0,15755,0
2,1,100,0.7844,0,0,21104,0
2,1,100,0.4465,0,0,33416,0
2,1,100,0.4317,0,0,68259,0
2,1,100,0.3197,0,0,90910,0
2,1,100,0.2792,0,0,104337,0
2,1,100,0.4366,0,0,127346,0
2,1,100,0.4138,0,0,172773,0
2,1,100,0.6839,0,0,183293,0
2,1,100,0.5362,0,0,189105,0
2,1,100,0.3097,0,0,195003,0
2,1,100,0.3125,0,0,199985,0
2,1,100,0.3068,0,0,208092,0
2,1,100,0.4138,0,0,219220,0
2,0,70,0.1773,0,0,1248097,0
2,0,70,0.1852,0,0,1292098,0
2,0,70,0.2445,0,0,1318359,0
2,0,70,0.1862,0,0,1359864,0
2,0,70,0.1687,0,0,1399301,0
2,0,70,0.2359,0,0,1791800,0
2,0,70,0.417,0,0,1891620,0
2,0,70,0.2432,0,0,2058260,0
2,0,70,0.2432,0,0,2086458,0
2,0,70,0.1715,0,0,2133912,0
2,0,70,0.9905,0,0,2191536,0
2,0,70,0.1715,0,0,2262960,0
2,0,70,0.2018,0,0,2310852,0
2,0,70,0.1715,0,0,2339660,0
2,0,70,0.1852,0,0,2412964,0
2,0,70,0.2083,0,0,2555025,0
2,0,70,0.2018,0,0,2729960,0
2,0,70,0.3419,0,0,2794140,0
2,0,70,0.2061,0,0,2860158,0
2,0,70,0.1954,0,0,3041016,0
2,0,70,0.1923,0,0,3212692,0
2,0,70,0.2018,0,0,4025621,0
2,0,70,0.2359,0,0,4104160,0
2,0,70,0.2018,0,0,80993,0
2,0,70,0.1812,0,0,103914,0
2,0,69,0.7729,0,0,949856,0
2,0,69,0.5903,0,0,1037445,0
2,0,69,0.1954,0,0,1067022,0
2,0,69,0.3819,0,0,1094338,0
2,0,69,0.1934,0,0,1146871,0
2,0,69,0.2083,0,0,4345277,0
2,0,69,0.3068,0,0,5281659,0
2,0,150,0.2928,0,0,456531,0
2,0,150,0.1852,0,0,570234,0
2,0,150,0.4913,0,0,663138,0
2,0,150,0.5461,0,0,702237,0
2,0,143,0.1517,0,0,311416,0
2,0,143,0.6839,0,0,751892,0
2,0,143,1.0,0,0,1506506,0
2,0,100,0.2482,0,0,1477978,0
2,0,100,0.4547,0,0,2071735,0
2,0,100,0.4498,0,0,2128940,0
2,0,100,0.6015,0,0,2240409,0
2,0,100,0.9998,0,0,2084580,0
2,0,100,0.9231,0,0,2375780,0
2,0,143,0.1812,0,0,664879,0
2,0,143,0.9809,0,0,684296,0
2,0,143,0.2018,0,0,693632,0
2,0,143,0.2583,0,0,712437,0
2,0,143,0.2621,0,0,787015,0
2,0,143,0.2348,0,0,883635,0
2,0,143,0.6173,0,0,895625,0
2,1,130,0.1483,0,0,303204,0
2,1,40,0.2253,0,0,157035,0
2,1,40,0.3601,0,0,203252,0
2,1,40,0.3097,0,0,238753,0
2,1,40,0.4763,0,0,260092,0
2,1,40,0.3419,0,0,283416,0
2,1,40,0.5805,0,0,373848,0
2,1,40,0.9732,0,0,402237,0
2,1,40,0.4138,0,0,473262,0
2,1,40,0.2699,0,0,516427,0
2,1,40,0.2469,0,0,531684,0
2,1,40,0.4514,0,0,566837,0
2,1,40,0.3068,0,0,260124,0
2,1,40,0.7359,0,0,1133715,0
2,1,40,0.6268,0,0,1488866,0
2,1,40,0.7833,0,0,1538494,0
2,1,40,0.9263,0,0,1563477,0
2,1,40,0.8952,0,0,2867489,0
2,1,40,0.5951,0,0,2985008,0
2,1,40,0.9324,0,0,3063739,0
2,1,40,0.6781,0,0,3411415,0
2,1,185,0.3068,0,0,173208,0
2,1,185,0.3663,0,0,252936,0
2,1,175,0.992,0,0,33298,0
2,1,40,0.6438,0,0,197701,0
2,1,40,0.7598,0,0,244048,0
2,1,40,0.8183,0,0,266325,0
2,1,40,0.8299,0,0,276029,0
2,1,40,0.9899,0,0,289647,0
2,1,40,0.8971,0,0,301492,0
2,1,40,0.9992,0,0,315114,0
2,1,40,0.7254,0,0,325780,0
2,1,40,0.8173,0,0,340581,0
2,1,40,0.7079,0,0,386779,0
2,1,40,0.9919,0,0,422497,0
2,0,80,0.5296,0,0,87951,0
