eyemove/table_0_0.label,eyemove/table_0_0.meanFixDur,eyemove/table_0_0.timePrtctg,eyemove/table_0_0.firstfixDur,Key_0_0
0,199.0,0.0432,199.0,1966
0,199.0,0.0736,199.0,1658
0,179.0,0.0045,299.0,1188
1,139.0,0.0245,139.0,6076
1,189.0,0.0439,298.0,2584
0,199.0,0.0161,199.0,177
0,258.0,0.0434,258.0,952
1,99.0,0.0088,99.0,5947
1,179.0,0.011,179.0,5779
1,239.0,0.0168,239.0,5924
0,338.0,0.049,338.0,105
0,358.0,0.0366,219.0,2410
0,159.0,0.0322,139.0,2331
0,120.0,0.0084,120.0,2177
0,139.0,0.0227,139.0,572
0,139.0,0.0172,139.0,7211
1,616.0,0.0721,616.0,234
0,99.0,0.0085,99.0,926
1,239.0,0.0238,239.0,5214
0,258.0,0.0241,437.0,1821
1,119.0,0.0197,119.0,6497
1,239.0,0.0239,119.0,1144
0,318.0,0.0332,318.0,1651
0,238.0,0.0315,238.0,955
1,179.0,0.0045,179.0,6392
0,169.0,0.0379,199.0,6029
1,319.0,0.0259,319.0,7014
1,80.0,0.0082,80.0,4335
0,179.0,0.012,179.0,503
0,159.0,0.0257,179.0,7041
1,179.0,0.0067,99.0,1793
0,139.0,0.0165,139.0,5027
1,179.0,0.0304,179.0,7125
1,219.0,0.0286,179.0,2452
0,139.0,0.0588,139.0,1023
1,139.0,0.0173,139.0,5487
0,99.0,0.0099,99.0,2024
0,298.0,0.0379,139.0,783
0,139.0,0.0372,139.0,5310
0,109.0,0.0187,179.0,2916
1,109.0,0.0455,119.0,7076
1,80.0,0.0118,80.0,5793
0,159.0,0.004,159.0,4149
0,338.0,0.0305,278.0,6779
1,139.0,0.0083,557.0,5599
0,99.0,0.01,80.0,72
0,100.0,0.0095,100.0,354
0,279.0,0.0507,279.0,6660
0,139.0,0.0219,219.0,2046
0,219.0,0.0164,219.0,6563
1,139.0,0.0636,139.0,3204
0,99.0,0.0202,99.0,6758
0,278.0,0.0186,278.0,1734
0,179.0,0.0653,179.0,882
1,298.0,0.033,258.0,2940
1,139.0,0.031,139.0,1945
1,199.0,0.0292,199.0,4002
0,99.0,0.01,80.0,6117
0,258.0,0.0416,258.0,2198
0,139.0,0.0104,139.0,1487
1,80.0,0.0108,80.0,5126
1,139.0,0.0298,139.0,4989
1,179.0,0.0179,179.0,2643
1,318.0,0.0383,318.0,4637
1,219.0,0.0199,219.0,5137
0,139.0,0.0113,139.0,4840
0,119.0,0.0171,119.0,226
0,379.0,0.0499,379.0,5633
1,239.0,0.0369,239.0,7437
0,152.3333,0.0391,139.0,5958
1,159.0,0.0559,179.0,7010
1,119.0,0.0057,239.0,756
0,159.0,0.0152,159.0,5358
1,139.0,0.0083,139.0,7509
0,80.0,0.0095,80.0,6761
0,159.0,0.0107,278.0,871
1,159.0,0.0242,159.0,2359
0,139.0,0.0357,139.0,3616
1,219.0,0.0106,99.0,6809
0,80.0,0.0214,80.0,5969
1,199.0,0.0382,199.0,3244
1,80.0,0.0142,139.0,1809
1,318.0,0.063,318.0,5697
0,318.0,0.0398,318.0,1498
1,80.0,0.0098,80.0,2179
1,339.0,0.0436,339.0,3704
0,159.0,0.0457,159.0,58
0,139.0,0.0307,139.0,4175
1,199.0,0.0233,199.0,5445
0,139.0,0.0163,139.0,5994
0,139.0,0.0187,139.0,4187
0,139.0,0.0237,159.0,2336
0,139.0,0.023,139.0,7146
0,239.0,0.0255,239.0,1261
0,259.0,0.0436,259.0,2487
1,199.0,0.0417,199.0,1404
0,119.0,0.0209,119.0,6730
0,208.5,0.0734,278.0,7586
0,149.5,0.064,100.0,1918
1,132.6667,0.0472,179.0,2380
1,179.0,0.0161,179.0,7053
0,259.0,0.0428,259.0,1497
0,99.0,0.011,99.0,4773
0,179.0,0.0263,179.0,1909
1,199.0,0.0256,199.0,6533
1,139.0,0.0343,139.0,6081
1,139.0,0.0267,139.0,6806
0,299.0,0.0267,299.0,4181
0,179.0,0.0086,159.0,2205
0,179.0,0.0332,219.0,788
0,179.0,0.0559,179.0,5870
1,179.0,0.0741,139.0,1574
1,139.0,0.0093,139.0,2719
1,139.0,0.0119,139.0,3768
0,119.0,0.0367,119.0,7265
0,99.0,0.0291,99.0,375
0,298.0,0.063,298.0,4458
0,99.0,0.0117,99.0,2623
0,99.5,0.0393,119.0,7539
1,179.0,0.0361,139.0,3656
1,179.0,0.0067,179.0,2106
0,219.0,0.0147,219.0,3651
0,159.0,0.0197,159.0,3702
0,179.0,0.036,179.0,3568
1,139.0,0.0115,139.0,3316
1,139.0,0.028,139.0,3936
1,80.0,0.0149,80.0,4658
1,119.0,0.0153,119.0,4107
0,179.0,0.0383,179.0,2745
0,112.3333,0.1074,119.0,2421
0,159.0,0.0095,159.0,3610
1,80.0,0.0155,80.0,3987
1,229.0,0.1047,219.0,2463
1,119.0,0.0223,119.0,6470
0,159.0,0.0281,159.0,4731
0,149.0,0.0777,139.0,432
0,129.5,0.0312,179.0,3297
0,119.0,0.0229,119.0,2170
1,109.5,0.0299,119.0,3559
1,139.0,0.027,139.0,1229
1,159.0,0.0163,159.0,6784
1,99.0,0.0255,99.0,3401
0,149.0,0.0528,119.0,777
0,179.0,0.0653,179.0,6198
1,219.0,0.0317,219.0,1546
1,258.0,0.0577,258.0,7583
1,109.0,0.0082,99.0,117
0,199.0,0.0226,199.0,3404
1,139.0,0.0206,139.0,2881
0,119.0,0.0258,119.0,1096
0,129.0,0.0257,80.0,5289
0,199.0,0.0246,199.0,4291
1,119.0,0.0285,119.0,5189
0,80.0,0.0116,80.0,279
1,99.0,0.0116,99.0,6622
1,179.0,0.0173,179.0,5030
1,298.0,0.0351,656.0,1151
0,139.0,0.038,159.0,7002
1,125.6667,0.0323,100.0,135
1,139.0,0.018,139.0,4996
0,179.0,0.0359,179.0,3473
1,179.0,0.0092,179.0,2029
1,99.0,0.0174,99.0,5784
0,179.0,0.0129,179.0,1949
0,99.0,0.0166,99.0,1758
0,139.0,0.0148,139.0,6891
1,179.0,0.0191,179.0,5367
0,239.0,0.0172,239.0,3298
1,109.0,0.0342,119.0,4208
1,232.0,0.0466,278.0,3805
0,119.0,0.0272,119.0,4757
1,99.0,0.0167,99.0,128
0,319.0,0.008,279.0,1013
0,159.0,0.0287,159.0,1185
0,119.0,0.0209,119.0,2334
1,259.0,0.0228,259.0,2734
0,159.0,0.0166,159.0,608
0,119.0,0.0171,119.0,992
0,199.0,0.0335,199.0,231
1,139.0,0.0227,139.0,1344
0,139.0,0.0132,139.0,2271
1,219.0,0.0233,139.0,7164
0,219.0,0.0332,219.0,1375
1,179.0,0.0187,179.0,325
0,199.0,0.0572,199.0,5196
1,159.0,0.0208,159.0,5944
1,119.0,0.0087,179.0,5892
1,199.0,0.03,199.0,3455
1,219.0,0.0272,219.0,6930
1,159.0,0.0479,159.0,4162
0,298.0,0.053,298.0,5019
0,159.0,0.0741,179.0,752
1,139.0,0.0139,139.0,3519
1,179.0,0.0179,179.0,5161
0,139.0,0.0256,139.0,5822
0,239.0,0.0205,239.0,6051
0,139.0,0.0097,139.0,2870
0,119.0,0.0153,119.0,1624
0,80.0,0.022,80.0,5500
1,99.0,0.0166,99.0,488
0,80.0,0.0039,80.0,6611
0,278.0,0.037,139.0,1623
0,119.0,0.0145,119.0,5100
0,189.0,0.0546,179.0,3113
0,139.0,0.0122,139.0,2650
1,139.0,0.0147,139.0,2136
1,99.0,0.0105,99.0,2033
1,179.0,0.0178,179.0,4670
1,139.0,0.0165,139.0,5329
1,278.0,0.0265,278.0,3344
0,99.0,0.0095,99.0,867
0,159.0,0.0204,199.0,4685
0,139.0,0.0067,139.0,1467
0,119.5,0.0249,80.0,6438
0,179.0,0.0323,179.0,6540
1,179.0,0.0153,179.0,4867
0,99.0,0.0059,99.0,7136
1,159.0,0.026,159.0,3281
0,199.0,0.0133,199.0,3675
1,99.5,0.0199,80.0,7367
1,179.0,0.0167,179.0,2554
0,179.0,0.0172,179.0,5886
1,179.0,0.0067,179.0,828
1,80.0,0.0041,80.0,1271
0,132.3333,0.0655,119.0,3451
0,538.0,0.0556,538.0,2083
0,279.5,0.0577,419.0,1786
1,99.5,0.0213,119.0,6776
1,139.0,0.0151,139.0,6225
1,99.0,0.0098,99.0,5291
1,298.0,0.0179,298.0,5723
0,298.0,0.0385,298.0,2340
1,169.0,0.1576,139.0,1137
0,99.0,0.0127,99.0,5523
1,159.0,0.0352,238.0,100
1,179.0,0.0409,179.0,6786
0,112.6667,0.036,80.0,321
0,139.0,0.0557,139.0,2843
0,199.0,0.0329,199.0,4844
1,159.0,0.0398,159.0,1005
0,99.0,0.0094,99.0,895
0,159.0,0.0221,99.0,568
1,119.0,0.0219,119.0,5164
1,139.0,0.0185,139.0,5320
1,139.0,0.0122,139.0,4586
1,259.0,0.0148,298.0,2574
0,139.0,0.0229,139.0,5111
1,298.0,0.0425,417.0,1991
1,99.0,0.0163,99.0,3922
1,152.3333,0.0442,119.0,4950
1,139.0,0.0174,139.0,494
1,179.0,0.0129,179.0,1994
0,278.0,0.05,278.0,4903
0,199.0,0.0213,199.0,180
0,139.0,0.0139,119.0,1757
0,119.0,0.0149,119.0,2571
1,99.0,0.0071,99.0,4914
1,318.0,0.0473,318.0,1633
1,99.0,0.0061,99.0,5516
0,80.0,0.0274,80.0,4847
1,278.0,0.0494,278.0,130
1,80.0,0.0387,80.0,2803
0,159.0,0.0129,139.0,1129
0,159.0,0.0632,119.0,892
1,159.0,0.0146,159.0,6433
1,159.0,0.0098,159.0,75
1,119.0,0.0575,119.0,2353
0,99.0,0.0109,99.0,5422
1,199.0,0.0294,199.0,6444
0,179.0,0.0272,179.0,493
1,99.0,0.0167,99.0,3713
1,179.0,0.0191,179.0,2840
1,219.0,0.0226,219.0,5810
0,99.0,0.0169,99.0,6899
0,159.0,0.0147,159.0,6038
1,139.0,0.0837,159.0,1068
0,199.0,0.0179,199.0,4696
0,119.0,0.0264,119.0,2678
1,159.0,0.0136,119.0,3927
0,179.0,0.0388,179.0,5536
0,109.5,0.0702,139.0,3546
1,99.5,0.0329,80.0,406
0,199.0,0.0204,199.0,7400
1,199.0,0.0447,199.0,1221
0,298.0,0.0735,298.0,2144
1,80.0,0.0082,80.0,7087
1,80.0,0.0072,80.0,6790
0,129.0,0.0485,99.0,1256
1,179.0,0.0218,179.0,5912
0,199.0,0.0395,199.0,659
1,179.0,0.0275,179.0,2474
1,259.0,0.0767,279.0,6828
1,80.0,0.0123,80.0,3885
0,338.0,0.0313,179.0,6556
0,139.0,0.0122,179.0,5721
1,149.0,0.0493,159.0,6072
1,99.0,0.0254,139.0,3275
1,199.0,0.0166,159.0,6956
1,219.0,0.0497,199.0,5623
0,179.0,0.0381,139.0,6428
0,278.0,0.0448,278.0,585
1,239.0,0.0253,239.0,1047
1,199.0,0.0235,199.0,6500
1,99.0,0.0085,99.0,2401
1,80.0,0.0039,80.0,3175
0,139.0,0.0097,99.0,6569
0,99.0,0.0115,99.0,2297
0,278.0,0.0353,278.0,6082
0,139.0,0.0534,139.0,7176
0,80.0,0.0116,80.0,2608
0,179.0,0.0203,179.0,4360
0,159.0,0.0143,199.0,3314
0,179.0,0.0107,179.0,6043
0,99.0,0.0069,99.0,614
0,179.0,0.0866,179.0,3851
1,119.0,0.0235,119.0,1667
0,179.0,0.0763,179.0,5588
0,258.0,0.0306,258.0,6655
0,99.0,0.0095,99.0,2246
1,80.0,0.0101,99.0,2001
0,80.0,0.0089,80.0,1701
0,279.0,0.0141,199.0,1044
0,179.0,0.012,179.0,1741
0,159.0,0.0256,159.0,1320
1,129.5,0.0185,159.0,35
1,80.0,0.0252,80.0,2408
0,179.0,0.04,179.0,6771
0,199.0,0.0364,199.0,1223
0,278.0,0.0978,258.0,3059
0,99.0,0.0157,99.0,1200
0,239.0,0.0199,239.0,4160
1,80.0,0.0081,80.0,3969
0,258.0,0.0257,258.0,3006
1,119.0,0.0212,119.0,5654
0,99.0,0.0262,99.0,2635
0,119.0,0.0271,119.0,4502
1,199.0,0.0288,99.0,906
1,219.0,0.021,219.0,5594
0,278.0,0.0316,139.0,4039
1,239.0,0.0255,239.0,5515
0,497.0,0.0334,159.0,2203
1,179.0,0.018,179.0,6528
0,99.0,0.011,99.0,5414
0,139.5,0.0231,199.0,3347
1,179.0,0.029,179.0,7339
0,319.0,0.0225,319.0,7311
1,139.0,0.0067,139.0,6704
1,120.0,0.0348,120.0,2772
0,259.0,0.0348,139.0,4953
1,338.0,0.0348,238.0,5975
0,80.0,0.0155,80.0,1968
0,99.0,0.0163,99.0,169
0,219.0,0.0244,99.0,1313
0,298.0,0.0284,298.0,5908
0,119.0,0.0239,119.0,1143
0,159.0,0.0211,159.0,5562
1,399.0,0.0101,179.0,5601
1,139.0,0.0237,139.0,2227
0,119.0,0.0114,119.0,4514
0,179.0,0.0157,179.0,2744
0,70.0,0.0125,199.0,4983
1,99.0,0.0221,99.0,5096
0,238.0,0.0297,238.0,6171
1,139.0,0.0321,139.0,1429
1,139.0,0.0308,139.0,152
1,238.0,0.0472,238.0,4343
0,99.0,0.0134,99.0,6630
1,139.0,0.0588,139.0,927
1,219.0,0.0221,219.0,205
0,119.0,0.0252,179.0,1894
1,99.0,0.0084,99.0,5488
0,159.0,0.0394,179.0,3932
1,149.0,0.0798,139.0,476
1,179.0,0.028,179.0,558
1,757.0,0.0467,757.0,7563
1,139.0,0.0104,139.0,5781
0,219.0,0.0681,219.0,449
0,159.0,0.0287,99.0,2511
0,99.0,0.0094,139.0,1847
0,159.0,0.0399,159.0,2846
0,139.0,0.0301,139.0,3219
1,179.0,0.0245,179.0,970
1,219.0,0.0178,179.0,2758
0,179.0,0.016,179.0,4332
1,199.0,0.0169,199.0,2411
0,129.5,0.0239,99.0,998
0,259.0,0.0305,259.0,486
1,99.0,0.0144,99.0,2864
1,109.5,0.0684,139.0,3303
0,179.0,0.0315,179.0,6872
1,119.0,0.0194,119.0,6638
0,199.0,0.0251,199.0,6414
1,99.0,0.0265,99.0,3400
0,119.0,0.0149,119.0,6874
1,139.0,0.0093,139.0,2987
1,179.0,0.0148,179.0,4527
0,219.0,0.0501,219.0,6137
1,139.0,0.0206,80.0,5502
1,239.0,0.0545,259.0,7320
0,238.0,0.0325,238.0,2400
0,80.0,0.0144,80.0,5131
1,99.0,0.0121,99.0,5198
0,179.0,0.0397,99.0,3237
1,179.0,0.0157,99.0,1326
1,139.0,0.0296,179.0,1648
1,139.0,0.0454,139.0,4577
0,139.0,0.0093,179.0,142
1,119.0,0.0231,119.0,5914
0,298.0,0.0404,298.0,2127
1,119.0,0.0339,199.0,986
1,179.0,0.0266,179.0,2699
1,179.0,0.0165,179.0,5054
1,219.0,0.0113,219.0,2204
0,139.0,0.02,139.0,1995
1,139.0,0.0247,99.0,78
0,99.0,0.057,99.0,2124
0,239.0,0.0479,239.0,2065
0,149.0,0.0319,159.0,874
1,199.0,0.025,199.0,4333
0,239.0,0.0375,179.0,3788
0,139.0,0.0315,139.0,4491
0,119.5,0.0256,159.0,6168
0,239.0,0.0539,239.0,2529
0,80.0,0.0177,80.0,3791
0,179.0,0.0161,139.0,4481
1,159.0,0.0305,159.0,5201
1,119.0,0.0194,119.0,836
0,179.0,0.0181,179.0,512
1,129.5,0.032,179.0,2432
1,239.0,0.0244,239.0,4559
0,239.0,0.0271,239.0,1065
1,80.0,0.0127,80.0,2062
0,219.0,0.0239,219.0,5168
1,259.0,0.0222,259.0,5177
1,139.0,0.0143,139.0,1492
1,219.0,0.0245,219.0,1040
1,139.0,0.0119,219.0,7422
1,179.0,0.0233,179.0,3548
0,239.0,0.0203,239.0,5427
1,179.0,0.0161,179.0,7101
1,139.0,0.0869,119.0,3598
0,149.5,0.0331,219.0,6219
1,179.0,0.018,179.0,4744
1,179.0,0.0326,179.0,7028
1,278.0,0.0298,278.0,314
0,199.0,0.005,199.0,3060
1,139.0,0.0072,179.0,2920
0,219.0,0.0361,179.0,1335
0,109.5,0.0275,80.0,6495
1,199.0,0.0199,199.0,3560
0,119.5,0.0239,299.0,1042
1,99.0,0.0085,99.0,2648
1,99.0,0.0194,99.0,3413
1,139.0,0.0188,139.0,3453
0,179.0,0.0407,239.0,7483
1,258.0,0.0241,258.0,5376
1,219.0,0.0338,219.0,1696
0,119.0,0.0188,119.0,7257
1,80.0,0.0082,80.0,7344
1,179.0,0.0637,179.0,4667
0,80.0,0.0108,80.0,4084
1,179.0,0.0219,179.0,1643
0,119.0,0.0203,119.0,5378
1,199.0,0.0231,139.0,2371
0,119.0,0.0085,119.0,2103
1,159.0,0.0559,139.0,3331
1,199.0,0.0364,199.0,3667
0,20.0,0.0047,20.0,5512
1,20.0,0.0017,159.0,377
1,139.0,0.0119,139.0,5472
1,139.0,0.0101,139.0,211
0,139.3333,0.065,179.0,5758
1,99.0,0.0304,99.0,2505
0,358.0,0.0267,358.0,2073
1,179.0,0.0316,179.0,3444
0,338.0,0.0773,338.0,6281
0,159.0,0.0154,159.0,6060
0,139.0,0.0104,139.0,6109
1,139.0,0.0163,139.0,1530
0,239.0,0.024,139.0,4065
1,219.0,0.0531,219.0,1388
1,139.0,0.0302,139.0,7205
1,172.3333,0.0606,139.0,693
0,139.0,0.0272,139.0,1278
1,139.0,0.0357,139.0,411
0,80.0,0.015,119.0,4051
0,99.0,0.008,99.0,1279
1,139.0,0.0429,139.0,1795
0,119.0,0.008,119.0,4883
1,139.0,0.0133,139.0,2409
1,139.0,0.0154,119.0,1015
0,80.0,0.0296,80.0,988
1,159.0,0.0214,159.0,5454
0,298.0,0.0545,298.0,3769
0,199.0,0.0296,199.0,6354
1,139.0,0.0864,139.0,6843
0,169.0,0.0368,119.0,3464
1,20.0,0.0016,20.0,2110
1,100.0,0.0199,100.0,337
1,129.0,0.0336,99.0,1362
1,109.0,0.0316,99.0,4336
0,119.0,0.0139,119.0,3417
1,139.0,0.0213,139.0,5792
1,119.5,0.0423,159.0,1265
0,80.0,0.0192,80.0,7438
1,179.0,0.023,99.0,5778
1,139.0,0.3042,139.0,1216
0,99.0,0.0087,99.0,3068
1,89.5,0.0171,99.0,4059
0,219.0,0.0082,139.0,3439
1,99.0,0.0308,99.0,6459
1,219.0,0.0254,219.0,4223
1,99.0,0.0226,99.0,6174
1,179.0,0.0539,179.0,6905
1,119.0,0.0141,119.0,216
0,159.0,0.0133,219.0,1616
0,139.0,0.0237,139.0,5642
0,119.0,0.0242,119.0,4580
1,139.0,0.0151,139.0,3761
0,99.0,0.0143,99.0,2856
0,199.0,0.0247,119.0,3632
0,180.0,0.0373,180.0,6785
0,298.0,0.033,298.0,333
1,259.0,0.0457,259.0,45
1,219.0,0.0113,139.0,5501
0,219.0,0.0559,219.0,4392
0,139.0,0.0324,139.0,6184
1,139.0,0.0093,139.0,5463
0,438.0,0.0391,219.0,6347
0,179.0,0.011,179.0,6460
0,139.0,0.0142,119.0,6597
1,239.0,0.022,239.0,1187
1,159.5,0.0319,239.0,3889
0,159.0,0.0292,159.0,114
1,139.0,0.0507,139.0,1656
0,209.0,0.0537,179.0,4700
0,80.0,0.0163,179.0,3745
0,338.0,0.0203,338.0,2489
1,258.0,0.0259,258.0,4588
1,159.0,0.0187,99.0,937
0,129.5,0.0393,179.0,1346
0,298.0,0.1144,298.0,6818
1,80.0,0.0125,80.0,1964
1,439.0,0.0387,239.0,1455
0,109.0,0.0243,99.0,4078
0,159.0,0.0262,159.0,6667
1,259.0,0.0274,259.0,595
1,139.0,0.0362,139.0,6156
0,298.0,0.0607,239.0,3942
1,139.0,0.0139,258.0,728
0,80.0,0.0177,80.0,5223
1,80.0,0.0274,80.0,5008
0,159.0,0.0267,159.0,6222
0,99.0,0.043,99.0,53
1,139.0,0.0115,139.0,2060
1,179.0,0.023,179.0,5671
1,239.0,0.0115,239.0,854
1,99.0,0.0106,99.0,2715
1,199.0,0.0261,199.0,5572
1,219.0,0.0257,219.0,7417
1,219.0,0.0469,139.0,5552
1,99.0,0.0088,99.0,7295
1,119.0,0.0119,199.0,5017
1,139.0,0.0359,139.0,5940
1,99.0,0.0099,99.0,3452
0,239.0,0.0363,239.0,123
1,139.0,0.025,119.0,7557
0,139.0,0.0112,139.0,7337
1,208.75,0.1751,139.0,942
1,179.0,0.0191,179.0,2460
1,99.0,0.0197,99.0,3630
1,119.0,0.0379,119.0,1400
1,179.0,0.0415,179.0,1892
1,139.0,0.0242,139.0,1562
1,99.0,0.0169,99.0,1252
1,100.0,0.0194,100.0,4648
1,419.0,0.0552,419.0,6954
1,159.0,0.0106,159.0,2942
1,139.0,0.0093,199.0,1226
1,80.0,0.0108,80.0,1299
1,179.0,0.0215,179.0,3874
1,139.0,0.0429,139.0,4855
1,99.5,0.0213,80.0,5925
0,120.0,0.0283,120.0,6399
0,159.0,0.0544,159.0,4939
0,179.0,0.0417,179.0,7394
1,139.0,0.0355,139.0,5434
0,99.0,0.0037,99.0,4623
1,99.5,0.0206,179.0,7432
0,179.0,0.0128,179.0,2268
1,258.0,0.0147,258.0,2501
1,139.0,0.0575,139.0,2634
0,159.0,0.0107,219.0,3100
0,119.0,0.0375,258.0,3213
0,179.0,0.0359,179.0,6303
1,219.0,0.0212,219.0,6589
1,139.0,0.0097,139.0,4159
0,159.0,0.0248,159.0,5966
1,258.0,0.0342,258.0,4943
0,239.0,0.006,279.0,324
1,100.0,0.0122,119.0,4803
0,119.0,0.0071,99.0,2910
0,99.0,0.0141,99.0,5333
0,80.0,0.0117,80.0,3652
1,445.0,0.1977,757.0,6603
0,99.0,0.0445,99.0,5093
0,219.0,0.0258,219.0,146
1,219.0,0.0274,219.0,2191
0,129.0,0.0274,159.0,7524
0,199.0,0.0213,199.0,4916
1,80.0,0.016,80.0,5658
0,99.0,0.0127,99.0,7049
0,179.0,0.021,179.0,1862
0,149.0,0.0369,139.0,3572
0,139.0,0.0175,139.0,6095
1,239.0,0.0672,239.0,761
0,119.0,0.0209,119.0,6316
0,99.0,0.0098,99.0,5730
0,99.0,0.0069,99.0,3304
0,139.0,0.0182,139.0,2944
1,109.0,0.0218,100.0,3158
0,99.0,0.0099,99.0,4110
1,119.0,0.017,119.0,530
1,219.0,0.0238,139.0,6706
1,139.0,0.0124,139.0,4815
0,339.0,0.0085,319.0,7497
0,100.0,0.025,100.0,6404
0,119.0,0.0213,119.0,1663
0,179.0,0.0107,179.0,2298
0,179.0,0.0427,179.0,6518
0,119.0,0.0071,100.0,6856
1,129.0,0.0404,139.0,3337
1,179.0,0.055,179.0,4519
0,139.0,0.0105,139.0,6857
1,249.0,0.0557,279.0,2385
1,119.0,0.0143,119.0,1255
1,278.0,0.0186,278.0,6753
0,299.0,0.021,299.0,4182
1,100.0,0.0107,100.0,1582
0,80.0,0.0061,80.0,5586
0,80.0,0.0228,80.0,7239
1,219.0,0.0232,239.0,2089
1,179.0,0.0222,179.0,3700
1,20.0,0.003,20.0,2575
1,80.0,0.0117,80.0,6047
1,139.0,0.0132,139.0,1402
0,99.0,0.0419,99.0,1323
0,199.0,0.025,199.0,5208
0,258.0,0.0483,258.0,3938
1,139.0,0.0079,139.0,7448
0,219.0,0.0602,219.0,1647
0,398.0,0.0996,398.0,1074
1,159.0,0.0343,159.0,5038
0,179.0,0.0374,179.0,5848
0,99.0,0.094,99.0,1588
1,149.0,0.0432,99.0,6273
1,358.0,0.0709,358.0,1982
1,179.0,0.0422,99.0,3945
0,99.0,0.0143,99.0,5006
0,80.0,0.0081,80.0,7602
1,80.0,0.0111,80.0,7021
1,258.0,0.0147,258.0,4386
0,219.0,0.0439,219.0,23
0,119.0,0.0265,119.0,3134
0,219.0,0.0358,219.0,4402
0,259.0,0.0231,259.0,6463
0,258.0,0.035,258.0,1893
0,139.0,0.0165,139.0,4750
0,119.0,0.0242,119.0,1043
0,179.0,0.023,179.0,850
1,199.0,0.0119,199.0,5384
0,100.0,0.0145,100.0,5317
1,80.0,0.0108,80.0,5446
0,99.0,0.0208,99.0,1680
0,99.0,0.011,80.0,4365
1,149.0,0.0607,119.0,30
0,80.0,0.0069,80.0,4635
0,139.0,0.0225,139.0,5597
1,219.0,0.0308,219.0,4806
1,99.0,0.0144,99.0,7019
1,139.0,0.0333,139.0,929
1,99.0,0.0258,99.0,250
0,159.0,0.037,159.0,1820
1,219.0,0.0282,219.0,3157
0,259.0,0.0661,259.0,2724
1,239.0,0.0479,239.0,4662
1,119.0,0.0221,119.0,3888
0,298.0,0.0261,298.0,463
0,99.0,0.0129,99.0,1506
0,139.0,0.0274,139.0,6978
1,139.0,0.0154,139.0,6863
1,119.0,0.0114,119.0,3121
1,119.0,0.0223,119.0,5213
1,199.0,0.0257,219.0,6705
1,378.0,0.0322,378.0,2825
0,119.0,0.0242,119.0,5834
1,99.0,0.0306,99.0,5411
0,139.0,0.0419,139.0,59
0,119.0,0.0215,119.0,7249
0,179.0,0.0265,379.0,3108
0,179.0,0.0393,179.0,747
1,139.0,0.0083,139.0,6538
0,139.0,0.0443,139.0,1222
0,139.0,0.0298,139.0,2611
0,80.0,0.015,80.0,1520
0,139.0,0.0244,139.0,7390
0,139.0,0.0204,139.0,1092
1,139.0,0.0249,139.0,2993
0,119.0,0.031,119.0,4774
1,100.0,0.0309,100.0,1587
1,199.0,0.0169,199.0,5483
1,99.0,0.0143,99.0,1250
1,179.0,0.0107,179.0,3499
1,99.0,0.0143,80.0,1193
0,319.0,0.058,319.0,6180
0,119.0,0.0151,119.0,7498
0,258.0,0.0534,258.0,5756
0,179.0,0.0129,179.0,4780
1,179.0,0.0361,219.0,2841
0,219.0,0.0242,139.0,5627
1,178.5,0.0221,99.0,5474
1,139.0,0.0476,139.0,7461
1,99.0,0.0141,159.0,7578
1,80.0,0.0181,80.0,6962
1,279.0,0.0226,279.0,5951
0,139.0,0.0244,139.0,6831
1,199.0,0.0329,199.0,4179
1,179.0,0.0315,179.0,7050
1,99.0,0.0094,99.0,6613
0,159.0,0.0769,159.0,140
1,149.5,0.0859,219.0,2591
1,179.0,0.0282,179.0,795
1,99.0,0.0222,99.0,5218
0,139.0,0.0035,139.0,3734
1,219.0,0.0477,219.0,3538
1,80.0,0.0347,80.0,1930
0,99.0,0.0479,99.0,5591
1,129.5,0.0259,99.0,4070
0,259.0,0.0277,259.0,348
1,298.0,0.033,179.0,4760
0,119.0,0.0212,139.0,3041
1,159.0,0.0164,179.0,6554
0,119.0,0.0087,119.0,121
1,159.0,0.0316,159.0,4455
0,139.0,0.0238,139.0,6201
1,298.0,0.036,298.0,5425
0,169.0,0.1251,239.0,5986
0,119.0,0.0269,119.0,3469
0,99.0,0.0105,99.0,662
0,179.0,0.0239,179.0,582
1,159.0,0.0142,219.0,7546
0,179.0,0.0258,179.0,6193
1,149.5,0.0385,140.0,4255
0,179.0,0.0208,179.0,4826
1,139.0,0.0083,139.0,1939
0,338.0,0.061,338.0,6868
0,99.0,0.0226,99.0,2056
0,80.0,0.0347,80.0,6543
0,80.0,0.0081,80.0,5622
1,238.5,0.0407,258.0,4277
0,139.0,0.0149,80.0,257
0,239.0,0.0271,139.0,3752
1,119.0,0.0122,119.0,7523
0,199.0,0.0205,199.0,3066
0,199.0,0.0572,80.0,1678
0,238.0,0.0254,238.0,2764
0,219.0,0.0197,199.0,6269
0,199.0,0.0208,199.0,3327
0,238.0,0.0255,238.0,3557
1,298.0,0.0491,298.0,1911
0,139.0,0.0208,179.0,7121
0,139.0,0.0188,139.0,5659
0,239.0,0.0271,239.0,7243
1,100.0,0.0152,80.0,1288
1,199.0,0.0119,199.0,5937
1,112.3333,0.0692,99.0,1292
1,139.0,0.0052,139.0,2066
1,179.0,0.0294,179.0,1605
0,179.0,0.0315,179.0,1737
1,119.0,0.0119,119.0,886
1,99.0,0.0147,179.0,6265
1,99.0,0.0199,99.0,3842
