Key_1_1,landingPos,firstSaccLen,P2stFixation
2285,80.8857,329.5186,0
5618,80.5761,67.5074,0
4282,78.6448,428.7336,1
222,30.8302,107.8761,1
6054,115.1564,51.9711,1
4721,54.5711,180.5028,1
2067,54.1479,49.9124,0
4087,19.5576,320.0664,0
556,108.6105,110.0227,1
4197,135.2793,0.0,1
7526,65.1153,274.8609,0
3594,65.5019,125.4442,0
2309,36.5411,289.573,0
3374,113.0011,448.6159,0
1241,26.8794,201.748,0
37,13.1244,87.6427,0
7359,31.9453,50.1597,0
331,120.3007,457.8398,0
6149,42.5265,341.6771,0
4813,31.0886,139.5036,0
1783,42.8981,124.2578,0
3351,46.5027,104.5108,1
171,45.8394,243.7714,1
6819,45.0389,125.093,0
7212,67.309,164.0831,1
7410,138.0444,312.4684,1
894,57.0088,64.158,0
3973,100.4117,159.3212,1
464,80.2309,110.8264,0
1655,66.9104,204.7877,0
6766,182.3321,526.0271,0
6159,8.7464,132.417,0
6670,42.45,187.7345,0
7061,41.488,211.5053,0
5363,75.4801,159.8202,1
113,56.1894,44.3424,0
3433,81.8123,284.103,1
3854,70.3847,612.0182,0
6822,2.5495,145.494,0
4541,107.5883,363.1425,0
4722,119.5847,166.5008,0
2646,58.1055,55.0,0
2741,37.4833,162.5131,0
3300,21.0772,183.892,0
3409,98.5089,161.4845,0
6582,7.433,216.5092,0
5,49.366,72.0434,1
1989,26.2774,240.0047,0
4427,67.9283,243.0741,1
1895,64.0703,117.3765,0
530,71.6955,145.4184,0
688,21.9146,747.2424,1
338,115.2443,305.3936,0
4378,61.2944,256.186,0
2085,71.0211,122.0,1
5677,30.5,108.9461,0
2027,60.2536,306.4841,0
6065,52.6165,356.7555,0
1523,79.3788,164.0526,0
6443,103.3683,250.1125,0
4424,79.0142,192.2869,0
423,80.7248,150.9205,0
2270,90.802,249.0502,0
1916,70.516,0.0,0
2506,113.1923,464.2933,0
3741,86.5708,511.4834,1
3201,58.6686,131.6368,1
1753,45.0389,205.5736,0
3366,10.5948,273.7449,0
1920,45.9918,307.1795,1
3870,127.7155,306.1634,1
3860,64.8845,154.4288,0
4752,103.0049,241.042,1
2617,67.4036,52.9009,1
3947,113.5011,335.6285,0
4330,32.9621,116.3454,0
475,96.5013,529.6414,0
4196,40.0031,80.6505,1
6188,95.6151,177.3055,1
3030,35.4401,30.7002,1
3031,98.6027,365.9535,1
4075,42.2641,147.6186,0
4205,82.8402,258.9363,0
7057,48.0104,200.0025,0
4639,140.6743,163.0598,0
184,46.4462,585.7184,1
575,3.9051,485.0673,0
2665,16.6208,69.8713,0
4406,53.0212,214.2574,0
6859,16.1941,63.1269,0
957,69.0,267.4177,0
3492,77.5838,154.7966,0
5454,56.5685,143.6959,1
3047,115.1803,755.1864,0
7456,23.0217,89.2328,0
1044,76.2316,58.4829,1
4729,72.6722,113.5011,1
178,72.9126,590.0686,0
4442,38.2426,152.7195,0
3485,23.3773,139.6612,0
2017,82.8553,96.5829,0
788,49.0026,85.5409,0
988,52.9528,293.5106,0
1743,59.3401,77.5065,0
796,37.3363,816.3659,1
3024,39.9656,105.0774,0
6222,69.161,109.11,1
6332,35.9026,196.0006,0
1995,15.0083,98.1835,1
5391,43.1741,165.2763,0
6092,15.8114,119.1774,0
907,73.9341,264.1751,0
1570,36.3456,151.7432,1
1548,57.3149,377.2218,0
5394,49.5101,1351.7157,0
1706,18.0347,553.9251,0
4605,48.5489,124.5642,0
5552,89.5126,144.6046,0
403,25.5539,50.1224,0
5026,20.5973,144.5424,0
5069,83.3217,130.384,1
5209,118.4926,57.8662,0
6666,75.1681,140.6983,0
5202,34.5398,681.3048,0
3961,66.9104,165.0189,1
3027,45.2355,71.0862,1
7537,63.0635,326.5061,1
6085,26.8794,385.331,1
7190,90.5677,350.5267,1
5283,59.5021,731.5234,1
6040,135.4889,291.7096,1
2758,150.0966,133.2901,0
4652,49.5101,140.5009,0
6642,104.7294,254.0177,1
3342,44.0454,64.158,0
3050,62.859,84.3579,1
3731,38.7621,73.3792,1
5261,39.0,22.0057,1
6390,96.199,631.4784,1
7172,64.3817,210.538,0
5950,119.6349,0.0,1
792,119.0683,348.509,0
6556,97.664,495.1336,1
6551,64.9192,111.3643,0
6193,52.0024,0.0,1
1957,143.0918,245.0005,0
2931,71.3863,239.7415,0
6765,69.2261,605.0424,0
1820,121.3106,368.541,0
4234,98.9571,90.7373,0
4082,50.0,125.6831,0
6635,64.562,77.9647,0
2066,80.7001,215.8894,0
6808,70.2157,219.3285,0
5530,53.64,200.1125,0
2497,61.8971,208.5863,0
6278,34.5579,265.6991,1
2616,96.2211,127.5245,0
6534,86.6516,88.0738,0
6689,25.7391,179.5446,1
1040,26.1964,227.1503,1
5321,114.4771,155.2297,1
1773,37.4767,311.0486,0
2303,46.1546,139.8231,0
4787,181.4635,198.2524,0
1433,178.7023,216.3354,0
2897,135.8354,175.5,0
5281,47.6681,229.5441,1
3565,31.0161,74.9283,0
1884,51.6188,169.4616,0
568,31.5159,90.4005,0
4403,50.9608,123.199,0
5491,43.9118,240.6502,0
249,14.6373,417.3068,0
4144,42.72,174.8156,0
420,58.331,170.6173,0
6864,4.0311,215.4553,1
3846,79.77,151.7383,0
6302,13.0863,306.5587,0
6521,18.7417,142.5219,1
6557,90.0403,209.113,1
3522,90.5994,155.7899,1
1745,8.544,129.1908,0
2046,86.6833,130.124,0
4774,84.1264,196.1479,1
1584,66.9795,414.9584,0
5361,58.5235,288.1189,1
5543,85.9884,934.2292,1
4663,19.4743,118.9212,1
6905,83.9315,204.1378,1
428,100.206,135.5701,0
6191,76.9042,563.2238,0
4598,66.0019,0.0,0
7163,10.6066,315.643,1
1708,23.838,108.4735,0
5817,38.7331,101.5197,0
2232,23.7539,156.0072,0
147,78.7718,78.8495,0
1842,73.0428,128.8846,1
4469,15.8824,240.5546,1
6445,58.5,71.2969,0
3486,90.7042,101.0272,0
4880,33.121,152.861,0
2743,55.9866,210.0012,0
134,28.4429,505.0015,0
132,115.9526,79.6273,0
5810,165.0273,119.8384,1
4522,39.2747,561.0893,1
3786,124.0816,722.9374,0
824,1015.4794,802.6459,0
3179,94.1409,136.5375,0
6042,84.9073,286.5925,0
4931,59.7097,101.7767,0
4547,43.0639,151.3151,0
81,1086.8179,1086.5966,1
5059,24.9098,38.5,0
1541,110.7362,143.0079,1
6334,84.006,110.3381,1
2048,67.1063,79.5692,1
392,64.8845,116.2755,0
4772,82.2572,153.018,1
2816,31.3209,0.0,0
4611,265.9497,158.2024,1
4621,112.8771,528.9357,1
5932,42.4264,352.2219,0
2822,34.5254,170.793,1
1887,27.4089,212.9519,1
804,71.5681,116.4174,1
3253,9.1924,973.6411,1
201,69.6348,143.1861,1
1086,43.6578,192.5058,0
2485,226.527,300.0417,1
4260,62.5,97.0,1
3028,62.155,64.002,0
868,70.0286,57.1686,0
7551,63.2653,513.1335,0
3582,72.5844,113.0896,1
2003,118.2582,125.9246,1
6760,40.1622,553.097,0
613,59.4348,85.3756,0
7147,60.21,303.2375,1
962,11.8849,147.085,1
1126,48.9336,177.0254,1
6099,34.9178,965.5374,1
2677,21.6449,77.4919,0
5429,73.6495,293.0004,1
4647,100.2958,270.8967,1
6812,72.5827,210.3426,1
7457,52.7376,186.6293,0
2962,36.8409,129.124,0
2648,124.904,150.2065,0
1355,130.5421,0.0,1
6154,70.7001,59.0,0
3371,101.1781,291.5017,0
3532,66.6521,110.7892,1
7034,75.6654,213.3928,1
2402,83.4865,65.0692,0
2375,70.0286,198.4263,0
6385,103.9351,113.0863,1
1205,55.0318,101.3163,0
1412,69.4874,114.8151,0
5365,51.0392,80.7233,0
7082,24.3772,64.2806,1
3719,23.7697,269.5056,0
2791,167.5269,265.5772,1
2968,35.7561,141.2029,0
6496,60.531,98.0778,0
4946,82.3787,193.5568,1
2879,72.0295,118.8876,0
2811,57.0789,139.4794,1
293,12.0208,201.4907,0
2701,30.0,805.0531,0
1200,76.0263,165.6336,0
726,50.6211,202.5938,0
3060,42.1456,92.5972,0
3331,50.5618,206.0097,0
1808,58.843,58.3095,0
5161,68.7204,97.7816,1
3976,10.1242,170.6261,0
4954,63.9531,149.9667,1
7169,23.0326,85.5015,0
2459,36.0902,54.5367,0
1844,66.6652,79.5503,0
447,49.2164,57.9763,1
6965,25.1098,66.7271,0
3067,48.5026,216.1926,1
5452,71.1706,0.0,1
2736,70.1231,82.4621,1
6719,63.3028,105.6279,1
7530,41.1947,95.3362,0
4040,70.0643,238.3548,1
3930,83.4641,129.1172,1
5225,27.0185,109.2016,1
5062,45.4588,485.218,0
5659,22.0737,171.5488,1
2641,75.738,278.5687,0
933,84.7172,154.0519,1
2519,59.0021,106.2568,1
433,83.0136,223.9866,0
7398,9.8615,111.6121,1
5726,21.2132,131.5466,0
5975,42.9942,193.1094,0
5303,29.6057,146.0548,0
297,61.0082,200.5025,0
7251,59.0762,31.7057,0
576,56.5796,70.4006,0
6606,83.3847,183.6968,1
3208,49.135,158.2024,0
910,53.7587,81.6241,0
1491,46.057,100.4241,0
3372,46.3303,131.6435,1
6592,52.9741,81.0062,1
6156,116.1217,144.8456,1
2461,96.4689,181.3974,0
3529,75.1681,0.0,0
1438,17.4642,128.001,0
3218,85.1469,224.0273,0
485,85.3288,145.664,0
1156,143.2236,315.833,0
6246,33.5894,305.6276,0
6605,105.6504,446.1491,1
1990,11.8533,258.6238,0
4113,14.0089,819.2565,1
6490,92.0828,168.3278,0
7432,76.5588,108.9151,0
5035,80.9938,457.7775,0
6674,79.456,0.0,1
5779,7.0711,55.3173,1
3457,14.5774,184.5244,0
3540,14.5774,253.9734,1
3466,47.2149,0.0,0
3076,50.9166,0.0,1
4586,77.5194,72.4189,1
6367,59.6657,77.8155,0
698,54.6008,130.0548,1
6084,86.7208,371.5219,1
1926,66.191,128.1405,1
6916,88.0866,356.0621,0
4919,77.6032,113.1106,1
6026,31.3129,110.3279,1
89,70.5638,127.0797,0
6229,53.106,153.1617,1
2972,64.1327,167.6261,0
408,89.6674,144.0069,1
3998,76.8798,93.5909,0
2407,82.5651,306.9287,1
7425,78.578,246.6034,0
6415,97.0271,71.528,0
4883,47.9505,764.3173,0
4816,156.1089,573.0218,1
238,49.8623,65.8426,1
5243,153.8254,480.6376,0
6048,34.0037,201.7176,0
754,99.6255,198.1161,1
3057,66.9104,222.963,0
1526,85.5365,157.0008,0
3275,55.8614,426.6418,0
1865,87.023,156.321,0
4180,147.3745,353.5948,0
4254,47.7624,289.7904,1
1898,16.2788,146.6024,0
5703,52.2805,92.0666,0
5005,87.0129,202.2554,0
1967,93.984,168.4429,0
4101,7.7621,829.0544,0
3518,27.074,89.8137,0
1272,83.5464,1362.7092,0
4783,20.8626,104.0108,0
4653,166.0098,372.3657,1
5292,48.7545,157.7862,0
3648,48.5824,211.6058,1
6700,74.5201,176.638,0
7189,77.719,141.9947,1
6520,38.9102,81.7206,0
5928,37.6198,44.7353,0
5494,42.19,176.5574,0
2637,53.7587,336.322,0
4568,44.0369,515.5546,0
7300,79.5063,213.6381,1
5024,81.6838,119.105,0
5478,51.3079,85.5058,1
7283,56.3604,111.6882,0
632,70.4557,94.1833,0
5609,54.8931,510.6332,0
3350,42.7931,0.0,1
2179,40.302,112.3755,0
2471,61.5549,128.7643,0
5267,37.0473,144.5415,0
7539,120.2799,160.0383,1
268,17.6139,90.312,0
2603,65.2476,178.6008,0
6336,16.4924,42.2404,1
387,9.8234,273.2018,1
3347,228.8154,154.1752,1
718,110.4774,122.549,1
3931,14.5344,231.0779,1
5925,92.0706,77.2868,0
5951,70.8696,83.6809,1
5637,63.0317,318.5769,0
6079,83.3547,145.4003,0
656,109.5411,294.0017,1
1542,17.3277,0.0,0
1325,82.2344,371.3506,0
109,15.4353,233.0,1
4500,87.8877,184.6943,0
3616,40.5123,135.0926,0
3965,50.589,558.9387,0
3269,15.5322,123.5364,0
4714,60.6321,136.5742,0
4762,89.0084,103.0594,0
2347,66.8599,254.9431,0
5663,45.0111,176.2839,0
4111,83.0241,130.9399,0
190,66.259,125.5747,0
4259,45.5247,61.5731,0
878,101.5972,143.014,1
6539,63.7377,39.0032,0
832,116.4302,137.5736,0
980,11.2361,133.8432,0
234,54.5825,88.9565,0
1484,89.6172,177.3083,1
5806,33.3242,194.6362,1
3386,81.5751,137.6635,0
80,60.4669,277.4968,1
2283,95.0053,129.0155,0
2819,112.9004,734.0497,0
4823,87.5914,389.7749,0
2764,54.6466,453.7744,1
2280,33.812,141.9472,1
1667,27.313,239.2995,1
7356,65.1786,0.0,0
7209,17.5642,431.1812,0
5332,38.1084,105.5296,1
1577,54.5825,196.5312,1
101,48.8109,86.9037,0
3156,58.843,216.6478,1
6029,80.0,150.6793,0
991,39.6232,138.058,0
85,181.5172,262.2103,0
412,60.3345,168.5007,0
3943,38.3308,276.5651,0
265,209.7105,181.2078,1
1233,71.0158,252.0005,0
3251,32.9621,164.931,0
602,71.7948,72.8011,0
3008,34.176,521.6742,1
3071,40.6971,171.7942,0
1391,93.8096,0.0,1
3832,37.9012,181.0249,0
7388,15.8114,78.5064,0
1119,52.1536,243.837,0
635,70.9524,399.2174,0
4936,111.7195,289.9418,1
808,65.8027,144.6245,0
5539,44.071,159.3047,1
867,102.8591,0.0,0
2633,20.3961,190.0217,1
789,69.3109,55.3828,0
6614,69.7316,124.6004,1
2214,54.4518,470.802,1
2162,56.932,36.5034,0
1151,74.1569,228.6072,0
3739,43.4166,72.94,0
6206,84.9721,527.5341,1
3733,106.6607,309.7325,0
3566,17.0074,171.3337,0
6420,71.2531,494.1225,0
7106,62.1631,116.2755,0
1782,39.5285,88.3091,0
2801,203.8535,0.0,0
5698,36.5137,279.0112,1
4069,90.312,62.476,1
4649,55.8234,154.5,0
162,86.5231,214.5985,0
1285,83.2857,158.5599,0
7529,85.1499,130.384,1
1468,57.3062,84.5237,1
5312,73.1471,228.9596,0
3644,60.6177,76.2365,1
5701,60.5,304.2014,0
1475,76.1643,370.3245,0
1938,47.7127,635.3849,1
3291,124.5883,180.1402,0
4303,26.8561,76.5131,1
2317,38.4708,93.3876,0
7235,39.5506,105.6705,1
2257,148.9841,177.799,1
3127,94.0479,584.7959,1
4805,82.7179,147.2659,1
7122,63.6396,409.4905,1
2734,69.5162,0.0,0
5749,42.9331,227.83,0
6585,22.2991,262.1545,0
1818,53.4439,96.6049,1
2062,87.8877,258.56,1
6548,65.2093,84.0729,1
3772,142.6201,170.7469,1
3523,22.0907,203.1976,0
2111,94.5899,479.3071,0
7350,44.8386,121.2322,0
3241,86.0131,70.066,0
6109,99.5038,165.003,1
6768,65.5915,84.0536,1
4277,27.9732,163.1847,0
1537,7.8262,239.4394,0
3629,122.0502,190.7367,1
4908,21.0238,191.845,0
5632,44.3847,372.5225,0
4445,49.0102,124.1934,0
1451,46.3276,284.029,0
5577,138.37,0.0,0
2135,58.6003,192.0319,0
6182,71.5489,138.9541,0
6704,49.4495,0.0,0
3107,3.3541,155.6478,0
1310,40.2244,335.8724,1
5765,27.1662,68.0661,0
5789,73.9138,116.5011,0
4514,63.5,95.9713,1
6937,2.6926,151.6188,1
1462,22.3215,116.5,0
1394,74.0034,185.7323,0
6575,32.8024,148.5,0
1292,95.8188,69.5881,1
4853,53.0519,156.5799,1
6939,186.9184,112.1037,0
7198,2.5,698.2036,0
6985,44.4213,175.0893,1
4085,137.2334,395.5401,1
213,81.4371,35.805,0
3826,44.9806,179.9472,0
3867,65.6906,236.6527,0
6131,78.5493,158.749,0
6322,28.2843,125.9573,0
372,56.2072,128.4338,0
4495,118.0614,0.0,1
5210,70.7831,490.7178,0
5465,75.3608,127.5157,0
1869,20.3039,288.0156,1
4072,44.5253,105.5012,0
890,55.4707,165.9187,0
2569,76.7756,206.6362,0
6382,70.0179,99.791,0
274,90.824,49.8046,0
2150,53.6027,124.6154,0
6862,69.0254,607.225,0
682,34.0331,113.2166,0
3484,65.4083,477.4018,0
2942,75.326,700.6126,0
1250,16.1012,304.5148,0
6636,128.6905,144.5554,0
6401,10.7935,66.1891,0
1318,49.9625,242.6489,0
1264,25.0799,0.0,0
1217,45.2383,196.5204,0
5611,52.1464,545.6796,0
5218,53.7587,729.1257,0
2091,67.7588,219.0576,0
3270,40.2647,129.9885,0
1863,26.3865,274.0972,0
1387,93.5013,89.9611,0
3576,70.7142,103.1213,1
5728,82.8689,141.673,1
4308,74.6877,64.0,0
445,40.4475,973.2801,1
3515,95.1853,137.7725,0
3036,6.6708,221.5457,0
5656,39.3573,321.0876,0
675,97.0696,283.317,1
2533,1132.7952,1019.6304,0
2559,45.7056,61.7738,0
3111,100.4117,175.309,1
4338,46.4247,130.1883,0
200,73.0154,53.8145,1
1043,58.843,188.5975,0
214,54.1225,149.6103,1
2668,50.636,82.3772,1
4056,82.5651,464.7349,1
1530,166.7461,191.1969,1
6372,54.0833,492.503,1
2557,112.3488,52.5595,0
3014,67.0671,136.18,0
3558,76.1003,262.0558,1
5123,32.0156,606.7125,0
810,22.9456,122.2007,0
6138,55.2675,106.5422,0
3033,69.2604,137.2334,0
3476,130.0346,557.7027,0
5527,86.0654,59.5525,0
1639,106.7345,133.366,0
4284,18.5068,142.4254,0
4175,88.8046,158.2561,1
5634,40.7707,83.5853,0
7021,48.2312,89.5014,0
237,99.925,124.5733,0
4412,39.5601,115.0272,0
668,77.0406,155.6808,1
3836,70.0071,71.6746,1
1741,267.0253,170.1793,1
3844,111.6893,809.0564,0
2234,42.8981,79.5016,1
4249,127.0846,0.0,1
5193,52.6165,74.0068,1
1302,107.0012,125.077,0
4529,56.4026,333.5375,1
752,45.8394,162.0378,0
515,76.2775,198.0309,1
3535,77.1897,230.0804,0
1867,2.5,731.7585,0
4076,89.627,0.0,0
2761,79.2102,630.7064,1
6923,70.4006,84.537,0
355,129.3928,521.0002,0
2934,75.4404,207.3475,1
4199,25.1247,181.0028,1
75,82.7118,98.5317,0
2415,128.5632,481.0969,0
4173,81.3895,161.6741,0
1633,3.6056,189.1144,0
1202,56.4734,229.752,1
3888,62.3939,166.3009,0
5314,69.2261,397.0519,0
5022,57.8705,297.4861,1
3782,97.0052,232.5774,1
2921,69.4262,140.89,0
6316,82.5379,134.9379,0
5973,49.2062,302.3384,0
7549,47.5395,146.1232,0
4889,74.027,83.7437,0
6364,44.1192,238.0005,1
5633,31.4086,124.8089,0
3942,79.2275,179.0175,1
759,4.9497,127.0984,0
3803,104.2029,193.0058,0
3053,18.7216,182.9624,1
2601,83.4416,249.6808,1
5350,62.6139,199.5902,1
448,83.5539,158.5008,1
6312,46.2088,108.1665,1
7164,80.878,133.5758,0
547,34.2381,59.5021,0
987,64.5949,106.4061,0
6310,52.2901,73.0154,0
2447,58.6963,806.7455,1
1109,55.8323,322.3973,1
1657,17.1026,196.5229,0
1578,4.5277,261.3054,1
6725,42.5735,223.5805,0
5746,75.8765,108.5092,0
4105,52.6711,234.0192,0
3002,40.7983,71.5856,0
569,59.4138,1107.6039,1
6250,96.566,169.0362,0
6454,62.7415,173.1221,0
4217,72.5827,93.6082,1
2436,161.3103,188.0239,1
479,49.8197,230.5781,0
4456,41.8808,106.2462,1
2629,80.114,195.0103,0
672,42.0862,167.6343,0
318,85.8618,226.8816,1
5777,42.0387,120.584,0
1031,84.0387,295.1085,0
1267,41.824,90.6104,1
1223,31.0644,56.8177,0
7258,53.4439,125.036,0
4334,69.1809,145.5137,0
697,65.0481,81.0941,0
4176,20.1556,49.9925,0
5342,8.2006,83.9315,0
2988,40.0281,170.0007,0
4297,47.5395,326.0751,0
2910,16.7705,199.4655,0
3459,70.799,45.1221,0
5965,67.0019,0.0,0
6050,50.8552,94.1236,0
6952,76.4739,406.5172,0
2613,67.2309,257.0238,0
694,66.2514,137.4018,0
5738,37.7525,180.2471,0
4597,74.4312,99.5038,0
328,58.5171,110.0023,1
1133,35.7106,183.4802,0
453,110.8388,79.3237,1
2824,179.4714,227.3813,1
2697,25.5,170.2072,1
3591,142.7323,99.0316,0
1752,124.0454,188.1495,1
2916,49.7041,354.4929,0
1625,66.1098,160.1999,1
6196,43.4108,51.5,0
7225,90.802,321.2262,0
323,106.5692,244.5046,0
2528,80.5062,70.8414,0
944,180.8349,177.9129,0
4757,87.6156,208.5402,1
7183,4.6098,220.2504,0
3715,56.4469,137.0328,0
3767,70.0589,112.1751,0
7262,104.0829,126.8562,1
631,61.6543,0.0,0
3012,213.2117,337.8113,0
2943,18.0278,130.384,0
7000,102.1812,156.3538,1
1514,25.6223,245.0862,0
3905,52.1967,507.2297,1
1691,51.9086,166.7041,0
3072,18.6078,182.1606,0
1271,88.7426,84.22,0
3334,4.0,114.0537,0
6690,45.722,135.559,0
902,78.4618,102.774,1
6613,54.037,88.6143,0
6398,13.6473,66.8973,0
7133,50.6063,241.5999,0
779,137.3554,19.6023,1
2421,111.7195,588.3292,0
4702,48.4381,208.1736,0
6948,20.1556,68.4726,0
3946,20.1556,56.4734,0
4384,88.1618,683.9819,1
683,39.08,49.023,0
3910,151.5206,141.8185,1
6816,71.0862,115.5692,0
4380,60.9036,30.7612,1
5689,95.6896,0.0,0
5346,105.3055,485.7227,0
5855,76.0345,181.7175,0
6323,138.7417,195.0026,0
5873,142.5009,697.775,1
7437,65.6201,71.9253,0
651,44.1956,461.0043,1
862,69.6724,146.5137,0
7455,125.9573,251.5244,1
66,101.0408,182.5842,0
446,15.5081,205.5851,0
4723,36.5308,180.0062,0
3702,98.5609,481.2237,1
3793,70.7142,114.8085,0
5205,66.6202,308.6313,0
7223,37.716,167.1414,0
4404,106.2309,119.7466,1
67,96.6191,675.7139,0
1240,69.3578,177.8103,0
1209,151.5586,768.789,0
753,63.0635,125.9811,1
1611,41.1096,87.5557,0
6517,96.0013,108.417,1
2298,36.6742,117.1164,1
2209,84.5532,146.6714,1
585,87.5,158.9166,0
1061,65.5305,128.001,0
2747,35.7001,169.1892,0
2105,26.0,248.3948,0
312,131.5086,144.2099,0
802,49.684,146.1249,0
1522,51.2884,315.3336,1
3087,33.7676,66.0,1
5339,64.002,564.6072,1
3293,53.2565,234.0192,0
5784,91.8708,97.5,0
2367,38.0296,188.0538,0
5040,69.1231,151.4001,0
6368,39.2237,334.9336,0
4871,71.339,88.4096,1
5386,40.7983,274.5551,1
2742,177.0113,251.2867,1
2117,85.2423,196.3982,1
3011,9.2195,136.1947,0
7029,82.5136,265.993,0
2669,69.4262,534.7843,0
1090,144.7213,189.0238,0
308,99.5615,111.6714,1
1973,36.8816,149.0252,0
2966,11.2361,114.7279,1
4237,24.8395,91.9633,0
6563,45.2355,209.3191,1
129,86.977,261.9971,0
4718,81.0386,234.5085,1
5356,47.9818,196.8712,0
5956,29.3981,262.6071,0
7520,56.2228,38.1477,0
4822,47.3128,128.2312,0
2156,66.5169,53.2259,0
5979,58.7133,134.3317,1
5247,84.4808,166.2897,0
4163,67.5814,261.0388,0
874,32.8672,140.4724,0
1379,1059.8968,1464.488,0
1590,11.4127,40.5771,1
5679,147.6432,113.9517,1
7563,91.325,392.699,0
4728,41.6803,211.5148,1
1707,70.445,118.6781,1
2476,43.5029,302.0348,0
2645,84.6537,139.0,1
3751,27.2029,243.2961,0
3312,94.2788,65.0884,1
1735,47.1699,123.2284,0
6911,30.2696,107.2287,0
2685,46.3303,107.0047,1
3707,55.4301,92.1263,0
2429,72.0642,184.481,0
6804,12.3693,199.9762,1
2551,98.326,197.0159,1
598,72.2721,271.0018,0
2488,19.8116,129.7575,1
108,23.2863,164.746,1
2291,128.7866,639.1811,0
5398,60.5083,49.5429,0
537,61.5508,80.7233,0
5316,67.7956,146.4326,1
1077,54.4518,124.901,0
5737,41.3673,44.2634,1
6961,21.225,270.4445,1
1189,48.7263,270.267,0
5347,90.05,182.4918,1
5970,48.7647,103.5978,1
670,56.0045,31.0644,0
2469,40.8167,375.6917,1
661,105.8702,228.3555,0
6494,17.1026,142.4825,0
2660,38.461,213.2416,0
637,67.7422,226.7918,0
3199,165.8327,191.0236,1
120,53.0212,201.748,0
6730,49.1452,115.9741,1
760,50.4505,100.8129,0
606,58.8218,463.2043,0
3406,100.8067,190.0164,0
1849,59.5399,91.5874,1
4707,28.6094,87.5357,0
3122,59.4348,316.532,1
4029,11.5434,180.025,0
6489,37.6962,97.2895,0
3126,61.6604,162.2421,0
4078,118.4926,166.1272,1
284,53.2846,237.0258,1
7145,103.7039,138.9469,0
4167,29.6985,22.3886,1
6796,240.6018,114.9282,1
6842,62.0181,109.7474,1
321,57.7603,161.2893,0
2186,94.9539,0.0,1
1505,138.0009,236.3477,0
663,79.0142,174.2591,0
7535,93.8363,378.3784,0
1521,225.6086,353.0598,0
7334,5.0,163.3065,0
219,37.9473,81.7389,0
3094,89.0421,266.3104,0
5896,71.9184,450.3476,1
194,33.9006,51.6188,1
4982,114.1764,201.4274,0
4049,44.9055,91.0014,1
5396,128.6672,963.9922,1
4527,59.1714,123.2325,0
307,64.3623,237.5084,0
1701,41.6203,259.5308,1
6734,85.6461,155.9888,0
7039,217.5529,505.5022,0
1127,91.6788,140.0,0
2515,46.1979,554.5316,0
4022,72.94,355.981,0
444,137.2953,426.0226,0
5674,74.5252,235.3853,0
2287,42.8632,57.6281,1
5592,35.6721,97.5051,0
1494,138.3618,756.0572,0
4162,82.6075,196.7543,0
3988,58.0775,792.5002,0
6930,99.4309,129.3223,1
5554,119.365,184.5677,1
6752,97.4025,178.1832,0
2472,27.7849,86.9511,1
1812,73.814,122.5826,1
1295,31.7844,50.3513,0
5930,26.7255,154.5291,0
7253,17.2192,100.3457,0
4141,39.3192,309.0344,0
489,19.0591,125.5886,0
290,28.178,136.7708,0
2272,68.2221,95.6935,0
1386,40.302,81.0586,0
193,70.2157,338.5133,0
6338,24.5204,233.0263,1
3249,81.0494,319.1414,0
3575,34.5,251.0005,1
4948,30.2696,355.4128,1
5753,56.1427,74.8766,0
4508,99.6255,153.1837,0
1609,242.4046,72.5,1
7036,90.6228,126.5356,0
2376,10.7703,214.7819,0
1906,56.0201,155.1161,1
6421,31.5634,109.6016,0
5215,85.2115,123.0447,0
2221,19.906,181.6762,0
4473,77.1038,148.5412,0
4865,151.2457,221.9031,0
7285,18.527,134.0037,1
1186,45.8912,0.0,0
4765,56.6591,388.3298,1
7177,59.785,0.0,0
1754,39.7398,104.4629,0
7026,63.2317,179.2017,1
2009,41.1491,29.3471,0
6057,65.1345,177.1588,1
5499,48.5412,170.2946,0
6791,72.5328,143.921,0
4417,120.2341,210.4335,1
4726,74.0557,189.8848,0
2112,4.0,261.1226,0
1880,32.039,165.1764,1
7162,88.0412,382.3562,0
3794,16.7631,262.9815,1
4650,195.9451,73.3757,1
4219,14.0089,148.3543,1
4142,26.5424,85.2115,0
3206,109.7565,193.0317,1
1035,62.6498,64.2359,1
5153,28.5175,242.7725,0
7603,123.0386,725.1,1
2181,78.339,0.0,1
7430,33.3542,73.0274,0
1954,85.5234,374.7616,0
516,87.0919,135.2562,0
1991,10.3078,253.5597,0
3258,126.2864,554.203,1
2455,85.1029,188.9153,1
2884,33.444,158.5788,0
4698,76.611,501.4192,1
5444,58.86,107.6162,0
6527,15.5322,87.8208,0
7542,55.4301,200.2255,0
2502,79.8326,146.5307,0
5563,80.0141,307.6467,0
224,95.8358,152.5664,0
3663,57.6238,68.6822,0
5101,137.329,176.7831,0
4847,39.0512,158.2127,0
3740,123.5607,0.0,0
1492,49.8723,0.0,0
3858,47.7624,427.3585,1
3606,86.0015,496.3839,1
6184,24.965,104.6733,0
5773,41.5752,454.5099,0
6295,7.5664,294.6226,0
1934,72.4189,113.8914,1
2170,68.8059,127.5245,0
5384,54.7449,521.8058,0
2389,26.0048,59.0339,1
4285,58.9173,108.9082,0
795,37.5666,60.0187,0
4224,48.0833,81.5751,0
3726,47.7127,89.9514,0
6684,35.7351,136.7452,0
