eyemove/table_1_3.pupilDiamMax,eyemove/table_1_3.P1stFixation,eyemove/table_1_3.leavingPos,eyemove/table_1_3.Key_1_3,Key_0_0
0.0642,1,133.1662,5000,105
0.1412,1,101.0198,5363,2410
0.162,1,81.0015,6889,2331
0.0441,1,34.3402,4844,2177
0.2644,1,47.0106,6656,572
0.0908,1,63.4133,5451,7211
0.0842,1,48.3865,7516,234
0.3324,1,39.5127,3841,926
-0.0428,0,29.5296,1668,5214
0.101,1,79.939,1029,1821
0.1955,1,34.821,5843,6497
0.1514,0,51.6164,5689,1144
0.0825,1,21.0238,986,1651
0.0006,1,42.4264,5395,955
1.4375,0,37.2055,4256,6392
0.0541,0,208.1538,345,6029
0.1004,1,95.9401,1520,7014
0.0084,0,155.7321,6205,4335
0.052,1,74.0068,3195,503
0.159,1,176.6388,5882,7041
0.3452,0,44.9361,1092,1793
0.1047,1,28.4297,6845,5027
0.6117,1,48.2701,6685,7125
0.1975,1,94.5,7291,2452
0.2109,1,71.5437,1809,1023
0.0753,1,108.1134,1011,5487
0.0934,0,36.4005,5908,2024
0.1352,1,74.6274,1532,783
0.1893,1,76.2955,43,5310
0.3104,1,91.8178,1410,2916
0.3843,1,65.3242,1123,7076
0.1061,1,79.9203,4920,5793
0.3575,1,35.3553,6829,4149
0.1093,0,78.5828,5327,6779
0.2246,1,52.5405,1050,5599
0.162,1,50.6014,7514,72
0.1456,1,12.7475,4273,354
0.2006,1,77.4919,3035,6660
0.0001,1,37.0203,1137,2046
0.106,1,35.934,3855,6563
0.1667,1,124.6365,3907,3204
0.1698,1,93.0121,4760,6758
0.1921,1,37.9012,5193,1734
0.1442,1,6.0208,5588,882
0.1296,1,59.2115,5581,2940
0.1005,1,57.7624,183,1945
-0.0605,1,41.8718,7361,4002
0.1165,1,20.8147,4344,6117
0.226,1,132.1855,5235,2198
0.3536,1,418.6123,5464,1487
0.0583,1,79.7653,331,5126
0.2484,1,66.6202,1227,4989
0.1781,1,166.7468,6981,2643
0.1332,1,59.0762,3406,4637
1.2187,1,54.0786,2511,5137
-0.0316,0,11.4127,3510,4840
0.1212,1,109.4178,4953,226
1.7096,1,41.7043,4417,5633
0.1495,1,29.6522,4670,7437
0.2364,0,111.2048,6148,5958
0.0603,1,50.2021,7590,7010
0.1557,1,60.6012,650,756
0.1526,1,80.5559,4458,5358
0.0791,1,67.6498,2828,7509
-0.0453,1,19.0066,4507,6761
0.1331,1,37.1652,4310,871
0.1588,1,75.2014,2556,2359
0.1106,1,84.5237,4346,3616
0.1522,1,23.3077,2748,6809
0.1058,1,31.0161,7334,5969
0.2633,1,132.8768,475,3244
-0.0873,1,65.073,5402,1809
0.1942,1,149.7005,1027,5697
0.0537,1,9.9247,509,1498
-0.0982,1,32.8101,6200,2179
1.1346,1,41.0122,2222,3704
0.2011,1,17.2627,3438,58
0.0306,1,115.3527,3393,4175
0.2507,1,141.0035,3088,5445
0.2257,0,21.095,1186,5994
-0.075,1,59.5399,2239,4187
0.0883,1,41.6923,4581,2336
0.161,1,51.0098,4539,7146
0.4335,1,88.596,5054,1261
-0.0333,1,54.0231,2341,2487
0.0642,1,31.9061,3685,1404
0.2028,1,27.0416,5195,6730
0.2028,1,64.5368,5127,7586
0.2169,1,51.8845,3879,1918
0.1837,1,60.4669,740,2380
0.2116,0,81.7206,5635,7053
0.2455,1,51.5606,2983,1497
0.1739,0,61.5081,270,4773
0.1845,1,68.3118,4962,1909
0.7161,1,51.9711,3347,6533
0.2776,1,120.2206,5523,6081
0.0383,0,81.4125,3078,6806
0.1471,0,84.4808,245,4181
0.1732,0,23.0054,1279,2205
0.2221,0,88.5579,116,788
0.1545,1,131.9735,3121,5870
0.3093,1,76.8668,1832,1574
0.1171,0,152.9485,1309,2719
-0.112,1,88.2043,3659,3768
0.0542,1,22.9456,5550,7265
0.124,1,90.6601,4274,375
0.2515,1,42.6878,234,4458
0.3242,1,23.0868,1291,2623
0.1786,1,99.0404,4209,7539
0.018,1,49.3077,3193,3656
0.5272,1,32.5038,2850,2106
0.2496,1,75.8024,2764,3651
0.0711,1,63.7279,484,3702
0.1186,1,27.1017,2356,3568
0.0292,0,42.0595,6077,3316
0.1916,1,94.9763,4836,3936
0.3178,1,81.0077,690,4658
0.1459,1,76.5849,3043,4107
0.1479,1,42.3615,5168,2745
0.1078,1,52.2231,5614,2421
0.0321,0,72.5603,1470,3610
0.1492,1,74.2647,5179,3987
0.2418,1,66.0019,1653,2463
0.1259,1,47.6681,6626,6470
0.1945,1,80.5373,4449,4731
0.1882,1,52.2805,613,432
-0.1683,0,36.2802,5159,3297
0.0383,1,67.1007,7411,2170
0.0303,1,60.6053,6147,3559
0.0816,1,15.6525,2421,1229
0.0984,0,44.0596,3205,6784
0.3625,1,87.7411,6548,3401
0.0637,1,64.562,6121,777
0.1442,1,49.5101,833,6198
0.2431,1,102.1494,7357,1546
0.2067,1,27.933,4515,7583
0.4907,0,49.5631,394,117
0.9667,1,41.7612,6125,3404
0.168,1,50.9141,4040,2881
0.0425,1,89.6172,5189,1096
-0.0083,0,36.6231,6365,5289
0.0861,1,65.2093,118,4291
0.1746,1,24.2074,2921,5189
0.0882,1,150.6063,524,279
-0.0094,1,56.8001,6016,6622
0.1476,1,58.5769,1405,5030
0.1333,1,65.4847,528,1151
0.0521,1,62.8351,3113,7002
0.3554,1,227.4626,5484,135
0.0768,1,14.5774,5244,4996
0.1771,1,38.0132,3523,3473
0.069,0,44.6794,7589,2029
-0.0505,1,28.5044,3941,5784
0.0552,1,22.4722,6060,1949
0.0617,0,85.2482,2012,1758
0.1267,1,49.8197,138,6891
0.0837,1,89.1572,1351,5367
0.1347,1,100.505,2393,3298
0.2953,1,98.2573,1201,4208
0.1251,1,242.6319,4612,3805
0.0591,1,78.7353,4123,4757
0.2327,1,70.4006,5080,128
0.4825,1,139.0081,1024,1013
0.0683,1,65.0077,1170,1185
0.1448,1,23.0705,1240,2334
0.6815,0,59.1122,3244,2734
0.2825,1,91.7197,3719,608
0.0067,0,115.1271,3140,992
-0.0053,1,66.3363,2045,231
0.0459,1,105.7982,6199,1344
0.0417,0,70.3491,6317,2271
0.0837,1,50.589,4196,7164
-0.0379,0,117.3882,3533,1375
0.062,1,67.2254,6990,325
0.1187,1,63.3127,705,5196
0.037,1,20.2299,3968,5944
0.0883,1,100.2522,1672,5892
-0.8116,1,147.4797,6340,3455
0.0683,1,151.1043,4241,6930
0.2468,1,77.8412,6657,4162
-0.1552,1,61.565,7425,5019
0.0721,1,86.3264,1493,752
-0.0433,0,34.176,5987,3519
0.1033,1,113.4416,6044,5161
0.3241,1,40.5278,6866,5822
0.3554,0,39.2938,2603,6051
0.0481,0,107.5047,4447,2870
0.1974,1,50.7568,7522,1624
0.5533,0,206.1274,2619,5500
0.2306,1,28.0713,7585,488
0.0847,0,8.2462,2963,6611
0.2643,1,46.5027,5842,1623
0.0578,1,33.3204,6494,5100
0.1168,1,75.228,6214,3113
0.0996,1,54.3921,6616,2650
0.1643,0,157.7569,6591,2136
0.2088,1,31.5357,1684,2033
0.0277,0,71.1003,4996,4670
0.1837,1,84.2882,3246,5329
0.0652,0,50.2021,3557,3344
0.1936,1,11.068,3380,867
1.5457,1,907.5365,6415,4685
0.2027,1,10.5119,6128,1467
0.2825,1,46.7386,1026,6438
0.2373,1,24.1868,7438,6540
0.3329,0,72.3205,7435,4867
0.0466,1,67.0168,4312,7136
0.3704,1,52.6806,2400,3281
0.1386,1,55.7001,5912,3675
-0.0712,1,110.1681,4841,7367
0.203,1,125.1958,6162,2554
0.3176,1,70.8978,4717,5886
0.0182,1,67.5296,6986,828
0.2625,1,120.5985,3680,1271
0.1538,0,218.2527,3923,3451
0.6472,1,102.7144,4323,2083
0.2482,1,141.008,6689,1786
-0.0103,1,51.2104,3102,6776
0.1392,1,99.6519,6006,6225
0.1377,1,177.7449,3738,5291
0.1326,1,12.8062,4469,5723
0.1938,1,32.8101,3653,2340
0.1872,1,65.0173,1599,1137
0.1572,1,30.5164,5055,5523
0.3162,1,932.2544,3065,100
0.1358,1,37.5133,1347,6786
0.1102,0,177.4218,7528,321
0.3061,1,58.2001,2835,2843
0.25,1,85.5468,4952,4844
0.399,1,59.0635,304,1005
-0.0044,0,41.1947,1764,895
0.1456,1,26.163,3204,568
0.0489,1,39.9155,2528,5164
0.2103,0,75.5414,1074,5320
0.3191,1,14.089,7201,4586
0.1621,0,105.006,1142,2574
0.2758,1,89.3001,1906,5111
-4.3255,1,39.1216,6595,1991
0.1618,1,64.6239,1317,3922
0.3966,1,77.9647,5337,4950
0.1802,1,14.9164,3224,494
0.0997,1,68.7314,6756,1994
0.095,1,36.1732,1242,4903
0.9595,1,94.3398,4553,180
0.1113,1,109.11,6196,1757
0.077,1,42.11,2589,2571
0.019,0,5.2202,6078,4914
0.0238,0,61.1739,6157,1633
0.091,1,32.9848,1737,5516
0.1764,1,12.0416,5391,4847
0.2108,1,34.2381,6105,130
0.0153,1,89.0688,5644,2803
0.0915,1,186.6715,4901,1129
0.2242,1,68.9003,3421,892
0.0089,1,114.7966,230,6433
-0.4198,0,24.6221,6134,75
0.0938,1,90.1138,5128,2353
0.0586,0,47.5631,943,5422
0.196,0,53.3667,4603,6444
0.1373,1,56.5199,4101,493
0.1972,1,39.538,4736,3713
0.0542,0,42.638,1821,2840
0.0813,1,98.1542,5129,5810
0.1256,0,90.638,343,6899
0.1706,0,156.5288,4258,6038
0.4268,1,7.5664,507,1068
0.0981,1,98.074,5521,4696
0.4038,1,56.4358,5427,2678
0.1359,1,77.0146,5787,3927
0.043,1,64.56,1319,5536
0.2449,1,61.1003,2470,3546
0.267,1,29.77,4406,406
0.0819,0,61.2638,3417,7400
0.2068,1,51.3931,5622,1221
0.5301,1,32.6879,4699,2144
0.1449,1,71.9253,4520,7087
0.2568,0,42.4058,7598,6790
0.0896,1,58.5342,1373,1256
-0.0571,0,82.2982,594,5912
0.2162,1,16.0078,4567,659
0.0083,0,64.4457,6940,2474
1.8444,1,249.8925,2720,6828
0.0418,1,16.0,3292,3885
0.0731,1,40.5771,6380,6556
-0.0479,1,29.6142,2399,5721
0.1955,1,57.5674,3258,6072
0.1411,1,82.7421,3494,3275
0.1056,1,92.0706,4207,6956
1.5692,1,87.9801,5705,5623
0.3222,0,47.1699,7340,6428
0.152,1,44.6346,167,585
0.0063,1,67.1751,5218,1047
0.2395,0,30.8869,6173,6500
0.0329,1,41.0396,3365,2401
0.1217,0,30.6023,1694,3175
0.1086,1,29.0043,7079,6569
0.2312,1,53.1272,5642,2297
0.2297,1,33.2415,4840,6082
0.1676,1,39.6989,4389,7176
-0.0682,0,57.6238,5265,2608
0.9667,1,23.7065,1936,4360
0.0851,1,83.1895,5915,3314
0.2036,1,239.669,1188,6043
0.0646,1,36.6674,5903,614
0.2724,1,62.532,4677,3851
0.1856,1,23.5053,2283,1667
0.1847,0,40.2523,5029,5588
0.3397,1,50.01,3384,6655
0.154,1,57.4913,4635,2246
0.3028,1,23.7171,5378,2001
0.0587,1,53.7331,4994,1701
0.9425,1,72.5483,3831,1044
0.1525,0,41.3038,3731,1741
0.5605,1,109.4646,4146,1320
0.0165,0,50.589,2974,35
0.2883,1,65.7305,2542,2408
0.2327,0,47.5395,5221,6771
0.0102,1,59.0699,6766,1223
-0.0505,1,34.0918,6071,3059
0.1556,1,61.5508,4559,1200
0.1771,1,84.4408,5704,4160
0.1401,1,64.3292,2760,3969
0.2592,0,73.8664,1211,3006
0.19,1,40.6079,1432,5654
-0.2646,1,94.1488,5035,2635
0.2263,1,66.8824,4117,4502
0.1557,0,22.2991,3568,906
0.106,0,52.9953,6793,5594
0.1756,0,65.9735,7112,4039
0.2995,0,56.7649,2946,5515
0.1315,1,46.9308,1094,2203
0.06,1,24.1506,3809,6528
-0.0176,1,78.9003,5632,5414
0.0412,0,62.3699,894,3347
0.133,1,76.0411,2091,7339
0.0986,1,66.2118,7146,7311
0.1557,0,23.2594,2248,6704
0.5989,1,73.0839,3891,2772
0.062,1,95.0118,4753,4953
0.0233,1,77.3692,884,5975
0.1477,1,25.3476,3582,1968
0.1352,1,15.0416,147,169
0.0524,1,17.9513,3753,1313
0.0246,0,102.2851,2082,5908
0.3301,1,28.5701,7244,1143
0.0006,1,9.4868,7056,5562
1.764,1,175.7228,5404,5601
0.0972,1,91.1112,5393,2227
0.1435,1,79.6822,5492,4514
-0.0469,0,81.0139,2564,2744
-0.1049,1,67.6018,4821,4983
0.089,1,41.2311,997,5096
-0.0873,1,92.6984,2977,6171
0.289,1,46.5242,1154,1429
0.1693,0,67.0466,7010,152
0.1942,1,88.7764,1706,4343
-0.07,1,84.0536,50,6630
0.0319,0,74.1485,5027,927
0.102,1,21.0,5685,205
0.1838,1,87.865,1554,1894
-0.1045,1,51.3931,1122,5488
0.0351,1,44.0965,4893,3932
0.1333,1,67.7791,779,476
0.4721,1,40.7339,3056,558
-0.3948,1,62.2435,1805,7563
0.0996,1,19.8116,2788,5781
0.3623,0,78.4347,5791,449
0.1708,1,45.8394,6189,2511
0.0801,1,45.401,7206,1847
0.1245,1,52.5095,6272,2846
0.043,1,83.0452,5755,3219
0.2298,1,75.2728,1619,970
2.0074,1,100.0862,2315,2758
0.032,0,133.015,452,4332
0.0672,0,39.8121,1964,2411
0.0539,1,21.9659,6661,998
-0.0132,1,36.6674,5257,486
0.0832,1,134.5149,2373,2864
0.2125,1,126.5484,1891,3303
0.2028,1,138.5081,3192,6872
0.0109,1,42.8544,5656,6638
0.147,1,70.3651,3047,6414
-0.0647,1,112.51,5665,3400
0.0887,1,17.9234,4246,6874
0.1225,0,7.5664,1794,2987
0.0467,1,134.1576,2424,4527
0.1816,1,85.856,3442,6137
0.0761,1,106.3038,6902,5502
0.1366,1,70.7107,3301,7320
0.1068,1,89.1698,3635,2400
0.2343,1,89.8012,4771,5131
-0.1557,1,70.8414,3657,5198
0.0435,1,110.3087,2590,3237
0.0766,1,81.7267,6719,1326
0.3157,1,22.4611,5998,1648
0.1344,1,15.0083,1020,4577
0.114,1,69.1466,2334,142
0.0876,1,9.3005,539,5914
0.1005,1,87.882,2219,2127
0.1806,1,89.6172,6819,986
0.1753,1,107.2031,3520,2699
-0.0176,0,19.105,7549,5054
0.046,0,46.4812,2286,2204
-0.0173,1,90.2843,638,1995
0.2428,1,107.4349,2266,78
0.2087,1,70.0179,2078,2124
0.0946,1,128.7109,3821,2065
0.0261,1,46.3816,6883,874
0.022,1,49.328,5812,4333
0.1518,1,29.5846,1912,3788
0.014,1,64.5155,4333,4491
0.1096,1,46.8402,242,6168
0.1467,0,21.006,5486,2529
-0.0024,1,66.4831,5664,3791
0.1121,1,63.9414,2460,4481
0.3198,1,53.612,5556,5201
0.2114,1,46.457,307,836
0.0901,1,58.7218,69,512
0.2206,0,5.0,5476,2432
0.1812,1,104.6721,4402,4559
1.0372,1,140.0089,5281,1065
0.0511,1,18.8282,2679,2062
0.0902,1,79.267,3745,5168
0.1274,0,109.6141,6528,5177
0.0903,1,63.287,6632,1492
-0.0218,0,32.0156,6711,1040
0.283,1,26.2011,816,7422
0.0976,1,44.601,423,3548
-0.9618,0,101.2139,5923,5427
0.0593,1,16.8077,2521,7101
0.0268,1,64.438,3828,3598
0.1211,1,56.6414,4980,6219
-0.0145,0,74.3539,4006,4744
-0.5169,1,70.5018,6969,7028
-0.0404,1,33.3054,1440,314
0.748,1,63.0714,618,3060
-0.0625,1,82.8734,5331,2920
0.1653,1,74.2445,7259,1335
0.047,1,90.2898,3055,6495
0.0883,1,138.1132,1719,3560
0.9525,1,88.4604,5227,1042
0.0624,1,56.7208,3396,2648
0.1525,1,13.8654,4453,3413
0.0093,1,82.6514,6185,3453
-0.0969,1,60.7166,317,7483
0.168,1,20.0998,3135,5376
0.0756,1,83.0376,5184,1696
0.0395,1,21.1009,815,7257
0.1124,1,87.5571,3708,7344
-0.1438,1,131.6681,6757,4667
-0.07,1,85.6417,6895,4084
0.0293,0,109.2749,3760,1643
0.0978,1,78.8575,3103,5378
0.1788,1,25.224,6315,2371
0.1385,1,16.9189,3415,2103
0.0368,1,11.0114,6408,3331
0.1367,1,47.5105,4033,3667
0.4904,1,34.442,98,5512
0.5577,1,112.8051,5877,377
0.2754,0,89.3155,7088,5472
0.0983,1,169.4771,1210,211
0.2477,0,145.6237,5858,5758
0.0329,1,50.0899,3111,2505
0.2071,1,22.0227,7327,2073
0.053,1,19.5064,3786,3444
0.1031,1,55.9732,3364,6281
0.1126,1,69.4622,3881,6060
0.0396,1,12.8062,5024,6109
0.1211,1,38.9166,2007,1530
0.1175,1,73.8546,5186,4065
0.0197,0,108.6244,7243,1388
0.1023,1,83.2301,368,7205
0.1211,1,178.0007,3483,693
0.1525,1,77.1314,5974,1278
0.1926,1,56.8595,5120,411
0.099,1,85.2482,1396,4051
0.3235,1,68.0312,5483,1279
0.045,1,106.5892,3309,1795
0.1765,1,44.9055,2039,4883
0.0326,1,162.1149,3114,2409
0.3162,1,44.601,3757,1015
0.1592,1,69.9893,4503,988
0.126,1,67.1509,239,5454
0.0437,0,71.8418,2420,3769
0.0423,1,13.8924,2584,6354
0.0579,1,73.6376,3117,6843
0.0592,1,50.2021,4544,3464
0.4924,1,42.8544,1789,2110
0.5592,1,78.1297,3317,337
0.1726,1,38.513,5243,1362
0.1402,1,14.5774,3257,4336
0.3797,1,139.2596,7062,3417
-0.0577,1,90.2497,1337,5792
0.3302,1,62.2896,217,1265
0.0635,0,42.5441,3838,7438
0.2332,1,65.1959,363,5778
0.2611,1,96.5117,2966,1216
0.0426,0,90.2358,5496,3068
-0.0194,1,92.8924,5076,4059
0.2142,1,83.0241,4055,3439
0.2188,1,71.5,2162,6459
0.1523,1,28.4429,6873,4223
0.1928,1,82.7602,1666,6174
0.0443,0,102.0306,5137,6905
0.2595,1,39.3573,5751,216
0.0971,1,40.942,5434,1616
-0.0147,1,54.1295,432,5642
0.1594,1,47.0239,1403,4580
0.0802,1,31.5317,3131,3761
0.2508,1,18.6078,3003,2856
0.0526,1,37.5133,6798,3632
1.4802,1,108.3444,6439,6785
0.0681,0,61.1903,5737,333
-0.0045,1,97.5115,6914,45
0.0295,1,169.5361,3580,5501
0.0774,0,6.5765,2444,4392
0.0781,0,5.7009,2833,6184
0.125,1,61.0328,6275,5463
1.4196,1,82.0244,1299,6347
1.8012,1,56.3072,808,6460
0.1587,1,50.7986,6806,6597
0.0949,1,90.0888,2027,1187
1.1075,0,103.1213,7470,3889
0.0409,1,61.4003,1112,114
0.0712,1,34.3111,5850,1656
1.9487,0,127.343,4661,4700
0.0185,0,26.2393,223,3745
0.2151,1,66.6408,956,2489
0.2616,0,91.5601,1522,4588
0.0823,1,136.5476,2834,937
0.1283,1,62.8013,996,1346
0.1676,1,29.6057,3630,6818
0.1563,1,82.4924,4580,1964
0.795,1,126.4852,4214,1455
0.1563,0,88.5,3667,4078
-0.0057,1,182.5,2753,6667
0.1963,0,173.5115,4979,595
-0.0393,1,34.1248,7482,6156
0.1193,1,96.9149,2607,3942
0.1042,1,93.6056,5032,728
0.4803,1,38.6264,3829,5223
0.2523,1,77.4919,219,5008
0.1023,1,19.4165,26,6222
0.0869,0,159.0739,1148,53
0.2327,0,61.131,6590,2060
0.1912,0,111.4563,6899,5671
0.2572,1,65.307,7445,854
0.1866,1,17.1026,5462,2715
0.0079,1,13.2004,4981,5572
0.0081,1,51.8652,5701,7417
0.3139,1,59.3001,7328,5552
0.0635,1,102.8129,5472,7295
0.1247,1,9.0139,2900,5017
0.1625,1,47.2652,2179,5940
0.1277,1,79.6994,5934,3452
0.1283,1,106.0424,7465,123
0.4966,1,46.5242,6684,7557
0.122,1,83.1685,1471,7337
0.0902,1,66.9123,355,942
0.0272,0,15.5242,4210,2460
0.2242,1,45.763,1873,3630
0.1887,0,65.3911,1843,1400
0.0772,1,108.1168,2398,1892
0.1797,1,61.131,7008,1562
0.1334,1,10.198,7586,1252
0.1492,1,70.5443,506,4648
1.7096,1,75.3127,6813,6954
0.16,1,102.0992,1061,2942
0.1755,1,133.7395,3451,1226
-0.0755,1,49.1172,376,1299
0.1332,1,85.6519,5490,3874
0.3167,1,81.939,7566,4855
-0.1138,1,39.8811,1497,5925
2.3504,0,81.8123,3666,6399
0.2853,1,74.3236,4374,4939
-0.0709,0,89.6131,3028,7394
0.0634,1,73.2888,2575,5434
-0.0823,1,56.2539,5285,4623
-0.4638,0,127.5353,6764,7432
0.1955,1,44.5926,4591,2268
0.1436,1,88.5226,6318,2501
0.2109,1,55.599,5160,2634
0.1471,1,90.1388,6007,3100
0.1111,1,62.2294,782,3213
-0.0701,1,37.1248,4631,6303
0.3226,1,118.4736,6458,6589
-0.0119,0,119.0011,3746,4159
0.2091,1,26.3865,1512,5966
0.3086,0,94.5053,6364,4943
2.0375,1,57.9418,7597,324
0.1438,1,91.5014,6313,4803
0.0756,1,44.1163,3267,2910
0.2556,1,65.0481,5345,5333
0.124,1,35.3836,3747,3652
2.6859,1,72.6705,6187,6603
0.3218,1,24.6221,6146,5093
0.0053,1,95.0224,4149,146
0.0582,1,91.0069,2610,2191
0.3077,0,68.0625,896,7524
0.1866,1,47.5,3499,4916
0.3061,1,103.9243,6372,5658
0.3034,1,18.7417,5778,7049
0.3716,1,3.0,5254,1862
-0.0422,1,62.8828,2690,3572
0.1447,1,82.0,6666,6095
0.1507,1,55.6821,3190,761
0.0943,1,66.7608,1631,6316
0.1097,1,48.0677,4234,5730
0.0481,1,70.0179,7182,3304
0.074,1,97.3717,6930,2944
0.2954,1,81.1865,1977,3158
0.2543,0,80.2808,700,4110
0.1806,0,37.5766,5258,530
0.0152,1,12.0104,6832,6706
-0.0305,0,63.5079,5104,4815
0.9425,1,59.0191,6621,7497
0.2365,1,101.5197,2269,6404
0.5104,1,96.791,7378,1663
0.0831,1,8.0623,5149,2298
0.076,1,41.4367,6127,6518
0.1421,1,113.0675,3641,6856
0.2953,1,61.5183,1430,3337
0.2229,1,53.2658,1721,4519
-0.6944,1,4.0311,598,6857
0.3057,1,177.3866,4621,2385
0.0742,1,45.1774,334,1255
0.1755,1,77.0584,4467,6753
0.0986,1,73.6156,7183,4182
0.0222,1,48.3994,4377,1582
0.2336,0,24.1868,7279,5586
0.1651,1,27.0601,5555,7239
0.0078,1,141.5495,2345,2089
0.0753,1,140.4724,4084,3700
0.1029,1,1092.9485,6722,2575
0.1238,1,48.0234,1093,6047
0.0162,1,62.6598,2872,1402
0.2949,1,101.9865,3514,1323
0.0887,1,23.0217,5495,5208
-0.0081,1,76.844,102,3938
0.1606,0,70.799,6551,7448
0.4253,1,110.1919,277,1647
0.5365,1,85.821,4216,1074
0.1968,1,69.7603,1942,5038
0.4623,1,84.5813,1883,5848
0.2214,1,35.3412,119,1588
0.3783,0,132.297,2899,6273
0.2632,1,122.8912,935,1982
0.2128,1,102.511,3952,3945
0.1442,1,11.2361,5548,5006
0.0901,1,75.4321,546,7602
0.4895,1,124.2508,1046,7021
0.1661,0,69.5449,3032,4386
-0.1086,1,32.5346,5431,23
0.185,0,30.2696,625,3134
0.1824,1,15.8114,3734,4402
0.6531,1,113.6893,5177,6463
-0.1435,1,83.4161,3999,1893
0.0337,1,52.5952,4114,4750
0.0703,0,73.5017,5064,1043
1.8317,0,64.531,5489,850
0.0696,0,78.5064,5034,5384
0.1963,1,32.4076,6462,5317
0.0073,1,60.4028,3381,5446
0.4182,0,69.78,7580,1680
0.2743,0,46.7172,1162,4365
0.3095,1,129.717,6466,30
0.1254,0,63.2653,6252,4635
0.0655,1,37.0135,6540,5597
0.0817,1,43.6406,6183,4806
0.2407,1,25.894,6413,7019
-0.092,0,56.4358,5532,929
0.0871,1,86.1931,5136,250
0.1029,1,97.9617,653,1820
0.8831,0,49.6488,134,3157
0.1039,1,45.0111,7172,2724
0.2539,1,60.1851,298,4662
0.1158,1,141.8467,7472,3888
0.3596,0,6.3246,4761,463
0.17,1,50.0,6863,1506
0.0464,1,87.0359,2380,6978
0.1357,1,93.9415,4371,6863
0.1526,1,80.2636,416,3121
-0.0124,1,48.8467,1542,5213
0.2948,0,60.102,4531,6705
-0.0165,1,27.8657,4679,2825
0.1989,1,62.859,382,5834
0.3665,1,411.5984,2152,5411
0.2213,1,78.9589,610,59
0.2658,1,7.433,2793,7249
1.9949,0,160.8143,7429,3108
0.199,1,11.7047,53,747
0.1466,1,43.203,6697,6538
0.1452,1,47.3207,3007,1222
-0.0906,1,65.5305,4007,2611
0.1226,1,66.6108,5316,1520
0.0533,1,53.6027,4437,7390
0.105,1,4.5277,4565,1092
0.3074,1,80.3275,150,2993
0.1901,1,84.6655,5830,4774
-0.023,1,73.6699,451,1587
0.1787,1,47.9505,6165,5483
0.1257,0,57.0351,7404,1250
0.0791,1,69.694,7508,3499
0.1028,0,60.5578,2387,1193
0.4576,1,19.6596,5823,6180
0.1987,1,98.1835,7177,7498
0.1413,1,45.5988,2267,5756
0.0552,1,70.214,5801,4780
0.0855,1,102.3938,6358,2841
0.1211,1,18.0278,3690,5627
0.186,1,69.4622,4620,5474
0.5503,1,53.782,5626,7461
0.0721,1,83.0963,3366,7578
0.152,1,67.9798,444,6962
0.2899,1,84.8322,1955,5951
0.0943,1,65.8217,2891,6831
0.054,1,58.6728,352,4179
-0.0505,1,13.1244,6968,7050
0.0867,0,87.2711,4783,6613
0.0163,1,69.5432,3964,140
0.4056,1,91.4686,4048,2591
0.0686,0,67.6794,1467,795
0.1378,1,14.5086,1765,5218
0.2085,1,36.1386,1510,3734
0.0282,1,38.2099,7175,3538
-0.1201,1,4.5,5601,1930
0.2034,1,44.4072,560,5591
0.1649,1,62.55,6341,4070
0.272,1,76.5408,1361,348
0.1881,1,58.5342,7410,4760
0.2427,1,40.2647,2492,3041
0.02,1,151.0075,5196,6554
0.0903,1,46.8241,2728,121
0.2242,1,50.9902,2497,4455
0.0129,1,38.1608,1494,6201
0.0567,1,37.5366,2678,5425
0.0147,1,70.445,6909,5986
0.0951,1,43.909,578,3469
0.3077,0,74.6073,7046,662
0.2083,1,96.6566,642,582
1.6806,1,25.318,3807,7546
0.1052,1,103.6641,2569,6193
0.7396,1,42.0476,6974,4255
-0.0183,0,29.7321,73,4826
0.0751,0,51.6188,5314,1939
0.1043,1,112.9248,3781,6868
-0.0134,1,48.0234,4441,2056
0.0029,1,61.7454,7169,6543
0.085,1,52.8015,2913,5622
-0.1045,1,143.7228,2778,4277
-0.0248,1,24.8395,148,257
-0.0854,0,71.3863,6311,3752
0.1124,1,31.8904,2142,7523
0.1008,1,58.8982,5995,3066
-0.0143,1,82.9473,4540,1678
0.1427,1,47.1699,806,2764
0.1288,0,32.8824,7448,6269
0.048,1,47.1832,473,3327
0.1294,1,19.78,5150,3557
0.1978,0,36.8409,6268,1911
0.0625,1,160.0383,1640,7121
-0.0052,1,67.1509,729,5659
-0.4743,1,54.8179,6681,7243
0.2173,1,146.7055,4163,1288
0.0581,1,99.0808,1795,5937
0.1176,1,125.5637,2097,1292
0.4992,1,22.6991,5291,2066
0.1352,1,68.2495,4113,1605
0.0613,1,49.0,303,1737
0.0729,1,91.2195,2000,886
-0.0182,1,75.4205,1144,6265
0.1531,1,74.9533,4939,3842
0.1646,0,56.4845,945,3941
0.1718,1,66.9496,1536,2084
0.4406,1,53.5934,1083,3087
0.287,1,83.4341,852,2766
0.2697,1,12.0416,3171,7113
0.1465,1,71.2127,1898,2091
0.308,1,44.4438,969,5278
0.0833,1,87.6641,1545,5439
0.034,1,18.868,2543,2696
-0.0238,1,69.7209,4623,6206
0.5104,1,2.9155,3066,607
-0.0835,1,58.4145,212,4671
0.0437,0,67.8565,5392,6723
0.0861,1,18.0278,5722,2277
0.0721,1,41.6203,5816,6876
0.1688,0,91.351,5803,3364
0.3651,1,136.0606,4271,3408
