firstPassFixDur,meanFixDur,pupilDiamLag,pupilDiamMax,timePrtctg
139.0,139.0,0.0635,0.0635,0.0124
199.0,199.0,0.0635,0.0635,0.0178
99.0,99.0,0.0445,0.0635,0.0088
259.0,259.0,0.0445,0.0635,0.0231
219.0,109.5,0.132,0.0745,0.0196
139.0,139.0,0.132,0.0745,0.0124
80.0,80.0,0.1855,0.0915,0.0071
278.0,278.0,0.1855,0.132,0.0248
278.0,139.0,0.1215,0.075,0.0124
80.0,80.0,0.0345,0.1215,0.0071
239.0,119.5,0.0345,0.1215,0.0214
159.0,159.0,0.0265,0.1215,0.0142
219.0,219.0,0.0265,-0.0265,0.0196
259.0,298.0,0.149,0.0265,0.0266
199.0,199.0,0.225,-0.013,0.0178
179.0,179.0,0.225,-0.055,0.016
99.0,99.0,0.225,-0.055,0.0088
139.0,139.0,0.225,-0.0305,0.0124
259.0,139.0,0.225,0.002,0.0124
139.0,219.0,0.225,0.002,0.0196
298.0,298.0,0.225,0.149,0.0266
139.0,219.0,0.225,0.225,0.0196
238.0,238.0,0.029,-0.051,0.032
199.0,199.0,0.101,-0.0065,0.0268
238.0,238.0,0.101,-0.0065,0.032
119.0,119.0,0.101,-0.0065,0.016
179.0,179.0,0.101,-0.0065,0.0241
159.0,159.0,0.101,-0.0335,0.0214
80.0,80.0,0.101,0.004,0.0108
179.0,179.0,0.101,0.0115,0.0241
159.0,159.0,0.8065,0.126,0.0214
159.0,159.0,0.8065,0.126,0.0214
258.0,258.0,0.3074,0.2004,0.0462
298.0,298.0,0.5104,0.2394,0.0533
258.0,159.0,0.5104,0.2839,0.0285
199.0,199.0,0.5104,0.2839,0.0356
139.0,139.0,0.5104,0.3074,0.0249
199.0,199.0,0.5104,0.5104,0.0356
139.0,139.0,0.2924,0.5104,0.0249
139.0,139.0,0.5104,0.5104,0.0249
139.0,139.0,0.0959,0.0214,0.0279
278.0,278.0,0.1614,0.0639,0.0557
278.0,278.0,0.2539,0.2524,0.0557
239.0,239.0,0.3719,0.2539,0.0479
100.0,100.0,0.3719,0.2539,0.02
239.0,338.0,0.3719,0.2169,0.0678
218.0,109.0,0.3719,0.3719,0.0437
159.0,159.0,0.3719,0.3719,0.0319
298.0,149.0,0.1744,0.0759,0.0383
139.0,139.0,0.1974,0.1644,0.0178
99.0,99.0,0.1994,0.1744,0.0127
378.0,378.0,0.1994,0.1744,0.0485
119.0,119.0,0.2759,0.1459,0.0153
179.0,179.0,0.3034,0.1994,0.023
159.0,159.0,0.3034,0.2389,0.0204
99.0,99.0,0.3034,0.2759,0.0127
99.0,99.0,0.3034,0.2759,0.0127
99.0,99.0,0.3034,0.2759,0.0127
99.0,109.5,0.1059,0.1599,0.0281
179.0,179.0,0.1059,0.1014,0.023
119.0,119.0,0.1059,0.0429,0.0153
258.0,258.0,0.1059,0.0444,0.0331
218.0,109.0,0.1059,0.0719,0.028
179.0,278.0,0.1059,0.1059,0.0357
179.0,179.0,0.0354,-0.0646,0.0306
219.0,219.0,0.0354,-0.0006,0.0375
239.0,239.0,0.0639,0.0114,0.0409
199.0,199.0,0.0639,0.0129,0.0341
258.0,258.0,0.0639,0.0129,0.0441
338.0,338.0,0.2314,0.0604,0.0578
278.0,139.0,0.2314,0.0539,0.0476
358.0,358.0,0.2554,0.1144,0.0613
99.0,99.0,0.2789,0.1334,0.0169
378.0,378.0,0.2789,0.1769,0.0647
258.0,258.0,0.4939,0.2314,0.0441
258.0,80.0,0.4939,0.4939,0.0137
258.0,129.0,0.1169,0.1139,0.0238
199.0,199.0,0.0829,0.1169,0.0183
179.0,179.0,0.0624,0.0829,0.0165
139.0,139.0,0.0334,0.0829,0.0128
159.0,159.0,0.0139,0.0949,0.0146
239.0,239.0,-0.0176,0.0949,0.022
99.0,99.0,0.0089,0.0949,0.0091
159.0,159.0,0.0089,0.0949,0.0146
179.0,179.0,0.0089,0.0139,0.0165
179.0,179.0,0.0089,-0.0176,0.0165
179.0,179.0,0.0539,-0.0176,0.0165
219.0,219.0,0.0634,-0.0176,0.0202
139.0,139.0,0.0634,-0.0176,0.0128
159.0,159.0,0.0634,0.0089,0.0146
378.0,378.0,0.0634,0.0089,0.0348
219.0,219.0,0.0859,0.0634,0.0202
159.0,219.0,0.0859,0.0634,0.0202
199.0,219.0,0.0859,0.0634,0.0202
179.0,239.0,0.0859,0.0634,0.022
159.0,437.0,0.0854,0.0859,0.0402
298.0,149.0,0.2943,0.2373,0.0537
239.0,239.0,0.2978,0.2373,0.0431
239.0,239.0,0.2978,0.2373,0.0431
99.0,99.0,0.2978,0.2943,0.0179
99.0,99.0,0.2978,0.2943,0.0179
219.0,219.0,0.2978,0.2978,0.0395
119.0,119.0,0.0868,0.0868,0.0229
159.0,159.0,0.0763,0.0868,0.0305
139.0,139.0,0.0763,0.0868,0.0267
139.0,139.0,0.0813,0.0868,0.0267
318.0,318.0,0.0813,0.0868,0.0611
219.0,219.0,0.2168,0.2168,0.0421
298.0,149.0,0.2703,0.0283,0.0572
99.0,99.0,0.2703,0.1968,0.019
219.0,198.5,0.2703,0.1968,0.0763
99.0,99.0,0.1968,0.1968,0.019
99.0,99.0,0.0823,0.0053,0.0117
99.0,159.0,0.0823,0.0823,0.0187
298.0,298.0,0.1298,0.0688,0.0351
656.0,656.0,0.2128,0.0023,0.0773
99.0,179.0,0.2128,0.2128,0.0422
298.0,278.0,0.1613,0.1523,0.0328
656.0,298.0,0.5623,0.1333,0.0351
219.0,219.0,0.5623,0.1543,0.0258
119.0,119.0,0.5623,0.1543,0.014
179.0,179.0,0.1383,0.0328,0.019
219.0,219.0,0.1383,0.0073,0.0232
239.0,239.0,0.1383,0.0063,0.0253
99.0,99.0,0.1383,0.0088,0.0105
298.0,298.0,0.1383,0.1383,0.0316
239.0,239.0,0.1233,0.0943,0.0253
298.0,298.0,0.0223,0.0608,0.0316
219.0,159.0,0.1853,-0.0092,0.0168
239.0,219.0,0.1853,0.0078,0.0232
139.0,139.0,0.4488,0.1318,0.0147
239.0,179.0,0.4488,0.1318,0.019
139.0,139.0,0.4488,0.1268,0.0147
139.0,139.0,0.4488,0.1268,0.0147
99.0,99.0,0.1968,0.1243,0.0214
99.0,99.0,0.1968,0.1243,0.0214
258.0,258.0,0.2003,0.1968,0.0557
159.0,159.0,0.2083,0.1968,0.0343
159.0,219.0,0.2083,0.1303,0.0473
259.0,259.0,0.0853,0.0853,0.0427
159.0,159.0,0.0958,0.0853,0.0262
179.0,179.0,0.1138,0.0853,0.0295
139.0,139.0,0.1538,0.1138,0.0229
139.0,139.0,0.1538,0.1138,0.0229
199.0,199.0,0.1978,0.1538,0.0328
378.0,378.0,0.1978,0.0168,0.0623
298.0,298.0,0.7263,0.1978,0.0491
199.0,199.0,0.1378,0.2068,0.0447
239.0,239.0,0.1378,0.1258,0.0537
99.0,99.0,0.1233,0.1378,0.0222
298.0,298.0,0.1233,0.1378,0.0669
179.0,179.0,0.0738,0.1378,0.0402
99.0,99.0,0.3303,0.0608,0.0222
258.0,258.0,0.3303,0.0738,0.0579
139.0,139.0,0.1676,0.0721,0.0534
258.0,258.0,0.1676,0.0891,0.0991
318.0,159.0,0.1611,0.0601,0.0295
179.0,179.0,0.1611,0.0601,0.0166
199.0,199.0,0.1611,0.0571,0.0184
298.0,298.0,0.1611,0.1611,0.0276
258.0,258.0,0.1391,0.1611,0.0239
179.0,179.0,0.1391,0.1611,0.0166
139.0,139.0,0.0821,0.0781,0.0129
99.0,99.0,0.0821,-0.0544,0.0092
199.0,338.0,0.0821,-0.0544,0.0313
258.0,258.0,0.0821,0.0191,0.0239
298.0,139.0,0.0841,0.0821,0.0258
99.0,99.0,0.0841,0.0821,0.0092
219.0,219.0,0.1676,0.0971,0.0203
159.0,159.0,0.1706,0.0971,0.0147
298.0,278.0,0.1706,0.0971,0.0258
258.0,179.0,0.2181,0.0971,0.0166
179.0,179.0,0.2221,0.0971,0.0166
179.0,179.0,0.2221,0.0801,0.0166
159.0,159.0,0.1326,0.0791,0.0095
139.0,139.0,0.1326,0.0791,0.0083
159.0,80.0,0.1326,0.0791,0.0048
179.0,179.0,0.1431,0.0791,0.0107
298.0,298.0,0.1466,0.0581,0.0179
199.0,199.0,0.1466,0.0581,0.0119
298.0,298.0,0.1466,0.1326,0.0179
477.0,238.5,0.1466,0.1326,0.0286
199.0,199.0,0.1466,0.1431,0.0119
139.0,139.0,0.1466,0.1466,0.0083
557.0,557.0,0.2246,0.0466,0.0334
298.0,298.0,0.2401,0.2246,0.0179
557.0,139.0,0.2401,0.2246,0.0083
139.0,139.0,0.0751,0.0771,0.0083
139.0,139.0,0.0696,0.0751,0.0083
239.0,239.0,0.0696,0.0751,0.0143
139.0,139.0,0.0696,0.0751,0.0083
199.0,199.0,0.0696,0.0611,0.0119
218.0,109.0,0.0696,0.0696,0.0131
199.0,199.0,0.0696,0.0696,0.0119
219.0,219.0,0.0271,-0.0154,0.0131
199.0,159.0,0.0316,-0.0154,0.0095
477.0,80.0,0.0316,-0.0154,0.0048
199.0,179.0,0.0316,0.0271,0.0107
139.0,278.0,0.0361,0.0271,0.0167
159.0,258.5,0.0361,0.0271,0.031
179.0,179.0,0.0756,-0.0104,0.0107
298.0,159.0,0.0756,0.0316,0.0095
99.0,99.0,0.0756,0.0316,0.0059
199.0,159.0,0.0756,0.0361,0.0191
477.0,199.0,0.0756,0.0361,0.0119
199.0,298.0,0.0756,0.0361,0.0179
139.0,139.0,0.0756,0.0436,0.0083
557.0,199.0,0.0626,0.0756,0.0119
159.0,159.0,0.0626,0.0756,0.0095
298.0,179.0,0.0831,0.0486,0.0107
139.0,80.0,0.1391,0.0626,0.0048
139.0,119.0,0.1391,0.0626,0.0071
139.0,139.0,0.1391,0.0626,0.0083
199.0,199.0,0.1296,0.0301,0.0307
199.0,199.0,0.1351,0.1296,0.0307
238.0,238.0,0.1351,0.1296,0.0367
119.0,119.0,0.1351,0.0756,0.0184
219.0,219.0,0.1351,0.0756,0.0338
537.0,537.0,0.1396,0.1351,0.0829
219.0,219.0,0.1396,0.0856,0.0338
218.0,109.0,0.1396,0.1396,0.0336
219.0,219.0,0.1341,0.1396,0.0338
179.0,179.0,0.2406,0.1396,0.0276
218.0,109.0,0.2406,0.1396,0.0336
219.0,109.5,0.2406,0.0996,0.0338
258.0,258.0,0.0386,0.1566,0.0285
99.0,99.0,0.0681,0.1566,0.0109
258.0,139.0,0.0681,0.1566,0.0154
99.0,179.0,0.1211,0.0681,0.0198
119.0,119.0,0.1211,0.0681,0.0132
179.0,179.0,0.1211,0.0616,0.0198
179.0,239.0,0.1796,0.1211,0.0264
219.0,109.5,0.1296,0.1796,0.0242
179.0,179.0,0.1296,0.1796,0.0198
80.0,80.0,0.1296,-0.0269,0.0088
80.0,80.0,0.1296,0.0941,0.0088
397.0,198.5,0.1296,0.0986,0.0439
258.0,298.0,0.1881,0.1296,0.033
99.0,338.0,0.1881,0.1296,0.0374
179.0,298.0,0.1226,0.1881,0.033
298.0,149.0,0.0966,0.0966,0.051
378.0,189.0,0.1771,0.0611,0.0647
258.0,258.0,0.2001,0.1771,0.0441
378.0,358.0,0.1951,0.1441,0.0613
239.0,239.0,0.1039,0.0374,0.061
139.0,139.0,0.1039,0.0634,0.0355
179.0,179.0,0.1039,0.0879,0.0457
298.0,149.0,0.1169,0.1039,0.0761
337.0,168.5,0.5124,0.1244,0.0861
298.0,149.0,0.5124,0.1339,0.0761
179.0,179.0,0.1469,0.1294,0.0417
139.0,139.0,0.1469,0.1469,0.0324
179.0,149.5,0.1469,0.1469,0.0696
239.0,239.0,0.1054,0.1469,0.0557
338.0,338.0,0.1054,0.1469,0.0787
159.0,159.0,0.5964,0.1054,0.037
179.0,179.0,0.5964,0.1054,0.0417
258.0,129.0,0.5964,0.0929,0.0601
99.0,99.0,0.1159,0.0124,0.0106
258.0,258.0,0.1159,0.0124,0.0276
338.0,338.0,0.1294,-0.0191,0.0362
199.0,199.0,0.1294,0.0124,0.0213
179.0,179.0,0.1294,0.0194,0.0192
258.0,258.0,0.1529,0.1294,0.0276
119.0,119.0,0.1529,0.1294,0.0127
99.0,99.0,0.0924,0.1529,0.0106
119.0,119.0,0.0924,0.1529,0.0127
139.0,139.0,0.0924,0.1529,0.0149
179.0,179.0,0.0819,0.1529,0.0192
258.0,129.0,0.0819,0.0924,0.0276
199.0,199.0,0.0819,0.0704,0.0213
159.0,159.0,0.0819,0.0494,0.017
258.0,159.0,0.0509,0.0819,0.017
139.0,139.0,0.0764,0.0819,0.0149
99.0,278.0,0.0814,0.0954,0.0298
199.0,219.0,-0.0171,-0.0171,0.0234
179.0,179.0,0.0039,0.0039,0.0192
179.0,179.0,0.2099,0.1394,0.0612
199.0,199.0,0.2099,0.1394,0.0681
159.0,159.0,0.2099,0.1394,0.0544
119.0,119.0,0.2099,0.1339,0.0407
80.0,80.0,0.2059,0.1764,0.0274
139.0,139.0,0.1309,0.0954,0.0143
497.0,497.0,0.1309,0.0954,0.051
298.0,298.0,0.2074,0.0309,0.0306
119.0,119.0,0.2094,0.0209,0.0122
139.0,139.0,0.2094,0.0529,0.0143
139.0,139.0,0.2094,0.1934,0.0143
258.0,129.0,0.2049,0.2094,0.0265
219.0,219.0,0.1449,0.2094,0.0225
199.0,199.0,0.0989,0.2094,0.0204
179.0,179.0,0.0989,0.2049,0.0184
80.0,80.0,0.0989,0.1449,0.0082
139.0,139.0,0.0989,0.0869,0.0143
139.0,139.0,0.0989,0.0869,0.0143
139.0,259.0,0.1174,0.0989,0.0266
80.0,80.0,0.1174,0.0084,0.0082
80.0,80.0,0.1174,0.0084,0.0082
497.0,238.0,0.0989,0.1174,0.0244
298.0,139.0,0.0989,0.1174,0.0143
497.0,119.0,0.0989,0.0954,0.0244
139.0,139.0,0.0989,0.0784,0.0143
100.0,100.0,0.0989,0.0989,0.0103
99.0,99.0,0.1274,0.0194,0.0085
259.0,259.0,0.1274,0.1274,0.0222
199.0,199.0,0.1294,0.0329,0.0171
239.0,239.0,0.1294,0.0329,0.0205
99.0,99.0,0.1294,0.0329,0.0085
258.0,258.0,0.1294,0.0329,0.0221
675.0,168.75,0.1429,0.0229,0.0579
119.0,119.0,0.1429,0.1294,0.0102
218.0,109.0,0.1429,0.1294,0.0187
218.0,139.0,0.1254,0.0229,0.0119
259.0,119.0,0.1189,0.1254,0.0102
259.0,159.0,0.1189,0.1254,0.0136
99.0,159.0,0.1189,0.1189,0.0136
199.0,99.0,0.1359,0.1189,0.0085
239.0,179.0,0.2389,0.0984,0.0153
199.0,199.0,0.2389,0.0984,0.0171
99.0,199.0,0.2389,0.0984,0.0171
258.0,139.0,0.2389,0.1359,0.0119
119.0,159.0,0.2389,0.1359,0.0136
219.0,219.0,0.2389,0.1709,0.0188
218.0,109.5,0.2344,0.2389,0.0188
119.0,119.0,0.1319,0.2389,0.0102
99.0,99.0,0.3684,0.0624,0.0085
298.0,149.0,0.1034,0.1024,0.0903
239.0,239.0,0.1034,0.1034,0.0724
139.0,139.0,0.0854,0.1034,0.0421
119.0,119.0,0.1794,0.1484,0.0156
119.0,119.0,0.0489,0.1224,0.0156
99.0,99.0,0.0489,0.1224,0.013
159.0,159.0,-0.0216,-0.0086,0.0208
258.0,258.0,0.0079,-0.0086,0.0338
139.0,139.0,0.0079,-0.0216,0.0182
119.0,238.0,0.0874,-0.0556,0.0312
139.0,139.0,0.1229,-0.0376,0.0182
238.0,238.0,0.1229,-0.0376,0.0312
259.0,259.0,0.1694,0.0079,0.0339
199.0,199.0,0.1819,0.0079,0.0261
199.0,199.0,0.1819,0.0079,0.0261
119.0,119.0,0.1819,0.1819,0.0156
99.0,99.0,0.3018,0.0288,0.0128
139.0,139.0,0.3018,0.0768,0.018
159.0,159.0,0.3018,0.1258,0.0206
139.0,239.0,0.3158,0.1258,0.0309
119.0,119.0,0.3158,0.1398,0.0154
139.0,139.0,0.3158,0.1883,0.018
219.0,219.0,0.2948,0.3158,0.0283
139.0,139.0,0.2948,0.2553,0.018
219.0,199.0,0.2793,0.2948,0.0257
298.0,298.0,0.2563,0.2948,0.0385
319.0,106.3333,0.2848,0.2948,0.0412
139.0,139.0,0.2768,0.3803,0.018
139.0,139.0,0.2768,0.2533,0.018
259.0,259.0,0.2768,0.2768,0.0335
517.0,517.0,0.2768,0.2768,0.0668
298.0,298.0,0.2343,0.0838,0.0622
100.0,100.0,0.3843,0.2163,0.0209
198.0,99.0,0.3843,0.2638,0.0413
218.0,109.0,0.4623,0.3843,0.0455
119.0,119.0,0.4623,0.3843,0.0248
338.0,338.0,0.4623,0.3533,0.0705
219.0,109.5,0.4623,0.4623,0.0457
139.0,139.0,0.0643,0.0223,0.0573
139.0,139.0,0.3568,0.0088,0.0573
119.0,119.0,0.3568,0.0383,0.0491
139.0,139.0,0.0188,-0.0422,0.0172
496.0,165.3333,0.0263,-0.0442,0.0615
139.0,139.0,0.0263,-0.0602,0.0172
239.0,239.0,0.1793,0.1803,0.0296
80.0,80.0,0.1793,0.1803,0.0099
179.0,179.0,0.1793,0.1803,0.0222
199.0,199.0,0.6678,0.1208,0.0247
139.0,179.0,0.1208,0.1208,0.0222
199.0,99.0,0.6678,0.6678,0.0123
139.0,139.0,0.0438,-0.0577,0.0213
219.0,219.0,0.0438,-0.0512,0.0336
318.0,318.0,0.0438,-0.0112,0.0488
219.0,219.0,0.0438,0.0083,0.0336
179.0,179.0,0.0438,0.0083,0.0275
139.0,139.0,0.0438,0.0363,0.0213
159.0,159.0,0.0438,0.0438,0.0244
318.0,139.0,0.0328,0.0438,0.0213
298.0,298.0,0.0418,0.1238,0.0457
258.0,129.0,0.3878,0.0418,0.0396
80.0,80.0,0.3878,0.0418,0.0123
219.0,109.5,0.3878,0.0418,0.0336
99.0,99.0,0.1592,0.0202,0.0356
80.0,80.0,0.2087,0.2087,0.023
80.0,457.0,0.4262,0.1127,0.1315
99.0,99.0,0.0487,0.1217,0.0105
199.0,199.0,0.1167,0.0487,0.0212
179.0,179.0,0.1167,0.0487,0.019
199.0,139.0,0.1167,0.0487,0.0148
159.0,159.0,0.1167,0.0487,0.0169
179.0,268.0,0.1232,0.0407,0.057
119.0,119.0,0.2992,0.1167,0.0127
259.0,259.0,0.3377,0.1167,0.0276
179.0,179.0,0.3377,0.1232,0.019
298.0,149.0,0.3377,0.2992,0.0317
179.0,89.5,0.2352,0.2202,0.019
139.0,139.0,0.2352,0.1372,0.0148
179.0,119.0,0.2352,0.0447,0.0127
279.0,139.5,0.2352,0.2352,0.0297
119.0,119.0,0.2202,0.2352,0.0127
199.0,199.0,0.2202,0.2352,0.0212
219.0,219.0,0.2202,0.2352,0.0233
159.0,159.0,0.2202,0.1837,0.0169
139.0,139.0,0.1102,0.0657,0.0148
99.0,99.0,0.0837,0.0727,0.0106
139.0,139.0,0.0837,0.0727,0.0148
159.0,159.0,0.0837,0.0727,0.0169
80.0,80.0,0.0462,0.0727,0.0085
139.0,219.0,0.0767,0.0837,0.0233
179.0,179.0,0.0767,0.0837,0.0191
179.0,179.0,0.0767,0.0837,0.0191
80.0,80.0,0.0767,0.0272,0.0085
179.0,179.0,0.0767,0.0272,0.0191
139.0,239.0,0.0767,0.0272,0.0255
358.0,179.0,0.0767,0.0462,0.0382
139.0,139.0,0.0957,0.0767,0.0148
139.0,119.5,0.1267,0.0767,0.0255
139.0,139.0,0.1267,0.0632,0.0148
139.0,139.0,0.1267,0.0542,0.0148
179.0,179.0,0.1267,0.0542,0.0191
139.0,129.0,0.1267,0.0807,0.0275
179.0,129.0,0.1567,0.0957,0.0275
139.0,80.0,0.1567,0.0957,0.0085
179.0,179.0,0.1567,0.1267,0.0191
99.0,99.0,0.1567,0.1267,0.0106
99.0,139.0,0.1567,0.1267,0.0148
80.0,80.0,0.1567,-0.0208,0.0085
238.0,238.0,0.1567,0.0217,0.0254
199.0,199.0,0.1567,0.0527,0.0212
239.0,119.5,0.1427,0.1567,0.0255
179.0,199.0,0.1427,0.1567,0.0212
99.0,99.0,0.2482,0.0007,0.0106
139.0,139.0,0.0467,0.0187,0.0115
139.0,139.0,0.0467,0.0187,0.0115
119.0,119.0,0.0467,0.0187,0.0098
119.0,179.0,0.0467,0.0372,0.0296
179.0,179.0,0.0467,0.0372,0.0148
159.0,159.0,0.0467,0.0292,0.0132
139.0,139.0,0.0467,0.0292,0.0115
159.0,159.0,0.0467,0.0467,0.0132
179.0,179.0,0.0467,0.0467,0.0148
278.0,139.0,0.0622,0.0362,0.023
278.0,139.0,0.0622,-0.0098,0.0115
119.0,119.0,0.0622,-0.0098,0.0098
139.0,219.0,0.0622,0.0262,0.0181
99.0,99.0,0.1037,0.0262,0.0082
238.0,238.0,0.1037,0.0387,0.0197
258.0,258.0,0.2587,0.1037,0.0213
179.0,179.0,0.2587,0.1802,0.0148
218.0,109.0,0.2587,0.2512,0.018
258.0,119.5,0.2327,0.1837,0.0198
179.0,119.5,0.2327,0.2322,0.0198
338.0,169.0,0.2327,0.2327,0.028
139.0,139.0,0.1332,0.2327,0.0115
99.0,99.0,0.1332,0.2327,0.0082
199.0,199.0,0.1332,0.2327,0.0165
179.0,89.5,0.1332,0.1352,0.0148
278.0,129.5,0.1332,0.1002,0.0214
119.0,119.0,0.1332,0.0912,0.0098
99.0,169.0,0.1332,0.1332,0.028
278.0,199.0,0.1242,0.1332,0.0165
139.0,139.0,0.1446,0.0431,0.0093
139.0,139.0,0.1446,0.0431,0.0093
278.0,278.0,0.1446,0.0666,0.0186
139.0,139.0,0.2076,0.1476,0.0093
99.0,99.0,0.2496,0.1921,0.0066
318.0,159.0,0.2496,0.1921,0.0213
258.0,129.0,0.0161,0.0916,0.0173
318.0,239.0,0.0886,0.0161,0.016
278.0,278.0,0.0956,0.0141,0.0186
179.0,179.0,0.1251,0.0141,0.012
139.0,139.0,0.1251,0.0141,0.0093
278.0,139.0,0.1681,0.0886,0.0093
139.0,139.0,0.1681,0.0886,0.0093
278.0,232.0,0.1681,0.1251,0.0466
139.0,139.0,0.2366,0.1251,0.0093
239.0,239.0,0.2366,0.1251,0.016
139.0,139.0,0.2366,0.1681,0.0093
139.0,219.0,0.2366,0.1681,0.0147
278.0,139.0,0.2366,0.1681,0.0093
139.0,139.0,0.2366,0.1681,0.0093
139.0,139.0,0.2366,0.1681,0.0093
99.0,145.6667,0.2366,0.2366,0.0293
139.0,258.0,0.2366,0.2366,0.0173
99.0,179.0,0.2031,0.2366,0.024
318.0,259.0,0.1906,0.2366,0.0174
258.0,169.0,0.1906,0.2031,0.0226
139.0,139.0,0.2486,0.1171,0.0093
179.0,179.0,0.1741,0.1571,0.0282
139.0,139.0,0.1741,0.1601,0.0219
139.0,139.0,0.0686,0.0001,0.0219
259.0,259.0,0.0766,0.0606,0.0408
119.0,119.0,0.0766,0.0686,0.0188
179.0,179.0,0.0766,0.0686,0.0282
139.0,139.0,0.1926,0.1356,0.0357
179.0,179.0,0.1926,0.1556,0.046
278.0,139.0,0.1926,0.1926,0.0714
139.0,139.0,0.1411,0.1926,0.0357
139.0,139.0,0.1411,0.1926,0.0357
139.0,139.0,0.3311,0.1926,0.0357
80.0,80.0,0.5936,0.1211,0.0205
139.0,99.0,0.5936,0.1411,0.0254
139.0,99.0,0.5936,0.1411,0.0254
219.0,109.5,0.2081,0.0791,0.0271
258.0,258.0,0.2206,0.0716,0.0319
119.0,119.0,0.2206,0.1426,0.0147
119.0,119.0,0.2206,0.1426,0.0147
278.0,139.0,0.2206,0.2206,0.0344
259.0,129.5,0.0651,0.2206,0.032
259.0,99.0,0.0651,-0.0139,0.0122
179.0,89.5,0.2496,0.1556,0.0368
139.0,139.0,0.2496,0.1556,0.0286
139.0,219.0,0.2496,0.2496,0.045
199.0,199.0,0.0376,0.2496,0.0409
278.0,139.0,0.0376,0.2496,0.0571
139.0,139.0,0.0376,0.2286,0.0286
198.0,99.0,0.0376,0.0176,0.0407
139.0,119.0,0.0376,0.0376,0.0244
337.0,112.3333,0.1176,0.1176,0.0692
99.0,99.0,0.1176,0.1176,0.0203
398.0,99.5,0.1176,0.1176,0.0818
278.0,139.0,0.0831,-0.0429,0.076
139.0,139.0,0.0591,0.0716,0.0318
139.0,139.0,0.1031,0.0716,0.0318
199.0,199.0,0.1031,0.0716,0.0455
99.0,99.0,0.2126,0.1031,0.0226
119.0,119.0,0.2126,0.0741,0.0272
80.0,80.0,0.2126,0.1491,0.0183
119.0,119.0,0.2126,0.1491,0.0272
119.0,119.0,0.1286,-0.0019,0.0534
179.0,89.5,0.1171,0.2751,0.0157
278.0,278.0,0.1171,0.1021,0.0244
159.0,159.0,0.1171,0.0886,0.014
139.0,139.0,0.1371,0.1171,0.0122
99.0,99.0,0.2636,0.0946,0.0087
179.0,89.5,0.2636,0.1371,0.0157
179.0,298.0,0.2636,0.1371,0.0262
179.0,139.0,0.2636,0.1371,0.0122
278.0,165.6667,0.1986,0.2636,0.0436
219.0,219.0,0.1986,0.2636,0.0192
119.0,119.0,0.0766,0.1986,0.0105
199.0,199.0,0.1696,0.0546,0.0175
99.0,139.0,0.1696,0.0766,0.0122
179.0,179.0,0.1696,0.0766,0.0157
119.0,139.0,0.1206,0.1871,0.0244
119.0,119.0,0.4183,0.1829,0.053
139.0,139.0,0.4183,0.1829,0.0619
159.0,159.0,0.1829,0.1829,0.0708
258.0,129.0,0.1829,0.4183,0.1148
298.0,298.0,0.4183,0.4183,0.1326
179.0,179.0,0.1653,0.1048,0.0295
99.0,99.0,0.1653,0.1618,0.0163
80.0,80.0,0.2758,0.1618,0.0132
139.0,139.0,0.2758,0.1618,0.0229
338.0,169.0,0.1538,0.2758,0.0558
278.0,139.0,0.2718,0.2718,0.0468
99.0,99.0,0.1023,0.2718,0.0167
99.0,99.0,0.1079,0.2718,0.0167
179.0,89.5,0.2379,0.1023,0.0269
617.0,308.5,0.2218,0.2379,0.0929
159.0,159.0,0.0883,0.1484,0.0239
100.0,100.0,0.1739,0.2743,0.0112
119.0,119.0,0.1739,0.2743,0.0133
159.0,159.0,0.1739,0.2743,0.0177
80.0,80.0,0.0259,0.1109,0.0089
199.0,199.0,0.0259,0.0053,0.0222
99.0,99.0,0.0259,0.0053,0.011
99.0,99.0,0.0259,0.0259,0.011
438.0,219.0,0.0524,0.0259,0.0489
219.0,219.0,0.1729,0.1628,0.0244
179.0,179.0,0.1729,0.1729,0.02
238.0,119.0,0.1308,0.1729,0.0266
438.0,199.0,0.1308,0.1729,0.0222
99.0,159.0,0.1308,0.1729,0.0177
219.0,219.0,0.1308,0.0949,0.0244
238.0,100.0,0.1213,0.1308,0.0112
99.0,199.0,0.0969,0.1308,0.0222
238.0,119.0,0.0838,0.1308,0.0133
438.0,119.0,0.0838,0.1308,0.0133
258.0,129.0,0.0723,0.1213,0.0288
139.0,139.0,0.0723,0.0838,0.0155
418.0,209.0,0.4189,0.2228,0.0635
139.0,139.0,0.4189,0.2228,0.0211
318.0,159.0,0.3453,0.4189,0.0483
80.0,80.0,0.3453,0.4189,0.0122
80.0,80.0,0.3453,0.4189,0.0122
159.0,159.0,0.3453,0.3629,0.0242
179.0,179.0,0.2394,0.2624,0.0272
160.0,80.0,0.2394,0.3453,0.0243
139.0,119.0,0.2394,0.3453,0.0181
418.0,258.0,0.2394,0.3453,0.0392
139.0,99.0,0.2394,0.1893,0.015
99.0,99.0,0.2394,0.1384,0.015
318.0,159.0,0.2394,0.2394,0.0483
199.0,99.5,0.2173,0.2394,0.0302
278.0,278.0,0.2173,0.2394,0.0422
159.0,159.0,0.2173,0.1588,0.0242
100.0,100.0,0.2173,0.1419,0.0152
258.0,129.0,0.2173,0.1153,0.0392
80.0,80.0,0.2173,0.0934,0.0122
80.0,100.0,0.2173,0.2173,0.0152
99.0,99.0,0.1404,0.0329,0.0304
