pupilDiamLag,pupilDiamMax,timePrtctg,totalFixDur
0.0539,-0.0176,0.0165,179.0
0.0634,-0.0176,0.0202,219.0
0.0634,-0.0176,0.0128,139.0
0.0634,0.0089,0.0146,159.0
0.0634,0.0089,0.0348,378.0
0.0859,0.0634,0.0202,219.0
0.0859,0.0634,0.0202,219.0
0.0859,0.0634,0.0202,219.0
0.0859,0.0634,0.022,239.0
0.0854,0.0859,0.0402,437.0
0.2943,0.2373,0.0537,298.0
0.2978,0.2373,0.0431,239.0
0.2978,0.2373,0.0431,239.0
0.2978,0.2943,0.0179,99.0
0.2978,0.2943,0.0179,99.0
0.2978,0.2978,0.0395,219.0
0.0868,0.0868,0.0229,119.0
0.0763,0.0868,0.0305,159.0
0.0763,0.0868,0.0267,139.0
0.0813,0.0868,0.0267,139.0
0.0813,0.0868,0.0611,318.0
0.2168,0.2168,0.0421,219.0
0.2703,0.0283,0.0572,298.0
0.2703,0.1968,0.019,99.0
0.2703,0.1968,0.0763,397.0
0.1968,0.1968,0.019,99.0
0.0823,0.0053,0.0117,99.0
0.0823,0.0823,0.0187,159.0
0.1298,0.0688,0.0351,298.0
0.2128,0.0023,0.0773,656.0
0.2128,0.2128,0.0422,358.0
0.1613,0.1523,0.0328,278.0
0.5623,0.1333,0.0351,298.0
0.5623,0.1543,0.0258,219.0
0.5623,0.1543,0.014,119.0
0.1383,0.0328,0.019,179.0
0.1383,0.0073,0.0232,219.0
0.1383,0.0063,0.0253,239.0
0.1383,0.0088,0.0105,99.0
0.1383,0.1383,0.0316,298.0
0.1233,0.0943,0.0253,239.0
0.0223,0.0608,0.0316,298.0
0.1853,-0.0092,0.0168,159.0
0.1853,0.0078,0.0232,219.0
0.4488,0.1318,0.0147,139.0
0.4488,0.1318,0.019,179.0
0.4488,0.1268,0.0147,139.0
0.4488,0.1268,0.0147,139.0
0.1968,0.1243,0.0214,99.0
0.1968,0.1243,0.0214,99.0
0.2003,0.1968,0.0557,258.0
0.2083,0.1968,0.0343,159.0
0.2083,0.1303,0.0473,219.0
0.0853,0.0853,0.0427,259.0
0.0958,0.0853,0.0262,159.0
0.1138,0.0853,0.0295,179.0
0.1538,0.1138,0.0229,139.0
0.1538,0.1138,0.0229,139.0
0.1978,0.1538,0.0328,199.0
0.1978,0.0168,0.0623,378.0
0.7263,0.1978,0.0491,298.0
0.1378,0.2068,0.0447,199.0
0.1378,0.1258,0.0537,239.0
0.1233,0.1378,0.0222,99.0
0.1233,0.1378,0.0669,298.0
0.0738,0.1378,0.0402,179.0
0.3303,0.0608,0.0222,99.0
0.3303,0.0738,0.0579,258.0
0.1676,0.0721,0.0534,139.0
0.1676,0.0891,0.0991,258.0
0.1611,0.0601,0.0295,318.0
0.1611,0.0601,0.0166,179.0
0.1611,0.0571,0.0184,199.0
0.1611,0.1611,0.0276,298.0
0.1391,0.1611,0.0239,258.0
0.1391,0.1611,0.0166,179.0
0.0821,0.0781,0.0129,139.0
0.0821,-0.0544,0.0092,99.0
0.0821,-0.0544,0.0313,338.0
0.0821,0.0191,0.0239,258.0
0.0841,0.0821,0.0258,278.0
0.0841,0.0821,0.0092,99.0
0.1676,0.0971,0.0203,219.0
0.1706,0.0971,0.0147,159.0
0.1706,0.0971,0.0258,278.0
0.2181,0.0971,0.0166,179.0
0.2221,0.0971,0.0166,179.0
0.2221,0.0801,0.0166,179.0
0.1326,0.0791,0.0095,159.0
0.1326,0.0791,0.0083,139.0
0.1326,0.0791,0.0048,80.0
0.1431,0.0791,0.0107,179.0
0.1466,0.0581,0.0179,298.0
0.1466,0.0581,0.0119,199.0
0.1466,0.1326,0.0179,298.0
0.1466,0.1326,0.0286,477.0
0.1466,0.1431,0.0119,199.0
0.1466,0.1466,0.0083,139.0
0.2246,0.0466,0.0334,557.0
0.2401,0.2246,0.0179,298.0
0.2401,0.2246,0.0083,139.0
0.0751,0.0771,0.0083,139.0
0.0696,0.0751,0.0083,139.0
0.0696,0.0751,0.0143,239.0
0.0696,0.0751,0.0083,139.0
0.0696,0.0611,0.0119,199.0
0.0696,0.0696,0.0131,218.0
0.0696,0.0696,0.0119,199.0
0.0271,-0.0154,0.0131,219.0
0.0316,-0.0154,0.0095,159.0
0.0316,-0.0154,0.0048,80.0
0.0316,0.0271,0.0107,179.0
0.0361,0.0271,0.0167,278.0
0.0361,0.0271,0.031,517.0
0.0756,-0.0104,0.0107,179.0
0.0756,0.0316,0.0095,159.0
0.0756,0.0316,0.0059,99.0
0.0756,0.0361,0.0191,318.0
0.0756,0.0361,0.0119,199.0
0.0756,0.0361,0.0179,298.0
0.0756,0.0436,0.0083,139.0
0.0626,0.0756,0.0119,199.0
0.0626,0.0756,0.0095,159.0
0.0831,0.0486,0.0107,179.0
0.1391,0.0626,0.0048,80.0
0.1391,0.0626,0.0071,119.0
0.1391,0.0626,0.0083,139.0
0.1296,0.0301,0.0307,199.0
0.1351,0.1296,0.0307,199.0
0.1351,0.1296,0.0367,238.0
0.1351,0.0756,0.0184,119.0
0.1351,0.0756,0.0338,219.0
0.1396,0.1351,0.0829,537.0
0.1396,0.0856,0.0338,219.0
0.1396,0.1396,0.0336,218.0
0.1341,0.1396,0.0338,219.0
0.2406,0.1396,0.0276,179.0
0.2406,0.1396,0.0336,218.0
0.2406,0.0996,0.0338,219.0
0.0386,0.1566,0.0285,258.0
0.0681,0.1566,0.0109,99.0
0.0681,0.1566,0.0154,139.0
0.1211,0.0681,0.0198,179.0
0.1211,0.0681,0.0132,119.0
0.1211,0.0616,0.0198,179.0
0.1796,0.1211,0.0264,239.0
0.1296,0.1796,0.0242,219.0
0.1296,0.1796,0.0198,179.0
0.1296,-0.0269,0.0088,80.0
0.1296,0.0941,0.0088,80.0
0.1296,0.0986,0.0439,397.0
0.1881,0.1296,0.033,298.0
0.1881,0.1296,0.0374,338.0
0.1226,0.1881,0.033,298.0
0.0966,0.0966,0.051,298.0
0.1771,0.0611,0.0647,378.0
0.2001,0.1771,0.0441,258.0
0.1951,0.1441,0.0613,358.0
0.1039,0.0374,0.061,239.0
0.1039,0.0634,0.0355,139.0
0.1039,0.0879,0.0457,179.0
0.1169,0.1039,0.0761,298.0
0.5124,0.1244,0.0861,337.0
0.5124,0.1339,0.0761,298.0
0.1469,0.1294,0.0417,179.0
0.1469,0.1469,0.0324,139.0
0.1469,0.1469,0.0696,299.0
0.1054,0.1469,0.0557,239.0
0.1054,0.1469,0.0787,338.0
0.5964,0.1054,0.037,159.0
0.5964,0.1054,0.0417,179.0
0.5964,0.0929,0.0601,258.0
0.1159,0.0124,0.0106,99.0
0.1159,0.0124,0.0276,258.0
0.1294,-0.0191,0.0362,338.0
0.1294,0.0124,0.0213,199.0
0.1294,0.0194,0.0192,179.0
0.1529,0.1294,0.0276,258.0
0.1529,0.1294,0.0127,119.0
0.0924,0.1529,0.0106,99.0
0.0924,0.1529,0.0127,119.0
0.0924,0.1529,0.0149,139.0
0.0819,0.1529,0.0192,179.0
0.0819,0.0924,0.0276,258.0
0.0819,0.0704,0.0213,199.0
0.0819,0.0494,0.017,159.0
0.0509,0.0819,0.017,159.0
0.0764,0.0819,0.0149,139.0
0.0814,0.0954,0.0298,278.0
-0.0171,-0.0171,0.0234,219.0
0.0039,0.0039,0.0192,179.0
0.2099,0.1394,0.0612,179.0
0.2099,0.1394,0.0681,199.0
0.2099,0.1394,0.0544,159.0
0.2099,0.1339,0.0407,119.0
0.2059,0.1764,0.0274,80.0
0.1309,0.0954,0.0143,139.0
0.1309,0.0954,0.051,497.0
0.2074,0.0309,0.0306,298.0
0.2094,0.0209,0.0122,119.0
0.2094,0.0529,0.0143,139.0
0.2094,0.1934,0.0143,139.0
0.2049,0.2094,0.0265,258.0
0.1449,0.2094,0.0225,219.0
0.0989,0.2094,0.0204,199.0
0.0989,0.2049,0.0184,179.0
0.0989,0.1449,0.0082,80.0
0.0989,0.0869,0.0143,139.0
0.0989,0.0869,0.0143,139.0
0.1174,0.0989,0.0266,259.0
0.1174,0.0084,0.0082,80.0
0.1174,0.0084,0.0082,80.0
0.0989,0.1174,0.0244,238.0
0.0989,0.1174,0.0143,139.0
0.0989,0.0954,0.0244,238.0
0.0989,0.0784,0.0143,139.0
0.0989,0.0989,0.0103,100.0
0.1274,0.0194,0.0085,99.0
0.1274,0.1274,0.0222,259.0
0.1294,0.0329,0.0171,199.0
0.1294,0.0329,0.0205,239.0
0.1294,0.0329,0.0085,99.0
0.1294,0.0329,0.0221,258.0
0.1429,0.0229,0.0579,675.0
0.1429,0.1294,0.0102,119.0
0.1429,0.1294,0.0187,218.0
0.1254,0.0229,0.0119,139.0
0.1189,0.1254,0.0102,119.0
0.1189,0.1254,0.0136,159.0
0.1189,0.1189,0.0136,159.0
0.1359,0.1189,0.0085,99.0
0.2389,0.0984,0.0153,179.0
0.2389,0.0984,0.0171,199.0
0.2389,0.0984,0.0171,199.0
0.2389,0.1359,0.0119,139.0
0.2389,0.1359,0.0136,159.0
0.2389,0.1709,0.0188,219.0
0.2344,0.2389,0.0188,219.0
0.1319,0.2389,0.0102,119.0
0.3684,0.0624,0.0085,99.0
0.1034,0.1024,0.0903,298.0
0.1034,0.1034,0.0724,239.0
0.0854,0.1034,0.0421,139.0
0.1794,0.1484,0.0156,119.0
0.0489,0.1224,0.0156,119.0
0.0489,0.1224,0.013,99.0
-0.0216,-0.0086,0.0208,159.0
0.0079,-0.0086,0.0338,258.0
0.0079,-0.0216,0.0182,139.0
0.0874,-0.0556,0.0312,238.0
0.1229,-0.0376,0.0182,139.0
0.1229,-0.0376,0.0312,238.0
0.1694,0.0079,0.0339,259.0
0.1819,0.0079,0.0261,199.0
0.1819,0.0079,0.0261,199.0
0.1819,0.1819,0.0156,119.0
0.3018,0.0288,0.0128,99.0
0.3018,0.0768,0.018,139.0
0.3018,0.1258,0.0206,159.0
0.3158,0.1258,0.0309,239.0
0.3158,0.1398,0.0154,119.0
0.3158,0.1883,0.018,139.0
0.2948,0.3158,0.0283,219.0
0.2948,0.2553,0.018,139.0
0.2793,0.2948,0.0257,199.0
0.2563,0.2948,0.0385,298.0
0.2848,0.2948,0.0412,319.0
0.2768,0.3803,0.018,139.0
0.2768,0.2533,0.018,139.0
0.2768,0.2768,0.0335,259.0
0.2768,0.2768,0.0668,517.0
0.2343,0.0838,0.0622,298.0
0.3843,0.2163,0.0209,100.0
0.3843,0.2638,0.0413,198.0
0.4623,0.3843,0.0455,218.0
0.4623,0.3843,0.0248,119.0
0.4623,0.3533,0.0705,338.0
0.4623,0.4623,0.0457,219.0
0.0643,0.0223,0.0573,139.0
0.3568,0.0088,0.0573,139.0
0.3568,0.0383,0.0491,119.0
0.0188,-0.0422,0.0172,139.0
0.0263,-0.0442,0.0615,496.0
0.0263,-0.0602,0.0172,139.0
0.1793,0.1803,0.0296,239.0
0.1793,0.1803,0.0099,80.0
0.1793,0.1803,0.0222,179.0
0.6678,0.1208,0.0247,199.0
0.1208,0.1208,0.0222,179.0
0.6678,0.6678,0.0123,99.0
0.0438,-0.0577,0.0213,139.0
0.0438,-0.0512,0.0336,219.0
0.0438,-0.0112,0.0488,318.0
0.0438,0.0083,0.0336,219.0
0.0438,0.0083,0.0275,179.0
0.0438,0.0363,0.0213,139.0
0.0438,0.0438,0.0244,159.0
0.0328,0.0438,0.0213,139.0
0.0418,0.1238,0.0457,298.0
0.3878,0.0418,0.0396,258.0
0.3878,0.0418,0.0123,80.0
0.3878,0.0418,0.0336,219.0
0.1592,0.0202,0.0356,99.0
0.2087,0.2087,0.023,80.0
0.4262,0.1127,0.1315,457.0
0.0487,0.1217,0.0105,99.0
0.1167,0.0487,0.0212,199.0
0.1167,0.0487,0.019,179.0
0.1167,0.0487,0.0148,139.0
0.1167,0.0487,0.0169,159.0
0.1232,0.0407,0.057,536.0
0.2992,0.1167,0.0127,119.0
0.3377,0.1167,0.0276,259.0
0.3377,0.1232,0.019,179.0
0.3377,0.2992,0.0317,298.0
0.2352,0.2202,0.019,179.0
0.2352,0.1372,0.0148,139.0
0.2352,0.0447,0.0127,119.0
0.2352,0.2352,0.0297,279.0
0.2202,0.2352,0.0127,119.0
0.2202,0.2352,0.0212,199.0
0.2202,0.2352,0.0233,219.0
0.2202,0.1837,0.0169,159.0
0.1102,0.0657,0.0148,139.0
0.0837,0.0727,0.0106,99.0
0.0837,0.0727,0.0148,139.0
0.0837,0.0727,0.0169,159.0
0.0462,0.0727,0.0085,80.0
0.0767,0.0837,0.0233,219.0
0.0767,0.0837,0.0191,179.0
0.0767,0.0837,0.0191,179.0
0.0767,0.0272,0.0085,80.0
0.0767,0.0272,0.0191,179.0
0.0767,0.0272,0.0255,239.0
0.0767,0.0462,0.0382,358.0
0.0957,0.0767,0.0148,139.0
0.1267,0.0767,0.0255,239.0
0.1267,0.0632,0.0148,139.0
0.1267,0.0542,0.0148,139.0
0.1267,0.0542,0.0191,179.0
0.1267,0.0807,0.0275,258.0
0.1567,0.0957,0.0275,258.0
0.1567,0.0957,0.0085,80.0
0.1567,0.1267,0.0191,179.0
0.1567,0.1267,0.0106,99.0
0.1567,0.1267,0.0148,139.0
0.1567,-0.0208,0.0085,80.0
0.1567,0.0217,0.0254,238.0
0.1567,0.0527,0.0212,199.0
0.1427,0.1567,0.0255,239.0
0.1427,0.1567,0.0212,199.0
0.2482,0.0007,0.0106,99.0
0.0467,0.0187,0.0115,139.0
0.0467,0.0187,0.0115,139.0
0.0467,0.0187,0.0098,119.0
0.0467,0.0372,0.0296,358.0
0.0467,0.0372,0.0148,179.0
0.0467,0.0292,0.0132,159.0
0.0467,0.0292,0.0115,139.0
0.0467,0.0467,0.0132,159.0
0.0467,0.0467,0.0148,179.0
0.0622,0.0362,0.023,278.0
0.0622,-0.0098,0.0115,139.0
0.0622,-0.0098,0.0098,119.0
0.0622,0.0262,0.0181,219.0
0.1037,0.0262,0.0082,99.0
0.1037,0.0387,0.0197,238.0
0.2587,0.1037,0.0213,258.0
0.2587,0.1802,0.0148,179.0
0.2587,0.2512,0.018,218.0
0.2327,0.1837,0.0198,239.0
0.2327,0.2322,0.0198,239.0
0.2327,0.2327,0.028,338.0
0.1332,0.2327,0.0115,139.0
0.1332,0.2327,0.0082,99.0
0.1332,0.2327,0.0165,199.0
0.1332,0.1352,0.0148,179.0
0.1332,0.1002,0.0214,259.0
0.1332,0.0912,0.0098,119.0
0.1332,0.1332,0.028,338.0
0.1242,0.1332,0.0165,199.0
0.1446,0.0431,0.0093,139.0
0.1446,0.0431,0.0093,139.0
0.1446,0.0666,0.0186,278.0
0.2076,0.1476,0.0093,139.0
0.2496,0.1921,0.0066,99.0
0.2496,0.1921,0.0213,318.0
0.0161,0.0916,0.0173,258.0
0.0886,0.0161,0.016,239.0
0.0956,0.0141,0.0186,278.0
0.1251,0.0141,0.012,179.0
0.1251,0.0141,0.0093,139.0
0.1681,0.0886,0.0093,139.0
0.1681,0.0886,0.0093,139.0
0.1681,0.1251,0.0466,696.0
0.2366,0.1251,0.0093,139.0
0.2366,0.1251,0.016,239.0
0.2366,0.1681,0.0093,139.0
0.2366,0.1681,0.0147,219.0
0.2366,0.1681,0.0093,139.0
0.2366,0.1681,0.0093,139.0
0.2366,0.1681,0.0093,139.0
0.2366,0.2366,0.0293,437.0
0.2366,0.2366,0.0173,258.0
0.2031,0.2366,0.024,358.0
0.1906,0.2366,0.0174,259.0
0.1906,0.2031,0.0226,338.0
0.2486,0.1171,0.0093,139.0
0.1741,0.1571,0.0282,179.0
0.1741,0.1601,0.0219,139.0
0.0686,0.0001,0.0219,139.0
0.0766,0.0606,0.0408,259.0
0.0766,0.0686,0.0188,119.0
0.0766,0.0686,0.0282,179.0
0.1926,0.1356,0.0357,139.0
0.1926,0.1556,0.046,179.0
0.1926,0.1926,0.0714,278.0
0.1411,0.1926,0.0357,139.0
0.1411,0.1926,0.0357,139.0
0.3311,0.1926,0.0357,139.0
0.5936,0.1211,0.0205,80.0
0.5936,0.1411,0.0254,99.0
0.5936,0.1411,0.0254,99.0
0.2081,0.0791,0.0271,219.0
0.2206,0.0716,0.0319,258.0
0.2206,0.1426,0.0147,119.0
0.2206,0.1426,0.0147,119.0
0.2206,0.2206,0.0344,278.0
0.0651,0.2206,0.032,259.0
0.0651,-0.0139,0.0122,99.0
0.2496,0.1556,0.0368,179.0
0.2496,0.1556,0.0286,139.0
0.2496,0.2496,0.045,219.0
0.0376,0.2496,0.0409,199.0
0.0376,0.2496,0.0571,278.0
0.0376,0.2286,0.0286,139.0
0.0376,0.0176,0.0407,198.0
0.0376,0.0376,0.0244,119.0
0.1176,0.1176,0.0692,337.0
0.1176,0.1176,0.0203,99.0
0.1176,0.1176,0.0818,398.0
0.0831,-0.0429,0.076,278.0
0.0591,0.0716,0.0318,139.0
0.1031,0.0716,0.0318,139.0
0.1031,0.0716,0.0455,199.0
0.2126,0.1031,0.0226,99.0
0.2126,0.0741,0.0272,119.0
0.2126,0.1491,0.0183,80.0
0.2126,0.1491,0.0272,119.0
0.1286,-0.0019,0.0534,119.0
0.1171,0.2751,0.0157,179.0
0.1171,0.1021,0.0244,278.0
0.1171,0.0886,0.014,159.0
0.1371,0.1171,0.0122,139.0
0.2636,0.0946,0.0087,99.0
0.2636,0.1371,0.0157,179.0
0.2636,0.1371,0.0262,298.0
0.2636,0.1371,0.0122,139.0
0.1986,0.2636,0.0436,497.0
0.1986,0.2636,0.0192,219.0
0.0766,0.1986,0.0105,119.0
0.1696,0.0546,0.0175,199.0
0.1696,0.0766,0.0122,139.0
0.1696,0.0766,0.0157,179.0
0.1206,0.1871,0.0244,278.0
0.4183,0.1829,0.053,119.0
0.4183,0.1829,0.0619,139.0
0.1829,0.1829,0.0708,159.0
0.1829,0.4183,0.1148,258.0
0.4183,0.4183,0.1326,298.0
0.1653,0.1048,0.0295,179.0
0.1653,0.1618,0.0163,99.0
0.2758,0.1618,0.0132,80.0
0.2758,0.1618,0.0229,139.0
0.1538,0.2758,0.0558,338.0
0.2718,0.2718,0.0468,278.0
0.1023,0.2718,0.0167,99.0
0.1079,0.2718,0.0167,99.0
0.2379,0.1023,0.0269,179.0
0.2218,0.2379,0.0929,617.0
0.0883,0.1484,0.0239,159.0
0.1739,0.2743,0.0112,100.0
0.1739,0.2743,0.0133,119.0
0.1739,0.2743,0.0177,159.0
0.0259,0.1109,0.0089,80.0
0.0259,0.0053,0.0222,199.0
0.0259,0.0053,0.011,99.0
0.0259,0.0259,0.011,99.0
0.0524,0.0259,0.0489,438.0
0.1729,0.1628,0.0244,219.0
0.1729,0.1729,0.02,179.0
0.1308,0.1729,0.0266,238.0
0.1308,0.1729,0.0222,199.0
0.1308,0.1729,0.0177,159.0
0.1308,0.0949,0.0244,219.0
0.1213,0.1308,0.0112,100.0
0.0969,0.1308,0.0222,199.0
0.0838,0.1308,0.0133,119.0
0.0838,0.1308,0.0133,119.0
0.0723,0.1213,0.0288,258.0
0.0723,0.0838,0.0155,139.0
0.4189,0.2228,0.0635,418.0
0.4189,0.2228,0.0211,139.0
0.3453,0.4189,0.0483,318.0
0.3453,0.4189,0.0122,80.0
0.3453,0.4189,0.0122,80.0
0.3453,0.3629,0.0242,159.0
0.2394,0.2624,0.0272,179.0
0.2394,0.3453,0.0243,160.0
0.2394,0.3453,0.0181,119.0
0.2394,0.3453,0.0392,258.0
0.2394,0.1893,0.015,99.0
0.2394,0.1384,0.015,99.0
0.2394,0.2394,0.0483,318.0
0.2173,0.2394,0.0302,199.0
0.2173,0.2394,0.0422,278.0
0.2173,0.1588,0.0242,159.0
0.2173,0.1419,0.0152,100.0
0.2173,0.1153,0.0392,258.0
0.2173,0.0934,0.0122,80.0
0.2173,0.2173,0.0152,100.0
0.1404,0.0329,0.0304,99.0
0.1404,0.0404,0.0792,258.0
0.4009,0.2229,0.055,179.0
0.4009,0.2229,0.0304,99.0
0.2724,0.1824,0.1921,397.0
0.2724,0.2299,0.1345,278.0
0.2639,0.2724,0.0958,198.0
0.2339,0.0204,0.0144,179.0
0.2339,0.0644,0.008,99.0
0.2339,0.0759,0.0176,219.0
0.2874,0.1389,0.0064,80.0
0.2874,0.1439,0.0064,80.0
0.2874,0.1439,0.008,99.0
0.2874,0.2339,0.0064,80.0
0.2874,0.2339,0.0128,159.0
0.2874,0.2339,0.0256,318.0
0.2874,0.2584,0.0112,139.0
0.2874,0.2584,0.0192,239.0
0.0969,0.1379,0.0096,119.0
0.0969,0.1379,0.0144,179.0
0.0169,0.1319,0.0144,179.0
0.0169,0.1319,0.0192,239.0
0.1259,0.0969,0.0175,218.0
0.1259,0.0169,0.0415,516.0
0.0844,0.1259,0.0144,179.0
0.0904,0.0634,0.0384,80.0
0.0904,0.0704,0.0475,99.0
0.2334,0.0544,0.17,179.0
0.2214,0.2214,0.094,99.0
0.2449,0.1444,0.0827,258.0
0.2454,0.2614,0.0446,139.0
0.3014,0.3014,0.051,159.0
0.3014,0.3014,0.0317,99.0
0.0969,0.0894,0.0169,139.0
0.0969,0.0969,0.0338,278.0
0.1139,0.0969,0.0338,278.0
0.1609,0.0969,0.0145,119.0
0.1609,0.0969,0.0218,179.0
0.1814,0.0404,0.0169,139.0
0.2524,0.0404,0.012,99.0
0.2524,0.0959,0.012,99.0
0.2524,0.1609,0.0314,258.0
0.2524,0.1439,0.0145,119.0
0.2524,0.1814,0.0193,159.0
0.2524,0.2524,0.0145,119.0
0.2104,0.2524,0.0218,179.0
0.2104,0.2524,0.0338,278.0
0.1194,0.1879,0.0122,100.0
0.1194,0.1879,0.0097,80.0
0.1054,0.1714,0.012,99.0
0.0499,0.1194,0.0242,199.0
0.1709,0.1054,0.012,99.0
0.1709,0.0674,0.0193,159.0
0.8089,-0.0326,0.0145,119.0
0.8089,-0.0551,0.0169,139.0
0.3264,0.0729,0.0139,139.0
0.3264,0.0729,0.0119,119.0
0.3264,0.0119,0.01,100.0
0.3264,0.0529,0.0258,258.0
0.3264,0.0564,0.0099,99.0
0.3264,0.0799,0.0119,119.0
0.3214,0.0799,0.0099,99.0
0.2954,0.3264,0.0139,139.0
0.2954,0.3214,0.0258,258.0
0.1729,0.1879,0.0199,199.0
0.1339,0.2954,0.0218,218.0
0.1494,0.1859,0.0179,179.0
0.1314,0.1859,0.0219,219.0
0.1224,0.1859,0.0139,139.0
0.1649,0.1494,0.008,80.0
0.1649,0.0934,0.0278,278.0
0.1649,0.0999,0.0159,159.0
0.1819,0.1649,0.0259,259.0
0.3234,0.1649,0.0259,259.0
0.3404,0.1514,0.0139,139.0
0.3404,0.1514,0.0239,239.0
0.3404,0.1479,0.0258,258.0
0.3404,0.1819,0.0278,278.0
2.9684,1.2479,0.0866,219.0
2.9684,1.3839,0.0708,179.0
2.9684,1.6574,0.0632,160.0
2.9684,2.9684,0.181,458.0
2.9684,2.9684,0.0787,199.0
2.9684,2.9684,0.2601,658.0
0.7454,1.0519,0.0516,219.0
0.6819,1.0519,0.0047,20.0
2.3504,0.5789,0.1034,439.0
2.3504,0.6819,0.0798,339.0
2.2879,2.2879,0.0516,219.0
2.3504,2.3504,0.0283,120.0
0.6274,0.5794,0.0752,259.0
1.5359,0.5989,0.0752,259.0
1.5854,0.5989,0.0348,120.0
1.5854,0.5989,0.0058,20.0
1.5854,0.5989,0.081,279.0
2.3554,0.6274,0.0636,219.0
2.3554,2.3554,0.318,1096.0
0.4999,0.0094,0.0194,239.0
0.4999,0.2829,0.0097,120.0
0.3379,0.4999,0.0065,80.0
0.3729,0.4999,0.0243,299.0
0.3729,0.4924,0.0016,20.0
0.3729,0.2899,0.0226,279.0
0.3729,0.2144,0.0097,120.0
0.3729,0.1004,0.0129,159.0
0.3729,0.1004,0.0259,319.0
0.5974,0.0494,0.0194,239.0
0.5974,0.2929,0.0161,199.0
0.7594,0.4174,0.0194,239.0
1.8894,0.5499,0.0145,179.0
1.8894,0.5974,0.0097,120.0
1.8894,0.5974,0.0016,20.0
1.8894,0.5974,0.0145,179.0
2.0074,1.4599,0.0178,219.0
2.0074,1.2459,0.0226,279.0
2.0074,1.1719,0.0145,179.0
2.0074,1.2674,0.0178,219.0
2.0074,1.5159,0.0016,20.0
2.0074,1.5159,0.0178,219.0
2.0074,2.0074,0.0178,219.0
2.0074,2.0074,0.0259,319.0
2.0074,2.0074,0.0081,100.0
2.6859,2.6859,0.1977,1335.0
1.8859,2.2479,0.0708,478.0
2.2779,2.2479,0.0354,239.0
2.2779,1.8444,0.0767,518.0
2.2779,1.8859,0.0561,379.0
2.2779,2.0914,0.0383,259.0
1.4619,2.2779,0.0443,299.0
2.7764,2.7764,0.0295,199.0
-0.0006,-0.0006,0.0421,279.0
-0.6566,-0.0006,0.003,20.0
-0.6566,-0.0006,0.039,259.0
-0.5396,-0.0006,0.033,219.0
-0.4376,-0.3586,0.024,159.0
-0.4286,-0.6566,0.066,438.0
-0.1566,-0.6566,0.039,259.0
-0.1566,-0.8116,0.024,159.0
-0.1566,-0.8116,0.03,199.0
-0.1566,-0.5396,0.027,179.0
-0.1566,-0.4376,0.0211,140.0
1.0804,0.1029,0.003,20.0
1.5602,1.0902,0.0012,20.0
1.9002,1.2617,0.0148,239.0
2.1322,1.2617,0.0332,538.0
0.6492,2.1322,0.0258,418.0
1.4382,0.6427,0.0394,638.0
0.9767,1.4382,0.0172,279.0
0.9767,1.4382,0.0135,219.0
0.2277,0.9767,0.0172,279.0
-0.3453,0.1097,0.0012,20.0
-0.3453,0.0982,0.0148,239.0
-0.3453,-0.2448,0.0148,239.0
-0.3453,-0.4198,0.0098,159.0
-0.3453,-0.4198,0.011,179.0
-0.3453,-0.4958,0.011,179.0
-0.3453,-0.3453,0.011,179.0
-0.3948,-0.3453,0.0086,140.0
-0.3948,-0.3453,0.0012,20.0
-0.0563,-0.3453,0.0025,40.0
-0.0563,-0.3453,0.0148,239.0
0.6347,-0.3453,0.0283,458.0
1.0497,-0.3948,0.0467,757.0
1.8132,1.4897,0.0148,239.0
1.8132,1.8012,0.016,259.0
4.4917,2.0367,0.0012,20.0
0.3987,0.1672,0.0135,159.0
0.5577,0.3987,0.0203,239.0
0.5577,0.5532,0.0186,219.0
0.1557,0.5577,0.0017,20.0
0.1557,0.5577,0.0321,379.0
-0.0783,0.1742,0.0169,199.0
-0.7208,0.1557,0.022,259.0
-0.8588,0.0672,0.0169,199.0
-0.8588,-0.0783,0.0237,279.0
0.6117,0.6042,0.0473,558.0
0.0597,0.6117,0.0304,358.0
0.0737,0.6117,0.0473,558.0
0.0737,-0.2613,0.0237,279.0
0.0737,0.0597,0.0456,538.0
0.2517,0.0737,0.0287,339.0
0.5427,0.0737,0.0186,219.0
0.9047,0.0737,0.0203,239.0
0.9047,0.0177,0.0119,140.0
0.9047,-0.0398,0.0405,478.0
1.4757,0.2517,0.0153,180.0
0.8192,-0.0653,0.0021,20.0
0.8192,-0.0348,0.0247,239.0
0.8787,0.6112,0.0555,537.0
0.9107,0.6112,0.0494,478.0
0.9107,0.8192,0.0309,299.0
0.9107,0.8787,0.0371,359.0
0.7677,0.9107,0.0206,199.0
0.6472,0.9107,0.0226,219.0
0.6472,0.9107,0.0268,259.0
-0.0498,0.6407,0.0391,379.0
-0.2753,0.4302,0.0226,219.0
-0.1378,-0.0498,0.0144,139.0
0.0617,-0.2753,0.0226,219.0
0.2482,-0.5668,0.0226,219.0
0.2482,-0.9888,0.0268,259.0
0.2482,-1.2853,0.0247,239.0
0.2482,-0.4638,0.0206,199.0
0.2482,-0.1378,0.0103,100.0
1.4162,1.4162,0.0021,20.0
0.4662,0.4057,0.0512,458.0
0.8567,0.4057,0.0245,219.0
0.8567,0.4057,0.0223,199.0
0.8567,0.4662,0.0467,418.0
0.3057,0.8567,0.0223,199.0
-0.0218,0.3057,0.0557,498.0
0.7267,-0.4653,0.02,179.0
