P2stFixation,firstSaccLen,lastSaccLen,nextWordRegress,prevFixDur,prevFixPos,regressDur,wordNo
0,97.0322,138.9469,0,179.0,22.8035,0.0,3.0
0,99.0051,163.0989,0,298.0,62.3699,1490.0,2.0
0,229.0546,163.3317,0,219.0,161.3753,0.0,6.0
1,0.0,121.1652,0,0.0,0.0,0.0,2.0
0,159.5282,58.1485,0,359.0,94.255,0.0,2.0
0,111.325,204.8518,0,159.0,112.6987,0.0,1.0
0,201.9462,112.6421,0,99.0,241.2488,0.0,2.0
0,269.2438,234.0192,0,99.0,312.5188,179.0,1.0
0,77.4355,57.0351,0,99.0,46.5296,577.0,5.0
1,96.7497,624.838,1,199.0,42.4382,0.0,7.0
0,93.8736,181.5991,0,119.0,86.7698,0.0,1.0
0,312.1158,133.0883,0,219.0,319.5074,0.0,4.0
0,166.0188,178.1579,0,219.0,152.3975,0.0,3.0
1,45.1774,86.4653,0,219.0,68.4105,0.0,1.0
0,229.5049,251.0403,0,139.0,205.779,1531.0,4.0
1,69.0887,495.283,0,259.0,60.208,0.0,7.0
0,319.3595,288.4441,0,139.0,410.8637,0.0,3.0
0,221.0713,731.5234,0,80.0,179.2345,0.0,5.0
0,868.8757,126.3171,0,139.0,958.3261,338.0,1.0
1,360.0559,692.9939,0,179.0,265.0019,0.0,6.0
0,116.0097,65.1556,1,99.0,134.0149,199.0,3.0
1,65.6906,188.2352,0,80.0,61.0737,518.0,2.0
0,122.2385,194.1237,0,338.0,29.8329,318.0,2.0
0,44.9722,219.3285,1,258.0,128.0039,258.0,1.0
0,149.6939,165.0273,1,80.0,176.9548,119.0,3.0
0,98.0319,342.7922,1,99.0,65.3758,417.0,3.0
1,88.9508,113.1923,0,359.0,108.462,379.0,1.0
0,244.232,59.5021,0,219.0,200.04,0.0,6.0
0,117.0684,127.0089,1,159.0,63.6396,119.0,4.0
0,193.8414,700.9326,0,139.0,92.1358,0.0,5.0
1,102.3132,96.0833,0,139.0,88.0057,1192.0,1.0
0,67.574,110.5,1,239.0,96.1769,0.0,1.0
1,1611.1568,172.605,0,219.0,437.4769,0.0,7.0
0,12.3491,380.659,1,139.0,202.277,0.0,2.0
0,213.2985,161.038,0,99.0,303.9161,0.0,1.0
0,125.8978,52.0433,0,139.0,111.0045,0.0,3.0
0,163.1104,190.0539,0,139.0,68.0294,0.0,2.0
1,164.6003,809.0564,0,139.0,23.6008,497.0,7.0
1,166.0188,94.0877,0,199.0,155.029,0.0,4.0
0,228.0356,97.4166,0,99.0,278.4421,0.0,1.0
1,191.6377,395.6871,0,159.0,252.3529,0.0,1.0
0,87.2611,371.7637,0,179.0,42.0476,0.0,3.0
0,54.2033,214.6683,1,179.0,112.8716,119.0,3.0
0,311.137,182.5829,0,219.0,408.2707,737.0,3.0
0,257.7518,29.5169,0,139.0,317.4161,0.0,1.0
1,92.5014,419.0716,0,20.0,65.0538,0.0,5.0
0,101.4901,175.7,0,199.0,62.2896,0.0,3.0
1,163.6658,172.1228,0,199.0,92.9139,0.0,7.0
0,66.7271,168.5007,0,99.0,106.6771,0.0,1.0
0,122.1024,145.4184,0,99.0,62.2896,0.0,3.0
0,88.459,88.5056,1,139.0,148.0034,159.0,1.0
0,109.9022,86.0058,0,219.0,27.0185,0.0,3.0
0,103.2473,425.7056,0,239.0,136.3415,0.0,7.0
1,201.5589,96.6566,0,0.0,295.2033,278.0,1.0
1,183.4734,362.2051,0,119.0,156.0513,139.0,4.0
0,183.0874,406.0015,0,139.0,94.9368,0.0,1.0
1,114.2147,419.1718,0,437.0,61.9839,715.0,2.0
1,402.8613,189.7215,0,0.0,446.5087,0.0,1.0
0,160.6526,597.2441,0,80.0,108.2589,0.0,4.0
0,213.5053,71.1846,0,119.0,179.9028,219.0,4.0
0,64.1327,211.3557,1,258.0,97.4987,298.0,7.0
0,114.5535,72.3343,0,278.0,69.1809,0.0,2.0
0,257.0627,407.2386,0,219.0,218.0573,0.0,5.0
1,229.5615,215.4553,0,139.0,297.2356,139.0,1.0
0,158.2024,343.2739,1,199.0,186.1881,180.0,4.0
0,172.7614,217.0052,1,80.0,148.6607,0.0,5.0
1,136.2066,538.1889,1,139.0,195.829,258.0,5.0
1,180.5062,160.7809,0,80.0,236.8649,259.0,2.0
0,0.0,374.8173,0,0.0,0.0,0.0,3.0
1,260.1082,283.893,0,119.0,472.5124,2860.0,3.0
0,605.3173,108.9082,0,80.0,708.8653,0.0,1.0
0,588.5688,148.1022,0,139.0,652.0031,339.0,2.0
0,124.3483,114.6843,0,119.0,70.859,0.0,3.0
0,166.9558,386.0534,0,80.0,113.4372,0.0,3.0
1,123.3055,141.673,0,139.0,207.2342,0.0,1.0
1,66.191,142.6482,1,119.0,75.6042,259.0,2.0
1,189.6905,106.3602,0,0.0,115.5206,119.0,3.0
0,91.0124,89.9514,0,219.0,35.6931,0.0,2.0
0,350.4169,114.5535,0,199.0,416.7601,0.0,1.0
1,281.575,217.6293,0,179.0,80.604,1191.0,4.0
0,139.5797,192.0527,0,139.0,98.8989,0.0,3.0
1,99.3202,180.7374,0,139.0,97.17,297.0,6.0
1,77.1038,283.1855,0,219.0,39.2046,0.0,4.0
0,131.0,401.5,0,199.0,106.3673,0.0,3.0
0,1069.5379,201.4907,0,119.0,110.1635,0.0,3.0
0,71.8766,806.7455,0,99.0,104.0625,0.0,1.0
1,678.6151,244.2335,0,99.0,741.9677,0.0,1.0
0,126.58,200.5898,1,80.0,262.0172,199.0,5.0
1,172.0356,144.8456,0,159.0,31.0,179.0,3.0
0,159.5125,728.7059,0,139.0,144.5441,0.0,6.0
0,317.7373,383.4169,0,179.0,324.2746,0.0,4.0
0,111.2879,93.0121,0,219.0,34.2053,0.0,3.0
0,66.9216,195.829,0,258.0,79.8812,0.0,1.0
1,661.274,77.5403,0,100.0,639.578,0.0,2.0
0,82.2876,139.9035,1,179.0,190.9476,398.0,2.0
1,83.8048,110.0659,0,139.0,90.9065,199.0,1.0
1,87.7568,170.4362,1,99.0,196.8883,2349.0,1.0
1,222.4011,415.5193,0,179.0,121.2023,0.0,4.0
1,83.5733,148.9505,0,179.0,30.0167,0.0,4.0
1,177.0254,213.7341,0,139.0,111.8302,0.0,4.0
0,142.9021,241.5186,0,179.0,210.1904,0.0,1.0
0,289.5622,258.2562,0,119.0,244.0512,0.0,6.0
1,54.9477,85.5058,0,199.0,78.5684,0.0,1.0
0,100.0612,91.0934,1,278.0,141.0035,80.0,2.0
0,261.8229,136.1112,0,139.0,333.9236,0.0,1.0
0,119.5073,144.5424,0,139.0,95.2103,378.0,2.0
1,107.5174,107.0806,0,139.0,129.6919,537.0,2.0
0,128.3988,127.0797,0,199.0,56.2228,179.0,5.0
1,196.0542,326.974,0,219.0,111.6647,517.0,2.0
1,311.1696,64.2806,0,0.0,343.8037,0.0,1.0
0,368.1644,160.0008,0,119.0,376.0479,0.0,5.0
1,167.0397,77.5016,0,0.0,287.9757,319.0,1.0
1,165.1091,368.8204,0,179.0,96.1301,0.0,3.0
0,49.1757,134.0121,0,318.0,84.8764,0.0,1.0
0,713.472,33.6043,0,80.0,739.7385,0.0,2.0
1,87.9233,55.9151,0,298.0,63.1348,0.0,2.0
0,195.829,233.0048,0,119.0,165.469,318.0,2.0
0,85.5015,97.6281,0,179.0,51.3517,0.0,5.0
0,101.6526,224.831,0,139.0,79.2275,0.0,4.0
0,64.531,124.0343,1,239.0,24.0416,199.0,4.0
1,27.2029,54.9409,0,99.0,121.2353,0.0,1.0
0,0.0,186.5811,0,0.0,0.0,0.0,1.0
0,142.1487,363.5994,0,139.0,88.955,0.0,4.0
1,92.6674,450.6531,0,99.0,122.8739,139.0,1.0
1,138.1304,178.5252,0,139.0,84.7172,139.0,2.0
0,83.1039,203.1976,0,159.0,130.0,199.0,1.0
0,83.9315,129.0087,0,199.0,76.6551,0.0,4.0
0,112.9889,155.9888,0,99.0,52.6972,0.0,2.0
1,148.6178,374.7212,0,99.0,51.0392,0.0,7.0
0,110.2554,1030.5199,0,159.0,183.0874,0.0,1.0
0,86.7828,366.1291,0,298.0,67.4759,0.0,5.0
1,294.6375,293.0004,0,219.0,169.3576,0.0,3.0
0,134.8008,299.2161,1,258.0,172.6268,378.0,1.0
1,348.5359,316.942,1,99.0,136.3085,0.0,2.0
0,179.5467,534.4067,0,139.0,131.244,1531.0,4.0
1,318.0605,141.8529,1,179.0,381.2938,0.0,1.0
1,96.6566,453.7744,1,139.0,40.6079,99.0,2.0
1,110.8388,103.3102,0,279.0,116.056,0.0,4.0
1,101.8847,202.9495,0,99.0,137.6445,1112.0,1.0
1,119.0976,606.132,0,239.0,69.5701,0.0,5.0
0,149.6103,76.6877,1,140.0,103.0194,20.0,4.0
0,95.0,149.5301,0,159.0,72.2357,179.0,2.0
0,168.2409,451.0809,0,80.0,88.0909,0.0,7.0
0,112.5711,140.788,0,299.0,106.3203,279.0,2.0
1,161.9089,310.7129,0,99.0,231.0541,835.0,1.0
0,429.5975,85.0235,0,219.0,484.9918,0.0,1.0
0,313.2112,328.7906,0,219.0,308.365,0.0,3.0
1,112.54,290.9729,1,179.0,63.5059,119.0,2.0
0,223.6096,122.5408,1,139.0,219.2282,0.0,5.0
1,99.5301,470.802,1,139.0,38.2753,179.0,6.0
1,291.5257,191.2806,0,159.0,254.0079,0.0,4.0
0,82.0686,107.3709,0,199.0,89.8944,0.0,2.0
0,107.3371,83.7437,0,219.0,68.3081,358.0,2.0
1,78.2336,127.4402,0,199.0,49.0918,0.0,3.0
1,808.1765,88.8623,0,80.0,884.4462,0.0,1.0
0,672.1356,135.2036,0,80.0,683.3228,0.0,6.0
1,145.5764,107.8761,0,298.0,76.3217,0.0,2.0
0,174.8607,116.0528,0,239.0,116.619,0.0,4.0
1,469.0003,203.0185,1,179.0,476.0263,0.0,7.0
0,241.2105,110.8659,0,159.0,250.5674,0.0,1.0
1,162.0278,0.0,0,99.0,113.031,0.0,6.0
1,379.3761,391.554,0,139.0,480.4331,159.0,5.0
1,150.812,144.7498,1,139.0,177.5528,4116.0,3.0
0,167.6969,130.0471,0,119.0,91.7824,0.0,3.0
0,181.7973,68.5894,0,259.0,216.3932,0.0,1.0
0,194.1391,385.593,0,119.0,94.921,0.0,4.0
0,192.5649,210.0012,0,80.0,304.2433,0.0,1.0
1,159.0951,144.5078,1,159.0,67.0298,139.0,2.0
1,247.8003,140.1749,0,119.0,312.2707,0.0,1.0
0,117.8357,86.2235,0,80.0,120.4159,119.0,3.0
0,150.2132,873.9637,0,139.0,63.1506,0.0,4.0
0,81.6854,90.6091,0,99.0,110.1363,0.0,1.0
0,59.6657,72.6722,1,119.0,109.5536,377.0,2.0
0,251.0403,63.4606,0,179.0,239.416,0.0,5.0
0,296.0068,251.8358,0,159.0,193.0104,0.0,6.0
0,196.3982,140.0,0,179.0,150.333,0.0,3.0
0,132.0947,69.4262,0,80.0,35.4683,0.0,2.0
1,283.5353,102.5,0,120.0,283.0989,0.0,2.0
1,58.2087,201.3157,0,139.0,26.6833,0.0,4.0
0,0.0,306.8355,0,0.0,0.0,0.0,3.0
0,387.7435,96.8104,0,139.0,340.0529,0.0,4.0
0,255.811,85.5409,0,80.0,290.5942,0.0,1.0
1,329.928,131.244,0,219.0,381.0577,2255.0,1.0
0,490.7364,106.3602,0,99.0,521.6474,0.0,2.0
0,208.5096,152.6106,0,179.0,217.5178,0.0,8.0
1,429.7726,0.0,0,120.0,479.5873,0.0,1.0
0,51.2299,1124.1835,0,80.0,54.6443,0.0,2.0
0,118.6518,503.2974,0,99.0,37.3631,0.0,7.0
0,293.3812,252.9002,0,100.0,303.3101,0.0,2.0
0,147.9096,410.2734,0,139.0,130.3112,0.0,4.0
0,1454.5416,741.5721,1,179.0,134.7294,537.0,7.0
1,148.9505,94.5331,0,179.0,38.6005,0.0,5.0
1,103.2049,170.793,1,238.0,43.0116,159.0,4.0
0,301.5933,128.0625,0,179.0,267.3668,0.0,5.0
0,110.3291,113.2166,0,139.0,93.5575,159.0,2.0
1,99.3227,628.2653,0,99.0,98.4733,0.0,1.0
1,262.1893,84.3579,0,199.0,158.4929,0.0,4.0
0,0.0,442.0025,0,0.0,0.0,0.0,6.0
1,122.5,232.5774,0,179.0,24.6982,0.0,3.0
0,219.1124,223.2896,0,219.0,88.2383,0.0,2.0
0,1542.1765,96.6863,0,159.0,276.1467,219.0,6.0
1,462.3873,568.156,0,159.0,493.6902,0.0,2.0
0,114.2639,173.0181,0,99.0,26.2488,139.0,4.0
0,306.9874,462.3873,0,159.0,200.5617,0.0,5.0
0,259.5482,447.2832,0,179.0,236.6115,0.0,3.0
0,36.0139,251.2195,1,139.0,124.4869,139.0,2.0
1,92.3147,218.3169,0,0.0,128.8875,994.0,1.0
0,102.2314,184.6943,0,179.0,59.0339,160.0,2.0
0,112.0179,165.5272,0,99.0,112.6099,0.0,1.0
0,298.6051,73.2888,0,99.0,301.1063,0.0,7.0
0,238.6891,621.3445,0,139.0,291.0842,198.0,6.0
0,872.5173,314.8956,0,219.0,764.1106,0.0,8.0
1,314.5894,71.7252,0,119.0,381.084,2860.0,3.0
1,80.9151,59.1354,0,99.0,67.1193,0.0,1.0
0,332.2002,104.0108,0,80.0,408.8386,0.0,1.0
0,248.1819,78.5016,0,179.0,240.2998,0.0,5.0
0,90.3244,214.2574,1,338.0,46.8188,0.0,2.0
0,253.1585,111.2048,0,278.0,301.2457,0.0,1.0
1,91.1071,146.154,0,119.0,97.509,119.0,3.0
0,164.4536,457.5959,0,199.0,145.1206,159.0,5.0
0,192.6662,220.5091,0,159.0,52.7731,159.0,6.0
1,139.0189,170.913,0,139.0,82.6196,0.0,3.0
0,487.0657,479.3071,0,238.0,448.135,0.0,6.0
0,184.0448,182.0783,1,258.0,143.6175,0.0,4.0
0,250.7494,173.9684,0,139.0,210.1523,297.0,4.0
0,137.5082,130.5412,0,139.0,88.2326,358.0,4.0
1,448.5828,277.3793,0,139.0,506.2025,477.0,1.0
0,58.8069,134.9379,0,199.0,65.4905,0.0,3.0
0,229.8097,584.5864,0,159.0,181.0,0.0,10.0
0,191.6331,149.2146,0,99.0,271.4424,0.0,1.0
0,289.3527,120.0333,0,99.0,355.373,0.0,1.0
0,115.0761,149.8332,0,199.0,74.3303,0.0,2.0
0,259.2822,135.0454,0,20.0,301.2308,0.0,1.0
0,126.3349,101.3817,0,298.0,143.5584,556.0,1.0
0,1054.0126,134.1827,0,139.0,142.2146,0.0,3.0
0,365.1756,90.4005,0,278.0,389.5151,219.0,1.0
1,86.4653,191.6155,0,338.0,88.193,0.0,1.0
1,330.276,152.8275,1,159.0,300.0017,834.0,4.0
0,79.5016,299.2825,0,139.0,12.0416,218.0,4.0
1,204.0055,45.9619,0,0.0,209.1937,497.0,4.0
1,166.012,182.9624,1,139.0,63.7887,1869.0,5.0
1,443.9336,385.7191,0,80.0,520.3777,0.0,1.0
0,294.5505,243.5262,0,100.0,282.8569,0.0,6.0
0,97.1815,106.6677,0,219.0,123.2396,0.0,2.0
0,766.2997,460.4131,0,159.0,921.2236,0.0,1.0
0,138.5442,463.2043,0,199.0,47.0106,0.0,4.0
1,243.0417,223.1435,1,219.0,301.0149,457.0,3.0
0,192.814,117.4787,0,80.0,73.9797,119.0,3.0
1,122.7294,75.4934,0,179.0,118.9832,0.0,1.0
1,347.1041,87.9616,0,199.0,443.0181,936.0,3.0
1,514.6846,71.0862,0,259.0,613.8485,0.0,1.0
0,371.7637,161.4102,0,139.0,362.4472,0.0,7.0
1,113.0597,168.3627,0,139.0,135.4179,0.0,3.0
0,52.8417,333.524,1,179.0,108.5035,139.0,1.0
0,173.1509,168.2149,0,119.0,113.4416,0.0,3.0
0,0.0,432.0706,0,0.0,0.0,0.0,6.0
0,503.4047,222.3342,0,119.0,509.1738,0.0,1.0
1,119.877,247.0233,1,159.0,158.978,358.0,1.0
0,99.1476,878.5898,0,199.0,44.1475,0.0,6.0
1,742.0197,71.8923,0,199.0,786.482,0.0,2.0
1,87.9673,203.0222,0,437.0,70.5195,715.0,2.0
1,20.5183,219.1632,0,179.0,14.0,0.0,2.0
0,95.1223,147.2175,0,139.0,96.0469,0.0,1.0
0,178.1264,129.0155,1,139.0,84.006,139.0,7.0
1,340.0037,384.9692,1,318.0,352.423,796.0,1.0
0,356.6402,105.8702,0,99.0,408.0012,278.0,1.0
1,102.3035,158.2561,0,100.0,130.384,1194.0,3.0
0,113.1382,97.1249,0,258.0,107.2986,0.0,2.0
1,226.5657,697.0088,0,99.0,71.1688,0.0,7.0
0,87.6156,1001.4502,0,139.0,32.8938,0.0,8.0
0,49.7293,71.0282,1,159.0,20.6155,895.0,5.0
0,170.0118,305.7785,1,179.0,180.8978,338.0,5.0
0,177.9052,738.8762,0,238.0,164.2468,0.0,8.0
1,142.8356,154.0519,0,179.0,76.4199,0.0,2.0
1,557.0613,189.6905,0,99.0,714.0063,358.0,1.0
1,0.0,172.3898,0,0.0,0.0,160.0,1.0
0,119.877,367.032,0,258.0,110.0182,0.0,1.0
1,160.0445,100.7633,1,199.0,186.3867,298.0,2.0
0,126.8897,173.4416,0,179.0,61.4003,0.0,2.0
1,164.56,25.005,1,0.0,136.6821,199.0,2.0
1,131.8797,225.2204,0,99.0,67.1193,0.0,2.0
0,575.0443,244.5046,0,139.0,701.5412,0.0,1.0
0,99.5753,368.7058,0,159.0,79.3095,0.0,2.0
0,250.3123,93.409,0,99.0,204.2474,239.0,1.0
0,116.4989,153.0033,0,119.0,50.1597,139.0,7.0
0,471.255,116.2755,1,258.0,562.8001,378.0,1.0
0,146.5034,283.5,0,199.0,127.0157,0.0,5.0
1,282.1436,621.8957,0,159.0,286.4001,0.0,6.0
0,157.8171,187.7292,1,139.0,126.0198,0.0,2.0
0,95.2694,88.6143,0,179.0,102.6109,0.0,2.0
1,189.7215,180.5028,0,199.0,104.4797,0.0,2.0
1,193.0058,134.3503,0,199.0,136.0588,0.0,2.0
0,203.5301,175.1207,0,99.0,154.2628,0.0,5.0
0,455.2812,71.1354,0,199.0,530.6374,1077.0,1.0
0,91.5478,212.1615,0,179.0,59.0339,537.0,4.0
1,398.5452,227.3813,1,298.0,369.0054,1074.0,4.0
0,148.7725,40.1404,0,239.0,148.8624,0.0,3.0
1,160.5631,603.4211,0,219.0,242.825,438.0,6.0
0,134.0168,294.6226,0,139.0,107.3778,99.0,4.0
0,96.1054,84.7835,1,199.0,108.6646,377.0,2.0
0,264.5043,55.5023,0,159.0,274.0164,159.0,6.0
0,169.6445,90.1124,0,298.0,114.2804,0.0,3.0
0,174.3395,399.0003,0,199.0,226.9317,0.0,1.0
0,246.8694,146.5034,0,119.0,168.003,0.0,3.0
1,0.0,321.2262,0,0.0,0.0,199.0,3.0
1,98.1542,527.5287,0,139.0,62.9682,0.0,4.0
0,92.0054,143.0079,1,199.0,48.8365,219.0,4.0
1,165.4093,157.596,0,179.0,211.7286,159.0,1.0
1,278.004,260.2768,1,179.0,221.7747,755.0,3.0
1,106.0189,715.4658,1,99.0,54.4518,0.0,7.0
1,134.5149,177.0254,0,199.0,83.1685,0.0,3.0
0,106.3602,249.3842,0,119.0,83.3607,80.0,4.0
0,109.4166,565.0009,0,179.0,103.4698,0.0,8.0
0,320.8913,106.4061,0,180.0,360.1736,0.0,1.0
0,93.5481,314.8341,0,80.0,95.0158,0.0,1.0
0,151.9186,369.7465,1,159.0,189.0238,99.0,6.0
0,0.0,155.6157,0,0.0,0.0,0.0,1.0
0,191.802,157.0645,0,99.0,170.3174,0.0,3.0
1,173.8368,165.0068,0,139.0,166.9281,0.0,2.0
0,618.2952,202.5938,0,99.0,632.0198,99.0,3.0
1,277.6545,64.2359,0,219.0,338.4627,179.0,2.0
0,389.9551,223.1636,0,99.0,481.9315,0.0,1.0
0,0.0,382.8998,0,0.0,0.0,0.0,3.0
0,87.0933,165.0068,0,99.0,146.7685,0.0,1.0
0,165.0068,141.1471,0,278.0,148.8624,0.0,3.0
0,141.1471,185.0007,0,159.0,133.0902,0.0,5.0
0,185.0007,221.6269,0,159.0,84.214,0.0,6.0
0,221.6269,668.9516,0,139.0,51.0882,0.0,7.0
1,84.7127,196.3288,0,298.0,99.0051,0.0,1.0
0,196.3288,102.5695,0,179.0,181.0442,0.0,3.0
0,478.8037,99.5753,0,318.0,538.8525,0.0,1.0
1,314.0334,145.8124,0,298.0,397.5487,0.0,1.0
1,145.8124,191.7062,1,219.0,78.5175,0.0,2.0
1,191.7062,328.3146,0,139.0,178.0449,0.0,4.0
0,328.3146,89.1586,0,139.0,435.2987,0.0,1.0
1,713.9009,74.2243,1,219.0,688.767,0.0,2.0
1,64.0312,79.4292,0,239.0,61.0328,0.0,2.0
0,79.4292,134.2097,1,199.0,133.1841,119.0,1.0
0,134.2097,214.6311,0,119.0,89.0056,0.0,3.0
0,214.6311,218.9806,0,80.0,169.0,0.0,4.0
0,218.9806,119.3032,0,199.0,152.3286,0.0,6.0
0,119.3032,646.4491,0,99.0,21.2603,0.0,7.0
0,90.1804,78.729,0,159.0,81.939,0.0,2.0
0,451.0809,185.1385,0,99.0,489.3475,0.0,3.0
0,185.1385,163.5619,0,99.0,39.0512,0.0,4.0
0,163.5619,269.919,0,179.0,35.4401,0.0,5.0
0,269.919,300.5204,0,298.0,368.4698,0.0,3.0
0,300.5204,267.9151,0,119.0,396.0114,0.0,1.0
0,267.9151,228.6974,0,139.0,187.8643,0.0,3.0
0,228.6974,0.0,0,139.0,198.3633,0.0,6.0
1,885.2878,0.0,0,239.0,882.3724,0.0,2.0
0,0.0,106.0578,0,0.0,0.0,0.0,1.0
0,106.0578,124.5361,0,259.0,95.3362,0.0,2.0
0,124.5361,278.2813,0,199.0,114.0395,0.0,4.0
1,278.2813,146.2771,0,239.0,363.1928,0.0,1.0
0,146.2771,150.0675,0,219.0,128.0352,0.0,3.0
0,150.0675,226.505,0,179.0,94.3398,0.0,4.0
0,226.505,135.7765,0,199.0,134.0149,0.0,6.0
0,135.7765,769.5474,1,99.0,94.6414,0.0,7.0
0,111.4641,105.5746,0,99.0,191.9505,0.0,1.0
0,218.0166,219.5091,0,80.0,256.0879,0.0,2.0
0,219.5091,708.5176,0,258.0,106.0189,0.0,4.0
1,708.5176,0.0,0,239.0,777.9769,0.0,1.0
0,0.0,747.6505,0,0.0,0.0,0.0,1.0
1,747.6505,197.5057,0,378.0,756.0225,0.0,1.0
0,197.5057,123.9163,0,139.0,58.2151,0.0,2.0
1,64.158,57.9008,0,378.0,182.1648,0.0,1.0
0,83.1685,480.3543,0,378.0,79.4292,537.0,2.0
0,480.3543,311.137,0,179.0,380.0329,657.0,5.0
1,356.6287,486.1548,0,139.0,386.1606,597.0,1.0
0,486.1548,115.9741,0,199.0,453.3487,597.0,1.0
0,115.9741,80.514,0,199.0,148.4082,537.0,1.0
1,359.2944,189.3621,0,397.0,357.8407,895.0,3.0
1,0.0,165.0969,1,0.0,0.0,1095.0,1.0
0,165.0969,321.8113,0,139.0,134.0149,0.0,3.0
0,321.8113,520.4087,0,199.0,219.0365,0.0,5.0
1,520.4087,137.689,1,99.0,513.4608,715.0,2.0
1,620.942,108.0567,0,139.0,713.3253,219.0,1.0
0,108.0567,169.9448,0,139.0,93.0054,0.0,2.0
0,248.0952,62.0987,0,119.0,333.2567,0.0,1.0
1,62.0987,116.4174,0,80.0,118.6971,139.0,1.0
1,80.0078,477.3955,0,80.0,145.341,139.0,1.0
1,477.3955,456.5403,0,139.0,302.5921,80.0,4.0
1,456.5403,156.5799,0,80.0,455.1978,239.0,2.0
1,156.5799,219.2134,0,80.0,162.1974,159.0,4.0
1,319.8664,126.0724,0,139.0,412.2839,219.0,1.0
1,423.5024,382.5735,1,99.0,410.5423,715.0,2.0
1,382.5735,341.0092,0,298.0,193.0414,199.0,4.0
1,341.0092,131.0506,1,199.0,271.0664,179.0,6.0
1,131.0506,721.5028,1,179.0,92.2659,99.0,7.0
1,721.5028,133.0338,0,99.0,770.0006,278.0,3.0
1,133.0338,73.4456,1,99.0,141.1737,715.0,2.0
1,73.4456,130.0471,1,0.0,129.7266,1095.0,1.0
0,235.6061,161.6168,0,99.0,182.6609,298.0,2.0
1,161.6168,0.0,1,0.0,200.04,1095.0,1.0
0,402.5102,225.5272,0,139.0,379.5787,0.0,1.0
0,225.5272,220.2504,0,238.0,144.5856,0.0,3.0
0,220.2504,64.2806,0,199.0,154.0811,0.0,5.0
0,64.2806,427.7116,1,238.0,148.9463,119.0,4.0
0,427.7116,329.0745,0,119.0,469.5551,0.0,1.0
0,329.0745,239.2305,0,179.0,323.0387,0.0,3.0
0,239.2305,260.0173,0,159.0,109.1146,0.0,4.0
0,260.0173,755.1864,0,80.0,246.0183,0.0,7.0
0,651.8178,114.5535,0,179.0,700.512,0.0,2.0
0,114.5535,519.2622,1,159.0,200.0025,159.0,1.0
1,201.4528,261.6028,0,318.0,200.8781,0.0,2.0
1,305.5311,183.5436,1,199.0,359.7624,0.0,1.0
1,183.5436,258.9295,0,318.0,15.6205,0.0,2.0
1,258.9295,140.6707,0,159.0,348.9828,0.0,1.0
0,140.6707,105.119,0,199.0,157.6864,0.0,1.0
1,252.9056,227.1503,0,159.0,214.7207,0.0,1.0
0,85.0368,67.5666,0,100.0,96.0469,0.0,3.0
0,67.5666,145.9495,1,139.0,99.1262,139.0,2.0
0,580.7075,90.1124,0,219.0,611.4,0.0,2.0
0,90.1124,82.1523,1,139.0,159.5306,278.0,1.0
0,531.4344,127.501,0,139.0,558.5499,0.0,1.0
1,127.501,60.6671,0,278.0,164.5387,0.0,1.0
0,60.6671,296.7849,0,239.0,84.2912,0.0,1.0
1,299.9775,83.8824,0,278.0,346.3077,0.0,1.0
1,83.8824,192.9747,0,338.0,17.2627,0.0,2.0
1,192.9747,220.5385,0,119.0,205.1975,0.0,2.0
0,0.0,388.0081,0,0.0,0.0,0.0,2.0
0,388.0081,186.3867,0,159.0,356.3159,0.0,4.0
0,186.3867,580.9038,0,139.0,145.279,0.0,6.0
0,580.9038,94.4524,0,99.0,676.8345,0.0,1.0
0,199.1212,68.5657,0,179.0,219.6952,0.0,1.0
1,102.9684,135.0796,0,358.0,111.7587,1112.0,1.0
0,135.0796,132.8166,1,179.0,51.788,0.0,2.0
0,132.8166,210.0595,0,159.0,200.3597,0.0,1.0
0,210.0595,293.5068,0,99.0,124.3262,0.0,2.0
1,293.5068,455.4915,0,99.0,223.1098,438.0,4.0
1,184.5644,201.446,0,99.0,147.0034,438.0,4.0
1,201.446,136.8804,0,139.0,66.4831,358.0,5.0
1,136.8804,315.7566,0,179.0,65.123,238.0,6.0
1,315.7566,129.0475,0,119.0,306.3234,516.0,5.0
1,129.0475,400.0028,0,258.0,298.0822,654.0,3.0
1,400.0028,85.3009,0,358.0,420.3439,1112.0,1.0
0,0.0,67.1863,0,0.0,0.0,0.0,1.0
0,67.1863,146.5341,0,179.0,50.6952,0.0,2.0
0,146.5341,142.088,0,219.0,104.7855,0.0,3.0
0,142.088,313.8571,0,239.0,49.0408,0.0,4.0
0,313.8571,88.9297,0,199.0,372.937,0.0,2.0
0,72.3343,240.5047,0,179.0,107.5639,0.0,3.0
0,240.5047,458.033,0,338.0,193.1269,0.0,6.0
0,458.033,119.3786,0,119.0,466.0043,358.0,2.0
0,119.3786,168.6987,0,358.0,129.124,99.0,4.0
0,168.6987,137.2443,0,99.0,254.8038,0.0,1.0
1,137.2443,193.3966,0,378.0,203.9436,80.0,1.0
1,919.1632,0.0,0,378.0,895.8929,80.0,1.0
0,70.8025,74.2849,0,99.0,91.8314,0.0,1.0
1,86.6444,178.301,0,159.0,89.8109,418.0,1.0
1,178.301,189.1778,0,199.0,83.006,418.0,2.0
0,189.1778,322.2484,0,179.0,52.345,139.0,3.0
0,142.678,370.9761,0,179.0,152.1184,318.0,4.0
