eyemove/table3.firstPassFixDur,eyemove/table3.firstfixDur,eyemove/table3.lastSaccLen,eyemove/table3.meanFixDur
318.0,318.0,409.1314,318.0
318.0,318.0,151.2878,318.0
80.0,80.0,246.5507,80.0
339.0,339.0,82.4697,339.0
159.0,159.0,286.5157,159.0
278.0,139.0,143.7228,139.0
199.0,199.0,261.5937,199.0
139.0,139.0,210.4335,139.0
139.0,139.0,402.5102,139.0
159.0,159.0,53.8145,139.0
139.0,139.0,89.1319,139.0
239.0,239.0,72.5844,239.0
259.0,259.0,90.1124,259.0
199.0,199.0,761.4494,199.0
119.0,119.0,242.8482,119.0
417.0,278.0,44.0028,208.5
299.0,100.0,182.0687,149.5
398.0,179.0,70.7425,132.6667
179.0,179.0,90.8102,179.0
259.0,259.0,381.6733,259.0
99.0,99.0,565.0179,99.0
179.0,179.0,176.5574,179.0
199.0,199.0,52.0048,199.0
139.0,139.0,467.4497,139.0
139.0,139.0,193.9001,139.0
299.0,299.0,194.5308,299.0
159.0,159.0,660.0153,179.0
358.0,219.0,56.029,179.0
179.0,179.0,250.6472,179.0
358.0,139.0,91.0179,179.0
139.0,139.0,425.2473,139.0
139.0,139.0,362.7124,139.0
119.0,119.0,534.5898,119.0
198.0,99.0,116.6812,99.0
298.0,298.0,110.726,298.0
99.0,99.0,44.7353,99.0
199.0,119.0,51.2299,99.5
358.0,139.0,250.7638,179.0
179.0,179.0,68.2495,179.0
219.0,219.0,129.5531,219.0
159.0,159.0,114.6843,159.0
179.0,179.0,565.0009,179.0
139.0,139.0,92.9368,139.0
139.0,139.0,182.6588,139.0
80.0,80.0,112.51,80.0
119.0,119.0,68.5657,119.0
179.0,179.0,613.2889,179.0
337.0,119.0,69.8713,112.3333
159.0,159.0,143.014,159.0
80.0,80.0,510.0189,80.0
458.0,219.0,154.9911,229.0
119.0,119.0,149.5535,119.0
159.0,159.0,223.1636,159.0
298.0,139.0,201.4274,149.0
259.0,179.0,172.1228,129.5
119.0,119.0,180.3607,119.0
219.0,119.0,265.8745,109.5
139.0,139.0,264.3449,139.0
159.0,159.0,362.1995,159.0
99.0,99.0,534.659,99.0
298.0,119.0,134.0009,149.0
179.0,179.0,144.5424,179.0
219.0,219.0,92.6998,219.0
258.0,258.0,78.6591,258.0
218.0,99.0,158.4653,109.0
199.0,199.0,94.1236,199.0
139.0,139.0,615.0246,139.0
119.0,119.0,408.5893,119.0
80.0,80.0,293.1092,129.0
199.0,199.0,398.6142,199.0
119.0,119.0,205.1195,119.0
80.0,80.0,120.9153,80.0
99.0,99.0,203.702,99.0
179.0,179.0,166.0098,179.0
656.0,656.0,125.8501,298.0
159.0,159.0,553.9251,139.0
100.0,100.0,313.8889,125.6667
139.0,139.0,37.0135,139.0
179.0,179.0,184.7444,179.0
179.0,179.0,291.7096,179.0
99.0,99.0,135.356,99.0
179.0,179.0,202.2554,179.0
99.0,99.0,270.8967,99.0
139.0,139.0,211.164,139.0
179.0,179.0,99.5013,179.0
239.0,239.0,541.4596,239.0
218.0,119.0,147.2753,109.0
278.0,278.0,80.05,232.0
119.0,119.0,474.5432,119.0
99.0,99.0,251.6987,99.0
279.0,279.0,211.1711,319.0
159.0,159.0,869.9118,159.0
119.0,119.0,174.5623,119.0
259.0,259.0,178.0344,259.0
159.0,159.0,303.5807,159.0
119.0,119.0,853.2634,119.0
199.0,199.0,161.698,199.0
139.0,139.0,135.7442,139.0
139.0,139.0,500.1,139.0
139.0,139.0,291.0348,219.0
219.0,219.0,603.4211,219.0
179.0,179.0,80.6551,179.0
199.0,199.0,138.5442,199.0
159.0,159.0,141.1471,159.0
179.0,179.0,294.7563,119.0
199.0,199.0,103.5193,199.0
219.0,219.0,225.347,219.0
159.0,159.0,56.0892,159.0
298.0,298.0,141.5883,298.0
318.0,179.0,138.5036,159.0
139.0,139.0,409.0736,139.0
179.0,179.0,135.0083,179.0
278.0,139.0,271.0018,139.0
239.0,239.0,398.4595,239.0
139.0,139.0,143.3954,139.0
119.0,119.0,216.2279,119.0
80.0,80.0,316.942,80.0
99.0,99.0,315.3811,99.0
80.0,80.0,303.4555,80.0
219.0,139.0,0.0,278.0
119.0,119.0,130.4847,119.0
179.0,179.0,846.1575,189.0
139.0,139.0,253.7839,139.0
139.0,139.0,645.3836,139.0
99.0,99.0,432.6777,99.0
179.0,179.0,195.5153,179.0
139.0,139.0,334.5688,139.0
278.0,278.0,286.9203,278.0
99.0,99.0,380.659,99.0
199.0,199.0,1107.6039,159.0
139.0,139.0,273.2215,139.0
80.0,80.0,176.8191,119.5
179.0,179.0,286.507,179.0
179.0,179.0,712.2419,179.0
99.0,99.0,224.2014,99.0
159.0,159.0,177.9396,159.0
199.0,199.0,118.0042,199.0
199.0,80.0,843.8271,99.5
179.0,179.0,163.5619,179.0
179.0,179.0,895.1633,179.0
179.0,179.0,77.0406,179.0
80.0,80.0,192.5649,80.0
397.0,119.0,185.4562,132.3333
538.0,538.0,205.0494,538.0
559.0,419.0,63.1269,279.5
199.0,119.0,91.325,99.5
139.0,139.0,356.6546,139.0
99.0,99.0,145.3487,99.0
298.0,298.0,192.0059,298.0
298.0,298.0,67.0671,298.0
338.0,139.0,65.307,169.0
99.0,99.0,365.7448,99.0
318.0,238.0,1013.6105,159.0
179.0,179.0,348.9391,179.0
338.0,80.0,127.8329,112.6667
278.0,139.0,582.5019,139.0
199.0,199.0,110.2112,199.0
159.0,159.0,111.325,159.0
99.0,99.0,139.6755,99.0
318.0,99.0,166.4121,159.0
119.0,119.0,74.9283,119.0
139.0,139.0,168.7602,139.0
139.0,139.0,215.5371,139.0
298.0,298.0,116.0873,259.0
139.0,139.0,613.3574,139.0
516.0,417.0,65.3911,298.0
99.0,99.0,359.0198,99.0
457.0,119.0,365.2684,152.3333
139.0,139.0,37.8319,139.0
179.0,179.0,249.3657,179.0
278.0,278.0,112.5278,278.0
199.0,199.0,128.6283,199.0
218.0,119.0,145.0836,139.0
119.0,119.0,321.2262,119.0
99.0,99.0,177.8145,99.0
318.0,318.0,101.1237,318.0
99.0,99.0,189.0298,99.0
80.0,80.0,99.363,80.0
278.0,278.0,67.2031,278.0
80.0,80.0,183.4121,80.0
139.0,139.0,343.3402,159.0
318.0,119.0,94.1913,159.0
159.0,159.0,213.0094,159.0
159.0,159.0,206.202,159.0
119.0,119.0,150.6892,119.0
99.0,99.0,374.3237,99.0
199.0,199.0,95.1893,199.0
259.0,179.0,435.1839,179.0
99.0,99.0,145.1516,99.0
179.0,179.0,162.2968,179.0
219.0,219.0,285.3769,219.0
99.0,99.0,232.5774,99.0
159.0,159.0,131.5485,159.0
278.0,159.0,83.2721,139.0
199.0,199.0,202.5154,199.0
119.0,119.0,27.7218,119.0
119.0,119.0,142.486,159.0
179.0,179.0,248.1819,179.0
219.0,139.0,81.1187,109.5
199.0,80.0,171.0629,99.5
199.0,199.0,655.9971,199.0
199.0,199.0,124.0585,199.0
298.0,298.0,211.3557,298.0
80.0,80.0,205.9235,80.0
80.0,80.0,167.1743,80.0
199.0,99.0,134.0037,129.0
179.0,179.0,49.6236,179.0
199.0,199.0,40.2523,199.0
179.0,179.0,182.9624,179.0
518.0,279.0,104.5813,259.0
80.0,80.0,95.5955,80.0
179.0,179.0,89.2749,338.0
179.0,179.0,198.142,139.0
298.0,159.0,414.2855,149.0
139.0,139.0,848.7744,99.0
159.0,159.0,223.0807,199.0
438.0,199.0,485.4083,219.0
358.0,139.0,109.9022,179.0
278.0,278.0,103.0946,278.0
239.0,239.0,353.958,239.0
199.0,199.0,507.7046,199.0
99.0,99.0,131.0057,99.0
80.0,80.0,359.835,80.0
318.0,99.0,128.2078,139.0
99.0,99.0,469.3149,99.0
278.0,278.0,205.8501,278.0
139.0,139.0,208.3537,139.0
80.0,80.0,96.9665,80.0
179.0,179.0,101.1558,179.0
199.0,199.0,236.3906,159.0
179.0,179.0,250.8371,179.0
99.0,99.0,494.3099,99.0
179.0,179.0,691.7301,179.0
119.0,119.0,268.0532,119.0
179.0,179.0,139.7033,179.0
258.0,258.0,149.5008,258.0
99.0,99.0,313.9606,99.0
99.0,99.0,189.0192,80.0
80.0,80.0,126.58,80.0
199.0,199.0,80.514,279.0
179.0,179.0,226.8816,179.0
159.0,159.0,581.5325,159.0
259.0,159.0,58.1227,129.5
80.0,80.0,255.0848,80.0
179.0,179.0,259.3318,179.0
199.0,199.0,132.0947,199.0
556.0,258.0,161.4845,278.0
99.0,99.0,332.1333,99.0
239.0,239.0,154.7336,239.0
80.0,80.0,61.5731,80.0
258.0,258.0,103.3102,258.0
119.0,119.0,583.1243,119.0
99.0,99.0,153.1837,99.0
119.0,119.0,299.1927,119.0
99.0,99.0,128.7187,199.0
219.0,219.0,109.573,219.0
139.0,139.0,175.0893,278.0
239.0,239.0,100.1212,239.0
915.0,159.0,87.9673,497.0
179.0,179.0,53.1154,179.0
99.0,99.0,212.1114,99.0
279.0,199.0,160.5195,139.5
179.0,179.0,500.2512,179.0
319.0,319.0,140.788,319.0
139.0,139.0,226.6787,139.0
120.0,120.0,441.5725,120.0
139.0,139.0,487.0503,259.0
238.0,238.0,184.6734,338.0
80.0,80.0,56.4734,80.0
99.0,99.0,77.7721,99.0
99.0,99.0,45.9619,219.0
298.0,298.0,194.1198,298.0
119.0,119.0,180.2471,119.0
159.0,159.0,51.1981,159.0
179.0,179.0,99.9025,399.0
278.0,139.0,238.1344,139.0
119.0,119.0,435.3323,119.0
179.0,179.0,174.2326,179.0
199.0,199.0,195.1442,70.0
99.0,99.0,170.2946,99.0
238.0,238.0,163.5619,238.0
278.0,139.0,548.6164,139.0
139.0,139.0,146.2395,139.0
238.0,238.0,306.9287,238.0
99.0,99.0,534.4645,99.0
139.0,139.0,110.0284,139.0
219.0,219.0,137.5736,219.0
179.0,179.0,87.0531,119.0
99.0,99.0,151.6616,99.0
318.0,179.0,158.2561,159.0
298.0,139.0,186.8596,149.0
179.0,179.0,104.0589,179.0
757.0,757.0,301.371,757.0
139.0,139.0,148.6556,139.0
219.0,219.0,173.5115,219.0
99.0,99.0,159.7568,159.0
139.0,139.0,160.8182,99.0
318.0,159.0,117.3765,159.0
139.0,139.0,188.5975,139.0
179.0,179.0,617.5275,179.0
179.0,179.0,1641.2124,219.0
179.0,179.0,144.8456,179.0
199.0,199.0,267.5916,199.0
278.0,99.0,222.2082,129.5
259.0,259.0,220.6451,259.0
99.0,99.0,296.9621,99.0
219.0,139.0,162.9969,109.5
179.0,179.0,243.2781,179.0
119.0,119.0,183.0027,119.0
199.0,199.0,242.4113,199.0
99.0,99.0,152.8929,99.0
119.0,119.0,624.1194,119.0
139.0,139.0,388.057,139.0
179.0,179.0,111.7229,179.0
219.0,219.0,654.3764,219.0
80.0,80.0,651.553,139.0
478.0,259.0,84.4423,239.0
238.0,238.0,177.9052,238.0
80.0,80.0,164.0831,80.0
99.0,99.0,258.4652,99.0
99.0,99.0,76.2053,179.0
179.0,99.0,236.244,179.0
179.0,179.0,191.3426,139.0
278.0,139.0,85.9884,139.0
477.0,179.0,93.6082,139.0
119.0,119.0,337.9279,119.0
298.0,298.0,143.0472,298.0
338.0,199.0,285.0439,119.0
179.0,179.0,158.749,179.0
179.0,179.0,709.8204,179.0
219.0,219.0,230.895,219.0
139.0,139.0,96.5829,139.0
218.0,99.0,398.0314,139.0
198.0,99.0,105.5107,99.0
239.0,239.0,153.8343,239.0
298.0,159.0,125.004,149.0
199.0,199.0,269.6702,199.0
179.0,179.0,170.6261,239.0
139.0,139.0,904.0781,139.0
239.0,159.0,137.2334,119.5
239.0,239.0,353.7814,239.0
80.0,80.0,351.4616,80.0
139.0,139.0,105.5746,179.0
159.0,159.0,846.7628,159.0
119.0,119.0,73.9003,119.0
179.0,179.0,120.204,179.0
259.0,179.0,830.0208,129.5
239.0,239.0,283.5004,239.0
239.0,239.0,266.1748,239.0
80.0,80.0,243.1486,80.0
219.0,219.0,242.6489,219.0
259.0,259.0,113.3711,259.0
139.0,139.0,89.6131,139.0
219.0,219.0,186.8241,219.0
219.0,219.0,165.0273,139.0
179.0,179.0,363.2509,179.0
239.0,239.0,92.2659,239.0
179.0,179.0,56.1427,179.0
278.0,119.0,135.9458,139.0
299.0,219.0,274.6643,149.5
179.0,179.0,346.0231,179.0
179.0,179.0,309.7773,179.0
278.0,278.0,185.2701,278.0
199.0,199.0,198.0309,199.0
179.0,179.0,169.5029,139.0
179.0,179.0,131.3097,219.0
219.0,80.0,499.5928,109.5
199.0,199.0,199.7261,199.0
299.0,299.0,55.9732,119.5
99.0,99.0,166.2897,99.0
99.0,99.0,201.9462,99.0
139.0,139.0,723.1322,139.0
458.0,239.0,95.5667,179.0
258.0,258.0,78.729,258.0
219.0,219.0,471.8805,219.0
119.0,119.0,137.816,119.0
80.0,80.0,171.3542,80.0
358.0,179.0,115.9677,179.0
80.0,80.0,174.2591,80.0
179.0,179.0,191.387,179.0
119.0,119.0,191.1969,119.0
139.0,139.0,165.5113,199.0
119.0,119.0,116.4989,119.0
318.0,139.0,69.0,159.0
199.0,199.0,348.023,199.0
20.0,20.0,113.381,20.0
159.0,159.0,110.3653,20.0
139.0,139.0,191.6377,139.0
139.0,139.0,413.4834,139.0
179.0,179.0,240.5546,139.3333
99.0,99.0,110.1635,99.0
358.0,358.0,114.2147,358.0
179.0,179.0,150.0675,179.0
338.0,338.0,124.0363,338.0
159.0,159.0,234.5645,159.0
139.0,139.0,84.7835,139.0
139.0,139.0,114.0702,139.0
139.0,139.0,70.0874,239.0
219.0,219.0,72.5431,219.0
139.0,139.0,167.5067,139.0
517.0,139.0,50.4505,172.3333
139.0,139.0,213.1695,139.0
139.0,139.0,453.7744,139.0
119.0,119.0,197.31,80.0
99.0,99.0,167.638,99.0
139.0,139.0,354.2051,139.0
119.0,119.0,314.7876,119.0
139.0,139.0,265.557,139.0
119.0,119.0,179.0566,139.0
80.0,80.0,120.2341,80.0
159.0,159.0,114.5535,159.0
298.0,298.0,119.7884,298.0
199.0,199.0,310.3824,199.0
139.0,139.0,544.4897,139.0
338.0,119.0,101.5111,169.0
20.0,20.0,393.749,20.0
100.0,100.0,180.1555,100.0
258.0,99.0,336.0238,129.0
218.0,99.0,112.5544,109.0
119.0,119.0,246.8694,119.0
139.0,139.0,171.1213,139.0
239.0,159.0,77.6466,119.5
80.0,80.0,151.2457,80.0
198.0,99.0,424.0203,179.0
278.0,139.0,379.9253,139.0
99.0,99.0,315.9343,99.0
99.0,99.0,243.0869,89.5
139.0,139.0,107.5291,219.0
99.0,99.0,62.7873,99.0
219.0,219.0,199.0157,219.0
99.0,99.0,432.0932,99.0
179.0,179.0,181.6549,179.0
119.0,119.0,232.6209,119.0
219.0,219.0,133.0423,159.0
139.0,139.0,229.5615,139.0
119.0,119.0,822.3711,119.0
139.0,139.0,717.2247,139.0
99.0,99.0,125.6831,99.0
119.0,119.0,345.167,199.0
180.0,180.0,0.0,180.0
298.0,298.0,129.1375,298.0
259.0,259.0,106.0578,259.0
139.0,139.0,115.8285,219.0
219.0,219.0,75.634,219.0
139.0,139.0,252.0005,139.0
139.0,139.0,53.5093,139.0
219.0,219.0,106.0106,438.0
179.0,179.0,68.5894,179.0
119.0,119.0,451.0291,139.0
239.0,239.0,134.1827,239.0
319.0,239.0,387.6509,159.5
159.0,159.0,272.1369,159.0
139.0,139.0,169.2705,139.0
179.0,179.0,92.0054,209.0
179.0,179.0,662.4519,80.0
338.0,338.0,48.0208,338.0
258.0,258.0,87.6727,258.0
99.0,99.0,82.4621,159.0
259.0,179.0,79.1581,129.5
298.0,298.0,160.5895,298.0
80.0,80.0,53.7075,80.0
239.0,239.0,121.9108,439.0
218.0,99.0,246.1229,109.0
159.0,159.0,170.0029,159.0
259.0,259.0,281.064,259.0
139.0,139.0,77.3596,139.0
239.0,239.0,183.6968,298.0
258.0,258.0,94.5939,139.0
80.0,80.0,731.5234,80.0
80.0,80.0,269.717,80.0
159.0,159.0,39.8811,159.0
99.0,99.0,196.4701,99.0
139.0,139.0,139.0225,139.0
179.0,179.0,124.6966,179.0
239.0,239.0,107.3837,239.0
99.0,99.0,243.6047,99.0
199.0,199.0,178.7659,199.0
219.0,219.0,172.8381,219.0
139.0,139.0,109.5468,219.0
99.0,99.0,520.4087,99.0
199.0,199.0,52.9741,119.0
139.0,139.0,199.8912,139.0
99.0,99.0,307.6544,99.0
239.0,239.0,88.8735,239.0
278.0,119.0,293.3108,139.0
139.0,139.0,181.6762,139.0
835.0,139.0,221.299,208.75
179.0,179.0,31.504,179.0
99.0,99.0,141.2029,99.0
119.0,119.0,270.267,119.0
179.0,179.0,60.2993,179.0
139.0,139.0,88.0511,139.0
99.0,99.0,168.6987,99.0
100.0,100.0,182.6342,100.0
419.0,419.0,105.6705,419.0
159.0,159.0,261.959,159.0
199.0,199.0,206.2092,139.0
80.0,80.0,269.0376,80.0
179.0,179.0,473.6465,179.0
139.0,139.0,469.3533,139.0
199.0,80.0,121.3342,99.5
120.0,120.0,0.0,120.0
159.0,159.0,121.5905,159.0
179.0,179.0,404.5346,179.0
139.0,139.0,62.2294,139.0
99.0,99.0,834.1902,99.0
199.0,179.0,111.7195,99.5
179.0,179.0,529.6414,179.0
258.0,258.0,290.1556,258.0
278.0,139.0,108.9036,139.0
219.0,219.0,129.5473,159.0
258.0,258.0,151.1663,119.0
179.0,179.0,59.5021,179.0
219.0,219.0,138.5938,219.0
139.0,139.0,203.6774,139.0
159.0,159.0,40.5771,159.0
258.0,258.0,548.5002,258.0
279.0,279.0,202.0155,239.0
258.0,119.0,124.917,100.0
99.0,99.0,163.0989,119.0
99.0,99.0,147.5686,99.0
80.0,80.0,162.5,80.0
1335.0,757.0,66.3042,445.0
99.0,99.0,180.2505,99.0
219.0,219.0,122.8587,219.0
219.0,219.0,171.0468,219.0
258.0,159.0,137.5736,129.0
199.0,199.0,111.809,199.0
80.0,80.0,142.2436,80.0
99.0,99.0,371.3812,99.0
179.0,179.0,372.6342,179.0
298.0,139.0,93.5855,149.0
139.0,139.0,126.935,139.0
239.0,239.0,229.0922,239.0
119.0,119.0,148.1595,119.0
99.0,99.0,110.911,99.0
99.0,99.0,180.7374,99.0
139.0,139.0,401.0527,139.0
100.0,100.0,586.3519,109.0
99.0,99.0,417.1624,99.0
119.0,119.0,388.9248,119.0
139.0,139.0,141.508,219.0
139.0,139.0,133.0338,139.0
458.0,319.0,369.3812,339.0
100.0,100.0,294.5505,100.0
119.0,119.0,201.0025,119.0
179.0,179.0,372.9786,179.0
179.0,179.0,76.8668,179.0
100.0,100.0,192.7706,119.0
258.0,139.0,434.7419,129.0
179.0,179.0,45.5439,179.0
139.0,139.0,86.3713,139.0
498.0,279.0,107.1972,249.0
119.0,119.0,119.9177,119.0
278.0,278.0,200.2255,278.0
299.0,299.0,112.5711,299.0
100.0,100.0,428.2444,100.0
80.0,80.0,379.0963,80.0
80.0,80.0,337.8113,80.0
239.0,239.0,101.8455,219.0
179.0,179.0,207.5054,179.0
20.0,20.0,981.6314,20.0
160.0,80.0,349.2825,80.0
139.0,139.0,188.6915,139.0
99.0,99.0,784.7716,99.0
199.0,199.0,243.6658,199.0
258.0,258.0,198.1067,258.0
139.0,139.0,136.2736,139.0
219.0,219.0,275.2063,219.0
398.0,398.0,649.6676,398.0
159.0,159.0,244.2396,159.0
179.0,179.0,77.5403,179.0
99.0,99.0,73.3485,99.0
298.0,99.0,94.0479,149.0
358.0,358.0,170.8954,358.0
99.0,99.0,120.8139,179.0
99.0,99.0,161.5031,99.0
80.0,80.0,83.6675,80.0
80.0,80.0,254.0177,80.0
258.0,258.0,100.5796,258.0
219.0,219.0,244.232,219.0
119.0,119.0,120.0135,119.0
219.0,219.0,191.6155,219.0
259.0,259.0,59.5525,259.0
258.0,258.0,52.1943,258.0
139.0,139.0,480.6376,139.0
119.0,119.0,130.384,119.0
179.0,179.0,195.7173,179.0
199.0,199.0,116.3454,199.0
100.0,100.0,217.0184,100.0
80.0,80.0,457.5423,80.0
99.0,99.0,0.0,99.0
80.0,80.0,419.5074,99.0
358.0,119.0,238.2315,149.0
80.0,80.0,94.7629,80.0
139.0,139.0,152.5819,139.0
219.0,219.0,684.5928,219.0
99.0,99.0,1164.1789,99.0
139.0,139.0,114.9478,139.0
99.0,99.0,41.7612,99.0
159.0,159.0,89.8137,159.0
219.0,219.0,256.6384,219.0
259.0,259.0,90.312,259.0
239.0,239.0,60.6671,239.0
119.0,119.0,213.851,119.0
298.0,298.0,244.4407,298.0
99.0,99.0,368.7058,99.0
139.0,139.0,93.0121,139.0
139.0,139.0,322.9478,139.0
119.0,119.0,77.2868,119.0
119.0,119.0,308.6118,119.0
219.0,219.0,98.5812,199.0
378.0,378.0,470.3576,378.0
119.0,119.0,367.032,119.0
99.0,99.0,722.9374,99.0
139.0,139.0,285.7866,139.0
119.0,119.0,149.0252,119.0
379.0,379.0,166.1272,179.0
179.0,179.0,138.8254,179.0
139.0,139.0,365.9535,139.0
139.0,139.0,139.5797,139.0
139.0,139.0,104.4629,139.0
80.0,80.0,728.6323,80.0
139.0,139.0,236.6268,139.0
139.0,139.0,355.1479,139.0
139.0,139.0,105.119,139.0
119.0,119.0,1019.6304,119.0
100.0,100.0,145.4003,100.0
199.0,199.0,117.0171,199.0
99.0,99.0,286.5925,99.0
179.0,179.0,233.2349,179.0
80.0,80.0,879.3112,99.0
319.0,319.0,340.1092,319.0
119.0,119.0,154.5,119.0
258.0,258.0,145.5137,258.0
179.0,179.0,90.6104,179.0
358.0,219.0,241.8703,179.0
278.0,139.0,215.1192,219.0
357.0,99.0,164.8006,178.5
139.0,139.0,87.1436,139.0
159.0,159.0,106.0189,99.0
80.0,80.0,109.7235,80.0
279.0,279.0,72.7496,279.0
139.0,139.0,70.066,139.0
199.0,199.0,143.2,199.0
179.0,179.0,59.5336,179.0
99.0,99.0,100.5547,99.0
159.0,159.0,262.6071,159.0
299.0,219.0,79.5503,149.5
179.0,179.0,219.8551,179.0
99.0,99.0,189.2564,99.0
139.0,139.0,423.317,139.0
438.0,219.0,261.6911,219.0
80.0,80.0,98.0306,80.0
99.0,99.0,154.7942,99.0
99.0,99.0,80.2153,129.5
259.0,259.0,133.5459,259.0
179.0,179.0,103.1467,298.0
139.0,139.0,179.6003,119.0
179.0,179.0,102.511,159.0
119.0,119.0,316.2673,119.0
159.0,159.0,62.566,159.0
139.0,139.0,215.6879,139.0
298.0,298.0,204.5807,298.0
338.0,239.0,239.1783,169.0
119.0,119.0,219.8846,119.0
99.0,99.0,135.0926,99.0
179.0,179.0,469.0003,179.0
219.0,219.0,74.0017,159.0
179.0,179.0,179.5446,179.0
299.0,140.0,73.7445,149.5
179.0,179.0,174.5029,179.0
139.0,139.0,127.0984,139.0
338.0,338.0,195.1442,338.0
198.0,99.0,245.8709,99.0
80.0,80.0,216.6893,80.0
80.0,80.0,141.5221,80.0
477.0,258.0,431.7789,238.5
80.0,80.0,73.5425,139.0
139.0,139.0,226.9736,239.0
119.0,119.0,302.0981,119.0
199.0,199.0,96.0208,199.0
80.0,80.0,480.8123,199.0
238.0,238.0,222.1041,238.0
199.0,199.0,141.8185,219.0
199.0,199.0,97.6281,199.0
238.0,238.0,427.452,238.0
298.0,298.0,116.2422,298.0
278.0,179.0,113.2166,139.0
139.0,139.0,242.55,139.0
239.0,239.0,174.8607,239.0
80.0,80.0,0.0,100.0
199.0,199.0,126.0089,199.0
337.0,99.0,89.0505,112.3333
139.0,139.0,70.9102,139.0
179.0,179.0,90.7979,179.0
179.0,179.0,109.8692,179.0
119.0,119.0,306.1066,119.0
179.0,179.0,256.7358,99.0
99.0,99.0,393.2951,99.0
139.0,139.0,236.1573,139.0
238.0,139.0,80.5062,119.0
80.0,80.0,72.6034,80.0
119.0,119.0,107.3336,119.0
278.0,278.0,196.5407,278.0
179.0,179.0,164.0526,179.0
298.0,298.0,116.3239,298.0
139.0,139.0,256.4888,139.0
179.0,179.0,161.6114,179.0
179.0,179.0,220.096,179.0
139.0,139.0,67.5666,139.0
437.0,318.0,352.473,218.5
139.0,139.0,164.746,139.0
80.0,80.0,81.6241,80.0
139.0,139.0,280.6924,119.0
179.0,179.0,370.4582,179.0
99.0,99.0,75.0267,99.0
239.0,239.0,153.2359,239.0
179.0,179.0,51.5388,179.0
159.0,159.0,100.9022,159.0
199.0,199.0,171.2921,199.0
259.0,259.0,825.9546,259.0
139.0,139.0,371.7637,139.0
159.0,159.0,103.3017,199.0
99.0,99.0,83.4341,139.0
199.0,199.0,203.1976,199.0
99.0,99.0,580.9038,99.0
259.0,259.0,158.2688,259.0
99.0,99.0,316.0775,99.0
99.0,99.0,189.1144,99.0
199.0,199.0,314.8341,199.0
99.0,99.0,232.0345,99.0
119.0,119.0,60.92,119.0
537.0,139.0,155.5289,179.0
259.0,179.0,682.6377,99.0
119.0,119.0,105.6468,119.0
139.0,139.0,165.0068,139.0
20.0,20.0,1118.9992,20.0
219.0,219.0,700.1116,159.0
139.0,139.0,134.0457,139.0
139.0,139.0,299.6769,139.0
99.0,99.0,200.5006,258.0
258.0,258.0,113.5892,258.0
139.0,139.0,250.5718,80.0
219.0,219.0,253.5178,219.0
199.0,199.0,181.5991,199.0
139.0,139.0,421.0205,139.0
80.0,80.0,262.5019,80.0
498.0,279.0,116.0528,249.0
318.0,318.0,200.4507,318.0
119.0,119.0,180.6557,119.0
179.0,179.0,167.1414,179.0
318.0,99.0,94.0811,159.0
119.0,119.0,239.1511,119.0
179.0,179.0,353.0871,179.0
139.0,139.0,208.1952,139.0
239.0,239.0,142.088,239.0
99.0,99.0,109.7474,99.0
139.0,139.0,331.1654,169.0
219.0,219.0,517.2316,219.0
179.0,179.0,480.7788,179.0
218.0,119.0,15.9765,99.0
199.0,199.0,170.0007,199.0
239.0,239.0,205.4343,239.0
119.0,119.0,102.4414,119.0
457.0,457.0,768.789,457.0
238.0,99.0,0.0,119.0
219.0,219.0,182.9624,219.0
159.0,159.0,70.2887,159.0
219.0,219.0,173.3854,219.0
438.0,100.0,188.6379,146.0
179.0,179.0,370.7159,179.0
218.0,119.0,336.7911,109.0
199.0,199.0,681.5359,99.0
179.0,179.0,113.1106,179.0
99.0,99.0,99.3642,99.0
418.0,418.0,89.5237,159.0
219.0,219.0,82.5136,179.0
139.0,139.0,246.6577,139.0
80.0,80.0,132.0038,80.0
20.0,20.0,75.634,129.5
99.0,99.0,226.5657,99.0
139.0,139.0,709.1574,139.0
357.0,99.0,81.5552,178.5
139.0,139.0,93.5481,139.0
159.0,159.0,113.3016,159.0
139.0,139.0,142.5491,139.0
159.0,159.0,223.7856,219.0
20.0,20.0,53.4439,20.0
179.0,179.0,521.6474,100.0
179.0,179.0,193.0648,179.0
119.0,119.0,96.8104,119.0
259.0,259.0,109.1788,259.0
199.0,199.0,97.949,239.0
200.0,100.0,102.6158,199.0
159.0,159.0,182.8066,159.0
99.0,99.0,584.5864,99.0
219.0,199.0,87.0919,259.0
139.0,139.0,75.6637,99.0
159.0,159.0,42.5735,159.0
80.0,80.0,112.5389,80.0
159.0,159.0,189.6536,80.0
238.0,238.0,99.5301,219.0
418.0,139.0,91.3085,218.5
179.0,179.0,189.0238,139.0
179.0,179.0,117.0438,179.0
159.0,159.0,183.6532,159.0
179.0,179.0,430.4257,179.0
179.0,179.0,174.0065,179.0
159.0,159.0,216.9239,159.0
218.0,119.0,514.3953,109.0
99.0,99.0,0.0,99.0
199.0,119.0,1452.9874,99.5
179.0,179.0,801.0275,179.0
159.0,159.0,58.0775,159.0
199.0,199.0,209.1531,159.0
239.0,239.0,207.0054,239.0
179.0,179.0,129.6784,239.0
179.0,179.0,283.4806,179.0
139.0,139.0,588.3292,139.0
80.0,80.0,166.4227,80.0
258.0,258.0,421.9328,258.0
219.0,219.0,599.092,219.0
139.0,139.0,99.7309,139.0
