eyemove/table1.firstPassFixDur,eyemove/table1.landingPos,eyemove/table1.lastSaccLen,eyemove/table1.leavingPos,eyemove/table1.lineNo,eyemove/table1.meanFixDur,eyemove/table1.nextFixDur,eyemove/table1.prevFixPos,eyemove/table1.pupilDiamLag,eyemove/table1.pupilDiamMax
179.0,53.8911,121.9067,53.4252,6864.0,179.0,80.0,734.173,-0.0406,-0.0406
298.0,132.1003,142.5877,45.1774,4329.0,149.0,199.0,121.2642,0.091,0.0335
258.0,91.2812,202.5056,92.1588,3478.0,129.0,159.0,83.6301,0.4043,0.1298
279.0,55.376,150.1441,44.1616,2212.0,279.0,179.0,165.1938,2.0074,1.2459
160.0,64.7341,106.6677,55.4437,8306.0,80.0,139.0,123.2396,0.1054,0.1319
179.0,42.6907,166.5751,44.847,10692.0,179.0,199.0,325.0415,-0.0348,0.0482
99.0,31.7844,72.94,40.7707,8271.0,99.0,100.0,70.0,0.2114,0.1944
139.0,61.9536,106.0189,65.0173,7131.0,139.0,179.0,60.8769,0.2196,0.1456
298.0,15.8902,482.0664,31.0846,5365.0,298.0,318.0,96.1301,0.0812,0.0227
258.0,57.9159,115.5011,72.092,8491.0,258.0,179.0,83.8153,0.0927,0.0772
99.0,70.2638,203.1711,48.0026,9331.0,179.0,278.0,361.0222,0.3212,0.1527
99.0,88.2836,505.7836,96.9239,6696.0,99.0,80.0,434.0288,0.2751,-0.051
199.0,48.0104,242.9532,64.9327,7506.0,199.0,99.0,94.2444,0.1212,-0.0893
139.0,93.7777,105.5616,115.4654,10617.0,139.0,139.0,0.0,0.0342,0.1592
199.0,117.0523,194.6856,120.1759,684.0,199.0,139.0,13.0,0.1466,0.1431
139.0,83.506,170.4171,75.4404,6273.0,139.0,159.0,355.584,0.258,0.1365
179.0,39.5601,173.9799,68.4854,6743.0,89.5,199.0,107.912,0.4174,-0.1451
99.0,53.528,295.8382,49.1172,9532.0,99.0,119.0,205.0098,0.2606,0.1761
99.0,74.3808,108.0104,59.1798,3832.0,99.0,119.0,113.7409,0.2388,0.4563
160.0,58.9173,231.2618,69.7943,10684.0,80.0,119.0,103.0194,0.0482,0.0692
139.0,111.528,471.9476,99.0,8735.0,139.0,258.0,223.0807,0.1838,0.1643
179.0,202.5895,167.0269,200.5299,2563.0,179.0,259.0,143.5688,1.7875,1.4375
139.0,84.5281,164.6853,89.5056,1862.0,139.0,159.0,56.5685,0.4189,0.2228
139.0,77.8621,131.6938,83.5972,6408.0,139.0,219.0,181.0,0.199,0.0355
179.0,18.6078,208.9049,22.4555,9281.0,179.0,179.0,120.204,0.2182,0.2092
219.0,62.7415,231.2385,76.4412,5405.0,219.0,139.0,101.3163,0.0652,0.1392
418.0,75.2396,211.9104,176.5113,4371.0,139.3333,199.0,615.2235,0.0182,-0.0378
179.0,76.0592,85.3302,97.0824,9131.0,159.0,100.0,796.1533,0.1072,0.1462
139.0,97.5461,378.5476,99.8424,9383.0,139.0,139.0,40.0125,0.2122,0.1967
179.0,24.8244,82.6514,34.0147,8898.0,119.0,238.0,809.6944,1.0012,1.0012
80.0,93.094,312.6024,95.1972,9256.0,80.0,179.0,59.6825,0.2227,0.1062
139.0,10.6066,89.8568,18.4459,7051.0,139.0,179.0,312.41,0.2243,0.1663
219.0,41.003,99.8123,29.6015,5201.0,139.0,238.0,87.367,0.1693,0.1168
179.0,22.9456,111.8403,24.2539,797.0,179.0,179.0,148.0135,0.1211,0.0386
238.0,51.2884,169.3576,48.3037,1665.0,199.0,99.0,357.4353,0.1371,0.1171
278.0,60.6671,213.4391,71.0282,4945.0,278.0,159.0,134.5362,0.4681,0.4526
119.0,174.6833,82.3119,175.6844,1713.0,119.0,139.0,537.4095,0.4183,0.1829
99.0,12.816,215.5284,24.3977,7968.0,99.0,119.0,622.5271,0.2298,0.1103
219.0,77.6611,299.8754,93.6056,4574.0,219.0,179.0,146.1677,0.0592,0.0422
259.0,112.9004,131.6368,92.1805,10913.0,259.0,119.0,844.029,0.1465,0.1465
179.0,34.6157,185.597,40.8932,5770.0,179.0,139.0,49.0918,0.049,0.0785
279.0,5.3852,103.3102,45.1885,2918.0,279.0,259.0,116.056,0.7122,0.9212
80.0,124.7257,260.0173,112.5178,201.0,80.0,179.0,109.1146,0.101,0.004
318.0,159.3989,207.8702,38.7621,4027.0,159.0,338.0,0.0,0.1656,0.1081
517.0,10.5119,0.0,18.2003,1146.0,517.0,0.0,262.2689,0.2768,0.2768
139.0,68.2495,131.123,84.0387,1283.0,318.0,139.0,283.0283,0.2992,0.1167
119.0,22.2991,119.8635,14.5086,6791.0,99.0,219.0,243.4625,0.2729,0.2184
139.0,88.278,130.0471,78.9003,189.0,219.0,199.0,129.7266,0.225,0.002
179.0,59.2558,187.6306,50.01,7110.0,139.0,179.0,112.2943,0.4381,0.0276
258.0,35.7001,64.1327,39.08,3700.0,258.0,298.0,155.541,0.3121,0.5301
99.0,48.5412,126.7251,43.8634,10788.0,99.0,199.0,213.1783,0.522,0.089
119.0,56.3649,129.5039,69.5881,10891.0,119.0,199.0,579.8638,-0.005,-0.003
258.0,138.8065,215.9282,132.0152,7419.0,179.0,119.0,260.3459,0.6053,0.0613
497.0,67.1733,244.5736,84.5059,988.0,238.0,298.0,426.3918,0.0989,0.1174
179.0,112.0814,175.6595,109.1146,5366.0,318.0,437.0,592.0845,0.0812,0.0382
80.0,53.9491,211.3534,47.3524,6857.0,119.0,80.0,37.2156,0.2544,0.0869
139.0,90.5166,281.285,93.2751,7804.0,139.0,199.0,109.4897,0.1201,0.0631
119.0,23.7118,865.3843,23.7118,10685.0,119.0,139.0,245.1306,0.0482,-0.1403
159.0,8.1394,65.622,9.5525,9862.0,159.0,119.0,123.7942,0.348,0.1625
139.0,88.0412,271.8993,102.5305,6289.0,139.0,99.0,465.0011,0.404,0.404
278.0,80.5683,309.1092,75.5811,5705.0,278.0,179.0,609.7516,0.1325,0.1325
179.0,26.4055,125.7309,20.5973,4084.0,179.0,99.0,172.2353,0.5086,0.1916
139.0,6.6708,544.6341,2.5,7366.0,298.0,278.0,226.1791,0.4033,0.1023
99.0,161.3103,145.7781,143.782,566.0,99.0,119.0,25.02,0.1538,0.0958
338.0,59.0529,126.58,167.012,10853.0,169.0,298.0,224.6976,0.3185,0.267
159.0,43.9118,224.8077,54.9477,7448.0,159.0,139.0,60.4401,0.1602,0.0162
219.0,32.5,303.1192,30.5655,9226.0,219.0,199.0,258.0,0.2572,0.2037
139.0,45.2355,464.0178,20.573,2191.0,139.0,239.0,133.8208,0.5974,-0.2316
258.0,35.8504,0.0,34.9178,7325.0,119.0,99.0,650.5359,0.4978,0.4978
159.0,48.5026,166.5608,65.2553,7733.0,159.0,219.0,100.4639,0.2556,0.2201
179.0,116.0711,481.2237,124.2035,5711.0,179.0,179.0,198.2524,0.0845,0.1055
80.0,50.2245,688.3931,30.104,10598.0,179.0,139.0,274.3319,0.4452,0.4497
179.0,69.2604,239.0612,74.1839,1870.0,179.0,80.0,164.3472,0.2394,0.2624
199.0,75.3077,114.0932,77.4661,2904.0,199.0,259.0,158.7104,1.5762,0.0387
298.0,18.9011,557.7027,19.1638,9535.0,298.0,398.0,348.2427,0.2606,0.1621
80.0,107.6812,332.2002,85.8662,3750.0,80.0,258.0,73.736,0.3603,0.3143
99.0,3.8079,670.9257,4.6098,1804.0,99.0,99.0,283.0071,0.2743,0.1129
159.0,106.5692,308.1173,103.7714,8726.0,159.0,139.0,138.4377,0.1643,0.0498
139.0,33.6155,577.5866,42.1011,9002.0,179.0,139.0,108.4159,0.3507,0.1122
139.0,55.8055,178.1264,42.3232,2084.0,139.0,119.0,524.7666,0.1859,0.1729
100.0,2.5495,329.0547,5.0,8673.0,100.0,139.0,184.5644,0.0748,0.1568
218.0,114.1852,105.0952,117.8442,7096.0,109.0,179.0,0.0,0.2536,0.2046
238.0,85.3288,95.2575,81.5,5449.0,238.0,179.0,408.9315,0.1787,0.1787
378.0,83.7153,151.8898,52.8015,3936.0,189.0,99.0,77.9295,0.2226,0.1136
318.0,79.0759,379.8585,76.2512,3721.0,318.0,119.0,114.9652,0.2196,0.4406
258.0,44.139,183.0826,62.7415,605.0,258.0,199.0,320.1265,0.3303,0.0738
159.0,52.0024,121.2456,62.0181,6234.0,159.0,179.0,321.6224,0.3761,0.2516
378.0,88.1717,94.4524,121.4928,285.0,378.0,179.0,676.8345,0.1994,0.1744
99.0,129.5415,117.4787,118.5422,6916.0,119.0,99.0,73.9797,0.3223,0.2303
139.0,61.5224,66.0984,67.4185,1534.0,139.0,139.0,106.6068,0.1411,0.1926
239.0,71.5891,125.1259,84.3356,1506.0,80.0,318.0,40.2492,0.0606,0.1111
159.0,18.7883,633.9416,26.4055,10895.0,159.0,119.0,147.0918,-0.1045,-0.005
179.0,15.5322,94.1767,14.4309,5648.0,89.5,159.0,46.8722,0.125,0.13
239.0,12.1655,122.2007,11.7686,796.0,239.0,179.0,133.66,0.0681,0.0296
199.0,77.026,103.0194,106.6689,2739.0,199.0,159.0,81.3941,1.3035,0.3645
199.0,138.7417,194.1262,112.4389,10324.0,298.0,139.0,325.0415,0.0173,0.1258
99.0,23.4094,54.3438,22.0227,8308.0,99.0,139.0,188.4489,0.1139,0.1319
378.0,54.0833,210.965,55.0568,1488.0,239.0,219.0,138.1014,0.2486,0.1426
199.0,63.5079,324.2052,68.4781,4044.0,199.0,179.0,60.4401,0.3241,0.2446
239.0,36.6742,105.5426,39.3605,5663.0,239.0,219.0,130.8625,0.147,0.2025
159.0,163.7834,311.5064,174.2591,5710.0,179.0,119.0,33.2415,0.0845,0.1055
239.0,47.7624,219.4203,51.2884,925.0,239.0,258.0,384.1575,0.0954,0.0509
80.0,9.0,188.2352,18.8282,5718.0,219.0,179.0,61.0737,0.033,0.0545
179.0,82.6075,124.4639,83.4341,4836.0,179.0,99.0,36.3456,0.1916,0.1621
99.0,69.9232,195.075,92.8574,1407.0,99.0,80.0,579.6447,0.2327,0.0892
219.0,67.1193,57.5348,56.626,2681.0,219.0,140.0,80.6226,0.9595,0.556
219.0,25.8699,71.528,20.0998,3177.0,219.0,20.0,97.8621,0.1026,0.2646
338.0,92.057,105.5047,80.3275,4028.0,338.0,219.0,236.753,0.2866,0.1081
139.0,102.8944,432.2962,104.3384,560.0,139.0,80.0,82.662,0.1138,0.0628
159.0,15.0083,98.5013,21.4767,5952.0,159.0,199.0,94.1913,0.1711,0.1471
219.0,58.2151,222.0023,83.0376,2416.0,219.0,219.0,70.5762,0.7267,-0.3943
139.0,94.1116,210.5718,94.4312,6227.0,139.0,219.0,895.9464,0.3176,0.0811
398.0,92.0122,170.0118,25.1645,10394.0,132.6667,179.0,129.2594,0.1717,0.1487
179.0,69.4208,128.4883,55.0,3453.0,89.5,119.0,130.384,0.5288,0.2188
139.0,75.1881,239.0758,80.9938,5845.0,139.0,139.0,0.0,0.209,0.0085
219.0,39.424,89.3588,44.6878,3226.0,100.0,259.0,17.0,0.0736,-0.1939
119.0,57.5782,568.156,57.9741,7205.0,119.0,139.0,493.6902,0.5446,0.1831
199.0,44.1418,148.054,45.0472,972.0,199.0,179.0,95.1315,0.0989,0.2094
258.0,254.0871,173.6102,236.952,4471.0,179.0,139.0,396.4089,0.1602,0.1602
199.0,11.6297,26.6552,19.2094,3307.0,199.0,80.0,539.3042,0.4355,-0.07
139.0,88.2043,229.2477,84.9264,8841.0,139.0,139.0,248.7609,0.0708,0.0208
120.0,47.6917,69.5701,64.0176,3093.0,120.0,399.0,378.1336,1.9801,0.5371
159.0,9.3408,447.3176,25.8118,2809.0,159.0,279.0,94.541,1.9287,1.2332
378.0,151.5206,347.1041,149.5535,2504.0,20.0,199.0,291.2902,0.2085,0.175
119.0,15.5242,99.193,21.2426,9897.0,99.0,199.0,123.3288,0.1205,0.0415
199.0,27.1662,134.6124,62.2013,2308.0,199.0,259.0,41.0,1.8132,1.8132
179.0,90.2358,202.4846,90.068,3670.0,179.0,219.0,0.0,0.389,0.3805
119.0,77.6209,466.623,73.2206,7456.0,119.0,139.0,213.0258,0.1602,0.1602
99.0,47.0425,244.9908,64.7341,7768.0,99.0,119.0,57.1402,0.3861,0.0721
199.0,210.2076,119.5199,72.3205,2585.0,159.5,219.0,777.0302,0.6525,1.525
179.0,29.4279,194.2453,16.5605,485.0,179.0,219.0,473.676,0.1383,0.0328
139.0,73.2683,188.7147,72.2928,8665.0,139.0,139.0,609.4498,0.1568,0.0413
199.0,68.9094,72.7805,83.5374,9864.0,199.0,99.0,245.204,0.348,0.1625
199.0,52.0433,128.1327,50.7568,4619.0,199.0,139.0,113.9517,0.2312,0.2312
119.0,64.3448,236.5005,48.9311,6322.0,119.0,199.0,0.0,0.1845,0.1095
139.0,68.9384,158.0008,48.0026,4808.0,259.0,219.0,842.0594,0.3161,0.3161
438.0,48.0,147.2659,118.3427,4202.0,146.0,199.0,312.0016,0.0755,0.1015
80.0,111.2036,119.501,107.5174,1537.0,80.0,139.0,681.1989,0.3311,0.1861
119.0,62.0504,218.5006,61.5995,423.0,119.0,159.0,0.0,0.0868,0.0868
239.0,73.6699,192.0059,39.1312,8240.0,129.0,99.0,85.3288,0.3344,0.3204
199.0,114.0395,175.309,114.5044,7809.0,199.0,298.0,542.1965,-0.0044,0.0246
219.0,46.2088,155.1362,53.5397,5665.0,219.0,199.0,136.9379,0.1315,0.185
139.0,68.4288,66.7308,68.9638,1355.0,179.0,99.0,144.0139,0.2482,0.1567
298.0,52.1536,339.4971,58.1055,4342.0,298.0,139.0,194.4351,0.153,0.089
80.0,63.5059,72.6722,40.4969,6941.0,99.0,99.0,109.5536,0.1058,0.2208
179.0,111.4271,433.9484,105.5462,6194.0,179.0,139.0,0.0,0.1946,-0.0449
219.0,51.5461,144.6695,56.0022,4582.0,80.0,179.0,115.0043,0.2337,0.0437
318.0,2.5,25.0799,29.0,3350.0,318.0,80.0,431.3931,-0.1885,0.068
437.0,58.9173,289.5155,46.0435,5249.0,278.0,179.0,554.0442,0.0983,0.0883
80.0,72.3896,87.3742,84.0387,1867.0,80.0,80.0,22.1359,0.3453,0.4189
139.0,94.3835,370.5955,80.4767,8909.0,139.0,139.0,108.5035,0.0957,0.1047
179.0,9.1924,73.5153,1.5,4411.0,259.0,179.0,971.2183,0.2142,0.2037
418.0,76.0345,280.5303,24.8395,7162.0,139.3333,238.0,113.9517,0.0886,0.0901
179.0,52.5095,86.7943,59.6825,634.0,179.0,179.0,97.7446,0.1391,0.1611
199.0,77.5258,200.8893,80.6923,10204.0,199.0,99.0,173.0116,0.3012,0.1997
119.0,43.7321,173.1509,69.3776,3493.0,119.0,80.0,878.4697,0.2633,0.3998
179.0,41.0366,204.0098,47.2784,5018.0,89.5,99.0,94.3398,0.3651,0.0751
198.0,75.9605,151.7383,39.9406,1198.0,99.0,139.0,131.0038,0.1803,0.0908
159.0,77.7817,179.0112,90.8983,5191.0,159.0,179.0,263.2869,0.1008,0.0013
160.0,4.0311,550.8341,110.5045,6391.0,80.0,258.0,210.238,0.1765,0.1335
199.0,77.7512,127.4402,86.9741,2139.0,199.0,20.0,49.0918,2.3504,0.5789
298.0,33.989,100.7435,186.1887,5868.0,189.0,239.0,47.5395,0.0775,0.094
139.0,45.1248,100.3195,41.8001,5815.0,139.0,99.0,595.1344,0.153,0.0625
259.0,43.9318,198.7285,16.1941,3075.0,259.0,259.0,86.6083,0.1626,-0.2199
258.0,111.5045,353.6909,71.6955,9819.0,129.0,159.0,0.0,0.128,0.0465
159.0,115.0174,490.7178,118.2381,9207.0,159.0,179.0,268.1511,0.2302,0.1107
399.0,64.9942,51.4782,12.9035,3094.0,399.0,319.0,122.262,1.9801,0.5371
179.0,168.2156,272.9194,180.3032,1783.0,89.5,179.0,201.4051,0.2379,0.1023
119.0,7.5166,367.7479,9.3941,9455.0,119.0,119.0,165.0,0.2636,0.1271
179.0,55.0568,91.444,57.918,7011.0,179.0,80.0,397.0013,0.0828,0.0828
99.0,18.6078,55.0114,15.4029,9488.0,99.0,139.0,148.1654,0.1306,0.1446
159.0,24.3977,133.7395,21.0297,1901.0,159.0,179.0,76.922,0.4009,0.2229
338.0,57.7603,213.1789,77.1767,8385.0,338.0,139.0,331.1691,0.2797,0.2237
179.0,37.7525,233.637,63.3246,1835.0,179.0,99.0,55.9017,0.1729,0.1729
179.0,101.0606,151.1861,105.0762,9257.0,179.0,99.0,213.5275,0.2227,0.1447
179.0,60.0021,211.6182,60.3842,9562.0,179.0,139.0,114.6298,0.2236,0.2236
99.0,38.7072,394.0381,44.847,10806.0,99.0,219.0,107.2986,0.082,0.0395
179.0,45.7957,327.5336,40.8718,8559.0,179.0,119.0,102.489,0.3302,0.0947
80.0,61.5406,304.0843,42.6878,3367.0,80.0,80.0,133.8432,0.248,0.545
219.0,65.5915,210.1773,53.5374,4426.0,219.0,179.0,147.3126,0.2337,0.2667
279.0,62.6139,353.5948,72.9178,2595.0,199.0,199.0,132.0,0.319,-1.322
99.0,47.7127,153.1617,24.0052,10197.0,298.0,99.0,583.5975,0.3622,0.1722
397.0,51.1297,132.1968,93.6216,6580.0,132.3333,119.0,159.4553,0.2646,0.2636
198.0,80.5047,157.0796,52.5024,6617.0,99.0,119.0,811.6009,0.1191,0.1161
159.0,28.5175,0.0,12.855,612.0,159.0,318.0,212.0094,0.3303,0.3303
99.0,54.7289,96.7187,58.6728,6591.0,99.0,119.0,250.2039,0.2895,0.0231
99.0,51.7421,165.1552,47.4052,6537.0,99.0,99.0,378.1323,0.211,0.212
219.0,33.0643,167.8288,34.5615,8310.0,219.0,199.0,76.3217,0.1654,0.0894
278.0,109.468,122.3162,104.1981,1676.0,165.6667,159.0,218.2773,0.1986,0.2636
558.0,16.8671,115.434,40.9695,3127.0,558.0,239.0,292.7695,2.0226,-0.2634
678.0,64.6239,0.0,81.1804,2669.0,678.0,0.0,156.4161,2.9875,2.9875
278.0,66.9496,243.837,76.58,4341.0,258.0,159.0,90.0,0.1455,0.089
219.0,2.5495,123.9758,6.5,419.0,219.0,119.0,147.0272,0.7158,0.3083
278.0,40.7707,159.0637,40.7983,4962.0,278.0,239.0,82.3286,0.3916,0.2431
179.0,48.0833,89.0056,39.2747,8237.0,179.0,139.0,37.6962,0.3344,0.2659
239.0,1.5811,156.5799,27.8792,173.0,119.5,159.0,455.1978,0.0345,0.1215
457.0,54.3898,231.0779,59.6259,4806.0,99.0,258.0,94.0479,0.3161,0.2671
139.0,118.1397,57.9008,115.5865,105.0,99.0,139.0,182.1648,0.196,0.236
179.0,84.4038,526.0271,85.5132,4734.0,179.0,219.0,78.0897,0.0246,-0.0629
239.0,56.6414,116.1034,44.3762,7109.0,106.0,179.0,310.0581,0.3761,0.0781
199.0,40.3051,259.6137,39.6611,8399.0,199.0,219.0,323.3481,0.1682,0.1682
258.0,111.9732,270.2041,49.2062,5500.0,129.0,318.0,291.9726,0.133,0.0825
119.0,105.8123,336.322,102.2375,9010.0,119.0,139.0,120.0,0.2982,0.1997
119.0,48.3141,72.5603,49.1757,4543.0,119.0,179.0,0.0,0.2532,0.0457
119.0,109.0562,279.3676,62.8908,549.0,119.0,239.0,314.0398,0.0128,0.1353
219.0,75.5844,87.3284,71.2215,1677.0,219.0,100.0,51.1077,0.1986,0.2636
258.0,109.4646,148.3543,111.1497,4428.0,219.0,139.0,137.4809,0.0487,0.2667
139.0,83.7257,61.4003,79.9078,1432.0,139.0,139.0,91.2195,0.1921,0.1446
239.0,90.3064,80.0078,78.5016,516.0,179.0,139.0,94.0691,0.4488,0.1318
159.0,85.4181,159.8202,93.0175,1698.0,119.0,179.0,105.7592,0.1356,0.1646
259.0,70.7549,483.5838,69.0959,7319.0,219.0,139.0,214.2825,0.4978,0.0713
159.0,42.4264,315.6759,38.2753,6077.0,159.0,139.0,289.4564,0.2081,0.3271
80.0,70.9454,162.7775,63.0734,818.0,80.0,80.0,190.213,0.1296,-0.0269
99.0,61.8971,125.049,67.5666,9287.0,99.0,100.0,211.967,0.2137,0.0892
179.0,77.0,91.2277,83.2721,6096.0,179.0,199.0,34.6554,0.0656,0.0441
219.0,72.94,145.1043,67.5074,2101.0,219.0,99.0,297.6071,0.1649,0.1014
379.0,22.5,100.6591,41.8629,3176.0,379.0,219.0,108.2589,0.2646,0.2646
179.0,140.6565,171.0117,137.9801,8008.0,179.0,179.0,180.025,0.2638,0.0498
379.0,95.2169,0.0,61.0983,2325.0,558.0,180.0,165.7739,4.4917,4.4917
119.0,86.5867,578.2173,141.5433,6799.0,132.3333,219.0,59.4138,0.3379,0.2489
159.0,67.5962,120.0333,45.5027,10795.0,159.0,119.0,355.373,0.145,0.145
199.0,64.765,632.7598,68.0,8723.0,199.0,139.0,163.7834,0.1478,0.0068
99.0,106.5106,577.0366,34.5326,8447.0,129.0,298.0,79.2465,-0.0193,0.0437
139.0,31.197,109.859,72.9126,593.0,139.0,100.0,361.7734,0.1378,0.3323
159.0,2.5,236.1086,6.5192,8540.0,159.0,179.0,234.0085,0.2232,0.1507
258.0,83.3022,251.7628,94.0811,899.0,258.0,338.0,284.176,0.1159,0.0124
119.0,77.8155,96.1067,73.1608,2006.0,119.0,139.0,101.1187,0.2614,0.1859
119.0,130.1586,88.5692,112.4911,10869.0,139.0,179.0,396.7266,0.123,0.0955
518.0,40.3299,251.0841,46.543,2226.0,259.0,379.0,352.9448,2.2779,2.0914
80.0,29.2617,170.4531,29.2104,10144.0,80.0,99.0,92.957,0.3397,0.1872
179.0,37.7127,756.0572,33.5932,5668.0,179.0,119.0,109.0183,0.106,0.1315
80.0,40.7001,462.4722,31.1207,3676.0,80.0,119.0,281.0,0.2135,0.1895
179.0,35.4401,167.9472,33.9485,6086.0,179.0,199.0,137.0036,0.2126,0.1651
259.0,39.5601,283.5353,62.5,2919.0,259.0,239.0,79.1202,0.6412,0.8442
437.0,25.5196,135.724,74.6408,7780.0,218.5,80.0,246.4163,0.0326,0.1411
258.0,91.9239,142.0,88.0128,5834.0,258.0,139.0,381.2742,0.0975,0.237
239.0,56.2694,200.6795,39.6548,2722.0,239.0,20.0,57.3062,0.298,0.3655
238.0,118.5169,102.7035,114.5535,6098.0,238.0,99.0,99.0051,0.1126,0.0341
219.0,92.5864,208.5863,97.0052,6379.0,219.0,159.0,6.7082,0.663,0.023
80.0,80.8223,522.6502,100.9715,6947.0,99.0,139.0,931.9426,0.2873,0.1058
139.0,92.2198,196.8712,89.3588,5427.0,139.0,80.0,18.9737,0.6357,0.1467
99.0,89.1403,317.6212,100.5012,3763.0,99.0,80.0,0.0,0.4858,0.2028
219.0,64.5,155.046,76.6551,6409.0,219.0,139.0,62.2896,0.199,0.0355
199.0,55.0681,72.1405,63.4232,5702.0,199.0,139.0,134.6477,0.1325,0.1245
179.0,121.7415,94.5331,130.0087,2971.0,179.0,120.0,38.6005,0.2931,1.1076
179.0,44.8386,324.2873,47.5421,765.0,179.0,219.0,82.0975,0.1296,0.0776
179.0,87.7568,389.3922,87.1321,9270.0,80.0,99.0,276.0888,0.1792,0.1217
258.0,91.8286,78.3661,82.5848,984.0,338.0,139.0,552.8408,0.1174,0.0084
80.0,27.1017,70.8467,47.5079,9443.0,80.0,139.0,0.0,0.1456,0.0751
319.0,115.807,121.7313,35.3553,8256.0,159.5,159.0,699.3461,0.4109,0.4109
279.0,25.5783,70.8978,41.4035,3156.0,279.0,120.0,100.7224,2.3196,1.6111
258.0,31.6741,179.5341,41.0122,1844.0,129.0,139.0,361.0125,0.0723,0.1213
139.0,54.3783,3.6056,57.0898,7331.0,139.0,99.0,96.2549,0.2008,0.2543
299.0,135.0009,725.6793,25.2982,9086.0,99.6667,80.0,107.2007,0.4067,0.1492
119.0,53.782,216.3059,57.5587,6357.0,298.0,139.0,74.8131,0.162,0.253
99.0,136.5586,212.0312,124.3262,8922.0,99.0,99.0,806.9919,0.1837,-0.0003
179.0,69.2694,138.0906,89.7733,7858.0,179.0,139.0,136.18,0.2213,0.0843
179.0,22.4722,117.618,32.9848,7173.0,179.0,219.0,591.1024,0.3306,0.0781
219.0,28.6356,381.5659,27.5363,723.0,219.0,159.0,93.984,0.0271,-0.0154
119.0,33.6043,121.1652,42.7142,8375.0,119.0,119.0,0.0,0.0842,-0.0273
199.0,95.1853,550.2556,83.3262,10449.0,80.0,99.0,86.5332,0.2282,0.2427
99.0,42.1723,726.654,45.2769,4177.0,99.0,99.0,80.1561,0.2085,0.108
259.0,9.3941,73.4456,10.7355,188.0,139.0,258.0,141.1737,0.225,0.002
159.0,54.2333,178.6708,50.9166,959.0,159.0,139.0,0.0,0.1309,0.0904
298.0,137.052,211.5095,97.6281,1065.0,149.0,239.0,388.0322,0.1034,0.1024
259.0,47.5237,182.3904,86.419,2778.0,259.0,279.0,99.2472,-0.0108,-0.2753
139.0,87.2726,257.7023,94.2258,7214.0,139.0,80.0,146.8128,0.0951,0.1116
119.0,89.8053,170.7469,89.0898,3265.0,119.0,139.0,149.4122,0.2765,0.2735
279.0,67.862,173.572,98.7244,3235.0,279.0,219.0,193.0414,1.4261,0.0771
159.0,69.3542,264.0928,62.3258,3788.0,159.0,119.0,112.272,0.2908,0.2923
80.0,26.4622,325.9149,27.3907,7900.0,80.0,239.0,91.5915,0.3273,0.3218
159.0,104.8296,467.285,104.7294,9461.0,159.0,298.0,413.2723,0.2636,0.1261
99.0,56.7539,316.1914,47.5395,1930.0,99.0,139.0,43.0116,0.2339,0.0644
159.0,32.5,179.0175,62.5859,7674.0,219.0,99.0,83.2947,0.2906,0.1721
139.0,70.2157,817.2033,86.1757,8597.0,139.0,139.0,267.0169,0.2002,0.0132
139.0,74.6073,566.62,47.4605,10154.0,139.0,80.0,298.0,0.1847,0.0657
99.0,76.5506,142.0088,81.7435,1687.0,139.0,80.0,173.7613,0.1696,0.0766
258.0,115.0695,102.6365,101.6772,9939.0,258.0,100.0,608.8366,0.325,0.1935
258.0,33.1851,237.4279,51.6382,7819.0,258.0,139.0,348.2083,0.0781,0.1181
357.0,102.1567,91.1071,121.1827,10526.0,119.0,99.0,57.9396,-0.0083,-0.0343
159.0,12.0934,590.5294,2.2361,1968.0,159.0,99.0,474.6114,0.0769,0.0629
259.0,7.1589,382.5735,13.4629,183.0,298.0,258.0,410.5423,0.149,0.0265
139.0,67.3647,233.0193,64.6568,8701.0,139.0,139.0,243.0082,0.1448,0.1533
139.0,28.3064,159.38,25.5,741.0,80.0,239.0,131.746,0.1391,0.0626
99.0,73.2888,329.5743,70.1231,7775.0,99.0,119.0,0.0,0.1411,0.0441
518.0,191.4954,186.6936,195.8992,2511.0,152.6667,279.0,796.1231,0.748,0.3575
119.0,51.3079,129.3136,47.5395,1681.0,119.0,258.0,101.3903,0.0766,0.1986
80.0,28.6094,221.5141,29.0043,8182.0,80.0,139.0,57.0088,0.5094,0.2689
80.0,58.9428,131.2345,65.0308,6629.0,99.0,119.0,123.8225,0.2091,-0.0019
478.0,34.9464,76.6045,44.2832,2222.0,478.0,239.0,73.4302,1.8859,2.2479
80.0,95.9401,213.3928,93.5053,1732.0,80.0,99.0,109.3298,0.2544,0.0858
239.0,51.8652,411.2922,47.8566,8234.0,239.0,99.0,172.4906,0.3344,0.1224
119.0,20.4022,155.7731,50.3587,654.0,338.0,219.0,113.0177,0.0971,0.0651
139.0,192.0378,133.8889,182.3904,6887.0,139.0,99.0,140.4635,0.4069,-0.0551
159.0,90.7331,304.8942,70.1445,3966.0,159.0,199.0,211.5467,0.7386,0.3086
119.0,109.6643,300.5204,116.0097,69.0,119.0,139.0,368.4698,0.1305,0.203
179.0,97.0052,624.1036,92.4905,849.0,179.0,358.0,137.0584,0.1951,0.1441
139.0,77.8091,240.9502,71.395,1370.0,139.0,139.0,0.0,0.0467,0.0187
139.0,75.8238,587.5734,72.9538,7525.0,139.0,119.0,125.7657,0.3627,0.0672
