eyemove/table9.P2stFixation,eyemove/table9.lastSaccLen,eyemove/table9.regressDur,eyemove/table9.regressLen,eyemove/table9.wordNo,prevFixDur
0,272.3279,0.0,0.0,3.0,398.0
1,342.2353,3984.0,14824.0,3.0,219.0
1,177.4965,0.0,0.0,5.0,99.0
0,208.5402,0.0,0.0,1.0,159.0
0,140.0,0.0,0.0,3.0,179.0
0,252.5836,0.0,0.0,1.0,0.0
0,113.1923,0.0,0.0,2.0,219.0
0,145.994,0.0,0.0,1.0,199.0
1,231.7159,0.0,0.0,5.0,199.0
0,161.9452,0.0,0.0,3.0,159.0
0,430.308,0.0,0.0,6.0,80.0
0,227.5791,0.0,0.0,1.0,159.0
1,279.0112,0.0,0.0,5.0,179.0
0,176.2839,0.0,0.0,1.0,258.0
1,515.2439,0.0,3776.0,1.0,298.0
0,239.1025,0.0,0.0,2.0,199.0
0,316.0775,0.0,0.0,2.0,139.0
1,126.0724,219.0,0.0,1.0,139.0
1,183.2,0.0,318.0,1.0,159.0
0,179.8506,0.0,0.0,3.0,139.0
0,321.5004,0.0,0.0,4.0,298.0
1,403.7118,0.0,357.0,2.0,258.0
0,137.5354,0.0,0.0,2.0,278.0
0,111.0281,756.0,0.0,1.0,159.0
0,645.9729,0.0,0.0,5.0,20.0
1,104.0637,0.0,0.0,1.0,258.0
0,342.5949,0.0,0.0,1.0,139.0
0,130.852,0.0,655.0,1.0,80.0
1,223.6096,695.0,0.0,2.0,179.0
1,807.5683,596.0,2905.0,7.0,119.0
0,150.1707,0.0,0.0,3.0,0.0
1,213.6428,139.0,0.0,4.0,99.0
0,125.9246,0.0,0.0,1.0,99.0
0,122.7609,0.0,0.0,1.0,179.0
0,67.7422,139.0,397.0,2.0,298.0
1,697.0088,0.0,0.0,7.0,99.0
0,167.9658,0.0,0.0,1.0,139.0
0,294.5819,0.0,298.0,4.0,219.0
1,98.0816,418.0,0.0,1.0,1036.0
0,130.0961,0.0,0.0,4.0,199.0
0,115.9062,259.0,318.0,2.0,159.0
1,107.0806,537.0,0.0,2.0,139.0
0,210.0012,0.0,0.0,1.0,80.0
0,207.0151,0.0,0.0,1.0,0.0
1,105.3767,0.0,837.0,2.0,20.0
0,335.226,477.0,0.0,5.0,219.0
1,104.9976,0.0,0.0,2.0,80.0
0,751.6465,0.0,776.0,6.0,179.0
0,503.2974,0.0,0.0,7.0,99.0
1,130.5613,0.0,1411.0,2.0,258.0
1,0.0,836.0,1155.0,2.0,20.0
0,26.4764,0.0,238.0,1.0,219.0
0,53.0495,0.0,0.0,1.0,219.0
0,712.2837,0.0,0.0,9.0,159.0
0,80.604,0.0,0.0,2.0,219.0
0,218.8293,0.0,0.0,3.0,100.0
1,194.1604,538.0,1076.0,2.0,438.0
0,49.4495,0.0,0.0,1.0,119.0
0,72.0347,0.0,0.0,1.0,139.0
0,124.291,278.0,218.0,6.0,179.0
0,119.1774,0.0,0.0,3.0,99.0
0,80.2808,0.0,0.0,1.0,139.0
1,57.3847,199.0,0.0,1.0,139.0
0,252.9002,0.0,0.0,2.0,100.0
0,873.9637,0.0,0.0,4.0,139.0
1,170.2072,1188.0,199.0,3.0,179.0
0,90.0056,119.0,0.0,4.0,179.0
0,125.4402,1116.0,1912.0,4.0,199.0
0,239.4598,438.0,457.0,3.0,179.0
0,432.0706,0.0,0.0,6.0,0.0
0,130.5527,0.0,0.0,1.0,279.0
0,248.5005,0.0,0.0,1.0,0.0
0,238.4722,99.0,0.0,4.0,179.0
0,49.5429,0.0,139.0,2.0,139.0
0,228.1074,0.0,0.0,1.0,119.0
0,100.0612,0.0,995.0,3.0,99.0
0,106.5,0.0,139.0,7.0,100.0
1,139.4211,0.0,0.0,2.0,179.0
0,468.0021,0.0,0.0,2.0,80.0
0,744.0276,0.0,0.0,6.0,99.0
1,241.042,596.0,576.0,2.0,199.0
0,74.8415,438.0,0.0,1.0,139.0
0,81.5,0.0,0.0,1.0,80.0
0,110.4095,994.0,0.0,2.0,80.0
0,359.2944,2680.0,0.0,2.0,199.0
0,99.8624,0.0,0.0,4.0,80.0
0,149.1208,0.0,0.0,5.0,139.0
0,147.5737,0.0,0.0,1.0,199.0
1,429.4147,0.0,0.0,4.0,219.0
1,56.573,199.0,0.0,2.0,179.0
0,148.0135,0.0,0.0,3.0,99.0
1,262.0558,0.0,0.0,3.0,179.0
1,621.8637,0.0,0.0,7.0,139.0
1,235.6194,0.0,0.0,1.0,239.0
1,390.6549,0.0,3480.0,1.0,258.0
0,79.0,0.0,139.0,2.0,199.0
0,394.7851,0.0,0.0,1.0,239.0
0,262.7936,0.0,0.0,2.0,0.0
0,248.582,0.0,0.0,5.0,199.0
1,194.5829,596.0,576.0,2.0,199.0
0,129.4025,0.0,0.0,4.0,139.0
0,95.7209,0.0,0.0,4.0,20.0
0,413.7904,139.0,0.0,1.0,80.0
0,110.0284,238.0,0.0,1.0,179.0
1,111.0101,0.0,2351.0,2.0,179.0
0,321.0876,159.0,616.0,7.0,219.0
1,88.4096,0.0,0.0,3.0,179.0
0,196.5204,0.0,0.0,2.0,119.0
0,125.03,0.0,0.0,2.0,199.0
0,83.9434,0.0,0.0,1.0,100.0
0,458.6897,0.0,0.0,5.0,119.0
0,264.5043,0.0,0.0,3.0,179.0
0,899.2031,159.0,0.0,9.0,99.0
0,211.0148,0.0,0.0,1.0,119.0
1,277.8282,1947.0,1708.0,1.0,338.0
1,132.0606,0.0,3480.0,1.0,258.0
0,229.0775,557.0,0.0,3.0,159.0
1,45.8394,754.0,0.0,1.0,139.0
0,210.2617,0.0,0.0,1.0,99.0
0,61.5183,0.0,0.0,1.0,80.0
0,110.3381,0.0,1393.0,3.0,219.0
0,600.4759,0.0,0.0,6.0,80.0
1,446.1491,0.0,7889.0,5.0,258.0
1,278.0112,119.0,298.0,2.0,179.0
0,116.9241,0.0,2650.0,8.0,219.0
0,725.0498,239.0,477.0,2.0,139.0
0,1145.7724,0.0,0.0,2.0,199.0
1,119.7633,199.0,0.0,3.0,558.0
1,67.6018,0.0,219.0,2.0,0.0
0,666.9754,0.0,0.0,4.0,99.0
0,192.814,99.0,0.0,1.0,99.0
0,522.0931,0.0,0.0,8.0,258.0
0,87.5557,0.0,0.0,1.0,99.0
1,57.0548,0.0,0.0,2.0,219.0
0,144.0312,655.0,0.0,6.0,159.0
1,724.0451,0.0,0.0,5.0,258.0
0,194.1449,0.0,0.0,3.0,139.0
0,157.7157,0.0,0.0,2.0,99.0
0,155.0395,0.0,0.0,2.0,80.0
0,106.6314,478.0,0.0,2.0,120.0
0,584.2929,0.0,0.0,3.0,179.0
1,199.0226,0.0,556.0,3.0,199.0
1,256.9012,119.0,0.0,4.0,179.0
0,209.4684,0.0,0.0,2.0,99.0
0,176.7831,0.0,0.0,1.0,258.0
1,274.5551,238.0,1053.0,7.0,298.0
1,55.7315,1651.0,219.0,1.0,199.0
1,1591.8029,358.0,796.0,6.0,159.0
0,22.102,179.0,278.0,2.0,0.0
1,173.598,0.0,0.0,2.0,417.0
0,940.6488,0.0,0.0,9.0,159.0
0,241.1001,0.0,0.0,1.0,80.0
1,29.9207,240.0,358.0,4.0,100.0
1,136.0533,836.0,1155.0,2.0,20.0
0,585.7184,0.0,0.0,1.0,139.0
1,60.6486,0.0,0.0,2.0,99.0
0,142.9633,0.0,0.0,3.0,139.0
0,56.6789,140.0,20.0,4.0,20.0
0,311.6769,0.0,0.0,1.0,179.0
1,26.5047,0.0,278.0,1.0,99.0
1,307.2751,378.0,4533.0,4.0,258.0
1,183.1427,0.0,0.0,3.0,139.0
0,139.5726,160.0,0.0,1.0,179.0
0,585.5361,219.0,478.0,5.0,139.0
0,89.5014,0.0,0.0,2.0,179.0
0,159.0574,0.0,0.0,4.0,258.0
0,131.0,0.0,0.0,1.0,358.0
1,576.5312,0.0,0.0,1.0,139.0
0,516.8861,219.0,0.0,5.0,199.0
0,125.7716,0.0,0.0,2.0,219.0
0,150.5033,0.0,119.0,4.0,80.0
0,68.1707,0.0,0.0,1.0,0.0
0,168.2974,0.0,0.0,1.0,139.0
0,97.1815,219.0,338.0,2.0,139.0
0,110.2905,219.0,0.0,1.0,99.0
1,208.8373,0.0,0.0,1.0,179.0
0,136.1112,0.0,0.0,1.0,139.0
0,85.6052,815.0,874.0,1.0,0.0
0,97.8698,0.0,0.0,1.0,80.0
1,146.0214,0.0,0.0,2.0,139.0
0,459.0103,0.0,0.0,5.0,179.0
1,0.0,0.0,0.0,3.0,139.0
0,126.4951,0.0,0.0,1.0,159.0
1,238.3548,1690.0,795.0,3.0,239.0
1,229.9418,418.0,0.0,4.0,139.0
1,285.9204,318.0,0.0,4.0,119.0
0,227.6587,219.0,0.0,2.0,199.0
0,136.2066,0.0,258.0,6.0,179.0
0,93.6082,0.0,0.0,3.0,159.0
1,506.2964,0.0,0.0,6.0,99.0
0,344.8279,0.0,0.0,3.0,0.0
0,101.1002,239.0,0.0,2.0,438.0
1,151.7934,318.0,895.0,5.0,298.0
0,56.5354,0.0,0.0,6.0,179.0
0,36.5034,0.0,139.0,2.0,159.0
1,0.0,0.0,0.0,1.0,298.0
0,200.3304,0.0,0.0,1.0,99.0
0,90.1124,0.0,278.0,2.0,219.0
1,69.0887,0.0,0.0,6.0,219.0
0,311.0904,0.0,0.0,1.0,179.0
0,135.559,0.0,0.0,1.0,0.0
0,234.0192,179.0,0.0,1.0,99.0
0,192.6662,597.0,0.0,5.0,219.0
0,122.549,697.0,577.0,2.0,219.0
1,65.0,0.0,1212.0,1.0,159.0
0,239.6336,0.0,0.0,3.0,80.0
1,184.3285,0.0,0.0,4.0,199.0
0,141.5009,0.0,0.0,7.0,179.0
1,255.5117,238.0,2342.0,3.0,99.0
0,127.5353,0.0,0.0,3.0,139.0
1,290.0431,238.0,0.0,1.0,219.0
0,519.0323,0.0,0.0,2.0,99.0
1,187.5167,1074.0,0.0,1.0,159.0
1,179.9472,159.0,0.0,1.0,199.0
1,124.5733,0.0,0.0,1.0,0.0
0,192.5234,358.0,0.0,2.0,80.0
1,182.3417,139.0,0.0,2.0,99.0
0,273.9863,0.0,0.0,3.0,119.0
0,140.9699,259.0,0.0,1.0,139.0
0,90.6091,100.0,399.0,2.0,80.0
0,1454.5416,278.0,0.0,5.0,99.0
0,208.4017,0.0,0.0,2.0,318.0
1,165.0916,0.0,337.0,1.0,139.0
0,463.2043,0.0,0.0,4.0,199.0
1,150.0208,0.0,0.0,1.0,139.0
0,528.9357,0.0,0.0,5.0,119.0
0,260.5581,0.0,0.0,2.0,258.0
0,144.3892,0.0,0.0,3.0,219.0
1,79.5692,0.0,0.0,5.0,80.0
0,221.9668,258.0,1292.0,4.0,99.0
1,271.8607,0.0,0.0,5.0,119.0
0,119.2665,0.0,0.0,1.0,120.0
1,579.4588,0.0,2346.0,6.0,159.0
0,308.6313,358.0,199.0,3.0,99.0
1,159.6598,1112.0,0.0,1.0,99.0
0,472.5095,139.0,0.0,1.0,139.0
0,85.3756,0.0,139.0,5.0,99.0
0,738.8762,0.0,0.0,8.0,238.0
0,77.4355,438.0,0.0,4.0,179.0
1,373.1729,119.0,0.0,4.0,159.0
0,358.8109,0.0,0.0,3.0,239.0
1,236.9346,298.0,0.0,1.0,0.0
0,246.4878,0.0,0.0,2.0,139.0
1,84.3579,0.0,0.0,4.0,199.0
0,190.6948,0.0,0.0,2.0,119.0
1,0.0,0.0,1095.0,1.0,159.0
1,151.1101,0.0,0.0,1.0,139.0
0,406.0015,0.0,0.0,1.0,139.0
0,351.8096,0.0,0.0,4.0,219.0
0,90.6035,2132.0,537.0,2.0,99.0
0,345.3259,0.0,0.0,5.0,139.0
0,731.8021,0.0,0.0,6.0,139.0
0,0.0,0.0,0.0,1.0,80.0
1,109.6141,99.0,0.0,2.0,80.0
0,105.0536,278.0,0.0,2.0,139.0
0,234.8154,0.0,0.0,3.0,159.0
0,514.7487,0.0,1316.0,5.0,159.0
0,223.1423,0.0,0.0,4.0,179.0
1,468.3855,0.0,0.0,2.0,80.0
0,106.2568,0.0,0.0,2.0,258.0
0,234.0192,0.0,0.0,1.0,99.0
0,1227.8477,0.0,0.0,1.0,179.0
0,0.0,0.0,0.0,1.0,139.0
0,133.2151,0.0,0.0,3.0,219.0
1,137.5009,379.0,0.0,1.0,359.0
0,539.0659,0.0,0.0,1.0,80.0
0,82.1416,0.0,1671.0,2.0,0.0
1,245.002,1032.0,5487.0,4.0,239.0
0,220.096,0.0,0.0,2.0,139.0
0,521.8537,0.0,0.0,5.0,199.0
0,800.5226,537.0,0.0,6.0,179.0
0,210.9431,0.0,0.0,1.0,179.0
0,100.5,0.0,0.0,2.0,199.0
0,476.5231,0.0,0.0,6.0,80.0
1,233.5048,179.0,1391.0,1.0,258.0
1,574.6723,0.0,299.0,1.0,139.0
0,78.5016,0.0,179.0,5.0,179.0
1,145.1499,0.0,0.0,2.0,239.0
0,120.8387,716.0,3020.0,1.0,338.0
0,81.0941,0.0,179.0,4.0,159.0
1,209.1997,0.0,0.0,3.0,159.0
0,41.3401,0.0,0.0,3.0,199.0
0,115.5097,0.0,0.0,3.0,139.0
0,396.2783,0.0,258.0,4.0,159.0
0,221.5812,0.0,0.0,2.0,219.0
0,477.4018,0.0,0.0,3.0,0.0
0,183.0874,0.0,0.0,1.0,99.0
0,167.7155,0.0,0.0,4.0,219.0
1,79.5016,159.0,1372.0,3.0,219.0
0,160.3753,99.0,179.0,3.0,139.0
0,138.9541,0.0,0.0,1.0,99.0
0,155.2417,0.0,80.0,2.0,99.0
0,98.4594,199.0,0.0,1.0,139.0
1,154.9653,0.0,0.0,1.0,159.0
0,153.6953,0.0,4713.0,1.0,99.0
0,212.2569,0.0,0.0,2.0,318.0
0,64.158,0.0,0.0,2.0,139.0
1,76.5278,715.0,596.0,2.0,437.0
0,68.4124,0.0,0.0,3.0,179.0
0,167.6343,0.0,0.0,3.0,179.0
0,293.5209,0.0,0.0,4.0,219.0
1,338.634,4861.0,11655.0,2.0,199.0
0,423.8331,139.0,0.0,6.0,179.0
1,191.2806,0.0,457.0,4.0,159.0
0,129.0242,0.0,0.0,1.0,219.0
0,478.6047,0.0,0.0,5.0,100.0
0,129.5936,0.0,557.0,1.0,100.0
0,531.0202,0.0,0.0,1.0,119.0
0,808.5303,0.0,8528.0,8.0,99.0
0,135.7765,0.0,0.0,6.0,199.0
0,61.1249,0.0,0.0,1.0,219.0
0,80.7233,0.0,0.0,1.0,80.0
0,93.4692,119.0,0.0,1.0,119.0
1,71.7252,2860.0,854.0,3.0,119.0
0,290.5155,0.0,80.0,2.0,99.0
0,71.9253,2051.0,2152.0,3.0,140.0
0,110.0,0.0,0.0,3.0,99.0
1,502.4326,0.0,179.0,5.0,179.0
0,158.2024,0.0,0.0,1.0,179.0
0,108.4078,0.0,80.0,2.0,159.0
0,192.0527,0.0,0.0,3.0,139.0
0,71.0721,0.0,0.0,2.0,0.0
0,89.6939,0.0,0.0,2.0,99.0
0,273.27,0.0,0.0,1.0,139.0
0,200.3378,577.0,4473.0,1.0,100.0
1,81.2604,1654.0,896.0,5.0,219.0
1,246.2722,0.0,697.0,1.0,219.0
0,248.6765,0.0,0.0,3.0,99.0
1,575.3438,0.0,0.0,4.0,199.0
1,87.0919,1494.0,4592.0,1.0,99.0
1,174.4484,0.0,1389.0,1.0,80.0
1,256.8292,0.0,0.0,1.0,80.0
1,69.8355,0.0,0.0,2.0,0.0
0,347.013,0.0,0.0,1.0,238.0
0,183.4734,0.0,0.0,2.0,100.0
1,136.0588,1550.0,2583.0,2.0,99.0
1,220.5499,317.0,1632.0,7.0,139.0
0,152.4508,0.0,0.0,2.0,159.0
0,139.9035,398.0,1492.0,2.0,179.0
0,130.4003,0.0,0.0,2.0,0.0
1,164.56,99.0,437.0,3.0,119.0
1,142.6482,0.0,0.0,1.0,159.0
0,67.0914,0.0,0.0,3.0,259.0
0,119.3786,358.0,0.0,2.0,119.0
1,37.1652,0.0,0.0,1.0,219.0
1,208.9791,40.0,0.0,2.0,0.0
0,374.4389,0.0,0.0,1.0,119.0
0,88.7384,0.0,139.0,5.0,199.0
0,237.4279,0.0,1412.0,7.0,80.0
0,74.049,0.0,0.0,1.0,99.0
0,252.5124,0.0,0.0,1.0,179.0
0,126.0724,0.0,0.0,7.0,119.0
1,363.8259,3561.0,0.0,4.0,119.0
0,249.2569,0.0,0.0,1.0,0.0
0,127.501,0.0,0.0,1.0,139.0
1,5.0249,0.0,0.0,2.0,139.0
0,154.5979,0.0,238.0,3.0,80.0
1,470.802,179.0,3658.0,6.0,139.0
0,116.5043,0.0,0.0,3.0,179.0
1,303.4967,398.0,1234.0,4.0,20.0
1,589.1657,4931.0,11988.0,2.0,179.0
1,394.3796,0.0,0.0,3.0,0.0
1,118.5169,99.0,0.0,1.0,179.0
0,176.0178,239.0,398.0,2.0,99.0
0,105.7568,0.0,0.0,1.0,219.0
0,120.7487,0.0,0.0,2.0,159.0
1,44.3086,0.0,0.0,1.0,239.0
0,133.0883,0.0,0.0,4.0,219.0
0,80.4767,377.0,1570.0,2.0,139.0
0,307.0916,536.0,0.0,4.0,199.0
0,73.7462,0.0,0.0,1.0,179.0
1,460.2969,0.0,577.0,1.0,159.0
0,278.2813,0.0,0.0,4.0,199.0
1,171.1432,0.0,0.0,5.0,179.0
1,280.6443,0.0,0.0,1.0,0.0
0,158.0198,0.0,0.0,2.0,258.0
1,65.622,1194.0,12433.0,4.0,239.0
0,97.2522,0.0,0.0,8.0,259.0
0,124.6154,0.0,0.0,3.0,119.0
1,89.0056,438.0,6261.0,1.0,238.0
0,255.5905,0.0,0.0,3.0,99.0
1,102.7533,0.0,0.0,1.0,139.0
0,487.0547,0.0,0.0,6.0,238.0
0,718.9885,0.0,0.0,7.0,100.0
1,68.6913,0.0,3480.0,1.0,258.0
0,108.2243,0.0,0.0,3.0,219.0
0,59.0,139.0,0.0,1.0,119.0
0,132.0038,99.0,0.0,5.0,139.0
0,184.3909,0.0,0.0,1.0,139.0
0,163.7758,0.0,0.0,1.0,139.0
0,111.5437,119.0,0.0,6.0,139.0
1,135.4289,219.0,377.0,2.0,298.0
1,67.5019,796.0,0.0,1.0,318.0
0,122.001,0.0,0.0,5.0,159.0
0,162.6968,0.0,0.0,2.0,199.0
1,163.2728,0.0,0.0,3.0,0.0
1,202.021,0.0,0.0,5.0,119.0
1,72.4655,279.0,0.0,2.0,219.0
0,134.1827,0.0,0.0,3.0,139.0
0,98.2344,0.0,0.0,3.0,119.0
0,133.1362,0.0,0.0,2.0,159.0
0,262.9815,0.0,0.0,5.0,99.0
0,128.4338,0.0,0.0,1.0,0.0
1,103.0776,0.0,596.0,1.0,100.0
1,184.359,379.0,0.0,5.0,199.0
1,560.9503,1054.0,0.0,6.0,119.0
0,103.8809,796.0,0.0,1.0,139.0
1,65.9242,0.0,0.0,3.0,99.0
0,227.5659,0.0,119.0,2.0,0.0
0,347.5245,0.0,0.0,1.0,199.0
1,195.4002,99.0,0.0,2.0,139.0
1,72.6722,1631.0,4075.0,1.0,119.0
1,78.2768,0.0,3540.0,1.0,278.0
1,87.5857,478.0,0.0,5.0,179.0
1,88.5127,0.0,697.0,1.0,219.0
0,153.5814,0.0,0.0,4.0,119.0
0,354.9704,139.0,0.0,4.0,99.0
1,196.5057,199.0,0.0,6.0,80.0
0,279.004,0.0,0.0,2.0,179.0
0,99.0454,239.0,0.0,3.0,298.0
0,262.0305,0.0,0.0,5.0,99.0
0,401.5,0.0,0.0,3.0,199.0
0,112.0279,0.0,139.0,2.0,0.0
1,239.3141,0.0,199.0,2.0,100.0
1,103.3852,0.0,2105.0,1.0,119.0
1,69.3055,179.0,0.0,1.0,139.0
0,408.3754,0.0,0.0,5.0,0.0
0,233.8568,0.0,0.0,8.0,179.0
0,274.0972,99.0,0.0,2.0,80.0
1,113.5011,1075.0,0.0,2.0,139.0
1,0.0,159.0,0.0,2.0,159.0
0,258.5237,0.0,0.0,1.0,0.0
0,207.5488,0.0,0.0,2.0,298.0
0,150.3105,0.0,0.0,2.0,80.0
0,272.3417,0.0,0.0,4.0,139.0
0,106.0248,0.0,0.0,1.0,99.0
0,129.001,0.0,0.0,6.0,139.0
1,118.5854,99.0,0.0,2.0,100.0
1,341.7868,199.0,0.0,1.0,139.0
1,101.7104,0.0,1473.0,1.0,159.0
0,450.3476,179.0,0.0,3.0,179.0
0,164.1714,0.0,0.0,2.0,139.0
0,186.5811,0.0,0.0,1.0,0.0
1,141.9947,218.0,0.0,2.0,139.0
0,0.0,0.0,0.0,2.0,159.0
0,243.5262,0.0,0.0,6.0,100.0
0,216.2088,477.0,0.0,1.0,219.0
0,442.0025,0.0,239.0,6.0,0.0
0,41.5482,0.0,139.0,5.0,139.0
1,342.4708,179.0,0.0,4.0,99.0
0,173.693,0.0,0.0,4.0,259.0
0,220.096,834.0,0.0,1.0,99.0
0,74.5,119.0,0.0,1.0,99.0
0,70.6771,0.0,0.0,1.0,259.0
1,246.3433,338.0,0.0,3.0,179.0
0,176.4086,0.0,0.0,1.0,99.0
0,89.1866,179.0,0.0,3.0,179.0
1,172.6963,1431.0,0.0,1.0,199.0
1,81.8123,438.0,0.0,1.0,159.0
0,60.698,0.0,0.0,1.0,0.0
0,240.7514,0.0,0.0,4.0,119.0
0,113.1923,279.0,0.0,3.0,119.0
0,575.0443,0.0,0.0,7.0,199.0
1,760.0929,0.0,0.0,9.0,119.0
0,75.2014,0.0,0.0,1.0,0.0
0,149.541,0.0,0.0,2.0,239.0
1,91.4945,0.0,0.0,4.0,139.0
0,61.2066,0.0,0.0,2.0,139.0
0,111.4473,0.0,0.0,4.0,159.0
0,67.1863,0.0,0.0,1.0,0.0
1,423.7313,417.0,0.0,1.0,0.0
1,268.2,0.0,0.0,3.0,139.0
1,105.5047,0.0,0.0,1.0,278.0
1,245.848,417.0,934.0,5.0,199.0
0,86.6747,676.0,0.0,4.0,159.0
0,302.8473,0.0,99.0,7.0,80.0
1,98.6268,417.0,198.0,1.0,159.0
1,157.0199,0.0,0.0,4.0,119.0
1,257.2086,0.0,2903.0,1.0,159.0
1,118.9212,498.0,0.0,1.0,179.0
1,294.3234,0.0,0.0,1.0,139.0
1,838.5335,338.0,1731.0,8.0,179.0
1,104.6721,0.0,0.0,6.0,159.0
0,70.7831,198.0,99.0,2.0,199.0
0,397.305,0.0,0.0,6.0,139.0
0,251.584,0.0,0.0,6.0,80.0
0,269.5056,0.0,0.0,1.0,99.0
0,263.6854,0.0,0.0,5.0,139.0
0,774.2391,0.0,0.0,6.0,139.0
1,379.5161,0.0,99.0,3.0,99.0
0,83.0692,0.0,0.0,1.0,119.0
0,216.5092,139.0,0.0,1.0,139.0
0,73.0616,0.0,0.0,3.0,20.0
0,146.0548,0.0,0.0,1.0,298.0
0,134.1641,99.0,0.0,5.0,179.0
0,121.9067,0.0,0.0,3.0,80.0
0,142.5877,298.0,0.0,5.0,238.0
1,202.5056,0.0,159.0,6.0,219.0
0,150.1441,279.0,0.0,1.0,219.0
0,106.6677,0.0,0.0,2.0,219.0
0,166.5751,0.0,199.0,5.0,159.0
0,72.94,0.0,0.0,1.0,179.0
1,106.0189,0.0,0.0,4.0,99.0
0,482.0664,0.0,318.0,6.0,199.0
0,115.5011,0.0,0.0,2.0,179.0
1,203.1711,735.0,2087.0,7.0,179.0
0,505.7836,0.0,0.0,5.0,139.0
0,242.9532,0.0,0.0,2.0,278.0
0,105.5616,0.0,0.0,1.0,0.0
1,194.6856,3040.0,2306.0,2.0,139.0
1,170.4171,139.0,0.0,1.0,139.0
0,173.9799,0.0,0.0,1.0,119.0
0,295.8382,0.0,0.0,3.0,199.0
0,108.0104,0.0,0.0,1.0,80.0
0,231.2618,0.0,0.0,2.0,238.0
0,471.9476,139.0,0.0,5.0,119.0
1,167.0269,3984.0,14824.0,3.0,219.0
1,164.6853,99.0,357.0,2.0,179.0
0,131.6938,0.0,0.0,4.0,119.0
0,208.9049,815.0,4195.0,4.0,99.0
0,231.2385,0.0,0.0,2.0,239.0
1,211.9104,437.0,0.0,1.0,258.0
1,85.3302,636.0,0.0,1.0,437.0
0,378.5476,0.0,0.0,3.0,258.0
1,82.6514,238.0,2664.0,2.0,179.0
1,312.6024,2426.0,10396.0,2.0,179.0
1,89.8568,377.0,298.0,2.0,179.0
1,99.8123,0.0,0.0,4.0,80.0
0,111.8403,179.0,596.0,3.0,239.0
1,169.3576,497.0,0.0,1.0,0.0
0,213.4391,0.0,0.0,4.0,219.0
0,82.3119,0.0,0.0,1.0,139.0
0,215.5284,0.0,0.0,2.0,219.0
0,299.8754,0.0,0.0,3.0,259.0
0,131.6368,0.0,0.0,1.0,99.0
0,185.597,0.0,0.0,4.0,199.0
1,103.3102,0.0,0.0,4.0,279.0
0,260.0173,0.0,0.0,4.0,159.0
1,207.8702,0.0,0.0,1.0,0.0
1,0.0,517.0,0.0,2.0,259.0
1,131.123,0.0,1271.0,1.0,179.0
0,119.8635,337.0,417.0,6.0,99.0
1,130.0471,1095.0,397.0,1.0,0.0
1,187.6306,0.0,775.0,1.0,80.0
0,64.1327,0.0,298.0,8.0,119.0
0,126.7251,0.0,0.0,1.0,99.0
0,129.5039,0.0,0.0,1.0,497.0
1,215.9282,579.0,239.0,1.0,99.0
1,244.5736,0.0,0.0,1.0,139.0
0,175.6595,318.0,437.0,2.0,0.0
1,211.3534,0.0,179.0,4.0,0.0
1,281.285,0.0,0.0,3.0,99.0
0,865.3843,0.0,0.0,5.0,80.0
1,65.622,2008.0,3359.0,4.0,99.0
0,271.8993,139.0,0.0,4.0,179.0
0,309.1092,0.0,0.0,1.0,139.0
0,125.7309,179.0,0.0,4.0,139.0
0,544.6341,298.0,576.0,6.0,219.0
1,145.7781,0.0,0.0,3.0,199.0
0,126.58,0.0,0.0,1.0,119.0
1,224.8077,0.0,0.0,3.0,159.0
0,303.1192,0.0,0.0,4.0,159.0
0,464.0178,0.0,0.0,5.0,219.0
1,0.0,119.0,3678.0,1.0,99.0
1,166.5608,399.0,0.0,3.0,139.0
0,481.2237,0.0,0.0,4.0,179.0
0,688.3931,179.0,0.0,6.0,80.0
0,239.0612,0.0,0.0,3.0,159.0
0,114.0932,0.0,0.0,2.0,279.0
0,557.7027,0.0,0.0,6.0,139.0
0,332.2002,0.0,0.0,3.0,159.0
0,670.9257,0.0,0.0,8.0,179.0
0,308.1173,0.0,0.0,3.0,179.0
0,577.5866,179.0,1172.0,6.0,80.0
0,178.1264,99.0,0.0,6.0,99.0
0,329.0547,0.0,0.0,4.0,80.0
0,105.0952,0.0,0.0,2.0,0.0
0,95.2575,0.0,0.0,1.0,239.0
0,151.8898,0.0,0.0,3.0,139.0
0,379.8585,0.0,0.0,1.0,80.0
0,183.0826,516.0,0.0,1.0,99.0
0,121.2456,0.0,0.0,7.0,99.0
0,94.4524,0.0,0.0,1.0,99.0
0,117.4787,119.0,218.0,3.0,80.0
0,66.0984,0.0,0.0,1.0,159.0
0,125.1259,438.0,9184.0,5.0,258.0
0,633.9416,0.0,0.0,5.0,99.0
0,94.1767,0.0,0.0,2.0,139.0
0,122.2007,0.0,775.0,5.0,139.0
1,103.0194,159.0,0.0,2.0,259.0
0,194.1262,298.0,0.0,1.0,219.0
0,54.3438,99.0,139.0,2.0,139.0
1,210.965,478.0,0.0,5.0,179.0
1,324.2052,0.0,0.0,4.0,139.0
0,105.5426,0.0,0.0,1.0,278.0
0,311.5064,179.0,298.0,2.0,179.0
1,219.4203,298.0,0.0,6.0,119.0
1,188.2352,518.0,398.0,2.0,80.0
0,124.4639,139.0,0.0,8.0,259.0
0,195.075,0.0,0.0,2.0,159.0
0,57.5348,0.0,0.0,6.0,179.0
0,71.528,219.0,597.0,3.0,379.0
0,105.5047,0.0,0.0,1.0,139.0
1,432.2962,0.0,0.0,2.0,179.0
