eyemove/table2.firstPassFixDur,eyemove/table2.meanFixDur,eyemove/table2.pupilDiamLag,eyemove/table2.pupilDiamMax,eyemove/table2.timePrtctg
99.0,179.0,0.1172,0.1172,0.0086
99.0,99.0,0.1587,0.2352,0.0127
319.0,319.0,1.9801,0.9811,0.0537
238.0,238.0,0.2357,0.1812,0.0243
259.0,259.0,0.283,0.085,0.0221
100.0,100.0,0.1757,0.0557,0.0144
139.0,139.0,0.0768,0.0943,0.0101
139.0,139.0,0.1978,0.1108,0.0125
179.0,179.0,0.5202,0.1947,0.0327
139.0,139.0,0.1678,0.0853,0.0237
179.0,179.0,0.2636,0.1271,0.0124
100.0,100.0,0.0437,-0.0588,0.0183
179.0,179.0,0.2531,0.1061,0.0265
417.0,208.5,0.0395,0.1045,0.066
80.0,159.0,0.3022,0.0822,0.0339
219.0,219.0,0.0585,0.0585,0.0204
119.0,119.0,0.3507,0.0482,0.0167
179.0,179.0,0.1052,0.0597,0.0252
119.0,119.0,0.2875,0.0775,0.015
119.0,119.0,0.3379,0.1409,0.0244
379.0,379.0,2.2632,1.4717,0.0234
139.0,139.0,0.3735,0.2,0.0093
159.0,159.0,0.0295,0.0295,0.0082
99.0,99.0,0.1462,0.0817,0.0139
139.0,139.0,0.1515,0.204,0.031
259.0,129.5,0.2416,0.1866,0.0277
99.0,99.0,0.2895,0.063,0.0145
219.0,219.0,0.1189,0.1254,0.0188
259.0,259.0,1.1741,1.0991,0.0333
139.0,139.0,0.0825,0.114,0.0093
99.0,99.0,0.2729,0.2184,0.0102
119.0,119.0,0.289,0.198,0.0137
219.0,219.0,0.3797,0.2277,0.0256
258.0,258.0,0.2712,0.1542,0.032
80.0,80.0,0.0345,0.1215,0.0071
139.0,139.0,0.7051,0.0851,0.0314
119.0,119.0,0.6747,0.1417,0.0196
99.0,99.0,0.3245,0.404,0.0146
100.0,100.0,0.1448,0.1008,0.0175
159.0,159.0,0.1053,0.0778,0.0215
119.0,119.0,0.2253,-0.0127,0.0172
139.0,139.0,0.2428,-0.0967,0.0185
80.0,119.0,0.2388,0.3633,0.0264
199.0,199.0,0.0916,0.2966,0.0133
199.0,199.0,0.2848,0.1033,0.1206
159.0,159.0,0.2497,0.1887,0.0248
239.0,199.0,0.71,-0.001,0.0307
179.0,179.0,0.102,0.106,0.0172
199.0,199.0,-0.5825,0.156,0.0211
139.0,139.0,0.006,0.01,0.0086
159.0,159.0,0.0763,0.0868,0.0305
259.0,259.0,1.1726,1.1726,0.05
100.0,100.0,0.179,0.066,0.0309
239.0,149.5,0.6906,-0.5424,0.0267
238.0,119.0,0.1403,0.0843,0.0344
198.0,99.0,0.259,0.259,0.025
219.0,219.0,0.7454,1.0519,0.0516
80.0,80.0,0.2765,0.213,0.0114
238.0,238.0,0.0923,0.0448,0.0174
914.0,228.5,0.069,0.069,0.0684
179.0,99.0,0.1595,0.124,0.0157
219.0,319.0,0.319,-1.113,0.008
258.0,129.0,0.0942,-0.1138,0.0276
179.0,179.0,0.173,0.0675,0.012
159.0,159.0,0.0514,0.1059,0.0422
139.0,139.0,0.2797,0.1637,0.0311
139.0,139.0,0.2449,0.0854,0.0446
99.0,99.0,0.2923,-0.0122,0.0155
298.0,222.8,0.0047,0.0047,0.0417
219.0,219.0,0.6975,0.278,0.0362
139.0,139.0,0.147,0.0895,0.0175
139.0,139.0,0.2982,0.1557,0.0195
238.0,119.0,0.3878,0.0213,0.0365
179.0,179.0,0.4371,0.2606,0.03
179.0,179.0,0.6905,0.3635,0.0045
179.0,179.0,0.2962,0.2337,0.0129
298.0,298.0,0.2636,0.1261,0.0207
199.0,199.0,0.0409,0.0559,0.0365
180.0,90.0,0.3232,0.3447,0.0686
199.0,199.0,0.1696,0.0546,0.0175
258.0,129.0,0.1491,0.0501,0.059
179.0,179.0,0.0915,-0.0195,0.016
318.0,318.0,0.1054,0.1029,0.0741
139.0,139.0,0.2032,0.1382,0.0179
298.0,298.0,0.2558,0.1793,0.066
199.0,199.0,0.056,0.0195,0.0201
199.0,199.0,0.1676,0.1676,0.0764
656.0,656.0,0.2128,0.0023,0.0773
179.0,179.0,0.2312,0.2777,0.0208
179.0,179.0,0.2284,0.0874,0.0353
219.0,219.0,0.0265,-0.0265,0.0196
477.0,139.0,0.0222,0.1797,0.0234
179.0,179.0,0.5197,0.2647,0.0222
139.0,139.0,0.279,0.049,0.016
139.0,139.0,0.2533,0.3628,0.0185
159.0,159.0,0.0764,0.0989,0.0163
577.0,189.0,0.1175,0.127,0.038
100.0,100.0,1.3177,1.3177,0.0112
278.0,139.0,0.1015,0.0405,0.0144
119.0,119.0,0.2216,0.1906,0.0119
80.0,80.0,0.0984,0.1124,0.0082
139.0,139.0,0.3235,0.139,0.0112
80.0,80.0,0.4368,0.2963,0.0116
139.0,150.8,0.4285,0.1335,0.1116
238.0,89.5,0.2756,0.3791,0.0179
99.0,99.0,0.1795,0.0175,0.0219
119.0,119.0,0.1397,0.1852,0.0434
139.0,139.0,0.2841,0.1016,0.0149
338.0,169.0,0.0813,0.1518,0.0348
139.0,139.0,0.2469,0.1764,0.0274
338.0,169.0,0.0231,0.0736,0.0419
359.0,359.0,0.972,0.4335,0.0359
239.0,239.0,0.4215,0.2635,0.0255
139.0,139.0,0.048,0.053,0.0145
179.0,179.0,0.1806,0.0946,0.0255
318.0,159.0,0.314,0.2625,0.0164
278.0,139.0,0.1335,0.004,0.0503
139.0,239.0,0.6295,-0.2355,0.0211
477.0,159.0,0.2386,0.2226,0.0544
278.0,139.0,0.1494,-0.0591,0.0454
80.0,80.0,0.0767,0.0272,0.0085
119.0,119.0,0.1319,0.1624,0.0096
199.0,199.0,0.1903,0.1553,0.0205
438.0,199.0,4.4917,4.4917,0.0123
119.0,119.0,0.1927,0.1257,0.0172
238.0,119.0,0.1353,0.1883,0.0302
159.0,159.0,0.2215,0.2215,0.016
179.0,179.0,1.9287,1.2187,0.0162
338.0,338.0,0.2116,0.2116,0.0304
139.0,399.0,0.3036,0.3036,0.0281
160.0,80.0,0.2135,0.389,0.0326
239.0,239.0,0.2874,0.2584,0.0192
139.0,139.0,0.3344,0.2659,0.0119
139.0,139.0,0.0723,0.0423,0.0207
199.0,199.0,0.2532,0.1637,0.1012
219.0,219.0,0.2198,0.1783,0.0374
99.0,99.0,0.2081,0.0861,0.0122
139.0,139.0,0.3583,0.1128,0.0161
119.0,99.0,0.159,0.1095,0.016
119.0,119.0,0.2202,0.2352,0.0127
20.0,20.0,1.1285,0.776,0.0005
80.0,80.0,0.1733,0.1473,0.0107
99.0,99.0,0.1261,0.0736,0.0146
299.0,299.0,0.3472,0.2682,0.0334
278.0,139.0,0.1916,0.0181,0.0628
338.0,169.0,0.0295,0.015,0.0175
159.0,159.0,0.2633,0.0668,0.0283
159.0,159.0,0.1308,0.0708,0.0197
219.0,219.0,0.1469,0.0369,0.051
179.0,179.0,0.1533,0.0918,0.0314
238.0,179.0,0.4249,-0.0366,0.0292
100.0,100.0,0.3965,0.1335,0.0139
179.0,89.5,0.5097,0.5097,0.0195
139.0,159.0,0.0971,0.0841,0.0147
219.0,219.0,0.0526,0.0231,0.0271
258.0,129.0,0.5452,0.3012,0.11
497.0,124.25,0.295,0.2165,0.0503
536.0,268.0,0.556,0.171,0.0676
80.0,80.0,0.2091,0.0345,0.015
119.0,119.0,0.3083,0.2658,0.0215
199.0,199.0,0.1289,-0.0566,0.0365
99.0,99.0,0.3768,0.3768,0.0308
199.0,199.0,0.4105,0.6205,0.0176
80.0,80.0,0.4968,0.1428,0.0163
119.0,119.0,0.0282,0.0647,0.0171
179.0,179.0,0.0487,-0.1108,0.0129
279.0,259.0,3.3196,2.8676,0.0341
278.0,199.0,0.0989,0.0954,0.0204
139.0,139.0,0.1787,0.0057,0.0118
199.0,199.0,0.1886,0.0941,0.0174
179.0,179.0,0.1478,-0.0142,0.019
179.0,179.0,0.1572,0.1517,0.0215
139.0,139.0,0.0841,0.0696,0.0129
159.0,159.0,0.267,0.1375,0.0263
219.0,219.0,0.5427,0.0737,0.0186
139.0,139.0,0.1456,0.0751,0.0097
238.0,119.0,0.2853,0.3838,0.0815
199.0,199.0,1.5457,1.2502,0.0255
239.0,239.0,0.2537,0.0997,0.03
199.0,199.0,0.3085,1.3455,0.0211
179.0,179.0,0.1665,0.131,0.0212
199.0,199.0,0.1946,-0.0449,0.0191
99.0,99.0,0.2002,0.3167,0.0101
99.0,99.0,0.2753,0.2753,0.0298
318.0,159.0,0.0592,0.0652,0.0346
159.0,159.0,0.2793,0.3973,0.0426
80.0,80.0,0.3567,0.2222,0.0068
199.0,99.5,0.1745,0.35,0.0134
278.0,278.0,0.0864,0.0989,0.0285
239.0,239.0,0.1385,0.131,0.0171
377.0,188.5,0.5303,0.1753,0.0591
198.0,99.0,0.5514,0.0994,0.0837
179.0,179.0,0.5288,0.1028,0.0492
139.0,139.0,0.03,-0.0385,0.0072
238.0,119.0,0.1396,0.1396,0.0677
139.0,139.0,0.01,0.188,0.0086
159.0,119.0,-0.0039,0.0136,0.0114
598.0,299.0,0.9915,0.9915,0.0151
239.0,239.0,0.55,0.4465,0.0283
99.0,99.0,0.1822,0.1767,0.0124
160.0,199.0,-0.0379,0.4211,0.0151
99.0,99.0,0.0558,0.0103,0.0309
139.0,139.0,0.3343,0.0183,0.0244
99.0,99.0,0.3223,0.2483,0.0316
656.0,656.0,0.0787,0.1487,0.0625
338.0,169.0,0.0945,0.1055,0.0806
199.0,199.0,1.7096,1.5181,0.0262
179.0,238.0,0.3686,-0.1104,0.0227
279.0,139.5,0.2326,0.2616,0.028
119.0,119.0,0.4497,0.2222,0.0207
80.0,80.0,0.1317,0.3567,0.0068
219.0,219.0,0.2507,-0.0538,0.0234
239.0,239.0,2.9147,0.7577,0.0271
99.0,99.0,0.6357,0.2332,0.0108
179.0,179.0,0.1818,0.1548,0.0208
179.0,89.5,0.2352,0.2202,0.019
80.0,80.0,0.3253,-0.0652,0.0163
239.0,239.0,0.203,0.1745,0.0223
397.0,198.5,0.35,0.35,0.0267
339.0,339.0,-0.037,0.205,0.0085
199.0,179.0,0.734,0.948,0.0045
139.0,139.0,0.3047,0.3047,0.0233
119.0,119.0,0.1457,0.1622,0.0101
219.0,219.0,0.663,0.0945,0.0522
159.0,159.0,0.2122,0.1917,0.0248
139.0,80.0,0.1806,0.0731,0.0114
438.0,212.3333,4.4917,2.6022,0.0393
278.0,139.0,0.4313,0.5098,0.0666
80.0,80.0,0.275,0.326,0.0114
199.0,199.0,0.0975,0.0835,0.0358
140.0,140.0,0.4335,0.19,0.014
179.0,179.0,0.2385,-0.014,0.0249
80.0,80.0,0.2751,-0.0089,0.0177
139.0,139.0,0.1042,0.2592,0.0139
99.0,99.0,0.0871,0.0721,0.0231
160.0,80.0,0.3023,0.2508,0.0231
219.0,219.0,0.4109,0.3999,0.0525
99.0,99.0,0.2699,0.2699,0.012
139.0,139.0,0.2776,0.1201,0.0079
199.0,199.0,0.1951,0.1441,0.0341
497.0,119.0,0.0989,0.0954,0.0244
219.0,219.0,0.1975,0.1755,0.0147
219.0,219.0,0.1847,0.3397,0.026
179.0,179.0,0.5022,0.0697,0.057
239.0,239.0,0.3014,0.2249,0.1485
139.0,139.0,0.6234,-0.0501,0.0298
99.0,219.0,0.1319,0.1319,0.041
219.0,219.0,0.2053,-0.0977,0.0393
338.0,179.0,0.1475,0.0165,0.0128
438.0,219.0,0.3893,0.2848,0.0566
99.0,159.0,0.3686,-0.1074,0.0304
179.0,179.0,0.2644,0.3704,0.0292
199.0,179.0,0.2616,0.2616,0.0359
159.0,159.0,0.2431,0.2431,0.0319
179.0,179.0,0.0859,0.0859,0.0475
80.0,80.0,0.2949,0.0334,0.0338
139.0,139.0,0.1416,-0.0969,0.0158
139.0,80.0,0.1567,0.0957,0.0085
80.0,159.0,0.1988,0.1678,0.0542
219.0,109.5,0.1168,0.0873,0.0226
139.0,139.0,-0.0378,-0.0858,0.0052
199.0,199.0,0.024,0.111,0.0437
159.0,159.0,0.2327,0.0892,0.0132
99.0,99.0,0.1926,0.1356,0.0254
239.0,239.0,0.2646,1.1726,0.0462
318.0,318.0,0.1602,0.1272,0.0397
139.0,139.0,0.1896,0.1946,0.0133
99.0,99.0,0.1175,0.325,0.016
179.0,616.0,0.0628,0.0628,0.1365
139.0,139.0,0.4446,0.2631,0.0206
139.0,139.0,0.0959,0.0214,0.0279
259.0,259.0,0.1742,0.5577,0.022
80.0,80.0,0.1588,0.1733,0.0107
180.0,90.0,0.3513,0.3818,0.0542
318.0,179.0,0.2302,0.0632,0.0257
159.0,159.0,0.0152,0.0592,0.0173
20.0,20.0,0.5336,0.2646,0.0039
80.0,80.0,0.3622,0.1912,0.0103
258.0,258.0,0.1097,0.2647,0.0256
179.0,179.0,0.1621,0.1606,0.0102
159.0,159.0,0.2215,0.199,0.016
139.0,238.0,0.1592,0.1592,0.0856
179.0,179.0,0.166,0.0495,0.0134
99.0,99.0,0.1741,0.1571,0.0156
119.0,119.0,0.1529,0.1259,0.0127
139.0,139.0,0.2952,0.2037,0.0067
119.0,119.0,0.0818,0.0228,0.0151
99.0,99.0,0.0823,0.0053,0.0117
179.0,179.0,0.3303,0.0738,0.0402
139.0,139.0,0.0552,-0.0998,0.01
139.0,139.0,0.2765,0.275,0.0198
259.0,259.0,0.1626,-0.1504,0.0196
100.0,100.0,0.2918,0.2918,0.0103
139.0,139.0,0.1072,0.1462,0.0154
139.0,139.0,0.124,-0.022,0.0204
119.0,99.0,0.2725,0.162,0.0282
218.0,109.0,0.1127,0.1187,0.0627
139.0,139.0,0.3045,0.1695,0.0182
159.0,159.0,0.2091,-0.0124,0.0299
119.0,119.0,0.199,0.015,0.0215
100.0,100.0,1.3177,0.3472,0.0112
358.0,179.0,0.0864,0.1029,0.0288
80.0,258.0,0.2674,0.1064,0.0792
139.0,139.0,0.1788,0.1903,0.0185
219.0,219.0,1.2407,0.2967,0.0245
179.0,179.0,0.0996,0.0851,0.0161
100.0,89.5,0.5446,0.1761,0.0393
179.0,179.0,0.246,0.2,0.012
139.0,139.0,0.2184,0.0909,0.0143
99.0,99.0,0.142,0.1185,0.0153
99.0,99.0,0.3283,0.0968,0.0135
219.0,219.0,0.1628,0.0238,0.0244
159.0,119.0,0.1254,0.1254,0.0102
139.0,139.0,0.0854,0.1034,0.0421
258.0,139.0,0.0681,0.1566,0.0154
99.0,99.0,0.2703,0.1613,0.019
199.0,199.0,-0.0379,-0.2609,0.0151
80.0,80.0,0.3008,0.1493,0.0154
219.0,548.0,2.3554,2.3554,0.318
258.0,258.0,0.2587,0.1037,0.0213
99.0,99.0,0.3931,0.2895,0.0225
139.0,139.0,0.1319,0.1029,0.026
338.0,219.0,0.4325,0.1135,0.0177
139.0,139.0,0.0958,0.0193,0.0173
199.0,199.0,0.1588,0.1733,0.0266
80.0,80.0,-0.0711,-0.0711,0.0347
80.0,99.0,0.2253,0.0343,0.0143
139.0,139.0,0.0686,0.0001,0.0219
219.0,219.0,0.1915,0.1085,0.0443
179.0,179.0,2.9875,1.7475,0.0499
238.0,238.0,0.518,0.38,0.0503
159.0,159.0,0.0971,0.2091,0.0235
179.0,179.0,0.4355,-0.1215,0.0243
99.0,99.0,0.132,0.2055,0.01
139.0,139.0,0.3761,0.3176,0.0133
179.0,179.0,0.6028,0.6028,0.0989
119.0,119.0,0.4327,-0.0438,0.0266
259.0,379.0,0.9525,1.3035,0.0379
139.0,139.0,0.3173,0.0643,0.0101
179.0,179.0,0.4109,0.0664,0.0429
139.0,119.0,0.1391,0.0626,0.0071
139.0,139.0,0.4488,0.1268,0.0147
218.0,109.0,0.2562,0.3012,0.0274
179.0,179.0,0.1671,0.0626,0.0107
239.0,239.0,0.7562,0.1892,0.0363
100.0,100.0,0.1458,0.1008,0.0103
119.0,119.0,0.3566,0.3136,0.0155
99.0,179.0,0.1211,0.0681,0.0198
278.0,139.0,0.248,0.1385,0.0387
119.0,119.0,0.0305,0.043,0.0258
179.0,179.0,0.2754,0.2364,0.0153
298.0,298.0,0.2401,0.2246,0.0179
219.0,219.0,0.2122,-0.0193,0.0401
199.0,199.0,0.2086,0.1126,0.0311
119.0,119.0,0.1676,0.1676,0.0457
219.0,219.0,0.2116,0.0996,0.0197
139.0,139.0,0.3023,0.1533,0.0437
139.0,139.0,0.2126,0.1266,0.0134
99.0,99.0,0.1191,-0.0129,0.0186
139.0,139.0,0.3931,0.2061,0.0315
159.0,159.0,0.053,0.002,0.0166
80.0,159.0,0.4949,0.1934,0.0136
298.0,149.0,0.3966,0.2576,0.0288
139.0,139.0,0.1163,0.4138,0.0185
99.0,99.0,0.2327,0.1042,0.0167
199.0,199.0,0.1722,0.1802,0.0249
457.0,457.0,0.0688,0.0823,0.0538
298.0,298.0,0.1166,0.0866,0.0261
298.0,149.0,-0.0835,-0.1885,0.0532
198.0,99.0,0.3843,0.2638,0.0413
159.0,159.0,0.3155,0.106,0.0107
179.0,179.0,0.3822,0.5092,0.0067
119.0,119.0,0.203,0.1745,0.0111
199.0,199.0,0.1315,0.147,0.0191
279.0,219.0,1.0685,0.335,0.0055
139.0,139.0,0.1533,0.1028,0.0244
179.0,219.0,0.1871,0.0841,0.0192
219.0,219.0,0.3002,0.3002,0.0435
139.0,139.0,0.2678,0.1843,0.0147
99.0,99.0,0.1356,0.0621,0.0111
238.0,119.0,0.327,0.1435,0.0228
438.0,219.0,0.1821,0.2966,0.0293
99.0,99.0,0.2915,0.053,0.0175
119.0,119.0,0.2135,0.389,0.0242
139.0,139.0,0.1991,0.3301,0.0305
119.0,119.0,0.2713,0.1698,0.0379
278.0,99.0,0.2401,0.0921,0.0069
238.0,238.0,0.0582,0.1667,0.1089
159.0,199.0,0.7725,0.734,0.005
80.0,80.0,0.1167,0.0342,0.0296
219.0,159.0,0.404,-0.1055,0.0235
179.0,179.0,0.203,0.1745,0.0167
119.0,119.0,0.2407,0.2302,0.0171
179.0,179.0,0.1562,0.1477,0.057
99.0,99.0,0.122,0.0885,0.02
179.0,179.0,0.3802,0.2327,0.0302
338.0,338.0,0.2548,0.2743,0.0649
258.0,80.0,0.1649,0.1494,0.008
378.0,189.0,0.2085,-0.105,0.0095
338.0,159.5,0.2539,0.3339,0.0521
80.0,80.0,0.3965,0.025,0.0111
80.0,80.0,1.7931,0.3171,0.0154
318.0,159.0,0.2496,0.1921,0.0213
80.0,139.0,0.3931,0.125,0.0315
139.0,179.0,0.0109,0.1534,0.0292
219.0,219.0,0.152,0.153,0.0385
80.0,80.0,0.1982,0.0077,0.0095
119.0,119.0,0.2198,0.1783,0.0203
99.0,139.0,0.2182,0.1392,0.0134
458.0,119.0,0.2215,0.295,0.012
239.0,239.0,0.1034,0.1034,0.0724
139.0,139.0,0.3006,0.2396,0.0079
80.0,80.0,0.2903,0.3498,0.0376
278.0,278.0,0.2338,0.2388,0.0616
159.0,159.0,0.3804,0.2649,0.0272
219.0,219.0,0.5327,0.0237,0.0434
358.0,358.0,0.2554,0.1144,0.0613
298.0,219.0,0.3127,0.3207,0.0367
219.0,20.0,2.9916,0.7986,0.0015
557.0,557.0,0.1183,0.1423,0.099
159.0,159.0,0.1617,0.3797,0.0186
398.0,398.0,0.2482,0.1862,0.057
278.0,139.0,0.3901,0.2331,0.0362
139.0,139.0,0.2497,0.2122,0.0217
139.0,139.0,0.4191,0.2806,0.0116
219.0,219.0,0.2825,0.159,0.0177
298.0,149.0,0.0966,0.0966,0.051
278.0,278.0,0.2539,0.2524,0.0557
99.0,99.0,0.675,0.675,0.0141
139.0,139.0,0.1054,0.1319,0.026
80.0,179.0,0.1181,-0.0834,0.0171
99.0,99.0,0.1467,0.0267,0.0108
438.0,199.0,0.3036,0.1316,0.028
159.0,189.0,0.1642,0.2227,0.0182
139.0,139.0,0.1392,0.0087,0.0151
179.0,179.0,0.2125,0.079,0.0559
139.0,239.0,0.3158,0.1258,0.0309
139.0,139.0,0.4009,0.2229,0.0427
139.0,139.0,0.2822,0.3802,0.0235
80.0,80.0,0.2388,0.4563,0.0177
199.0,199.0,0.1576,0.0886,0.0148
139.0,139.0,0.3464,0.1599,0.0288
258.0,139.0,0.2141,0.1026,0.0079
278.0,139.0,0.2633,0.2143,0.0494
179.0,179.0,0.3008,0.1548,0.0344
239.0,239.0,0.055,0.055,0.0422
199.0,99.5,0.2504,0.0619,0.0242
99.0,99.0,0.2091,-0.0239,0.0155
139.0,139.0,0.325,0.133,0.0225
279.0,219.0,1.7875,1.4375,0.0055
179.0,179.0,0.0651,0.0146,0.0133
80.0,80.0,0.1191,0.1155,0.015
199.0,219.0,0.1357,0.1687,0.0218
99.0,99.0,0.2081,0.3516,0.0106
80.0,139.0,0.2558,0.1693,0.0308
99.0,99.0,0.2357,0.1622,0.0101
119.0,119.0,0.3536,0.1576,0.0089
278.0,278.0,0.0989,0.0989,0.0285
179.0,179.0,0.2206,0.0841,0.0221
139.0,139.0,0.2298,0.0128,0.019
99.0,99.0,0.1568,0.0883,0.0134
139.0,139.0,0.2672,0.1477,0.027
179.0,179.0,0.3065,0.2015,0.0315
119.0,119.0,0.1432,-0.0143,0.0171
298.0,298.0,0.0854,0.0854,0.0533
99.0,199.0,0.0079,-0.0216,0.0261
119.0,119.0,0.3966,0.2746,0.0115
259.0,259.0,0.9162,-0.0258,0.0402
119.0,119.0,0.1937,0.2067,0.0266
179.0,89.5,0.0969,0.1379,0.0144
239.0,239.0,1.9002,1.2617,0.0148
338.0,338.0,0.2633,-0.0562,0.0601
99.0,99.0,0.7051,0.1016,0.0223
219.0,219.0,0.2206,0.0841,0.0271
139.0,139.0,0.3783,0.0513,0.0201
80.0,80.0,0.123,0.2055,0.0338
99.0,219.0,0.3013,0.3363,0.0292
219.0,219.0,-0.0379,-0.1299,0.0166
219.0,80.0,0.8481,0.1906,0.0054
219.0,219.0,0.3006,0.2396,0.0125
119.0,119.0,0.2028,-0.0707,0.0158
139.0,139.0,0.3264,0.0729,0.0139
139.0,139.0,0.0643,0.0223,0.0573
179.0,179.0,0.0818,-0.0362,0.0227
199.0,100.0,0.0915,0.0415,0.0081
278.0,278.0,0.1174,0.0989,0.0285
378.0,126.0,0.2671,0.2076,0.0253
338.0,139.0,0.3339,0.3884,0.0227
139.0,139.0,0.1837,-0.1108,0.0165
139.0,139.0,0.058,0.142,0.0215
219.0,199.0,0.4321,0.1741,0.0183
358.0,358.0,-0.0603,0.2507,0.0383
199.0,199.0,0.0526,-0.0124,0.0247
99.0,99.0,0.3642,0.2187,0.0084
119.0,119.0,0.1951,0.0896,0.0204
119.0,119.0,0.2288,0.1023,0.0258
179.0,139.0,0.3843,0.2638,0.029
80.0,80.0,0.2087,0.2087,0.023
199.0,219.0,0.1591,0.0941,0.0384
119.0,119.0,0.3765,0.1925,0.0605
139.0,139.0,-0.0169,0.0411,0.0198
99.0,99.0,0.142,0.1185,0.0153
179.0,179.0,0.1916,-0.1044,0.0203
159.0,99.0,0.3695,0.3695,0.0306
537.0,268.5,0.3012,0.1452,0.0674
119.0,119.0,0.2015,-0.07,0.0209
99.0,99.0,0.4061,0.2521,0.0508
298.0,298.0,0.0943,0.0983,0.0217
179.0,179.0,0.1741,0.1571,0.0282
199.0,199.0,0.2823,0.1273,0.035
99.0,159.0,0.0945,0.0945,0.0379
318.0,159.0,0.077,0.133,0.0332
99.0,169.0,0.1682,0.1682,0.0762
179.0,179.0,0.0652,0.1602,0.0171
258.0,258.0,0.104,0.1775,0.0427
159.0,159.0,0.1004,0.0284,0.0314
218.0,109.0,0.1592,0.1007,0.0784
119.0,119.0,0.522,0.522,0.0265
119.0,119.0,0.105,0.5365,0.0298
159.0,159.0,-0.0216,-0.0086,0.0208
159.0,159.0,0.2154,0.1283,0.0242
80.0,80.0,0.3484,0.3189,0.0171
99.0,80.0,0.1913,0.2858,0.0214
159.0,159.0,0.0996,-0.0419,0.0119
179.0,139.0,0.4325,0.207,0.0112
119.0,119.0,0.2847,0.2362,0.0555
278.0,278.0,0.1059,0.1274,0.0238
338.0,338.0,0.1741,0.0136,0.0311
99.0,99.0,0.2845,0.105,0.0145
179.0,179.0,0.1033,0.1013,0.037
80.0,80.0,0.4265,0.1325,0.0054
438.0,438.0,0.7796,0.7796,0.0308
259.0,259.0,1.4635,0.9555,0.0844
139.0,139.0,0.1477,0.0792,0.027
279.0,139.5,0.2352,0.2352,0.0297
139.0,139.0,0.1643,0.0078,0.0147
119.0,119.0,0.0947,0.0252,0.0101
398.0,398.0,0.1955,0.024,0.0659
299.0,149.5,0.556,0.4335,0.0319
160.0,80.0,0.1625,0.196,0.0237
99.0,99.0,0.153,0.0215,0.0218
199.0,199.0,0.0812,0.0227,0.0249
179.0,179.0,0.0354,-0.0646,0.0306
100.0,139.0,0.2022,0.1307,0.0067
80.0,80.0,0.0222,0.1767,0.0135
537.0,537.0,0.1396,0.1351,0.0829
139.0,139.0,0.3686,-0.1074,0.0133
338.0,169.0,0.0085,0.0395,0.0242
139.0,139.0,0.2583,0.1838,0.0147
179.0,119.0,0.1091,0.0831,0.0651
219.0,219.0,0.2649,0.0394,0.0187
139.0,139.0,0.1309,0.0954,0.0143
558.0,249.0,0.4211,0.4211,0.0377
239.0,119.5,0.1663,-0.0867,0.0752
100.0,99.0,0.0487,0.0487,0.0037
99.0,99.0,0.0903,0.1433,0.0072
99.0,199.0,0.0969,0.1308,0.0222
397.0,198.5,0.0435,0.0435,0.0205
119.0,119.0,0.2873,0.0403,0.0319
238.0,238.0,0.1955,0.2085,0.017
99.0,99.0,0.1023,0.1708,0.0123
139.0,139.0,0.6371,0.2071,0.0343
139.0,139.0,0.2277,0.2687,0.0247
198.0,99.0,0.1167,0.0697,0.0285
139.0,139.0,0.3023,0.1438,0.0437
279.0,279.0,-0.3369,-0.8904,0.0196
398.0,398.0,0.3191,0.1986,0.0668
99.0,99.0,0.0335,-0.0285,0.0061
179.0,179.0,-0.0406,-0.0406,0.0777
298.0,149.0,0.091,0.0335,0.0184
258.0,129.0,0.4043,0.1298,0.0777
279.0,279.0,2.0074,1.2459,0.0226
160.0,80.0,0.1054,0.1319,0.0299
179.0,179.0,-0.0348,0.0482,0.0178
99.0,99.0,0.2114,0.1944,0.0162
139.0,139.0,0.2196,0.1456,0.0362
298.0,298.0,0.0812,0.0227,0.0373
258.0,258.0,0.0927,0.0772,0.0598
99.0,179.0,0.3212,0.1527,0.0086
99.0,99.0,0.2751,-0.051,0.0219
199.0,199.0,0.1212,-0.0893,0.0286
139.0,139.0,0.0342,0.1592,0.0514
199.0,199.0,0.1466,0.1431,0.0119
139.0,139.0,0.258,0.1365,0.0206
179.0,89.5,0.4174,-0.1451,0.0566
99.0,99.0,0.2606,0.1761,0.0166
99.0,99.0,0.2388,0.4563,0.0219
160.0,80.0,0.0482,0.0692,0.0159
139.0,139.0,0.1838,0.1643,0.0147
179.0,179.0,1.7875,1.4375,0.0045
139.0,139.0,0.4189,0.2228,0.0211
139.0,139.0,0.199,0.0355,0.0251
179.0,179.0,0.2182,0.2092,0.0086
219.0,219.0,0.0652,0.1392,0.0238
418.0,139.3333,0.0182,-0.0378,0.0156
179.0,159.0,0.1072,0.1462,0.0352
139.0,139.0,0.2122,0.1967,0.0217
179.0,119.0,1.0012,1.0012,0.0151
80.0,80.0,0.2227,0.1062,0.0039
139.0,139.0,0.2243,0.1663,0.0437
219.0,139.0,0.1693,0.1168,0.0143
179.0,179.0,0.1211,0.0386,0.0198
238.0,199.0,0.1371,0.1171,0.0175
278.0,278.0,0.4681,0.4526,0.025
119.0,119.0,0.4183,0.1829,0.053
99.0,99.0,0.2298,0.1103,0.0135
219.0,219.0,0.0592,0.0422,0.0157
259.0,259.0,0.1465,0.1465,0.0221
179.0,179.0,0.049,0.0785,0.018
