eyemove/table8.P1stFixation,eyemove/table8.nextWordRegress,eyemove/table8.prevFixPos,eyemove/table8.regressDur,eyemove/table8.wordNo,prevFixDur,label
1,0,110.6345,0.0,6.0,239.0,1
0,0,496.1391,0.0,4.0,119.0,1
1,0,79.6304,1253.0,3.0,80.0,1
1,0,162.1974,0.0,3.0,99.0,0
0,0,365.5202,0.0,5.0,159.0,0
1,0,175.2313,0.0,2.0,258.0,1
1,0,273.9069,0.0,1.0,159.0,1
1,0,203.9436,80.0,1.0,378.0,1
1,0,601.3094,199.0,2.0,219.0,1
1,0,550.3635,179.0,1.0,258.0,0
1,0,348.5183,318.0,1.0,179.0,1
1,0,233.311,0.0,4.0,99.0,0
1,1,37.108,0.0,7.0,199.0,0
1,0,388.3607,0.0,7.0,119.0,0
0,1,158.0285,258.0,1.0,179.0,0
1,0,599.096,0.0,1.0,0.0,0
0,0,80.0062,0.0,3.0,179.0,1
1,0,915.9525,0.0,1.0,159.0,1
1,0,78.1089,378.0,5.0,119.0,0
1,0,244.4606,0.0,5.0,80.0,1
1,0,213.3776,0.0,3.0,139.0,0
1,0,252.9585,0.0,4.0,80.0,1
1,0,74.2428,0.0,2.0,179.0,0
0,0,76.3806,0.0,2.0,298.0,1
0,0,311.6697,537.0,2.0,139.0,0
1,0,486.1378,0.0,1.0,238.0,1
1,1,170.0471,358.0,2.0,119.0,1
0,0,479.3548,0.0,3.0,99.0,1
0,0,517.6997,139.0,3.0,159.0,1
1,0,443.0181,936.0,3.0,199.0,0
1,0,82.0549,0.0,2.0,258.0,0
1,0,311.1945,0.0,4.0,80.0,1
1,0,291.0842,198.0,6.0,139.0,0
1,0,102.6109,0.0,2.0,179.0,0
1,0,271.0018,0.0,4.0,199.0,1
1,0,46.3249,0.0,7.0,279.0,0
1,0,94.541,0.0,1.0,159.0,0
1,0,151.6443,0.0,1.0,139.0,0
1,1,275.2344,438.0,1.0,80.0,0
1,0,255.7831,2743.0,2.0,139.0,1
1,0,50.448,0.0,2.0,99.0,1
1,0,200.3597,0.0,1.0,159.0,1
1,1,102.0196,318.0,1.0,139.0,1
1,1,189.0423,298.0,3.0,159.0,0
1,0,103.3683,0.0,3.0,139.0,0
1,1,647.309,11140.0,1.0,139.0,0
1,0,114.6298,0.0,3.0,179.0,0
1,0,161.8919,0.0,3.0,139.0,0
1,1,155.7081,199.0,6.0,119.0,0
1,0,124.4869,338.0,8.0,179.0,1
1,1,192.3798,0.0,4.0,80.0,1
1,0,402.8002,0.0,1.0,99.0,1
1,1,124.1692,1370.0,4.0,99.0,0
1,0,376.5953,0.0,1.0,319.0,1
1,0,741.0675,258.0,1.0,199.0,1
1,0,23.0868,0.0,3.0,179.0,1
1,0,497.9408,0.0,1.0,80.0,1
0,0,205.039,80.0,2.0,99.0,0
0,0,38.4708,0.0,6.0,159.0,0
1,0,0.0,0.0,1.0,0.0,0
1,0,231.5621,0.0,2.0,179.0,0
1,0,101.9804,0.0,3.0,99.0,0
1,0,46.0652,119.0,3.0,119.0,1
1,0,68.884,0.0,5.0,239.0,1
1,0,79.3977,0.0,1.0,139.0,1
1,0,0.0,0.0,2.0,0.0,1
1,0,565.7296,0.0,1.0,139.0,0
1,0,215.7614,0.0,1.0,99.0,1
0,1,96.7471,1213.0,2.0,119.0,0
1,1,116.0,20.0,1.0,558.0,0
1,0,222.2724,0.0,3.0,338.0,0
1,0,0.0,0.0,1.0,0.0,1
1,1,236.2562,0.0,4.0,179.0,1
1,1,114.3372,139.0,4.0,80.0,1
1,0,239.069,0.0,3.0,139.0,1
0,0,38.4187,239.0,2.0,139.0,0
1,0,171.2921,0.0,5.0,80.0,1
0,0,95.7131,0.0,2.0,139.0,1
1,0,73.3553,396.0,1.0,199.0,1
1,0,115.8836,0.0,1.0,99.0,0
1,1,159.8124,0.0,6.0,299.0,0
0,1,156.0833,0.0,1.0,139.0,0
1,0,233.0536,238.0,6.0,99.0,1
0,0,143.8923,179.0,1.0,119.0,0
1,0,234.2413,0.0,4.0,179.0,0
1,0,141.598,0.0,4.0,239.0,0
1,0,42.5441,0.0,2.0,80.0,1
1,0,122.0369,0.0,5.0,159.0,1
0,1,71.218,1651.0,1.0,139.0,1
0,0,116.4302,0.0,4.0,139.0,0
0,0,297.2356,139.0,1.0,139.0,0
0,0,177.792,258.0,1.0,258.0,0
1,0,350.8917,318.0,1.0,278.0,0
1,0,0.0,0.0,2.0,0.0,0
0,1,676.9852,477.0,1.0,159.0,1
0,1,80.5047,139.0,6.0,239.0,0
1,0,79.2023,0.0,1.0,80.0,1
1,0,122.8007,0.0,1.0,99.0,0
1,0,323.946,0.0,1.0,199.0,1
1,0,99.2018,0.0,1.0,139.0,1
1,0,89.4036,0.0,1.0,219.0,1
1,0,221.0566,0.0,4.0,318.0,1
1,0,137.2006,0.0,1.0,378.0,0
1,0,150.6154,139.0,1.0,258.0,1
1,0,218.0023,0.0,3.0,139.0,0
1,1,88.0909,199.0,2.0,199.0,0
1,0,81.6149,0.0,3.0,139.0,0
1,0,895.9403,0.0,1.0,0.0,1
1,0,99.925,0.0,2.0,379.0,1
1,0,47.0425,0.0,7.0,259.0,0
1,0,823.4671,0.0,1.0,139.0,0
1,0,517.0039,0.0,5.0,119.0,1
1,0,184.6781,0.0,1.0,179.0,1
1,0,427.1592,0.0,1.0,99.0,1
1,0,350.0514,0.0,6.0,239.0,1
1,0,71.0211,0.0,4.0,179.0,0
1,0,303.3183,0.0,4.0,298.0,0
0,0,159.0283,0.0,5.0,139.0,1
0,0,22.1359,0.0,2.0,219.0,1
1,0,49.0408,0.0,4.0,239.0,1
1,1,260.6223,299.0,2.0,278.0,1
1,0,117.9534,0.0,4.0,99.0,0
1,0,94.2444,0.0,2.0,99.0,1
1,0,609.6589,0.0,4.0,159.0,1
0,0,17.2627,0.0,2.0,338.0,1
0,1,192.5097,318.0,3.0,80.0,0
0,0,141.0567,0.0,3.0,478.0,0
1,0,182.1757,0.0,4.0,339.0,0
1,0,285.007,0.0,3.0,139.0,1
1,0,855.1082,0.0,1.0,99.0,1
1,0,444.8303,0.0,1.0,239.0,1
1,0,194.0,478.0,2.0,20.0,0
0,0,42.5793,239.0,5.0,119.0,1
1,0,157.7466,0.0,4.0,119.0,0
1,0,29.7321,0.0,4.0,199.0,0
1,0,489.7193,0.0,1.0,298.0,1
1,0,192.398,0.0,2.0,238.0,1
0,0,117.1068,218.0,4.0,139.0,0
0,0,138.6542,219.0,3.0,239.0,1
0,1,106.0189,0.0,2.0,139.0,0
0,0,275.1818,2231.0,4.0,119.0,0
1,0,290.0431,0.0,8.0,119.0,0
1,0,706.5522,0.0,1.0,99.0,1
0,0,268.961,0.0,5.0,179.0,0
1,0,260.0019,0.0,4.0,139.0,0
1,1,63.0079,0.0,2.0,139.0,0
1,0,186.0,139.0,3.0,239.0,0
1,0,62.9682,0.0,5.0,159.0,0
1,1,148.0304,319.0,3.0,199.0,0
1,0,61.4003,0.0,3.0,80.0,0
1,0,87.6584,0.0,1.0,199.0,1
0,0,166.0753,0.0,2.0,119.0,0
1,1,139.3018,219.0,1.0,80.0,1
1,0,44.0114,0.0,5.0,179.0,0
1,0,56.2228,179.0,5.0,199.0,0
1,0,520.2,0.0,1.0,219.0,0
1,1,381.2938,0.0,1.0,179.0,0
1,0,93.4345,0.0,6.0,239.0,1
1,0,486.3517,0.0,1.0,139.0,0
1,1,255.002,198.0,3.0,99.0,0
0,0,788.0406,239.0,2.0,119.0,0
1,0,72.1249,437.0,1.0,219.0,1
1,0,550.5534,0.0,2.0,99.0,1
1,0,295.2033,278.0,1.0,0.0,0
1,0,104.8904,952.0,1.0,0.0,1
1,0,102.5329,0.0,4.0,99.0,1
1,0,0.0,556.0,1.0,0.0,1
0,1,79.2465,139.0,8.0,259.0,1
0,1,222.1103,0.0,5.0,159.0,0
1,1,51.788,0.0,2.0,179.0,1
1,0,135.3699,0.0,6.0,139.0,1
1,0,57.5587,1490.0,2.0,298.0,0
1,0,33.9706,0.0,2.0,179.0,1
1,0,81.2527,0.0,3.0,159.0,1
1,1,121.0041,317.0,7.0,139.0,0
1,0,97.6524,418.0,1.0,1036.0,0
1,0,66.9403,338.0,3.0,119.0,0
1,0,189.6207,179.0,2.0,179.0,1
1,0,112.3788,0.0,2.0,179.0,0
1,0,105.4182,0.0,1.0,100.0,1
1,0,368.2662,119.0,4.0,179.0,1
1,0,43.4166,0.0,3.0,179.0,0
1,0,325.1246,0.0,4.0,119.0,1
1,0,159.1132,0.0,6.0,258.0,1
1,0,252.0179,0.0,6.0,179.0,1
1,0,358.2639,0.0,2.0,99.0,1
1,0,170.845,0.0,2.0,179.0,1
1,0,72.111,0.0,2.0,0.0,1
1,0,91.022,0.0,2.0,99.0,1
1,0,101.9657,0.0,1.0,80.0,1
1,0,105.4182,0.0,1.0,219.0,0
1,1,154.1493,219.0,1.0,99.0,0
1,0,155.0806,0.0,3.0,179.0,0
1,0,96.1665,119.0,1.0,298.0,1
1,0,97.0,0.0,2.0,179.0,0
1,0,167.0359,0.0,4.0,179.0,0
1,0,331.0967,1431.0,1.0,199.0,0
1,1,167.2423,0.0,9.0,159.0,0
1,0,107.0701,0.0,1.0,80.0,1
1,0,30.8058,0.0,4.0,119.0,1
1,0,133.4166,0.0,6.0,119.0,1
1,0,87.1149,0.0,1.0,139.0,1
1,0,0.0,0.0,5.0,0.0,1
1,0,208.9593,0.0,4.0,119.0,1
1,0,106.0,0.0,2.0,239.0,0
0,1,82.8734,876.0,2.0,99.0,1
1,0,157.334,0.0,2.0,258.0,0
1,0,194.579,0.0,5.0,179.0,0
1,1,98.0816,0.0,1.0,219.0,0
1,0,176.5701,0.0,1.0,139.0,1
1,0,188.7671,239.0,1.0,139.0,1
1,0,304.5817,99.0,8.0,80.0,0
1,0,153.522,0.0,4.0,159.0,0
1,1,443.37,0.0,5.0,239.0,1
1,0,43.7379,0.0,3.0,99.0,1
1,0,311.4113,0.0,4.0,119.0,1
1,0,128.0976,338.0,3.0,119.0,0
0,0,189.1296,80.0,2.0,139.0,1
1,0,0.0,278.0,1.0,0.0,0
1,0,17.4642,0.0,3.0,99.0,1
1,0,40.3609,0.0,4.0,259.0,0
1,0,228.1403,0.0,3.0,199.0,1
1,0,117.3797,0.0,1.0,537.0,0
1,0,143.0,0.0,2.0,100.0,0
1,0,125.7816,0.0,6.0,139.0,0
1,0,137.5245,0.0,3.0,99.0,1
0,0,221.2261,139.0,5.0,199.0,0
0,1,193.6621,1393.0,2.0,99.0,0
1,0,779.8878,199.0,1.0,139.0,0
1,0,33.3017,40.0,2.0,0.0,0
1,0,85.5862,0.0,1.0,80.0,1
1,1,142.1724,1370.0,4.0,99.0,0
0,1,75.326,0.0,8.0,179.0,1
0,0,218.2292,0.0,6.0,99.0,1
1,0,578.2534,0.0,1.0,139.0,0
1,0,50.8035,0.0,5.0,199.0,1
1,0,186.2713,99.0,5.0,159.0,1
1,0,81.0555,0.0,3.0,239.0,1
1,0,93.3435,159.0,6.0,99.0,0
0,1,84.6463,0.0,5.0,139.0,0
0,0,116.0689,179.0,8.0,119.0,0
1,0,194.4274,0.0,2.0,179.0,1
1,1,86.6833,99.0,2.0,159.0,0
1,0,560.7655,0.0,1.0,119.0,1
1,0,97.5756,0.0,3.0,80.0,0
1,0,313.8057,4343.0,1.0,179.0,0
0,0,177.2484,0.0,3.0,139.0,1
1,0,205.5286,0.0,1.0,139.0,1
1,1,50.2096,99.0,7.0,80.0,0
0,0,26.2488,119.0,3.0,119.0,0
1,0,217.5178,0.0,6.0,159.0,0
1,0,65.0077,0.0,2.0,199.0,1
1,0,228.7094,0.0,4.0,139.0,0
1,1,402.0473,358.0,3.0,99.0,0
1,0,80.0999,0.0,7.0,219.0,1
0,0,63.7024,0.0,4.0,119.0,0
0,1,172.9393,160.0,4.0,239.0,0
1,0,58.2151,0.0,2.0,179.0,0
1,0,94.9368,179.0,2.0,80.0,0
1,1,89.6772,139.0,1.0,179.0,1
1,0,141.4814,0.0,3.0,219.0,1
1,0,83.3607,0.0,2.0,159.0,0
1,0,68.4471,0.0,4.0,119.0,1
0,0,49.2443,0.0,4.0,199.0,0
1,0,69.2604,3040.0,2.0,139.0,1
1,1,116.9017,179.0,1.0,100.0,1
1,0,561.4134,219.0,3.0,179.0,1
1,1,168.5823,0.0,3.0,179.0,0
1,0,587.1669,279.0,1.0,179.0,0
1,0,413.3195,438.0,1.0,159.0,1
1,0,110.0273,0.0,4.0,199.0,1
1,0,185.5505,0.0,1.0,457.0,0
1,0,84.4038,0.0,4.0,179.0,1
1,0,98.4733,396.0,1.0,199.0,1
0,0,207.6849,0.0,4.0,238.0,0
0,0,147.3397,577.0,3.0,179.0,1
0,0,34.8281,219.0,3.0,80.0,0
1,1,200.1225,99.0,5.0,139.0,0
1,0,139.5314,279.0,2.0,299.0,0
0,1,153.5839,159.0,5.0,219.0,1
1,0,85.8662,0.0,2.0,139.0,1
1,0,232.9485,0.0,2.0,100.0,0
1,0,55.8032,0.0,2.0,339.0,1
1,0,109.8954,0.0,3.0,179.0,1
1,0,540.0037,297.0,3.0,298.0,0
1,0,0.0,0.0,1.0,0.0,1
1,0,93.3435,0.0,5.0,100.0,1
0,0,342.9125,0.0,4.0,199.0,1
1,0,79.9062,80.0,3.0,139.0,1
1,1,112.969,199.0,4.0,99.0,0
1,0,374.0856,278.0,5.0,99.0,0
1,0,149.0503,0.0,7.0,159.0,1
1,1,98.0459,199.0,1.0,139.0,1
1,0,164.1371,1688.0,1.0,278.0,1
1,0,108.2266,0.0,6.0,159.0,1
1,1,95.0053,0.0,2.0,338.0,0
1,0,77.1622,0.0,3.0,199.0,0
1,0,269.1115,0.0,1.0,259.0,1
1,0,0.0,0.0,1.0,0.0,0
1,0,120.2664,0.0,5.0,139.0,0
1,1,122.7029,179.0,1.0,139.0,0
1,0,23.0868,0.0,6.0,159.0,1
1,0,148.0034,119.0,1.0,219.0,1
1,0,97.1288,0.0,1.0,278.0,1
0,0,43.4166,99.0,2.0,80.0,0
1,0,219.0822,0.0,4.0,139.0,0
1,0,335.7216,0.0,4.0,219.0,0
1,0,474.427,0.0,1.0,99.0,1
0,1,64.0781,0.0,3.0,199.0,0
1,0,133.7946,0.0,1.0,119.0,0
1,0,132.0152,0.0,3.0,159.0,1
1,1,150.1632,0.0,5.0,0.0,0
1,0,95.0474,0.0,2.0,298.0,0
1,0,564.838,0.0,1.0,199.0,1
0,0,135.4179,0.0,3.0,139.0,0
1,0,307.1482,0.0,1.0,99.0,1
1,0,102.8397,0.0,5.0,139.0,1
0,0,512.3905,279.0,1.0,179.0,0
1,0,0.0,278.0,2.0,0.0,0
1,0,381.0118,119.0,1.0,159.0,0
1,0,135.5913,438.0,1.0,179.0,1
1,0,70.9366,278.0,3.0,278.0,0
0,0,507.2849,198.0,2.0,159.0,0
0,0,113.6002,0.0,2.0,179.0,1
0,1,45.8803,0.0,3.0,199.0,1
1,1,290.1672,438.0,2.0,199.0,1
0,0,319.0392,0.0,5.0,139.0,1
1,0,40.3113,0.0,3.0,99.0,0
1,0,56.9386,278.0,2.0,0.0,0
0,0,504.469,0.0,2.0,199.0,1
0,1,114.2322,299.0,3.0,120.0,0
1,1,68.0074,0.0,6.0,119.0,0
1,1,133.0038,278.0,1.0,119.0,0
1,0,185.6017,0.0,2.0,0.0,1
1,0,76.4199,0.0,2.0,179.0,1
1,0,145.7155,0.0,7.0,80.0,0
1,0,232.3123,0.0,1.0,159.0,1
0,0,49.6488,219.0,2.0,258.0,0
1,0,114.0395,0.0,3.0,80.0,1
0,0,65.0538,0.0,5.0,20.0,0
1,0,120.9339,0.0,1.0,99.0,1
1,0,132.3707,0.0,2.0,99.0,1
1,0,70.5195,715.0,2.0,437.0,0
1,0,440.696,0.0,2.0,99.0,1
0,0,189.1719,238.0,3.0,99.0,0
1,0,315.0873,0.0,1.0,99.0,0
1,0,34.4093,457.0,3.0,119.0,0
1,1,332.5432,716.0,1.0,139.0,1
0,0,129.0736,0.0,3.0,199.0,0
1,0,852.7626,0.0,2.0,99.0,1
1,1,95.1315,119.0,2.0,238.0,1
1,0,708.8653,0.0,1.0,80.0,0
1,0,111.5706,0.0,3.0,99.0,0
1,1,449.3607,11140.0,1.0,139.0,0
0,0,116.4302,0.0,3.0,99.0,1
1,0,416.1947,0.0,1.0,179.0,1
0,1,58.6941,477.0,3.0,20.0,0
1,1,0.0,179.0,2.0,0.0,0
0,1,92.2659,99.0,7.0,179.0,1
0,1,189.1904,0.0,2.0,20.0,1
1,0,454.8241,0.0,1.0,199.0,1
1,0,573.4544,278.0,1.0,179.0,0
1,0,337.0534,716.0,1.0,139.0,0
1,0,256.0176,318.0,5.0,99.0,0
1,0,92.5419,0.0,5.0,140.0,0
1,0,398.0452,0.0,7.0,99.0,0
1,0,82.7647,0.0,4.0,99.0,0
1,0,338.0311,0.0,6.0,139.0,1
1,0,90.4268,0.0,1.0,159.0,0
0,0,228.7204,239.0,5.0,99.0,1
1,1,128.0039,258.0,1.0,258.0,0
1,0,57.7235,0.0,2.0,398.0,1
0,0,145.1241,239.0,3.0,159.0,1
1,0,272.3417,0.0,4.0,119.0,0
1,1,90.1998,238.0,1.0,159.0,0
0,1,132.28,358.0,5.0,179.0,1
0,0,81.7863,0.0,4.0,179.0,0
1,0,362.5521,319.0,1.0,159.0,1
0,0,233.8931,0.0,3.0,239.0,1
1,0,199.0226,0.0,4.0,199.0,0
1,0,193.933,3102.0,1.0,0.0,0
0,0,88.955,179.0,3.0,418.0,1
1,0,727.7651,0.0,2.0,199.0,0
1,0,222.7667,0.0,2.0,558.0,1
1,0,397.5487,0.0,1.0,298.0,1
1,0,260.0077,0.0,5.0,99.0,0
1,0,0.0,0.0,1.0,0.0,1
0,1,115.0043,99.0,7.0,219.0,0
1,1,47.2969,636.0,5.0,278.0,0
1,1,140.2926,278.0,1.0,119.0,0
1,1,123.0447,1012.0,5.0,99.0,0
1,0,100.7224,0.0,1.0,239.0,1
1,0,277.9658,0.0,4.0,139.0,1
1,1,24.0208,2051.0,3.0,140.0,0
0,1,279.4351,378.0,1.0,139.0,0
1,0,123.0366,796.0,1.0,159.0,1
1,1,97.1854,99.0,6.0,139.0,0
1,0,234.0534,0.0,6.0,139.0,0
1,0,374.4129,0.0,1.0,319.0,0
1,0,128.8875,994.0,1.0,0.0,0
1,0,202.094,0.0,4.0,80.0,0
1,0,0.0,0.0,1.0,0.0,1
1,0,54.5894,0.0,4.0,80.0,0
1,0,71.1688,318.0,1.0,139.0,0
1,0,148.4082,0.0,4.0,179.0,0
1,1,144.0868,298.0,1.0,0.0,1
1,0,77.9295,0.0,2.0,139.0,1
1,0,237.4026,0.0,1.0,139.0,1
1,0,632.0198,99.0,3.0,99.0,0
1,0,68.0147,159.0,2.0,238.0,0
1,0,759.3958,357.0,5.0,358.0,0
1,1,263.1216,80.0,1.0,100.0,1
1,0,262.5452,0.0,1.0,159.0,1
1,0,243.6144,0.0,3.0,199.0,1
1,0,525.8156,0.0,1.0,179.0,1
1,0,119.7539,0.0,1.0,219.0,1
0,0,117.2732,139.0,5.0,319.0,0
1,0,122.9309,537.0,4.0,219.0,0
1,0,120.3038,0.0,2.0,159.0,0
1,0,0.0,0.0,2.0,0.0,1
0,0,128.8759,0.0,7.0,99.0,0
1,0,166.1084,0.0,4.0,219.0,1
1,0,74.6726,557.0,2.0,139.0,1
1,0,127.1417,0.0,1.0,119.0,0
1,1,121.7539,2085.0,1.0,159.0,1
1,0,362.4472,0.0,7.0,139.0,0
1,0,462.0444,318.0,1.0,139.0,0
1,0,16.0312,159.0,4.0,278.0,1
1,0,53.7587,0.0,2.0,80.0,0
1,0,267.1516,1550.0,2.0,99.0,1
1,0,437.4837,80.0,8.0,80.0,0
1,0,126.0992,0.0,2.0,338.0,1
1,0,66.4831,0.0,3.0,99.0,1
1,0,875.8225,0.0,1.0,278.0,1
1,0,170.0471,0.0,2.0,179.0,0
1,0,107.2054,0.0,6.0,80.0,1
1,0,98.387,0.0,1.0,159.0,1
1,0,206.6422,0.0,3.0,139.0,0
1,0,70.7107,0.0,4.0,99.0,0
1,0,126.0992,0.0,2.0,80.0,1
0,1,478.9259,0.0,2.0,179.0,0
1,0,0.0,0.0,1.0,0.0,0
1,1,623.3883,298.0,2.0,199.0,0
1,0,450.4942,0.0,1.0,179.0,0
1,0,128.9961,0.0,1.0,20.0,0
1,0,114.2804,0.0,3.0,298.0,0
1,0,243.6658,0.0,6.0,258.0,1
1,0,42.107,0.0,2.0,199.0,0
1,0,231.1385,0.0,1.0,139.0,0
1,0,314.56,0.0,1.0,99.0,0
1,0,492.8661,0.0,1.0,139.0,1
0,0,50.1597,0.0,6.0,159.0,1
1,1,83.3607,259.0,1.0,179.0,0
0,1,87.2983,99.0,1.0,99.0,0
1,0,52.2015,0.0,3.0,119.0,0
1,1,0.0,399.0,1.0,0.0,1
1,0,32.5576,0.0,3.0,159.0,1
0,0,93.723,0.0,2.0,119.0,1
0,0,51.0098,0.0,4.0,219.0,0
0,0,278.3038,4931.0,2.0,179.0,0
0,0,141.6757,0.0,6.0,159.0,0
1,0,35.6931,179.0,2.0,179.0,0
1,0,140.0714,0.0,1.0,159.0,1
0,0,30.3645,278.0,3.0,139.0,1
1,0,53.1507,139.0,2.0,219.0,1
1,0,167.863,0.0,5.0,159.0,0
1,0,602.2765,0.0,1.0,159.0,0
1,0,67.6018,0.0,2.0,199.0,0
1,0,191.5881,0.0,3.0,80.0,0
1,1,161.5488,119.0,1.0,159.0,0
1,0,717.9979,0.0,1.0,139.0,1
1,1,98.2344,179.0,4.0,119.0,1
1,1,34.9857,1054.0,6.0,119.0,0
1,0,70.859,0.0,3.0,119.0,0
1,0,103.4698,0.0,8.0,179.0,0
0,0,79.6994,0.0,6.0,159.0,1
1,0,120.1499,139.0,2.0,298.0,1
1,0,216.1157,0.0,1.0,179.0,1
1,0,219.6952,0.0,1.0,179.0,1
1,0,134.3726,0.0,5.0,80.0,0
1,0,528.0502,0.0,1.0,179.0,0
0,0,101.5972,477.0,2.0,199.0,0
1,0,91.214,0.0,5.0,159.0,1
1,0,754.1419,0.0,2.0,159.0,1
1,1,86.5794,119.0,1.0,99.0,1
1,0,481.9315,0.0,1.0,99.0,0
1,0,875.7288,596.0,1.0,199.0,0
0,0,92.9139,0.0,7.0,199.0,0
1,0,616.6628,0.0,1.0,199.0,0
1,0,244.7059,0.0,5.0,99.0,1
1,0,312.2467,0.0,3.0,139.0,1
0,0,224.8644,0.0,5.0,99.0,1
1,0,265.859,180.0,1.0,99.0,1
1,0,11.4018,0.0,3.0,159.0,0
1,0,90.0,0.0,2.0,119.0,0
1,0,71.218,0.0,1.0,219.0,1
1,0,163.7834,0.0,2.0,119.0,1
0,0,63.8905,179.0,3.0,418.0,1
1,0,234.1367,0.0,6.0,239.0,0
1,0,175.4537,0.0,1.0,119.0,1
1,1,183.4693,119.0,4.0,179.0,0
0,0,462.3851,258.0,1.0,258.0,0
1,1,66.4078,119.0,4.0,159.0,0
1,0,86.1626,0.0,6.0,159.0,1
1,0,438.8086,0.0,1.0,99.0,0
1,0,0.0,0.0,2.0,0.0,1
1,0,60.6712,0.0,4.0,139.0,1
1,0,145.9075,0.0,1.0,298.0,1
1,0,49.5782,139.0,2.0,139.0,0
1,0,458.3939,258.0,1.0,199.0,1
1,0,250.7269,239.0,2.0,99.0,1
1,0,264.6224,0.0,1.0,139.0,0
0,0,281.8244,0.0,6.0,179.0,1
1,1,83.7257,99.0,2.0,179.0,1
1,0,465.0871,0.0,5.0,80.0,0
0,0,170.2939,0.0,1.0,238.0,0
1,0,110.2769,0.0,1.0,179.0,0
1,0,230.3758,0.0,5.0,219.0,1
1,0,27.8568,0.0,5.0,159.0,0
1,1,74.3236,436.0,2.0,119.0,1
1,0,99.4786,3062.0,1.0,139.0,1
1,0,123.9677,0.0,4.0,318.0,0
1,0,131.1869,0.0,1.0,179.0,1
1,1,171.0497,4861.0,2.0,199.0,0
1,0,794.0006,0.0,8.0,199.0,0
1,0,183.1338,119.0,3.0,139.0,0
0,0,240.8589,0.0,4.0,179.0,1
1,0,83.4326,0.0,7.0,99.0,0
0,0,61.3922,0.0,6.0,99.0,0
1,0,220.7714,0.0,1.0,99.0,0
1,0,847.1157,0.0,1.0,119.0,1
0,0,46.8402,0.0,7.0,199.0,0
1,0,137.7679,219.0,3.0,99.0,1
0,0,242.825,438.0,6.0,219.0,0
1,0,309.2006,0.0,1.0,259.0,1
1,0,33.541,0.0,3.0,99.0,0
1,0,148.8624,0.0,3.0,278.0,1
1,0,193.6208,119.0,3.0,199.0,1
1,0,26.6833,0.0,4.0,159.0,1
1,0,115.1564,0.0,4.0,179.0,1
1,0,175.5249,0.0,1.0,99.0,1
1,0,345.9133,0.0,1.0,99.0,0
1,0,99.0353,0.0,1.0,99.0,0
0,1,692.3034,139.0,1.0,80.0,1
1,0,679.4645,0.0,1.0,139.0,1
1,0,123.1016,0.0,5.0,199.0,0
0,0,56.5685,0.0,5.0,159.0,0
0,0,293.0017,278.0,4.0,99.0,0
1,0,21.3776,0.0,2.0,258.0,0
0,1,136.3085,0.0,2.0,99.0,0
1,0,617.9773,0.0,2.0,139.0,1
0,1,145.0414,1352.0,4.0,99.0,0
1,0,897.9337,0.0,2.0,119.0,0
1,1,210.2808,556.0,3.0,119.0,0
1,0,812.7903,0.0,5.0,278.0,0
1,0,0.0,0.0,1.0,0.0,0
0,0,506.08,0.0,6.0,139.0,1
1,0,166.3009,0.0,5.0,139.0,1
0,0,278.7059,0.0,5.0,139.0,1
1,0,133.2254,0.0,3.0,99.0,1
0,0,54.7083,239.0,3.0,139.0,1
1,0,365.4928,0.0,4.0,238.0,0
1,0,87.8009,319.0,1.0,0.0,0
1,1,190.759,318.0,3.0,100.0,0
1,0,387.5693,239.0,5.0,80.0,0
1,0,65.2993,0.0,2.0,239.0,0
0,0,141.5097,0.0,6.0,139.0,1
1,0,96.2549,795.0,4.0,99.0,0
1,0,0.0,0.0,1.0,0.0,1
1,1,26.8701,199.0,5.0,199.0,0
1,0,96.7471,0.0,5.0,80.0,1
1,0,39.0512,0.0,4.0,99.0,1
1,0,51.0882,0.0,8.0,159.0,0
1,1,41.0488,0.0,7.0,219.0,1
1,0,529.7027,0.0,3.0,139.0,1
0,0,221.009,0.0,4.0,219.0,0
1,0,57.28,0.0,3.0,239.0,0
1,1,890.8749,458.0,1.0,100.0,0
1,1,22.3607,0.0,6.0,119.0,1
1,0,10.6301,0.0,4.0,179.0,1
1,0,66.3702,0.0,2.0,119.0,1
1,0,127.0354,0.0,2.0,199.0,1
1,0,95.0053,0.0,2.0,219.0,0
1,0,426.9333,0.0,1.0,99.0,1
1,0,40.05,0.0,5.0,139.0,0
1,0,286.0087,0.0,2.0,139.0,1
1,0,167.869,0.0,2.0,239.0,1
0,0,113.7453,0.0,2.0,179.0,0
1,0,242.8662,0.0,1.0,99.0,0
1,0,210.4899,0.0,3.0,219.0,0
1,0,0.0,0.0,1.0,0.0,1
0,1,101.789,337.0,3.0,80.0,0
1,1,555.9469,1668.0,2.0,179.0,0
1,0,66.1287,0.0,1.0,179.0,1
0,0,127.2517,0.0,2.0,139.0,1
1,0,258.8532,0.0,4.0,219.0,1
0,0,27.6586,238.0,7.0,179.0,1
1,0,65.0,139.0,6.0,219.0,0
1,0,221.5626,0.0,1.0,179.0,1
1,1,177.6288,99.0,1.0,179.0,1
1,0,6.7082,0.0,6.0,119.0,1
1,0,433.3647,437.0,2.0,238.0,1
1,1,97.7394,179.0,2.0,179.0,1
1,1,194.2498,179.0,2.0,159.0,0
1,0,63.3246,0.0,3.0,219.0,0
1,0,805.0894,278.0,1.0,99.0,0
1,0,0.0,199.0,3.0,0.0,0
