firstPassFixDur,landingPos,lastSaccLen,leavingPos,lineNo,meanFixDur,nextFixDur,prevFixPos,pupilDiamLag,pupilDiamMax
99.0,54.2517,117.0043,53.1836,404.0,99.0,99.0,108.2081,0.2978,0.2943
99.0,68.1652,133.0564,59.0021,405.0,99.0,219.0,50.448,0.2978,0.2943
219.0,72.2721,112.0379,66.1532,406.0,219.0,199.0,182.0165,0.2978,0.2978
119.0,62.0504,218.5006,61.5995,423.0,119.0,159.0,0.0,0.0868,0.0868
159.0,116.9273,138.7921,99.9612,424.0,159.0,139.0,103.0049,0.0763,0.0868
139.0,37.4233,201.0305,27.7218,425.0,139.0,139.0,124.908,0.0763,0.0868
139.0,105.2723,508.0465,83.0136,426.0,139.0,318.0,100.0,0.0813,0.0868
318.0,19.5576,87.1737,24.1506,427.0,318.0,139.0,501.5466,0.0813,0.0868
219.0,98.0204,130.1883,86.8058,434.0,219.0,298.0,81.5414,0.2168,0.2168
298.0,97.6281,103.9832,49.0026,440.0,149.0,99.0,632.6271,0.2703,0.0283
99.0,69.161,393.961,48.9923,441.0,99.0,258.0,88.8369,0.2703,0.1968
219.0,71.8401,173.6555,84.7894,442.0,198.5,298.0,327.0061,0.2703,0.1968
99.0,85.3815,171.0855,65.7761,443.0,99.0,219.0,90.1998,0.1968,0.1968
99.0,30.9233,124.5733,43.7321,446.0,99.0,219.0,0.0,0.0823,0.0053
99.0,134.578,82.4621,136.5476,452.0,159.0,219.0,495.202,0.0823,0.0823
298.0,93.2269,153.9813,84.6478,455.0,298.0,656.0,88.7299,0.1298,0.0688
656.0,48.8774,515.2439,62.55,456.0,656.0,159.0,196.8883,0.2128,0.0023
99.0,192.5526,120.8139,102.511,460.0,179.0,219.0,600.3865,0.2128,0.2128
298.0,91.6038,132.9596,99.5038,467.0,278.0,656.0,786.9752,0.1613,0.1523
656.0,65.0173,125.8501,65.4847,473.0,298.0,159.0,145.9075,0.5623,0.1333
219.0,101.789,43.2695,83.5015,474.0,219.0,119.0,107.4477,0.5623,0.1543
119.0,50.4207,88.8876,56.943,475.0,119.0,119.0,91.7061,0.5623,0.1543
179.0,29.4279,194.2453,16.5605,485.0,179.0,219.0,473.676,0.1383,0.0328
219.0,55.5563,180.2006,36.1836,486.0,219.0,239.0,140.8013,0.1383,0.0073
239.0,76.5147,353.958,67.1751,487.0,239.0,99.0,101.0198,0.1383,0.0063
99.0,159.227,772.1026,164.6489,488.0,99.0,258.0,197.0913,0.1383,0.0088
298.0,65.0692,128.2312,80.1265,491.0,298.0,298.0,198.5397,0.1383,0.1383
239.0,84.4408,194.8153,96.8401,496.0,239.0,139.0,494.0334,0.1233,0.0943
298.0,59.357,101.0,71.1003,502.0,298.0,199.0,135.9117,0.0223,0.0608
219.0,81.5552,213.5053,87.023,505.0,159.0,239.0,89.1572,0.1853,-0.0092
239.0,161.5008,101.8455,141.5495,506.0,219.0,99.0,59.0762,0.1853,0.0078
139.0,66.7776,103.5495,65.797,515.0,139.0,179.0,773.3589,0.4488,0.1318
239.0,90.3064,80.0078,78.5016,516.0,179.0,139.0,94.0691,0.4488,0.1318
139.0,116.182,208.5402,106.8,517.0,139.0,139.0,96.2133,0.4488,0.1268
139.0,25.4804,220.096,10.5119,518.0,139.0,99.0,177.1384,0.4488,0.1268
99.0,101.8835,276.6464,95.0815,531.0,99.0,99.0,0.0,0.1968,0.1243
99.0,49.0433,273.7449,21.3776,532.0,99.0,238.0,229.3687,0.1968,0.1243
258.0,93.6496,132.5028,107.5512,537.0,258.0,139.0,667.69,0.2003,0.1968
159.0,62.4039,244.2396,69.7603,539.0,159.0,139.0,146.1848,0.2083,0.1968
159.0,90.7965,95.4385,98.2866,543.0,219.0,139.0,775.893,0.2083,0.1303
259.0,72.9932,121.1218,96.7187,556.0,259.0,159.0,612.2222,0.0853,0.0853
159.0,67.9559,59.8415,68.4288,557.0,159.0,219.0,118.5622,0.0958,0.0853
179.0,13.6565,165.9164,23.6008,559.0,179.0,139.0,84.0536,0.1138,0.0853
139.0,72.8371,129.2604,81.6532,568.0,139.0,139.0,560.7655,0.1538,0.1138
139.0,111.3643,129.3223,101.6132,569.0,139.0,139.0,21.1896,0.1538,0.1138
199.0,122.9075,338.9207,126.0248,577.0,199.0,378.0,467.6067,0.1978,0.1538
378.0,31.6623,437.0309,24.8646,578.0,378.0,80.0,305.3211,0.1978,0.0168
298.0,56.225,116.2422,36.8409,581.0,298.0,219.0,340.3895,0.7263,0.1978
199.0,53.782,124.0585,51.3931,595.0,199.0,239.0,579.4972,0.1378,0.2068
239.0,15.8824,70.8467,11.7154,596.0,239.0,99.0,125.8769,0.1378,0.1258
99.0,7.2801,189.2564,14.5086,597.0,99.0,298.0,80.0625,0.1233,0.1378
298.0,34.6771,89.8012,30.8058,598.0,298.0,179.0,182.2142,0.1233,0.1378
179.0,16.6208,88.0696,18.7417,599.0,179.0,139.0,77.1622,0.0738,0.1378
99.0,14.0,274.8568,17.1026,604.0,99.0,258.0,270.7176,0.3303,0.0608
258.0,44.139,183.0826,62.7415,605.0,258.0,199.0,320.1265,0.3303,0.0738
139.0,119.4194,101.4359,133.9039,614.0,139.0,258.0,0.0,0.1676,0.0721
258.0,52.5214,258.9363,61.9879,615.0,258.0,199.0,141.1559,0.1676,0.0891
318.0,68.2825,150.3671,118.5675,627.0,159.0,179.0,187.0107,0.1611,0.0601
179.0,29.2318,157.8171,19.0919,628.0,179.0,199.0,116.1551,0.1611,0.0601
199.0,38.9005,226.4757,40.7063,629.0,199.0,99.0,117.0043,0.1611,0.0571
298.0,81.7588,97.4936,78.6018,632.0,298.0,258.0,250.7927,0.1611,0.1611
258.0,63.5472,75.3293,69.6509,633.0,258.0,179.0,112.45,0.1391,0.1611
179.0,52.5095,86.7943,59.6825,634.0,179.0,179.0,97.7446,0.1391,0.1611
139.0,100.0612,307.0102,80.5062,639.0,139.0,99.0,124.2014,0.0821,0.0781
99.0,69.5881,821.5024,81.5552,640.0,99.0,338.0,235.0085,0.0821,-0.0544
199.0,59.808,340.2117,47.3128,641.0,338.0,99.0,765.0529,0.0821,-0.0544
258.0,101.5012,121.6409,93.0054,642.0,258.0,179.0,268.9907,0.0821,0.0191
298.0,138.4865,157.3181,102.3291,646.0,139.0,258.0,315.2459,0.0841,0.0821
99.0,14.8071,278.004,14.1421,647.0,99.0,199.0,145.9932,0.0841,0.0821
219.0,27.7308,129.2478,8.86,656.0,219.0,159.0,403.1129,0.1676,0.0971
159.0,28.7141,250.0785,4.6098,657.0,159.0,278.0,153.5839,0.1706,0.0971
298.0,112.1985,77.666,114.2716,658.0,278.0,258.0,369.1951,0.1706,0.0971
258.0,97.4166,78.8432,92.3472,659.0,179.0,179.0,132.0189,0.2181,0.0971
179.0,80.5248,156.0008,75.5993,660.0,179.0,179.0,118.4441,0.2221,0.0971
179.0,28.7924,159.3212,24.8244,661.0,179.0,139.0,129.0969,0.2221,0.0801
159.0,10.0,56.2228,39.9061,676.0,159.0,139.0,0.0,0.1326,0.0791
139.0,77.579,158.0008,67.6498,677.0,139.0,80.0,121.7539,0.1326,0.0791
159.0,114.4388,189.6536,107.5419,678.0,80.0,139.0,35.0571,0.1326,0.0791
179.0,64.2515,233.2349,69.694,679.0,179.0,298.0,135.0148,0.1431,0.0791
298.0,29.0043,541.0501,38.5032,680.0,298.0,199.0,232.9571,0.1466,0.0581
199.0,107.5,126.0089,99.0808,681.0,199.0,298.0,642.4866,0.1466,0.0581
298.0,6.265,192.0059,12.8062,682.0,298.0,338.0,127.0354,0.1466,0.1326
477.0,74.0017,129.1395,125.025,683.0,238.5,199.0,237.8571,0.1466,0.1326
199.0,117.0523,194.6856,120.1759,684.0,199.0,139.0,13.0,0.1466,0.1431
139.0,36.7049,365.9535,43.203,685.0,139.0,298.0,161.0124,0.1466,0.1466
557.0,63.5079,124.6134,69.5881,691.0,557.0,219.0,687.7863,0.2246,0.0466
298.0,86.1452,120.8387,87.6926,694.0,298.0,139.0,81.3941,0.2401,0.2246
557.0,70.2282,417.632,52.5405,695.0,139.0,219.0,123.0366,0.2401,0.2246
139.0,3.9051,369.0166,5.2202,711.0,139.0,139.0,98.27,0.0751,0.0771
139.0,43.0465,127.0984,51.6188,712.0,139.0,239.0,418.0191,0.0696,0.0751
239.0,42.3615,168.5007,39.538,713.0,239.0,139.0,170.0265,0.0696,0.0751
139.0,22.3215,105.3233,36.4005,714.0,139.0,199.0,151.0,0.0696,0.0751
199.0,8.4853,198.0227,4.6098,715.0,199.0,99.0,94.1116,0.0696,0.0611
218.0,109.5,138.5577,106.5751,716.0,109.0,199.0,93.0,0.0696,0.0696
199.0,80.399,116.3454,78.5064,717.0,199.0,199.0,57.1402,0.0696,0.0696
219.0,28.6356,381.5659,27.5363,723.0,219.0,159.0,93.984,0.0271,-0.0154
199.0,20.1804,89.0126,38.2655,724.0,159.0,139.0,398.2123,0.0316,-0.0154
477.0,86.0523,85.3361,85.279,725.0,80.0,199.0,168.0268,0.0316,-0.0154
199.0,127.0089,100.6293,121.1033,726.0,179.0,298.0,114.0219,0.0316,0.0271
139.0,77.0146,128.0088,81.3019,727.0,278.0,80.0,156.6046,0.0361,0.0271
159.0,98.1542,196.7803,156.6796,728.0,258.5,139.0,31.3209,0.0361,0.0271
179.0,115.4123,214.2825,113.5275,729.0,179.0,298.0,79.6304,0.0756,-0.0104
298.0,45.5467,109.1662,27.8927,730.0,159.0,199.0,171.0731,0.0756,0.0316
99.0,35.5844,498.2622,40.6602,731.0,99.0,159.0,151.0132,0.0756,0.0316
199.0,71.8923,169.0044,209.1937,732.0,159.0,298.0,565.0434,0.0756,0.0361
477.0,61.9556,186.1511,67.2681,733.0,199.0,199.0,224.544,0.0756,0.0361
199.0,116.0097,171.0117,118.0011,734.0,298.0,139.0,69.2604,0.0756,0.0361
139.0,8.1394,357.8243,18.8215,735.0,139.0,298.0,169.0118,0.0756,0.0436
557.0,67.4463,155.0,71.507,738.0,199.0,219.0,210.6846,0.0626,0.0756
159.0,100.3606,182.8066,96.3756,739.0,159.0,179.0,52.7731,0.0626,0.0756
298.0,71.7844,152.1003,88.285,740.0,179.0,139.0,233.1545,0.0831,0.0486
139.0,28.3064,159.38,25.5,741.0,80.0,239.0,131.746,0.1391,0.0626
139.0,112.5044,245.002,99.6092,742.0,119.0,199.0,43.0465,0.1391,0.0626
139.0,161.3103,550.8223,152.5008,743.0,139.0,199.0,81.2219,0.1391,0.0626
199.0,37.4066,444.1804,43.3647,762.0,199.0,119.0,0.0,0.1296,0.0301
199.0,83.7929,184.017,94.0479,768.0,199.0,238.0,327.2323,0.1351,0.1296
238.0,10.5475,22.809,7.9057,769.0,238.0,119.0,199.1231,0.1351,0.1296
119.0,69.4064,275.7,65.2763,770.0,119.0,219.0,95.1315,0.1351,0.0756
219.0,91.6106,471.8805,83.0376,771.0,219.0,139.0,182.0989,0.1351,0.0756
537.0,81.5138,105.5047,85.0059,774.0,537.0,219.0,343.2157,0.1396,0.1351
219.0,60.5516,425.0238,76.0953,778.0,219.0,119.0,233.6343,0.1396,0.0856
218.0,5.2202,514.3953,77.682,779.0,109.0,219.0,429.0186,0.1396,0.1396
219.0,42.9418,55.7584,46.4866,780.0,219.0,179.0,556.1187,0.1341,0.1396
179.0,25.0,163.6437,10.7355,781.0,179.0,119.0,29.9666,0.2406,0.1396
218.0,9.5131,140.1606,19.78,782.0,109.0,139.0,170.845,0.2406,0.1396
219.0,79.8389,257.3908,91.9307,783.0,109.5,99.0,185.6475,0.2406,0.0996
258.0,60.9036,82.4212,63.3877,790.0,258.0,99.0,0.0,0.0386,0.1566
99.0,39.5506,80.128,38.5811,791.0,99.0,139.0,98.0051,0.0681,0.1566
258.0,68.3593,236.9346,77.0016,792.0,139.0,99.0,91.2853,0.0681,0.1566
99.0,82.5984,233.5048,71.3863,798.0,179.0,139.0,193.2046,0.1211,0.0681
119.0,38.5811,99.7647,31.0,799.0,119.0,298.0,189.5943,0.1211,0.0681
179.0,119.5847,87.4486,105.5426,804.0,179.0,99.0,491.753,0.1211,0.0616
179.0,97.6588,123.2325,108.8508,807.0,239.0,99.0,297.2491,0.1796,0.1211
219.0,10.0,93.0054,15.0748,816.0,109.5,179.0,550.5534,0.1296,0.1796
179.0,74.7412,268.6471,78.4251,817.0,179.0,80.0,127.2831,0.1296,0.1796
80.0,70.9454,162.7775,63.0734,818.0,80.0,80.0,190.213,0.1296,-0.0269
80.0,7.5,783.1706,12.5897,819.0,80.0,99.0,156.3202,0.1296,0.0941
397.0,96.6294,87.1321,35.4189,820.0,198.5,298.0,855.9673,0.1296,0.0986
258.0,57.5543,114.2804,59.2115,821.0,298.0,99.0,144.0868,0.1881,0.1296
99.0,61.8547,90.3244,72.6722,822.0,338.0,139.0,96.0208,0.1881,0.1296
179.0,64.002,103.1467,58.5342,826.0,298.0,99.0,373.7191,0.1226,0.1881
298.0,46.0435,249.2569,97.1288,832.0,149.0,219.0,0.0,0.0966,0.0966
378.0,108.3421,320.3268,111.325,838.0,189.0,437.0,780.034,0.1771,0.0611
258.0,117.0171,248.8785,121.0372,844.0,258.0,398.0,95.462,0.2001,0.1771
378.0,79.8326,103.2582,101.0606,850.0,358.0,437.0,704.3756,0.1951,0.1441
239.0,30.2655,119.0,29.1204,858.0,239.0,139.0,192.398,0.1039,0.0374
139.0,86.6487,62.2294,73.2888,859.0,139.0,179.0,35.805,0.1039,0.0634
179.0,6.265,186.1196,24.3977,860.0,179.0,199.0,56.0892,0.1039,0.0879
298.0,103.8087,81.0586,70.9454,861.0,149.0,259.0,266.1015,0.1169,0.1039
337.0,193.6214,86.3308,84.6197,868.0,168.5,99.0,540.46,0.5124,0.1244
298.0,57.8662,61.6786,72.0035,869.0,149.0,119.0,116.7262,0.5124,0.1339
179.0,35.4013,164.0732,32.249,881.0,179.0,139.0,80.9506,0.1469,0.1294
139.0,56.4624,274.5656,51.4198,882.0,139.0,219.0,213.0,0.1469,0.1469
179.0,143.6323,300.0104,68.9366,883.0,149.5,139.0,134.2125,0.1469,0.1469
239.0,67.5019,112.5278,79.7653,884.0,239.0,338.0,340.9692,0.1054,0.1469
338.0,56.1427,136.8,51.0612,885.0,338.0,159.0,61.0082,0.1054,0.1469
159.0,75.8568,218.1656,73.5697,888.0,159.0,179.0,207.6463,0.5964,0.1054
179.0,85.5935,188.914,80.9089,889.0,179.0,199.0,128.2653,0.5964,0.1054
258.0,85.7001,190.8625,73.9341,892.0,129.0,99.0,104.7378,0.5964,0.0929
99.0,87.5357,351.4232,86.2844,898.0,99.0,258.0,0.0,0.1159,0.0124
258.0,83.3022,251.7628,94.0811,899.0,258.0,338.0,284.176,0.1159,0.0124
338.0,57.9159,173.1416,48.283,900.0,338.0,199.0,220.4359,0.1294,-0.0191
199.0,80.6861,45.1359,80.5621,901.0,199.0,179.0,96.8762,0.1294,0.0124
179.0,44.5253,755.4932,51.7929,902.0,179.0,219.0,34.2053,0.1294,0.0194
258.0,85.8836,348.5111,75.1482,906.0,258.0,119.0,493.6527,0.1529,0.1294
119.0,66.2061,90.7373,66.7027,907.0,119.0,99.0,298.1174,0.1529,0.1294
99.0,61.2413,95.7079,55.644,912.0,99.0,119.0,269.7425,0.0924,0.1529
119.0,122.5163,140.4724,127.548,913.0,119.0,139.0,191.6377,0.0924,0.1529
139.0,63.3482,421.9034,63.0317,914.0,139.0,179.0,80.1561,0.0924,0.1529
179.0,33.234,307.6792,44.4185,915.0,179.0,139.0,443.4603,0.0819,0.1529
258.0,55.9151,510.8035,142.1979,916.0,129.0,298.0,258.745,0.0819,0.0924
199.0,68.593,174.6461,53.9282,918.0,199.0,159.0,346.7059,0.0819,0.0704
159.0,114.1775,113.9517,114.6843,919.0,159.0,159.0,51.4782,0.0819,0.0494
258.0,84.8779,194.9006,80.6226,921.0,159.0,119.0,162.8158,0.0509,0.0819
139.0,138.0154,173.8368,131.8797,922.0,139.0,139.0,61.0328,0.0764,0.0819
99.0,95.6883,77.1038,94.2404,931.0,278.0,258.0,282.3119,0.0814,0.0954
199.0,60.6012,149.7707,37.1652,940.0,219.0,179.0,471.4446,-0.0171,-0.0171
179.0,77.5145,0.0,78.1601,941.0,179.0,219.0,64.195,0.0039,0.0039
179.0,41.9672,884.5575,42.7931,943.0,179.0,219.0,0.0,0.2099,0.1394
199.0,86.9612,220.0528,78.5016,945.0,199.0,159.0,105.6456,0.2099,0.1394
159.0,66.1154,106.0389,66.7533,946.0,159.0,119.0,279.3081,0.2099,0.1394
119.0,8.0156,381.1263,6.1847,947.0,119.0,80.0,105.7592,0.2099,0.1339
80.0,81.939,143.0638,68.0074,948.0,80.0,80.0,374.9453,0.2059,0.1764
139.0,47.6051,257.2086,35.4683,960.0,139.0,497.0,165.0121,0.1309,0.0954
497.0,125.504,246.7919,133.515,961.0,497.0,298.0,226.1349,0.1309,0.0954
298.0,87.1321,241.2494,85.6519,962.0,298.0,119.0,167.5858,0.2074,0.0309
119.0,73.7902,238.7179,68.6477,963.0,119.0,139.0,173.0462,0.2094,0.0209
139.0,110.1556,725.1,100.6007,964.0,139.0,139.0,133.4166,0.2094,0.0529
139.0,53.033,120.6451,60.1041,967.0,139.0,497.0,95.7183,0.2094,0.1934
258.0,74.3303,101.0111,55.1453,970.0,129.0,219.0,568.2904,0.2049,0.2094
219.0,60.2764,94.5304,53.5584,971.0,219.0,199.0,92.6175,0.1449,0.2094
199.0,44.1418,148.054,45.0472,972.0,199.0,179.0,95.1315,0.0989,0.2094
179.0,3.9051,162.2421,6.0208,973.0,179.0,80.0,139.4346,0.0989,0.2049
80.0,67.6702,205.9235,71.9253,974.0,80.0,139.0,94.4299,0.0989,0.1449
139.0,34.0037,127.7047,39.6989,975.0,139.0,139.0,176.2839,0.0989,0.0869
139.0,13.2853,468.7177,16.7108,976.0,139.0,258.0,137.4118,0.0989,0.0869
139.0,56.029,84.8896,47.2969,980.0,259.0,497.0,92.0978,0.1174,0.0989
80.0,151.0174,113.3854,155.7321,982.0,80.0,80.0,233.8931,0.1174,0.0084
80.0,106.2132,470.5327,101.9436,983.0,80.0,338.0,9.434,0.1174,0.0084
497.0,67.1733,244.5736,84.5059,988.0,238.0,298.0,426.3918,0.0989,0.1174
298.0,35.3553,83.3562,31.0161,989.0,139.0,119.0,211.2368,0.0989,0.1174
497.0,86.5794,576.5312,163.5191,993.0,119.0,298.0,386.7609,0.0989,0.0954
139.0,114.3164,190.5151,110.8264,994.0,139.0,100.0,461.0694,0.0989,0.0784
100.0,46.8241,934.2292,41.9672,995.0,100.0,278.0,145.4166,0.0989,0.0989
99.0,28.0179,126.58,30.6961,1003.0,99.0,179.0,0.0,0.1274,0.0194
259.0,84.0387,113.3711,109.6141,1009.0,259.0,278.0,670.0716,0.1274,0.1274
199.0,90.8639,142.4114,93.5361,1014.0,199.0,239.0,307.5614,0.1294,0.0329
239.0,97.5141,205.4343,102.0049,1015.0,239.0,99.0,46.0109,0.1294,0.0329
99.0,47.6051,131.0057,41.0396,1016.0,99.0,258.0,247.7761,0.1294,0.0329
258.0,16.9779,247.2231,18.7216,1017.0,258.0,159.0,107.3778,0.1294,0.0329
675.0,124.287,294.7003,162.3399,1018.0,168.75,119.0,118.2074,0.1429,0.0229
119.0,180.5436,121.4434,161.868,1019.0,119.0,99.0,468.3674,0.1429,0.1294
218.0,72.4241,103.4843,71.0862,1020.0,109.0,258.0,191.4706,0.1429,0.1294
218.0,48.5644,591.0763,53.033,1024.0,139.0,258.0,210.6609,0.1254,0.0229
259.0,137.052,66.191,149.4021,1029.0,119.0,278.0,484.5998,0.1189,0.1254
259.0,155.5201,174.5,145.0009,1032.0,159.0,278.0,231.8211,0.1189,0.1254
99.0,32.5038,306.9796,32.249,1033.0,159.0,179.0,142.0035,0.1189,0.1189
199.0,98.2102,53.2259,97.0387,1035.0,99.0,239.0,103.769,0.1359,0.1189
239.0,59.4348,132.5009,49.6236,1040.0,179.0,99.0,373.4836,0.2389,0.0984
199.0,54.0833,99.6519,55.0023,1041.0,199.0,239.0,187.0027,0.2389,0.0984
99.0,62.3318,135.7765,69.3758,1042.0,199.0,258.0,101.8332,0.2389,0.0984
258.0,50.1224,155.7153,63.002,1043.0,139.0,159.0,88.6454,0.2389,0.1359
119.0,76.0428,142.486,77.0146,1044.0,159.0,99.0,229.5387,0.2389,0.1359
219.0,31.6938,145.6511,30.3356,1045.0,219.0,80.0,102.2595,0.2389,0.1709
218.0,84.5931,157.5508,86.5592,1046.0,109.5,258.0,233.7905,0.2344,0.2389
119.0,13.0863,229.7129,13.7295,1047.0,119.0,179.0,146.2395,0.1319,0.2389
99.0,60.1685,166.2897,56.7208,1052.0,99.0,258.0,341.6724,0.3684,0.0624
298.0,137.052,211.5095,97.6281,1065.0,149.0,239.0,388.0322,0.1034,0.1024
239.0,140.1749,152.4508,151.5726,1066.0,239.0,139.0,71.4493,0.1034,0.1034
139.0,53.0094,358.8109,43.6835,1067.0,139.0,199.0,96.5194,0.0854,0.1034
119.0,27.2947,228.6099,56.8793,1074.0,119.0,99.0,0.0,0.1794,0.1484
119.0,57.0351,306.7544,60.7166,1086.0,119.0,99.0,631.3414,0.0489,0.1224
99.0,247.5081,304.9004,251.739,1087.0,99.0,99.0,61.9839,0.0489,0.1224
159.0,40.7185,216.2088,52.5024,1094.0,159.0,258.0,159.3142,-0.0216,-0.0086
258.0,53.106,133.4541,48.5644,1095.0,258.0,139.0,172.1656,0.0079,-0.0086
139.0,78.9589,253.6912,100.211,1096.0,139.0,179.0,54.9181,0.0079,-0.0216
119.0,90.5221,176.098,86.209,1099.0,238.0,99.0,104.8904,0.0874,-0.0556
139.0,155.8541,149.5201,155.7321,1100.0,139.0,238.0,22.3607,0.1229,-0.0376
238.0,136.5915,150.5075,127.2517,1101.0,238.0,259.0,271.0166,0.1229,-0.0376
259.0,24.3824,160.0195,30.0042,1102.0,259.0,199.0,126.1428,0.1694,0.0079
199.0,155.0129,175.5007,157.0127,1103.0,199.0,199.0,286.81,0.1819,0.0079
199.0,21.5523,178.7659,13.2004,1104.0,199.0,179.0,158.1139,0.1819,0.0079
119.0,37.977,139.23,28.2179,1112.0,119.0,99.0,720.3811,0.1819,0.1819
99.0,88.6002,254.0049,82.4621,1115.0,99.0,139.0,0.0,0.3018,0.0288
139.0,8.2765,37.0135,14.5774,1116.0,139.0,159.0,250.7269,0.3018,0.0768
159.0,62.2133,94.5423,64.5,1117.0,159.0,239.0,103.0437,0.3018,0.1258
139.0,67.4685,176.0178,68.1561,1118.0,239.0,159.0,33.2415,0.3158,0.1258
119.0,66.7083,106.8,60.731,1119.0,119.0,139.0,104.1729,0.3158,0.1398
139.0,60.5186,369.041,61.8971,1120.0,139.0,318.0,51.0784,0.3158,0.1883
219.0,94.0213,59.7369,95.2733,1125.0,219.0,179.0,471.7213,0.2948,0.3158
139.0,39.4271,270.9142,34.6771,1127.0,139.0,238.0,278.7436,0.2948,0.2553
219.0,72.7908,98.5812,60.102,1129.0,199.0,179.0,98.7927,0.2793,0.2948
298.0,21.095,75.1798,16.3783,1130.0,298.0,80.0,83.006,0.2563,0.2948
319.0,39.702,96.6049,128.3793,1131.0,106.3333,219.0,92.6337,0.2848,0.2948
139.0,70.7001,221.338,59.7097,1140.0,139.0,139.0,179.0028,0.2768,0.3803
139.0,42.0773,471.9883,42.4529,1143.0,139.0,119.0,517.6997,0.2768,0.2533
259.0,59.6699,0.0,58.0517,1145.0,259.0,517.0,399.1253,0.2768,0.2768
517.0,10.5119,0.0,18.2003,1146.0,517.0,0.0,262.2689,0.2768,0.2768
298.0,73.0068,63.502,71.7948,1149.0,298.0,239.0,104.7378,0.2343,0.0838
100.0,113.2828,212.9519,113.9397,1154.0,100.0,179.0,241.085,0.3843,0.2163
198.0,35.5985,64.158,25.2834,1159.0,99.0,199.0,209.6521,0.3843,0.2638
218.0,69.0254,39.6138,65.3242,1163.0,109.0,119.0,100.7224,0.4623,0.3843
119.0,61.9879,85.0368,56.5685,1164.0,119.0,338.0,76.2168,0.4623,0.3843
338.0,53.956,227.2427,69.5647,1165.0,338.0,139.0,114.8564,0.4623,0.3533
219.0,14.2302,661.274,19.1442,1166.0,109.5,179.0,230.0022,0.4623,0.4623
139.0,84.6419,347.5245,81.4325,1172.0,139.0,239.0,196.2167,0.0643,0.0223
139.0,22.1416,186.6039,6.5765,1175.0,139.0,119.0,88.5889,0.3568,0.0088
119.0,130.5077,81.0015,124.6154,1176.0,119.0,298.0,286.0017,0.3568,0.0383
139.0,68.9638,232.8626,69.464,1186.0,139.0,99.0,96.2133,0.0188,-0.0422
496.0,153.8059,98.9949,59.6699,1187.0,165.3333,139.0,198.2952,0.0263,-0.0442
139.0,49.1172,84.7835,53.4462,1188.0,139.0,119.0,95.8019,0.0263,-0.0602
239.0,53.2541,174.5236,63.8847,1201.0,239.0,80.0,476.1197,0.1793,0.1803
80.0,86.7078,66.2212,97.7816,1202.0,80.0,179.0,98.3514,0.1793,0.1803
179.0,47.016,276.0349,46.6154,1203.0,179.0,199.0,36.6197,0.1793,0.1803
199.0,45.2134,683.9819,41.9672,1213.0,199.0,159.0,76.2758,0.6678,0.1208
139.0,83.8525,0.0,80.0391,1215.0,179.0,99.0,105.4751,0.1208,0.1208
199.0,19.4487,0.0,16.3783,1216.0,99.0,159.0,767.9714,0.6678,0.6678
139.0,81.6364,171.1213,90.2497,1217.0,139.0,219.0,0.0,0.0438,-0.0577
219.0,99.6017,86.6631,105.245,1218.0,219.0,318.0,256.3299,0.0438,-0.0512
318.0,72.0347,100.6007,65.1153,1219.0,318.0,219.0,140.1856,0.0438,-0.0112
219.0,65.9735,123.4555,72.2305,1220.0,219.0,318.0,94.8472,0.0438,0.0083
179.0,58.4209,182.9624,64.4457,1221.0,179.0,139.0,68.0294,0.0438,0.0083
139.0,128.0156,261.6305,114.7454,1222.0,139.0,159.0,57.8705,0.0438,0.0363
159.0,17.0294,65.1959,37.8583,1223.0,159.0,139.0,284.3449,0.0438,0.0438
318.0,61.0921,105.0536,60.0354,1224.0,139.0,219.0,120.0708,0.0328,0.0438
298.0,71.3477,101.2978,61.3555,1230.0,298.0,159.0,73.5391,0.0418,0.1238
258.0,92.1954,64.9327,54.3438,1235.0,129.0,80.0,449.049,0.3878,0.0418
80.0,2.9155,95.5955,16.0,1236.0,80.0,139.0,55.7853,0.3878,0.0418
219.0,84.5725,70.8414,38.5876,1237.0,109.5,139.0,143.2236,0.3878,0.0418
99.0,50.1597,198.4452,63.2851,1243.0,99.0,139.0,108.0463,0.1592,0.0202
80.0,47.5946,103.3852,33.7231,1257.0,80.0,219.0,175.8664,0.2087,0.2087
80.0,56.573,80.1265,96.5117,1265.0,457.0,219.0,228.3265,0.4262,0.1127
99.0,111.3059,148.9178,131.4544,1272.0,99.0,199.0,0.0,0.0487,0.1217
199.0,66.9216,62.1168,80.0562,1276.0,199.0,179.0,358.0796,0.1167,0.0487
179.0,101.2052,53.3385,87.3756,1277.0,179.0,139.0,123.7134,0.1167,0.0487
199.0,11.8849,27.2259,32.0156,1279.0,139.0,179.0,161.0497,0.1167,0.0487
159.0,56.1894,132.6386,59.7181,1280.0,159.0,258.0,76.896,0.1167,0.0487
179.0,58.0194,102.5305,161.5193,1281.0,268.0,139.0,102.4158,0.1232,0.0407
119.0,48.2597,222.7717,57.7256,1282.0,119.0,318.0,66.0076,0.2992,0.1167
259.0,95.1262,262.2794,101.3521,1285.0,259.0,179.0,223.7878,0.3377,0.1167
179.0,73.8597,98.8433,88.7088,1286.0,179.0,199.0,269.1115,0.3377,0.1232
298.0,35.5141,70.4006,63.0714,1288.0,149.0,338.0,155.5956,0.3377,0.2992
179.0,86.4783,256.9012,87.2812,1301.0,89.5,139.0,181.4663,0.2352,0.2202
