assgNo,landingPos,pupilDiamLag
188.0,73.9341,0.663
269.0,36.3456,0.1622
316.0,57.3149,0.6683
136.0,49.5101,-0.0378
49.0,18.0347,0.6206
153.0,48.5489,0.3651
61.0,89.5126,0.0979
327.0,25.5539,0.1587
325.0,20.5973,0.1397
42.0,83.3217,0.0837
308.0,118.4926,-0.0023
73.0,75.1681,0.1097
203.0,34.5398,0.2184
280.0,66.9104,1.0012
91.0,45.2355,0.6906
82.0,63.0635,2.582
78.0,26.8794,1.525
185.0,90.5677,0.404
104.0,59.5021,0.4803
134.0,135.4889,0.1015
182.0,150.0966,0.0526
164.0,49.5101,0.3642
103.0,104.7294,0.248
209.0,44.0454,0.3223
93.0,62.859,-0.0379
236.0,38.7621,0.2906
237.0,39.0,0.4061
12.0,96.199,0.7158
2.0,64.3817,0.0935
203.0,119.6349,0.1124
238.0,119.0683,0.1816
7.0,97.664,0.2269
314.0,64.9192,0.2648
85.0,52.0024,-0.2753
109.0,143.0918,0.403
140.0,71.3863,0.3472
324.0,69.2261,0.4497
278.0,121.3106,0.2083
28.0,98.9571,0.1529
312.0,50.0,0.3023
38.0,64.562,0.1693
90.0,80.7001,1.4802
2.0,70.2157,0.1745
176.0,53.64,0.1121
188.0,61.8971,0.663
125.0,34.5579,0.3628
59.0,96.2211,0.2674
81.0,86.6516,0.556
282.0,25.7391,0.1757
7.0,26.1964,0.2924
289.0,114.4771,0.1792
231.0,37.4767,0.3207
77.0,46.1546,1.261
321.0,181.4635,0.0417
231.0,178.7023,0.2927
238.0,135.8354,0.1816
5.0,47.6681,0.1215
253.0,31.0161,0.3684
146.0,51.6188,0.0246
149.0,31.5159,0.2891
310.0,50.9608,0.2032
309.0,43.9118,0.0647
131.0,14.6373,0.5086
334.0,42.72,0.6975
311.0,58.331,0.1767
246.0,4.0311,0.1988
37.0,79.77,0.1803
315.0,13.0863,0.2028
85.0,18.7417,1.2187
56.0,90.0403,0.2379
157.0,90.5994,0.1903
329.0,8.544,0.3065
307.0,86.6833,0.3547
155.0,84.1264,0.1288
102.0,66.9795,0.237
214.0,58.5235,0.1698
30.0,85.9884,0.0864
93.0,19.4743,-0.0379
5.0,83.9315,0.1215
44.0,100.206,0.2966
276.0,76.9042,0.1448
208.0,66.0019,0.1198
214.0,10.6066,0.2243
300.0,23.838,0.2125
144.0,38.7331,0.1427
172.0,23.7539,0.199
97.0,78.7718,1.1726
229.0,73.0428,0.3627
88.0,15.8824,0.3597
86.0,58.5,1.1002
127.0,90.7042,0.4466
57.0,33.121,0.2743
134.0,55.9866,0.407
78.0,28.4429,-1.206
45.0,115.9526,0.0001
204.0,165.0273,0.3464
142.0,39.2747,0.1072
112.0,124.0816,0.496
176.0,1015.4794,0.1201
330.0,94.1409,0.308
317.0,84.9073,0.1352
174.0,59.7097,0.0775
222.0,43.0639,0.0778
70.0,1086.8179,0.3729
292.0,24.9098,0.1531
296.0,110.7362,0.0621
134.0,84.006,0.0435
61.0,67.1063,0.0984
312.0,64.8845,0.2923
136.0,82.2572,0.0047
186.0,31.3209,0.3765
66.0,265.9497,0.3214
197.0,112.8771,0.1976
226.0,42.4264,-0.0292
169.0,34.5254,0.033
35.0,27.4089,0.3843
5.0,71.5681,0.1855
136.0,9.1924,0.2142
214.0,69.6348,0.2243
2.0,43.6578,0.203
17.0,226.527,0.2083
91.0,62.5,0.6906
174.0,62.155,0.1495
83.0,70.0286,0.19
316.0,63.2653,0.6683
91.0,72.5844,1.4196
200.0,118.2582,0.1795
220.0,40.1622,0.1831
110.0,59.4348,0.058
212.0,60.21,0.2253
215.0,11.8849,0.1708
157.0,48.9336,0.3413
135.0,34.9178,0.211
308.0,21.6449,-0.0023
134.0,73.6495,-0.0385
231.0,100.2958,0.3207
227.0,72.5827,0.0652
45.0,52.7376,0.1361
266.0,36.8409,0.5202
28.0,124.904,0.1529
304.0,130.5421,0.122
248.0,70.7001,0.2298
221.0,101.1781,0.1771
321.0,66.6521,0.3082
54.0,75.6654,0.2544
178.0,83.4865,0.0216
125.0,70.0286,0.2953
37.0,103.9351,0.0263
98.0,55.0318,-0.1324
87.0,69.4874,1.7037
132.0,51.0392,0.2595
92.0,24.3772,1.7096
133.0,23.7697,0.1955
296.0,167.5269,0.0621
267.0,35.7561,0.5592
255.0,60.531,0.2119
83.0,82.3787,1.254
184.0,72.0295,0.332
304.0,57.0789,0.1205
305.0,12.0208,0.1175
61.0,30.0,0.1289
169.0,76.0263,0.253
171.0,50.6211,-0.021
44.0,42.1456,0.2671
329.0,50.5618,0.05
335.0,58.843,0.123
24.0,68.7204,0.1211
125.0,10.1242,0.5303
74.0,63.9531,0.0132
165.0,23.0326,0.133
254.0,36.0902,0.2469
234.0,66.6652,0.4056
46.0,49.2164,0.3311
84.0,25.1098,1.1967
124.0,48.5026,0.1143
6.0,71.1706,0.0115
14.0,70.1231,0.0688
150.0,63.3028,0.2586
258.0,41.1947,0.2114
149.0,70.0643,0.1756
149.0,83.4641,0.2911
246.0,27.0185,0.1988
329.0,45.4588,0.2015
130.0,22.0737,0.3241
177.0,75.738,0.1946
26.0,84.7172,0.2769
100.0,59.0021,0.4355
194.0,83.0136,0.179
33.0,9.8615,0.1819
267.0,21.2132,0.5592
166.0,42.9942,0.494
294.0,29.6057,0.4371
129.0,61.0082,0.3011
334.0,59.0762,0.253
41.0,56.5796,0.3377
213.0,83.3847,0.0963
2.0,49.135,0.203
178.0,53.7587,0.1006
50.0,46.057,0.2126
147.0,46.3303,0.4981
61.0,52.9741,0.1029
5.0,116.1217,0.0915
200.0,96.4689,0.1795
147.0,75.1681,0.4881
174.0,17.4642,0.2215
220.0,85.1469,0.5446
113.0,85.3288,0.1465
286.0,143.2236,0.2052
184.0,33.5894,0.3695
135.0,105.6504,0.01
266.0,11.8533,0.2122
256.0,14.0089,0.3554
129.0,92.0828,0.3416
195.0,76.5588,0.3931
185.0,80.9938,0.404
79.0,79.456,1.1785
91.0,7.0711,0.6906
93.0,14.5774,1.4766
78.0,14.5774,0.7725
305.0,47.2149,0.0925
129.0,50.9166,0.0941
94.0,77.5194,1.9801
144.0,59.6657,-0.0238
11.0,54.6008,0.0854
321.0,86.7208,0.1057
79.0,66.191,-0.5825
238.0,88.0866,0.3266
93.0,77.6032,2.9916
84.0,31.3129,0.7427
146.0,70.5638,0.2226
310.0,53.106,0.3622
211.0,64.1327,0.2988
304.0,89.6674,0.2825
155.0,76.8798,0.1288
140.0,82.5651,0.1052
247.0,78.578,0.2848
97.0,97.0271,0.5336
161.0,47.9505,0.1357
236.0,156.1089,0.2906
256.0,49.8623,0.3554
281.0,153.8254,0.1047
301.0,34.0037,0.279
94.0,99.6255,1.1616
188.0,66.9104,0.076
183.0,85.5365,0.1206
321.0,55.8614,0.2282
278.0,87.023,0.2083
78.0,147.3745,0.319
254.0,47.7624,0.2469
336.0,16.2788,0.1465
168.0,52.2805,0.098
142.0,87.0129,0.2282
115.0,93.984,0.3095
133.0,7.7621,0.0395
27.0,27.074,0.1054
166.0,83.5464,0.162
119.0,20.8626,0.3603
71.0,166.0098,2.7764
166.0,48.7545,0.275
304.0,48.5824,0.2825
72.0,74.5201,0.4364
39.0,77.719,0.1592
181.0,38.9102,0.0811
309.0,37.6198,0.3397
184.0,42.19,0.3695
283.0,53.7587,0.2982
86.0,44.0369,3.0962
66.0,79.5063,0.2954
270.0,81.6838,0.1882
52.0,51.3079,0.0766
185.0,56.3604,0.4285
304.0,70.4557,0.2385
293.0,54.8931,0.1271
269.0,42.7931,0.1937
12.0,40.302,0.3083
185.0,61.5549,0.404
207.0,37.0473,0.4069
21.0,120.2799,0.0971
26.0,17.6139,0.1339
270.0,65.2476,0.1507
61.0,16.4924,0.0874
78.0,9.8234,0.948
33.0,228.8154,0.1819
97.0,110.4774,0.5336
309.0,14.5344,0.3397
240.0,92.0706,0.1416
73.0,70.8696,4.4917
4.0,63.0317,0.259
184.0,83.3547,0.3695
287.0,109.5411,0.1542
161.0,17.3277,0.1572
173.0,82.2344,0.2565
22.0,15.4353,0.2036
229.0,87.8877,0.1432
41.0,40.5123,0.3222
37.0,50.589,0.1803
42.0,15.5322,0.8872
98.0,60.6321,0.5411
73.0,89.0084,2.1322
22.0,66.8599,0.2246
20.0,45.0111,0.1676
278.0,83.0241,0.2133
330.0,66.259,0.308
155.0,45.5247,0.1538
22.0,101.5972,0.1671
57.0,63.7377,0.1628
41.0,116.4302,0.3222
65.0,11.2361,0.0969
219.0,54.5825,0.1586
215.0,89.6172,0.2583
226.0,33.3242,-0.0292
132.0,81.5751,0.1665
65.0,60.4669,0.1054
66.0,95.0053,0.1859
336.0,112.9004,0.1465
22.0,87.5914,0.0271
310.0,54.6466,0.4172
289.0,33.812,0.1237
213.0,27.313,0.1428
281.0,65.1786,0.1047
304.0,17.5642,0.1815
157.0,38.1084,0.0813
14.0,54.5825,0.1613
203.0,48.8109,0.2624
304.0,58.843,0.122
274.0,80.0,0.9383
272.0,39.6232,0.2487
287.0,181.5172,0.2002
273.0,60.3345,0.2002
299.0,38.3308,0.3095
123.0,209.7105,0.1793
261.0,71.0158,0.2479
24.0,32.9621,0.0681
138.0,71.7948,0.2712
208.0,34.176,0.6353
197.0,40.6971,0.1191
150.0,93.8096,0.1186
66.0,37.9012,0.3264
182.0,15.8114,0.1061
135.0,52.1536,0.153
178.0,70.9524,0.0126
304.0,111.7195,0.159
119.0,65.8027,0.3143
135.0,44.071,0.211
119.0,102.8591,0.3173
88.0,20.3961,0.9162
73.0,69.3109,2.1322
78.0,69.7316,0.2085
240.0,54.4518,0.1181
305.0,56.932,0.1175
90.0,74.1569,1.4802
258.0,43.4166,0.1534
306.0,84.9721,0.1875
326.0,106.6607,0.1167
311.0,17.0074,0.1767
6.0,71.2531,0.8065
106.0,62.1631,0.3328
22.0,39.5285,0.2151
18.0,203.8535,0.0853
171.0,36.5137,0.056
57.0,90.312,0.2743
280.0,55.8234,0.2297
191.0,86.5231,0.0939
225.0,83.2857,0.2008
213.0,85.1499,0.3253
269.0,57.3062,0.1937
33.0,73.1471,-0.0086
313.0,60.6177,0.3438
180.0,60.5,0.1126
311.0,76.1643,0.1822
310.0,47.7127,0.3622
233.0,124.5883,0.6557
9.0,26.8561,0.1599
161.0,38.4708,0.1357
92.0,39.5506,0.7876
78.0,148.9841,2.0375
41.0,94.0479,0.3222
134.0,82.7179,0.1755
214.0,63.6396,0.2243
132.0,69.5162,0.131
317.0,42.9331,0.6747
203.0,22.2991,0.2729
49.0,53.4439,0.1091
275.0,87.8877,0.1568
149.0,65.2093,0.2786
99.0,142.6201,0.2765
246.0,22.0907,0.2413
219.0,94.5899,0.0781
23.0,44.8386,0.1296
276.0,86.0131,0.1448
296.0,99.5038,0.0701
136.0,65.5915,0.2337
280.0,27.9732,0.2297
297.0,7.8262,0.1476
24.0,122.0502,0.0681
167.0,21.0238,0.052
98.0,44.3847,0.0771
219.0,49.0102,0.0781
330.0,46.3276,0.308
336.0,138.37,0.1315
281.0,58.6003,0.1047
124.0,71.5489,0.0783
176.0,49.4495,0.1201
135.0,3.3541,0.2775
83.0,40.2244,1.3035
73.0,27.1662,1.8132
50.0,73.9138,0.1491
332.0,63.5,0.1515
273.0,2.6926,0.5007
245.0,22.3215,0.4818
287.0,74.0034,0.1342
180.0,32.8024,0.2701
45.0,95.8188,0.0686
315.0,53.0519,0.2023
21.0,186.9184,0.4941
286.0,2.5,0.2052
149.0,44.4213,0.2786
229.0,137.2334,0.0282
192.0,81.4371,0.0859
222.0,44.9806,0.0818
253.0,65.6906,0.3684
187.0,78.5493,0.124
179.0,28.2843,0.2081
335.0,56.2072,0.123
123.0,118.0614,0.3633
288.0,70.7831,0.2302
139.0,75.3608,0.3847
298.0,20.3039,0.4446
150.0,44.5253,0.2301
179.0,55.4707,0.2841
248.0,76.7756,0.3283
78.0,70.0179,1.0915
157.0,90.824,0.1168
197.0,53.6027,0.1191
180.0,69.0254,0.1126
9.0,34.0331,0.2469
197.0,65.4083,0.1191
154.0,75.326,0.3163
113.0,16.1012,0.1465
292.0,128.6905,0.1531
76.0,10.7935,1.3177
144.0,49.9625,0.1427
94.0,25.0799,1.9801
132.0,45.2383,0.1665
225.0,52.1464,0.1113
163.0,53.7587,0.6357
110.0,67.7588,0.007
41.0,40.2647,0.3222
110.0,26.3865,0.142
226.0,93.5013,0.0293
91.0,70.7142,0.0116
256.0,82.8689,0.2364
159.0,74.6877,0.1433
89.0,40.4475,0.9212
319.0,95.1853,0.2282
225.0,6.6708,0.4033
311.0,39.3573,0.2537
293.0,97.0696,0.2226
217.0,1132.7952,0.1401
276.0,45.7056,0.0183
240.0,100.4117,0.0361
13.0,46.4247,0.1968
246.0,73.0154,0.4633
299.0,58.843,0.0305
155.0,54.1225,0.3358
136.0,50.636,0.0047
321.0,82.5651,0.1837
246.0,166.7461,0.2198
227.0,54.0833,0.2347
87.0,112.3488,1.7037
167.0,67.0671,0.0795
229.0,76.1003,0.0282
165.0,32.0156,0.8215
24.0,22.9456,0.1211
227.0,55.2675,0.0652
179.0,69.2604,0.3516
294.0,130.0346,0.3191
91.0,86.0654,1.0896
204.0,106.7345,0.1829
310.0,18.5068,0.2032
304.0,88.8046,0.1625
151.0,40.7707,0.3916
255.0,48.2312,0.2699
14.0,99.925,0.0823
270.0,39.5601,0.1882
125.0,77.0406,0.0853
197.0,70.0071,0.2776
317.0,267.0253,0.1487
129.0,111.6893,0.3416
157.0,42.8981,0.2443
306.0,127.0846,0.1755
155.0,52.6165,0.1093
5.0,107.0012,0.17
197.0,56.4026,0.1795
131.0,45.8394,0.5086
78.0,76.2775,1.0915
81.0,77.1897,0.9595
254.0,2.5,0.1764
98.0,89.627,0.4221
281.0,79.2102,0.1327
99.0,70.4006,0.2765
225.0,129.3928,0.1113
130.0,75.4404,0.1741
21.0,25.1247,0.2221
96.0,82.7118,1.1741
163.0,128.5632,0.0652
136.0,81.3895,0.3262
231.0,3.6056,0.2697
73.0,56.4734,4.4917
323.0,62.3939,0.2847
187.0,69.2261,0.2845
236.0,57.8705,0.2906
25.0,97.0052,0.1951
44.0,69.4262,0.1921
242.0,82.5379,0.1043
159.0,49.2062,0.1238
133.0,47.5395,0.117
148.0,74.027,0.3006
198.0,44.1192,0.1736
153.0,31.4086,0.3651
57.0,79.2275,0.2743
210.0,4.9497,0.1893
12.0,104.2029,0.3083
143.0,18.7216,0.0522
83.0,83.4416,0.9525
78.0,62.6139,0.319
321.0,83.5539,-0.0083
45.0,46.2088,0.1741
139.0,80.878,0.4932
8.0,34.2381,0.0959
74.0,64.5949,1.4757
250.0,52.2901,0.2028
203.0,58.6963,0.2184
129.0,55.8323,0.0941
9.0,17.1026,0.1774
142.0,4.5277,0.2962
192.0,42.5735,0.0859
144.0,75.8765,-0.0238
288.0,52.6711,0.2302
297.0,40.7983,0.1461
87.0,59.4138,1.9487
174.0,96.566,0.127
163.0,62.7415,0.0652
167.0,72.5827,0.0825
18.0,161.3103,0.1538
91.0,49.8197,1.0896
57.0,41.8808,0.1739
78.0,80.114,0.7725
2.0,42.0862,0.203
306.0,85.8618,0.193
98.0,42.0387,-0.1324
5.0,84.0387,0.17
142.0,41.824,0.2337
171.0,31.0644,-0.021
83.0,53.4439,0.19
251.0,69.1809,0.2033
266.0,65.0481,0.2122
334.0,20.1556,0.253
173.0,8.2006,0.237
118.0,40.0281,0.4338
285.0,47.5395,0.4067
304.0,16.7705,0.4325
58.0,70.799,0.4189
201.0,67.0019,0.3014
86.0,50.8552,0.6997
161.0,76.4739,0.1572
164.0,67.2309,0.3642
330.0,66.2514,0.308
235.0,37.7525,0.3061
153.0,74.4312,0.4191
100.0,58.5171,-0.07
184.0,35.7106,0.179
122.0,110.8388,0.1218
293.0,179.4714,0.2401
304.0,25.5,0.207
100.0,142.7323,0.0005
283.0,124.0454,0.1462
215.0,49.7041,0.4063
333.0,66.1098,0.344
87.0,43.4108,1.7037
169.0,90.802,0.1325
277.0,106.5692,0.1643
213.0,80.5062,0.3253
4.0,180.8349,0.2875
293.0,87.6156,0.2636
236.0,4.6098,0.2451
81.0,56.4469,1.15
253.0,70.0589,0.1289
304.0,104.0829,0.3235
26.0,61.6543,0.1039
117.0,213.2117,0.1396
177.0,18.0278,0.1946
227.0,102.1812,0.1602
166.0,25.6223,0.269
22.0,52.1967,1.4366
177.0,51.9086,0.1711
131.0,18.6078,0.1791
296.0,88.7426,0.3061
60.0,4.0,0.2724
167.0,45.722,0.0795
78.0,78.4618,0.3575
287.0,54.037,0.1812
227.0,13.6473,0.2347
164.0,50.6063,0.3642
130.0,137.3554,0.1741
324.0,111.7195,0.4497
204.0,48.4381,0.3229
65.0,20.1556,0.0969
307.0,20.1556,0.2672
37.0,88.1618,0.1208
235.0,39.08,0.2431
78.0,151.5206,0.2085
97.0,71.0862,0.5211
57.0,60.9036,0.0259
107.0,95.6896,0.3513
279.0,105.3055,0.0543
219.0,76.0345,0.0886
315.0,138.7417,0.0173
296.0,142.5009,0.0621
78.0,65.6201,0.7725
306.0,44.1956,0.4915
92.0,69.6724,0.9126
256.0,125.9573,0.2754
182.0,101.0408,0.0526
33.0,15.5081,-0.0216
311.0,36.5308,0.1767
169.0,98.5609,0.0845
330.0,70.7142,0.38
220.0,66.6202,0.5446
174.0,37.716,0.2215
256.0,106.2309,0.3554
159.0,96.6191,0.0798
169.0,69.3578,0.253
174.0,151.5586,0.2235
333.0,63.0635,0.1595
188.0,41.1096,0.0945
44.0,96.0013,0.3691
204.0,36.6742,0.4074
18.0,84.5532,0.1138
132.0,87.5,0.1665
287.0,65.5305,0.2357
116.0,35.7001,0.3121
236.0,26.0,0.3791
178.0,131.5086,0.3536
200.0,49.684,0.2751
52.0,51.2884,0.1371
197.0,33.7676,0.6825
127.0,64.002,0.2141
171.0,53.2565,0.132
202.0,91.8708,0.4174
8.0,38.0296,0.0959
50.0,69.1231,0.1491
59.0,39.2237,0.4009
79.0,71.339,0.3085
167.0,40.7983,0.1745
66.0,177.0113,0.2954
93.0,85.2423,0.7736
144.0,9.2195,0.1437
241.0,82.5136,0.5383
117.0,69.4262,0.4406
277.0,144.7213,0.2678
280.0,99.5615,0.1852
12.0,36.8816,0.3083
61.0,11.2361,0.0979
154.0,24.8395,0.3583
203.0,45.2355,0.1124
281.0,86.977,0.1327
142.0,81.0386,0.2367
163.0,47.9818,0.6357
208.0,29.3981,0.1198
254.0,56.2228,0.1764
15.0,47.3128,0.1233
31.0,66.5169,0.1359
204.0,58.7133,0.3464
31.0,84.4808,0.4949
210.0,67.5814,0.2853
97.0,32.8672,1.1726
241.0,1059.8968,0.4798
309.0,11.4127,0.1847
28.0,147.6432,0.0819
178.0,91.325,0.3536
321.0,41.6803,0.2592
57.0,70.445,0.1729
6.0,43.5029,0.126
280.0,84.6537,1.0012
286.0,27.2029,0.0837
94.0,94.2788,3.2536
166.0,47.1699,0.275
176.0,30.2696,0.3136
150.0,46.3303,0.0851
237.0,55.4301,0.4061
180.0,72.0642,0.1126
213.0,12.3693,0.1428
113.0,98.326,0.2405
166.0,72.2721,0.106
91.0,19.8116,1.4196
266.0,23.2863,0.0427
159.0,128.7866,0.0923
122.0,60.5083,0.2633
150.0,61.5508,0.1211
314.0,67.7956,0.2853
176.0,54.4518,0.0366
48.0,41.3673,0.1176
275.0,21.225,0.1133
327.0,48.7263,0.1587
256.0,90.05,0.2649
82.0,48.7647,1.598
105.0,56.0045,0.1443
49.0,40.8167,0.1091
110.0,105.8702,0.007
153.0,17.1026,0.3621
223.0,38.461,0.4398
142.0,67.7422,0.1347
293.0,165.8327,0.1456
136.0,53.0212,0.3262
167.0,49.1452,0.114
15.0,50.4505,0.0608
40.0,58.8218,0.1127
317.0,100.8067,0.1717
38.0,59.5399,0.3878
255.0,28.6094,0.5094
283.0,59.4348,0.1462
168.0,11.5434,0.102
220.0,37.6962,0.5446
277.0,61.6604,0.1643
71.0,118.4926,2.7764
88.0,53.2846,0.9162
132.0,103.7039,0.4465
99.0,29.6985,0.2765
22.0,240.6018,0.0771
289.0,62.0181,0.4197
59.0,57.7603,0.4009
167.0,94.9539,0.1315
125.0,138.0009,0.2953
100.0,79.0142,0.4355
303.0,93.8363,0.1525
125.0,225.6086,0.2953
78.0,5.0,0.9915
157.0,37.9473,0.3413
187.0,89.0421,0.105
227.0,71.9184,0.0592
262.0,33.9006,0.5452
139.0,114.1764,0.4932
256.0,44.9055,0.3329
111.0,128.6672,0.226
24.0,59.1714,0.1796
15.0,64.3623,-0.1907
240.0,41.6203,0.1181
238.0,85.6461,0.1816
236.0,217.5529,0.3791
253.0,91.6788,0.0489
153.0,46.1979,0.0926
66.0,72.94,0.1649
294.0,137.2953,0.6081
43.0,74.5252,0.1837
87.0,42.8632,1.9487
63.0,35.6721,0.2334
168.0,138.3618,0.106
220.0,82.6075,0.1876
86.0,58.0775,0.7577
18.0,99.4309,0.1538
256.0,119.365,0.3554
187.0,97.4025,0.12
5.0,27.7849,0.0265
70.0,73.814,-0.0316
258.0,31.7844,0.2114
234.0,26.7255,0.2236
333.0,17.2192,0.082
86.0,39.3192,0.5597
300.0,19.0591,0.351
78.0,28.178,-1.206
174.0,68.2221,0.1175
26.0,40.302,0.1339
273.0,70.2157,0.2002
71.0,24.5204,2.7764
115.0,81.0494,0.2485
28.0,34.5,0.0039
197.0,30.2696,0.2091
168.0,56.1427,0.327
192.0,99.6255,0.2284
73.0,242.4046,1.2617
304.0,90.6228,0.385
227.0,10.7703,0.0787
265.0,56.0201,0.4182
98.0,31.5634,0.8376
179.0,85.2115,0.2416
304.0,19.906,0.1815
9.0,77.1038,0.2389
225.0,151.2457,0.0883
197.0,18.527,0.6825
231.0,45.8912,0.3047
321.0,56.6591,-0.0083
12.0,59.785,0.2373
191.0,39.7398,0.6234
159.0,63.2317,0.1393
129.0,41.1491,0.3011
150.0,65.1345,0.1386
332.0,48.5412,0.522
226.0,72.5328,0.1388
284.0,120.2341,0.2477
293.0,74.0557,0.1086
28.0,4.0,0.0359
136.0,32.039,0.0047
185.0,88.0412,0.404
212.0,16.7631,0.3783
159.0,195.9451,0.1393
136.0,14.0089,0.0487
78.0,26.5424,0.7675
72.0,109.7565,0.4364
57.0,62.6498,0.1729
19.0,28.5175,0.3303
30.0,123.0386,0.2094
289.0,78.339,0.2037
267.0,33.3542,0.2162
33.0,85.5234,-0.0086
101.0,87.0919,0.085
254.0,10.3078,0.2284
103.0,126.2864,0.248
124.0,85.1029,0.0978
86.0,33.444,3.0962
198.0,76.611,0.291
15.0,58.86,0.1233
143.0,15.5322,0.0752
200.0,55.4301,0.2751
65.0,79.8326,0.1194
274.0,80.0141,0.9383
169.0,95.8358,0.1325
76.0,57.6238,1.3177
2.0,137.329,0.203
153.0,39.0512,0.0531
153.0,123.5607,0.1746
271.0,49.8723,0.1212
28.0,47.7624,0.0954
105.0,86.0015,0.1958
312.0,24.965,0.2508
324.0,41.5752,0.4497
311.0,7.5664,0.2537
266.0,72.4189,0.0437
297.0,68.8059,0.1461
142.0,54.7449,0.1347
273.0,26.0048,0.5007
274.0,58.9173,0.9383
147.0,37.5666,0.4201
256.0,48.0833,0.3344
127.0,47.7127,0.4466
297.0,35.7351,0.1461
43.0,70.3651,0.2322
317.0,22.5499,0.6747
206.0,105.3091,0.2544
182.0,45.0694,0.0526
111.0,56.3937,0.5605
130.0,57.0811,0.4321
145.0,69.4262,-0.0593
44.0,38.5649,0.2076
28.0,124.0161,0.1529
44.0,83.7257,0.1921
289.0,101.005,0.1172
7.0,118.2899,0.2394
216.0,82.3423,0.0781
134.0,70.342,0.029
326.0,51.7929,0.0267
27.0,23.2863,0.5964
157.0,92.0462,0.1168
182.0,89.7357,0.0736
229.0,68.9511,0.1432
203.0,72.4431,0.2184
227.0,70.5868,0.1487
44.0,73.9814,0.2076
54.0,76.6893,0.3754
264.0,40.3051,0.1682
309.0,41.1825,0.0647
50.0,80.5993,0.6131
288.0,115.3917,0.1862
292.0,58.3631,0.0581
31.0,38.5292,0.3684
198.0,60.0521,0.291
276.0,56.6414,0.0183
303.0,141.0567,0.2395
92.0,22.8035,1.1966
83.0,115.3365,0.19
212.0,81.8841,0.2253
210.0,60.4669,0.1893
209.0,60.21,0.2303
256.0,80.0562,0.3804
274.0,75.7314,0.9383
172.0,18.0693,0.111
77.0,99.0404,-0.157
88.0,71.9462,0.9162
28.0,94.5013,0.0039
310.0,95.0329,0.1587
239.0,56.2694,0.1136
123.0,63.8318,0.2338
112.0,95.1236,0.614
190.0,71.7722,0.5989
312.0,75.5066,0.2118
142.0,68.3118,0.2337
21.0,153.1837,0.4941
61.0,48.2105,0.1029
155.0,81.6165,0.0593
248.0,104.4521,0.3283
151.0,81.1249,0.4046
289.0,32.5615,0.3212
10.0,14.7648,0.1144
136.0,24.0832,0.2667
125.0,42.547,0.2923
77.0,44.2719,-1.067
171.0,33.5596,0.056
261.0,64.6239,0.3339
54.0,55.1725,0.2758
174.0,48.7083,0.127
5.0,76.6632,0.1215
109.0,59.3043,0.5365
33.0,70.214,0.0079
79.0,99.6895,-0.5825
14.0,40.6602,0.0823
249.0,43.0726,0.1643
220.0,60.879,0.5446
78.0,114.4825,1.4375
5.0,57.3956,0.1215
157.0,41.3673,0.1518
61.0,84.2882,0.1259
4.0,54.037,0.2875
296.0,26.4622,0.0386
130.0,142.6753,0.3241
79.0,52.4047,-0.292
28.0,12.51,0.1529
85.0,64.2748,1.3232
334.0,167.5858,0.253
296.0,59.1545,0.1356
42.0,40.9542,0.1567
91.0,75.4404,1.1076
212.0,69.5449,0.2253
279.0,47.289,0.0708
22.0,64.9384,0.2246
124.0,28.9007,0.3193
130.0,109.2177,0.1741
149.0,57.3781,0.2241
116.0,105.9398,0.3121
236.0,92.9624,0.2906
280.0,33.738,0.1327
249.0,17.9234,0.1643
187.0,66.7083,0.0015
25.0,69.1231,0.1951
194.0,31.1328,0.249
304.0,54.3369,0.4325
87.0,128.7245,1.9487
72.0,51.071,1.0804
40.0,59.5756,0.1187
44.0,94.3001,0.8481
149.0,90.5884,0.2986
248.0,64.846,0.2298
271.0,29.1247,0.3122
183.0,16.8671,0.3761
90.0,56.4469,1.4802
200.0,81.4877,0.2751
289.0,105.7178,0.1557
18.0,39.08,0.1538
271.0,69.1394,0.3302
81.0,46.057,0.556
6.0,68.5511,0.8065
286.0,25.7148,0.2052
98.0,101.5197,0.3036
303.0,106.3015,0.1525
78.0,52.9953,0.3335
306.0,78.4889,0.4915
21.0,48.5232,0.0841
125.0,58.1893,0.2923
163.0,62.8908,0.3442
114.0,57.0898,0.5515
146.0,84.4038,0.0246
16.0,87.8465,0.6028
243.0,276.1797,0.0903
151.0,11.1018,0.4046
204.0,63.4606,0.4074
217.0,61.7738,0.1456
155.0,76.8505,0.0833
239.0,66.4831,0.2556
127.0,44.4775,0.4466
266.0,86.9669,0.1947
81.0,98.732,1.15
240.0,43.5259,0.1526
305.0,36.1386,0.0925
284.0,135.0037,0.3797
136.0,197.9002,-0.0408
180.0,33.0038,0.0921
130.0,6.5192,0.1296
4.0,40.0562,0.147
301.0,62.3398,0.289
86.0,143.6184,0.9337
253.0,13.9014,0.3684
34.0,40.8534,0.3893
303.0,20.1804,0.2395
37.0,71.318,-0.0422
312.0,99.9525,0.1403
335.0,32.0663,0.111
165.0,111.9732,0.133
132.0,45.1248,0.1665
173.0,64.002,0.237
136.0,33.712,0.1977
213.0,54.1341,0.4968
148.0,12.2577,0.3161
236.0,49.0102,0.2216
194.0,51.7421,0.211
21.0,10.7005,0.0841
133.0,70.1463,0.0945
31.0,100.5112,0.0329
153.0,123.6285,0.3131
150.0,126.5899,0.1386
285.0,66.8973,0.2327
335.0,80.0625,0.123
251.0,44.7214,0.2033
203.0,46.7467,0.2729
34.0,120.7994,0.3803
