eyemove/table5.assgNo,eyemove/table5.landingPos,eyemove/table5.pupilDiamLag
23.0,91.6106,0.1351
333.0,17.2192,0.082
203.0,72.5155,0.2184
319.0,59.4348,0.3722
100.0,77.5016,0.4355
226.0,100.7782,0.0613
246.0,82.7103,0.2198
154.0,10.5119,0.1563
133.0,19.8116,0.046
250.0,101.5443,0.3408
266.0,25.9471,0.5202
68.0,33.6155,2.3504
74.0,113.9912,0.1557
256.0,103.0303,0.3804
159.0,159.7975,0.0943
88.0,121.0806,0.0692
59.0,50.1124,0.1404
178.0,53.7587,0.1006
3.0,20.6155,0.166
50.0,46.057,0.2126
180.0,53.5584,0.2451
178.0,21.2191,0.2071
181.0,46.5242,0.3716
174.0,59.7097,0.0775
84.0,85.4283,1.8407
274.0,74.1232,0.2288
181.0,82.6105,0.3716
303.0,98.8585,0.2395
46.0,48.9004,0.1411
197.0,94.2351,0.2091
304.0,90.6228,0.385
184.0,100.6541,0.188
306.0,44.1956,0.4915
240.0,160.7,0.1526
286.0,58.5769,0.3162
326.0,51.7929,0.0267
6.0,60.0187,0.8065
266.0,72.0069,0.0427
224.0,15.8114,0.0723
201.0,74.0017,0.4224
163.0,128.5632,0.0652
70.0,28.0045,0.3729
267.0,66.7776,0.5227
176.0,145.833,0.3901
290.0,16.3478,0.2407
284.0,135.0083,0.1617
38.0,81.6364,0.0438
271.0,50.7765,0.3017
198.0,60.0521,0.291
310.0,41.512,0.3562
218.0,140.2079,0.5076
52.0,83.8824,0.1356
240.0,79.5141,0.1526
136.0,76.0428,0.1977
118.0,75.5993,0.4338
154.0,40.2523,0.1933
243.0,88.3233,0.3028
107.0,89.6131,0.4043
132.0,36.7865,0.4465
153.0,34.3001,0.0726
246.0,27.0185,0.1988
190.0,56.5685,0.5989
163.0,15.1327,0.1392
312.0,39.0512,0.3023
182.0,15.8114,0.1061
90.0,72.9126,1.4802
24.0,47.2969,0.1211
3.0,101.7706,0.055
134.0,166.0369,0.02
26.0,4.6098,0.2769
216.0,9.9247,0.1766
167.0,57.3629,0.125
91.0,93.5655,2.5361
73.0,43.8321,1.8132
287.0,40.0031,0.1022
11.0,82.5969,-0.0176
83.0,35.5985,1.3035
253.0,70.0589,0.1289
325.0,20.0,0.4577
87.0,50.7666,1.8317
115.0,35.7526,0.3095
22.0,66.8599,0.2246
236.0,73.5391,0.2326
14.0,134.578,0.0823
58.0,76.397,0.2228
20.0,28.6225,0.4361
125.0,91.0673,0.2953
77.0,111.4731,0.6815
57.0,90.312,0.2743
18.0,203.8535,0.0853
277.0,172.6854,0.1658
139.0,31.004,0.1882
213.0,96.831,0.1468
321.0,105.3874,-0.0083
104.0,36.9899,0.4803
314.0,84.5488,0.2853
55.0,23.3077,0.4533
206.0,161.623,0.2544
43.0,79.8827,0.1332
310.0,89.7399,0.3622
289.0,59.7097,0.4197
179.0,27.5,0.2416
33.0,21.5523,0.1819
181.0,58.5854,0.1211
191.0,63.4547,0.1599
5.0,107.7033,0.0445
321.0,14.1598,-0.0343
101.0,66.4568,0.5545
321.0,71.332,0.2542
58.0,110.3143,0.2154
150.0,38.0132,0.4681
304.0,88.8046,0.1625
265.0,107.6151,0.0642
42.0,4.6098,0.0767
267.0,40.4042,0.5592
327.0,58.8218,0.1587
268.0,86.4827,0.1077
324.0,80.3508,0.0837
10.0,22.1923,0.2789
307.0,55.3263,0.1477
92.0,116.5526,1.5351
306.0,111.072,0.2
306.0,117.1804,0.2
100.0,50.6063,0.4355
161.0,75.4255,0.0472
320.0,76.5506,0.0542
308.0,34.7131,0.1572
68.0,69.0887,2.3504
314.0,64.9192,0.2648
216.0,74.7412,0.4381
26.0,86.6487,0.1039
136.0,61.4919,-0.0378
75.0,55.2472,0.2482
133.0,47.5395,0.117
148.0,85.8429,0.2776
204.0,67.537,0.3229
44.0,81.7863,0.8481
45.0,98.5089,0.0606
8.0,50.0924,0.0959
180.0,107.28,0.3156
293.0,106.5317,0.1086
177.0,18.0278,0.1946
127.0,94.7008,0.7386
78.0,71.36,2.0375
226.0,84.5,0.6053
22.0,45.2355,0.0626
239.0,56.2694,0.1136
187.0,36.7865,0.2895
71.0,72.5207,2.6859
244.0,24.8847,0.3273
14.0,99.925,0.0823
162.0,63.9414,0.0917
41.0,40.5123,0.3222
179.0,52.0096,0.2416
235.0,91.5669,0.2431
9.0,17.1026,0.1774
181.0,2.0616,0.7781
37.0,77.4355,-0.0062
311.0,76.3692,0.1027
270.0,46.0679,0.2232
276.0,86.0131,0.1448
328.0,56.8001,0.1377
293.0,79.267,0.1446
1.0,104.0697,0.3045
66.0,82.1842,0.1339
225.0,62.3879,0.2003
239.0,35.4683,0.1236
163.0,16.14,0.0267
5.0,49.5631,0.225
78.0,67.1361,1.002
109.0,90.1388,0.105
7.0,76.5016,0.5104
22.0,4.272,0.2271
188.0,41.1096,0.0945
22.0,105.1404,1.4366
125.0,80.0156,0.1563
59.0,62.2294,0.4009
93.0,14.0089,2.9916
76.0,41.4397,-0.0218
161.0,50.0625,0.1572
306.0,75.738,0.2
98.0,89.627,0.4221
308.0,54.4518,0.2507
93.0,38.2099,-0.0379
117.0,34.6771,0.1166
15.0,161.5008,0.1853
279.0,153.4446,0.1628
72.0,1082.3569,1.0804
159.0,88.6411,0.1393
227.0,63.4133,0.1602
193.0,76.1183,0.2949
311.0,25.224,0.1822
259.0,59.5504,0.1319
148.0,75.804,0.1621
106.0,106.0719,0.3913
109.0,93.8416,0.1645
17.0,62.4039,0.2083
35.0,85.6636,0.3548
63.0,35.6721,0.2334
212.0,53.1413,0.4718
230.0,133.2788,0.1487
14.0,192.5526,0.2128
282.0,28.1824,0.1307
194.0,83.0136,0.179
103.0,125.0,0.248
148.0,68.0074,0.1916
8.0,38.0296,0.0959
332.0,8.5,0.204
261.0,22.8254,0.3884
91.0,83.0557,1.0896
100.0,73.4983,-0.07
281.0,58.6003,0.1047
213.0,80.5062,0.3253
87.0,78.0,1.6662
22.0,80.399,0.0696
312.0,50.0,0.3023
275.0,52.1177,0.0918
265.0,56.0201,0.4182
57.0,41.8808,0.1739
115.0,132.9662,0.3095
31.0,66.4172,0.1189
305.0,39.08,0.0925
283.0,66.6108,0.1462
290.0,24.7487,0.1497
198.0,60.5516,0.304
217.0,85.2599,0.2151
27.0,77.5016,0.1054
96.0,49.7016,-0.1409
26.0,40.302,0.1339
8.0,47.1832,0.3719
316.0,120.8729,0.6683
129.0,15.0416,0.3876
1.0,47.1699,0.1975
254.0,82.7647,0.2284
286.0,95.6831,0.3162
240.0,94.3663,0.1456
197.0,35.7841,0.2091
34.0,72.7908,0.2793
336.0,53.6493,0.0535
190.0,47.4131,0.5989
112.0,400.0153,0.496
121.0,91.0838,0.2943
12.0,6.0828,0.3083
71.0,166.0098,2.7764
172.0,18.0693,0.111
22.0,36.7049,0.1466
327.0,56.5265,0.1357
191.0,44.1814,0.6234
197.0,65.4083,0.1191
276.0,37.8319,0.1448
187.0,11.5109,0.2895
7.0,74.5822,0.5104
217.0,89.4343,0.1296
184.0,59.6343,0.3695
164.0,24.6221,0.1622
282.0,59.0,0.1307
22.0,64.2515,0.1431
212.0,44.0454,0.0343
95.0,27.7354,-0.0089
280.0,85.1499,0.2297
251.0,35.6721,0.0073
142.0,68.3118,0.2337
171.0,57.7862,0.122
24.0,28.0401,0.1211
135.0,79.2465,0.211
314.0,64.4864,0.3838
239.0,79.0142,0.3861
195.0,74.049,0.2895
70.0,91.5492,0.3729
276.0,76.9042,0.1448
175.0,65.192,0.121
329.0,15.0416,0.0825
227.0,75.208,0.1602
208.0,66.0019,0.1198
234.0,167.3096,0.4056
45.0,64.2067,0.0766
19.0,7.2801,0.1233
78.0,36.8816,0.2585
163.0,66.7533,0.1392
206.0,24.4131,-0.1201
60.0,39.3859,0.2724
66.0,63.5689,0.1819
81.0,39.5,0.4215
24.0,64.002,0.1226
319.0,39.6989,0.2687
134.0,82.0549,0.095
159.0,49.2062,0.1238
267.0,58.6195,0.3002
10.0,34.2965,0.0639
145.0,19.4165,-0.0803
326.0,106.6607,0.1167
221.0,31.5357,0.1771
41.0,67.6794,0.3222
278.0,83.0241,0.2133
91.0,21.36,2.5831
282.0,93.2805,0.1757
96.0,26.7675,1.6561
143.0,32.1753,0.0752
22.0,43.0465,0.0696
12.0,123.4909,0.2373
146.0,138.0444,-0.0439
206.0,64.8999,0.2544
171.0,53.2565,0.132
336.0,31.3249,-0.0165
308.0,35.9026,0.1787
149.0,72.6722,0.1916
203.0,32.6841,0.0179
157.0,71.0387,0.1458
229.0,85.5643,0.1432
42.0,56.6789,0.8872
155.0,41.7642,0.0833
165.0,42.9942,0.0445
28.0,12.51,0.1529
18.0,56.225,0.7263
166.0,56.0357,0.037
275.0,70.0071,0.0838
86.0,39.3192,0.5597
58.0,144.7152,0.2173
22.0,107.5,0.1466
48.0,23.0489,0.1176
136.0,19.4743,0.5697
317.0,67.6702,0.1487
250.0,56.648,0.1718
66.0,96.8155,0.3264
224.0,53.4883,0.1138
292.0,80.5388,0.1771
130.0,58.0539,0.4321
250.0,66.9104,0.3408
117.0,49.0637,0.2636
114.0,85.1499,0.287
231.0,19.6596,0.2697
336.0,69.5449,0.283
330.0,66.2514,0.308
155.0,81.6165,0.0593
135.0,8.0156,0.091
144.0,75.1083,-0.0238
7.0,15.9138,0.2924
102.0,47.8357,0.1405
266.0,72.4189,0.0437
293.0,10.5119,0.1271
239.0,28.0713,0.3861
18.0,93.2631,0.7263
153.0,123.6285,0.3131
36.0,44.1192,0.0643
336.0,17.2409,0.1315
271.0,84.9264,0.1212
107.0,133.6507,0.2753
284.0,45.5439,0.5117
309.0,48.6621,0.0647
269.0,47.9088,0.0227
289.0,70.2887,0.1792
246.0,117.3925,0.1813
9.0,58.9958,0.1994
80.0,47.7624,2.9875
100.0,182.8948,0.1785
231.0,38.8233,0.2492
320.0,65.1249,0.1647
321.0,23.0489,0.3742
200.0,96.4689,0.1795
75.0,67.3294,0.8787
47.0,114.5011,0.0651
191.0,7.9057,0.3139
28.0,13.0384,0.0764
77.0,1080.4764,0.447
156.0,144.8741,0.1033
273.0,36.6742,0.1972
297.0,107.5883,0.2996
171.0,69.5701,0.122
268.0,51.0392,0.1077
293.0,54.1341,0.0661
77.0,97.8902,0.828
259.0,59.5504,0.2004
291.0,2.5495,0.2402
293.0,3.9051,0.2931
86.0,55.8144,0.6972
50.0,69.1231,0.1491
283.0,20.025,0.1052
174.0,17.4642,0.2215
122.0,100.6541,0.3958
215.0,41.0761,0.4063
26.0,50.1224,0.5124
134.0,151.0033,0.0295
10.0,48.3451,0.0639
289.0,29.2062,0.4197
129.0,100.0562,0.3596
231.0,114.0044,0.2927
78.0,53.5374,1.0915
108.0,60.9118,0.3008
118.0,59.6657,0.4338
31.0,97.5141,0.1294
111.0,60.8482,0.5605
174.0,87.1321,0.2235
115.0,141.6483,0.3095
143.0,102.06,0.0522
267.0,51.8773,0.5227
93.0,64.8093,0.5216
312.0,58.1055,0.3023
183.0,40.7922,0.1206
163.0,62.8908,0.3442
306.0,84.9721,0.1875
229.0,137.2334,0.0282
192.0,46.8108,0.0404
136.0,24.5204,0.3742
148.0,17.6777,0.2546
306.0,155.6767,0.1755
165.0,82.8613,0.8215
81.0,130.6981,0.556
157.0,38.1084,0.0813
212.0,73.9814,0.4548
42.0,57.1402,0.0957
157.0,61.502,0.3413
243.0,140.0732,0.3348
104.0,39.702,0.3023
135.0,68.9366,-0.0285
74.0,22.1923,-0.8588
73.0,50.1224,4.4917
225.0,82.8402,0.1023
324.0,58.1055,0.3507
92.0,48.1923,1.7096
91.0,67.4129,1.1076
148.0,76.3217,0.1621
22.0,100.3606,0.0626
291.0,61.4003,0.2497
78.0,126.8,0.734
65.0,67.897,0.2524
169.0,14.5602,0.0845
114.0,91.5874,0.5515
22.0,114.4388,0.1326
148.0,63.8318,0.2141
136.0,88.8608,0.0487
215.0,51.4782,0.1968
121.0,88.844,0.2908
119.0,124.7848,0.3263
52.0,52.6545,0.1171
239.0,36.7967,0.0166
111.0,74.0355,0.2685
23.0,5.2202,0.1396
217.0,101.2052,0.4621
302.0,19.4743,0.258
31.0,38.5292,0.3684
294.0,157.9723,0.6081
125.0,83.2902,0.1753
70.0,99.4548,0.7594
11.0,45.5439,0.0859
134.0,69.9214,0.0295
324.0,61.0737,0.4267
248.0,140.3041,0.2298
138.0,53.956,0.2712
248.0,33.5596,0.2298
77.0,191.053,0.447
166.0,41.3824,0.275
86.0,142.0713,1.5822
272.0,71.1688,0.2487
315.0,54.5573,0.2023
81.0,129.2797,1.971
187.0,116.7444,0.124
117.0,46.3816,0.4406
66.0,117.5681,0.3404
55.0,78.3661,0.2718
44.0,53.8934,0.2366
278.0,21.5232,0.2133
146.0,51.6188,0.0246
320.0,48.9004,0.1647
83.0,86.5852,0.194
76.0,68.3118,0.8567
5.0,39.0544,0.0445
324.0,109.6563,0.2447
310.0,51.0392,0.2642
33.0,27.2947,0.1794
72.0,109.7565,0.4364
213.0,58.0345,0.0703
53.0,58.2409,0.1829
312.0,30.6472,0.2118
249.0,17.9234,0.1643
113.0,15.2069,0.2405
6.0,90.5677,0.101
234.0,39.6011,0.2011
101.0,31.8944,0.407
18.0,99.4309,0.1538
204.0,84.9264,0.3229
157.0,92.4905,0.1878
150.0,59.4517,0.1721
156.0,92.5338,0.1563
75.0,42.3792,0.9107
93.0,49.9925,-0.0379
15.0,78.7464,0.0793
212.0,69.5449,0.2253
275.0,54.1872,0.1568
14.0,54.5825,0.1613
22.0,98.1542,0.0361
70.0,36.8816,0.3729
324.0,29.3002,0.1637
239.0,46.543,0.1806
256.0,14.0089,0.3554
24.0,59.6699,0.1211
164.0,42.8544,0.0622
290.0,20.7966,0.2062
305.0,56.932,0.1175
42.0,98.9255,0.1102
336.0,36.7764,0.283
135.0,118.7697,0.27
280.0,95.901,0.2297
1.0,42.3232,0.125
78.0,65.0019,1.8775
176.0,49.4495,0.1201
286.0,105.3008,0.2047
178.0,37.1652,0.0441
61.0,53.7401,0.0169
240.0,70.9524,0.1456
267.0,57.717,0.5227
100.0,67.1509,0.3375
166.0,18.0278,0.1435
243.0,52.6901,0.2418
307.0,86.6833,0.3547
261.0,65.1249,0.3834
296.0,69.161,0.0621
219.0,100.0,0.0901
277.0,102.8944,0.1838
224.0,69.5288,0.4978
43.0,50.8847,0.0467
3.0,76.8651,0.1665
336.0,32.039,0.1315
11.0,2.6926,0.0829
304.0,68.3118,0.348
306.0,111.2621,0.4915
74.0,39.6548,1.4757
240.0,89.6354,0.0246
76.0,77.0925,0.3057
166.0,62.8828,0.106
289.0,72.5017,0.1792
255.0,88.6848,0.2699
226.0,29.5296,0.1388
290.0,132.0947,0.1402
66.0,46.36,0.1859
295.0,56.921,0.0971
289.0,62.0181,0.4197
153.0,86.5361,0.4211
76.0,13.6473,0.7267
91.0,73.2069,-0.1024
332.0,40.3268,0.314
175.0,74.3858,0.121
321.0,111.5135,0.3287
274.0,64.9384,0.1063
79.0,79.456,1.1785
167.0,122.7538,0.1085
42.0,84.429,0.0837
256.0,53.0094,0.3554
132.0,43.3503,0.4465
24.0,96.6294,0.1296
154.0,77.8412,0.2008
229.0,102.2998,0.1212
216.0,9.0139,0.4381
183.0,80.6226,0.1206
185.0,56.0803,0.3245
15.0,72.0434,0.1383
48.0,34.7023,0.0376
31.0,84.4808,0.4949
242.0,25.5049,0.5258
31.0,62.9385,0.1289
127.0,60.1768,0.4466
15.0,58.86,0.1233
173.0,82.2344,0.2565
304.0,75.3127,0.0915
278.0,56.1093,0.1788
254.0,81.3173,0.1764
234.0,72.4655,0.1871
22.0,31.5991,0.0271
231.0,89.9611,0.3207
221.0,69.0,0.0951
215.0,169.5361,0.2583
57.0,82.7118,0.1739
229.0,99.1413,0.1847
269.0,50.6063,0.1937
224.0,93.7403,0.4978
299.0,12.659,0.13
52.0,61.5833,0.1371
281.0,52.8867,0.1327
240.0,41.6203,0.1181
169.0,71.2057,0.0875
99.0,20.0,0.273
31.0,9.8995,0.0329
198.0,356.806,0.1746
11.0,27.0416,0.0139
213.0,85.1499,0.3253
203.0,63.6946,0.2729
135.0,62.2274,0.089
333.0,85.6154,0.124
109.0,49.2062,0.1645
184.0,62.8371,0.249
148.0,111.9565,0.2776
284.0,120.2341,0.2477
2.0,65.9564,0.092
223.0,18.5,0.5463
57.0,51.6236,0.1729
246.0,56.4491,0.2198
2.0,43.6606,0.203
236.0,90.0125,0.2616
315.0,70.3847,0.3363
58.0,89.0225,0.2173
303.0,52.024,0.2395
291.0,55.2472,0.2812
291.0,39.0032,0.2122
124.0,48.5026,0.1143
279.0,106.099,0.1188
155.0,66.7083,0.2938
107.0,40.7707,0.3018
127.0,90.7483,0.4466
178.0,41.7732,0.2561
70.0,43.3503,0.3379
155.0,32.8976,0.0833
2.0,106.3967,0.1995
91.0,92.339,0.6906
100.0,73.0924,0.4355
85.0,129.4923,1.2332
304.0,2.0616,0.348
129.0,47.6288,0.3011
336.0,86.5,0.4035
295.0,128.0625,0.1786
61.0,71.1758,0.1379
134.0,65.3491,0.1935
142.0,119.2361,0.3362
288.0,49.5707,0.2407
241.0,80.8857,0.5383
70.0,53.535,0.4999
239.0,46.2385,0.2556
133.0,8.7321,0.0395
142.0,13.0863,0.0167
321.0,41.7732,0.3742
17.0,34.2053,0.1968
33.0,85.5234,-0.0086
236.0,85.3961,0.2616
256.0,18.7883,0.3344
224.0,74.3388,0.1138
98.0,68.469,0.0736
169.0,70.1231,0.0875
24.0,68.7204,0.1211
194.0,82.2876,0.212
22.0,136.6318,0.0751
319.0,37.5533,0.2687
95.0,69.5881,1.1056
122.0,74.0608,0.1218
75.0,45.6426,0.0617
18.0,75.898,0.7263
281.0,29.4364,0.1327
180.0,14.7139,0.1126
161.0,9.3005,0.1572
134.0,34.5398,0.2075
45.0,54.9477,0.1741
189.0,36.3112,0.1765
153.0,50.01,0.1056
171.0,33.3654,0.0785
201.0,81.8413,0.4224
273.0,37.5533,0.0222
240.0,102.3096,0.3686
176.0,54.4518,0.0366
292.0,45.0389,0.1531
103.0,136.2323,0.361
277.0,13.8293,0.1838
279.0,57.1074,0.1033
31.0,16.9779,0.1294
189.0,21.2603,0.1615
1.0,8.7321,0.183
239.0,60.3738,0.1806
256.0,57.9159,0.3554
30.0,35.3553,0.0989
31.0,59.4348,0.2389
22.0,119.3838,0.0751
98.0,44.3847,0.0771
86.0,15.7003,0.5067
311.0,41.7433,0.2537
103.0,89.405,0.1595
133.0,23.7697,0.1955
149.0,27.0416,-0.0334
155.0,48.8365,0.1978
288.0,12.3693,0.2302
287.0,109.5411,0.1542
295.0,79.69,0.1611
148.0,49.3812,0.3006
283.0,92.8453,0.1752
144.0,35.7946,-0.0238
263.0,70.7107,0.2802
81.0,41.488,0.6945
171.0,67.9154,0.056
178.0,28.1514,0.0886
78.0,39.3192,1.4375
306.0,25.0,0.2
138.0,106.5106,0.5197
310.0,122.173,0.2032
171.0,9.6566,0.117
147.0,52.1943,0.4201
246.0,40.3268,0.2198
125.0,38.5,0.1753
142.0,38.3275,0.0167
333.0,55.599,0.0395
233.0,56.5265,0.5112
36.0,130.5077,0.3568
287.0,8.9022,0.1542
197.0,62.2615,0.2091
110.0,44.0369,0.439
251.0,52.9528,0.2033
166.0,94.1608,0.162
127.0,51.6624,0.4466
308.0,75.4205,0.1572
81.0,56.4469,1.15
286.0,105.3209,0.2052
166.0,57.5847,0.166
110.0,69.0398,0.003
302.0,58.1421,0.122
286.0,25.7148,0.2052
227.0,45.6974,0.1487
52.0,75.4801,0.1356
252.0,46.4812,0.4663
289.0,95.8853,0.3417
230.0,63.5708,0.5327
172.0,66.4078,0.153
92.0,8.3815,2.5971
289.0,15.0333,0.2692
58.0,8.9443,0.4189
87.0,76.3217,1.9487
144.0,59.6657,-0.0238
5.0,40.1123,0.1855
169.0,53.1907,0.3345
111.0,140.1606,0.0925
15.0,77.1038,0.1853
78.0,54.5642,1.63
111.0,55.4301,0.8115
269.0,36.3456,0.1622
21.0,101.5012,0.0821
183.0,25.3476,0.0446
144.0,45.8803,0.0862
297.0,16.7705,0.1461
18.0,84.5532,0.1138
321.0,71.332,0.3082
71.0,41.4276,2.2779
280.0,34.7635,0.1987
75.0,101.843,0.0617
290.0,60.7988,0.2407
30.0,60.2764,0.1449
239.0,128.9467,0.0411
312.0,108.477,0.3023
277.0,70.6045,0.1478
181.0,38.9102,0.0811
125.0,45.31,0.2953
24.0,61.8547,0.1881
54.0,63.7887,0.2758
236.0,95.2956,0.2616
287.0,44.365,0.1812
142.0,46.3276,0.1347
27.0,37.663,0.1469
166.0,72.2721,0.106
61.0,117.3936,0.2874
143.0,60.7968,0.1682
256.0,52.6617,0.3554
208.0,57.2451,0.6353
76.0,115.6601,0.8567
284.0,173.9864,0.2257
9.0,92.228,0.1599
298.0,130.1883,0.4446
91.0,86.0654,1.0896
240.0,187.4313,0.1411
98.0,13.5093,-0.8904
85.0,37.6198,0.0947
19.0,16.6208,0.0738
57.0,70.445,0.1729
213.0,65.0077,0.0703
234.0,46.7386,0.1871
178.0,24.3516,0.0651
61.0,87.2425,0.0169
292.0,128.6905,0.1531
208.0,73.8664,0.6353
278.0,173.2888,0.2133
101.0,53.7448,0.085
281.0,86.977,0.1327
227.0,59.1714,0.2442
203.0,47.5421,0.0909
198.0,133.3042,0.1016
250.0,79.6634,0.3408
174.0,50.6211,0.2235
169.0,113.6354,0.3095
144.0,140.9113,-0.0168
166.0,89.0351,0.162
49.0,37.6464,0.6206
73.0,55.1838,1.8132
228.0,175.0007,0.2522
229.0,33.5261,0.3627
225.0,148.2228,0.1113
69.0,98.7041,1.5854
296.0,1177.0136,0.1026
181.0,64.1327,0.2251
129.0,39.538,0.0941
134.0,156.9984,0.029
166.0,30.7002,0.162
165.0,61.5325,0.1435
25.0,108.3421,0.1771
171.0,35.0143,-0.021
185.0,19.9249,0.1625
267.0,35.7561,0.5592
176.0,60.2536,0.0591
142.0,30.6023,0.0422
253.0,77.1314,0.1289
52.0,46.9574,0.0766
180.0,74.7061,0.0341
200.0,40.611,0.1795
239.0,75.8024,0.1806
96.0,34.2965,-0.1409
1.0,69.3578,0.1035
245.0,22.3215,0.4818
76.0,27.3542,0.7267
246.0,70.1178,0.1678
336.0,57.7862,0.1465
111.0,33.0038,0.4625
267.0,55.1589,0.2242
25.0,72.5603,0.0966
15.0,71.9757,0.0608
168.0,94.2669,0.0835
95.0,69.0018,0.2006
58.0,97.5833,0.2394
171.0,42.1456,0.122
197.0,40.3887,0.1191
17.0,226.527,0.2083
200.0,6.1033,0.0165
44.0,40.8167,0.2966
46.0,164.0831,0.1926
21.0,100.4117,0.2221
203.0,37.8583,0.1454
308.0,69.464,0.0122
244.0,86.419,0.3273
144.0,105.5047,0.0647
47.0,124.6796,0.0841
203.0,77.2528,0.2174
266.0,86.9669,0.1947
92.0,39.5506,0.7876
136.0,108.1573,0.2667
324.0,38.2426,0.2447
212.0,73.1095,0.3783
191.0,51.0906,0.6234
214.0,60.7454,0.2243
179.0,31.1849,0.2081
78.0,148.9841,2.0375
328.0,23.4307,0.2587
226.0,51.4125,0.0293
225.0,139.0441,0.1033
42.0,71.6415,0.0767
253.0,53.5397,0.3684
93.0,91.7824,0.5216
110.0,143.0044,0.439
321.0,181.4635,0.0417
39.0,46.5027,0.1592
156.0,117.0235,0.1033
89.0,32.5576,0.7562
171.0,36.5137,0.056
181.0,52.5856,0.0811
54.0,65.7647,0.2758
259.0,40.6356,0.0734
231.0,3.6056,0.2697
45.0,46.9814,0.1111
44.0,53.3526,0.1681
313.0,87.4371,0.3438
277.0,88.0355,0.2678
158.0,125.3236,0.1878
308.0,76.5065,0.0122
11.0,51.5606,0.0089
55.0,70.3847,0.2439
288.0,76.4003,0.1107
249.0,42.8019,0.1918
70.0,76.787,0.4999
120.0,45.763,0.2493
154.0,82.2192,0.1818
37.0,50.589,0.1803
291.0,33.5932,0.2497
289.0,147.6906,0.3152
6.0,101.1496,0.126
300.0,49.3964,0.079
324.0,82.0061,0.1202
123.0,104.2605,0.2558
125.0,65.6601,0.2953
87.0,988.7498,1.7037
188.0,70.0,0.236
336.0,16.2788,0.1465
138.0,42.9913,0.2712
163.0,43.5718,0.1102
183.0,13.2853,0.0356
104.0,54.0833,0.3893
78.0,69.7316,0.2085
65.0,74.0355,0.8089
113.0,15.5081,0.164
5.0,107.0012,0.17
275.0,21.225,0.1133
237.0,104.2713,0.4061
158.0,79.5629,0.1468
61.0,65.0308,0.1289
65.0,78.1313,0.0499
240.0,67.574,0.1201
78.0,47.0956,0.3635
222.0,52.7091,0.0928
61.0,52.9741,0.1029
132.0,81.5751,0.1665
74.0,59.0529,0.5577
316.0,116.3035,0.3523
257.0,57.4674,0.3964
24.0,74.7412,0.1296
336.0,79.3788,0.283
180.0,67.5074,0.3966
289.0,57.1358,0.1557
47.0,19.6596,0.2206
97.0,97.2137,1.7931
248.0,58.2409,0.3283
302.0,142.571,0.258
281.0,172.5493,0.1982
9.0,156.0417,0.1059
310.0,52.5024,0.4172
182.0,26.4008,0.0526
76.0,113.2254,0.4662
70.0,44.2069,-0.0316
229.0,75.0417,0.3627
214.0,76.9025,0.1698
169.0,71.007,0.0545
178.0,27.9732,0.3536
321.0,58.6622,0.2812
1.0,101.5788,0.183
134.0,54.5573,0.029
161.0,47.9505,0.1357
144.0,8.86,0.1437
11.0,24.1299,0.0089
98.0,99.1022,-0.3204
93.0,6.7082,2.9916
285.0,32.596,0.3802
111.0,110.0023,0.374
321.0,50.2021,-0.0083
336.0,37.1214,0.1315
189.0,29.9666,0.1765
197.0,68.4635,0.1191
78.0,14.5774,0.7725
241.0,66.5451,0.2903
310.0,70.4716,0.3622
2.0,78.7544,0.0765
315.0,83.0015,0.2023
321.0,41.7163,0.1612
274.0,65.3644,0.1063
202.0,36.4177,0.6429
17.0,32.5346,0.0128
185.0,61.5549,0.404
88.0,74.6073,1.5762
132.0,6.9462,0.4465
61.0,84.2882,0.1259
230.0,81.0586,0.1467
50.0,61.2883,0.1031
289.0,45.025,0.1172
310.0,95.0329,0.1587
94.0,7.5166,1.9801
287.0,78.1937,0.2357
336.0,59.5189,0.283
282.0,35.805,0.1757
159.0,102.06,0.0768
155.0,53.2189,0.1978
266.0,96.5466,0.5202
246.0,56.3205,0.1678
293.0,148.5034,0.2636
266.0,56.5265,0.0437
298.0,133.3389,0.2531
333.0,133.6086,0.0395
318.0,74.0,0.3022
2.0,32.0351,0.0585
283.0,146.3728,0.3507
283.0,81.9085,0.1052
4.0,263.6371,0.2875
203.0,15.5322,0.3379
73.0,1262.7076,2.2632
306.0,72.4603,0.3735
134.0,67.7588,0.0295
283.0,79.7261,0.1462
332.0,64.5949,0.1515
179.0,54.4243,0.2416
187.0,67.2309,0.2895
31.0,19.5256,0.1189
96.0,66.3871,1.1741
167.0,44.365,0.0825
203.0,22.6991,0.2729
301.0,1045.3796,0.289
284.0,101.0792,0.3797
138.0,79.6571,0.2712
5.0,172.0182,0.0345
221.0,119.19,0.7051
317.0,42.9331,0.6747
185.0,25.9471,0.3245
276.0,130.2776,0.1448
275.0,34.5579,0.1053
212.0,55.9151,0.2253
315.0,76.0428,0.2428
123.0,59.7369,0.2388
44.0,40.1123,0.0916
247.0,88.5353,0.2848
291.0,125.1958,0.2497
110.0,128.7643,0.71
168.0,54.7289,0.102
79.0,80.5761,-0.5825
135.0,62.002,0.006
13.0,116.9273,0.0763
97.0,32.8672,1.1726
184.0,35.7106,0.179
91.0,52.6522,0.6906
312.0,99.9525,0.1403
4.0,63.0317,0.259
68.0,88.132,0.7454
99.0,89.712,0.2765
159.0,24.3824,0.0923
166.0,69.7585,0.069
333.0,84.0134,0.1595
78.0,147.3745,0.319
308.0,58.0539,0.0942
