jannis/table10.V20,jannis/table10.V21,jannis/table10.V23,jannis/table10.V24
2.40836,1.47269,3.35882,6.32884
2.02209,7.87097,2.00178,5.71717
1.02121,-0.383632,2.55143,6.15432
-0.333889,2.63382,1.86624,4.20433
0.450549,8.54808,1.62331,3.34689
0.115876,3.20581,0.390623,0.681154
-0.212917,-4.87871,0.894513,4.25945
1.03009,4.56082,1.81313,5.43729
1.58638,3.12112,1.64559,4.32797
-0.790791,7.66218,1.05515,2.81993
-4.38764,17.9753,4.88662,11.8316
0.636527,2.17773,0.764478,1.39326
3.35052,-0.0507136,3.64149,6.79937
0.799244,0.60638,2.80794,5.47
0.449913,1.86796,5.85761,4.28399
14.8111,-1.27962,16.8209,10.4413
9.44212,7.38392,14.9539,9.83878
1.33807,-3.36882,0.505447,1.4045
13.3048,6.09702,4.96296,5.43618
-10.9023,13.9844,5.58696,13.6368
-0.357387,13.083,1.74173,4.49861
8.58595,7.02359,9.68023,9.97193
0.315014,-0.273649,0.388571,0.503872
10.2326,15.7099,1.86485,2.83471
-3.25126,39.1067,3.52684,11.5134
0.0826557,12.4968,3.34717,4.97845
2.16038,6.37743,0.606104,1.10005
-0.74882,12.4131,4.30468,9.19144
-3.8693,15.2729,1.74986,5.47635
0.182044,4.53362,6.06771,6.84661
-2.28218,-4.17666,1.90929,2.57124
8.07138,-23.4013,1.92041,2.17219
-2.69538,25.2985,1.81078,4.63189
-1.28598,12.5171,2.53313,6.58691
0.211209,1.66513,1.47134,3.28373
1.95862,-2.41737,2.19252,2.83216
0.103003,3.90293,3.18482,6.50527
-1.38469,0.38795,1.17369,2.69174
-0.654413,-0.143167,3.71425,2.28746
2.32269,6.25544,3.19264,4.37119
3.61497,6.38364,3.18568,4.88492
7.49025,13.8962,5.08467,7.92825
-1.11646,-5.17658,1.40333,4.65804
-23.0647,12.2589,8.1127,4.55921
2.86898,3.5311,1.98238,3.8228
-0.00532974,0.0473121,0.127411,0.252094
10.504,13.2192,4.02147,7.3966
0.544402,-2.29538,0.920603,1.91591
5.77771,6.60427,2.0218,1.6083
0.558257,-0.580144,0.701285,0.857231
2.70174,9.54332,0.736856,1.22425
0.621604,-0.657069,0.149938,0.383208
3.80303,-3.04989,4.58431,11.4413
0.788909,5.44649,1.20294,2.68945
-0.852144,6.9644,3.17286,4.44315
2.66256,11.4646,2.86711,4.092
0.085246,-0.267646,0.217695,0.292293
-6.4827,2.66731,2.11077,4.68197
1.33354,5.94636,0.967227,2.09862
-0.548223,7.77465,4.18236,9.18914
1.39909,11.1803,1.37407,3.77603
-8.61279,30.6813,10.1079,16.3562
-0.38503,-4.3021,1.00224,1.29576
1.06944,3.01605,0.656445,1.647
3.2035,21.0316,3.17531,8.57368
-0.214538,-2.13931,1.44781,1.37618
-0.123397,-0.552407,0.982533,0.833556
6.31852,7.23081,5.33275,11.0743
-15.4545,23.8475,5.31504,8.04126
5.86912,12.3381,8.16786,9.1007
0.108122,0.0771241,0.617954,1.62668
2.65219,9.14658,2.08695,2.63437
1.78554,3.96828,5.12458,7.40189
-18.1742,24.5845,7.81508,13.2425
7.20721,3.59707,3.62018,4.79481
1.15448,0.39977,2.3893,2.57082
-0.107217,-0.407225,0.400118,0.773685
0.348802,8.1051,4.42807,10.8307
6.37905,10.7614,4.90414,5.32837
-0.29737,3.96559,0.936489,3.69166
1.37651,8.73929,0.911686,3.05426
-2.71165,4.76435,0.947117,1.66589
1.05215,-1.44702,2.05267,11.6886
-1.61318,8.37041,5.8879,5.5847
3.35267,3.5163,5.39695,6.58641
40.2746,6.57717,7.83162,4.00145
1.85762,6.18331,2.60982,5.94076
-2.14064,4.20615,4.02389,7.13687
2.52382,5.0545,4.42267,7.10189
-8.89153,-7.11794,2.23238,3.81252
-0.00145931,-0.00605477,0.0791738,0.0864112
0.160187,0.014998,1.20691,2.28096
0.264868,-0.303922,0.38538,0.633455
-2.12183,-24.1958,0.942783,2.17627
-5.3069,-4.30529,0.865567,1.58536
3.16572,4.10295,6.66028,10.96
0.454241,-5.4501,0.739061,2.46333
-1.48051,-3.88742,4.99931,7.34062
-3.01653,0.410999,1.625,2.62762
0.168558,11.311,2.64692,4.56914
1.54323,6.68851,4.28088,6.06273
3.22444,22.3741,1.42646,4.76477
1.24185,5.13263,1.96491,3.50061
0.460627,-6.55264,4.01227,10.7592
-0.338806,13.3836,2.86703,10.1569
2.21786,8.42048,1.83664,4.99013
0.460715,13.7537,0.909977,2.59079
-0.474158,-0.720052,1.00625,0.69146
-2.33698,-2.77586,1.05217,1.54914
3.19025,0.81353,2.08858,2.32172
-0.137523,0.0159003,0.543736,0.710654
17.2039,14.5868,5.28072,5.2229
-2.78502,7.54643,2.33816,2.37399
3.36961,-2.86216,0.808609,1.67381
1.46118,24.5079,3.52841,6.43846
1.19475,1.76408,0.638683,1.55754
-2.68743,2.78621,0.583943,2.14747
1.50572,15.2573,0.995752,3.23753
-2.28848,-0.104608,2.27847,7.22731
9.74337,-9.95229,4.55305,3.73144
9.57957,5.02964,12.5718,8.56657
0.439502,3.46877,0.704877,5.67488
-1.74912,-1.22895,3.96129,8.9529
1.17145,6.79311,6.53149,5.88715
-5.81392,10.4954,4.27315,11.9788
3.83546,3.7994,3.76389,3.03247
-0.940704,-3.20302,0.477062,1.03321
-3.12441,-4.25505,3.34406,10.5807
-0.525741,1.56117,4.64973,6.00148
-6.13447,17.6916,5.20271,4.17208
-0.896737,9.56652,4.96778,5.58635
-0.134822,0.615064,1.68631,4.41939
-1.07953,2.25978,2.74792,1.29423
20.9959,17.5487,4.73992,5.03276
-2.41136,-31.7968,4.21947,10.1204
-6.49974,12.5688,5.59722,9.28753
0.350779,-0.198143,0.403612,0.780597
0.955392,0.708061,2.48961,3.33345
1.30842,0.714758,1.53128,3.16204
-0.225315,0.860491,2.99244,7.26248
2.21876,-7.39662,0.908694,2.38596
0.362379,10.3759,0.767314,1.98243
5.78456,-4.81897,3.06112,4.65519
-4.74425,18.1458,5.06536,10.3949
1.14725,-0.481544,1.04408,1.91948
-5.62598,5.56626,1.64598,4.4201
0.0555346,14.9764,15.5067,20.938
-1.81835,-4.64277,0.944078,1.79934
7.50596,7.79496,3.54306,7.59913
10.2676,17.5639,7.70252,12.2254
-13.2702,31.4946,5.24716,5.62717
-9.4462,21.193,4.90831,10.7757
4.23232,-16.085,3.91176,14.8828
17.3744,17.8953,1.77222,6.03533
0.682892,5.45778,5.13847,7.14988
5.70497,12.7907,3.54485,10.8361
0.424865,5.50618,0.963408,1.90428
0.485366,1.12888,4.54574,4.34002
-17.4818,40.4733,3.87563,9.94895
-3.84476,35.3893,4.49305,22.7843
3.32322,10.7571,2.80455,3.49714
2.69825,0.022223,4.36091,4.85701
-0.368713,15.8927,0.377947,1.38203
-2.40407,-13.6076,1.61782,3.97521
-0.947151,6.03586,1.71868,1.27915
-6.02408,12.0868,3.51139,5.59313
2.81062,6.75322,8.86912,6.64665
0.0501778,-0.526672,0.431667,0.561741
-3.54566,-9.18471,0.897191,1.3674
-1.00481,-2.0771,1.16604,2.30796
0.201203,14.0128,1.44049,2.4718
2.24055,-6.39756,1.0019,2.29998
4.07863,13.22,2.16522,5.73655
-3.79546,-1.47999,6.33758,9.5987
4.82685,5.75115,3.40761,5.03818
-3.8244,-0.694754,3.44956,1.42311
2.00048,10.2551,1.04876,2.60664
2.55432,0.710991,1.92483,4.43911
-0.991303,11.6117,3.05682,6.83048
0.0577275,5.96998,3.62511,6.26968
-3.27122,18.9568,3.01937,6.57083
-10.418,19.0454,6.56955,11.227
3.04063,0.283446,2.43766,2.73075
4.83006,1.79881,9.85133,6.99519
1.03164,-2.27961,0.274043,2.2983
1.3983,19.8475,1.12091,2.91264
2.50157,-0.957705,2.62177,1.54215
0.861622,5.53377,0.787456,2.01874
1.18061,-1.07933,0.873061,1.50586
0.638149,6.11841,1.1715,1.98905
0.453541,-0.0218155,0.943049,1.35149
4.21118,2.4692,4.27386,4.12628
-8.49261,8.04058,3.54907,4.45147
0.400132,-7.23992,3.12409,5.83504
5.74743,5.17401,4.55978,8.92903
-9.67608,22.3102,2.14685,4.45843
-4.84903,-13.4673,1.34475,4.82144
-0.795657,16.0042,3.67731,9.41584
0.094406,-0.576359,0.3318,0.50441
-0.160237,0.649645,3.11731,3.75274
1.40593,0.129538,1.37143,2.62712
0.483265,0.578183,1.77669,1.32773
-9.41908,-3.7418,2.85097,1.22563
0.90279,11.7805,2.45868,9.86333
-11.9621,25.2173,9.1664,18.095
0.0754676,-1.8028,0.405852,0.950635
0.394878,-0.723673,0.238177,0.404194
-17.2818,-9.81254,7.29589,2.12987
2.85161,17.8372,3.22877,5.80782
-1.49167,-3.27331,2.50155,4.10992
-0.105103,5.51313,0.347037,0.724313
7.69787,3.70723,8.03096,9.04857
0.829958,8.53041,1.93169,4.8731
0.318266,7.26171,3.67212,6.425
3.29467,7.60627,3.33508,3.2134
2.7551,11.347,1.70184,3.06402
-8.14156,22.5338,4.34086,9.82848
-0.70034,-2.95972,4.06446,6.06509
3.74141,-3.33741,5.95234,12.9298
0.24858,2.50578,1.6615,3.34979
-18.556,-25.7616,1.6435,2.29532
4.34792,12.6202,2.87874,4.45407
0.611783,7.07276,0.730795,1.24665
-2.69282,-5.48792,1.05804,2.55939
-1.43639,-4.90293,0.600257,0.665386
-10.4903,13.3367,4.51453,5.99038
0.789913,13.036,4.56372,5.46333
-0.970879,1.70159,3.09681,5.22232
-4.14106,-28.0659,3.92972,11.8228
7.55704,19.3894,1.22686,2.60807
-0.356682,3.10084,2.97912,5.14061
5.16583,8.51564,3.35705,3.91936
-1.94127,5.18248,1.20218,1.49537
-1.81597,6.66643,3.87248,9.06862
2.1195,16.1254,3.89408,10.2828
8.1067,6.4397,17.3608,22.4393
3.88261,3.38942,7.86129,9.22786
0.492115,-1.5116,1.05454,1.93721
0.443238,-0.235094,1.56318,0.404691
8.53618,24.6986,5.92938,15.0155
-1.47624,0.673113,1.25278,2.3009
-0.468532,7.85467,1.77319,4.61652
22.2821,37.6187,6.8321,11.2556
0.765647,-1.39305,0.632424,1.28177
-3.56941,-2.69145,1.69952,1.17569
-2.33102,6.95255,3.90176,6.71779
2.53495,15.9499,4.69764,9.0901
-0.528027,4.02031,1.13531,2.1755
7.71686,20.2452,3.18606,4.98092
1.13793,-3.80418,0.662844,1.26189
-0.325078,16.3109,2.34153,6.49701
-0.372528,0.828473,0.953476,2.76107
-5.31108,7.79282,1.86044,1.71616
-0.258935,-0.107904,0.417665,0.704259
-0.0835978,-0.083419,0.271856,0.360453
1.26261,7.82412,0.454749,1.21913
-10.115,27.813,4.519,15.0022
1.85877,14.6521,4.55849,6.13608
1.09474,-2.26505,2.5149,4.78645
-0.406338,10.212,7.81298,12.9914
0.139432,-8.849,0.565342,0.680102
2.49597,18.6066,2.02518,13.6074
-2.39223,7.72212,3.16282,6.10279
-13.5359,44.2014,2.6997,16.3704
0.281364,0.834001,3.00394,6.02587
-5.83832,-8.83797,2.30281,5.5024
2.54633,7.31084,4.5537,9.26713
4.03904,1.53265,6.09165,5.67124
-0.667055,11.0634,3.11338,5.99936
-17.8786,-14.6677,8.08222,6.08786
-3.26215,-4.23123,2.5881,3.32799
-2.91104,-4.34263,1.87846,3.30578
-0.998513,1.55405,2.66762,3.09592
-11.4158,21.8663,9.94453,17.1723
-5.06262,30.0159,4.34293,16.5649
-2.9202,-1.21943,4.98564,6.545
2.23649,-0.382355,2.74393,2.75931
4.19358,10.472,2.78798,4.75859
1.94627,0.0766917,5.26254,7.24637
-0.404623,-0.903191,0.528288,2.26369
7.55172,-1.54428,22.2721,8.41818
6.18066,26.987,5.069,9.55565
3.99887,10.1178,5.27869,3.38089
2.64324,9.09702,1.89074,3.16482
0.0912695,14.1561,1.14343,4.37126
1.09318,5.36811,1.55347,5.02635
2.13025,9.70101,2.82879,3.70689
-1.57094,14.656,1.42644,5.33683
-0.066501,-7.44295,3.41061,5.62343
1.46257,2.368,0.946894,2.02774
0.630394,5.32329,1.20685,3.03276
-2.10926,10.7856,1.41631,5.86817
0.261253,16.3666,1.23802,3.51525
-1.03712,-0.133253,3.46266,1.68548
-0.245593,-19.7111,1.07842,5.15601
-3.70196,13.3489,1.59643,4.58349
2.73929,14.9126,1.49883,3.55527
0.912252,9.50246,1.67085,3.42422
-1.60324,5.98215,2.49012,3.46819
-1.29223,-9.97331,0.996523,3.98614
0.0243597,-0.0564843,0.165043,0.363753
0.247415,-6.68314,4.62332,7.80475
1.63632,17.288,4.70442,12.0039
1.20205,0.865872,4.93953,6.96824
0.0336564,-2.41644,0.303233,0.792758
1.16825,1.89463,3.03897,4.86707
0.647056,-5.0119,1.5634,3.6542
0.490441,-0.516534,0.109564,0.0542817
-1.31536,2.10516,2.40303,5.16371
2.97096,7.28569,3.28837,4.61036
0.700573,1.30798,2.82802,3.55969
-1.27618,0.166802,3.12052,3.89235
7.35355,7.70808,2.28133,3.10171
6.89384,16.8305,4.45729,6.65519
-11.8726,26.9992,8.38812,15.951
44.2707,10.8472,18.7048,4.68038
-4.55091,3.79822,4.75542,7.44704
-5.80739,4.89176,4.1059,4.05273
0.0816834,8.27833,2.61327,7.11209
-4.24599,-1.88298,1.84963,2.68722
1.0199,-1.61979,1.43859,6.58127
-0.62002,8.38974,1.61759,6.31661
3.14234,0.433126,1.68771,2.76947
-4.19515,12.9945,3.70296,9.04632
0.499143,1.52159,1.82405,2.48047
1.96828,-3.09349,0.590344,3.07532
0.788271,6.08644,1.27778,3.90134
-1.96718,-0.741894,1.71001,2.42727
2.25037,9.7744,5.16193,11.83
-1.39908,0.511836,1.55859,1.7142
-1.20839,-4.00402,4.95103,6.09232
4.23352,-3.60707,1.59749,1.68489
7.18611,-5.65083,15.9674,14.532
3.59583,4.93822,4.2059,6.2084
0.222411,0.569212,0.545338,0.813515
2.01021,6.04156,0.553557,1.5275
-3.14186,21.5611,7.70489,12.2118
-0.0598641,-0.146329,0.745454,2.55353
2.64147,-1.96188,2.06492,1.7568
1.75216,1.60375,2.17464,3.68122
2.13345,14.5094,1.36107,2.55374
-3.72825,16.4377,4.08868,9.46269
14.6166,14.4946,9.63396,6.5737
-0.280886,-16.8006,3.61781,4.20673
-0.22968,-1.68362,0.573703,1.33066
-0.088195,3.02237,1.65797,3.50486
2.40567,0.578706,8.03636,6.60524
0.680349,2.48781,2.11872,6.33612
-9.46626,-4.58471,1.45008,1.12595
4.74408,15.0002,3.08339,4.83895
0.687368,3.99899,1.60611,3.70842
0.457708,5.48295,0.584627,2.93324
-2.64892,2.96852,3.52508,4.42622
1.74395,5.48363,0.915362,2.87165
-0.918724,8.71663,4.11335,8.50808
-1.78051,11.1508,4.18524,8.74875
-5.61746,-8.92391,2.93754,6.00812
-1.59229,-6.18345,0.564606,0.802569
-7.85278,23.2227,3.47171,5.93784
-3.09434,-12.3333,0.931172,2.6442
4.14165,13.4832,4.0991,12.2175
-3.7725,3.09169,2.54537,7.12235
-0.623522,-6.99162,2.2295,3.77384
0.7784,1.32854,0.320201,0.873881
-0.267163,1.76144,0.605046,1.16672
-0.00415923,0.0136138,0.180999,0.293847
-3.69163,5.04442,1.55152,1.97546
-1.49248,6.74101,2.16484,5.48425
1.09024,1.43442,1.45018,1.4677
-0.311842,6.50033,2.60255,5.29179
-4.55154,-15.7011,0.481621,2.2126
-6.14668,3.1683,7.66188,7.73829
3.03044,20.8442,1.20545,3.51387
5.12574,15.2159,6.85085,13.11
-0.883754,4.1275,0.805288,1.69619
-2.22006,3.15327,2.74652,5.25987
2.11912,6.31873,2.34903,5.34967
-5.51532,-15.5238,1.19743,6.24754
-2.22453,0.166569,1.9784,1.67261
-5.74852,-20.2755,1.23587,3.08123
-1.52538,8.49434,0.682269,2.32648
-0.469307,-4.3323,1.42453,3.0186
-3.21858,26.4435,2.30455,8.54975
3.24194,-7.05136,1.37489,2.34146
-2.26085,-23.219,1.14589,2.30921
2.07945,5.53979,2.17331,1.95726
-2.37326,6.52302,3.91542,4.57905
-0.0096222,0.848143,0.606835,0.773667
2.57037,6.74518,4.78598,2.48919
-0.950954,15.0011,1.507,4.52891
-1.12571,2.09801,3.56273,6.33302
-0.801664,6.71493,1.69173,2.53843
-2.02482,-6.77242,1.20704,2.52447
8.61301,-0.133421,11.6116,7.38133
10.7466,13.5515,8.26262,17.1947
0.48783,1.39206,1.1659,1.99359
-2.28321,19.0213,7.16922,9.75767
-0.383874,-1.74405,0.952591,2.60636
-6.42439,21.2587,4.64245,12.1545
1.85813,0.768639,0.918984,2.22948
-0.19728,4.75018,0.694848,1.24301
-8.95349,-16.2309,1.5627,2.35032
-1.17889,-1.60186,0.792864,0.552544
0.78313,7.32954,1.87306,6.04614
1.25723,2.13537,1.56445,2.65499
-5.36901,-5.23785,1.26011,3.79814
0.653591,-2.59427,0.452284,2.0199
-4.12734,2.699,5.1635,5.08799
-0.535164,-1.30992,0.144149,0.186908
-10.564,17.128,4.82373,6.32353
-6.22224,8.64888,5.08237,6.28039
-2.6355,-1.54925,1.58446,1.07989
1.26285,10.3002,1.2686,2.7215
-2.46663,-9.02149,1.19612,4.19662
2.26822,13.3484,2.08096,5.10417
0.848932,-0.617119,1.70427,3.25975
1.61438,-3.63105,0.987541,2.09915
2.65337,4.82699,3.08702,5.66517
0.14763,-2.11709,0.582268,2.55664
-4.53696,10.6687,3.10925,6.80319
-0.689493,5.37962,3.12412,4.83361
-4.21699,-15.1679,0.885854,2.97916
4.44859,20.0475,8.34786,11.6237
2.41262,23.3216,6.0616,10.141
0.0397505,2.67079,0.946864,3.19794
-1.16336,13.9847,3.05703,6.41922
-4.43844,51.9363,7.29668,22.3215
4.16088,12.9419,2.63334,5.64843
1.88095,-3.50265,3.39141,5.76851
1.30488,2.05227,1.10687,2.88682
-6.39264,6.93316,3.87687,8.99427
-5.16566,28.4736,3.18639,16.1257
1.22126,8.85053,1.26573,1.53949
1.51372,7.66458,1.06313,2.63995
1.34188,-2.09267,4.19969,2.8063
1.47826,-1.40257,4.83132,1.81494
-1.65135,-11.8638,0.647956,1.85792
-0.71323,3.68145,1.51565,2.51574
1.9499,3.04774,0.81314,1.42441
-3.74218,3.66835,1.94683,1.94086
7.18752,8.07347,7.25387,5.53742
6.0723,2.26035,4.2009,5.43573
6.61478,2.17101,4.15918,5.06808
-1.38565,6.93452,1.68972,2.74078
6.00247,9.5108,3.08093,4.00926
2.52716,1.65753,0.493591,1.15781
11.7931,9.25424,9.7604,8.52374
0.473898,-5.72822,0.756247,2.05734
-1.54045,22.004,1.93769,3.64736
6.00234,-2.20286,4.46312,4.66002
-4.0617,4.57956,3.17308,19.0096
7.43227,14.5064,3.10683,9.27369
-0.135122,2.03054,0.76693,3.95023
-7.3098,2.99976,2.68687,6.28032
0.0045394,-0.00450976,0.138798,0.129123
-2.14476,-6.71792,0.971256,2.69741
-0.829405,-3.32139,0.697739,1.57487
-0.470438,-2.73229,0.745695,1.30026
0.252827,6.05564,1.79231,3.01712
-5.6159,-13.7796,0.994734,1.85568
0.374071,-0.16945,0.086009,0.25488
-10.6071,11.4112,1.75657,1.75267
1.32843,5.28305,0.604778,1.18004
-2.71031,6.55475,2.6,6.77768
-4.25335,9.84046,3.94897,11.3102
3.4277,3.13031,1.36124,1.00017
2.8568,9.38892,1.9443,3.23635
2.21336,8.91457,2.58213,6.57599
1.04292,-0.377085,0.526782,1.45175
4.19909,14.352,5.05575,10.1206
9.43768,18.6799,5.25811,8.52588
9.0708,-2.04033,6.91248,10.7807
-2.53808,6.08669,0.856671,0.903206
5.10093,15.8846,3.87645,7.01778
-0.638817,17.7838,6.83503,17.1583
-2.50827,1.81214,1.01752,3.17512
-8.01716,2.1634,3.17499,4.40933
2.16927,4.07418,1.53893,2.52007
-3.56836,-10.675,0.404112,1.64681
0.358295,4.52452,5.01752,2.7061
0.347221,-0.12351,0.131606,0.0936882
0.15685,-14.2388,1.03416,1.7692
-1.04989,-18.7191,1.38813,3.5396
3.09637,6.41308,0.953005,1.54794
-1.00476,-7.54223,1.64164,4.43469
2.41928,-0.555371,1.49112,2.14905
-1.51365,12.6381,5.73019,3.61134
-1.00987,-0.50814,0.839108,1.02623
-0.0436318,-4.53476,0.446387,1.49279
-5.68166,1.25382,2.68948,5.26028
-8.1638,15.4152,8.36386,18.673
1.5253,-7.34521,2.85011,6.69178
-2.99147,-7.29452,2.06395,4.35963
-0.452574,-1.97855,1.83684,4.04627
2.10634,18.8066,4.35351,9.92599
0.710363,0.0236023,1.11285,2.61581
2.25668,37.448,4.65851,11.2662
-3.92405,-14.1687,2.52266,6.01272
3.24704,3.17114,5.81816,4.3317
2.52532,-20.971,0.333776,0.656128
8.33823,23.4517,1.61587,2.69669
-1.90614,-23.1111,0.597364,1.08044
-2.27602,-1.05275,1.89957,3.18979
7.14197,13.3201,8.07023,11.5951
-6.80321,29.3672,3.69672,6.74166
-0.889532,2.91283,0.840266,1.48415
0.45765,-0.577723,0.394619,0.451787
5.18043,7.17785,6.08923,8.68313
1.18605,-0.365598,2.54105,3.65973
-4.95782,3.38763,2.64085,8.67872
-0.924248,-7.04132,1.49101,3.58374
-0.429659,7.20778,2.07338,2.34101
2.98178,8.38594,2.85183,4.30794
-14.5558,18.466,6.35949,11.9887
3.30336,10.9845,0.837483,1.35493
14.5121,-1.83716,13.6636,1.16117
1.61703,6.1993,0.649931,1.39373
0.199768,3.95719,0.574358,1.09922
-1.47785,-2.85136,0.627539,1.71996
-3.39008,11.9247,9.95284,15.5877
9.88443,10.5616,7.26809,5.04961
-1.26711,-4.54071,5.87173,9.59562
8.04765,7.65045,6.05954,9.83261
-1.01216,-7.66861,0.373415,0.819748
2.03776,8.80826,1.43427,2.48808
0.740901,18.0157,2.81286,10.6775
-0.528838,-12.8968,0.664318,1.07897
5.37633,2.86891,2.79209,1.49159
1.77887,16.7852,0.975827,1.65841
-6.15374,15.2202,4.01704,6.20475
6.72596,9.93488,4.88242,7.52176
2.89171,5.26217,3.80803,5.69382
0.391347,0.530873,1.54161,5.47691
-1.63917,-4.64487,1.40568,2.62589
0.815318,4.15107,0.47784,1.17551
-11.6853,14.1298,7.93153,17.9187
-4.70984,-10.9239,1.52293,4.21278
3.2646,3.33231,7.44997,7.34303
8.43971,12.074,4.60958,9.58862
-8.00329,11.8135,4.48051,10.6743
1.80632,5.52543,2.3704,6.93792
1.52111,3.15005,1.84578,3.55314
-1.42514,6.15034,0.937042,1.43822
-0.128354,3.19185,2.29926,5.37572
-7.7071,9.73841,4.30575,9.85939
-0.160872,0.626612,0.385311,0.785666
2.77289,-0.676092,5.08217,4.06718
-5.52977,10.4182,5.41082,6.01621
-7.03871,22.1068,5.77356,7.61819
6.88497,16.3726,4.95005,8.73597
-0.875393,-9.23847,1.16502,4.09652
0.564264,0.751811,0.991159,1.9707
-13.5574,23.7773,10.0215,18.4787
0.712911,8.9127,0.623389,1.46066
3.91425,4.51008,3.67666,2.79592
0.187875,2.30327,1.25542,2.84099
-0.00530265,-1.50005,0.738976,2.03023
-0.734749,-3.96008,0.613026,1.94093
-4.34552,10.4775,3.50078,9.45818
0.563009,3.19723,10.131,9.10777
-5.99476,24.456,4.89722,12.0246
6.86421,-2.19389,3.09336,2.21755
2.57891,-14.0922,16.9432,12.5381
1.55495,1.62852,4.56605,5.42673
-11.6298,12.8986,5.81299,8.16905
2.26253,2.85728,2.26508,2.97978
3.27,28.5557,2.14705,5.53695
5.88728,25.1373,5.07507,13.1124
-17.1572,-36.9435,2.174,1.64096
13.0097,28.8003,9.13204,9.63639
-0.22566,-3.25393,5.96285,9.21635
0.348488,-0.0304166,0.280777,0.685413
-1.32769,17.7258,2.83833,6.39133
11.8528,14.4926,9.46729,5.30424
-1.33969,5.4691,2.49313,4.4009
0.138878,0.339979,0.927137,1.0372
-0.186588,-7.61763,0.364712,0.854674
-1.29409,0.651208,1.53395,3.37999
12.981,2.01241,9.58027,3.00213
1.23245,7.39256,0.640028,1.4086
-10.756,32.2667,8.76562,16.0887
21.6056,62.5631,5.08482,6.39257
1.80292,6.89091,3.52152,7.00921
0.399164,-2.69106,3.00425,6.99241
2.33567,-0.635611,5.89016,7.92388
8.31673,22.5202,9.65265,10.0977
12.7782,4.5069,11.0926,6.5505
-2.11206,2.41079,1.18003,2.29603
-2.81674,14.7804,9.76447,8.73202
2.82224,3.05063,6.56693,6.22016
-4.242,12.9111,4.01237,6.77405
0.996599,4.54876,1.5757,2.69086
3.39151,6.54368,3.23369,5.07963
8.87952,7.93223,4.2841,3.63051
1.79682,-0.0710814,0.509445,2.11997
-0.633763,-6.15222,0.802404,2.28788
-3.48452,-7.92676,1.76022,3.4797
-12.3468,31.3118,6.97423,15.9804
-3.48127,17.9188,3.1937,5.98444
-7.12617,-9.86403,1.70632,4.25773
3.29018,-7.71967,0.925596,2.09878
-1.75242,-9.38041,0.743792,2.63627
0.191153,-3.91927,3.80794,6.84014
-7.3523,-11.1948,1.88489,2.64821
-9.30904,29.1837,4.48762,7.68732
-0.554273,-2.01769,1.33207,2.02261
-7.25626,21.8369,2.30764,6.79679
0.771842,8.96208,1.84612,5.30254
0.484702,1.08071,1.5719,1.65621
1.33318,-1.69093,2.04855,4.47738
1.61394,-1.2183,3.74212,4.49251
7.05945,13.8402,8.35843,12.1437
-0.882827,4.49587,1.43327,3.6999
4.61669,15.4733,2.25921,4.64136
8.35296,6.19861,7.88662,7.05759
0.581379,5.22762,1.3821,2.80942
4.91914,3.56991,2.98759,2.09358
1.35406,-5.95419,1.3553,3.21388
-0.37458,-0.768079,0.433401,1.62966
-3.45686,42.0568,3.69978,13.0897
-0.234567,-1.30814,0.475229,0.9694
3.91396,-18.4475,1.32042,4.35068
3.00474,3.28572,2.3734,5.21402
-0.508291,-1.28407,0.801147,1.42293
-7.19528,12.0302,3.11423,5.33237
0.789537,-1.49863,0.236372,0.377794
0.576986,13.7001,5.47902,7.42443
-8.99128,5.10755,1.32265,1.17956
0.696671,6.59204,0.705696,0.82037
-3.77845,7.12751,3.85017,6.6718
-3.54703,-17.0717,1.27069,3.19294
-0.000902982,-0.540159,0.828268,1.40848
3.67005,4.72059,3.14266,5.11343
3.23329,5.83395,1.02701,2.9091
5.57824,4.54509,4.99362,5.56714
16.677,10.8034,2.65633,2.10781
0.156228,-5.44184,0.41527,1.07678
-1.22735,7.87236,2.15093,4.43298
2.53354,10.1395,9.9347,6.85773
0.534602,-0.555289,0.0482769,0.103559
0.58087,7.04939,1.7113,5.11855
-1.68665,-1.1286,0.899919,0.625671
-10.0851,-6.60307,2.01174,4.06949
2.35572,3.58736,5.04036,3.03472
-5.58946,-0.504496,1.06195,2.57107
2.42951,16.185,1.12221,1.41813
10.0965,9.85727,6.74916,7.01267
2.77246,9.57564,3.18883,10.1068
2.44388,7.01401,5.1929,10.2604
4.29168,1.45082,2.87089,3.11643
-4.46193,3.02283,11.4572,13.7364
-1.95473,3.82807,1.90158,2.24808
0.27883,2.27533,0.44046,0.795037
-6.7841,22.8892,6.32744,13.1087
-0.151392,-1.1969,1.32311,2.86642
0.200114,-3.03671,1.61515,4.01407
22.6008,8.71383,9.36073,4.16517
-1.46437,2.72427,0.60332,1.04998
-3.53675,3.66666,4.88312,7.04922
2.88127,8.4083,1.4807,2.78575
-2.20399,8.61587,4.01119,4.0909
0.634081,4.59199,5.10933,5.72044
-1.39698,-0.0951389,1.37493,0.595606
7.72298,5.7701,4.12981,6.25301
-3.82161,11.8314,1.52283,4.20418
-3.01739,2.83698,2.5692,2.34694
5.85611,7.81948,3.5133,9.07295
1.73538,3.18106,4.51551,8.37906
-1.7318,-15.3121,0.638697,3.38241
2.59566,2.57539,0.857479,1.33924
-0.0915677,0.00827766,0.394643,0.165521
-1.74281,-33.7991,5.18177,5.20101
-4.48287,1.0821,1.79676,2.62323
