superconduct/table48.range_atomic_radius,superconduct/table48.range_fie,superconduct/table48.wtd_mean_fie
23.0,108.0,792.5
95.0,126.3,718.666666666667
2.0,74.3000000000001,703.375
180.0,764.1,741.595714285714
53.0,181.3,820.575247524753
205.0,810.6,731.275
205.0,810.6,1006.4366539924
205.0,810.6,1001.36769230769
33.0,218.0,583.345714285714
53.0,44.6,676.088
199.0,786.5,1003.04
159.0,516.7,789.616666666667
25.0,55.9,685.96
205.0,810.6,960.992857142857
205.0,810.6,1006.9664
159.0,504.7,789.916666666667
205.0,810.6,995.6
205.0,810.6,1010.93028571429
205.0,810.6,1002.25692307692
30.0,1.90000000000009,658.75
18.0,109.6,586.16
205.0,810.6,988.883705375131
146.0,817.5,1033.56482679316
106.0,355.1,731.442105263158
79.0,147.8,778.384333333333
52.0,108.1,814.05
205.0,810.6,991.905946791862
158.0,781.6,1009.08714285714
205.0,810.6,738.028571428571
39.0,16.9,545.325
205.0,810.6,1007.91538461538
185.0,764.1,1006.04266666667
103.0,314.2,842.139534883721
155.0,508.7,791.2
205.0,810.6,1000.48092307692
159.0,511.7,788.742714404663
199.0,786.5,1007.48121428571
133.0,464.3,795.4
0.0,0.0,867.2
205.0,810.6,1005.22371843917
205.0,810.6,988.12423263328
40.0,125.8,652.3
199.0,786.5,1016.20928571429
171.0,772.0,1011.46171428571
2.0,157.2,571.6764
103.0,314.2,850.532899022801
171.0,817.5,1009.59071428571
205.0,810.6,991.873162939297
158.0,781.6,1009.42021670944
171.0,772.0,1011.80382165605
205.0,810.6,1003.95810810811
18.0,204.5,745.4
142.0,751.4,1031.875
145.0,470.3,795.65
111.0,136.6,764.252631578947
205.0,810.6,724.538150289017
171.0,764.1,1007.81333333333
145.0,470.3,926.276271186441
164.0,1148.5,1024.35285714286
105.0,397.2,835.52
164.0,1148.5,897.32075
205.0,810.6,1000.27829095716
205.0,810.6,995.103450980392
102.0,291.7,830.266666666667
171.0,772.0,717.698
145.0,470.3,804.174666666667
153.0,1138.9,899.954175
38.0,183.2,695.9
23.0,244.4,657.332
171.0,764.1,1006.39090454773
205.0,810.6,999.225096525097
70.0,218.9,584.88
60.0,183.2,684.24055
24.0,102.3,684.825
205.0,810.6,1002.34589147287
145.0,817.5,1140.18628841608
205.0,810.6,741.802857142857
83.0,209.3,816.675
205.0,810.6,996.561904761905
146.0,206.0,743.564444444444
26.0,129.2,784.477358490566
205.0,810.6,1002.40045082907
166.0,491.5,795.12
130.0,287.2,778.107692307692
183.0,773.0,1031.27589473684
29.0,139.9,677.59
199.0,786.5,889.475
76.0,139.7,897.403
142.0,283.5,720.8
56.0,331.3,729.42
205.0,810.6,1068.19565217391
143.0,1139.9,965.660396039604
205.0,810.6,738.544285714286
50.0,245.5,706.175
198.0,682.9,1009.44
7.0,145.7,695.682
33.0,311.0,785.34375
140.0,521.9,777.875
29.0,328.0,591.251428571429
5.0,2.29999999999995,651.204
171.0,764.1,724.881188118812
146.0,817.5,990.404285714286
171.0,764.1,701.514666666667
9.0,218.0,722.766666666667
62.0,84.9,632.87775
9.0,218.0,674.08
205.0,810.6,1003.14399845619
20.0,166.1,744.425
171.0,764.1,723.17135678392
205.0,810.6,994.792150706436
199.0,786.5,698.168911917098
205.0,810.6,995.320744259699
171.0,764.1,714.1635
15.0,59.4000000000001,740.0
60.0,135.9,684.075
205.0,810.6,1000.01050583658
171.0,772.0,1011.9542
147.0,772.0,889.839
153.0,1138.9,899.0475
205.0,810.6,996.509266409266
114.0,395.8,942.882352941177
53.0,181.3,825.831
205.0,810.6,982.4
111.0,375.4,806.2682
161.0,518.7,788.283333333333
80.0,182.8,673.7186
106.0,273.0,740.5332
205.0,810.6,1011.30833333333
58.0,17.5,794.75
159.0,504.7,790.298333333333
205.0,810.6,1002.86692307692
10.0,183.3,822.275
35.0,252.7,783.866666666667
171.0,764.1,1026.83538011696
40.0,218.0,584.672285714286
205.0,810.6,737.988571428571
80.0,86.4,642.1875
142.0,817.5,1200.3253814147
57.0,76.5,682.65
2.0,126.3,639.42
147.0,772.0,1013.68123050751
33.0,59.8,664.484
205.0,810.6,997.136517514301
171.0,772.0,759.79
205.0,810.6,1006.71733333333
205.0,894.6,1015.32352941176
205.0,810.6,1003.62307692308
111.0,136.6,772.88
180.0,559.1,827.611475409836
171.0,781.6,1008.19728656519
80.0,86.4,640.9875
205.0,810.6,1031.031
84.0,244.9,682.44
205.0,894.6,1022.9592
171.0,764.1,1011.58181818182
250.0,937.6,700.676635514019
69.0,239.9,830.765
205.0,810.6,1002.43415384615
147.0,772.0,889.8475
111.0,136.6,709.855
31.0,238.0,790.020304568528
171.0,764.1,724.366
205.0,810.6,1044.91333333333
78.0,214.0,891.756956521739
146.0,817.5,989.064285714286
199.0,786.5,1005.97230769231
205.0,810.6,992.991823899371
171.0,764.1,724.743
171.0,764.1,1008.90858085809
205.0,810.6,1005.56923076923
91.0,351.0,820.822222222222
166.0,491.5,795.155333333333
205.0,810.6,1003.62307692308
0.0,0.0,1085.7
205.0,810.6,1000.02006196747
205.0,810.6,999.096428571429
205.0,810.6,1007.41692307692
146.0,452.1,847.654605263158
205.0,810.6,1005.47846153846
205.0,810.6,1001.7800618238
114.0,306.7,812.167647058823
185.0,764.1,1029.37
205.0,810.6,1002.25692307692
142.0,737.9,966.141304347826
171.0,764.1,1005.86666666667
111.0,136.6,754.666666666667
205.0,810.6,1005.75644171779
205.0,810.6,1004.1396039604
164.0,1148.5,896.6475
161.0,572.7,782.417333333333
158.0,781.6,1008.84971428571
80.0,280.3,772.941666666667
205.0,810.6,1002.70370084811
119.0,140.5,729.95
205.0,810.6,997.588067744419
74.0,245.9,680.775
132.0,771.2,889.12
171.0,773.0,1024.03892857143
205.0,810.6,1007.09909333333
198.0,682.9,1053.67936507936
139.0,527.7,780.604
205.0,810.6,993.2853125
24.0,225.7,720.025
25.0,204.5,678.318
130.0,486.0,836.605263157895
139.0,443.7,782.588
205.0,810.6,991.244
29.0,110.0,727.1
171.0,764.1,751.977142857143
20.0,86.7,1077.03
205.0,810.6,732.442857142857
205.0,810.6,998.566343522789
195.0,894.6,1051.28611111111
142.0,737.9,1000.46739130435
53.0,382.4,780.72
199.0,786.5,1009.30442857143
2.0,96.5,704.13
171.0,764.1,1010.08026315789
205.0,810.6,1011.60909090909
205.0,810.6,1001.82248062016
205.0,810.6,994.678984126984
205.0,810.6,1010.40642857143
171.0,764.1,1010.9213740458
106.0,355.1,746.942105263158
171.0,852.5,856.069124423963
0.0,0.0,663.6
205.0,810.6,994.949104253808
77.0,53.1,546.0537975
250.0,937.6,991.271701112878
53.0,181.3,849.75
153.0,1138.9,896.754375
69.0,278.7,756.03
132.0,251.2,717.894117647059
205.0,810.6,1000.88953846154
58.0,62.9000000000001,787.62
139.0,527.7,777.244
184.0,570.7,778.61
171.0,764.1,763.086666666667
205.0,810.6,1001.39111111111
13.0,245.5,680.75
205.0,810.6,1007.08383333333
119.0,337.4,816.414666666667
171.0,772.0,1011.73457142857
205.0,810.6,1006.59169230769
113.0,262.8,915.775163398693
205.0,810.6,1007.08853333333
94.0,254.5,731.84
84.0,244.9,723.72
171.0,772.0,759.447666666667
171.0,772.0,979.8525
205.0,810.6,1001.12807692308
205.0,810.6,695.927272727273
139.0,294.1,802.818390804598
196.0,1139.9,977.444444444444
205.0,810.6,996.111538461538
55.0,110.0,695.5
166.0,491.5,795.296666666667
117.0,399.3,791.662
205.0,810.6,735.262857142857
171.0,764.1,737.0375
205.0,810.6,998.197692307692
205.0,810.6,994.525
171.0,764.1,1005.87606666667
196.0,1139.9,947.53
7.0,44.4000000000001,668.9
35.0,144.3,604.06
171.0,772.0,1012.18685714286
29.0,181.1,863.0405
171.0,764.1,736.545714285714
174.0,764.1,1010.83913043478
70.0,220.9,849.371428571429
58.0,62.9000000000001,779.233333333333
147.0,772.0,1011.92342857143
70.0,327.0,759.46
195.0,894.6,1000.5
158.0,781.6,1008.92771428571
12.0,25.5,695.0
171.0,764.1,1006.86746666667
25.0,55.9,671.985
171.0,772.0,1011.58562857143
11.0,12.3000000000001,707.6575
199.0,786.5,1100.7329004329
147.0,772.0,1016.87279102384
205.0,810.6,1003.78576923077
205.0,810.6,1007.0016
129.0,527.7,782.91
205.0,810.6,977.226666666667
33.0,59.8,662.02987012987
7.0,60.1999999999999,677.19
205.0,810.6,991.044838455477
185.0,764.1,1028.37857142857
77.0,214.5,729.35
205.0,810.6,1010.79242857143
69.0,210.3,770.633333333333
129.0,527.7,778.66
87.0,444.8,800.874017467249
82.0,283.6,704.7
174.0,764.1,722.966666666667
132.0,642.4,922.097014925373
75.0,230.1,865.54
185.0,764.1,1013.22545454545
13.0,19.3000000000001,648.749
171.0,772.0,1011.91455064194
80.0,280.3,760.358333333333
205.0,810.6,1007.76108149276
205.0,810.6,740.157142857143
185.0,773.0,1033.64529411765
153.0,1138.9,899.0475
8.0,100.4,700.9414
33.0,311.0,786.7225
177.0,764.1,1005.77215384615
147.0,772.0,1013.51134751773
171.0,772.0,759.936666666667
50.0,217.0,683.352
171.0,772.0,761.085833333333
205.0,810.6,1001.50496508922
205.0,810.6,1002.46307692308
205.0,810.6,1007.01333333333
119.0,793.2,913.025
171.0,772.0,1011.62535714286
205.0,810.6,1001.21891891892
205.0,894.6,1019.70483870968
35.0,144.3,623.3
25.0,225.7,678.424
205.0,810.6,1000.36156237855
46.0,65.5,836.25
33.0,280.1,791.60743
205.0,810.6,728.571428571429
62.0,292.2,738.175
205.0,810.6,977.833333333333
50.0,217.0,693.115
30.0,1.90000000000009,658.465
205.0,810.6,1007.08853333333
205.0,810.6,999.440935446463
190.0,773.0,887.343216080402
164.0,697.7,858.033333333333
142.0,770.2,900.2925
27.0,239.2,716.68375
205.0,810.6,1001.05
205.0,810.6,991.5528
199.0,786.5,544.304049434657
205.0,810.6,989.615384615385
77.0,262.4,646.616666666667
80.0,280.3,757.493333333333
30.0,56.0,541.23576
139.0,443.7,782.598
82.0,349.5,806.32
92.0,399.3,769.271428571428
87.0,122.4,719.966666666667
171.0,764.1,1012.05746835443
205.0,810.6,1005.99195402299
139.0,527.7,773.244
20.0,101.3,665.333
205.0,810.6,1002.60192159877
205.0,810.6,1010.434
171.0,764.1,1028.10503597122
205.0,810.6,1045.4
24.0,225.7,718.435
205.0,810.6,807.022
141.0,510.5,868.81
150.0,572.7,783.703333333333
22.0,160.8,789.576518218624
171.0,772.0,1011.54071428571
144.0,452.1,847.243648208469
205.0,810.6,991.082352941176
205.0,810.6,736.531428571428
205.0,810.6,995.819384615384
147.0,773.0,1011.35428571429
174.0,764.1,1011.27955439056
84.0,328.0,786.082
83.0,196.6,720.466666666667
171.0,764.1,718.500970873786
140.0,521.9,777.875
205.0,810.6,690.407142857143
171.0,772.0,1011.59714285714
158.0,781.6,1022.66176470588
171.0,772.0,1015.44539089848
80.0,86.4,642.25125
153.0,1138.9,896.754375
199.0,786.5,1091.15106382979
171.0,772.0,998.833333333333
171.0,772.0,1011.07909090909
205.0,810.6,993.756507936508
0.0,0.0,940.4
122.0,341.5,776.017647058824
171.0,764.1,723.644660194175
150.0,572.7,787.116666666667
26.0,100.6,763.26
171.0,764.1,700.950666666667
159.0,516.7,789.466666666667
27.0,40.6,743.86
205.0,810.6,1000.26279069767
50.0,174.1,667.7375
161.0,518.7,787.583333333333
39.0,16.9,553.775
150.0,741.8,1105.36666666667
205.0,810.6,1004.72
205.0,810.6,999.363015811801
33.0,311.0,783.236
53.0,426.3,741.733333333333
185.0,764.1,1005.96266666667
205.0,810.6,1002.16769706337
171.0,764.1,1012.52778216259
211.0,1177.5,1024.25866666667
101.0,188.1,721.216666666667
46.0,109.9,677.575
133.0,419.6,806.8345
205.0,810.6,1003.27918272938
205.0,810.6,739.02
164.0,1148.5,938.452
20.0,15.0,747.85
122.0,341.5,771.817058823529
108.0,457.9,842.793333333333
58.0,223.0,769.3605
120.0,743.7,1027.78140703518
95.0,336.6,731.605333333333
147.0,772.0,1012.19942857143
145.0,545.6,795.0225
171.0,764.1,991.8265625
153.0,1184.4,905.945
53.0,58.1,673.23125
205.0,810.6,1004.84763076923
205.0,810.6,992.424087358521
177.0,1131.0,1008.77952770478
171.0,764.1,991.9125
147.0,772.0,1013.08579545455
205.0,810.6,1003.62307692308
42.0,196.1,668.143005181347
205.0,810.6,1002.088
66.0,82.1,827.05
33.0,311.0,780.204
82.0,349.5,806.32
205.0,810.6,1001.0448757764
171.0,772.0,1011.54071428571
95.0,160.1,755.166666666667
183.0,773.0,722.7
205.0,894.6,927.2
205.0,810.6,1001.07674418605
11.0,64.6,862.286
88.0,138.7,815.58
24.0,225.7,720.025
37.0,88.4,629.633333333333
171.0,764.1,1010.10498687664
114.0,427.4,726.7
171.0,773.0,726.1425
88.0,167.8,676.795
171.0,781.6,735.59
126.0,316.0,894.77
205.0,810.6,998.596872556685
205.0,810.6,1036.601
205.0,810.6,1002.19445727483
199.0,786.5,851.64054054054
139.0,443.7,782.12536
205.0,810.6,977.967333333333
87.0,122.4,679.6125
205.0,810.6,1000.43230769231
205.0,810.6,1004.05692307692
0.0,0.0,867.2
58.0,223.0,768.56
205.0,810.6,733.845454545455
196.0,1139.9,895.1285
205.0,810.6,1005.91
205.0,810.6,992.805478479095
205.0,810.6,725.604545454545
171.0,764.1,1006.04
205.0,810.6,1004.805
205.0,810.6,1000.93669230769
205.0,810.6,739.314285714286
111.0,335.4,892.834186939821
80.0,105.6,641.04
108.0,755.1,1011.06
205.0,810.6,1001.76137770898
205.0,894.6,1019.17961399276
7.0,9.60000000000002,762.212
143.0,1139.9,899.08625
185.0,773.0,720.9175
141.0,510.5,839.695
205.0,810.6,968.077142857143
171.0,764.1,1011.21076923077
171.0,772.0,736.84
143.0,1139.9,897.46125
58.0,62.9000000000001,779.233333333333
0.0,0.0,708.2
171.0,781.6,699.255
205.0,810.6,1003.29607843137
205.0,810.6,1000.53763055339
180.0,559.1,833.728358208955
205.0,810.6,984.5016
142.0,817.5,1159.86405228758
178.0,764.1,740.281428571428
3.0,61.7,713.947
113.0,238.9,911.553333333333
150.0,881.6,1036.48823529412
205.0,810.6,998.558307210031
185.0,773.0,751.171875
0.0,30.9,564.798
185.0,764.1,1027.60142857143
29.0,181.1,859.116666666667
171.0,772.0,1010.46828309305
205.0,810.6,1011.04057142857
171.0,764.1,1008.27166494312
19.0,510.4,835.866666666667
171.0,764.1,985.818333333333
139.0,527.7,778.42
171.0,772.0,1011.44157142857
53.0,181.3,849.75
171.0,772.0,1004.66092475068
0.0,0.0,558.0
171.0,772.0,1003.79818181818
10.0,95.5,735.225
50.0,168.1,666.479364682341
205.0,810.6,1003.82098461538
205.0,810.6,732.68
114.0,306.7,806.929411764706
0.0,0.0,577.2
205.0,810.6,736.746875
8.0,21.1999999999999,669.96
205.0,810.6,999.844383540493
153.0,1138.9,893.3225
13.0,156.2,726.08
171.0,764.1,918.8125
171.0,772.0,1011.41663636364
205.0,810.6,748.655555555555
171.0,772.0,1011.54071428571
195.0,894.6,1022.58
205.0,810.6,1004.86
185.0,764.1,1005.99466666667
190.0,773.0,1015.37507142857
153.0,1138.9,912.197727272727
205.0,810.6,1007.0832
53.0,204.2,824.531
171.0,764.1,926.9375
84.0,327.0,769.86
17.0,170.2,653.596666666667
77.0,37.1,550.082574060244
50.0,203.9,715.871428571429
73.0,96.4,678.2465
29.0,465.9,602.622857142857
205.0,810.6,996.613513513513
205.0,810.6,1010.64611111111
171.0,772.0,1011.54071428571
171.0,764.1,1005.88828666667
17.0,170.2,653.606666666667
103.0,314.2,846.47
18.0,331.3,861.1395
171.0,764.1,1011.44207077326
114.0,306.7,812.197647058824
117.0,399.3,797.604
27.0,13.5,658.48
54.0,106.1,599.92
8.0,21.1999999999999,666.78
171.0,772.0,1011.49671428571
77.0,116.5,695.431428571429
171.0,764.1,762.984166666667
185.0,773.0,1026.99362980769
171.0,764.1,1005.86666666667
87.0,351.5,780.642857142857
205.0,810.6,1004.01576211588
205.0,810.6,1004.07861538462
114.0,306.7,786.317647058824
176.0,667.2,1053.92857142857
183.0,773.0,1027.78352941176
250.0,937.6,1134.2375
187.0,983.0,1058.43788819876
15.0,59.0,663.759
11.0,12.3000000000001,712.74
161.0,518.7,789.783333333333
84.0,369.0,646.63125
205.0,810.6,1012.26479400749
205.0,810.6,748.385714285714
205.0,810.6,994.484736428009
145.0,526.6,912.046666666667
171.0,764.1,767.192333333333
205.0,810.6,1018.27767988253
171.0,764.1,1013.91380208333
95.0,276.8,848.133333333333
62.0,129.5,663.41875
139.0,443.7,782.62
70.0,327.0,759.46
171.0,772.0,1011.60714285714
205.0,810.6,989.95140562249
153.0,1138.9,908.7975
158.0,781.6,1008.83742857143
33.0,311.0,774.14
150.0,905.9,1005.15431754875
60.0,207.3,667.491
83.0,196.6,736.85
171.0,764.1,983.283857142857
152.0,905.9,1027.5512195122
205.0,810.6,1000.37104247104
32.0,127.3,668.99
205.0,810.6,1002.71580003086
185.0,764.1,1029.50571428571
20.0,22.3,725.4825
205.0,810.6,1006.98986666667
33.0,311.0,787.0229
171.0,764.1,737.6875
199.0,786.5,992.904615384615
2.0,126.3,596.478
8.0,3.89999999999998,663.21
205.0,810.6,1003.47629857638
205.0,810.6,995.665625
139.0,443.7,782.5904
180.0,746.1,862.559459459459
205.0,810.6,1008.25333333333
205.0,810.6,1005.23733333333
205.0,810.6,984.934933333333
171.0,772.0,1011.65357142857
12.0,148.6,758.135
139.0,527.7,780.088
205.0,810.6,1003.62307692308
205.0,810.6,995.746153846154
205.0,810.6,1000.45065535852
171.0,764.1,773.865714285714
205.0,810.6,1006.1949197861
171.0,764.1,701.138666666667
142.0,737.9,1050.26666666667
205.0,810.6,996.273961015079
80.0,86.4,641.777319587629
171.0,772.0,1011.54445714286
69.0,491.3,806.46
171.0,764.1,1013.09643097643
205.0,810.6,1002.66790123457
205.0,894.6,1021.12694
8.0,21.1999999999999,665.72
19.0,167.4,685.88
33.0,311.0,786.010945273632
171.0,764.1,1000.71346153846
217.0,910.3,1147.46346153846
53.0,181.3,821.483076923077
171.0,772.0,1012.17242857143
171.0,772.0,1011.59124285714
145.0,544.6,864.96125
142.0,290.4,746.338764044944
174.0,764.1,706.458333333333
117.0,454.9,798.216666666667
171.0,764.1,1007.91866666667
18.0,164.3,768.62
171.0,764.1,1006.11266666667
142.0,817.5,1196.43724137931
50.0,167.1,552.835
205.0,810.6,997.262367223065
171.0,764.1,1011.31923076923
80.0,250.8,712.089655172414
186.0,1113.0,905.5225
122.0,341.5,771.785294117647
205.0,810.6,822.74
125.0,204.4,779.2
53.0,181.3,827.916923076923
205.0,810.6,1010.56741660202
211.0,623.5,847.106060606061
111.0,136.6,782.382608695652
33.0,59.8,668.072
205.0,810.6,1001.18204334365
113.0,115.4,735.816666666667
171.0,772.0,1011.95727272727
205.0,810.6,1001.05
205.0,810.6,738.637857142857
205.0,810.6,996.154054054054
205.0,810.6,1007.336
189.0,1133.1,1058.65384615385
171.0,772.0,1011.54171428571
205.0,810.6,1003.73392307692
8.0,109.0,846.3
10.0,88.4,654.76
171.0,772.0,1011.20294538176
164.0,1148.5,930.3802
53.0,72.9,647.184
211.0,1177.5,1032.52631578947
171.0,773.0,1025.16431578947
6.0,100.4,674.76
42.0,195.4,877.946666666667
53.0,382.4,784.29
190.0,773.0,708.53125
180.0,773.0,746.071875
196.0,1148.5,915.914583333333
171.0,764.1,1009.90921052632
89.0,349.5,806.3658
98.0,19.5999999999999,806.733333333333
7.0,67.1,669.175
205.0,810.6,1001.2975308642
171.0,764.1,1013.26072727273
97.0,470.1,912.74705882353
205.0,810.6,990.1475
67.0,104.1,690.65
139.0,527.7,775.9
67.0,304.8,1097.8
146.0,817.5,1006.86785714286
80.0,131.0,649.666666666667
155.0,508.7,789.64
205.0,810.6,1002.57622699387
121.0,462.2,821.272
119.0,140.5,761.398666666667
205.0,810.6,1000.53787489289
13.0,183.3,712.295
205.0,810.6,1036.28150975403
76.0,450.6,733.628333333333
10.0,35.7,854.72
178.0,764.1,990.61875
10.0,1.0,541.087
171.0,764.1,1029.237776
53.0,382.4,782.505
205.0,810.6,1001.73230769231
205.0,810.6,982.4
205.0,810.6,991.655449025248
205.0,810.6,1015.15744475035
171.0,764.1,927.0375
37.0,184.9,631.296666666667
171.0,764.1,773.101639344262
0.0,0.0,541.1
171.0,764.1,1006.01875
139.0,443.7,782.588
205.0,810.6,994.4478125
139.0,450.6,782.2888
123.0,400.9,865.068852459016
83.0,208.8,650.866666666667
69.0,62.9000000000001,779.320533333333
205.0,810.6,1003.2769641495
205.0,810.6,994.311119936457
151.0,260.1,735.433333333333
171.0,781.6,781.4495
21.0,160.1,766.433333333333
87.0,255.6,819.520274914089
103.0,314.2,854.4
80.0,192.5,644.785125
58.0,80.5999999999999,649.5788
205.0,810.6,708.96976744186
205.0,810.6,1000.98207913111
139.0,443.7,782.5968
205.0,810.6,995.955384615385
0.0,0.0,650.1
24.0,225.7,720.025
42.0,160.8,790.616751269035
171.0,772.0,822.02
205.0,810.6,993.934633385335
119.0,268.7,734.477777777778
146.0,817.5,971.595714285714
53.0,363.2,832.567567567568
58.0,62.9000000000001,779.233333333333
60.0,142.7,676.557142857143
37.0,355.1,749.733333333333
69.0,348.2,710.983333333333
32.0,252.7,783.866666666667
147.0,772.0,842.85
57.0,86.1,696.35
103.0,252.8,729.442105263158
139.0,527.7,772.54
138.0,430.0,841.026315789474
53.0,232.2,842.970707070707
178.0,764.1,1005.81066666667
3.0,60.6999999999999,773.1824
79.0,135.9,688.239
80.0,406.1,797.8308
147.0,772.0,874.147792207792
205.0,810.6,1007.6243902439
171.0,764.1,1005.86666666667
199.0,786.5,874.855646817249
171.0,764.1,1021.13697183099
205.0,810.6,1006.42133333333
158.0,781.6,1005.73924963925
78.0,348.4,817.3
205.0,810.6,994.39746835443
205.0,810.6,1003.47692307692
205.0,810.6,1002.42818532819
0.0,30.9,567.579
171.0,800.1,1005.35733333333
0.0,0.0,759.1
185.0,781.6,1017.09821428571
205.0,810.6,999.335443037974
171.0,764.1,1007.10253333333
60.0,135.9,677.28
128.0,600.9,847.595652173913
190.0,773.0,1011.08571428571
106.0,273.0,723.33
199.0,786.5,992.8
205.0,810.6,999.838794435858
205.0,810.6,676.016077384923
125.0,184.8,732.295
171.0,764.1,1007.18266666667
205.0,810.6,999.785384615384
183.0,773.0,1031.37252631579
205.0,810.6,992.742519685039
205.0,810.6,1001.92631578947
205.0,810.6,999.319455252918
183.0,773.0,712.017777777778
164.0,772.0,922.115662650602
171.0,764.1,1005.86666666667
147.0,772.0,906.125
0.0,0.0,869.0
185.0,764.1,731.913142857143
0.0,0.0,541.1
171.0,772.0,1011.64228571429
42.0,138.5,834.375
89.0,349.5,806.47114
62.0,382.9,867.894
171.0,772.0,1011.61971428571
171.0,772.0,1011.49557142857
205.0,810.6,1012.45833333333
24.0,32.4,666.332
56.0,331.3,699.39
2.0,74.3000000000001,703.375
171.0,764.1,1015.10359389039
18.0,164.3,737.138
92.0,399.3,813.720967741935
205.0,810.6,1012.27333333333
205.0,810.6,783.58947368421
38.0,73.3000000000001,717.052
101.0,170.6,731.93
199.0,786.5,902.5
205.0,810.6,996.107874015748
205.0,810.6,992.505242935052
205.0,810.6,1017.61226158038
205.0,810.6,1006.80666666667
46.0,65.5,847.906779661017
187.0,983.0,990.888888888889
171.0,764.1,1011.16413301663
87.0,122.4,684.475
205.0,810.6,737.6205
205.0,810.6,997.13125
205.0,810.6,996.810691823899
8.0,21.1999999999999,680.56
57.0,76.5,683.415
61.0,85.3,677.5608
15.0,327.0,639.2
171.0,772.0,785.37125
205.0,810.6,1000.0899302866
134.0,905.9,1026.40495356037
150.0,737.9,1016.25625
205.0,810.6,999.913664596273
205.0,810.6,992.014604948124
205.0,894.6,1019.5071
85.0,349.5,808.072
199.0,786.5,780.301511335013
171.0,764.1,1005.86666666667
62.0,106.1,599.7504
171.0,764.1,1005.88810666667
205.0,810.6,740.08
205.0,810.6,1005.23733333333
78.0,348.4,798.266666666667
147.0,772.0,1012.13042857143
205.0,810.6,1002.16573859242
33.0,311.0,779.5887
160.0,472.4,801.887142857143
205.0,810.6,991.80458135861
205.0,810.6,1000.22996108949
24.0,225.7,720.025
205.0,894.6,990.261084529506
117.0,355.1,732.863157894737
205.0,810.6,985.663157894737
141.0,510.5,846.652941176471
205.0,810.6,1000.90148636224
205.0,894.6,1021.8
40.0,328.0,600.386571428571
205.0,810.6,1001.995
205.0,810.6,739.43186344239
199.0,786.5,1010.505
147.0,772.0,904.5
67.0,204.4,718.489655172414
116.0,507.8,1049.54742268041
205.0,810.6,1008.60803366488
205.0,810.6,968.139285714286
22.0,160.8,789.207556675063
159.0,504.7,789.916666666667
205.0,810.6,1003.1200927357
29.0,328.0,590.19
7.0,17.4000000000001,695.24
205.0,810.6,1010.71642857143
150.0,741.8,1102.74078947368
171.0,772.0,736.6425
156.0,580.5,883.621428571429
57.0,0.899999999999977,868.7
147.0,772.0,1012.65903271693
183.0,773.0,1027.52235294118
205.0,810.6,999.364620107444
171.0,764.1,1008.67142857143
119.0,793.2,977.287148594378
145.0,817.5,1144.79047619048
205.0,810.6,1000.97692307692
205.0,810.6,1036.124
162.0,537.6,779.248173515982
199.0,786.5,765.185714285714
139.0,527.7,780.94
83.0,208.8,633.466666666667
0.0,0.0,715.2
114.0,306.7,812.14
171.0,764.1,737.0375
205.0,810.6,1003.62307692308
205.0,810.6,1002.80107444359
35.0,92.1,631.215
159.0,516.7,789.716666666667
145.0,470.3,897.58
84.0,328.0,731.732966666667
158.0,781.6,1008.65171428571
10.0,95.5,728.54
53.0,382.4,775.365
205.0,810.6,735.077142857143
147.0,772.0,1004.47170154686
205.0,810.6,998.041538461538
171.0,772.0,1011.57828571429
199.0,786.5,735.703
205.0,810.6,988.787747035573
171.0,764.1,737.0375
205.0,810.6,994.180991735537
180.0,764.1,997.461538461538
205.0,810.6,1001.067625
30.0,56.0,541.098
111.0,136.6,688.648
196.0,1139.9,900.632
101.0,977.1,980.07
2.0,157.2,713.628
171.0,764.1,1001.44631578947
205.0,810.6,1071.39263329263
205.0,810.6,1003.146875
196.0,1139.9,917.1425
171.0,764.1,983.526142857143
171.0,772.0,1011.52557142857
37.0,84.5,642.033333333333
10.0,130.4,768.1
152.0,826.3,1003.82
100.0,284.4,608.1
171.0,764.1,1023.23323464101
205.0,810.6,998.797692307692
205.0,810.6,1008.80646387833
171.0,772.0,1011.53428571429
152.0,826.3,986.06510809452
205.0,810.6,998.023197492163
171.0,764.1,1009.285
3.0,60.6999999999999,759.1607
94.0,182.9,595.328301886792
171.0,772.0,1011.55651428571
174.0,764.1,1009.70697827518
129.0,527.7,765.82
205.0,810.6,1007.05093333333
106.0,273.0,724.508
171.0,781.6,1010.12428571429
158.0,781.6,1008.99331803843
205.0,810.6,735.086857142857
87.0,382.4,776.228571428571
205.0,810.6,991.550592885375
205.0,810.6,1003.65876923077
101.0,170.6,743.81
46.0,166.1,802.645454545455
123.0,400.9,885.25
80.0,182.8,677.7478
158.0,781.6,1013.73227665706
22.0,160.8,789.824365482233
199.0,786.5,1007.51785714286
119.0,268.7,742.284615384615
205.0,810.6,1010.65457142857
44.0,299.7,930.28275
44.0,299.7,796.2405
53.0,182.8,642.865
205.0,810.6,998.138125
205.0,810.6,999.415384615384
144.0,452.1,841.323456790123
171.0,772.0,1011.96428571429
205.0,810.6,1009.61773049645
205.0,810.6,1004.21939163498
50.0,109.0,664.2
142.0,301.0,694.416666666667
205.0,810.6,986.806407137064
205.0,810.6,963.800756211739
171.0,772.0,1011.46284285714
111.0,244.9,708.610666666667
171.0,772.0,1011.38928571429
121.0,462.2,801.02
0.0,0.0,663.6
171.0,772.0,1011.73457142857
54.0,98.4,692.5
