superconduct/table53.mean_Density,superconduct/table53.range_Density,superconduct/table53.range_atomic_radius
5169.0,3997.0,53.0
4235.85725,8958.571,205.0
5402.4858,8958.571,205.0
3698.6858,8958.571,205.0
5190.0715,9778.571,177.0
10250.0,3200.0,5.0
4235.85725,8958.571,205.0
4654.35725,8958.571,205.0
16650.0,0.0,0.0
5160.0,5995.0,184.0
5582.5715,13532.571,171.0
4428.85725,8958.571,205.0
3698.6858,8958.571,205.0
4716.6858,8958.571,205.0
21805.0,1570.0,3.0
8278.0,3634.0,52.0
8126.25,10610.0,94.0
8650.0,0.0,0.0
4434.35725,8958.571,171.0
7150.25,9740.0,105.0
15010.0,12880.0,21.0
4235.85725,8958.571,205.0
3698.6858,8958.571,205.0
4516.33333333333,7018.0,140.0
3169.225,7872.571,153.0
2920.0,1180.0,142.0
15375.0,7750.0,10.0
5532.4858,8958.571,205.0
7476.33333333333,4141.0,58.0
8616.66666666667,11050.0,141.0
7103.33333333333,10900.0,49.0
4351.02083333333,9778.571,196.0
4235.85725,8958.571,205.0
2299.33333333333,962.0,58.0
6080.35725,11848.571,205.0
7540.5,2059.0,8.0
9799.0,20230.0,69.0
9480.5,5939.0,33.0
6011.54495,12022.9101,116.0
4249.4858,8958.571,205.0
4475.6858,7872.571,171.0
4816.6858,8958.571,205.0
952.26818,2259.9101,212.0
1905.0,710.0,127.0
1558.0,1404.0,176.0
6094.0,10110.0,145.0
5168.6858,8958.571,205.0
5323.0858,8958.571,205.0
4963.4858,8958.571,205.0
5316.60725,8958.571,205.0
6516.66666666667,8320.0,103.0
11795.25,20230.0,106.0
5122.2858,8958.571,171.0
6702.47633333333,19248.571,195.0
1577.66666666667,1925.0,80.0
1896.0,728.0,198.0
3919.5715,8958.571,171.0
4529.5715,8958.571,205.0
5327.4858,8958.571,171.0
4235.85725,8958.571,205.0
5175.35725,9778.571,97.0
3120.2858,8958.571,171.0
8545.0,2470.0,13.0
1896.0,728.0,198.0
14447.25,17741.0,77.0
6650.0,1080.0,5.0
4716.6858,8958.571,205.0
4058.625,7872.571,143.0
4033.4858,8958.571,205.0
3536.85725,9778.571,205.0
10734.25,15950.0,114.0
5018.0858,8958.571,190.0
4235.85725,8958.571,205.0
5389.0858,8958.571,205.0
6602.66666666667,6578.0,87.0
8010.0,3540.0,20.0
3655.7145,7308.571,97.0
5449.10725,8958.571,147.0
3654.4858,8958.571,171.0
6198.5,8320.0,144.0
4434.35725,8958.571,171.0
3857.4858,8958.571,171.0
5168.6858,8958.571,205.0
7063.66666666667,2460.0,35.0
3909.40483333333,9778.571,171.0
5917.0,1188.0,81.0
4992.0,7085.0,155.0
4235.85725,8958.571,205.0
4816.6858,8958.571,205.0
5511.0858,13532.571,205.0
6463.33333333333,3055.0,53.0
7314.66666666667,2666.0,62.0
6501.35725,13532.571,205.0
6187.4858,10278.571,178.0
6184.053625,11338.571,185.0
4727.5715,9318.571,174.0
11900.6666666667,16978.0,69.0
4434.35725,8958.571,171.0
6504.75,5398.0,139.0
12595.0,19930.0,39.0
3536.85725,9778.571,205.0
5554.52083333333,12368.571,196.0
4949.4858,8958.571,171.0
4988.5715,9778.571,171.0
20350.0,2200.0,16.0
4584.2858,9778.571,171.0
6262.8858,12368.571,190.0
10027.5,16127.0,122.0
4816.6858,8958.571,205.0
4235.85725,8958.571,205.0
4235.85725,8958.571,205.0
9440.5,5859.0,28.0
5261.90483333333,9778.571,171.0
5838.01798,8899.9101,132.0
6476.23816666667,11338.571,171.0
8608.66666666667,6224.0,50.0
4622.66666666667,6578.0,108.0
2531.58648333333,7873.9101,119.0
4933.347,9778.571,171.0
5867.25,7932.0,76.0
9278.33333333333,7551.0,58.0
5450.0,6240.0,87.0
3046.85725,9778.571,195.0
4741.66666666667,6342.0,162.0
5983.5,513.0,9.0
6282.75,6270.0,105.0
15565.0,13990.0,18.0
10422.0,6224.0,15.0
10526.3333333333,20230.0,74.0
6038.2858,8958.571,199.0
3698.6858,8958.571,205.0
5268.6858,10278.571,171.0
3389.025,8958.571,211.0
4816.6858,8958.571,205.0
8095.90483333333,21018.571,205.0
4481.6875,7872.571,153.0
5703.66666666667,4364.0,139.0
11630.3333333333,20130.0,130.0
7431.5,9380.0,108.0
5572.60725,8958.571,199.0
4519.75,6906.0,139.0
4434.35725,8958.571,171.0
6350.33333333333,8020.0,139.0
5911.0,5390.0,128.0
6061.5715,12368.571,185.0
7202.33333333333,2843.0,84.0
4617.8858,8958.571,205.0
4871.0858,8958.571,205.0
5845.0715,9778.571,171.0
7248.6858,19298.571,205.0
7373.33333333333,14690.0,166.0
4988.5715,9778.571,171.0
4285.6255,8568.749,142.0
3779.33333333333,5402.0,58.0
4519.75,6906.0,139.0
4975.4858,8958.571,171.0
7070.33333333333,10040.0,95.0
17950.0,9280.0,23.0
4437.4858,8958.571,205.0
5400.0,6648.0,145.0
4019.4858,7872.571,205.0
4872.23816666667,9064.571,205.0
5503.4858,9778.571,171.0
2299.33333333333,962.0,58.0
2193.33333333333,1150.0,83.0
5505.40483333333,10278.571,171.0
21805.0,1570.0,3.0
4235.85725,8958.571,205.0
4772.4858,9839.571,205.0
5329.0858,8958.571,171.0
4235.85725,8958.571,205.0
5035.80966666667,8958.571,147.0
5137.0715,9778.571,185.0
6527.5,9380.0,135.0
6688.77557142857,11338.571,180.0
13305.0,11990.0,29.0
2460.0,0.0,0.0
9481.5,19627.0,121.0
6594.2858,11848.571,205.0
14105.0,13830.0,22.0
4434.35725,8958.571,171.0
4033.4858,8958.571,205.0
2463.8035,4468.786,145.0
6093.4858,11848.571,205.0
4587.66666666667,3780.0,60.0
4650.35725,8958.571,171.0
4106.5715,8958.571,205.0
5093.10725,8958.571,205.0
8827.0,1906.0,13.0
4058.625,7872.571,143.0
4654.35725,8958.571,205.0
4491.75,7018.0,139.0
5494.90483333333,8958.571,205.0
4584.2858,9778.571,171.0
7149.0,7511.0,117.0
6395.66666666667,4063.0,27.0
5656.0,8248.0,122.0
6333.90483333333,12368.571,190.0
5122.2858,8958.571,171.0
12770.0,13060.0,51.0
4033.4858,8958.571,205.0
4015.85725,8958.571,171.0
6011.54495,12022.9101,116.0
4405.0,3410.0,53.0
5174.2858,11848.571,205.0
5057.23816666667,11848.571,205.0
4334.2858,8958.571,205.0
3870.23816666667,8958.571,205.0
5531.0,5870.0,80.0
5927.0,5870.0,88.0
9405.0858,21018.571,205.0
4033.4858,8958.571,205.0
8195.0,4170.0,19.0
8549.4,19900.0,81.0
5488.2858,9064.571,205.0
5466.0858,8958.571,205.0
4235.85725,8958.571,205.0
4584.2858,9778.571,171.0
4716.6858,8958.571,205.0
6633.5,127.0,89.0
5856.0858,8958.571,205.0
5000.0,8020.0,123.0
4816.6858,8958.571,205.0
4191.425,7872.571,196.0
4595.347,8958.571,171.0
4439.0,5402.0,3.0
3478.8858,7872.571,147.0
4434.35725,8958.571,171.0
5854.678625,11338.571,205.0
4247.90483333333,8958.571,171.0
5021.4,7018.0,139.0
19200.0,10140.0,12.0
6066.23816666667,13308.571,205.0
19200.0,10140.0,12.0
5757.5,7511.0,106.0
10596.6666666667,16990.0,126.0
14550.5,16079.0,21.0
5009.4858,8958.571,171.0
7310.0,0.0,0.0
5961.63271428571,11338.571,171.0
21805.0,1570.0,3.0
6982.6858,13532.571,205.0
5539.6858,8958.571,205.0
6352.06128571429,12368.571,183.0
6311.0,3055.0,53.0
4584.2858,9778.571,171.0
4595.347,8958.571,171.0
5531.0,5870.0,80.0
3316.85725,9778.571,195.0
4033.4858,8958.571,205.0
3909.40483333333,9778.571,171.0
10881.0,6000.0,52.0
5779.2858,8958.571,205.0
4434.35725,8958.571,171.0
5174.2858,11848.571,205.0
5732.85725,11338.571,171.0
10035.0,2930.0,15.0
8013.33333333333,4250.0,42.0
11505.25,20100.0,141.0
5724.66666666667,5870.0,80.0
13780.0,15340.0,6.0
9325.0,4030.0,9.0
4956.10725,8958.571,205.0
3943.5715,8958.571,205.0
20350.0,2200.0,16.0
8265.33333333333,5194.0,50.0
3784.6875,9778.571,153.0
5163.347,11338.571,171.0
12602.0,13396.0,38.0
3962.90483333333,9778.571,195.0
3698.6858,8958.571,205.0
18835.0,4370.0,12.0
10415.0,16978.0,87.0
4716.6858,8958.571,205.0
7709.5,2397.0,57.0
6055.23816666667,11848.571,171.0
5986.0858,8958.571,205.0
8386.0,5613.0,40.0
4975.4858,8958.571,171.0
5449.10725,8958.571,147.0
5140.6255,10278.749,134.0
3591.41887777778,9779.9101,171.0
6629.0858,13532.571,205.0
3312.23816666667,8958.571,171.0
5867.25,7581.0,150.0
4617.8858,8958.571,205.0
6193.33333333333,5870.0,80.0
4235.23816666667,8958.571,205.0
3950.025,7872.571,153.0
4569.4858,8958.571,205.0
9757.0,10540.0,35.0
5993.5715,9778.571,185.0
6856.0,8320.0,103.0
9325.0,4030.0,2.0
12705.0,13190.0,3.0
6164.4,7060.0,155.0
6128.66666666667,8320.0,108.0
2099.0,722.0,58.0
10291.0,3453.0,29.0
5447.75,6324.0,133.0
5035.80966666667,8958.571,147.0
4235.85725,8958.571,205.0
5665.347,11338.571,178.0
3672.23816666667,8958.571,205.0
4956.10725,8958.571,205.0
5268.6858,10278.571,171.0
15565.0,13990.0,18.0
4949.4858,8958.571,171.0
10155.0,20600.0,93.0
5572.60725,8958.571,199.0
4617.8858,8958.571,205.0
4285.6255,8568.749,142.0
2553.33333333333,370.0,108.0
4235.85725,8958.571,205.0
5170.2858,8958.571,205.0
3371.90483333333,8958.571,205.0
4816.6858,8958.571,205.0
14890.0,15400.0,19.0
3388.70378,8959.9101,205.0
7951.75,2219.0,36.0
5122.2858,8958.571,171.0
8650.0,0.0,0.0
5505.40483333333,10278.571,171.0
13765.5,14509.0,18.0
5224.2858,8958.571,205.0
4654.35725,8958.571,205.0
1842.86625,6509.749,187.0
6234.33333333333,4436.0,87.0
2193.33333333333,1150.0,83.0
15580.0,14020.0,13.0
4584.2858,9778.571,171.0
5727.0,0.0,0.0
5702.2858,10278.571,199.0
5132.5715,9778.571,171.0
4434.35725,8958.571,171.0
5503.4858,9778.571,171.0
6630.2,5390.0,139.0
3857.4858,8958.571,171.0
4569.4858,8958.571,205.0
9480.5,5939.0,33.0
8401.66666666667,6224.0,17.0
5503.4858,9778.571,171.0
7103.33333333333,10900.0,49.0
4235.85725,8958.571,205.0
13534.0,0.0,0.0
6193.0,94.0,72.0
7141.5,3637.0,20.0
4870.35725,8958.571,205.0
4711.0,3410.0,53.0
7310.0,0.0,0.0
5710.23816666667,11338.571,171.0
9153.75,19120.0,84.0
5324.25,6324.0,81.0
5137.0715,9778.571,185.0
2152.66666666667,722.0,78.0
535.0,0.0,0.0
3928.6858,8958.571,205.0
6686.0,4428.0,60.0
5268.6858,10278.571,171.0
3698.6858,8958.571,205.0
4434.35725,8958.571,171.0
6175.0,607.0,70.0
6992.0,9910.0,108.0
7822.66666666667,7943.0,33.0
7125.66666666667,2460.0,65.0
11580.5,10139.0,6.0
5006.0,11488.0,82.0
2919.8858,8958.571,146.0
6080.35725,11848.571,205.0
5907.20414285714,11338.571,177.0
3698.6858,8958.571,205.0
7261.33333333333,2666.0,62.0
4434.35725,8958.571,171.0
6264.6,6648.0,159.0
3698.6858,8958.571,205.0
3256.1255,6509.749,150.0
4565.5715,9778.571,171.0
8218.6858,21018.571,199.0
15375.0,7750.0,10.0
7310.0,0.0,0.0
3559.8858,8958.571,205.0
12219.0,20742.0,73.0
7853.0,4961.0,42.0
5761.2858,8958.571,158.0
6305.0,7950.0,79.0
5572.60725,8958.571,199.0
9787.33333333333,20230.0,101.0
10023.3333333333,10540.0,55.0
3536.85725,9778.571,205.0
9840.66666666667,20130.0,125.0
4235.85725,8958.571,205.0
8223.66666666667,9910.0,130.0
14980.0,3340.0,8.0
3610.417,8568.749,142.0
4654.35725,8958.571,205.0
4716.6858,8958.571,205.0
3151.8858,8958.571,205.0
4314.2858,7872.571,147.0
4527.44642857143,7872.571,170.0
4250.5715,8958.571,205.0
4106.5715,8958.571,205.0
10549.0,17402.0,81.0
12610.0,8080.0,2.0
5035.80966666667,8958.571,147.0
6095.33333333333,4453.0,73.0
5665.10725,8958.571,158.0
6403.5,587.0,38.0
4235.85725,8958.571,205.0
10560.0,1560.0,11.0
6113.6,6806.0,159.0
5750.85725,8958.571,190.0
3262.2858,8958.571,171.0
7790.0,10490.0,86.0
11434.0,19172.0,76.0
5599.35725,8793.571,178.0
5686.2858,9318.571,205.0
8050.0,5100.0,33.0
5268.6858,10278.571,171.0
5724.66666666667,5870.0,80.0
4963.4858,8958.571,205.0
11795.25,20230.0,106.0
8288.66666666667,5877.0,62.0
5330.2,6648.0,161.0
6965.23816666667,11848.571,171.0
6504.75,5398.0,139.0
4716.6858,8958.571,205.0
5710.23816666667,11338.571,171.0
3985.6858,8958.571,205.0
4816.6858,8958.571,205.0
2394.33333333333,1247.0,97.0
4882.6858,8958.571,205.0
4434.35725,8958.571,171.0
4434.35725,8958.571,171.0
4434.35725,8958.571,171.0
8068.66666666667,3695.0,30.0
5682.33333333333,8020.0,123.0
5344.33333333333,10473.0,107.0
1681.143,4505.571,128.0
14073.5,14753.0,44.0
4949.4858,8958.571,171.0
9234.0,19120.0,95.0
9270.0,4030.0,18.0
4448.8858,8958.571,171.0
3055.6255,6108.749,115.0
6193.33333333333,5870.0,80.0
5455.35725,8217.571,177.0
7330.0,2460.0,53.0
4301.025,7899.571,191.0
7801.5,4957.0,65.0
5292.8858,8958.571,205.0
4647.90483333333,8958.571,205.0
6193.0,94.0,72.0
4302.0,7170.0,82.0
5703.66666666667,4364.0,139.0
5511.0858,13532.571,205.0
3990.85725,8958.571,195.0
3466.0,2012.0,125.0
9429.0,20230.0,106.0
4235.85725,8958.571,205.0
5093.10725,8958.571,205.0
7113.0,5461.0,87.0
5032.4858,8958.571,205.0
4565.5715,9778.571,171.0
8067.5,10490.0,86.0
4011.5,2623.0,7.0
14550.0,4200.0,27.0
4491.75,7018.0,139.0
4434.35725,8958.571,171.0
5308.5,1603.0,5.0
4654.35725,8958.571,205.0
3950.025,7872.571,153.0
7261.33333333333,2666.0,62.0
4875.4858,8958.571,199.0
4956.10725,8958.571,205.0
8217.75,7551.0,81.0
7858.0,7898.0,55.0
5895.91842857143,11338.571,171.0
4235.85725,8958.571,205.0
4235.85725,8958.571,205.0
4716.6858,8958.571,205.0
4566.90483333333,8958.571,205.0
4235.85725,8958.571,205.0
5194.0,6912.0,16.0
3993.28125,8958.571,164.0
4473.23816666667,11848.571,205.0
4058.625,7872.571,143.0
4384.4858,8958.571,205.0
4654.35725,8958.571,205.0
10560.0,1560.0,11.0
7340.0,2460.0,27.0
15565.0,13990.0,18.0
5498.5715,8958.571,205.0
2379.47633333333,4505.571,171.0
4716.6858,8958.571,205.0
9455.0,14390.0,133.0
5367.0715,10278.571,205.0
4816.6858,8958.571,205.0
4302.0,7170.0,82.0
13565.0,14910.0,17.0
7794.0,3004.0,62.0
5333.5715,11848.571,171.0
6463.0858,13532.571,171.0
20135.0,1770.0,5.0
5246.33333333333,7000.0,58.0
4584.2858,9778.571,171.0
4235.85725,8958.571,205.0
1577.66666666667,1925.0,80.0
9057.0,5783.0,46.0
7436.5,10040.0,84.0
11012.75,20230.0,111.0
2818.17,8568.749,150.0
6501.35725,13532.571,205.0
5605.75,6648.0,159.0
5917.4858,11848.571,171.0
5687.2858,8958.571,199.0
8328.33333333333,16600.0,66.0
6673.0,4141.0,42.0
5080.0,8020.0,123.0
10510.0,3880.0,25.0
15320.0,7960.0,20.0
6012.75,7350.0,80.0
5067.0,5614.0,89.0
5544.75,6648.0,161.0
2069.5,381.0,231.0
5709.33333333333,2004.0,35.0
6658.66666666667,9393.0,94.0
6432.20414285714,13532.571,171.0
5327.4858,8958.571,171.0
8985.4,20100.0,125.0
7640.0,10490.0,86.0
5260.23816666667,11848.571,174.0
4334.2858,8958.571,205.0
5309.0,1674.0,17.0
8265.0,7516.0,7.0
4963.4858,8958.571,205.0
4904.66666666667,3410.0,53.0
8875.0,6296.0,55.0
4802.90483333333,8958.571,205.0
4569.4858,8958.571,205.0
6155.63271428571,11848.571,174.0
1896.0,728.0,198.0
4949.4858,8958.571,171.0
5342.85725,9778.571,171.0
5917.0,1188.0,81.0
3870.23816666667,8958.571,205.0
9820.0,5260.0,7.0
4415.0,4310.0,155.0
7830.66666666667,6700.0,70.0
1361.33333333333,1404.0,176.0
4240.35416666667,9778.571,164.0
6870.5715,13532.571,171.0
5122.2858,8958.571,171.0
9780.0,0.0,0.0
9325.0,4030.0,9.0
5503.4858,9778.571,171.0
11109.0,4402.0,59.0
5329.0858,8958.571,171.0
9481.5,19627.0,121.0
5268.6858,10278.571,171.0
5110.85725,8958.571,164.0
11170.0,1360.0,9.0
5572.60725,8958.571,199.0
5329.0858,8958.571,171.0
4870.35725,8958.571,205.0
11380.0,10540.0,29.0
6606.66666666667,7000.0,65.0
5724.66666666667,5870.0,80.0
4058.30378,7873.9101,137.0
11697.5,20100.0,135.0
7801.5,4957.0,65.0
4434.35725,8958.571,171.0
5255.60725,8958.571,205.0
5170.2858,8958.571,205.0
5353.35416666667,12368.571,153.0
4584.2858,9778.571,171.0
4238.0,3816.0,84.0
7940.0,1260.0,53.0
3467.90378,8899.9101,142.0
4565.5715,9778.571,171.0
3870.23816666667,8958.571,205.0
10155.0,20600.0,93.0
4569.4858,8958.571,205.0
3505.35725,8958.571,205.0
5316.60725,8958.571,205.0
14624.5,15871.0,5.0
9796.66666666667,14190.0,113.0
5572.60725,8958.571,199.0
4644.77557142857,8958.571,205.0
4191.425,7872.571,196.0
14550.5,16079.0,21.0
3870.23816666667,8958.571,205.0
6346.5,3055.0,53.0
4584.2858,9778.571,171.0
2463.8035,4468.786,145.0
5329.0858,8958.571,171.0
2274.1286,8958.571,195.0
4365.428625,11338.571,205.0
11340.0,0.0,0.0
3431.33333333333,4688.0,119.0
4975.4858,8958.571,171.0
6502.75,5390.0,139.0
6080.35725,11848.571,205.0
3536.85725,9778.571,205.0
4235.85725,8958.571,205.0
5184.77557142857,9778.571,171.0
6775.0,1070.0,33.0
4249.4858,8958.571,205.0
4122.825,7872.571,164.0
6106.8858,8958.571,158.0
6087.4858,9064.571,205.0
8575.5,2531.0,61.0
5610.90483333333,13532.571,205.0
5533.347,11338.571,171.0
5438.0,5544.0,60.0
2193.33333333333,1150.0,83.0
8202.5,19190.0,180.0
6482.5715,13532.571,205.0
4029.75,6906.0,80.0
13935.0,10730.0,24.0
4760.40483333333,8958.571,205.0
4207.02083333333,9778.571,196.0
9106.5,20230.0,117.0
6007.0,206.0,35.0
4434.35725,8958.571,171.0
4235.85725,8958.571,205.0
10377.143,22558.571,150.0
7221.33333333333,2666.0,62.0
4844.5715,9778.571,171.0
5605.75,6648.0,159.0
9780.0,0.0,0.0
6264.6,6648.0,159.0
4015.85725,8958.571,171.0
4622.66666666667,6578.0,108.0
9325.0,4030.0,2.0
3961.10725,7872.571,147.0
4491.75,7018.0,139.0
2099.0,722.0,58.0
6504.75,5398.0,139.0
4235.85725,8958.571,205.0
4565.5715,9778.571,171.0
6994.3633,12022.9101,116.0
4816.6858,8958.571,205.0
4434.35725,8958.571,171.0
5511.0858,13532.571,205.0
6370.0,7820.0,103.0
5224.2858,8958.571,205.0
4058.30378,7873.9101,137.0
9022.80966666667,22558.571,132.0
4856.33333333333,6906.0,76.0
12720.0,16990.0,133.0
4203.0,3886.0,128.0
12410.0,80.0,5.0
6757.0,10547.0,97.0
6607.0,1406.0,9.0
6372.4858,12368.571,185.0
3495.6858,8958.571,205.0
3950.025,7872.571,153.0
4816.6858,8958.571,205.0
8549.4,19900.0,81.0
6404.0,7581.0,161.0
3505.35725,8958.571,205.0
5265.0,6610.0,111.0
3774.0715,7872.571,146.0
7105.0,2996.0,70.0
2553.33333333333,370.0,108.0
5174.2858,11848.571,205.0
12602.0,13396.0,38.0
6650.0,1080.0,5.0
14536.6666666667,14020.0,25.0
4584.2858,9778.571,171.0
4087.4858,8958.571,171.0
6080.35725,11848.571,205.0
9344.33333333333,10610.0,90.0
8643.66666666667,7200.0,37.0
3591.41887777778,9779.9101,171.0
5174.2858,11848.571,205.0
4716.6858,8958.571,205.0
4816.6858,8958.571,205.0
9344.33333333333,10610.0,90.0
6977.02996666667,12022.9101,116.0
5125.4858,8958.571,205.0
4453.33333333333,6240.0,111.0
3928.6858,8958.571,205.0
10510.0,3880.0,25.0
4654.35725,8958.571,205.0
3505.35725,8958.571,205.0
13305.0,11990.0,29.0
4434.35725,8958.571,171.0
3073.6255,6144.749,139.0
11325.0,2090.0,12.0
5503.4858,9778.571,171.0
7463.66666666667,2059.0,61.0
10967.25,15871.0,40.0
5038.23816666667,8958.571,205.0
4557.85725,8958.571,199.0
5353.35416666667,12368.571,153.0
4434.35725,8958.571,171.0
6238.0858,8958.571,199.0
3285.35725,8958.571,171.0
4816.6858,8958.571,205.0
5255.60725,8958.571,205.0
7449.33333333333,2666.0,62.0
11325.0,2090.0,12.0
9890.47633333333,21018.571,140.0
5010.23816666667,9778.571,171.0
4584.2858,9778.571,171.0
7183.33333333333,7580.0,80.0
5450.0,6240.0,87.0
4926.90483333333,9778.571,199.0
6953.33333333333,1070.0,33.0
4584.2858,9778.571,171.0
4816.6858,8958.571,205.0
4513.5,6051.0,121.0
5093.10725,8958.571,205.0
4033.4858,8958.571,205.0
15010.0,12880.0,21.0
12723.0,13154.0,21.0
6291.428625,11848.571,205.0
5511.0858,13532.571,205.0
11505.25,20100.0,141.0
9234.0,19120.0,95.0
3686.425,9778.571,143.0
4565.5715,9778.571,171.0
7935.0,7551.0,56.0
4617.8858,8958.571,205.0
4592.85416666667,13532.571,211.0
4084.60725,7872.571,199.0
4434.35725,8958.571,171.0
19050.0,4800.0,23.0
7070.33333333333,10040.0,95.0
15650.0,10740.0,2.0
6116.06128571429,11338.571,180.0
6311.0,3055.0,53.0
7055.06128571429,13532.571,205.0
3780.6858,8958.571,205.0
3943.5715,8958.571,205.0
8817.25,5681.0,33.0
7940.0,1260.0,53.0
5010.23816666667,10278.571,199.0
6182.6,6806.0,159.0
10510.0,3880.0,25.0
5174.2858,11848.571,205.0
5170.2858,8958.571,205.0
5673.5,6806.0,159.0
5511.0858,13532.571,205.0
4654.35725,8958.571,205.0
4716.6858,8958.571,205.0
5509.0,2004.0,30.0
11795.0,3030.0,18.0
4235.85725,8958.571,205.0
2296.5286,8958.571,146.0
11577.0,20230.0,106.0
3796.0,5452.0,79.0
13386.5,16127.0,52.0
5385.2858,8958.571,205.0
5761.2858,8958.571,158.0
4250.5715,8958.571,205.0
6728.0,1164.0,39.0
3914.6858,8958.571,205.0
5137.0715,9778.571,185.0
7066.66666666667,8320.0,103.0
4733.5,6051.0,155.0
4716.6858,8958.571,205.0
6264.6,6648.0,159.0
5572.60725,8958.571,199.0
5167.0,6051.0,133.0
8650.0,0.0,0.0
4617.8858,8958.571,205.0
4235.85725,8958.571,205.0
6445.0,9790.0,40.0
6038.2858,8958.571,199.0
4434.35725,8958.571,171.0
9325.0,4030.0,2.0
7860.0,9380.0,103.0
3741.0858,8958.571,171.0
3870.23816666667,8958.571,205.0
5665.10725,8958.571,158.0
5503.4858,9778.571,171.0
3520.5715,8958.571,205.0
15565.0,13990.0,18.0
4893.75033333333,8568.749,142.0
4525.0,6648.0,145.0
5515.0,6110.0,111.0
3256.2858,8958.571,205.0
5533.347,11338.571,171.0
3366.0,2212.0,145.0
3993.28125,8958.571,164.0
9935.66666666667,18820.0,105.0
5497.35416666667,12368.571,164.0
4235.85725,8958.571,205.0
6087.4858,9064.571,205.0
10307.6666666667,14827.0,102.0
6594.5715,11338.571,171.0
6024.6,9763.0,145.0
4536.6875,7872.571,153.0
6403.5,587.0,38.0
9273.5,5153.0,23.0
5038.5715,9778.571,171.0
5402.4858,8958.571,205.0
5734.5,823.0,70.0
5045.66666666667,4367.0,60.0
9909.0,12143.0,24.0
4816.6858,8958.571,205.0
6739.80966666667,19248.571,145.0
4816.6858,8958.571,205.0
6375.5,271.0,83.0
4902.2858,10488.571,205.0
6820.75,9990.0,146.0
17975.0,2650.0,26.0
4033.4858,8958.571,205.0
5200.2,6648.0,166.0
6150.5,7381.0,130.0
8044.06128571429,19248.571,183.0
10296.5,3453.0,29.0
5160.90483333333,8898.571,199.0
11434.0,19172.0,76.0
2846.66666666667,1180.0,142.0
10776.25,14828.0,56.0
3677.85725,8568.571,205.0
3686.425,9778.571,143.0
5168.6858,8958.571,205.0
8614.66666666667,5512.0,50.0
5775.33333333333,12002.0,198.0
8265.0,7516.0,7.0
8050.0,5100.0,33.0
4516.33333333333,7018.0,140.0
12252.25,15871.0,29.0
6650.0,1080.0,5.0
5710.23816666667,11338.571,171.0
2433.77383333333,8958.571,146.0
5132.5715,9778.571,171.0
14335.0,16450.0,9.0
6861.33333333333,2666.0,62.0
14335.0,16450.0,9.0
4617.8858,8958.571,205.0
8010.0,3540.0,20.0
4584.2858,9778.571,171.0
6087.4858,9064.571,205.0
6903.5715,11848.571,199.0
4816.6858,8958.571,205.0
6393.06128571429,11338.571,171.0
15810.0,6880.0,15.0
4220.0,3780.0,60.0
4235.85725,8958.571,205.0
4975.4858,8958.571,171.0
3949.70378,7873.9101,147.0
3950.025,7872.571,153.0
5292.8858,8958.571,205.0
9628.33333333333,20767.0,114.0
6311.0,3055.0,53.0
6080.35725,11848.571,205.0
6319.0,10632.0,111.0
6194.8,6648.0,161.0
5975.75,5870.0,80.0
6129.25,7511.0,106.0
5796.5715,11848.571,205.0
7176.5,9693.0,58.0
6113.6,6806.0,159.0
4188.90483333333,8958.571,205.0
16420.0,12280.0,10.0
12961.0,16978.0,35.0
4787.4858,8958.571,171.0
7552.25,2211.0,40.0
4565.5715,8958.571,205.0
5724.66666666667,5870.0,80.0
2467.379725,8899.9101,142.0
7709.5,2397.0,57.0
11595.0,510.0,2.0
5035.80966666667,8958.571,147.0
9480.5,5939.0,33.0
5367.0715,10278.571,205.0
5503.4858,9778.571,171.0
4716.6858,8958.571,205.0
3536.85725,9778.571,205.0
4235.85725,8958.571,205.0
5515.0,6110.0,111.0
10422.0,19190.0,180.0
5895.91842857143,11338.571,171.0
5793.33333333333,5870.0,80.0
6157.85725,11338.571,205.0
4862.0,3816.0,84.0
3536.85725,9778.571,205.0
5342.85725,9778.571,171.0
5162.91842857143,11338.571,250.0
5223.25,5914.0,69.0
5136.2858,8958.571,205.0
5729.6858,8898.571,147.0
4453.33333333333,6240.0,111.0
6425.66666666667,1583.0,31.0
5914.48985714286,11338.571,171.0
5517.90483333333,13532.571,205.0
11049.3333333333,19172.0,78.0
2433.77383333333,8958.571,146.0
5497.23816666667,10278.571,199.0
5986.0858,8958.571,205.0
5851.20414285714,11338.571,171.0
4584.2858,9778.571,171.0
4600.4858,8958.571,205.0
4747.66666666667,6324.0,91.0
5200.2,6648.0,166.0
4235.85725,8958.571,205.0
2260.0,0.0,0.0
5649.2858,8958.571,205.0
4777.85725,8958.571,205.0
4574.5715,8958.571,205.0
7345.0,9380.0,146.0
4816.6858,8958.571,205.0
5170.2858,8958.571,205.0
10518.25,16444.0,114.0
6372.4858,12368.571,185.0
4716.6858,8958.571,205.0
3610.417,8568.749,142.0
4584.2858,9778.571,171.0
5515.0,6110.0,111.0
4617.8858,8958.571,205.0
6501.35725,13532.571,205.0
4122.825,7872.571,164.0
6404.0,7581.0,161.0
5665.10725,8958.571,158.0
1858.25,2165.0,80.0
5170.2858,8958.571,205.0
4485.5,4051.0,119.0
4956.10725,8958.571,205.0
5043.0,4359.0,74.0
5838.01798,8899.9101,132.0
5422.0715,9778.571,171.0
4816.6858,8958.571,205.0
1549.33333333333,1404.0,198.0
4491.75,7018.0,139.0
