anode_space_ratio,band_type,blade_pressure,caliper,customer,cylinder_number,grain_screened,hardener,humifity,ink_temperature,ink_type,plating_tank,press_speed,proof_cut,roughness,timestamp,type_on_cylinder,unit_number,varnish_pct,wax
96.77,band,55.0,0.2,modmat,f601,yes,1.0,65.0,15.0,uncoated,1910,1650.0,40.0,0.75,19901113,no,7.0,0.0,2.5
96.875,band,20.0,0.267,brendls,x795,yes,1.0,74.0,14.0,uncoated,1910,1800.0,50.0,0.625,19901117,no,7.0,2.2,3.0
100.0,band,28.0,0.2,woolworth,g604,no,1.3,74.0,16.2,coated,1910,2000.0,50.0,0.75,19901114,yes,9.0,10.8,2.5
100.0,band,35.0,0.267,woolworth,g5,no,1.2,92.0,16.0,coated,1910,1800.0,50.0,0.75,19901115,yes,2.0,0.0,2.6
100.0,noband,28.0,0.267,toysrus,w357,no,0.8,88.0,16.1,coated,1910,2189.0,32.5,0.3125,19901125,yes,1.0,0.0,2.4
100.0,noband,29.0,0.2,toysrus,w364,no,1.25,79.0,20.0,coated,1910,2189.0,32.5,0.3125,19901125,yes,2.0,0.0,2.5
100.0,noband,28.0,0.3,jcp,g60,no,0.9,78.0,18.1,coated,1910,2125.0,70.0,0.5,19901119,yes,2.0,14.4,3.0
100.0,noband,28.0,0.233,jcp,g412,no,0.6,77.0,16.0,coated,1910,2125.0,70.0,0.8175,19901119,yes,9.0,15.9,1.75
100.0,noband,24.0,0.2,toysrus,w406,no,0.8,78.0,16.53,coated,1910,2189.0,40.0,0.8125,19901125,yes,9.0,0.0,2.0
100.0,band,25.0,0.233,woolworth,g628,no,1.0,94.0,14.0,coated,1910,1800.0,32.5,0.625,19901116,yes,2.0,0.0,2.1
100.0,band,34.0,0.267,toysrus,w395,no,0.0,88.0,15.0,coated,1911,1700.0,40.0,0.5,19901124,no,1.0,0.0,0.0
100.0,band,50.0,0.3,modmat,t281,yes,1.0,70.0,15.0,uncoated,1911,1800.0,40.0,0.75,19901120,yes,2.0,0.0,2.5
100.0,band,45.0,0.233,modmat,f601,yes,1.0,70.0,14.0,uncoated,1911,1800.0,40.0,0.75,19901121,no,7.0,0.0,2.5
100.0,noband,20.0,0.2,tvguide,x760,yes,1.0,78.0,15.0,uncoated,1911,1800.0,45.0,0.75,19901114,no,2.0,14.6,2.5
100.0,noband,20.0,0.2,target,o1,no,1.0,75.0,14.0,coated,1910,1800.0,45.0,1.0,19901115,yes,2.0,11.2,2.5
100.0,noband,20.0,0.333,target,o14,no,2.0,75.0,14.0,coated,1911,1800.0,45.0,1.0,19901115,yes,9.0,0.0,3.0
100.0,noband,40.0,0.333,kmart,x770,no,1.4,78.0,15.8,coated,1910,2300.0,45.0,1.0,19901113,yes,2.0,0.0,2.5
96.77,noband,32.0,0.2,kmart,x766,no,1.1,74.0,14.6,coated,1910,2300.0,45.0,1.0,19901113,yes,9.0,21.0,2.5
106.25,noband,20.0,0.4,tvguide,x001,yes,0.9,72.0,14.8,uncoated,1910,1800.0,45.0,0.625,19901206,yes,7.0,0.0,2.5
106.25,noband,33.0,0.267,lurias,g81,yes,1.0,88.0,16.0,uncoated,1910,1650.0,50.0,0.75,19901206,yes,9.0,11.5,2.5
106.25,band,30.0,0.3,lurias,g5,yes,1.0,88.0,17.0,uncoated,1910,1600.0,50.0,0.75,19901206,no,2.0,0.0,2.6
100.0,band,35.0,0.233,lurias,g5,yes,1.0,90.0,15.0,cover,1910,1650.0,50.0,1.0,19901206,yes,2.0,0.0,2.5
106.25,noband,20.0,0.367,tvguide,x019,yes,0.9,73.0,15.5,uncoated,?,1800.0,50.0,0.625,19901206,yes,2.0,3.6,2.5
106.25,band,33.0,0.3,austads,t351,yes,0.5,84.0,20.0,cover,1910,1200.0,45.0,0.625,19901208,yes,2.0,,2.5
100.0,band,40.0,0.3,eckerds,x304,no,1.0,70.0,15.0,uncoated,1910,1500.0,45.0,0.8125,19901209,no,2.0,0.0,2.0
100.0,noband,32.0,0.2,sheplers,w30,yes,0.9,84.0,12.7,uncoated,1910,1750.0,40.0,0.5,19901209,yes,9.0,0.0,2.5
106.25,noband,20.0,0.333,guideposts,x220,yes,0.6,64.0,15.5,uncoated,1910,1550.0,40.0,0.625,19901209,yes,7.0,10.5,2.0
106.25,noband,20.0,0.333,guideposts,x809,yes,1.0,78.0,16.0,uncoated,1910,1550.0,40.0,0.625,19901209,yes,2.0,0.0,2.5
100.0,noband,46.0,0.233,abbeypress,m208,no,1.0,70.0,16.0,coated,1910,1350.0,32.0,0.625,19901209,no,2.0,0.0,3.0
100.0,noband,48.0,0.233,abbeypress,f466,no,1.0,70.0,16.0,coated,1910,1350.0,32.0,0.625,19901209,no,7.0,0.0,3.0
110.71,band,20.0,0.167,tvguide,x295,yes,0.8,73.0,16.5,uncoated,1910,1800.0,67.5,0.875,19901219,yes,7.0,18.1,2.5
103.22,band,33.0,0.3,austads,i010,yes,1.1,88.0,16.0,uncoated,1911,1500.0,45.0,0.75,19901222,yes,9.0,0.0,2.9
100.0,band,28.0,0.267,sheplers,w785,yes,2.0,78.0,14.5,cover,1910,1800.0,42.0,1.0,19901209,no,2.0,0.0,2.5
106.45,band,22.0,0.3,austads,i349,yes,1.0,89.0,16.0,cover,1910,1300.0,45.0,0.625,19901211,no,2.0,0.0,2.5
103.22,band,26.0,0.267,austads,i317,yes,1.0,89.0,14.0,cover,1910,1450.0,45.0,0.75,19901212,no,2.0,0.0,2.5
106.45,band,29.0,0.3,downs,f219,yes,1.0,87.0,14.8,uncoated,1910,1000.0,40.0,,19901215,no,9.0,0.0,2.9
106.45,band,30.0,0.367,austads,i331,yes,1.0,83.0,16.0,uncoated,1910,1950.0,45.0,0.625,19901212,no,9.0,0.0,2.5
117.85,noband,50.0,0.267,hanoverhse,f121,yes,0.8,70.0,13.3,uncoated,1910,1700.0,45.0,0.75,19901215,no,2.0,0.0,3.0
117.85,noband,50.0,0.267,hanoverhse,f133,yes,0.7,70.0,13.3,uncoated,1910,1700.0,45.0,0.75,19901215,no,7.0,0.0,3.0
100.0,noband,26.0,0.2,sheplers,w30,yes,2.0,80.0,15.5,uncoated,?,1800.0,35.0,1.0,19901209,no,9.0,0.0,2.5
110.71,noband,20.0,0.2,tvguide,x837,yes,0.6,75.0,15.1,uncoated,1910,1800.0,65.0,0.625,19901219,yes,2.0,19.0,2.7
106.45,noband,20.0,0.3,tvguide,x819,yes,0.9,69.0,15.1,uncoated,1910,1450.0,55.0,0.625,19901212,yes,7.0,19.5,2.5
103.22,band,28.0,0.433,modmat,b125,yes,0.8,78.0,15.0,uncoated,1911,1400.0,62.0,0.75,19901230,yes,2.0,5.9,2.5
106.45,band,28.0,0.2,target,r32,no,0.8,70.0,16.0,coated,1910,2400.0,37.5,0.375,19901210,yes,2.0,0.0,3.0
106.45,band,32.0,0.267,downs,f372,yes,1.2,77.0,22.2,uncoated,1910,1000.0,40.0,0.625,19901215,yes,2.0,6.25,3.0
106.45,noband,24.0,0.2,target,r1,no,0.8,80.0,14.0,coated,1910,2400.0,37.5,0.25,19901212,yes,9.0,0.0,2.5
106.45,noband,26.0,?,target,r3,no,0.6,95.0,15.5,coated,1910,2350.0,37.5,0.625,19901218,yes,2.0,0.0,2.6
106.45,noband,30.0,?,target,r9,no,0.7,80.0,15.0,coated,1910,2398.0,37.5,0.5,19901214,yes,2.0,0.0,2.5
106.45,noband,30.0,0.3,ames,x342,no,1.0,72.0,15.0,coated,1910,2233.0,50.0,0.75,19901211,yes,9.0,0.0,1.5
106.45,noband,30.0,0.233,ames,x242,no,1.0,88.0,15.0,coated,1910,2233.0,50.0,0.75,19901211,yes,2.0,0.0,3.0
106.45,noband,30.0,0.2,eckerds,x221,no,1.2,74.0,16.1,coated,?,1800.0,45.0,1.0,19901214,yes,2.0,0.0,2.5
106.45,noband,43.0,0.2,eckerds,x108,no,1.5,80.0,15.7,coated,1910,1800.0,50.0,1.0,19901214,yes,9.0,0.0,2.5
114.28,noband,30.0,0.333,eckerds,x80,no,1.3,74.0,15.5,coated,1910,1900.0,30.0,0.8125,19901218,yes,2.0,2.5,1.9
117.85,noband,28.0,0.267,downs,f482,yes,1.0,76.0,15.5,uncoated,1910,1750.0,40.0,0.75,19901218,yes,2.0,3.6,3.0
103.22,band,30.0,0.267,tvguide,x388,yes,0.9,78.0,16.0,uncoated,1911,1250.0,52.0,0.75,19901230,yes,2.0,14.1,3.0
103.225,band,50.0,0.233,childcraft,i309,yes,1.2,76.0,15.0,uncoated,1911,1500.0,45.0,0.75,19910810,no,7.0,0.0,3.0
103.225,band,30.0,0.2,eckerds,x381,no,1.4,75.0,17.0,coated,?,1900.0,40.0,0.05625,19910815,no,2.0,0.0,2.6
106.4,noband,56.0,0.233,childcraft,i303,yes,1.0,80.0,15.0,uncoated,1910,1380.0,60.0,0.75,19910829,yes,7.0,14.3,3.0
103.125,noband,27.0,0.2,abbey,t368,no,0.9,80.0,14.0,coated,1911,1725.0,47.5,0.5,19910712,yes,9.0,11.5,3.0
103.125,noband,25.0,0.2,kmart,y270,no,1.1,84.0,15.5,coated,1910,2000.0,40.0,0.375,19910804,no,2.0,9.0,3.0
103.125,noband,,0.267,kmart,y228,no,1.0,80.0,15.0,coated,1910,2000.0,40.0,0.1875,19910804,yes,9.0,3.2,2.5
103.125,noband,,0.2,abbey,m254,no,0.85,87.0,15.7,coated,1911,1725.0,47.5,0.25,19910712,yes,2.0,5.6,3.0
100.0,noband,32.0,0.2,target,r15,no,1.0,91.0,13.7,coated,1910,2300.0,40.0,0.375,19910719,yes,9.0,5.6,2.5
100.0,noband,28.0,0.2,target,r43,no,0.6,80.0,14.9,coated,1910,2303.0,40.0,0.5,19910719,yes,2.0,3.4,2.5
103.125,noband,20.0,0.2,ames,x742,no,0.7,75.0,15.0,coated,1911,2100.0,45.0,0.625,19910727,yes,2.0,10.5,2.5
103.125,noband,25.0,0.2,ames,x823,no,0.8,72.0,15.0,coated,1911,2100.0,45.0,0.625,19910727,yes,7.0,10.5,2.5
103.125,noband,25.0,0.233,tvguide,x197,yes,1.0,78.0,16.0,uncoated,1910,1800.0,42.0,0.5,19910718,yes,7.0,0.0,2.5
103.125,noband,50.0,0.267,bestprod,f25,no,1.0,80.0,17.58,coated,1910,1490.0,27.5,0.75,19911124,yes,2.0,3.4,3.0
106.7,noband,50.0,0.267,bestprod,f169,no,1.0,78.0,16.66,coated,1911,1490.0,35.0,0.75,19911124,yes,7.0,7.6,3.0
106.5,noband,50.0,0.2,childcraft,i325,yes,1.0,80.0,15.0,uncoated,1910,1380.0,60.0,0.75,19910829,yes,2.0,10.4,3.0
103.1,noband,50.0,0.2,abbey,f629,no,0.6,80.0,15.0,coated,1910,1400.0,40.0,0.625,19910807,yes,2.0,0.0,3.0
103.1,noband,50.0,0.2,abbey,f321,?,1.1,80.0,15.0,coated,1910,1400.0,,0.625,19910807,yes,7.0,6.6,3.0
100.0,noband,,0.2,sheplers,r18,yes,1.0,72.0,17.0,uncoated,1910,1470.0,45.0,0.75,19910817,yes,2.0,3.2,3.0
106.5,noband,30.0,0.3,toysrus,x408,no,0.5,82.0,16.1,coated,1910,1800.0,40.0,0.812,19910903,no,2.0,5.7,0.7
103.23,noband,25.0,0.233,toysrus,x264,no,1.5,78.0,16.1,coated,1911,1800.0,40.0,0.5625,19910903,no,9.0,5.5,1.6
100.0,noband,30.0,0.233,wards,x201,no,1.8,88.0,15.0,coated,1910,1900.0,45.0,0.5625,19910729,yes,9.0,10.4,2.5
96.88,noband,30.0,0.3,wards,x57,no,0.8,85.0,16.4,coated,1911,1900.0,40.0,0.8125,19910818,yes,2.0,0.0,2.0
100.0,noband,28.0,0.2,roses,x799,no,1.3,82.0,16.1,coated,1910,2500.0,35.0,,19910730,yes,2.0,0.0,2.5
100.0,noband,30.0,0.2,roses,x753,no,1.1,84.0,16.1,coated,1910,2500.0,35.0,,19910730,yes,9.0,0.0,2.5
110.0,band,30.0,0.2,gurney,w90,no,1.2,78.0,16.2,coated,1911,2100.0,42.5,0.75,19911211,yes,2.0,0.0,2.5
103.13,band,30.0,0.2,adco,t365,yes,1.0,90.0,14.8,uncoated,1910,1440.0,40.0,1.0,19910809,no,2.0,0.0,2.5
103.13,band,25.0,0.2,kmart,y270,no,1.2,85.0,15.0,coated,1910,2100.0,40.0,1.0,19910806,yes,2.0,6.9,2.5
106.45,band,28.0,?,hanoverhouse,t117,yes,1.5,80.0,16.0,uncoated,1911,1550.0,50.0,0.5,19910924,yes,2.0,12.5,2.5
106.2,band,28.0,0.267,hanoverhouse,t312,yes,1.5,78.0,16.0,uncoated,1910,1520.0,50.0,0.5,19910923,no,9.0,4.5,2.5
109.7,band,30.0,0.233,ames,g48,no,1.0,80.0,15.8,coated,1910,2000.0,40.0,0.75,19910915,yes,2.0,10.5,3.0
100.0,band,35.0,0.2,wards,t195,no,1.0,85.0,14.5,coated,1910,1250.0,40.0,1.0,19910802,yes,9.0,0.0,1.5
100.0,band,22.0,0.2,bestprod,f601,no,1.0,76.0,14.5,coated,1910,1250.0,40.0,0.625,19910719,yes,2.0,0.0,2.5
100.0,band,30.0,0.2,wards,f98,no,0.9,98.0,14.0,coated,1910,1600.0,45.0,0.75,19910729,no,2.0,0.0,2.4
100.0,band,28.0,0.283,bestprod,i357,no,0.7,78.0,21.0,coated,1910,1500.0,55.0,1.0,19910729,no,9.0,0.0,2.5
110.0,band,30.0,0.2,gurney,w92,no,1.0,82.0,16.0,coated,1911,2150.0,42.5,0.75,19911209,yes,9.0,0.0,2.5
91.89,band,28.0,0.2,childcraft,i365,yes,1.0,80.0,15.0,cover,1911,1750.0,50.0,0.625,19920105,no,2.0,0.0,1.0
100.0,band,32.0,0.2,modmat,i49,yes,2.5,78.0,14.3,uncoated,1910,1650.0,,0.25,19920115,yes,2.0,0.0,2.5
106.25,band,32.0,0.2,modmat,i49,no,1.8,78.0,15.2,uncoated,1911,1500.0,,0.75,19920114,yes,2.0,8.2,2.7
100.0,band,28.0,0.2,modmat,i49,yes,2.0,70.0,15.0,uncoated,1911,1700.0,55.0,0.625,19920110,yes,2.0,8.2,2.5
103.13,band,30.0,?,toysrus,g634,no,1.0,85.0,16.5,coated,1910,1900.0,40.0,0.625,19911104,yes,2.0,4.3,3.0
103.13,band,27.0,?,toysrus,g634,no,1.5,85.0,15.7,coated,1910,2050.0,40.0,0.3125,19911103,?,2.0,4.3,2.5
117.86,band,28.0,0.3,toysrus,g69,no,1.5,75.0,14.9,coated,1911,2000.0,40.0,0.625,19911102,yes,2.0,4.3,2.5
110.0,band,25.0,0.2,tvguide,x768,yes,0.0,85.0,14.5,uncoated,1911,1850.0,40.0,0.75,19911203,yes,7.0,10.5,0.0
109.6,band,30.0,0.3,burdines,x13,no,0.65,75.0,17.0,coated,1911,1600.0,40.0,0.625,19910920,yes,2.0,0.0,2.5
96.88,band,55.0,0.217,sheplers,r30,yes,1.0,70.0,13.1,uncoated,1911,1660.0,47.5,,19910822,yes,7.0,10.0,2.9
103.13,band,24.0,0.2,kidsrus,g407,yes,1.1,78.0,15.2,cover,1910,1850.0,50.0,1.0,19920220,yes,2.0,0.0,2.9
103.13,band,50.0,0.2,uscav,f620,yes,1.5,80.0,15.0,uncoated,1911,1640.0,40.0,0.625,19910724,no,2.0,10.4,3.0
106.25,band,30.0,0.3,colortile,x160,no,1.2,78.0,17.0,coated,1910,1700.0,30.0,0.8125,19910917,yes,2.0,0.0,2.5
100.0,band,30.0,0.2,colortile,x7,yes,0.0,73.0,14.0,coated,1910,1800.0,30.0,0.5625,19920205,yes,9.0,0.0,0.0
103.23,band,50.0,0.267,childcraft,i324,yes,1.0,80.0,11.2,uncoated,1911,1570.0,50.0,,19910810,yes,7.0,0.0,3.0
100.0,band,50.0,0.267,sheplers,r6,yes,1.0,80.0,15.0,uncoated,1910,1470.0,45.0,0.75,19910817,yes,7.0,0.0,3.0
103.13,band,50.0,0.2,uscav,m374,yes,1.0,80.0,16.0,uncoated,1911,1640.0,37.5,0.625,19910724,no,7.0,6.6,3.0
100.0,band,30.0,0.2,kmart,aa1,no,0.6,83.0,15.0,coated,1910,2000.0,40.0,0.625,19920208,yes,7.0,0.0,2.5
109.9,band,30.0,0.2,kmart,aa17,no,0.3,72.0,15.0,coated,1911,2000.0,40.0,0.375,19920207,yes,7.0,0.0,2.5
100.0,band,40.0,0.25,tvguide,x139,yes,0.7,80.0,15.0,uncoated,1910,1750.0,40.0,0.75,19910730,yes,2.0,13.3,2.2
106.0,band,25.0,0.233,bestprod,t233,no,1.0,79.0,16.1,coated,1910,1400.0,30.0,0.625,19920408,?,2.0,,2.5
102.0,band,34.0,0.3,guideposts,x216,yes,1.3,72.0,14.5,coated,1911,1620.0,40.0,0.625,19920402,yes,7.0,,2.5
100.0,band,20.0,?,kmart,aa43,no,0.9,76.0,14.0,coated,1911,1700.0,45.0,0.625,19920317,no,7.0,,2.0
102.941,band,25.0,0.3,penney,j29,no,1.0,75.0,15.5,coated,1910,1100.0,40.0,0.75,19920402,?,9.0,,2.5
103.0,band,40.0,0.2,woolworth,x129,no,1.0,78.0,15.0,coated,1910,1750.0,35.0,0.5625,19920405,yes,9.0,,2.3
100.0,band,29.0,0.25,roses,g648,no,1.0,78.0,16.4,coated,1910,1800.0,55.0,0.5,19920416,yes,2.0,,1.5
83.33,band,20.0,0.267,roses,x66,no,1.1,72.0,16.0,coated,1910,1650.0,35.0,0.75,19920326,yes,2.0,,1.5
103.225,band,30.0,0.2,roses,g38,no,0.7,70.0,17.0,coated,1910,2000.0,47.5,0.5,19920320,yes,2.0,,2.2
94.4,band,30.0,?,toysrus,x13,no,0.0,85.0,13.5,coated,1911,1900.0,40.0,0.75,19920515,yes,10.0,,0.0
105.7,band,20.0,0.233,target,o5,no,1.5,80.0,17.0,coated,1911,1850.0,47.5,0.625,19920523,yes,2.0,,2.0
102.85700000000001,band,26.0,0.3,target,r38,no,1.5,80.0,15.0,coated,1910,1950.0,50.0,0.1875,19920529,yes,9.0,,2.5
100.0,band,35.0,0.3,cvs,x36,yes,0.6,80.0,21.0,uncoated,1911,1650.0,55.0,0.875,19920530,?,2.0,,2.1
102.94,band,28.0,0.3,cvs,x196,yes,1.0,82.0,17.5,uncoated,1910,1600.0,55.0,0.8125,19920531,yes,2.0,,2.5
102.94,band,30.0,0.3,toysrus,x292,no,1.0,86.0,16.0,uncoated,1910,1700.0,40.0,0.8125,19920603,yes,2.0,,2.5
102.94,band,32.0,0.267,target,r25,no,1.0,81.0,15.1,coated,1910,2000.0,35.0,0.75,19920610,yes,1.0,,2.5
100.0,band,30.0,0.3,kmart,aa40,?,1.0,80.0,14.8,coated,1910,1840.0,50.0,0.625,19920705,yes,7.0,,2.5
102.77,band,22.0,0.3,modmat,i347,yes,2.0,86.0,14.5,uncoated,1911,1300.0,50.0,0.75,19920709,yes,9.0,,2.5
103.22,band,23.0,0.333,homeshop,1351,?,,84.0,14.5,coated,1910,1200.0,,,19920808,no,2.0,,2.5
106.25,band,35.0,0.233,kmart,aa28,?,1.0,79.0,15.5,uncoated,1910,1760.0,,0.625,19920822,yes,2.0,,2.4
106.25,band,28.0,0.300,hanoverhouse,f131,?,1.0,80.0,15.1,coated,1910,1780.0,,0.75,19920826,yes,9.0,,2.5
103.22,band,30.0,0.333,kmart,aa58,?,,82.0,15.7,uncoated,1911,1850.0,,,19920911,yes,7.0,,
96.8,band,22.0,0.300,kmart,aa45,?,1.0,82.0,15.0,uncoated,1911,1800.0,,0.5,19920915,yes,7.0,,2.5
96.9,band,25.0,0.267,kmart,aa29,?,1.0,80.0,14.8,uncoated,1911,1850.0,,0.625,19920918,yes,7.0,,2.5
96.9,band,40.0,0.300,kmart,aa43,?,0.9,82.0,14.1,uncoated,?,1800.0,,0.625,19920920,yes,7.0,,2.5
96.9,band,29.0,0.367,homeshopping,i366,?,,78.0,15.1,uncoated,1911,1320.0,,0.5,19920712,?,2.0,,2.5
96.9,band,24.0,0.200,bestprod,t31,?,1.7,85.0,15.0,uncoated,1911,1470.0,,0.5,19921001,yes,2.0,,1.8
96.9,band,30.0,0.367,venture,aa067,?,1.2,76.0,15.5,uncoated,1911,1750.0,,0.75,19921004,yes,7.0,,2.5
106.1,band,28.0,0.300,homeshop,i25,?,1.5,72.0,14.2,cover,1910,1600.0,,1.0,19921125,yes,2.0,,2.7
106.1,band,30.0,0.300,homeshop,i400,?,1.5,71.0,15.1,cover,1910,1700.0,,0.625,19921129,yes,2.0,,2.5
117.7,band,25.0,0.300,modmat,i305,?,1.5,80.0,17.0,coated,1911,1700.0,,0.25,19930113,yes,2.0,,2.5
106.0,band,28.0,0.300,target,r32,?,1.0,88.0,16.2,uncoated,1910,1750.0,,0.5,19930205,yes,2.0,,2.3
112.5,band,60.0,0.333,jfk,w368,?,1.5,70.0,14.5,coated,1910,1250.0,,0.75,19930217,yes,7.0,,2.0
106.6,band,50.0,0.300,colorfulimage,t30,?,2.2,72.0,16.0,coated,1911,1350.0,,0.75,19930219,yes,7.0,,2.5
106.6,band,26.0,0.300,bestprod,m337,?,1.0,84.0,16.5,cover,1911,1565.0,,0.625,19930227,yes,2.0,,2.5
106.6,band,30.0,.200,kmart,aa56,?,0.8,74.0,16.22,uncoated,1910,2200.0,,0.75,19930309,yes,7.0,,2.8
109.6,band,,0.233,toysrus,g433,?,2.1,86.0,16.5,uncoated,1910,1750.0,,0.25,19930407,yes,2.0,,2.1
109.1,band,27.0,0.200,eckerds,x799,?,0.7,84.0,17.0,uncoated,1910,1865.0,,0.8125,19930421,yes,2.0,,1.5
109.1,band,25.0,0.200,modmat,i46,?,0.6,75.0,16.0,coated,1911,1500.0,,0.3125,19930514,yes,2.0,,2.5
110.3,band,30.0,0.300,kmart,y209,?,0.5,80.0,15.0,uncoated,1911,2020.0,,0.5,19930624,?,2.0,,2.9
107.14,band,25.0,0.300,kmart,e302,?,2.0,88.0,16.5,uncoated,1911,1850.0,,0.75,19930906,yes,2.0,,3.0
100.0,band,27.0,0.300,modmat,i311,?,1.5,91.0,14.0,coated,1911,1650.0,,1.125,19930908,yes,2.0,,3.0
103.125,band,34.0,0.200,toysrus,t26,?,1.0,74.0,16.5,coated,1911,1750.0,,0.625,19930915,yes,2.0,,2.6
103.125,band,25.0,0.200,homeshop,t26,?,1.0,75.0,17.0,coated,1911,1600.0,,0.75,19930916,yes,9.0,,2.0
106.25,band,27.0,0.200,toysrus,m272,?,1.0,95.0,17.0,coated,1910,1600.0,,0.625,19930928,yes,9.0,,2.5
107.14,band,40.0,0.267,jcp,ee304,?,1.3,80.0,15.5,uncoated,1911,2000.0,,0.75,19931008,yes,7.0,,1.8
97.05,band,30.0,?,walmart,x255,?,1.0,78.0,15.5,uncoated,1911,2100.0,,0.8125,19940904,?,2.0,,1.2
113.3,band,35.0,?,kmart,aa97,?,1.3,73.0,17.0,coated,1910,2100.0,,0.75,19941004,yes,2.0,,2.6
112.5,band,28.0,?,eckerd,e78,?,1.0,83.0,16.0,uncoated,1911,2400.0,,,19941001,no,2.0,,2.5
112.5,band,30.0,?,eckerd,e38,?,0.5,76.0,14.9,uncoated,1911,2500.0,,1.0,19940927,yes,9.0,,0.5
110.0,band,32.0,0.300,kmart,aa7,?,,80.0,18.3,uncoated,1910,1900.0,,1.0,19941007,?,2.0,,
112.5,band,25.0,?,kmart,aa66,?,1.0,82.0,18.0,uncoated,1910,1880.0,,1.0,19941005,?,9.0,,1.0
110.0,band,34.0,0.200,best,j44,?,0.0,76.0,16.1,coated,1910,2100.0,,0.5,19941009,yes,1.0,,0.0
108.0,band,34.0,0.300,kmart,aa58,?,2.8,70.0,16.5,coated,1910,1903.0,,1.0,19941009,?,2.0,,2.7
108.0,band,34.0,0.267,kmart,aa70,?,2.3,76.0,16.4,uncoated,1910,1903.0,,1.0,19941010,?,2.0,,1.5
108.1,band,25.0,0.200,best,j70,?,1.0,75.0,14.2,uncoated,1910,2050.0,,0.75,19941010,yes,1.0,,2.5
