Key_0_0,totalFixDur,prevFixDur,nextFixDur,Key_1_1
6889,139.0,119.0,99.0,4325
4964,99.0,258.0,159.0,1229
5856,139.0,199.0,259.0,5160
3007,537.0,159.0,159.0,352
5195,80.0,139.0,239.0,6052
2044,80.0,179.0,258.0,3935
3341,179.0,199.0,139.0,1594
3506,139.0,199.0,159.0,1886
677,258.0,99.0,199.0,5957
7522,359.0,199.0,219.0,4214
3966,299.0,179.0,80.0,4265
3977,179.0,298.0,99.0,2599
1642,179.0,239.0,179.0,1959
1375,438.0,219.0,239.0,5201
5359,219.0,139.0,239.0,1828
6109,139.0,199.0,238.0,4084
3958,219.0,159.0,159.0,4983
2487,259.0,298.0,139.0,1676
6599,139.0,199.0,159.0,6798
2872,199.0,119.0,139.0,45
2571,119.0,0.0,159.0,4100
1171,278.0,139.0,199.0,7
4221,219.0,199.0,20.0,1511
3760,159.0,179.0,199.0,4766
4400,199.0,179.0,139.0,2142
989,99.0,99.0,80.0,5568
6787,139.0,199.0,139.0,2787
1859,80.0,119.0,99.0,375
3568,179.0,179.0,139.0,5933
7541,259.0,180.0,219.0,5594
2485,199.0,80.0,159.0,110
916,99.0,159.0,119.0,2292
7105,278.0,0.0,238.0,4742
5242,219.0,99.0,119.0,887
1639,139.0,139.0,119.0,1335
6117,99.0,99.0,99.0,5311
1568,179.0,219.0,139.0,56
4731,159.0,99.0,99.0,5838
887,100.0,0.0,99.0,6308
4556,278.0,99.0,159.0,5507
5944,159.0,278.0,159.0,739
4781,159.0,159.0,139.0,2207
1835,139.0,159.0,239.0,1170
7418,239.0,139.0,258.0,79
3346,179.0,298.0,318.0,1860
4862,318.0,179.0,219.0,5061
1880,159.0,318.0,99.0,276
2452,219.0,298.0,318.0,6045
7193,338.0,219.0,139.0,477
1058,139.0,139.0,219.0,5766
2680,358.0,139.0,139.0,768
7531,159.0,219.0,139.0,7452
5037,199.0,239.0,119.0,6341
6943,119.0,199.0,80.0,6718
395,80.0,119.0,199.0,3303
4794,199.0,80.0,99.0,1976
5292,99.0,199.0,199.0,2228
636,199.0,99.0,318.0,1958
5376,258.0,159.0,239.0,6784
3779,99.0,99.0,179.0,2799
2554,179.0,99.0,298.0,6433
12,298.0,179.0,119.0,551
5013,119.0,298.0,139.0,6110
5928,139.0,119.0,139.0,5272
3747,139.0,139.0,219.0,7392
4011,219.0,139.0,417.0,3712
5402,417.0,239.0,119.0,1597
45,259.0,0.0,199.0,7447
2977,199.0,259.0,239.0,1211
7233,239.0,199.0,318.0,5128
2663,537.0,239.0,179.0,1375
3444,179.0,219.0,199.0,3676
2355,199.0,179.0,99.0,5649
3214,99.0,199.0,159.0,4940
5216,159.0,99.0,239.0,3839
2500,457.0,99.0,219.0,1798
660,258.0,80.0,99.0,7571
3809,99.0,258.0,139.0,5706
4897,139.0,239.0,179.0,1734
5453,378.0,0.0,139.0,1793
2348,139.0,378.0,139.0,3278
5318,139.0,139.0,139.0,3330
1331,99.0,378.0,139.0,1273
6826,179.0,378.0,219.0,787
6770,219.0,179.0,139.0,7380
2154,199.0,139.0,199.0,923
4741,199.0,199.0,179.0,344
3582,179.0,199.0,199.0,6058
4118,179.0,397.0,239.0,2008
5152,139.0,0.0,199.0,5660
7579,199.0,139.0,99.0,2973
7295,99.0,199.0,259.0,5686
6214,259.0,99.0,258.0,1717
3279,219.0,139.0,139.0,6559
2012,139.0,139.0,239.0,4901
1522,80.0,119.0,278.0,4165
7260,278.0,80.0,397.0,5856
719,139.0,80.0,397.0,5004
7456,80.0,139.0,159.0,5926
3333,239.0,80.0,159.0,2827
2231,159.0,80.0,219.0,4861
1570,219.0,139.0,139.0,1401
3482,298.0,99.0,258.0,7483
5154,199.0,298.0,179.0,2378
1552,179.0,199.0,99.0,4364
5947,99.0,179.0,139.0,4233
4815,139.0,99.0,139.0,4149
5300,139.0,99.0,258.0,5782
5606,219.0,0.0,199.0,6721
775,298.0,99.0,219.0,5615
5551,219.0,0.0,199.0,4009
4920,238.0,139.0,199.0,2804
1002,199.0,238.0,238.0,2875
4944,238.0,199.0,119.0,2240
3477,119.0,238.0,179.0,6806
7161,179.0,119.0,159.0,5309
7224,159.0,179.0,80.0,860
4563,80.0,159.0,179.0,5783
3600,179.0,80.0,298.0,2664
5454,159.0,179.0,159.0,6639
2093,159.0,159.0,258.0,6795
5187,258.0,318.0,159.0,893
5211,298.0,199.0,159.0,5722
7478,159.0,318.0,159.0,1892
6610,199.0,159.0,139.0,1500
2993,139.0,199.0,199.0,4519
2406,199.0,159.0,139.0,1000
607,139.0,100.0,139.0,3521
1601,139.0,139.0,119.0,480
1163,139.0,219.0,278.0,6624
1333,278.0,139.0,437.0,111
853,278.0,139.0,239.0,4717
4662,239.0,278.0,100.0,5816
2579,100.0,239.0,179.0,6180
3797,338.0,278.0,100.0,1155
3807,218.0,338.0,159.0,2853
1430,159.0,119.0,159.0,3887
7197,298.0,0.0,139.0,5068
524,139.0,159.0,99.0,1821
1124,99.0,139.0,378.0,2357
601,378.0,99.0,179.0,5670
4107,119.0,179.0,139.0,5135
3815,179.0,358.0,159.0,6460
6848,159.0,179.0,99.0,5230
6729,99.0,159.0,99.0,4749
3491,99.0,99.0,99.0,7352
5121,99.0,99.0,139.0,3840
5139,219.0,99.0,139.0,2845
5046,179.0,139.0,119.0,3865
2782,119.0,179.0,258.0,123
2168,258.0,119.0,119.0,6059
401,218.0,258.0,278.0,1352
7442,278.0,358.0,159.0,5265
4146,179.0,0.0,219.0,1694
7007,219.0,179.0,239.0,3034
6088,239.0,219.0,199.0,6318
6062,199.0,239.0,258.0,7307
6710,258.0,199.0,159.0,2036
1212,338.0,179.0,159.0,2129
1029,278.0,338.0,358.0,152
2199,358.0,119.0,99.0,4468
1252,99.0,358.0,378.0,41
3953,378.0,99.0,258.0,7555
480,258.0,378.0,199.0,3557
6101,80.0,378.0,199.0,4555
2471,258.0,99.0,298.0,1098
2070,199.0,159.0,179.0,7323
4286,179.0,199.0,139.0,4645
4849,139.0,179.0,219.0,5889
2282,159.0,179.0,239.0,3336
1187,239.0,159.0,99.0,204
7407,99.0,239.0,159.0,633
3412,159.0,99.0,179.0,133
5215,179.0,159.0,179.0,2539
7018,179.0,179.0,179.0,212
5054,179.0,179.0,99.0,354
5692,219.0,179.0,139.0,3026
4016,139.0,219.0,159.0,441
6433,159.0,139.0,378.0,7153
6605,378.0,159.0,80.0,119
5064,219.0,99.0,219.0,2986
7331,219.0,99.0,179.0,560
675,219.0,159.0,179.0,5036
3550,239.0,199.0,139.0,4512
5062,437.0,99.0,179.0,6287
3872,298.0,179.0,239.0,7376
4957,239.0,119.0,239.0,6522
3146,239.0,239.0,179.0,6934
338,99.0,80.0,99.0,6217
217,99.0,99.0,219.0,2425
7052,219.0,99.0,199.0,2116
3676,119.0,0.0,159.0,7438
4891,159.0,119.0,139.0,1243
3324,139.0,159.0,139.0,7308
1504,139.0,139.0,318.0,114
6812,318.0,139.0,139.0,4241
1235,219.0,298.0,298.0,6470
6968,298.0,219.0,99.0,3831
3564,99.0,159.0,258.0,76
6773,397.0,298.0,298.0,2869
5232,99.0,139.0,219.0,1340
1640,99.0,0.0,219.0,5021
937,159.0,0.0,219.0,2245
6362,298.0,139.0,656.0,5794
5735,656.0,298.0,159.0,4615
3945,358.0,0.0,219.0,3879
611,278.0,139.0,656.0,7501
1151,298.0,298.0,159.0,3213
5693,219.0,298.0,119.0,940
5179,119.0,219.0,119.0,461
246,179.0,139.0,219.0,1714
2020,219.0,179.0,239.0,3093
1047,239.0,219.0,99.0,786
71,99.0,239.0,258.0,4385
6557,298.0,99.0,298.0,7139
5217,239.0,179.0,139.0,2288
6229,298.0,139.0,199.0,3394
6694,159.0,179.0,239.0,6376
2089,219.0,219.0,99.0,4115
5862,139.0,616.0,179.0,5516
243,179.0,179.0,139.0,7207
7104,139.0,179.0,139.0,5523
1480,139.0,139.0,99.0,4998
4740,99.0,0.0,99.0,5376
3458,99.0,99.0,238.0,3190
5804,258.0,179.0,139.0,2590
5038,159.0,139.0,139.0,232
7005,219.0,139.0,139.0,7496
3678,259.0,100.0,159.0,5252
5356,159.0,259.0,219.0,5409
2740,179.0,219.0,139.0,680
4089,139.0,119.0,139.0,3200
5260,139.0,139.0,139.0,7259
1507,199.0,199.0,378.0,5214
5617,378.0,199.0,80.0,6168
1911,298.0,179.0,219.0,1835
1221,199.0,100.0,239.0,1729
4669,239.0,199.0,99.0,5796
5218,99.0,239.0,298.0,5364
3359,298.0,99.0,179.0,725
1961,179.0,298.0,139.0,971
1690,99.0,139.0,258.0,2021
47,258.0,99.0,199.0,7074
2330,139.0,0.0,258.0,7025
99,258.0,139.0,199.0,1540
3015,318.0,179.0,179.0,5885
2546,179.0,159.0,199.0,5359
1298,199.0,179.0,99.0,6717
6456,298.0,258.0,258.0,118
3095,258.0,298.0,179.0,7382
1161,179.0,258.0,179.0,4590
4549,139.0,80.0,99.0,156
1001,99.0,139.0,338.0,1787
6415,338.0,179.0,99.0,7493
701,258.0,338.0,179.0,4439
1027,278.0,258.0,258.0,7073
2963,99.0,139.0,199.0,25
5993,219.0,139.0,159.0,3724
3583,159.0,219.0,278.0,1554
5073,278.0,258.0,258.0,2505
4177,179.0,298.0,179.0,474
1778,179.0,258.0,179.0,3970
5727,179.0,179.0,139.0,4625
782,159.0,0.0,139.0,1190
7509,139.0,159.0,80.0,4
1470,80.0,0.0,139.0,4489
3499,179.0,80.0,298.0,356
5549,298.0,179.0,199.0,4927
5937,199.0,298.0,298.0,2721
5723,298.0,199.0,338.0,2980
6756,477.0,298.0,199.0,1129
6326,199.0,139.0,139.0,1004
6538,139.0,199.0,298.0,2431
7558,557.0,159.0,219.0,3489
2493,298.0,338.0,139.0,1894
5599,139.0,159.0,219.0,3204
1167,139.0,119.0,139.0,4778
1939,139.0,139.0,239.0,6516
2206,239.0,139.0,139.0,1038
2805,139.0,239.0,199.0,2011
1557,199.0,139.0,99.0,6868
97,218.0,199.0,199.0,2294
5384,199.0,119.0,199.0,2650
2847,219.0,179.0,159.0,6020
6657,159.0,139.0,139.0,4733
7376,80.0,298.0,199.0,117
2455,179.0,298.0,298.0,1207
291,278.0,159.0,80.0,1506
6769,517.0,0.0,139.0,1361
7297,179.0,80.0,298.0,911
6405,159.0,179.0,199.0,5639
2907,99.0,159.0,159.0,2296
4833,318.0,298.0,298.0,4624
668,199.0,298.0,199.0,3455
5138,298.0,139.0,139.0,3753
482,139.0,199.0,298.0,1944
6965,199.0,159.0,219.0,2681
7605,159.0,199.0,179.0,4849
210,179.0,338.0,139.0,2449
7120,80.0,139.0,239.0,905
6314,119.0,239.0,199.0,1878
588,139.0,119.0,199.0,3221
7409,199.0,0.0,119.0,3587
4600,199.0,99.0,238.0,7089
4319,238.0,199.0,119.0,617
6166,119.0,238.0,219.0,139
1696,219.0,119.0,139.0,2688
4656,537.0,278.0,219.0,2088
2572,219.0,99.0,119.0,6298
4886,218.0,219.0,219.0,5874
7225,219.0,99.0,179.0,4659
2313,179.0,219.0,119.0,3512
612,218.0,179.0,139.0,1066
5251,219.0,99.0,99.0,2059
7214,258.0,0.0,99.0,2012
1875,99.0,258.0,139.0,1786
5613,139.0,0.0,99.0,2976
5243,179.0,258.0,139.0,7014
5775,119.0,179.0,298.0,3991
1165,179.0,99.0,99.0,3473
3691,239.0,99.0,99.0,6577
5977,219.0,99.0,179.0,4642
6545,179.0,139.0,80.0,2510
1720,80.0,179.0,80.0,4290
2600,80.0,80.0,99.0,6225
2141,397.0,80.0,298.0,4486
2940,298.0,0.0,99.0,6656
74,338.0,258.0,139.0,5912
4760,298.0,99.0,99.0,4054
5090,298.0,0.0,219.0,2145
1710,378.0,239.0,437.0,7553
1824,258.0,219.0,398.0,2944
3669,358.0,239.0,437.0,1555
5299,239.0,238.0,139.0,3595
5434,139.0,239.0,179.0,3830
4842,179.0,139.0,199.0,7218
425,298.0,179.0,259.0,5793
4493,337.0,179.0,99.0,1827
5844,298.0,238.0,119.0,7581
7347,179.0,119.0,139.0,7355
6602,139.0,179.0,219.0,4986
1879,299.0,119.0,139.0,6675
2531,239.0,80.0,338.0,4158
559,338.0,239.0,159.0,6607
2931,159.0,318.0,179.0,2953
3887,179.0,159.0,199.0,889
3741,258.0,139.0,99.0,2191
5865,99.0,0.0,258.0,7436
5081,258.0,99.0,338.0,5899
1747,338.0,258.0,199.0,4371
4342,199.0,338.0,179.0,4526
2381,179.0,199.0,219.0,706
6998,258.0,238.0,119.0,2806
6,119.0,258.0,99.0,3327
7559,99.0,258.0,119.0,3608
7134,119.0,99.0,139.0,1621
1576,139.0,119.0,179.0,4866
2639,179.0,139.0,139.0,5589
3184,258.0,179.0,298.0,2901
1380,199.0,298.0,159.0,2310
4644,159.0,199.0,159.0,3543
3003,159.0,238.0,119.0,4333
6849,139.0,159.0,139.0,7091
1789,278.0,0.0,258.0,2839
631,219.0,338.0,179.0,2817
3069,179.0,199.0,219.0,6461
6482,179.0,0.0,219.0,1470
4652,199.0,219.0,159.0,6865
1017,159.0,199.0,119.0,6231
5722,119.0,159.0,80.0,3758
4722,80.0,119.0,80.0,6107
966,139.0,159.0,497.0,558
6290,497.0,139.0,298.0,3634
4170,298.0,497.0,119.0,2014
1804,119.0,298.0,139.0,4114
4211,139.0,119.0,139.0,3001
5620,139.0,159.0,497.0,6626
5518,258.0,139.0,219.0,5692
2704,219.0,139.0,199.0,289
889,199.0,219.0,179.0,1777
5628,179.0,199.0,80.0,3802
7087,80.0,179.0,139.0,4912
6531,139.0,80.0,139.0,4117
617,139.0,139.0,258.0,3502
606,259.0,159.0,497.0,4493
4335,80.0,239.0,80.0,2483
1602,80.0,80.0,338.0,6715
2458,238.0,139.0,298.0,2939
1687,139.0,497.0,119.0,1239
5385,238.0,139.0,298.0,229
3569,139.0,119.0,100.0,7468
281,100.0,139.0,278.0,5600
6669,99.0,0.0,179.0,5729
5177,259.0,238.0,278.0,2043
1446,199.0,119.0,239.0,2025
6798,239.0,199.0,99.0,4482
2401,99.0,239.0,258.0,7199
2580,258.0,99.0,159.0,2496
3009,675.0,258.0,119.0,5362
3180,119.0,278.0,99.0,4782
396,218.0,119.0,258.0,3307
6755,139.0,119.0,258.0,7007
5550,119.0,238.0,278.0,2750
7582,159.0,238.0,278.0,7559
6521,159.0,0.0,179.0,7507
6574,99.0,119.0,239.0,175
2895,179.0,199.0,99.0,5150
6160,199.0,119.0,239.0,4536
2997,199.0,239.0,258.0,99
1780,139.0,99.0,159.0,1181
3927,159.0,278.0,99.0,1037
947,219.0,159.0,80.0,1346
6665,219.0,119.0,258.0,4712
2344,119.0,139.0,179.0,6300
2648,99.0,239.0,258.0,1961
7074,298.0,179.0,239.0,3658
1788,239.0,159.0,139.0,2908
410,139.0,239.0,199.0,4898
1974,119.0,0.0,99.0,938
3817,119.0,239.0,99.0,7135
5564,99.0,119.0,99.0,82
1133,159.0,219.0,258.0,5654
876,258.0,159.0,139.0,1636
1888,139.0,258.0,179.0,3952
3104,238.0,0.0,99.0,4710
5720,139.0,238.0,238.0,4267
1585,238.0,139.0,259.0,4584
5327,259.0,238.0,199.0,7601
3740,199.0,259.0,199.0,3623
5572,199.0,199.0,179.0,4103
4156,119.0,239.0,99.0,7037
1213,99.0,0.0,139.0,4848
4996,139.0,99.0,159.0,4796
4321,159.0,139.0,239.0,7399
6357,239.0,99.0,159.0,1020
6577,119.0,239.0,139.0,2136
4362,139.0,119.0,318.0,4341
6578,219.0,219.0,179.0,6422
1231,139.0,179.0,238.0,5558
6705,199.0,219.0,179.0,5805
6708,298.0,199.0,80.0,7238
2838,319.0,298.0,219.0,7107
4345,139.0,80.0,139.0,3607
7468,139.0,159.0,119.0,4438
3581,259.0,119.0,517.0,3453
5984,517.0,259.0,0.0,6482
349,298.0,139.0,239.0,384
276,100.0,159.0,179.0,6369
3963,198.0,139.0,199.0,3757
7076,218.0,239.0,119.0,2584
661,119.0,99.0,338.0,1987
5255,338.0,119.0,139.0,2513
2349,219.0,338.0,179.0,6351
116,139.0,199.0,239.0,3155
6921,139.0,199.0,119.0,6430
4979,119.0,139.0,298.0,3907
6751,139.0,159.0,99.0,6118
1512,496.0,139.0,139.0,5138
6058,139.0,278.0,119.0,325
5982,239.0,199.0,80.0,2779
5394,80.0,239.0,179.0,4596
3585,179.0,80.0,199.0,2188
5927,199.0,119.0,159.0,1547
4729,179.0,159.0,99.0,7030
3072,99.0,119.0,159.0,4232
5792,139.0,0.0,219.0,5077
2253,219.0,139.0,318.0,6629
1012,318.0,219.0,219.0,365
1806,219.0,139.0,318.0,6902
2474,179.0,219.0,139.0,1943
441,139.0,179.0,159.0,6462
6527,159.0,139.0,139.0,3481
430,139.0,219.0,219.0,2718
283,298.0,159.0,159.0,386
1394,258.0,219.0,80.0,4964
3885,80.0,99.0,139.0,4804
239,219.0,80.0,139.0,4472
1237,99.0,199.0,139.0,1390
1954,80.0,119.0,219.0,1613
4962,457.0,119.0,219.0,2052
464,99.0,0.0,199.0,4569
4630,199.0,80.0,179.0,398
6973,179.0,199.0,139.0,257
1967,139.0,80.0,179.0,159
2971,159.0,139.0,258.0,4301
2061,536.0,199.0,139.0,6297
102,119.0,278.0,318.0,1553
363,259.0,119.0,179.0,6240
6897,179.0,259.0,199.0,5053
5830,298.0,199.0,338.0,3736
5702,179.0,179.0,139.0,5501
7506,139.0,99.0,119.0,6293
1558,119.0,179.0,139.0,6612
5788,279.0,119.0,119.0,4941
5104,119.0,179.0,199.0,6207
5660,199.0,119.0,219.0,5894
1755,219.0,199.0,159.0,5228
5891,159.0,219.0,139.0,529
4376,139.0,239.0,179.0,2754
2512,99.0,159.0,139.0,6781
275,139.0,99.0,159.0,593
4874,159.0,139.0,80.0,5774
3193,80.0,159.0,219.0,6290
7164,219.0,99.0,159.0,4070
5367,179.0,219.0,179.0,3717
7246,179.0,179.0,80.0,6128
2731,80.0,179.0,179.0,4794
2460,179.0,80.0,239.0,393
6467,239.0,239.0,179.0,2636
6886,358.0,239.0,139.0,4407
1483,139.0,199.0,99.0,5771
2973,239.0,199.0,99.0,4951
2939,139.0,139.0,139.0,5057
1693,139.0,139.0,179.0,687
2840,179.0,139.0,139.0,2409
4701,258.0,139.0,179.0,1466
6598,258.0,139.0,139.0,7489
2352,80.0,139.0,179.0,7154
2640,179.0,80.0,139.0,271
3147,99.0,139.0,80.0,4018
3957,139.0,139.0,80.0,6518
1928,80.0,139.0,238.0,2993
3148,238.0,80.0,199.0,4379
7383,199.0,238.0,80.0,6024
479,239.0,199.0,199.0,3611
3306,199.0,80.0,139.0,1006
6162,99.0,219.0,80.0,3021
3848,139.0,0.0,139.0,2307
841,139.0,139.0,119.0,2313
5896,119.0,139.0,199.0,6533
3151,358.0,139.0,199.0,6216
27,179.0,179.0,159.0,7332
4000,159.0,179.0,139.0,4326
3316,139.0,159.0,159.0,1559
7047,159.0,179.0,139.0,6104
4527,179.0,159.0,258.0,4987
7535,278.0,99.0,99.0,1997
6284,139.0,99.0,99.0,6567
378,119.0,139.0,219.0,376
5636,219.0,0.0,139.0,7011
827,99.0,219.0,238.0,5514
6046,238.0,99.0,99.0,3601
868,258.0,139.0,239.0,215
7173,179.0,99.0,99.0,6019
2322,218.0,179.0,259.0,6553
7465,239.0,139.0,239.0,4979
1374,239.0,159.0,258.0,6945
7155,338.0,159.0,139.0,4363
2060,139.0,139.0,99.0,324
5836,99.0,139.0,199.0,734
6493,199.0,99.0,80.0,5707
4607,179.0,159.0,258.0,5299
5885,259.0,99.0,99.0,883
6223,119.0,139.0,219.0,3145
2256,338.0,219.0,238.0,4116
4434,199.0,99.0,99.0,60
5353,139.0,0.0,139.0,2725
710,139.0,139.0,278.0,7226
2756,278.0,139.0,179.0,6410
2714,139.0,99.0,99.0,6195
2692,99.0,139.0,179.0,1161
5509,318.0,99.0,278.0,2495
1158,258.0,139.0,239.0,5668
6697,239.0,99.0,278.0,5393
6595,278.0,179.0,179.0,5811
5959,179.0,278.0,139.0,5016
2479,139.0,179.0,100.0,724
3140,139.0,179.0,179.0,2122
940,139.0,139.0,318.0,2674
3805,696.0,139.0,179.0,1896
1604,139.0,179.0,239.0,1249
6142,239.0,139.0,139.0,742
4271,139.0,139.0,278.0,6253
1707,219.0,139.0,318.0,1490
6882,139.0,179.0,179.0,5302
3099,139.0,139.0,139.0,1400
7534,139.0,179.0,100.0,821
3528,437.0,139.0,179.0,2131
6775,258.0,99.0,99.0,1380
5449,358.0,139.0,179.0,6529
2943,259.0,99.0,278.0,5985
1211,338.0,139.0,239.0,4546
2719,139.0,139.0,159.0,7094
1629,179.0,99.0,139.0,3510
1079,139.0,179.0,179.0,385
840,139.0,139.0,219.0,1662
6683,259.0,239.0,119.0,2971
3681,119.0,259.0,139.0,1366
795,179.0,139.0,99.0,6744
5715,139.0,99.0,179.0,3465
322,179.0,179.0,80.0,3010
3136,278.0,139.0,139.0,5403
6144,139.0,159.0,139.0,5111
411,139.0,99.0,179.0,5289
3871,139.0,139.0,80.0,6753
4317,80.0,159.0,219.0,638
3275,99.0,139.0,80.0,22
1575,99.0,99.0,179.0,7362
2597,219.0,0.0,99.0,5078
1464,258.0,100.0,119.0,5946
5987,119.0,258.0,119.0,2649
7459,119.0,119.0,139.0,73
460,278.0,119.0,179.0,5048
2432,259.0,139.0,139.0,2981
2396,99.0,139.0,139.0,6010
2752,179.0,159.0,139.0,1104
3959,139.0,99.0,139.0,1421
5112,219.0,99.0,139.0,2412
6469,199.0,219.0,159.0,3679
4496,278.0,199.0,139.0,6879
6436,139.0,119.0,99.0,5605
7253,198.0,139.0,119.0,5438
7374,119.0,119.0,99.0,790
1292,337.0,139.0,99.0,6165
7317,99.0,99.0,80.0,6041
1122,398.0,99.0,338.0,6143
6430,278.0,0.0,119.0,7381
749,139.0,0.0,139.0,6827
1630,139.0,139.0,179.0,1025
2999,199.0,179.0,159.0,2843
20,99.0,119.0,338.0,1027
3198,119.0,338.0,80.0,992
4267,80.0,119.0,119.0,5426
6759,119.0,80.0,80.0,2899
4589,119.0,119.0,219.0,2341
5224,179.0,99.0,199.0,2251
4732,278.0,179.0,159.0,6507
1712,159.0,278.0,179.0,6825
6010,139.0,119.0,219.0,3149
101,99.0,80.0,80.0,6066
2369,179.0,99.0,298.0,7585
5448,298.0,99.0,199.0,2661
7600,139.0,99.0,298.0,5579
380,497.0,179.0,159.0,930
3960,219.0,179.0,100.0,5548
1554,119.0,258.0,139.0,432
1131,199.0,219.0,139.0,4250
4660,139.0,80.0,80.0,1855
1326,179.0,99.0,199.0,4666
5392,278.0,258.0,139.0,7320
2539,119.0,139.0,139.0,2435
5657,139.0,119.0,159.0,6187
7255,159.0,139.0,139.0,3850
3744,258.0,159.0,298.0,4091
4735,298.0,119.0,0.0,3039
3755,179.0,0.0,99.0,4627
3922,99.0,179.0,80.0,258
696,80.0,99.0,139.0,7142
5207,139.0,80.0,139.0,6208
5919,338.0,139.0,99.0,6259
6658,278.0,179.0,99.0,3683
8,99.0,139.0,179.0,6080
6232,99.0,139.0,179.0,2306
3899,179.0,298.0,179.0,6837
4264,617.0,358.0,238.0,3570
6466,159.0,80.0,258.0,4761
6923,100.0,99.0,119.0,3432
4764,119.0,100.0,159.0,3649
1061,159.0,119.0,80.0,3819
7218,80.0,159.0,99.0,2716
5554,199.0,99.0,99.0,6540
1177,99.0,199.0,99.0,7242
2420,99.0,99.0,219.0,1204
6313,438.0,99.0,139.0,6713
6739,219.0,139.0,179.0,319
2884,179.0,219.0,99.0,2416
3894,238.0,179.0,199.0,5280
7415,199.0,99.0,139.0,6824
5461,159.0,99.0,219.0,3718
2423,219.0,159.0,100.0,922
944,100.0,179.0,199.0,1933
4688,199.0,199.0,99.0,5007
2903,119.0,179.0,199.0,1864
7592,119.0,99.0,139.0,1372
1457,258.0,119.0,139.0,3689
4081,139.0,159.0,259.0,7475
1499,418.0,99.0,139.0,2335
4893,139.0,179.0,159.0,6774
3715,318.0,139.0,80.0,3934
6641,80.0,179.0,80.0,1643
7044,80.0,80.0,159.0,1580
3981,159.0,80.0,179.0,7186
771,179.0,159.0,80.0,5823
1851,160.0,179.0,119.0,983
4361,119.0,179.0,159.0,4867
2441,258.0,99.0,139.0,112
5678,99.0,179.0,159.0,3788
7237,99.0,99.0,139.0,5245
3500,318.0,179.0,80.0,3491
3127,199.0,139.0,278.0,639
2195,278.0,119.0,159.0,6615
2359,159.0,278.0,100.0,6729
5917,100.0,159.0,159.0,994
7335,258.0,100.0,80.0,649
3935,80.0,99.0,139.0,3389
1288,100.0,99.0,139.0,4591
2505,99.0,99.0,258.0,6904
1528,258.0,99.0,139.0,1254
4519,179.0,159.0,99.0,2094
4207,99.0,179.0,159.0,3960
7058,397.0,0.0,179.0,4995
481,278.0,159.0,80.0,3589
4555,198.0,99.0,80.0,1574
3065,179.0,119.0,99.0,5258
2612,99.0,179.0,139.0,840
4631,219.0,99.0,99.0,4980
1355,80.0,99.0,80.0,6587
273,80.0,99.0,99.0,2072
1774,99.0,80.0,80.0,4971
5857,80.0,99.0,159.0,1168
1983,159.0,80.0,179.0,1360
4452,318.0,159.0,119.0,7584
4884,139.0,119.0,239.0,1225
388,239.0,139.0,139.0,2414
4548,119.0,119.0,99.0,198
183,179.0,119.0,179.0,4874
5677,179.0,80.0,239.0,5320
3709,239.0,179.0,119.0,5257
2010,218.0,239.0,139.0,4226
3256,516.0,119.0,99.0,6654
3156,179.0,179.0,139.0,685
823,80.0,0.0,99.0,5987
2700,99.0,80.0,159.0,1746
1450,179.0,0.0,179.0,2903
730,99.0,139.0,99.0,3483
2442,258.0,139.0,119.0,1153
3644,139.0,219.0,159.0,2233
2730,159.0,139.0,99.0,3714
1325,99.0,159.0,239.0,6441
329,139.0,99.0,119.0,4137
6075,278.0,258.0,179.0,6023
5280,278.0,159.0,119.0,5648
1037,119.0,99.0,179.0,1582
2853,179.0,119.0,338.0,32
5694,139.0,338.0,99.0,3899
5210,99.0,139.0,99.0,7260
6468,99.0,338.0,99.0,5854
2447,258.0,338.0,99.0,4133
3223,119.0,119.0,159.0,6230
6687,159.0,119.0,119.0,6126
758,119.0,139.0,99.0,5610
3516,179.0,258.0,179.0,7578
212,278.0,119.0,119.0,1825
7222,100.0,179.0,80.0,7211
6821,80.0,99.0,119.0,493
3527,99.0,80.0,99.0,1298
6892,199.0,119.0,119.0,5878
7056,99.0,139.0,99.0,4643
6230,159.0,99.0,119.0,6989
4715,119.0,159.0,139.0,6214
6478,139.0,338.0,99.0,5172
1119,139.0,0.0,119.0,5919
886,119.0,139.0,159.0,2196
3258,100.0,80.0,258.0,4239
370,258.0,100.0,99.0,562
4478,99.0,258.0,80.0,2363
4905,119.0,80.0,99.0,4977
987,99.0,119.0,80.0,5612
7009,139.0,100.0,99.0,4319
6918,258.0,239.0,179.0,5422
1559,199.0,159.0,80.0,6978
3158,218.0,80.0,258.0,4961
2059,179.0,239.0,179.0,1331
4415,219.0,100.0,99.0,5425
3044,139.0,139.0,159.0,5060
1349,80.0,100.0,99.0,6381
2255,278.0,100.0,99.0,2422
1766,159.0,258.0,80.0,3938
4070,259.0,258.0,80.0,2490
2804,259.0,139.0,159.0,33
2383,139.0,239.0,179.0,2143
1144,239.0,159.0,80.0,5042
3179,258.0,239.0,139.0,3755
483,278.0,80.0,258.0,5763
95,219.0,0.0,179.0,7213
2219,179.0,219.0,160.0,3255
6741,160.0,179.0,179.0,2168
2036,458.0,279.0,199.0,3411
4251,199.0,219.0,199.0,4686
6027,658.0,199.0,0.0,39
2598,219.0,339.0,20.0,3357
2796,20.0,219.0,120.0,5233
571,439.0,20.0,20.0,5355
3718,339.0,20.0,219.0,3112
4238,219.0,339.0,120.0,1824
800,120.0,219.0,120.0,6134
7329,259.0,0.0,259.0,1539
