ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
748,M110,01M110,PS 110 FLORENCE NIGHTINGALE(MS),M110,285 DELANCEY STREET,M,1,350,,1,PS 110 FLORENCE NIGHTINGALE(MS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.979803 40.715612),11723,70,4,32,4
619,K990,84K651,PAVE ACADEMY CHARTER SCHOOL(BS),K651,732 Henry Street,K,15,473,,1,PAVE ACADEMY CHARTER SCHOOL(BS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-81.781675 28.052237),723,,,,
517,K480,32K168,The Brooklyn School for Math and Research,K168,400 IRVING AVENUE,K,32,218,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-75.218063 39.435855),15214,,,,
941,M477,02M475,STUYVESANT HS(MANHATTAN),M475,345 CHAMBERS STREET,M,2,2531,,1,STUYVESANT HS(MANHATTAN),0,3,11,1,0,11C,2501-3000,1.09,9.91,25.36,5.00,3.73,POINT (-74.014039 40.717716),10368,56,4,32,1
344,K291,32K291,J.H.S. 291 Roland Hayes,K291,231 PALMETTO STREET,K,32,286,231 PALMETTO STREET CONSOLIDATED LOCATION,3,"J.H.S. 291 Roland Hayes |  Bushwick Community High School | Math, Engineering, and Science Academy Charter Hig |  231 PALMETTO STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-80.346844 33.900142),12955,,,,
125,K108,19K108,PS 108(BN),K108,200 LINWOOD STREET,K,19,847,,1,PS 108(BN),1,0,0,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-70.969951 42.475916),7893,,,,
1154,Q130,25Q130,PS 130(QN),Q130,200-01 42 AVENUE,Q,26,353,,1,PS 130(QN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-99.084263 40.716217),23053,,,,
1017,M873,02M439,MANHATTAN VILLAGE ACADEMY(MS),M439,43 WEST 22 STREET,M,2,333,,1,MANHATTAN VILLAGE ACADEMY(MS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-82.431247 34.839267),9923,,,,
357,K296,,125 COVERT STREET CONSOLIDATED LOCATION,,125 COVERT STREET,K,32,348,125 COVERT STREET CONSOLIDATED LOCATION,2,IS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL(BN)  | EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION(BN)  |125 COVERT STREET CONSOLIDATED LOCATION,0,4,2,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.909921 40.688733),17214,42,2,37,53
754,M113,,240 WEST 113 STREET CONSOLIDATED LOCATION,,240 WEST 113 STREET,M,3,1047,240 WEST 113 STREET CONSOLIDATED LOCATION,3,STEM INSTITUTE OF MANHATTAN(MN)|THE OPPORTUNITY CHARTER SCHOOL(MN)|SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4(MN)|240 WEST 113 STREET CONSOLIDATED LOCATION,1,1,1,1,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-76.502518 38.976558),28576,,,,
556,K610,14K610,Automotive High School,K610,50 BEDFORD AVENUE,K,14,284,,1,Automotive High School,0,5,8,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-71.77388 42.252942),22806,,,,
969,M520,02M282,URBAN ASSEMBLY MAKER ACADEMY(MS),M282,411 PEARL STREET,M,2,298,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-85.52859 42.122853),23907,,,,
462,K420,19K659,Cypress Hills Collegiate Preparatory School,K659,999 JAMAICA AVENUE,K,19,198,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-80.501816 27.783609),22275,,,,
808,M146,04M146,PS 146(MN),M146,421 EAST 106 STREET,M,4,322,,1,PS 146(MN),0,2,0,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-76.605838 39.296091),13645,,,,
1195,Q168,25Q252,THE QUEENS SCHOOL OF INQUIRY(QUEENS),Q252,158-40 76th Road,Q,25,502,158-40 76th Road CONSOLIDATED LOCATION,4,"I.S. 250 The Robert F. Kennedy Community Middle Sc |  Queens School of Inquiry, The |  P.S. Q255 |  JHS 168|  158-40 76 ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.809394 40.724557),14508,25,3,24,65
823,M158,02M177,YORKVILLE EAST MIDDLE SCHOOL(MN),M177,1458 York Avenue,M,2,232,1458 YORK AVENUE CONSOLIDATED LOCATION,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.951072 40.770522),10092,23,4,1,11
836,M173,06M349,HARBOR HEIGHTS MIDDLE SCHOOL(MN),M349,306 FORT WASHINGTON AVENUE,M,6,141,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.940739 40.844832),13090,47,4,39,21
198,K171,,528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,,528 RIDGEWOOD AVENUE,K,19,769,528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,2,I.S. 171 Abraham Lincoln |  Highland Park Community School |  528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,0,0,4,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.869562 40.686205),17215,45,2,37,47
149,K130,15K130,PS 130(BS),K130,70 OCEAN PARKWAY,K,15,743,,1,PS 130(BS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-80.066148 26.556151),25481,,,,
1052,Q019,24Q019,PS 19(QUEENS),Q019,98-02 ROOSEVELT AVENUE,Q,24,1905,,1,PS 19(QUEENS),0,0,0,0,0,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,POINT (-98.476942 29.319139),11604,,,,
776,M126,02M126,PS 126 JACOB AUGUST RIIS(MS),M126,80 CATHERINE STREET,M,2,740,,1,PS 126 JACOB AUGUST RIIS(MS),1,1,1,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-92.416737 31.328381),30215,,,,
48,K033,75K368,P368(BN),K368,70 TOMPKINS AVENUE,K,14,262,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,2,P.S. 368|  Success Academy Charter School - Bed-Stuy 1| 70 TOMPKINS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.946618 40.696985),17213,69,2,49,51
526,K495,22K611,Origins High School,K611,3000 AVENUE X,K,22,335,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.936834 40.594236),13512,32,2,8,36
712,M075,03M075,P.S. 075 Emily Dickinson,M075,735 WEST END AVENUE,M,3,568,735 WEST END AVENUE CONSOLIDATED LOCATION,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.973432 40.794954),12422,20,4,19,15
560,K625,17K751,ACADEMY FOR HEALTH CAREERS(BN),K751,150 ALBANY AVENUE,K,17,274,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-93.719616 32.473872),12336,,,,
1002,M751,75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT P751(MS),M751,113 EAST 4 STREET,M,1,146,,1,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT P751(MS),0,1,0,0,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-77.407839 39.418905),14315,,,,
582,K798,19K065,PS 65(BN),K065,696 Jamaica Ave.,K,19,606,,1,PS 65(BN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.87843 40.687212),17215,45,2,37,47
855,M194,84M709,HARLEM VILLAGE ACADEMY CHARTER SCHOOL-WEST(MN),M709,244 West 144 Street,M,5,844,244 WEST 144 STREET CONSOLIDATED LOCATION,2,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-84.635306 41.930934),24585,,,,
690,M056,01M292,ORCHARD COLLEGIATE ACADEMY,M292,220 Henry Street,M,1,135,220 Henry Street CONSOLIDATED LOCATION,2,ORCHARD COLLEGIATE ACADEMY|UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL(MANHATTAN)|220 Henry Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-81.992124 34.958755),14050,,,,
64,K046,13K046,PS 46(BROOKLYN),K046,100 CLERMONT AVENUE,K,13,238,,1,PS 46(BROOKLYN),0,2,0,2,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.971146 40.694593),17212,68,2,48,55
641,M015,01M015,PS 15 ROBERTO CLEMENTE (MANHATTAN),M015,333 EAST 4TH STREET,M,1,165,,1,PS 15 ROBERTO CLEMENTE (MANHATTAN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-84.125408 44.656045),12819,,,,
1028,M912,02M479,BEACON HIGH SCHOOL (MS),M479,520 West 44th Street,M,2,1060,,1,BEACON HIGH SCHOOL (MS),1,5,4,4,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-82.60489 27.494712),3326,,,,
299,K257,14K257,PS 257(BROOKLYN),K257,60 COOK STREET,K,14,570,,1,PS 257(BROOKLYN),0,2,3,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-71.06335 42.381388),10065,,,,
19,K013,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,557 PENNSYLVANIA AVENUE,K,19,954,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,0,0,2,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-80.282856 40.709545),9598,,,,
1073,Q040,85Q040,PS 40(QUEENS),Q040,109-20 UNION HALL STREET,Q,28,426,,1,PS 40(QUEENS),1,2,2,1,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-105.220358 35.576355),14739,,,,
872,M218,,4600 BROADWAY CONSOLIDATED LOCATION,,4600 BROADWAY,M,6,1005,4600 BROADWAY CONSOLIDATED LOCATION,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,1,3,6,2,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-80.056157 26.75306),24432,,,,
705,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,,600 EAST  6 STREET,M,1,904,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,0,1,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-81.498757 28.670732),3474,,,,
286,K244,,5404 TILDEN AVENUE CONSOLIDATED LOCATION,,5404 TILDEN AVENUE,K,18,726,5404 TILDEN AVENUE CONSOLIDATED LOCATION,2,P.S. 244 Richard R. Green|  Brooklyn Science and Engineering Academy|  5404 TILDEN AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.925497 40.648458),16866,61,2,26,40
1169,Q145,30Q145,IS 145 JOSEPH PULITZER(QN),Q145,33-34 80 STREET,Q,30,1695,,1,IS 145 JOSEPH PULITZER(QN),0,2,3,0,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-101.83607 33.521856),8995,,,,
1243,Q204,30Q258,ENERGY TECH HS(QN),Q258,36-41 28 Street,Q,30,404,36-41 28 STREET CONSOLIDATED LOCATION,2,I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-98.949047 29.581861),10908,,,,
154,K136,15K821,Sunset Park Prep,K821,4004 FOURTH AVENUE,K,15,505,4004 FOURTH AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-78.413348 40.485493),30153,,,,
707,M070,02M312,New York City Lab Middle School for Collaborative,M312,333 WEST 17TH STREET,M,2,555,333 WEST 17TH STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-86.122459 42.782031),12476,,,,
889,M338,02M051,PS 51 ELIAS HOWE,M051,525 West 44 Street,M,2,405,,1,PS 51 ELIAS HOWE,0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-85.953004 43.474466),11038,,,,
418,K358,84K358,EXPLORE EMPOWER CHARTER SCHOOL(BN),K742,188 ROCHESTER AVENUE,K,17,819,,1,EXPLORE EMPOWER CHARTER SCHOOL(BN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.927974 40.67265),17615,16,2,49,49
972,M528,06M528,IS 528(MN),M528,180 WADSWORTH AVENUE,M,6,223,,1,IS 528(MN),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.934434 40.850564),13091,47,4,39,22
97,K078,22K078,J.H.S. 078 Roy H. Mann,K078,1420 East 68 Street,K,22,582,1420 East 68 Street CONSOLIDATED LOCATION,2,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-95.972877 36.064325),15656,,,,
329,K275,84K711,LEADERSHIP PREP BROWNSVILLE CHARTER SCHOOL(BN),K711,985 Rockaway Ave,K,23,769,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,4,Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-73.907168 40.655694),17614,55,2,25,46
1022,M894,02M425,LEADERSHIP & PUBLIC SERVICE HS(MS),M425,90 TRINITY PLACE,M,2,419,,1,LEADERSHIP & PUBLIC SERVICE HS(MS),0,4,9,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-78.878806 42.895197),1943,,,,
738,M098,06M098,PS 98(MANHATTAN),M098,512 WEST 212 STREET,M,6,404,,1,PS 98(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-84.6595 42.508494),613,,,,
413,K346,19K452,Frederick Douglass Academy VIII Middle School,K452,1400 Pennsylvania Ave,K,19,331,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-80.134148 25.785643),24832,,,,
1248,Q208,26Q208,PS/IS 208 (QUEENS),Q208,74-30 COMMONWEALTH BOULEVARD,Q,26,715,,1,PS/IS 208 (QUEENS),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.726719 40.744652),24335,63,3,16,63
267,K228,21K228,IS 228(BS),K228,228 AVENUE S,K,21,1326,,1,IS 228(BS),0,1,4,1,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.976811 40.601323),18183,1,2,45,37
1103,Q072,28Q072,MS 72(QS),Q072,133-25 GUY BREWER BOULEVARD,Q,28,380,,1,MS 72(QS),0,2,4,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-78.075187 34.99876),15369,,,,
313,K269,22K269,PS 269(BROOKLYN),K269,1957 NOSTRAND AVENUE,K,22,315,1957 NOSTRAND AVENUE CONSOLIDATED LOCATION,2,PS 269(BROOKLYN)  | PS 361(BROOKLYN)  | 1957 Nostand Avenue Consolidated Location,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.948179 40.637683),17217,60,2,26,43
1024,M896,02M531,REPERTORY COMPANY HS FOR THEATRE ARTS(MANHATTAN),M531,123 WEST 43 STREET,M,2,177,,1,REPERTORY COMPANY HS FOR THEATRE ARTS(MANHATTAN),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-90.390634 31.850082),29658,,,,
50,K033,,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,,70 TOMPKINS AVENUE,K,14,924,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,2,P.S. 368|  Success Academy Charter School - Bed-Stuy 1| 70 TOMPKINS AVENUE CONSOLIDATED LOCATION,0,0,3,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.946618 40.696985),17213,69,2,49,51
1056,Q023,79Q540,QUEENS ACADEMY HS(QUEENS),Q540,138-11 35TH AVENUE,Q,79,257,,1,QUEENS ACADEMY HS(QUEENS),0,4,3,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.828211 40.76529),13832,22,3,3,67
69,K050,14K050,JHS 50(BN),K050,183 SOUTH 3RD STREET,K,14,290,,1,JHS 50(BN),1,0,3,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-90.045948 37.978287),28509,,,,
203,K175,23K514,Frederick Douglass Academy VII High School,K514,226 BRISTOL STREET,K,23,123,226 BRISTOL STREET CONSOLIDATED LOCATION,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-78.848003 42.881722),2231,,,,
673,M044,03M334,THE ANDERSON SCHOOL(MN),M334,100 WEST 77 STREET,M,3,507,100 WEST 77 STREET CONSOLIDATED LOCATION,3,MS 245 COMPUTER SCHOOL(MN)| IS/JHS 247(MN)| THE ANDERSON SCHOOL(MN)|  100 WEST 77 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-81.565258 29.478932),24635,,,,
181,K159,19K159,PS 159(BN),K159,2781 PITKIN AVENUE,K,19,794,,1,PS 159(BN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.869585 40.675739),17215,45,2,25,47
791,M136,05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM(MN),M148,6 EDGECOMBE AVENUE,M,5,327,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.947623 40.817461),12427,18,4,36,20
186,K162,32K162,IS 162(BN),K162,1390 WILLOUGHBY AVENUE,K,32,355,,1,IS 162(BN),0,1,4,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.920127 40.706933),13828,42,2,30,53
333,K278,22K278,IS 278(BS),K278,1925 STUART STREET,K,22,1097,,1,IS 278(BS),0,2,2,0,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.939047 40.606504),13512,32,2,8,36
1202,Q172,26Q172,MS 172(QS),Q172,81-14 257 STREET,Q,26,992,,1,MS 172(QS),0,0,4,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-97.969379 34.360793),19438,,,,
1200,Q169,,18-25 212 STREET CONSOLIDATED LOCATION,,18-25 212 STREET,Q,25,775,18-25 212 STREET CONSOLIDATED LOCATION,2,P.S. 169 Bay Terrace |  BELL Academy |  18-25 212 STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-106.54398 35.103207),6575,,,,
444,K398,,60 EAST  94 STREET CONSOLIDATED LOCATION,,60 EAST  94 STREET,K,17,503,60 EAST  94 STREET CONSOLIDATED LOCATION,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,0,1,1,0,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.92737 40.663934),17614,61,2,17,40
17,K013,19K013,P.S. 013 Roberto Clemente,K013,557 PENNSYLVANIA AVENUE,K,19,460,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-80.282856 40.709545),9598,,,,
1041,Q008,28Q287,The Emerson School,Q287,108-35 167 Street,Q,28,371,108-35 167 Street CONSOLIDATED LOCATION,3,J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.786934 40.696766),24668,41,3,6,61
587,K805,,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,,49 FLATBUSH AVENUE EXTENSION,K,13,888,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",2,4,9,2,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.984992 40.697187),16865,68,2,38,54
372,K308,16K308,P.S. 308 Clara Cardwell,K308,616 QUINCY STREET,K,16,256,616 QUINCY STREET CONSOLIDATED LOCATION,2,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-118.990748 35.385323),6400,,,,
717,M083,04M083,PS 83(MANHATTAN),M083,219 EAST 109 STREET,M,4,439,219 EAST 109 STREET CONSOLIDATED LOCATION,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-78.909545 39.653127),31972,,,,
504,K465,17K382,ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS),K382,911 Flatbush Ave,K,17,356,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,7,"ERASMUS HALL HS(BS) |ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS)|ACADEMY OF HOSPITALITY &TOURISM(BS)|ERASMUS CAMPUS BUSINESS TEC(BS) |HS FOR YOUTH & COMMUNITY DEVELOPMENT@ERASMUS(BS)|HS FOR SERVICE & LEARNING@ERASMUS(BS)|SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.958476 40.649472),13510,60,2,11,43
840,M176,06M314,MUSCOTA PS314(MN),M314,4862 BROADWAY,M,6,282,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.923874 40.866747),13092,47,4,39,22
1253,Q214,25Q214,PS 214(QUEENS),Q214,31-15 140 STREET,Q,25,492,,1,PS 214(QUEENS),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-83.12075 29.633211),4298,,,,
467,K422,,1065 ELTON STREET CONSOLIDATED LOCATION,,1065 ELTON STREET,K,19,926,1065 ELTON STREET CONSOLIDATED LOCATION,2,Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION,3,4,12,4,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.874295 40.656944),17215,45,2,25,47
129,K111,,35 STARR STREET CONSOLIDATED LOCATION,,35 STARR STREET,K,32,630,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",0,5,9,1,3,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.927965 40.700184),18181,42,2,30,53
340,K287,13K287,PS 287(BROOKLYN),K287,50 NAVY STREET,K,13,169,,1,PS 287(BROOKLYN),0,0,2,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.980532 40.697845),16865,68,2,48,54
