Key_0_0,firstPassFixDur,lineNo,assgNo,lineNo
3341,179.0,4931.0,150.0,4931.0
3506,199.0,4917.0,150.0,4917.0
677,258.0,7466.0,227.0,7466.0
7522,359.0,2831.0,86.0,2831.0
3966,139.0,10445.0,319.0,10445.0
3977,179.0,9505.0,293.0,9505.0
1642,179.0,5808.0,172.0,5808.0
1375,219.0,3069.0,93.0,3069.0
5359,219.0,10209.0,311.0,10209.0
6109,139.0,5996.0,178.0,5996.0
3958,219.0,5411.0,163.0,5411.0
2487,259.0,8595.0,273.0,8595.0
6599,139.0,9439.0,292.0,9439.0
2872,199.0,9050.0,284.0,9050.0
2571,119.0,5699.0,169.0,5699.0
1171,199.0,4223.0,134.0,4223.0
4221,120.0,2879.0,87.0,2879.0
3760,238.0,7262.0,222.0,7262.0
4400,199.0,648.0,21.0,648.0
989,99.0,5298.0,159.0,5298.0
6787,139.0,10284.0,313.0,10284.0
1859,80.0,6775.0,203.0,6775.0
3568,179.0,4080.0,131.0,4080.0
7541,259.0,2362.0,74.0,2362.0
2485,199.0,10480.0,320.0,10480.0
916,99.0,3582.0,111.0,3582.0
7105,278.0,8297.0,259.0,8297.0
5242,219.0,4882.0,149.0,4882.0
1639,139.0,923.0,28.0,923.0
6117,80.0,5796.0,171.0,5796.0
1568,179.0,1829.0,57.0,1829.0
4731,159.0,95.0,3.0,95.0
887,100.0,1.0,1.0,1.0
4556,278.0,2.0,1.0,2.0
5944,159.0,3.0,1.0,3.0
4781,159.0,4.0,1.0,4.0
1835,139.0,5.0,1.0,5.0
7418,239.0,6.0,1.0,6.0
3346,179.0,13.0,1.0,13.0
4862,318.0,14.0,1.0,14.0
1880,159.0,16.0,1.0,16.0
2452,179.0,20.0,1.0,20.0
7193,338.0,21.0,1.0,21.0
1058,139.0,22.0,1.0,22.0
2680,358.0,23.0,1.0,23.0
7531,338.0,30.0,1.0,30.0
5037,199.0,33.0,2.0,33.0
6943,119.0,34.0,2.0,34.0
395,80.0,35.0,2.0,35.0
4794,199.0,36.0,2.0,36.0
5292,99.0,37.0,2.0,37.0
636,199.0,38.0,2.0,38.0
5376,258.0,58.0,2.0,58.0
3779,99.0,66.0,2.0,66.0
2554,179.0,67.0,2.0,67.0
12,298.0,68.0,2.0,68.0
5013,119.0,69.0,2.0,69.0
5928,139.0,70.0,2.0,70.0
3747,139.0,71.0,2.0,71.0
4011,219.0,72.0,2.0,72.0
5402,199.0,73.0,2.0,73.0
45,259.0,74.0,3.0,74.0
2977,199.0,75.0,3.0,75.0
7233,239.0,76.0,3.0,76.0
2663,537.0,77.0,3.0,77.0
3444,179.0,78.0,3.0,78.0
2355,199.0,79.0,3.0,79.0
3214,99.0,80.0,3.0,80.0
5216,159.0,81.0,3.0,81.0
2500,457.0,89.0,3.0,89.0
660,258.0,97.0,3.0,97.0
3809,99.0,98.0,3.0,98.0
4897,537.0,99.0,3.0,99.0
5453,378.0,101.0,4.0,101.0
2348,139.0,102.0,4.0,102.0
5318,139.0,103.0,4.0,103.0
1331,139.0,105.0,4.0,105.0
6826,179.0,113.0,4.0,113.0
6770,219.0,114.0,4.0,114.0
2154,199.0,121.0,4.0,121.0
4741,199.0,122.0,4.0,122.0
3582,179.0,123.0,4.0,123.0
4118,179.0,130.0,4.0,130.0
5152,139.0,137.0,5.0,137.0
7579,199.0,138.0,5.0,138.0
7295,99.0,139.0,5.0,139.0
6214,259.0,140.0,5.0,140.0
3279,219.0,154.0,5.0,154.0
2012,139.0,155.0,5.0,155.0
1522,80.0,158.0,5.0,158.0
7260,278.0,159.0,5.0,159.0
719,278.0,171.0,5.0,171.0
7456,80.0,172.0,5.0,172.0
3333,239.0,173.0,5.0,173.0
2231,159.0,174.0,5.0,174.0
1570,219.0,178.0,5.0,178.0
3482,259.0,183.0,5.0,183.0
5154,199.0,184.0,5.0,184.0
1552,179.0,185.0,5.0,185.0
5947,99.0,186.0,5.0,186.0
4815,139.0,187.0,5.0,187.0
5300,259.0,188.0,5.0,188.0
5606,139.0,189.0,5.0,189.0
775,298.0,191.0,5.0,191.0
5551,139.0,192.0,5.0,192.0
4920,238.0,195.0,6.0,195.0
1002,199.0,196.0,6.0,196.0
4944,238.0,197.0,6.0,197.0
3477,119.0,198.0,6.0,198.0
7161,179.0,199.0,6.0,199.0
7224,159.0,200.0,6.0,200.0
4563,80.0,201.0,6.0,201.0
3600,179.0,202.0,6.0,202.0
5454,159.0,222.0,6.0,222.0
2093,159.0,223.0,6.0,223.0
5187,258.0,244.0,7.0,244.0
5211,298.0,247.0,7.0,247.0
7478,258.0,248.0,7.0,248.0
6610,199.0,249.0,7.0,249.0
2993,139.0,250.0,7.0,250.0
2406,199.0,252.0,7.0,252.0
607,139.0,254.0,7.0,254.0
1601,139.0,255.0,7.0,255.0
1163,139.0,265.0,8.0,265.0
1333,278.0,266.0,8.0,266.0
853,278.0,271.0,8.0,271.0
4662,239.0,272.0,8.0,272.0
2579,100.0,273.0,8.0,273.0
3797,239.0,277.0,8.0,277.0
3807,218.0,278.0,8.0,278.0
1430,159.0,279.0,8.0,279.0
7197,298.0,282.0,9.0,282.0
524,139.0,283.0,9.0,283.0
1124,99.0,284.0,9.0,284.0
601,378.0,285.0,9.0,285.0
4107,119.0,288.0,9.0,288.0
3815,179.0,292.0,9.0,292.0
6848,159.0,293.0,9.0,293.0
6729,99.0,294.0,9.0,294.0
3491,99.0,295.0,9.0,295.0
5121,99.0,296.0,9.0,296.0
5139,99.0,308.0,9.0,308.0
5046,179.0,309.0,9.0,309.0
2782,119.0,310.0,9.0,310.0
2168,258.0,311.0,9.0,311.0
401,218.0,312.0,9.0,312.0
7442,179.0,313.0,9.0,313.0
4146,179.0,323.0,10.0,323.0
7007,219.0,324.0,10.0,324.0
6088,239.0,325.0,10.0,325.0
6062,199.0,326.0,10.0,326.0
6710,258.0,327.0,10.0,327.0
1212,338.0,335.0,10.0,335.0
1029,278.0,336.0,10.0,336.0
2199,358.0,337.0,10.0,337.0
1252,99.0,338.0,10.0,338.0
3953,378.0,339.0,10.0,339.0
480,258.0,340.0,10.0,340.0
6101,258.0,347.0,10.0,347.0
2471,258.0,350.0,11.0,350.0
2070,199.0,356.0,11.0,356.0
4286,179.0,357.0,11.0,357.0
4849,139.0,358.0,11.0,358.0
2282,159.0,365.0,11.0,365.0
1187,239.0,366.0,11.0,366.0
7407,99.0,367.0,11.0,367.0
3412,159.0,368.0,11.0,368.0
5215,179.0,369.0,11.0,369.0
7018,179.0,370.0,11.0,370.0
5054,179.0,371.0,11.0,371.0
5692,219.0,373.0,11.0,373.0
4016,139.0,374.0,11.0,374.0
6433,159.0,375.0,11.0,375.0
6605,378.0,376.0,11.0,376.0
5064,219.0,379.0,11.0,379.0
7331,159.0,380.0,11.0,380.0
675,199.0,381.0,11.0,381.0
3550,179.0,382.0,11.0,382.0
5062,159.0,385.0,11.0,385.0
3872,298.0,397.0,12.0,397.0
4957,239.0,398.0,12.0,398.0
3146,239.0,399.0,12.0,399.0
338,99.0,404.0,12.0,404.0
217,99.0,405.0,12.0,405.0
7052,219.0,406.0,12.0,406.0
3676,119.0,423.0,13.0,423.0
4891,159.0,424.0,13.0,424.0
3324,139.0,425.0,13.0,425.0
1504,139.0,426.0,13.0,426.0
6812,318.0,427.0,13.0,427.0
1235,219.0,434.0,13.0,434.0
6968,298.0,440.0,13.0,440.0
3564,99.0,441.0,13.0,441.0
6773,219.0,442.0,13.0,442.0
5232,99.0,443.0,13.0,443.0
1640,99.0,446.0,14.0,446.0
937,99.0,452.0,14.0,452.0
6362,298.0,455.0,14.0,455.0
5735,656.0,456.0,14.0,456.0
3945,99.0,460.0,14.0,460.0
611,298.0,467.0,14.0,467.0
1151,656.0,473.0,14.0,473.0
5693,219.0,474.0,14.0,474.0
5179,119.0,475.0,14.0,475.0
246,179.0,485.0,15.0,485.0
2020,219.0,486.0,15.0,486.0
1047,239.0,487.0,15.0,487.0
71,99.0,488.0,15.0,488.0
6557,298.0,491.0,15.0,491.0
5217,239.0,496.0,15.0,496.0
6229,298.0,502.0,15.0,502.0
6694,219.0,505.0,15.0,505.0
2089,239.0,506.0,15.0,506.0
5862,139.0,515.0,15.0,515.0
243,239.0,516.0,15.0,516.0
7104,139.0,517.0,15.0,517.0
1480,139.0,518.0,15.0,518.0
4740,99.0,531.0,17.0,531.0
3458,99.0,532.0,17.0,532.0
5804,258.0,537.0,17.0,537.0
5038,159.0,539.0,17.0,539.0
7005,159.0,543.0,17.0,543.0
3678,259.0,556.0,18.0,556.0
5356,159.0,557.0,18.0,557.0
2740,179.0,559.0,18.0,559.0
4089,139.0,568.0,18.0,568.0
5260,139.0,569.0,18.0,569.0
1507,199.0,577.0,18.0,577.0
5617,378.0,578.0,18.0,578.0
1911,298.0,581.0,18.0,581.0
1221,199.0,595.0,19.0,595.0
4669,239.0,596.0,19.0,596.0
5218,99.0,597.0,19.0,597.0
3359,298.0,598.0,19.0,598.0
1961,179.0,599.0,19.0,599.0
1690,99.0,604.0,19.0,604.0
47,258.0,605.0,19.0,605.0
2330,139.0,614.0,20.0,614.0
99,258.0,615.0,20.0,615.0
3015,318.0,627.0,21.0,627.0
2546,179.0,628.0,21.0,628.0
1298,199.0,629.0,21.0,629.0
6456,298.0,632.0,21.0,632.0
3095,258.0,633.0,21.0,633.0
1161,179.0,634.0,21.0,634.0
4549,139.0,639.0,21.0,639.0
1001,99.0,640.0,21.0,640.0
6415,199.0,641.0,21.0,641.0
701,258.0,642.0,21.0,642.0
1027,298.0,646.0,21.0,646.0
2963,99.0,647.0,21.0,647.0
5993,219.0,656.0,21.0,656.0
3583,159.0,657.0,21.0,657.0
5073,298.0,658.0,21.0,658.0
4177,258.0,659.0,21.0,659.0
1778,179.0,660.0,21.0,660.0
5727,179.0,661.0,21.0,661.0
782,159.0,676.0,22.0,676.0
7509,139.0,677.0,22.0,677.0
1470,159.0,678.0,22.0,678.0
3499,179.0,679.0,22.0,679.0
5549,298.0,680.0,22.0,680.0
5937,199.0,681.0,22.0,681.0
5723,298.0,682.0,22.0,682.0
6756,477.0,683.0,22.0,683.0
6326,199.0,684.0,22.0,684.0
6538,139.0,685.0,22.0,685.0
7558,557.0,691.0,22.0,691.0
2493,298.0,694.0,22.0,694.0
5599,557.0,695.0,22.0,695.0
1167,139.0,711.0,22.0,711.0
1939,139.0,712.0,22.0,712.0
2206,239.0,713.0,22.0,713.0
2805,139.0,714.0,22.0,714.0
1557,199.0,715.0,22.0,715.0
97,218.0,716.0,22.0,716.0
5384,199.0,717.0,22.0,717.0
2847,219.0,723.0,22.0,723.0
6657,199.0,724.0,22.0,724.0
7376,477.0,725.0,22.0,725.0
2455,199.0,726.0,22.0,726.0
291,139.0,727.0,22.0,727.0
6769,159.0,728.0,22.0,728.0
7297,179.0,729.0,22.0,729.0
6405,298.0,730.0,22.0,730.0
2907,99.0,731.0,22.0,731.0
4833,199.0,732.0,22.0,732.0
668,477.0,733.0,22.0,733.0
5138,199.0,734.0,22.0,734.0
482,139.0,735.0,22.0,735.0
6965,557.0,738.0,22.0,738.0
7605,159.0,739.0,22.0,739.0
210,298.0,740.0,22.0,740.0
7120,139.0,741.0,22.0,741.0
6314,139.0,742.0,22.0,742.0
588,139.0,743.0,22.0,743.0
7409,199.0,762.0,23.0,762.0
4600,199.0,768.0,23.0,768.0
4319,238.0,769.0,23.0,769.0
6166,119.0,770.0,23.0,770.0
1696,219.0,771.0,23.0,771.0
4656,537.0,774.0,23.0,774.0
2572,219.0,778.0,23.0,778.0
4886,218.0,779.0,23.0,779.0
7225,219.0,780.0,23.0,780.0
2313,179.0,781.0,23.0,781.0
612,218.0,782.0,23.0,782.0
5251,219.0,783.0,23.0,783.0
7214,258.0,790.0,24.0,790.0
1875,99.0,791.0,24.0,791.0
5613,258.0,792.0,24.0,792.0
5243,99.0,798.0,24.0,798.0
5775,119.0,799.0,24.0,799.0
1165,179.0,804.0,24.0,804.0
3691,179.0,807.0,24.0,807.0
5977,219.0,816.0,24.0,816.0
6545,179.0,817.0,24.0,817.0
1720,80.0,818.0,24.0,818.0
2600,80.0,819.0,24.0,819.0
2141,397.0,820.0,24.0,820.0
2940,258.0,821.0,24.0,821.0
74,99.0,822.0,24.0,822.0
4760,179.0,826.0,24.0,826.0
5090,298.0,832.0,25.0,832.0
1710,378.0,838.0,25.0,838.0
1824,258.0,844.0,25.0,844.0
3669,378.0,850.0,25.0,850.0
5299,239.0,858.0,26.0,858.0
5434,139.0,859.0,26.0,859.0
4842,179.0,860.0,26.0,860.0
425,298.0,861.0,26.0,861.0
4493,337.0,868.0,26.0,868.0
5844,298.0,869.0,26.0,869.0
7347,179.0,881.0,27.0,881.0
6602,139.0,882.0,27.0,882.0
1879,179.0,883.0,27.0,883.0
2531,239.0,884.0,27.0,884.0
559,338.0,885.0,27.0,885.0
2931,159.0,888.0,27.0,888.0
3887,179.0,889.0,27.0,889.0
3741,258.0,892.0,27.0,892.0
5865,99.0,898.0,28.0,898.0
5081,258.0,899.0,28.0,899.0
1747,338.0,900.0,28.0,900.0
4342,199.0,901.0,28.0,901.0
2381,179.0,902.0,28.0,902.0
6998,258.0,906.0,28.0,906.0
6,119.0,907.0,28.0,907.0
7559,99.0,912.0,28.0,912.0
7134,119.0,913.0,28.0,913.0
1576,139.0,914.0,28.0,914.0
2639,179.0,915.0,28.0,915.0
3184,258.0,916.0,28.0,916.0
1380,199.0,918.0,28.0,918.0
4644,159.0,919.0,28.0,919.0
3003,258.0,921.0,28.0,921.0
6849,139.0,922.0,28.0,922.0
1789,99.0,931.0,28.0,931.0
631,199.0,940.0,28.0,940.0
3069,179.0,941.0,28.0,941.0
6482,179.0,943.0,29.0,943.0
4652,199.0,945.0,29.0,945.0
1017,159.0,946.0,29.0,946.0
5722,119.0,947.0,29.0,947.0
4722,80.0,948.0,29.0,948.0
966,139.0,960.0,30.0,960.0
6290,497.0,961.0,30.0,961.0
4170,298.0,962.0,30.0,962.0
1804,119.0,963.0,30.0,963.0
4211,139.0,964.0,30.0,964.0
5620,139.0,967.0,30.0,967.0
5518,258.0,970.0,30.0,970.0
2704,219.0,971.0,30.0,971.0
889,199.0,972.0,30.0,972.0
5628,179.0,973.0,30.0,973.0
7087,80.0,974.0,30.0,974.0
6531,139.0,975.0,30.0,975.0
617,139.0,976.0,30.0,976.0
606,139.0,980.0,30.0,980.0
4335,80.0,982.0,30.0,982.0
1602,80.0,983.0,30.0,983.0
2458,497.0,988.0,30.0,988.0
1687,298.0,989.0,30.0,989.0
5385,497.0,993.0,30.0,993.0
3569,139.0,994.0,30.0,994.0
281,100.0,995.0,30.0,995.0
6669,99.0,1003.0,31.0,1003.0
5177,259.0,1009.0,31.0,1009.0
1446,199.0,1014.0,31.0,1014.0
6798,239.0,1015.0,31.0,1015.0
2401,99.0,1016.0,31.0,1016.0
2580,258.0,1017.0,31.0,1017.0
3009,675.0,1018.0,31.0,1018.0
3180,119.0,1019.0,31.0,1019.0
396,218.0,1020.0,31.0,1020.0
6755,218.0,1024.0,31.0,1024.0
5550,259.0,1029.0,31.0,1029.0
7582,259.0,1032.0,31.0,1032.0
6521,99.0,1033.0,31.0,1033.0
6574,199.0,1035.0,31.0,1035.0
2895,239.0,1040.0,31.0,1040.0
6160,199.0,1041.0,31.0,1041.0
2997,99.0,1042.0,31.0,1042.0
1780,258.0,1043.0,31.0,1043.0
3927,119.0,1044.0,31.0,1044.0
947,219.0,1045.0,31.0,1045.0
6665,218.0,1046.0,31.0,1046.0
2344,119.0,1047.0,31.0,1047.0
2648,99.0,1052.0,31.0,1052.0
7074,298.0,1065.0,32.0,1065.0
1788,239.0,1066.0,32.0,1066.0
410,139.0,1067.0,32.0,1067.0
1974,119.0,1074.0,33.0,1074.0
3817,119.0,1086.0,33.0,1086.0
5564,99.0,1087.0,33.0,1087.0
1133,159.0,1094.0,33.0,1094.0
876,258.0,1095.0,33.0,1095.0
1888,139.0,1096.0,33.0,1096.0
3104,119.0,1099.0,33.0,1099.0
5720,139.0,1100.0,33.0,1100.0
1585,238.0,1101.0,33.0,1101.0
5327,259.0,1102.0,33.0,1102.0
3740,199.0,1103.0,33.0,1103.0
5572,199.0,1104.0,33.0,1104.0
4156,119.0,1112.0,33.0,1112.0
1213,99.0,1115.0,34.0,1115.0
4996,139.0,1116.0,34.0,1116.0
4321,159.0,1117.0,34.0,1117.0
6357,139.0,1118.0,34.0,1118.0
6577,119.0,1119.0,34.0,1119.0
4362,139.0,1120.0,34.0,1120.0
6578,219.0,1125.0,34.0,1125.0
1231,139.0,1127.0,34.0,1127.0
6705,219.0,1129.0,34.0,1129.0
6708,298.0,1130.0,34.0,1130.0
2838,319.0,1131.0,34.0,1131.0
4345,139.0,1140.0,34.0,1140.0
7468,139.0,1143.0,34.0,1143.0
3581,259.0,1145.0,34.0,1145.0
5984,517.0,1146.0,34.0,1146.0
349,298.0,1149.0,35.0,1149.0
276,100.0,1154.0,35.0,1154.0
3963,198.0,1159.0,35.0,1159.0
7076,218.0,1163.0,35.0,1163.0
661,119.0,1164.0,35.0,1164.0
5255,338.0,1165.0,35.0,1165.0
2349,219.0,1166.0,35.0,1166.0
116,139.0,1172.0,36.0,1172.0
6921,139.0,1175.0,36.0,1175.0
4979,119.0,1176.0,36.0,1176.0
6751,139.0,1186.0,37.0,1186.0
1512,496.0,1187.0,37.0,1187.0
6058,139.0,1188.0,37.0,1188.0
5982,239.0,1201.0,37.0,1201.0
5394,80.0,1202.0,37.0,1202.0
3585,179.0,1203.0,37.0,1203.0
5927,199.0,1213.0,37.0,1213.0
4729,139.0,1215.0,37.0,1215.0
3072,199.0,1216.0,37.0,1216.0
5792,139.0,1217.0,38.0,1217.0
2253,219.0,1218.0,38.0,1218.0
1012,318.0,1219.0,38.0,1219.0
1806,219.0,1220.0,38.0,1220.0
2474,179.0,1221.0,38.0,1221.0
441,139.0,1222.0,38.0,1222.0
6527,159.0,1223.0,38.0,1223.0
430,318.0,1224.0,38.0,1224.0
283,298.0,1230.0,38.0,1230.0
1394,258.0,1235.0,38.0,1235.0
3885,80.0,1236.0,38.0,1236.0
239,219.0,1237.0,38.0,1237.0
1237,99.0,1243.0,39.0,1243.0
1954,80.0,1257.0,40.0,1257.0
4962,80.0,1265.0,40.0,1265.0
464,99.0,1272.0,41.0,1272.0
4630,199.0,1276.0,41.0,1276.0
6973,179.0,1277.0,41.0,1277.0
1967,199.0,1279.0,41.0,1279.0
2971,159.0,1280.0,41.0,1280.0
2061,179.0,1281.0,41.0,1281.0
102,119.0,1282.0,41.0,1282.0
363,259.0,1285.0,41.0,1285.0
6897,179.0,1286.0,41.0,1286.0
5830,298.0,1288.0,41.0,1288.0
5702,179.0,1301.0,41.0,1301.0
7506,139.0,1302.0,41.0,1302.0
1558,179.0,1303.0,41.0,1303.0
5788,279.0,1304.0,41.0,1304.0
5104,119.0,1305.0,41.0,1305.0
5660,199.0,1306.0,41.0,1306.0
1755,219.0,1307.0,41.0,1307.0
5891,159.0,1308.0,41.0,1308.0
4376,139.0,1320.0,42.0,1320.0
2512,99.0,1325.0,42.0,1325.0
275,139.0,1326.0,42.0,1326.0
4874,159.0,1327.0,42.0,1327.0
3193,80.0,1328.0,42.0,1328.0
7164,139.0,1329.0,42.0,1329.0
5367,179.0,1330.0,42.0,1330.0
7246,179.0,1331.0,42.0,1331.0
2731,80.0,1332.0,42.0,1332.0
2460,179.0,1333.0,42.0,1333.0
6467,139.0,1334.0,42.0,1334.0
6886,358.0,1335.0,42.0,1335.0
1483,139.0,1336.0,42.0,1336.0
2973,139.0,1338.0,42.0,1338.0
2939,139.0,1339.0,42.0,1339.0
1693,139.0,1340.0,42.0,1340.0
2840,179.0,1341.0,42.0,1341.0
4701,139.0,1342.0,42.0,1342.0
6598,179.0,1343.0,42.0,1343.0
2352,139.0,1344.0,42.0,1344.0
2640,179.0,1345.0,42.0,1345.0
3147,99.0,1347.0,42.0,1347.0
3957,99.0,1349.0,42.0,1349.0
1928,80.0,1350.0,42.0,1350.0
3148,238.0,1351.0,42.0,1351.0
7383,199.0,1352.0,42.0,1352.0
479,239.0,1353.0,42.0,1353.0
3306,179.0,1354.0,42.0,1354.0
6162,99.0,1356.0,42.0,1356.0
3848,139.0,1370.0,43.0,1370.0
841,139.0,1371.0,43.0,1371.0
5896,119.0,1372.0,43.0,1372.0
3151,119.0,1374.0,43.0,1374.0
27,179.0,1375.0,43.0,1375.0
4000,159.0,1376.0,43.0,1376.0
3316,139.0,1377.0,43.0,1377.0
7047,159.0,1378.0,43.0,1378.0
4527,179.0,1379.0,43.0,1379.0
7535,278.0,1384.0,43.0,1384.0
6284,278.0,1386.0,43.0,1386.0
378,119.0,1387.0,43.0,1387.0
5636,139.0,1388.0,43.0,1388.0
827,99.0,1389.0,43.0,1389.0
6046,238.0,1390.0,43.0,1390.0
868,258.0,1396.0,43.0,1396.0
7173,179.0,1398.0,43.0,1398.0
2322,218.0,1399.0,43.0,1399.0
7465,258.0,1409.0,43.0,1409.0
1374,179.0,1411.0,43.0,1411.0
7155,338.0,1412.0,43.0,1412.0
2060,139.0,1413.0,43.0,1413.0
5836,99.0,1414.0,43.0,1414.0
6493,199.0,1415.0,43.0,1415.0
4607,179.0,1416.0,43.0,1416.0
5885,278.0,1417.0,43.0,1417.0
6223,119.0,1418.0,43.0,1418.0
2256,99.0,1419.0,43.0,1419.0
4434,278.0,1420.0,43.0,1420.0
5353,139.0,1429.0,44.0,1429.0
710,139.0,1430.0,44.0,1430.0
2756,278.0,1431.0,44.0,1431.0
2714,139.0,1438.0,44.0,1438.0
2692,99.0,1439.0,44.0,1439.0
5509,318.0,1440.0,44.0,1440.0
1158,258.0,1462.0,44.0,1462.0
6697,318.0,1463.0,44.0,1463.0
6595,278.0,1465.0,44.0,1465.0
5959,179.0,1466.0,44.0,1466.0
2479,139.0,1467.0,44.0,1467.0
3140,278.0,1470.0,44.0,1470.0
940,139.0,1471.0,44.0,1471.0
3805,278.0,1472.0,44.0,1472.0
1604,139.0,1473.0,44.0,1473.0
6142,239.0,1474.0,44.0,1474.0
4271,139.0,1475.0,44.0,1475.0
1707,139.0,1476.0,44.0,1476.0
6882,278.0,1477.0,44.0,1477.0
3099,139.0,1478.0,44.0,1478.0
7534,139.0,1479.0,44.0,1479.0
3528,99.0,1480.0,44.0,1480.0
6775,139.0,1481.0,44.0,1481.0
5449,99.0,1482.0,44.0,1482.0
2943,318.0,1483.0,44.0,1483.0
1211,258.0,1484.0,44.0,1484.0
2719,139.0,1485.0,44.0,1485.0
1629,179.0,1499.0,45.0,1499.0
1079,139.0,1500.0,45.0,1500.0
840,139.0,1512.0,45.0,1512.0
6683,259.0,1515.0,45.0,1515.0
3681,119.0,1516.0,45.0,1516.0
795,179.0,1517.0,45.0,1517.0
5715,139.0,1527.0,46.0,1527.0
322,179.0,1529.0,46.0,1529.0
3136,278.0,1533.0,46.0,1533.0
6144,139.0,1534.0,46.0,1534.0
411,139.0,1535.0,46.0,1535.0
3871,139.0,1536.0,46.0,1536.0
4317,80.0,1540.0,46.0,1540.0
3275,139.0,1542.0,46.0,1542.0
1575,139.0,1543.0,46.0,1543.0
2597,219.0,1551.0,47.0,1551.0
1464,258.0,1571.0,47.0,1571.0
5987,119.0,1572.0,47.0,1572.0
7459,119.0,1573.0,47.0,1573.0
460,278.0,1574.0,47.0,1574.0
2432,259.0,1575.0,47.0,1575.0
2396,259.0,1576.0,47.0,1576.0
2752,179.0,1586.0,48.0,1586.0
3959,139.0,1587.0,48.0,1587.0
5112,139.0,1592.0,48.0,1592.0
6469,199.0,1593.0,48.0,1593.0
4496,278.0,1594.0,48.0,1594.0
6436,139.0,1595.0,48.0,1595.0
7253,198.0,1596.0,48.0,1596.0
7374,139.0,1597.0,48.0,1597.0
1292,337.0,1605.0,48.0,1605.0
7317,99.0,1606.0,48.0,1606.0
1122,398.0,1607.0,48.0,1607.0
6430,278.0,1609.0,49.0,1609.0
749,139.0,1626.0,50.0,1626.0
1630,139.0,1627.0,50.0,1627.0
2999,199.0,1629.0,50.0,1629.0
20,99.0,1634.0,50.0,1634.0
3198,119.0,1636.0,50.0,1636.0
4267,80.0,1637.0,50.0,1637.0
6759,119.0,1638.0,50.0,1638.0
4589,119.0,1648.0,51.0,1648.0
5224,179.0,1660.0,52.0,1660.0
4732,278.0,1662.0,52.0,1662.0
1712,159.0,1663.0,52.0,1663.0
6010,139.0,1667.0,52.0,1667.0
101,99.0,1672.0,52.0,1672.0
2369,179.0,1673.0,52.0,1673.0
5448,179.0,1674.0,52.0,1674.0
7600,179.0,1675.0,52.0,1675.0
380,278.0,1676.0,52.0,1676.0
3960,219.0,1677.0,52.0,1677.0
1554,119.0,1683.0,52.0,1683.0
1131,199.0,1686.0,52.0,1686.0
4660,99.0,1687.0,52.0,1687.0
1326,179.0,1688.0,52.0,1688.0
5392,119.0,1697.0,52.0,1697.0
2539,119.0,1713.0,53.0,1713.0
5657,139.0,1714.0,53.0,1714.0
7255,159.0,1715.0,53.0,1715.0
3744,258.0,1716.0,53.0,1716.0
4735,298.0,1717.0,53.0,1717.0
3755,179.0,1718.0,54.0,1718.0
3922,99.0,1719.0,54.0,1719.0
696,80.0,1720.0,54.0,1720.0
5207,139.0,1721.0,54.0,1721.0
5919,338.0,1730.0,54.0,1730.0
6658,278.0,1760.0,55.0,1760.0
8,99.0,1761.0,55.0,1761.0
6232,99.0,1763.0,55.0,1763.0
3899,179.0,1783.0,56.0,1783.0
4264,617.0,1786.0,56.0,1786.0
6466,159.0,1791.0,56.0,1791.0
6923,100.0,1810.0,57.0,1810.0
4764,119.0,1811.0,57.0,1811.0
1061,159.0,1812.0,57.0,1812.0
7218,80.0,1813.0,57.0,1813.0
5554,199.0,1819.0,57.0,1819.0
1177,99.0,1820.0,57.0,1820.0
2420,99.0,1821.0,57.0,1821.0
6313,438.0,1822.0,57.0,1822.0
6739,219.0,1834.0,57.0,1834.0
2884,179.0,1835.0,57.0,1835.0
3894,238.0,1836.0,57.0,1836.0
7415,438.0,1837.0,57.0,1837.0
5461,99.0,1838.0,57.0,1838.0
2423,219.0,1839.0,57.0,1839.0
944,238.0,1840.0,57.0,1840.0
4688,99.0,1841.0,57.0,1841.0
2903,238.0,1842.0,57.0,1842.0
7592,438.0,1843.0,57.0,1843.0
1457,258.0,1844.0,57.0,1844.0
4081,139.0,1845.0,57.0,1845.0
1499,418.0,1861.0,58.0,1861.0
4893,139.0,1862.0,58.0,1862.0
3715,318.0,1866.0,58.0,1866.0
6641,80.0,1867.0,58.0,1867.0
7044,80.0,1868.0,58.0,1868.0
3981,159.0,1869.0,58.0,1869.0
771,179.0,1870.0,58.0,1870.0
1851,160.0,1871.0,58.0,1871.0
4361,139.0,1872.0,58.0,1872.0
2441,418.0,1873.0,58.0,1873.0
5678,139.0,1874.0,58.0,1874.0
7237,99.0,1875.0,58.0,1875.0
3500,318.0,1878.0,58.0,1878.0
3127,199.0,1879.0,58.0,1879.0
2195,278.0,1880.0,58.0,1880.0
2359,159.0,1881.0,58.0,1881.0
5917,100.0,1882.0,58.0,1882.0
7335,258.0,1883.0,58.0,1883.0
3935,80.0,1884.0,58.0,1884.0
1288,80.0,1889.0,58.0,1889.0
2505,99.0,1891.0,59.0,1891.0
1528,258.0,1892.0,59.0,1892.0
4519,179.0,1902.0,59.0,1902.0
4207,99.0,1903.0,59.0,1903.0
7058,397.0,1909.0,60.0,1909.0
481,278.0,1912.0,60.0,1912.0
4555,198.0,1915.0,60.0,1915.0
3065,179.0,1929.0,61.0,1929.0
2612,99.0,1930.0,61.0,1930.0
4631,219.0,1931.0,61.0,1931.0
1355,80.0,1935.0,61.0,1935.0
273,219.0,1936.0,61.0,1936.0
1774,99.0,1937.0,61.0,1937.0
