all/school_crime.ID,all/school_crime.Building Code,all/school_crime.DBN,all/school_crime.Location Name,all/school_crime.Location Code,all/school_crime.Address,all/school_crime.Borough,all/school_crime.Geographical District Code,all/school_crime.Register,all/school_crime.Building Name,all/school_crime.# Schools,all/school_crime.Schools in Building,all/school_crime.Major N,all/school_crime.Oth N,all/school_crime.NoCrim N,all/school_crime.Prop N,all/school_crime.Vio N,all/school_crime.ENGroupA,all/school_crime.RangeA,all/school_crime.AvgOfMajor N,all/school_crime.AvgOfOth N,all/school_crime.AvgOfNoCrim N,all/school_crime.AvgOfProp N,all/school_crime.AvgOfVio N,all/school_crime.New Georeferenced Column,all/school_crime.Zip Codes,all/school_crime.Community Districts,all/school_crime.Borough Boundaries,all/school_crime.City Council Districts,all/school_crime.Police Precincts
472,K435,19K504,HS FOR CIVIL RIGHTS(BN),K504,400 PENNSYLVANIA AVENUE,K,19,250,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-104.779923 37.62986),12679,,,,
634,M009,,100 WEST  84 STREET CONSOLIDATED LOCATION,,100 WEST  84 STREET,M,3,831,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-81.565258 29.478932),24635,,,,
1228,Q192,,109-89 204 STREET CONSOLIDATED LOCATION,,109-89 204 STREET,Q,29,1014,109-89 204 STREET CONSOLIDATED LOCATION,2,I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION,0.0,2.0,4.0,1.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-94.67592 31.752777),1628,,,,
1670,X120,08X120,MS 301(XE),X301,890 CAULDWELL AVENUE,X,8,259,,1,MS 301(XE),0.0,4.0,1.0,2.0,2.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.90736 40.822118),10934,34.0,5.0,43.0,25.0
1388,Q721,24Q016,PS 16(QUEENS),Q016,41-15 104 STREET,Q,24,1569,,1,PS 16(QUEENS),0.0,0.0,0.0,0.0,0.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-83.129072 29.638328),4298,,,,
543,K515,,6565 Flatlands Avenue CONSOLIDATED LOCATION,,6565 Flatlands Avenue,K,18,1274,6565 Flatlands Avenue CONSOLIDATED LOCATION,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,3.0,8.0,25.0,3.0,5.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.916477 40.633516),13827,5.0,2.0,8.0,42.0
1133,Q107,25Q107,PS 107(QN),Q107,167-02 45 AVENUE,Q,25,887,,1,PS 107(QN),0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.799406 40.756002),14193,22.0,3.0,20.0,67.0
889,M338,02M051,PS 51 ELIAS HOWE,M051,525 West 44 Street,M,2,405,,1,PS 51 ELIAS HOWE,0.0,0.0,1.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-85.953004 43.474466),11038,,,,
1069,Q035,29Q035,PS 35(QUEENS),Q035,191-02 90 AVENUE,Q,29,656,,1,PS 35(QUEENS),0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.768468 40.713642),24332,41.0,3.0,16.0,61.0
408,K332,,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,,51 CHRISTOPHER AVENUE,K,23,1339,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,2,Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,0.0,2.0,2.0,2.0,0.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.906466 40.672095),17614,55.0,2.0,37.0,46.0
311,K265,13K265,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),K265,101 PARK AVENUE,K,13,317,,1,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),0.0,3.0,5.0,2.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-96.065663 39.188744),8070,,,,
1769,X177,10X077,BEDFORD PARK ELEMENTARY SCHOOL(XW),X077,3177 Webster Avenue,X,10,309,3177 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Bedford Park Elementary School| P469X | 3177 WEBSTER AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.875692 40.872309),11605,24.0,5.0,40.0,34.0
3,K002,75K141,P141(BS),K141,655 PARKSIDE AVENUE,K,17,350,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-80.714584 28.40276),22273,,,,
1492,R840,75R037,P37(SI),R037,15 FAIRFIELD STREET,R,31,360,,1,P37(SI),0.0,2.0,0.0,1.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.15112 40.563832),10695,15.0,1.0,9.0,76.0
1025,M898,06M018,PS 18(MANHATTAN),M018,4124 NINTH AVENUE,M,6,346,,1,PS 18(MANHATTAN),0.0,1.0,0.0,0.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-87.16511 30.58927),13245,,,,
506,K465,17K479,ERASMUS CAMPUS BUSINESS TEC(BS),K467,911 FLATBUSH AVENUE,K,17,SCHOOL CLOSED,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,7,"ERASMUS HALL HS(BS) |ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS)|ACADEMY OF HOSPITALITY &TOURISM(BS)|ERASMUS CAMPUS BUSINESS TEC(BS) |HS FOR YOUTH & COMMUNITY DEVELOPMENT@ERASMUS(BS)|HS FOR SERVICE & LEARNING@ERASMUS(BS)|SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",,,,,,,,,,,,,POINT (-73.958476 40.649472),13510,60.0,2.0,11.0,43.0
355,K296,32K296,IS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL(BN),K296,125 COVERT STREET,K,32,SCHOOL CLOSED,125 COVERT STREET CONSOLIDATED LOCATION,2,IS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL(BN)  | EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION(BN)  |125 COVERT STREET CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-73.909921 40.688733),17214,42.0,2.0,37.0,53.0
392,K320,17K352,EBBETTS FIELD MIDDLE SCHOOL(BS),K352,46 MCKEEVER PLACE,K,17,174,46 MCKEEVER PLACE CONSOLIDATED LOCATION,2,Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-94.302892 36.49436),32607,,,,
172,K151,32K151,PS 151(BROOKLYN),K151,763 KNICKERBOCKER AVENUE,K,32,273,,1,PS 151(BROOKLYN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.908475 40.693189),17214,42.0,2.0,37.0,53.0
619,K990,84K651,PAVE ACADEMY CHARTER SCHOOL(BS),K651,732 Henry Street,K,15,473,,1,PAVE ACADEMY CHARTER SCHOOL(BS),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-81.781675 28.052237),723,,,,
1587,X074,,730 BRYANT AVENUE CONSOLIDATED LOCATION,,730 BRYANT AVENUE,X,8,1269,730 BRYANT AVENUE CONSOLIDATED LOCATION,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-84.439351 42.256503),24263,,,,
599,K845,,330 18 STREET CONSOLIDATED LOCATION,,330 18 STREET,K,15,983,330 18 STREET CONSOLIDATED LOCATION,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-95.811361 37.533427),21616,,,,
1878,X435,10X437,FORDHAM HS FOR THE ARTS(XW),X437,500 EAST FORDHAM ROAD,X,10,256,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy International|  Belmont Preparatory High School|Fordham High School for the Arts|  Fordham Leadership Academy for Business and Technology|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.888197 40.859948),10936,35.0,5.0,22.0,31.0
758,M117,04M012,TAG YOUNG SCHOLARS(MANHATTAN),M012,240 EAST 109 STREET,M,4,574,240 EAST 109 STREET CONSOLIDATED LOCATION,2,TAG YOUNG SCHOLARS(MANHATTAN)|ESPERANZA PREPARATORY ACADEMY(MN)|240 EAST 109 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-86.560251 30.764889),28767,,,,
182,K160,20K160,PS 160(BS),K160,5105 FT. HAMILTON PARKWAY,K,20,1249,,1,PS 160(BS),0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.999373 40.637225),17621,2.0,2.0,18.0,39.0
1081,Q050,28Q050,PS 50(QUEENS),Q050,143-26 101 AVENUE,Q,28,731,,1,PS 50(QUEENS),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.807021 40.695337),24670,41.0,3.0,46.0,61.0
617,K971,20K971,PS 971 (BROOKLYN),K971,6214 Fourth Ave.,K,20,356,,1,PS 971 (BROOKLYN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-118.321591 33.983203),23674,,,,
683,M050,04M964,CENTRAL PARK EAST II(MN),M964,433 EAST 100 STREET,M,4,432,433 EAST 100 STREET CONSOLIDATED LOCATION,3,PS 50 (MANHATTAN)|CENTRAL PARK EAST II(MN)|NY CENTER FOR AUTISM CHARTER SCHOOL(MN)|433 EAST 100 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-84.898209 42.863169),9793,,,,
1415,R002,31R002,IS 2(SI),R002,333 MIDLAND AVENUE,R,31,993,,1,IS 2(SI),0.0,2.0,11.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-107.541729 39.575863),22336,,,,
1525,X025,07X025,PS 25(BRONX),X025,811 EAST 149 STREET,X,7,508,,1,PS 25(BRONX),0.0,1.0,1.0,0.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-72.700702 41.585677),12746,,,,
791,M136,05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM(MN),M148,6 EDGECOMBE AVENUE,M,5,327,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.947623 40.817461),12427,18.0,4.0,36.0,20.0
1892,X455,11X455,HARRY S TRUMAN HS(XE),X455,750 BAYCHESTER AVENUE,X,11,1589,750 BAYCHESTER AVE CONSOLIDATED LOCATION,2,Bronx Health Sciences High School |  Harry S Truman High School |  750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,,,,8C,1501-1750,,,,,,POINT (-73.833835 40.874085),12344,43.0,5.0,2.0,28.0
1403,Q792,25Q792,NORTH QUEENS COMMUNITY HS(QS),Q792,141-25 77th Road,Q,25,128,,1,NORTH QUEENS COMMUNITY HS(QS),0.0,0.0,2.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.820321 40.7202),14509,25.0,3.0,24.0,65.0
1277,Q234,30Q235,ACADEMY FOR NEW AMERICANS IS 235(QN),Q235,30-14 30th STREET,Q,30,138,30-14 30th STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-101.880483 33.567008),8998,,,,
1032,M932,03M859,SPECIAL MUSIC SCHOOL(MN),M859,122 Amsterdam Avenue,M,3,266,,1,SPECIAL MUSIC SCHOOL(MN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.277678 40.657145),17004,,,,
559,K625,17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS(P-TECH)(BN),K122,150 ALBANY AVENUE,K,17,496,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-93.719616 32.473872),12336,,,,
67,K049,14K586,LYONS COMMUNITY SCHOOL(BN),K586,223 GRAHAM AVENUE,K,14,421,223 GRAHAM AVENUE CONSOLIDATED LOCATION,2,IS 49| Lyons Community School| 223 Graham Avenue Consolidated Location,,,,,,3C,251-500,,,,,,POINT (-88.021736 41.868304),14470,,,,
647,M019,,185 1 AVENUE CONSOLIDATED LOCATION,,185 1 AVENUE,M,1,353,185 1 AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",0.0,2.0,4.0,0.0,2.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.329275 43.055092),24449,,,,
1896,X470,07X473,MOTT HAVEN VILLAGE PREPARATORY HS(XW),X473,701 SAINT ANNS AVENUE,X,7,302,701 SAINT ANNS AVENUE CONSOLIDATED LOCATION,2,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.911156 40.817928),10933,49.0,5.0,43.0,23.0
733,M092,84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL(MN),M388,222 WEST 134 STREET,M,5,293,222 WEST 134 STREET CONSOLIDATED LOCATION,2,PS 92(MANHATTAN)| ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL(MN)| 222 WEST 134 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-85.636151 41.947619),23903,,,,
360,K299,32K299,PS 299(BROOKLYN),K299,88 WOODBINE STREET,K,32,244,,1,PS 299(BROOKLYN),0.0,0.0,3.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-71.372745 41.898988),1327,,,,
698,M061,,610 EAST  12 STREET CONSOLIDATED LOCATION,,610 EAST  12 STREET,M,1,565,610 EAST  12 STREET CONSOLIDATED LOCATION,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,1.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-83.67324 43.008863),208,,,,
1783,X184,,778 FOREST AVENUE CONSOLIDATED LOCATION,,778 FOREST AVENUE,X,7,1115,778 FOREST AVENUE CONSOLIDATED LOCATION,4,IS 184(XW)| SOUTH BRONX ACADEMY FOR APPLIED MEDIA(BRONX)| ACADEMY OF PUBLIC RELATIONS(XW)|JILL CHAIFETZ TRANSFER HS(XW)|778 FOREST AVENUE CONSOLIDATED LOCATION,0.0,12.0,17.0,4.0,7.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-70.286252 43.674694),14340,,,,
704,M064,01M839,Tompkins Square Middle School,M839,600 EAST 6 STREET,M,1,373,600 EAST 6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-89.286258 31.334909),30905,,,,
967,M520,02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,M135,411 PEARL STREET,M,2,211,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-81.595475 27.915813),1310,,,,
1575,X066,,1001 JENNINGS STREET CONSOLIDATED LOCATION,,1001 JENNINGS STREET,X,12,891,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,0.0,1.0,9.0,0.0,1.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.886788 40.831052),11269,34.0,5.0,43.0,25.0
1864,X425,11X290,BRONX ACADEMY OF HEALTH CAREERS(XE),X290,800 EAST GUN HILL ROAD,X,11,317,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,8,Bronx High School for Writing and Communication Arts |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.861372 40.875774),11605,29.0,5.0,2.0,30.0
273,K235,18K235,PS 235 LENOX SCHOOL(BS),K235,525 LENOX ROAD,K,18,1231,,1,PS 235 LENOX SCHOOL(BS),0.0,4.0,0.0,1.0,3.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.94088 40.6547),16866,61.0,2.0,17.0,40.0
367,K305,13K301,Satellite East Middle School,K301,344 MONROE STREET,K,13,96,344 MONROE STREET CONSOLIDATED LOCATION,2,Satellite East Middle School |  P.S. 305 Dr. Peter Ray |  344 MONROE STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-80.815882 37.32742),16287,,,,
1951,X972,,1440 STORY AVENUE CONSOLIDATED LOCATION,,1440 STORY AVENUE,X,8,264,1440 STORY AVENUE CONSOLIDATED LOCATION,2,Felisa Rincon de Gautier Institute for Law and Pub |  Bronx Arena High School |  1440 STORY AVENUE CONSOLIDATED LOCATION,0.0,1.0,5.0,0.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.880618 40.821268),11611,58.0,5.0,43.0,26.0
1453,R043,,100 ESSEX DRIVE CONSOLIDATED LOCATION,,100 ESSEX DRIVE,R,31,1138,100 ESSEX DRIVE CONSOLIDATED LOCATION,3,Marsh Avenue School for Expeditionary Learning |  Gaynor McCown Expeditionary Learning School | CSI HS for International Studies | 100 ESSEX DRIVE CONSOLIDATED LOCATION,0.0,2.0,4.0,1.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-81.909688 34.46469),221,,,,
1147,Q122,30Q122,PS 122 MAMIE FAY(QN),Q122,21-21 DITMARS BOULEVARD,Q,30,1317,,1,PS 122 MAMIE FAY(QN),0.0,1.0,1.0,0.0,1.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.916293 40.780078),16862,39.0,3.0,4.0,72.0
880,M276,02M276,BATTERY PARK CITY SCHOOL(MS),M276,55 Battery Place,M,2,807,55 BATTERY PLACE CONSOLIDATED LOCATION,2,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,POINT (-74.017796 40.70649),10367,56.0,4.0,32.0,1.0
609,K902,13K077,P.S. K077,K077,62 Park Place,K,13,267,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,,,,,,3C,251-500,,,,,,POINT (-74.249489 40.746781),15083,,,,
1499,X002,,1363 FULTON AVENUE CONSOLIDATED LOCATION,,1363 FULTON AVENUE,X,9,688,1363 FULTON AVENUE CONSOLIDATED LOCATION,2,Eximius College Preparatory Academy: A College Boa |  Bronx Center for Science and Mathematics |  1363 FULTON AVENUE CONSOLIDATED LOCATION,1.0,1.0,13.0,2.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.902403 40.833741),10934,34.0,5.0,42.0,25.0
288,K247,20K247,PS 247(BROOKLYN),K247,7000 21st AVENUE,K,20,883,,1,PS 247(BROOKLYN),0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-76.974907 38.974981),10889,,,,
1842,X410,09X412,BRONX HS OF BUSINESS(XW),X412,240 EAST 172 STREET,X,9,214,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Claremont International HS|Bronx High School of Business |Bronx High School for Medical Science |240 EAST 172 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-71.331054 41.98781),2263,,,,
835,M173,06M173,PS 173(MANHATTAN),M173,306 FORT WASHINGTON AVENUE,M,6,444,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.940739 40.844832),13090,47.0,4.0,39.0,21.0
409,K333,15K516,SUNSET PARK AVENUE ELEMENTARY SCHOOL(BS),K516,4222 Fourth Avenue,K,15,377,,1,SUNSET PARK AVENUE ELEMENTARY SCHOOL(BS),0.0,1.0,0.0,1.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-81.524941 39.240558),7905,,,,
1076,Q043,27Q043,PS 43(QUEENS),Q043,160 BEACH 29 STREET,Q,27,836,,1,PS 43(QUEENS),1.0,3.0,6.0,2.0,2.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-71.827118 41.35149),5391,,,,
775,M125,,425 WEST 123 STREET CONSOLIDATED LOCATION,,425 West 123rd St,M,5,1701,425 West 123rd St CONSOLIDATED LOCATION,3,P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION,0.0,3.0,4.0,2.0,0.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-90.439207 34.013793),15388,,,,
352,K293,15K497,SCHOOL FOR INTERNATIONAL STUDIES(BROOKLYN),K497,284 BALTIC STREET,K,15,587,284 BALTIC STREET CONSOLIDATED LOCATION,3,DIGITAL ARTS & CINEMA TECHNOLOGY HIGH SCHOOL (GLOBAL STUDIES-BS) |  SCHOOL FOR INTERNATIONAL STUDIES(BROOKLYN) | Success Academy Charter School - Cobble Hill |  284 BALTIC STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.993279 40.685403),16865,14.0,2.0,38.0,48.0
1472,R061,31R061,IS 61(SI),R061,445 CASTLETON AVENUE,R,31,969,,1,IS 61(SI),0.0,7.0,10.0,3.0,4.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.098032 40.633995),10369,4.0,1.0,13.0,74.0
994,M625,,439 WEST 49TH STREET CONSOLIDATED LOCATION,,439 WEST 49TH STREET,M,2,1116,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,0.0,8.0,12.0,2.0,4.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-84.59739 30.581813),27572,,,,
1021,M883,02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES(MS),M429,34 WEST 14 STREET,M,2,SCHOOL CLOSED,,1,LEGACY SCHOOL FOR INTEGRATED STUDIES(MS),0.0,1.0,4.0,1.0,0.0,,,,,,,,POINT (-81.513147 28.661131),3474,,,,
63,K045,32K045,PS 45(BROOKLYN),K045,84 SCHAEFFER STREET,K,32,621,,1,PS 45(BROOKLYN),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-71.279933 42.57952),7067,,,,
925,M465,06M463,HS FOR MEDIA & COMMUNICATIONS(MN),M463,549 AUDUBON AVENUE,M,6,325,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.927043 40.85598),13098,47.0,4.0,39.0,22.0
1708,X143,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM(BRONX),X244,120 WEST 231 STREET,X,10,741,120 WEST 231 STREET CONSOLIDATED LOCATION,2,"The Marie Curie School for Medicine, Nursing, and |  The New School for Leadership and Journalism |  120 WEST 231 STREET CONSOLIDATED LOCATION",,,,,,4C,501-750,,,,,,POINT (-89.412982 34.387025),7424,,,,
1448,R041,31R041,PS 41(STATEN ISLAND),R041,216 CLAWSON STREET,R,31,659,,1,PS 41(STATEN ISLAND),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.109307 40.574044),10693,30.0,1.0,14.0,76.0
1227,Q192,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL(QS),Q259,109-89 204 STREET,Q,29,503,109-89 204 STREET CONSOLIDATED LOCATION,2,I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-94.67592 31.752777),1628,,,,
1598,X080,10X080,MS 80(XW),X080,149 EAST MOSHOLU PARKWAY,X,10,671,149 EAST MOSHOLU PARKWAY CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.881701 40.876757),11605,24.0,5.0,40.0,34.0
498,K460,15K460,JOHN JAY HS(BS),K460,237 SEVENTH AVENUE,K,15,SCHOOL CLOSED,237 SEVENTH AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  John Jay HS | 237 7 AVENUE CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-147.345471 64.748749),23660,,,,
1927,X790,07X527,BRONX LEADERSHIP ACADEMY II HS(XW),X527,730 CONCOURSE VILLAGE WEST,X,7,437,730 Concourse Village West CONSOLIDATED LOCATION,3,Bronx Leadership Academy II High School |  New Explorers High School |  Urban Assembly School for Careers in Sports |  730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.923948 40.822117),10929,50.0,5.0,43.0,27.0
