all/jannis_table_1_1.csv.V32,all/jannis_table_1_1.csv.V35,all/jannis_table_1_1.csv.V49,all/jannis_table_1_1.csv.V31,all/jannis_table_1_1.csv.Key_1_1,Key_0_0
0.0847603,0.463297,181.017,38.6687,57089,17341
0.0554419,0.191438,149.448,6.61952,52073,14242
0.369721,0.0985704,216.436,25.8355,5770,40541
0.183052,-1.46878,143.95,31.3236,26525,6771
0.323758,-8.81399,143.776,3.09614,12609,36472
0.28512,2.47399,165.574,55.6272,23753,32566
0.188776,6.15813,79.863,39.6451,28447,4178
0.407113,1.25043,242.467,13.5502,49432,48788
0.135598,1.52899,52.0306,16.6171,37241,23105
0.377176,3.59551,24.3298,1.56563,52086,6980
0.128278,8.10773,92.5736,33.4673,27305,3185
0.520253,0.4563,176.072,33.5409,19484,31105
0.920477,-0.36494,134.434,63.1334,27669,43471
0.318107,-3.6861,140.196,68.8544,56019,50765
0.323253,-0.322361,125.466,50.0154,56317,4415
0.498662,8.10478,114.058,35.4504,28813,12632
0.141952,-0.643081,70.6472,40.7999,36935,44429
0.0738862,5.12958,91.9279,10.9255,53722,18588
0.183677,9.17828,46.6807,65.6262,47591,32343
0.117371,-0.476407,71.0136,28.2015,16780,37111
0.720503,2.85205,141.152,23.4036,42404,30516
0.569751,-1.22622,124.392,13.0082,55602,23895
0.210285,-4.9995,132.428,44.1748,4199,24149
0.180009,10.7872,205.976,28.865,35678,10426
0.0967778,-0.711526,110.053,44.4914,38153,22723
0.450927,5.28379,64.126,26.3586,9983,39054
0.159213,-3.17002,117.253,21.3662,3622,16231
0.179756,-0.220566,161.416,19.5337,13351,6562
0.549604,-0.94401,36.0135,21.0436,53473,33408
0.988259,13.9305,176.278,48.2381,3299,56078
0.208593,-0.158085,79.4741,37.2085,17574,923
0.119908,1.17329,134.97,53.2872,7796,40115
0.521772,0.506702,166.626,44.1917,14823,27788
0.297419,5.48541,102.712,54.7466,2389,53125
0.269219,-6.17298,115.347,40.3559,3456,5763
0.0726892,-2.68976,147.061,16.7665,53394,33459
0.453471,1.57835,119.761,6.72336,23655,37620
0.164559,-8.62761,213.472,53.2074,55736,23503
0.679259,3.85903,91.4765,30.1333,50974,40961
0.535704,-10.9426,245.302,10.2488,8004,14019
0.224017,-0.547231,75.9765,17.0965,53686,36263
0.331975,-0.141952,120.174,63.2028,3695,5368
0.477184,-0.601587,66.9109,56.1817,278,17033
0.396291,1.04892,70.2178,51.0161,55815,20306
0.55405,2.143,186.274,8.97017,43464,6696
0.256498,3.16835,117.354,11.3476,16345,42628
0.417049,3.13542,114.567,41.8837,47534,15895
0.528242,7.00115,135.378,25.5917,24760,31164
0.0990796,-3.43461,150.712,46.044,19668,31042
0.597661,1.84667,95.4828,48.8395,40539,21528
0.111954,-3.45099,92.4786,22.3532,49772,13976
0.419942,-9.69933,191.516,27.7979,15972,54835
0.781847,-5.06602,148.028,41.5329,29034,43598
0.684677,-0.434272,130.251,23.7648,9695,9356
0.0412639,-1.07109,69.2136,27.3561,54103,2446
0.294907,-9.76177,198.835,36.6543,30534,5421
0.0356354,0.713763,169.431,47.8235,44735,19776
0.23118,1.03527,47.3622,15.2921,823,39864
0.321893,2.56834,54.7134,22.1788,34918,16693
0.115072,0.294538,189.44,8.11756,19651,40560
0.401922,1.41548,75.7236,60.1983,15302,7779
0.115181,9.11267,253.983,29.1986,11409,4748
0.26601,-0.0510451,87.6091,20.3438,31585,35373
0.175311,11.3642,59.9202,17.6441,11333,37279
0.381866,11.9335,63.0546,52.6025,47511,25856
0.845919,-0.088195,180.837,8.69358,52126,31194
0.856661,12.4,105.924,34.5779,7965,17296
0.191137,-0.245272,252.01,45.4635,2730,20419
0.81924,13.5758,83.2508,5.10459,970,1694
0.254487,16.6727,203.859,11.3024,4978,4456
0.339935,-2.6169,178.309,19.6058,39051,41745
0.0620724,-0.620199,102.752,24.677,46974,36226
0.323188,7.2701,71.822,15.9514,15721,20571
0.31427,-2.09877,20.768,31.1393,43430,10456
0.47477,-1.78962,115.363,25.8579,25137,55219
0.0877833,5.85379,142.84,16.0099,31551,40269
0.421659,-10.9477,29.8218,30.0114,33918,50861
0.120845,2.22173,151.38,15.6893,29817,5304
0.41018,15.2452,251.284,6.39726,46015,40191
0.0639525,0.402487,189.935,20.3938,24147,41007
0.813976,3.32418,196.174,49.3674,53638,16956
0.254244,2.96178,147.855,43.6093,15042,54463
0.323964,-2.26192,183.992,30.1648,30771,29362
0.557244,0.9477,75.7724,11.2265,49052,53526
0.310773,2.43249,95.7613,17.1322,26450,29036
0.171411,5.5046,153.703,27.7748,32253,19941
0.15863,-3.59738,211.536,37.9207,10792,39430
0.294971,1.62418,186.518,49.7571,41047,27087
0.0998165,-1.08906,170.204,34.9101,52548,16808
0.857221,0.591654,116.237,9.13299,24541,9695
0.14139,-1.43785,149.716,26.683,49027,31450
0.36385,3.96395,112.546,65.0051,4220,1699
0.0726937,2.90795,95.2863,9.99089,24833,31684
0.521462,4.33844,76.7217,23.6442,19262,22947
0.131596,4.99706,74.8195,45.0096,12387,12230
0.403384,3.7375,152.412,27.6838,49789,28772
0.37789,3.79956,159.315,35.8389,50182,55105
0.246396,-5.59788,101.9,18.4437,7713,46180
0.171458,-0.763932,136.254,33.7177,23953,9497
0.119958,-3.17879,39.8254,21.6754,40716,11949
0.194963,-0.571797,187.412,25.1349,29955,47659
0.241736,-20.8236,96.2261,14.3988,11775,33199
0.626464,-4.01027,150.205,15.6361,47121,3156
0.926743,0.319546,69.6684,49.5301,51071,48224
0.0817514,-0.446231,19.7761,56.5937,4531,21229
0.100161,-6.48759,133.171,13.8673,3251,32331
0.111723,0.0827477,86.0549,8.43044,25576,56690
0.301993,-5.03982,139.465,24.55,27548,21997
0.234282,-1.84402,96.9589,29.3853,4727,53048
0.207132,-0.288183,56.3397,46.8161,7321,20874
0.187904,22.2104,98.0489,43.9817,42746,10708
0.165946,1.84798,120.018,24.6711,3112,45207
0.203313,11.007,60.3798,38.4161,36765,53946
0.890505,2.54868,114.533,56.9882,18796,25639
0.0971775,-8.9734,20.5028,48.3516,49715,40188
0.101779,2.31089,48.7942,55.8785,33650,11886
0.362028,-3.39991,191.48,42.8534,46644,46620
0.249756,-9.36385,116.479,29.8633,54312,30317
0.849501,-5.25404,64.7945,18.631,32240,6245
0.25061,-2.8923,124.735,25.5249,37374,14990
0.273779,3.4762,169.864,42.9148,2960,24252
0.268573,10.7561,73.6702,7.40553,41411,45215
0.490891,0.558712,157.286,12.0574,4578,9092
0.46714,-0.0344331,238.291,77.7158,14609,29383
0.145753,5.06793,253.513,25.8329,35482,10847
0.262454,-1.62639,80.1117,56.1212,26713,45030
1.03196,9.2197,89.5078,5.54949,46083,15010
0.439012,-6.95444,219.812,23.5012,46076,10306
0.373789,-4.0713,116.563,48.084,49487,42
0.1279,-0.980691,160.867,17.8691,35749,54913
0.272668,9.78702,102.727,30.9407,48524,5423
0.0837778,2.76155,69.1905,71.5177,27028,43622
0.857083,16.6488,102.343,41.1663,10441,45201
0.4814,-0.825746,114.358,70.3029,475,56084
0.294542,3.67063,83.426,12.1061,9605,52973
0.269276,-1.68502,110.217,41.8617,37016,44268
0.337484,1.17718,109.245,40.445,35637,56099
0.200525,-1.74484,215.434,4.02611,55542,27748
0.221309,8.0942,25.8006,40.133,13174,49357
0.210041,4.1967,75.9969,13.9708,20149,42169
0.142235,-2.87123,227.489,6.13197,9691,30471
0.148044,3.401,172.236,27.7607,26202,54723
0.110146,7.69387,113.253,37.2547,27194,13590
0.146648,-5.3456,44.5343,39.6609,6839,23702
0.494895,3.37289,136.846,28.4705,4571,46832
0.458568,-2.59959,187.348,39.7181,46059,53956
0.136279,-2.35021,66.7242,45.6509,48049,9543
0.406399,2.52603,150.711,30.2115,32574,54205
0.974426,9.79091,95.1659,46.8076,41467,46552
0.458739,8.08912,187.948,54.4419,35963,37093
0.178351,6.71361,95.3913,32.5021,24776,26633
0.145837,8.78383,53.726,61.8273,52068,33765
0.469319,-0.674708,116.044,65.6836,43173,9829
0.724786,-0.96274,252.663,23.4832,44687,11499
0.329633,-0.723951,93.8637,61.1194,16958,18286
0.0550086,0.557072,72.7994,28.7752,47911,54942
1.00026,-0.546544,65.019,49.0548,34548,22624
0.776354,7.49667,125.233,43.8635,51748,42115
0.217467,-9.4446,204.286,48.6552,25434,24435
0.476252,9.52216,177.738,29.7959,33857,5595
0.0516928,2.31705,116.489,61.1845,13939,37361
0.179202,-0.0313402,117.34,17.3189,42823,48972
0.267039,-12.4707,126.976,28.5731,46414,12859
0.0631314,11.8469,132.784,21.0377,54396,6766
0.439534,3.89077,34.1342,32.4261,14687,29681
0.297789,10.6745,73.1321,21.3498,16932,7141
0.392024,-0.173754,230.364,18.615,51559,26756
0.126248,-2.26962,83.6803,6.21737,35924,6363
0.455997,7.777,222.137,39.4103,36639,2905
0.523445,-1.29807,55.3573,59.6341,18635,40526
0.11733,-2.54669,252.801,24.4776,43956,25561
1.12582,2.3542,62.16,51.784,29398,8056
0.116598,-2.2814,111.54,39.0868,14238,26137
0.510176,3.62791,141.142,12.3335,37004,5538
0.038375,-8.03235,72.0457,55.3593,34388,32689
0.297139,7.02511,133.468,20.7091,5671,3311
0.380187,-0.651455,121.56,45.2366,52289,31571
0.273028,1.1797,76.2436,54.8429,1620,40407
0.0613969,3.0121,49.9501,26.2171,53460,17548
0.0857637,0.699758,97.7426,14.6639,22621,1850
0.172021,1.00502,59.9518,41.8755,33976,17698
0.0903054,-1.27367,65.5011,18.738,33337,19399
0.230024,6.90488,180.842,40.0609,40941,22283
0.131576,-0.0894495,220.743,16.227,38304,3636
0.371557,-2.77348,107.801,55.3299,2210,16683
0.552697,-2.68259,70.4763,36.5644,53775,19733
0.454266,0.185623,139.514,46.1439,54948,8702
0.0962056,0.0506434,252.207,20.3296,50318,47787
0.177778,2.00237,100.667,20.6896,26866,53779
0.0950362,-3.54406,98.738,48.0853,16416,35200
0.15325,-0.652423,99.0198,29.4904,25386,51706
0.259153,-0.854037,189.966,20.3591,27336,11877
0.384497,-1.66699,187.246,36.7712,14647,5718
0.175706,1.47107,134.613,61.9344,3191,2265
0.130973,-0.466013,82.9865,20.6555,26226,34442
0.113249,0.911858,180.373,27.9019,57459,44577
0.538774,16.6892,168.673,54.8713,21327,39837
0.946068,3.0231,105.29,44.9672,20508,36449
0.181305,-2.91718,175.48,5.96902,38633,40384
0.393227,-1.73032,52.5409,11.6584,50111,41164
0.494868,3.29018,37.2063,39.0551,26714,43486
0.181832,0.640512,133.808,71.5143,39410,33424
0.32567,11.5496,168.387,15.2823,7276,50448
0.177751,6.586,147.426,16.8195,10687,55420
0.112967,2.02142,62.4194,47.9118,45810,42816
0.0864243,0.975189,140.568,36.1884,44464,54111
0.533071,2.86569,170.39,23.4211,31903,12763
0.141851,-0.467514,127.137,40.0869,3422,54258
0.706298,9.42751,171.63,15.7864,18057,44907
0.393179,0.188808,84.1344,23.7204,7283,13994
0.365783,1.86913,40.3329,27.6457,14001,30154
0.822162,6.2673,170.156,20.5002,49767,29576
0.508597,2.75873,88.1861,50.9763,50303,43802
0.135102,-11.606,93.4829,40.4492,35452,25880
0.397603,-13.6991,170.525,25.587,30826,23711
0.382483,5.15242,56.5759,38.4809,26019,44836
0.252473,-0.818829,127.475,60.8006,45712,40123
0.295376,-0.24747,142.021,3.15013,38588,582
0.622751,4.51415,232.169,14.9516,19764,41382
0.115192,3.96194,72.7025,19.8251,7329,56831
0.23466,7.67006,147.804,1.56988,26309,39326
0.274006,16.8257,121.827,23.205,38483,50288
0.351114,2.30898,106.015,61.9831,34913,33716
0.329639,0.721531,59.7123,33.645,49510,31904
0.207911,5.67016,152.238,9.87351,55883,210
0.589508,-3.15637,75.7768,46.6151,31929,5753
0.0880589,0.275265,109.187,35.483,28946,44473
0.390012,0.11058,127.409,9.95362,41087,53888
0.483011,3.05297,198.581,51.0926,46742,32450
0.110501,-1.23094,162.536,31.3752,10024,19786
0.330957,2.01656,103.088,39.28,17429,55585
0.0782016,0.350088,80.2334,27.7944,20486,445
0.0430701,0.687331,151.411,6.50832,52719,37167
0.65706,-4.83474,82.3375,13.7442,20941,33046
0.283699,-3.92192,107.395,37.7907,32201,48982
0.336777,0.0181899,105.659,7.57274,38562,53093
0.288776,0.148976,28.7999,31.5846,17508,54356
0.376876,5.05035,87.5629,53.7271,8701,4367
0.164161,5.90208,125.688,38.2926,8915,4109
0.135804,4.41988,164.864,26.3173,41801,25054
0.518468,-8.77234,159.98,37.4999,45774,39359
0.329969,-3.3927,213.873,34.6974,34705,18980
0.125958,0.135599,191.594,37.7703,49867,49337
0.150711,-8.21517,115.168,0.370357,1446,32139
0.912499,6.27902,41.0872,65.3227,42192,700
0.282577,0.659752,78.5597,21.4986,42191,31977
0.245137,5.4688,36.9147,19.4078,36800,13038
0.331771,-0.893253,177.731,46.6103,40112,7360
0.249478,1.05204,141.158,32.8546,29248,4207
0.256363,3.73875,162.529,46.3546,39365,41659
0.120231,-0.96693,137.73,15.5397,31524,40965
0.632126,-3.4526,177.224,31.6237,27313,25810
0.178268,4.93332,95.6819,64.0572,36434,9793
0.38135,-1.87768,96.7458,26.3709,41329,37198
0.130052,-0.691775,92.765,78.2515,40309,9773
0.179163,0.314921,164.091,64.4643,33945,25482
0.174628,-0.030476,148.664,18.5275,7001,14686
0.209217,-4.69917,158.698,38.1934,42594,27312
0.4306,2.32251,144.433,43.5922,47373,24689
0.473912,1.93478,158.065,62.8044,48681,1572
1.06804,-1.57121,151.041,23.9805,46410,39421
0.353027,4.10279,143.273,33.1776,47863,24335
0.457337,0.19306,55.8322,30.4942,2158,57054
0.200713,-16.1435,168.902,41.97,46093,38117
0.130707,0.9147,92.1271,21.4341,17141,56127
0.184108,2.95581,143.406,35.8761,22286,37345
0.515571,3.97312,110.623,25.7068,24358,55299
0.881968,5.56512,172.322,34.418,16434,47901
1.21055,0.788021,120.625,39.8093,10452,17630
0.452234,8.14967,158.923,37.7154,6328,14241
0.121296,-1.25734,180.25,34.516,47747,31292
0.596524,0.612709,147.567,58.4725,55222,54727
0.16392,-3.99342,95.2999,64.4379,22065,18679
1.01746,-2.21086,141.364,17.0784,39665,3795
0.288726,10.2944,182.47,15.4853,23841,35217
0.493047,1.5819,57.1579,47.2477,30935,46258
0.0822661,4.32856,111.118,46.3076,8803,28927
0.199021,-4.88097,105.031,44.6638,46168,1873
0.415803,2.48121,90.5473,30.17,12065,12328
0.104005,13.7733,98.5119,32.1837,10340,6494
0.348814,2.48832,31.0755,5.17061,3527,18579
0.437656,-4.68086,118.325,32.8239,40360,8735
0.617649,3.94796,61.0385,44.596,12539,5793
0.268858,15.5292,97.5369,12.9095,12960,26612
0.961967,0.45625,114.167,70.1028,40718,25855
0.394158,-1.03812,213.5,36.8798,35736,54681
0.0661026,-0.0403883,163.27,31.8659,43786,9133
0.235573,0.278766,193.51,40.6617,43660,40148
0.0590771,7.6679,170.286,7.25838,15142,30678
0.523882,0.289052,191.038,43.7222,3496,37068
0.188455,-6.97742,130.859,9.80382,49017,3252
0.643887,-8.76193,111.668,11.7373,47935,56292
0.733031,0.503366,171.749,31.7766,3502,51800
0.560755,7.16001,84.9152,36.6914,28359,45866
0.402199,-9.64098,102.74,18.2498,37204,30389
0.188809,-0.677312,139.552,36.9204,14291,53238
0.670682,-1.46588,212.254,6.60867,55111,27663
0.469599,-2.33834,150.702,15.277,15930,22961
0.601065,-0.0288242,75.4561,13.5293,6652,42020
0.240894,0.0121255,136.942,55.5095,4761,49977
0.707007,2.57557,241.901,64.0716,16271,13128
0.349434,17.6455,172.45,65.0731,18485,2393
0.148445,-9.35627,104.353,18.7199,22265,6145
0.287928,-1.38,176.026,9.17687,12131,1787
0.651199,15.6636,124.276,39.6839,15350,14637
0.212058,-0.134754,23.7038,6.42126,11618,25928
0.550895,12.9898,117.907,29.4875,2196,28554
0.128831,3.79224,132.204,31.3358,18085,33320
0.232054,-16.7031,128.292,13.3189,41384,20884
0.859574,-0.275509,104.902,44.4927,3505,37634
0.0519792,7.65334,164.301,22.4888,25032,51130
0.114024,-0.618928,68.9656,4.33589,34745,25775
0.198803,-0.094297,123.406,15.8819,17565,49220
0.994865,-3.30068,112.583,55.9515,16066,20462
0.349618,1.60347,64.1663,8.05348,12346,55192
0.079327,4.74988,107.954,25.4554,51679,51704
0.22016,2.33388,212.393,45.0361,47616,42847
0.323391,1.63517,193.478,71.7456,36253,16849
0.16497,0.259232,185.72,19.7298,32896,29912
0.112788,-2.52538,119.807,9.88182,50231,13119
0.152014,0.161749,71.9867,66.6702,4872,40984
0.144306,-4.64934,129.285,18.4151,8643,3591
0.0641675,-7.27593,154.219,24.7113,41733,46931
0.0866806,10.8184,77.0853,3.33843,43468,35227
0.0694583,2.35471,144.403,38.8677,29058,23698
0.459247,-11.2744,144.112,53.4859,19429,6659
0.285978,2.17136,119.304,25.963,15375,41739
0.269289,10.7291,89.171,19.2171,3653,31452
0.350923,-14.2454,221.161,10.9154,9501,15593
0.734301,5.39672,165.628,4.81905,6869,55690
0.786292,-0.206873,47.9383,27.5298,46477,37914
0.814343,-1.771,248.701,11.596,26182,38466
0.316133,-9.38773,93.759,52.1799,3794,51249
0.16213,2.11129,88.2462,22.4542,55412,10831
0.418101,1.43805,142.182,48.7781,15985,56417
0.0758051,2.32784,159.704,60.4356,9238,7635
0.469898,-0.382638,61.4173,29.1833,2506,6018
0.16428,-1.80402,165.763,28.5325,53411,13611
0.451617,2.89171,156.556,18.988,31872,1354
0.102029,-0.24814,62.1309,30.4427,29584,8163
0.458551,1.36535,96.0434,12.4339,25583,26230
0.622728,0.404887,80.5814,73.5676,16059,14862
0.505277,-0.536482,68.0115,23.3999,36266,40808
0.305324,2.39725,86.5498,49.787,56090,39772
0.367465,0.59475,174.541,50.4698,43543,13695
0.277036,3.37596,97.9175,13.7759,50045,24826
0.42808,10.1694,128.296,2.07922,19183,40485
0.65957,-10.2131,49.4397,35.2268,5132,38395
0.217198,-0.131765,152.734,44.3459,53145,56548
0.173568,3.23987,148.666,11.673,31961,905
0.988385,1.22186,139.057,50.2383,15485,40648
0.407764,0.966217,139.525,20.318,44897,39197
0.122775,-0.564732,18.8168,32.8766,22213,22927
0.357956,-5.12563,109.136,4.34826,48079,54188
0.325806,-0.100172,193.012,13.8082,46748,2944
0.362066,-2.67863,79.998,49.5351,24821,52124
0.207991,0.435181,131.29,68.3507,43413,1115
0.744979,0.463532,126.678,11.437,4317,8581
0.0571317,-1.56756,73.0684,24.7252,10187,48150
0.37484,19.2791,163.595,28.8134,49016,39037
0.152253,1.03122,138.069,11.2266,11790,47122
0.443102,-1.0258,186.624,6.83225,46375,3160
0.0984521,-1.29665,84.846,58.0015,34936,14473
0.170277,-2.5239,151.563,19.8132,44352,31110
0.285227,-6.28604,117.684,34.2603,4408,54704
0.0362623,-2.67973,208.56,34.1061,40593,29029
0.358687,-2.10835,140.459,33.3854,45160,55470
0.654364,-3.35966,29.7892,14.6638,53570,38440
0.741072,9.25066,166.778,69.0222,32027,50672
0.193127,2.35863,80.6194,3.99972,30473,18495
0.122463,-20.6353,194.007,35.8246,44647,33890
0.279215,3.40784,74.1949,29.954,8878,34568
0.258136,-5.81992,104.566,52.2728,35465,49162
0.156711,2.49456,175.472,7.00454,27809,37649
0.265443,-3.4242,143.157,42.7557,25989,51159
0.348879,18.496,157.678,66.3023,21690,22364
0.293918,-11.3562,85.9074,58.3395,19404,11932
0.0864573,3.74078,237.931,15.7864,15923,45649
0.299528,-2.17612,243.268,28.7874,4757,27046
0.118745,-3.48048,99.0621,69.8436,41703,51933
0.503262,7.048,89.1289,45.1712,24473,15771
0.359451,9.84696,185.433,37.2748,35279,52208
0.0599989,1.28516,178.647,16.0168,37738,22286
0.457587,2.28317,109.388,57.6184,22987,30371
0.208602,-2.91085,78.1993,20.4858,53078,49944
0.0944077,43.2525,69.7718,51.8233,2745,8200
0.34561,13.5913,144.011,15.3687,40351,51595
0.238214,-0.412962,191.243,12.32,8955,56600
0.91144,6.55373,26.471,23.3877,30929,24278
0.347267,-0.153507,131.55,44.6167,8866,2661
0.34836,14.2506,90.8833,16.2977,32349,54748
0.098766,4.69343,190.597,37.7955,8442,26085
0.395441,-0.213893,60.2492,41.3019,53043,56001
0.196715,3.82522,71.8266,54.5626,6127,42741
0.398567,-3.46335,114.422,15.4323,25161,5270
0.109742,0.158052,143.29,40.7259,1044,6246
0.635976,-1.44982,70.8889,47.7818,51880,23315
0.371902,0.350491,100.452,46.8684,27922,39947
0.860528,-9.54013,163.92,34.2584,2883,6002
0.0839409,-3.19793,225.54,71.4604,49370,17931
0.228367,-3.88324,100.007,55.3757,46580,19108
0.161215,0.604274,239.228,44.7652,17063,24452
0.0847377,-0.0490999,68.6665,21.7546,56418,8442
0.0709885,10.4817,122.471,30.342,26123,49913
0.181787,-2.35715,96.1999,57.6071,19416,48300
0.153178,2.3501,40.5657,24.5114,6693,48080
0.0809095,-2.38797,157.905,24.551,51043,16125
0.794521,0.866545,89.3794,9.32764,4283,53270
0.822064,18.1604,21.02,39.8397,30937,30552
0.483691,-2.36946,132.715,38.6051,51818,46053
0.524548,1.01615,95.8363,7.98226,24332,54726
1.0646,-6.32524,204.27,12.4188,39305,50563
0.0845452,5.66066,148.983,61.0655,16983,647
0.162703,1.32321,243.871,28.4962,25211,25645
0.871259,4.33353,85.944,18.0843,40726,28733
0.323391,17.2724,31.9489,24.4461,1309,20915
0.588265,-0.967305,128.279,36.0174,4484,6150
0.136937,-9.99985,135.645,71.1479,45057,46254
0.316579,5.51701,63.7762,32.4781,42703,44042
0.0877161,-8.69657,105.505,42.8586,28590,47794
0.396437,6.07314,131.454,42.0968,29454,4827
0.483744,-0.508848,177.387,50.2573,16929,9116
0.058231,6.22515,138.195,48.1982,8873,1657
0.256607,1.81539,80.4492,7.80208,17456,43738
0.0934057,2.31278,92.8546,28.1784,56792,6958
0.515571,-1.30422,139.239,36.2926,10229,36163
0.159939,-6.50362,138.8,17.1861,46557,19200
0.626451,-1.84004,63.1038,53.3865,46842,24708
0.136783,4.88659,111.9,2.48292,20510,31444
0.283365,-0.77008,199.88,12.8736,6259,16208
0.451418,-5.14353,202.061,43.3194,53701,56189
0.549959,-2.15459,114.67,36.9383,26056,47732
0.124004,2.89864,93.6677,13.3995,45398,1588
0.214423,-1.37747,110.547,34.5178,35241,24328
0.492798,-2.47556,244.727,14.1317,51380,23160
0.0584134,2.80024,108.83,25.4478,55382,40679
1.13795,3.31562,123.555,49.5386,25794,38659
0.241465,-2.05062,91.8111,27.8951,46137,40247
0.298483,7.43227,131.81,48.6574,39649,12527
0.662438,-4.93211,81.4818,7.39687,40754,48277
0.546809,-2.43311,75.9231,16.8502,294,16399
0.318418,-3.35919,93.4111,69.5343,20634,24814
0.0729301,-1.35231,134.506,12.0243,46907,31824
0.414222,-3.64976,159.695,3.39758,54787,43774
0.270725,1.32165,113.968,63.7195,21032,52312
0.413177,6.8159,54.6271,54.1264,52106,57443
0.0708582,0.281886,73.48,27.7396,15832,26443
0.38399,-5.83384,146.113,19.2042,22668,46823
0.464184,1.70041,82.6663,17.3277,32637,16427
0.325834,2.40712,157.732,10.5791,34235,41340
0.431998,1.56681,119.808,45.9777,27664,6957
0.0711364,4.77807,80.8748,52.2085,44034,30870
0.183109,12.6888,183.803,33.0181,54344,9378
0.23565,3.0031,119.953,24.9517,3175,26683
0.306342,0.00698556,73.5717,14.8232,45268,46489
0.430387,-0.615031,100.083,70.5001,9564,37778
0.265975,0.513593,139.266,21.3022,43424,34039
0.430999,0.408123,103.408,54.2547,46990,1180
0.0806743,1.87018,37.5127,10.0752,16295,7607
0.1773,-18.556,115.859,50.4851,43779,21189
0.208017,-7.57316,229.076,51.7991,2860,55742
0.260353,14.8302,195.298,31.624,37895,271
0.227839,2.72036,122.619,13.9582,4180,21613
0.135069,4.93633,158.315,60.9234,2774,31021
0.404901,-8.46906,111.598,69.9343,6562,46514
0.499659,-0.8465,115.675,57.9645,36609,16382
0.416148,-2.70637,21.0504,7.88283,38911,41676
0.705971,-0.866509,131.098,0.772444,44750,9353
0.556404,-5.39625,59.4135,34.8057,599,38765
0.301521,0.578249,240.835,35.667,9640,19916
0.459722,-0.122679,231.981,5.80492,47685,43127
0.0363909,1.2109,103.482,17.4961,27389,21288
0.360088,4.47268,48.3113,8.78086,32587,53305
0.556085,-1.88668,63.9413,65.0646,38040,42765
0.28515,1.11661,170.134,42.6085,44931,4654
0.445997,7.42495,149.047,34.1886,17844,46184
0.105228,-3.05522,193.555,64.4393,50913,16129
0.328666,4.10553,126.978,25.4446,37625,52210
0.452129,-1.00227,210.189,55.5949,987,37185
0.441731,-4.46671,48.5654,46.0226,7579,6629
0.186748,1.62107,116.885,15.6512,1132,18456
0.123738,1.59939,81.8586,36.0175,11509,32249
0.492087,-0.254214,88.5214,57.2753,45431,41339
0.0710097,8.16299,76.2555,64.7566,15991,56410
0.148187,1.92916,30.375,1.40746,29796,53078
0.760099,1.69165,117.123,47.1687,49,1898
0.136001,-8.94106,99.2126,30.531,43662,41184
0.82652,-1.26685,202.73,42.7667,54528,42031
0.298977,28.053,94.787,47.1483,11368,7880
0.327853,0.798306,123.639,36.0928,9241,55814
0.334367,6.76728,86.3699,14.5533,11215,32779
0.224658,-1.73714,97.1247,66.8027,44607,24475
0.299913,6.62737,114.209,67.1659,1195,13678
0.149165,15.2526,243.373,10.9811,56867,16079
0.100484,-8.3273,89.3244,16.9429,56103,3276
0.404626,-4.56234,95.5461,22.6291,23,40658
0.981323,10.4625,253.915,21.3301,13946,26192
0.34341,-2.47329,119.137,17.959,27335,18881
0.503863,0.420336,130.381,65.2925,51063,28769
0.0732988,-6.25577,86.6236,37.6202,50711,26774
0.925659,-1.35502,152.606,17.335,11522,32716
0.0658257,0.970004,179.583,53.0405,51037,39505
0.0623464,-4.54366,176.833,48.3619,52159,28689
0.380874,-6.56411,230.934,39.7362,7272,9708
0.0946659,-3.23993,100.009,48.3163,22237,8904
0.126199,-1.70134,129.121,41.7257,52741,28251
0.109491,0.57092,225.547,24.1058,38355,27616
0.0627147,1.76869,164.268,20.743,42395,8958
0.448405,-1.11188,81.5271,51.2245,12847,21895
0.252051,5.93653,76.9284,45.4885,10506,31869
0.144946,-0.448121,162.069,30.3047,49593,29442
0.26013,0.305534,177.603,44.6146,52211,7976
0.562396,-4.19454,150.978,5.31514,51223,5524
0.538088,9.49803,170.86,32.4438,16185,22962
0.62007,1.73025,131.609,30.0385,45401,41108
0.498446,0.616641,153.271,57.571,34609,12415
0.514525,-0.18635,248.561,86.053,26413,17635
0.118884,-1.72938,162.283,16.9292,25585,37071
0.628991,3.78626,114.67,17.7498,57039,14658
0.232404,3.94627,123.349,54.5179,48370,7204
0.136569,0.836498,78.3011,40.7496,16460,22357
0.245688,-3.38798,147.626,29.7855,40406,22992
0.352799,2.26401,62.3928,43.977,50569,6376
0.725872,2.73218,133.557,66.0415,3643,25537
0.978099,-3.60303,12.9662,37.2068,25537,43312
0.175006,-0.673303,134.599,34.8089,33816,32440
0.105262,3.40806,165.553,56.4759,20535,38625
0.498852,-0.707946,145.797,56.174,46485,53637
0.474946,2.10403,118.788,5.45394,1873,10051
0.461131,4.09154,27.3143,30.9653,43775,45193
0.206662,8.82466,132.532,6.56596,47431,8168
0.94514,-0.488411,111.669,5.09516,28386,53966
0.166232,-1.81707,175.924,8.99364,2030,4082
0.261914,-1.29143,102.305,63.989,42811,28657
0.142337,-2.18194,78.2108,10.2005,12377,39293
0.315116,-4.83213,152.832,44.6625,54832,44372
0.381034,2.81803,65.6049,50.4779,10368,51835
0.770495,-1.46633,129.546,56.9178,4212,36417
0.110494,1.56952,106.665,47.5714,32300,10168
