all/eyemove_table_1_1.totalFixDur,all/eyemove_table_1_1.prevFixDur,all/eyemove_table_1_1.nextFixDur,all/eyemove_table_1_1.Key_1_1,Key_0_0
199.0,99.0,179.0,991,1658
179.0,139.0,279.0,1095,1188
139.0,99.0,99.0,2385,6076
378.0,179.0,239.0,3744,2584
199.0,20.0,199.0,1812,177
258.0,0.0,99.0,2202,952
99.0,179.0,139.0,4233,5947
179.0,20.0,140.0,4143,5779
239.0,199.0,239.0,6502,5924
338.0,179.0,139.0,7328,105
358.0,139.0,258.0,5720,2410
318.0,99.0,80.0,4570,2331
120.0,140.0,259.0,6421,2177
139.0,99.0,99.0,7513,572
139.0,99.0,199.0,3846,7211
616.0,139.0,159.0,1595,234
99.0,159.0,119.0,238,926
239.0,99.0,80.0,4008,5214
258.0,258.0,179.0,4351,1821
119.0,398.0,179.0,5872,6497
239.0,159.0,80.0,5042,1144
318.0,119.0,179.0,78,1651
238.0,159.0,99.0,6515,955
179.0,179.0,20.0,1756,6392
338.0,179.0,179.0,5871,6029
319.0,159.0,259.0,5847,7014
80.0,239.0,80.0,2483,4335
179.0,199.0,238.0,512,503
318.0,0.0,119.0,5890,7041
179.0,418.0,159.0,1430,1793
139.0,199.0,139.0,4044,5027
358.0,558.0,558.0,4612,7125
219.0,298.0,318.0,6045,2452
139.0,99.0,99.0,6535,1023
139.0,0.0,179.0,5807,5487
99.0,219.0,179.0,6892,2024
298.0,278.0,139.0,2645,783
139.0,119.0,99.0,5845,5310
218.0,99.0,139.0,1265,2916
218.0,239.0,119.0,2584,7076
80.0,139.0,179.0,6073,5793
159.0,140.0,219.0,1531,4149
338.0,139.0,119.0,4774,6779
139.0,159.0,219.0,3204,5599
99.0,139.0,119.0,961,72
100.0,139.0,179.0,332,354
279.0,319.0,179.0,5780,6660
139.0,0.0,99.0,1775,2046
219.0,80.0,139.0,1397,6563
139.0,0.0,99.0,4952,3204
99.0,80.0,318.0,5702,6758
278.0,139.0,179.0,1089,1734
179.0,179.0,179.0,5026,882
298.0,0.0,99.0,6656,2940
139.0,139.0,159.0,452,1945
199.0,139.0,159.0,2833,4002
99.0,99.0,99.0,5311,6117
258.0,238.0,139.0,831,2198
139.0,358.0,139.0,4352,1487
80.0,100.0,139.0,2868,5126
139.0,159.0,80.0,1564,4989
179.0,199.0,99.0,2727,2643
318.0,179.0,139.0,2383,4637
219.0,219.0,179.0,5988,5137
139.0,319.0,219.0,1696,4840
119.0,219.0,80.0,4500,226
379.0,159.0,279.0,3485,5633
239.0,0.0,318.0,1668,7437
457.0,99.0,99.0,7455,5958
318.0,219.0,199.0,5306,7010
119.0,139.0,80.0,86,756
159.0,119.0,139.0,5925,5358
139.0,159.0,80.0,4,7509
80.0,139.0,219.0,920,6761
159.0,139.0,179.0,5352,871
159.0,278.0,100.0,6729,2359
139.0,80.0,159.0,4730,3616
219.0,99.0,100.0,3572,6809
80.0,80.0,99.0,916,5969
199.0,338.0,179.0,3904,3244
80.0,99.0,99.0,4894,1809
318.0,278.0,238.0,1435,5697
318.0,179.0,278.0,6353,1498
80.0,80.0,119.0,1629,2179
339.0,159.0,279.0,1199,3704
159.0,139.0,80.0,1016,58
278.0,99.0,239.0,3629,4175
199.0,80.0,159.0,1092,5445
139.0,179.0,199.0,3799,5994
139.0,0.0,238.0,5452,4187
139.0,199.0,119.0,5500,2336
139.0,179.0,139.0,648,7146
239.0,20.0,20.0,6534,1261
259.0,298.0,139.0,1676,2487
199.0,258.0,119.0,543,1404
119.0,199.0,179.0,6633,6730
417.0,139.0,298.0,1024,7586
299.0,99.0,159.0,4378,1918
398.0,139.0,80.0,3106,2380
179.0,159.0,159.0,2749,7053
259.0,179.0,179.0,7251,1497
99.0,99.0,139.0,4380,4773
179.0,119.0,298.0,2576,1909
199.0,0.0,159.0,3674,6533
139.0,159.0,139.0,374,6081
139.0,119.0,99.0,314,6806
299.0,219.0,20.0,3582,4181
179.0,179.0,139.0,2451,2205
358.0,159.0,179.0,6939,788
179.0,179.0,100.0,590,5870
358.0,159.0,159.0,1857,1574
139.0,139.0,159.0,7094,2719
139.0,219.0,99.0,4842,3768
119.0,159.0,100.0,7309,7265
198.0,159.0,80.0,5397,375
298.0,199.0,278.0,402,4458
99.0,80.0,99.0,691,2623
199.0,159.0,139.0,3016,7539
358.0,139.0,199.0,391,3656
179.0,119.0,278.0,3318,2106
219.0,119.0,139.0,3924,3651
159.0,119.0,100.0,6648,3702
179.0,179.0,139.0,5933,3568
139.0,159.0,159.0,1559,3316
139.0,298.0,179.0,3004,3936
80.0,179.0,119.0,6707,4658
119.0,179.0,139.0,5135,4107
179.0,80.0,239.0,4181,2745
337.0,179.0,99.0,6821,2421
159.0,199.0,119.0,4551,3610
80.0,159.0,119.0,6663,3987
458.0,159.0,179.0,3835,2463
119.0,99.0,219.0,7243,6470
159.0,99.0,99.0,5838,4731
298.0,199.0,159.0,5949,432
259.0,199.0,179.0,5152,3297
119.0,199.0,139.0,7600,2170
219.0,99.0,119.0,4215,3559
139.0,139.0,139.0,4715,1229
159.0,99.0,99.0,278,6784
99.0,99.0,159.0,6809,3401
298.0,159.0,238.0,6074,777
179.0,119.0,179.0,1,6198
219.0,219.0,219.0,199,1546
258.0,119.0,139.0,2935,7583
218.0,418.0,159.0,3710,117
199.0,239.0,179.0,7565,3404
139.0,119.0,99.0,6164,2881
119.0,179.0,139.0,2918,1096
258.0,258.0,139.0,6084,5289
199.0,159.0,99.0,948,4291
119.0,159.0,119.0,5329,5189
80.0,99.0,99.0,2281,279
99.0,0.0,238.0,1091,6622
179.0,139.0,179.0,1029,5030
298.0,298.0,159.0,3213,1151
139.0,139.0,179.0,3080,7002
377.0,199.0,99.0,350,135
139.0,99.0,159.0,4796,4996
179.0,139.0,199.0,6005,3473
179.0,179.0,219.0,5533,2029
99.0,179.0,258.0,3211,5784
179.0,80.0,139.0,4457,1949
99.0,238.0,139.0,2154,1758
139.0,179.0,99.0,5714,6891
179.0,219.0,179.0,3717,5367
239.0,159.0,139.0,6329,3298
218.0,119.0,119.0,1608,4208
696.0,139.0,179.0,1896,3805
119.0,318.0,99.0,6115,4757
99.0,179.0,179.0,2728,128
319.0,199.0,199.0,4771,1013
159.0,199.0,80.0,6132,1185
119.0,139.0,219.0,2107,2334
259.0,179.0,179.0,7088,2734
159.0,99.0,100.0,514,608
119.0,99.0,179.0,5831,992
199.0,99.0,99.0,744,231
139.0,119.0,119.0,7492,1344
139.0,199.0,239.0,5385,2271
219.0,99.0,159.0,4070,7164
438.0,219.0,239.0,5201,1375
179.0,259.0,219.0,5324,325
199.0,99.0,119.0,3980,5196
159.0,278.0,159.0,739,5944
119.0,199.0,179.0,7221,5892
199.0,159.0,179.0,5273,3455
219.0,179.0,119.0,269,6930
159.0,99.0,80.0,2477,4162
298.0,99.0,139.0,59,5019
318.0,99.0,99.0,2384,752
139.0,80.0,99.0,7046,3519
179.0,139.0,238.0,137,5161
278.0,199.0,258.0,491,5822
239.0,159.0,139.0,4049,6051
139.0,99.0,99.0,124,2870
119.0,258.0,358.0,7219,1624
80.0,99.0,99.0,4039,5500
99.0,139.0,159.0,2561,488
80.0,99.0,99.0,7409,6611
278.0,119.0,219.0,7155,1623
119.0,119.0,139.0,5806,5100
378.0,278.0,159.0,1336,3113
139.0,0.0,199.0,3076,2650
139.0,139.0,219.0,6446,2136
99.0,139.0,179.0,3929,2033
179.0,139.0,139.0,394,4670
139.0,99.0,99.0,488,5329
278.0,139.0,99.0,6046,3344
99.0,238.0,159.0,3784,867
159.0,0.0,199.0,2287,4685
139.0,100.0,139.0,1241,1467
239.0,80.0,99.0,3877,6438
179.0,239.0,159.0,7110,6540
179.0,139.0,139.0,5730,4867
99.0,99.0,159.0,3984,7136
159.0,0.0,199.0,5544,3281
199.0,199.0,139.0,3298,3675
199.0,80.0,258.0,4126,7367
179.0,99.0,298.0,6433,2554
179.0,159.0,139.0,3345,5886
179.0,219.0,100.0,3287,828
80.0,139.0,179.0,6492,1271
397.0,219.0,179.0,413,3451
538.0,239.0,20.0,464,2083
559.0,100.0,219.0,6591,1786
199.0,119.0,99.0,5186,6776
139.0,179.0,159.0,7329,6225
99.0,119.0,239.0,3989,5291
298.0,199.0,338.0,2980,5723
298.0,219.0,119.0,7564,2340
338.0,99.0,159.0,5408,1137
99.0,139.0,99.0,4673,5523
318.0,139.0,99.0,4365,100
179.0,239.0,199.0,6786,6786
338.0,179.0,179.0,3436,321
278.0,99.0,179.0,1661,2843
199.0,219.0,199.0,6105,4844
159.0,0.0,80.0,4943,1005
99.0,80.0,219.0,2222,895
318.0,179.0,80.0,5609,568
119.0,179.0,219.0,7083,5164
139.0,139.0,99.0,966,5320
139.0,219.0,219.0,7170,4586
259.0,179.0,139.0,1652,2574
139.0,219.0,99.0,3765,5111
298.0,179.0,80.0,4229,1991
99.0,179.0,80.0,258,3922
457.0,119.0,99.0,3214,4950
139.0,238.0,199.0,457,494
179.0,179.0,258.0,5941,1994
278.0,159.0,258.0,4441,4903
199.0,219.0,259.0,1807,180
139.0,99.0,139.0,985,1757
119.0,0.0,159.0,4100,2571
99.0,278.0,99.0,7274,4914
318.0,139.0,179.0,6988,1633
99.0,119.0,159.0,2615,5516
80.0,80.0,179.0,6306,4847
278.0,139.0,119.0,2190,130
80.0,99.0,99.0,7377,2803
159.0,219.0,99.0,7528,1129
318.0,239.0,179.0,449,892
159.0,139.0,378.0,7153,6433
159.0,239.0,179.0,3825,75
119.0,80.0,80.0,6603,2353
99.0,179.0,179.0,3807,5422
199.0,80.0,219.0,5197,6444
179.0,239.0,179.0,856,493
99.0,199.0,159.0,7444,3713
179.0,139.0,139.0,2409,2840
219.0,139.0,159.0,4228,5810
99.0,179.0,179.0,6943,6899
159.0,99.0,100.0,6779,6038
278.0,80.0,100.0,3479,1068
199.0,239.0,199.0,3091,4696
119.0,99.0,119.0,3596,2678
159.0,278.0,99.0,1037,3927
179.0,139.0,119.0,1043,5536
219.0,119.0,219.0,2215,3546
199.0,199.0,199.0,1169,406
199.0,159.0,159.0,2447,7400
199.0,100.0,239.0,1729,1221
298.0,258.0,199.0,1369,2144
80.0,179.0,139.0,4912,7087
80.0,80.0,119.0,3661,6790
258.0,159.0,139.0,5089,1256
179.0,179.0,100.0,1889,5912
199.0,199.0,139.0,5726,659
179.0,219.0,139.0,1943,2474
518.0,239.0,379.0,2627,6828
80.0,99.0,139.0,4804,3885
338.0,258.0,199.0,1682,6556
139.0,199.0,278.0,4638,5721
298.0,139.0,199.0,2054,6072
99.0,139.0,80.0,22,3275
199.0,219.0,318.0,6610,6956
438.0,159.0,359.0,4695,5623
358.0,239.0,99.0,5476,6428
278.0,159.0,239.0,1838,585
239.0,219.0,99.0,786,1047
199.0,199.0,139.0,7245,6500
99.0,239.0,258.0,7199,2401
80.0,179.0,179.0,5470,3175
139.0,179.0,80.0,5063,6569
99.0,179.0,199.0,442,2297
278.0,159.0,139.0,5685,6082
139.0,298.0,398.0,4732,7176
80.0,219.0,80.0,4466,2608
179.0,199.0,20.0,6050,4360
159.0,199.0,159.0,1281,3314
179.0,139.0,119.0,6796,6043
99.0,139.0,80.0,1447,614
179.0,80.0,179.0,1469,3851
119.0,139.0,119.0,7335,1667
179.0,199.0,179.0,3030,5588
258.0,99.0,219.0,875,6655
99.0,99.0,119.0,5753,2246
80.0,99.0,199.0,1758,2001
80.0,99.0,80.0,6913,1701
558.0,179.0,219.0,1792,1044
179.0,159.0,219.0,5980,1741
159.0,119.0,278.0,6188,1320
259.0,179.0,179.0,1046,35
80.0,80.0,99.0,830,2408
179.0,159.0,139.0,5266,6771
199.0,100.0,159.0,6973,1223
556.0,99.0,119.0,1585,3059
99.0,259.0,100.0,1771,1200
239.0,179.0,219.0,4027,4160
80.0,80.0,99.0,6021,3969
258.0,179.0,139.0,4427,3006
119.0,139.0,119.0,3592,5654
99.0,139.0,179.0,213,2635
119.0,219.0,119.0,670,4502
597.0,119.0,100.0,2332,906
219.0,179.0,199.0,5315,5594
278.0,239.0,119.0,2075,4039
239.0,20.0,20.0,926,5515
497.0,0.0,159.0,2290,2203
179.0,258.0,99.0,1018,6528
99.0,0.0,139.0,341,5414
279.0,119.0,99.0,4559,3347
179.0,119.0,258.0,6651,7339
319.0,299.0,20.0,4423,7311
139.0,119.0,100.0,31,6704
120.0,259.0,20.0,4825,2772
259.0,0.0,238.0,2708,4953
338.0,119.0,159.0,7016,5975
80.0,259.0,139.0,2624,1968
99.0,179.0,100.0,5582,169
219.0,0.0,139.0,3193,1313
298.0,199.0,199.0,3111,5908
119.0,119.0,80.0,3020,1143
159.0,99.0,238.0,5626,5562
399.0,219.0,259.0,3972,5601
278.0,179.0,139.0,2267,2227
119.0,99.0,99.0,4135,4514
179.0,159.0,99.0,2345,2744
140.0,219.0,239.0,5779,4983
99.0,99.0,99.0,3274,5096
238.0,119.0,219.0,2693,6171
278.0,159.0,119.0,6480,1429
139.0,139.0,100.0,4635,152
238.0,318.0,139.0,2588,4343
99.0,80.0,199.0,663,6630
139.0,80.0,80.0,3292,927
219.0,219.0,179.0,2250,205
238.0,258.0,159.0,377,1894
99.0,139.0,139.0,2775,5488
318.0,139.0,219.0,18,3932
298.0,80.0,179.0,2314,476
179.0,80.0,179.0,4602,558
757.0,458.0,279.0,3046,7563
139.0,238.0,139.0,7524,5781
219.0,99.0,99.0,809,449
159.0,0.0,199.0,1803,2511
99.0,139.0,80.0,3705,1847
318.0,119.0,219.0,7225,2846
139.0,119.0,179.0,5828,3219
179.0,258.0,99.0,6936,970
219.0,239.0,120.0,947,2758
179.0,159.0,199.0,2878,4332
199.0,259.0,279.0,4339,2411
259.0,179.0,219.0,6751,998
259.0,238.0,219.0,3932,486
99.0,338.0,80.0,2336,2864
219.0,159.0,80.0,567,3303
179.0,119.0,139.0,5741,6872
119.0,139.0,99.0,5158,6638
199.0,179.0,139.0,1365,6414
99.0,0.0,80.0,2748,3400
119.0,99.0,99.0,3566,6874
139.0,139.0,100.0,5903,2987
179.0,159.0,258.0,4987,4527
219.0,139.0,179.0,6916,6137
139.0,119.0,179.0,247,5502
478.0,219.0,437.0,1669,7320
238.0,159.0,99.0,2569,2400
80.0,80.0,179.0,1484,5131
99.0,80.0,80.0,5195,5198
179.0,99.0,99.0,2003,3237
179.0,99.0,199.0,4666,1326
139.0,99.0,179.0,4690,1648
278.0,119.0,219.0,6608,4577
139.0,99.0,298.0,5761,142
119.0,139.0,119.0,1446,5914
298.0,179.0,258.0,1587,2127
238.0,0.0,100.0,1856,986
179.0,139.0,139.0,2426,2699
179.0,179.0,99.0,354,5054
219.0,159.0,159.0,2393,2204
139.0,139.0,119.0,1980,1995
139.0,219.0,80.0,1069,78
198.0,298.0,199.0,4553,2124
239.0,80.0,139.0,855,2065
298.0,219.0,179.0,7326,874
199.0,219.0,80.0,1342,4333
239.0,0.0,99.0,37,3788
139.0,99.0,139.0,2373,4491
239.0,278.0,80.0,1809,6168
239.0,199.0,219.0,881,2529
80.0,119.0,119.0,3622,3791
179.0,259.0,139.0,4432,4481
159.0,0.0,119.0,2037,5201
119.0,139.0,179.0,4845,836
179.0,80.0,100.0,6267,512
259.0,139.0,139.0,2981,2432
239.0,80.0,238.0,7349,4559
239.0,359.0,199.0,4092,1065
80.0,99.0,179.0,2525,2062
219.0,179.0,239.0,6436,5168
259.0,238.0,278.0,2043,5177
139.0,0.0,298.0,2198,1492
219.0,219.0,179.0,1610,1040
139.0,219.0,119.0,2550,7422
179.0,139.0,199.0,5601,3548
239.0,319.0,120.0,1463,5427
179.0,199.0,179.0,1664,7101
278.0,99.0,219.0,5604,3598
299.0,239.0,159.0,4527,6219
179.0,179.0,179.0,5340,4744
179.0,20.0,558.0,1293,7028
278.0,318.0,159.0,2361,314
199.0,139.0,339.0,6382,3060
139.0,139.0,179.0,2410,2920
219.0,179.0,199.0,5046,1335
219.0,139.0,99.0,1240,6495
199.0,99.0,179.0,2593,3560
239.0,80.0,339.0,4946,1042
99.0,239.0,258.0,1961,2648
99.0,179.0,119.0,5010,3413
139.0,139.0,159.0,3722,3453
358.0,238.0,239.0,3829,7483
258.0,159.0,239.0,6784,5376
219.0,119.0,139.0,2688,1696
119.0,179.0,179.0,7253,7257
80.0,139.0,99.0,4218,7344
358.0,139.0,99.0,2369,4667
80.0,179.0,99.0,5991,4084
179.0,219.0,159.0,1381,1643
119.0,0.0,80.0,989,5378
199.0,139.0,219.0,6043,2371
119.0,139.0,139.0,150,2103
318.0,99.0,80.0,2212,3331
199.0,99.0,179.0,3232,3667
20.0,439.0,339.0,3154,5512
20.0,0.0,279.0,4411,377
139.0,139.0,99.0,1981,5472
139.0,199.0,298.0,5895,211
418.0,179.0,458.0,1341,5758
99.0,99.0,258.0,6904,2505
358.0,179.0,139.0,910,2073
179.0,219.0,199.0,3676,3444
338.0,99.0,119.0,1491,6281
159.0,179.0,199.0,5327,6060
139.0,199.0,238.0,4084,6109
139.0,139.0,219.0,981,1530
239.0,179.0,179.0,4931,4065
219.0,140.0,239.0,1904,1388
139.0,119.0,99.0,5254,7205
517.0,278.0,139.0,6013,693
139.0,119.0,99.0,482,1278
139.0,99.0,179.0,5289,411
80.0,99.0,80.0,7464,4051
99.0,99.0,119.0,7036,1279
139.0,99.0,139.0,5232,1795
119.0,80.0,179.0,651,4883
139.0,119.0,159.0,7568,2409
139.0,119.0,179.0,713,1015
80.0,139.0,99.0,5190,988
159.0,179.0,159.0,6639,5454
298.0,99.0,159.0,6468,3769
199.0,139.0,179.0,6092,6354
139.0,139.0,99.0,6596,6843
338.0,119.0,179.0,2415,3464
20.0,299.0,279.0,4155,2110
100.0,239.0,159.0,791,337
258.0,338.0,99.0,4537,1362
218.0,80.0,239.0,3687,4336
119.0,139.0,199.0,1581,3417
139.0,0.0,219.0,5077,5792
239.0,139.0,80.0,6360,1265
80.0,179.0,119.0,2007,7438
179.0,80.0,99.0,3165,5778
278.0,0.0,119.0,627,1216
99.0,199.0,99.0,3373,3068
179.0,0.0,119.0,4780,4059
219.0,179.0,199.0,4318,3439
99.0,99.0,259.0,1389,6459
219.0,99.0,159.0,2680,4223
99.0,100.0,159.0,2769,6174
179.0,119.0,179.0,4179,6905
119.0,80.0,219.0,4824,216
159.0,239.0,338.0,3981,1616
139.0,119.0,219.0,5225,5642
119.0,80.0,139.0,5454,4580
139.0,159.0,278.0,4934,3761
99.0,99.0,100.0,2033,2856
199.0,199.0,139.0,7388,3632
180.0,239.0,518.0,178,6785
298.0,119.0,139.0,5732,333
259.0,0.0,199.0,7447,45
219.0,179.0,179.0,3650,5501
219.0,139.0,179.0,5270,4392
139.0,179.0,80.0,2311,6184
139.0,298.0,99.0,4436,5463
438.0,140.0,199.0,3698,6347
179.0,259.0,20.0,5688,6460
139.0,258.0,258.0,7463,6597
239.0,159.0,99.0,204,1187
319.0,379.0,299.0,4283,3889
159.0,179.0,199.0,3767,114
139.0,179.0,159.0,5629,1656
418.0,359.0,199.0,5469,4700
80.0,179.0,80.0,5525,3745
338.0,219.0,298.0,2347,2489
258.0,99.0,80.0,2759,4588
159.0,0.0,219.0,2245,937
259.0,239.0,179.0,5961,1346
298.0,119.0,139.0,3084,6818
80.0,119.0,139.0,2259,1964
439.0,199.0,179.0,364,1455
218.0,99.0,80.0,4069,4078
159.0,0.0,119.0,2801,6667
259.0,139.0,338.0,4386,595
139.0,139.0,159.0,847,6156
298.0,0.0,139.0,3845,3942
139.0,99.0,80.0,4210,728
80.0,80.0,100.0,3580,5223
80.0,80.0,80.0,3109,5008
159.0,119.0,139.0,5369,6222
99.0,119.0,80.0,5671,53
139.0,139.0,99.0,324,2060
179.0,179.0,159.0,1460,5671
239.0,139.0,80.0,2888,854
99.0,0.0,159.0,2915,2715
199.0,199.0,179.0,4103,5572
219.0,378.0,179.0,2682,7417
219.0,80.0,119.0,5852,5552
99.0,199.0,259.0,5686,7295
119.0,99.0,139.0,899,5017
139.0,80.0,139.0,970,5940
99.0,99.0,258.0,6061,3452
239.0,159.0,179.0,2826,123
278.0,298.0,219.0,1087,7557
139.0,219.0,99.0,4175,7337
835.0,139.0,179.0,1794,942
179.0,80.0,239.0,393,2460
99.0,238.0,239.0,40,3630
119.0,199.0,258.0,4945,1400
179.0,258.0,139.0,2164,1892
139.0,199.0,179.0,3185,1562
99.0,358.0,378.0,41,1252
100.0,119.0,159.0,4648,4648
419.0,279.0,239.0,7017,6954
159.0,139.0,99.0,6889,2942
139.0,219.0,278.0,5184,1226
80.0,80.0,99.0,5945,1299
179.0,358.0,318.0,3727,3874
139.0,119.0,119.0,5126,4855
199.0,179.0,100.0,5474,5925
120.0,120.0,638.0,6625,6399
159.0,80.0,179.0,6551,4939
179.0,179.0,99.0,3583,7394
139.0,239.0,179.0,3830,5434
99.0,179.0,179.0,2667,4623
199.0,239.0,100.0,1417,7432
179.0,179.0,239.0,7549,2268
258.0,139.0,139.0,2034,2501
278.0,80.0,99.0,1545,2634
159.0,119.0,139.0,6357,3100
238.0,139.0,239.0,4206,3213
179.0,219.0,219.0,2239,6303
219.0,139.0,139.0,3645,6589
139.0,139.0,119.0,5012,4159
159.0,298.0,417.0,2943,5966
258.0,99.0,119.0,519,4943
239.0,199.0,199.0,1797,324
100.0,99.0,119.0,7541,4803
119.0,298.0,99.0,4833,2910
99.0,219.0,139.0,7296,5333
80.0,99.0,99.0,5170,3652
1335.0,0.0,478.0,5748,6603
99.0,199.0,159.0,3124,5093
219.0,99.0,238.0,237,146
219.0,258.0,80.0,2457,2191
258.0,99.0,159.0,3616,7524
199.0,80.0,179.0,5395,4916
80.0,99.0,99.0,6456,5658
99.0,119.0,239.0,1657,7049
179.0,139.0,99.0,2320,1862
298.0,239.0,139.0,684,3572
139.0,119.0,119.0,5006,6095
239.0,80.0,159.0,5935,761
119.0,139.0,99.0,3241,6316
99.0,119.0,99.0,5464,5730
99.0,139.0,80.0,950,3304
139.0,239.0,179.0,3202,2944
218.0,80.0,258.0,4961,3158
99.0,139.0,80.0,5625,4110
119.0,80.0,139.0,7111,530
219.0,0.0,219.0,3332,6706
139.0,99.0,139.0,4149,4815
339.0,219.0,199.0,4211,7497
100.0,99.0,119.0,2182,6404
119.0,139.0,80.0,6055,1663
179.0,139.0,119.0,3633,2298
179.0,159.0,99.0,1611,6518
119.0,159.0,80.0,1858,6856
258.0,119.0,139.0,4677,3337
179.0,159.0,99.0,2094,4519
139.0,259.0,20.0,5072,6857
498.0,199.0,179.0,6319,2385
119.0,219.0,199.0,177,1255
278.0,199.0,139.0,2423,6753
299.0,0.0,319.0,4076,4182
100.0,159.0,219.0,1407,1582
80.0,219.0,259.0,4631,5586
80.0,119.0,119.0,1502,7239
219.0,219.0,99.0,4115,2089
179.0,139.0,159.0,1461,3700
20.0,419.0,558.0,7591,2575
160.0,99.0,119.0,5898,6047
139.0,159.0,179.0,521,1402
99.0,139.0,99.0,4134,1323
199.0,99.0,99.0,2102,5208
258.0,238.0,119.0,6580,3938
139.0,199.0,199.0,4358,7448
219.0,0.0,80.0,2289,1647
398.0,119.0,179.0,2118,1074
159.0,139.0,139.0,232,5038
179.0,100.0,199.0,7467,5848
99.0,179.0,139.0,5592,1588
298.0,80.0,199.0,676,6273
358.0,139.0,139.0,6000,1982
358.0,0.0,219.0,3879,3945
99.0,100.0,139.0,1992,5006
80.0,80.0,179.0,433,7602
80.0,80.0,119.0,3653,7021
258.0,199.0,318.0,1627,4386
219.0,238.0,179.0,2367,23
119.0,99.0,139.0,6912,3134
219.0,338.0,179.0,4154,4402
259.0,0.0,199.0,5849,6463
258.0,219.0,179.0,616,1893
139.0,298.0,139.0,2135,4750
119.0,139.0,99.0,2528,1043
179.0,359.0,199.0,7252,850
199.0,119.0,199.0,2650,5384
100.0,99.0,199.0,4082,5317
80.0,179.0,139.0,4779,5446
99.0,338.0,378.0,1906,1680
99.0,119.0,80.0,4456,4365
298.0,80.0,80.0,1924,30
80.0,219.0,159.0,5556,4635
139.0,139.0,199.0,3360,5597
219.0,99.0,199.0,2395,4806
99.0,99.0,219.0,5485,7019
139.0,80.0,179.0,1722,929
99.0,0.0,99.0,6117,250
159.0,338.0,318.0,2353,1820
219.0,259.0,339.0,1148,3157
259.0,99.0,179.0,1386,2724
239.0,278.0,100.0,5816,4662
119.0,99.0,99.0,4274,3888
298.0,80.0,179.0,1306,463
99.0,159.0,139.0,3544,1506
139.0,219.0,179.0,6769,6978
139.0,179.0,119.0,1550,6863
119.0,139.0,159.0,244,3121
119.0,80.0,159.0,765,5213
199.0,219.0,179.0,5805,6705
378.0,139.0,179.0,5672,2825
119.0,258.0,80.0,7313,5834
99.0,0.0,99.0,3147,5411
139.0,139.0,139.0,3833,59
119.0,119.0,238.0,822,7249
179.0,458.0,219.0,4653,3108
179.0,179.0,258.0,820,747
139.0,199.0,298.0,2431,6538
139.0,119.0,179.0,6991,1222
139.0,99.0,139.0,1935,2611
80.0,99.0,99.0,3484,1520
139.0,139.0,139.0,1180,7390
139.0,99.0,159.0,3377,1092
139.0,199.0,199.0,4519,2993
119.0,119.0,80.0,3861,4774
100.0,99.0,80.0,1303,1587
199.0,179.0,417.0,6448,5483
99.0,139.0,100.0,4562,1250
179.0,80.0,298.0,356,3499
99.0,119.0,219.0,2726,1193
319.0,219.0,279.0,4279,6180
119.0,100.0,100.0,4191,7498
258.0,179.0,159.0,2331,5756
179.0,139.0,139.0,644,4780
358.0,139.0,179.0,959,2841
219.0,99.0,239.0,6983,5627
357.0,119.0,139.0,4359,5474
139.0,0.0,139.0,5411,7461
99.0,139.0,219.0,1099,7578
80.0,80.0,80.0,3734,6962
279.0,20.0,120.0,2223,5951
139.0,139.0,139.0,6191,6831
199.0,159.0,119.0,4342,4179
179.0,139.0,99.0,1942,7050
99.0,99.0,199.0,5406,6613
159.0,0.0,179.0,4598,140
299.0,0.0,238.0,1630,2591
179.0,139.0,99.0,6744,795
99.0,239.0,298.0,5364,5218
139.0,438.0,299.0,5938,3734
438.0,139.0,139.0,7533,3538
80.0,179.0,80.0,7032,1930
99.0,80.0,99.0,1051,5591
259.0,258.0,80.0,2490,4070
259.0,159.0,179.0,4705,348
298.0,99.0,99.0,4054,4760
119.0,179.0,80.0,6394,3041
318.0,139.0,139.0,4915,6554
119.0,219.0,159.0,5973,121
159.0,179.0,219.0,5864,4455
139.0,159.0,139.0,4802,6201
298.0,139.0,298.0,3019,5425
338.0,179.0,99.0,3733,5986
119.0,99.0,99.0,1681,3469
99.0,139.0,278.0,4081,662
179.0,159.0,119.0,4111,582
159.0,179.0,140.0,4691,7546
179.0,159.0,219.0,7504,6193
299.0,120.0,339.0,7583,4255
179.0,179.0,179.0,3415,4826
139.0,139.0,239.0,6516,1939
338.0,139.0,179.0,6349,6868
198.0,159.0,179.0,5198,2056
80.0,0.0,80.0,3804,6543
80.0,99.0,99.0,3293,5622
477.0,119.0,139.0,4016,4277
139.0,219.0,80.0,6332,257
239.0,239.0,119.0,4729,3752
119.0,99.0,99.0,4628,7523
199.0,100.0,100.0,1552,3066
398.0,119.0,139.0,6907,1678
238.0,80.0,99.0,524,2764
219.0,338.0,378.0,4926,6269
199.0,179.0,179.0,3549,3327
238.0,139.0,258.0,7450,3557
298.0,179.0,219.0,1835,1911
278.0,139.0,159.0,3571,7121
139.0,0.0,99.0,2440,5659
239.0,199.0,279.0,4141,7243
100.0,99.0,139.0,4591,1288
199.0,298.0,298.0,2721,5937
337.0,139.0,99.0,6165,1292
139.0,239.0,239.0,7534,2066
179.0,80.0,99.0,539,1605
179.0,298.0,179.0,3677,1737
119.0,139.0,159.0,2196,886
99.0,139.0,139.0,1525,6265
99.0,100.0,139.0,5414,3842
139.0,258.0,179.0,4373,3941
238.0,99.0,80.0,4212,2084
80.0,139.0,318.0,6759,3087
