Key_0_0,pupilDiamMax,P1stFixation,leavingPos,Key_1_3
7531,0.125,0,16.9189,2176
5037,0.1025,1,21.8002,2389
6943,0.1025,1,68.2367,925
395,0.1025,1,43.0465,7163
4794,0.073,1,33.4701,818
5292,0.074,1,54.6855,440
636,0.092,1,107.557,2124
5376,0.168,1,20.0998,3135
3779,0.158,1,39.5127,6041
2554,0.203,1,125.1958,6162
12,0.203,1,140.2284,605
5013,0.203,1,116.0097,4301
5928,0.1995,1,103.8809,6578
3747,0.0765,1,67.9724,3297
4011,0.0585,1,10.0623,7116
5402,0.1305,1,41.1096,4899
45,-0.0045,1,97.5115,6914
2977,0.038,1,30.6023,3532
7233,0.055,1,33.2039,3886
2663,0.055,1,224.0022,5859
3444,0.053,1,19.5064,3786
2355,0.053,1,46.0109,3791
3214,0.053,1,76.0953,4069
5216,0.053,1,29.6522,5655
2500,0.2915,1,101.1496,332
660,0.1665,1,78.6289,3256
3809,0.088,1,88.0909,7103
4897,0.1705,1,62.139,1127
5453,0.235,1,95.1893,6805
2348,0.236,1,86.6747,6273
5318,0.236,1,129.5782,7339
1331,0.236,1,115.5865,773
6826,0.1485,1,23.1138,1543
6770,0.0895,1,96.5013,6834
2154,0.147,0,72.2011,5341
4741,0.147,1,131.8048,7111
3582,0.147,1,81.6364,6232
4118,0.2875,0,37.0304,1744
5152,0.0635,1,117.72,1452
7579,0.0635,1,33.5336,2198
7295,0.0635,1,102.8129,5472
6214,0.0635,1,32.0663,1696
3279,0.0745,1,121.1487,280
2012,0.0745,1,13.1244,5916
1522,0.0915,1,94.4788,5209
7260,0.132,1,97.5141,7364
719,0.075,1,94.8538,6966
7456,0.1215,0,168.6668,2106
3333,0.1215,0,27.8792,5925
2231,0.1215,0,6.5192,7179
1570,-0.0265,1,88.5692,2877
3482,0.0265,1,13.4629,1514
5154,-0.013,0,186.0168,6239
1552,-0.055,0,60.531,5183
5947,-0.055,0,42.003,6075
4815,-0.0305,0,63.5079,5104
5300,0.002,1,10.7355,2615
5606,0.002,1,78.9003,4659
775,0.149,0,61.4593,6688
5551,0.225,1,56.5442,3592
4920,-0.051,1,95.0,67
1002,-0.0065,1,83.0738,7057
4944,-0.0065,1,65.5515,535
3477,-0.0065,1,79.4119,5260
7161,-0.0065,1,60.9631,5713
7224,-0.0335,1,3.0414,824
4563,0.004,1,112.5178,1325
3600,0.0115,1,8.0623,114
5454,0.126,1,67.1509,239
2093,0.126,1,80.025,3735
5187,0.2004,1,27.0185,4536
5211,0.2394,0,79.6304,145
7478,0.2839,1,171.8284,4013
6610,0.2839,1,112.1037,3251
2993,0.3074,1,80.3275,150
2406,0.5104,1,116.6898,523
607,0.5104,1,2.9155,3066
1601,0.5104,1,35.5141,2638
1163,0.0214,1,55.9017,759
1333,0.0639,1,79.0142,3219
853,0.2524,1,67.8325,7280
4662,0.2539,1,60.1851,298
2579,0.2539,1,45.8394,5838
3797,0.2169,1,67.0914,20
3807,0.3719,0,191.3165,668
1430,0.3719,0,26.5754,226
7197,0.0759,1,54.6443,6390
524,0.1644,1,48.5644,2065
1124,0.1744,1,35.3553,6844
601,0.1744,1,121.4928,599
4107,0.1459,1,76.5849,3043
3815,0.1994,1,46.2871,4050
6848,0.2389,1,83.0241,351
6729,0.2759,1,76.1183,6581
3491,0.2759,1,71.0862,2047
5121,0.2759,1,52.4619,5941
5139,0.1599,1,42.8077,4418
5046,0.1014,0,127.5627,1079
2782,0.0429,0,67.1193,5964
2168,0.0444,0,17.6139,6854
401,0.0719,0,148.6371,5398
7442,0.1059,1,41.9076,5633
4146,-0.0646,1,77.2739,6229
7007,-0.0006,1,34.1248,296
6088,0.0114,1,46.3276,2749
6062,0.0129,1,97.9145,5255
6710,0.0129,1,83.8824,7180
1212,0.0604,1,106.9685,2200
1029,0.0539,1,132.5943,2143
2199,0.1144,1,25.5,4517
1252,0.1334,1,10.198,7586
3953,0.1769,1,114.1578,718
480,0.2314,1,85.7555,2051
6101,0.4939,1,40.7462,5962
2471,0.1139,1,74.9283,1691
2070,0.1169,1,72.0295,2396
4286,0.0829,1,87.9119,5388
4849,0.0829,1,128.501,4393
2282,0.0949,1,11.8533,5376
1187,0.0949,1,90.0888,2027
7407,0.0949,1,11.6726,7536
3412,0.0949,0,33.6786,6023
5215,0.0139,0,90.8983,113
7018,-0.0176,0,48.4381,6433
5054,-0.0176,0,19.105,7549
5692,-0.0176,1,114.3951,6799
4016,-0.0176,1,145.3109,1297
6433,0.0089,1,114.7966,230
6605,0.0089,1,43.1567,5813
5064,0.0634,0,33.3242,3307
7331,0.0634,0,48.5026,6893
675,0.0634,1,46.2709,5438
3550,0.0634,1,44.1163,2216
5062,0.0859,0,36.5855,4382
3872,0.2373,1,178.0913,5857
4957,0.2373,1,11.8849,4649
3146,0.2373,1,65.2936,6046
338,0.2943,1,53.1836,7358
217,0.2943,1,59.0021,875
7052,0.2978,1,66.1532,5968
3676,0.0868,1,61.5995,3929
4891,0.0868,1,99.9612,122
3324,0.0868,1,27.7218,5758
1504,0.0868,1,83.0136,5835
6812,0.0868,1,24.1506,4864
1235,0.2168,1,86.8058,5986
6968,0.0283,1,49.0026,6659
3564,0.1968,1,48.9923,2622
6773,0.1968,1,84.7894,1636
5232,0.1968,0,65.7761,5061
1640,0.0053,1,43.7321,3878
937,0.0823,1,136.5476,2834
6362,0.0688,1,84.6478,281
5735,0.0023,1,62.55,4198
3945,0.2128,1,102.511,3952
611,0.1523,1,99.5038,6701
1151,0.1333,1,65.4847,528
5693,0.1543,1,83.5015,2103
5179,0.1543,1,56.943,107
246,0.0328,1,16.5605,5156
2020,0.0073,1,36.1836,5510
1047,0.0063,1,67.1751,5218
71,0.0088,1,164.6489,6264
6557,0.1383,1,80.1265,426
5217,0.0943,1,96.8401,5106
6229,0.0608,0,71.1003,6642
6694,-0.0092,1,87.023,3106
2089,0.0078,1,141.5495,2345
5862,0.1318,1,65.797,66
243,0.1318,1,78.5016,6876
7104,0.1268,1,106.8,3
1480,0.1268,1,10.5119,2844
4740,0.1243,1,95.0815,2180
3458,0.1243,1,21.3776,7081
5804,0.1968,1,107.5512,1829
5038,0.1968,1,69.7603,1942
7005,0.1303,1,98.2866,4269
3678,0.0853,1,96.7187,3749
5356,0.0853,1,68.4288,6409
2740,0.0853,1,23.6008,5164
4089,0.1138,1,81.6532,542
5260,0.1138,1,101.6132,7599
1507,0.1538,1,126.0248,2770
5617,0.0168,1,24.8646,5958
1911,0.1978,0,36.8409,6268
1221,0.2068,1,51.3931,5622
4669,0.1258,1,11.7154,4691
5218,0.1378,1,14.5086,1765
3359,0.1378,1,30.8058,3813
1961,0.1378,1,18.7417,7171
1690,0.0608,1,17.1026,776
47,0.0738,1,62.7415,7387
2330,0.0721,1,133.9039,5605
99,0.0891,1,61.9879,4206
3015,0.0601,1,118.5675,2134
2546,0.0601,1,19.0919,442
1298,0.0571,1,40.7063,6787
6456,0.1611,1,78.6018,3849
3095,0.1611,1,69.6509,6499
1161,0.1611,1,59.6825,2119
4549,0.0781,1,80.5062,5349
1001,-0.0544,1,81.5552,1980
6415,-0.0544,1,47.3128,462
701,0.0191,0,93.0054,6324
1027,0.0821,1,102.3291,4710
2963,0.0821,0,14.1421,2782
5993,0.0971,0,8.86,6556
3583,0.0971,0,4.6098,7576
5073,0.0971,1,114.2716,5083
4177,0.0971,1,92.3472,4907
1778,0.0971,1,75.5993,656
5727,0.0801,0,24.8244,2367
782,0.0791,1,39.9061,2926
7509,0.0791,1,67.6498,2828
1470,0.0791,1,107.5419,1632
3499,0.0791,1,69.694,7508
5549,0.0581,1,38.5032,175
5937,0.0581,1,99.0808,1795
5723,0.1326,1,12.8062,4469
6756,0.1326,1,125.025,2980
6326,0.1431,1,120.1759,2139
6538,0.1466,1,43.203,6697
7558,0.0466,1,69.5881,2048
2493,0.2246,1,87.6926,5981
5599,0.2246,1,52.5405,1050
1167,0.0771,0,5.2202,5210
1939,0.0751,0,51.6188,5314
2206,0.0751,0,39.538,2030
2805,0.0751,0,36.4005,3995
1557,0.0611,0,4.6098,5170
97,0.0696,0,106.5751,3875
5384,0.0696,0,78.5064,5034
2847,-0.0154,0,27.5363,1067
6657,-0.0154,1,38.2655,530
7376,-0.0154,1,85.279,6507
2455,0.0271,1,121.1033,5016
291,0.0271,1,81.3019,850
6769,0.0271,1,156.6796,6013
7297,-0.0104,1,113.5275,4102
6405,0.0316,1,27.8927,297
2907,0.0316,0,40.6602,77
4833,0.0361,1,209.1937,974
668,0.0361,1,67.2681,2534
5138,0.0361,1,118.0011,5098
482,0.0436,1,18.8215,5338
6965,0.0756,1,71.507,4396
7605,0.0756,0,96.3756,4986
210,0.0486,1,88.285,2437
7120,0.0626,0,25.5,5889
6314,0.0626,0,99.6092,7297
588,0.0626,0,152.5008,6545
7409,0.0301,1,43.3647,4223
4600,0.1296,1,94.0479,4711
4319,0.1296,1,7.9057,180
6166,0.0756,1,65.2763,2377
1696,0.0756,1,83.0376,5184
4656,0.1351,0,85.0059,1296
2572,0.0856,0,76.0953,5606
4886,0.1396,0,77.682,6932
7225,0.1396,1,46.4866,3090
2313,0.1396,1,10.7355,6601
612,0.1396,1,19.78,6035
5251,0.0996,1,91.9307,4
7214,0.1566,1,63.3877,3606
1875,0.1566,1,38.5811,5790
5613,0.1566,1,77.0016,518
5243,0.0681,1,71.3863,948
5775,0.0681,0,31.0,4663
1165,0.0616,1,105.5426,4894
3691,0.1211,1,108.8508,3433
5977,0.1796,1,15.0748,152
6545,0.1796,1,78.4251,1755
1720,-0.0269,1,63.0734,2524
2600,0.0941,1,12.5897,5754
2141,0.0986,0,35.4189,1916
2940,0.1296,1,59.2115,5581
74,0.1296,1,72.6722,0
4760,0.1881,1,58.5342,7410
5090,0.0966,1,97.1288,1498
1710,0.0611,1,111.325,7066
1824,0.1771,1,121.0372,567
3669,0.1441,1,101.0606,1940
5299,0.0374,1,29.1204,1085
5434,0.0634,1,73.2888,2575
4842,0.0879,1,24.3977,6514
425,0.1039,1,70.9454,1354
4493,0.1244,1,84.6197,1994
5844,0.1339,1,72.0035,499
7347,0.1294,1,32.249,5487
6602,0.1469,1,51.4198,5519
1879,0.1469,1,68.9366,5350
2531,0.1469,1,79.7653,6457
559,0.1469,1,51.0612,696
2931,0.1054,1,73.5697,6425
3887,0.1054,1,80.9089,450
3741,0.0929,1,73.9341,436
5865,0.0124,1,86.2844,4930
5081,0.0124,1,94.0811,1849
1747,-0.0191,1,48.283,5277
4342,0.0124,1,80.5621,356
2381,0.0194,1,51.7929,6594
6998,0.1294,1,75.1482,7374
6,0.1294,1,66.7027,6061
7559,0.1529,0,55.644,5485
7134,0.1529,1,127.548,6615
1576,0.1529,1,63.0317,7439
2639,0.1529,1,44.4185,2565
3184,0.0924,1,142.1979,7375
1380,0.0704,0,53.9282,3030
4644,0.0494,0,114.6843,5575
3003,0.0819,1,80.6226,3142
6849,0.0819,0,131.8797,1438
1789,0.0954,1,94.2404,2567
631,-0.0171,1,37.1652,6709
3069,0.0039,1,78.1601,5454
6482,0.1394,1,42.7931,7542
4652,0.1394,1,78.5016,4702
1017,0.1394,1,66.7533,5191
5722,0.1339,1,6.1847,133
4722,0.1764,1,68.0074,6115
966,0.0954,1,35.4683,2985
6290,0.0954,1,133.515,7594
4170,0.0309,1,85.6519,3302
1804,0.0209,1,68.6477,3484
4211,0.0529,1,100.6007,2509
5620,0.1934,1,60.1041,2750
5518,0.2094,1,55.1453,6837
2704,0.2094,1,53.5584,6542
889,0.2094,1,45.0472,4686
5628,0.2049,1,6.0208,495
7087,0.1449,1,71.9253,4520
6531,0.0869,1,39.6989,7073
617,0.0869,0,16.7108,5996
606,0.0989,1,47.2969,821
4335,0.0084,0,155.7321,6205
1602,0.0084,0,101.9436,3339
2458,0.1174,1,84.5059,908
1687,0.1174,1,31.0161,6693
5385,0.0954,1,163.5191,5360
3569,0.0784,0,110.8264,1509
281,0.0989,0,41.9672,4178
6669,0.0194,1,30.6961,6987
5177,0.1274,0,109.6141,6528
1446,0.0329,1,93.5361,3884
6798,0.0329,1,102.0049,203
2401,0.0329,1,41.0396,3365
2580,0.0329,1,18.7216,941
3009,0.0229,1,162.3399,2608
3180,0.1294,1,161.868,5531
396,0.1294,1,71.0862,4173
6755,0.0229,1,53.033,622
5550,0.1254,0,149.4021,7016
7582,0.1254,0,145.0009,549
6521,0.1189,1,32.249,2730
6574,0.1189,1,97.0387,410
2895,0.0984,1,49.6236,3965
6160,0.0984,1,55.0023,4801
2997,0.0984,1,69.3758,2164
1780,0.1359,1,63.002,6396
3927,0.1359,1,77.0146,5787
947,0.1709,0,30.3356,525
6665,0.2389,1,86.5592,7531
2344,0.2389,0,13.7295,4741
2648,0.0624,1,56.7208,3396
7074,0.1024,1,97.6281,2860
1788,0.1034,1,151.5726,547
410,0.1034,1,43.6835,2490
1974,0.1484,1,56.8793,4647
3817,0.1224,1,60.7166,606
5564,0.1224,1,251.739,6544
1133,-0.0086,1,52.5024,157
876,-0.0086,1,48.5644,3682
1888,-0.0216,1,100.211,5022
3104,-0.0556,1,86.209,82
5720,-0.0376,0,155.7321,723
1585,-0.0376,1,127.2517,6191
5327,0.0079,1,30.0042,6178
3740,0.0079,1,157.0127,7100
5572,0.0079,1,13.2004,4981
4156,0.1819,1,28.2179,1745
1213,0.0288,1,82.4621,6442
4996,0.0768,1,14.5774,5244
4321,0.1258,1,64.5,4746
6357,0.1258,1,68.1561,3694
6577,0.1398,1,60.731,6064
4362,0.1883,1,61.8971,1546
6578,0.3158,0,95.2733,6908
1231,0.2553,1,34.6771,6602
6705,0.2948,0,60.102,4531
6708,0.2948,1,16.3783,4309
2838,0.2948,0,128.3793,3082
4345,0.3803,1,59.7097,3538
7468,0.2533,0,42.4529,2098
3581,0.2768,0,58.0517,3319
5984,0.2768,0,18.2003,5396
349,0.0838,1,71.7948,6887
276,0.2163,0,113.9397,4731
3963,0.2638,1,25.2834,1927
7076,0.3843,1,65.3242,1123
661,0.3843,1,56.5685,2496
5255,0.3533,1,69.5647,1733
2349,0.4623,1,19.1442,4315
116,0.0223,1,81.4325,6673
6921,0.0088,0,6.5765,1611
4979,0.0383,1,124.6154,2489
6751,-0.0422,1,69.464,1748
1512,-0.0442,1,59.6699,4407
6058,-0.0602,1,53.4462,2909
5982,0.1803,1,63.8847,2849
5394,0.1803,1,97.7816,6796
3585,0.1803,1,46.6154,5041
5927,0.1208,1,41.9672,3519
4729,0.1208,1,80.0391,1772
3072,0.6678,1,16.3783,5795
5792,-0.0577,1,90.2497,1337
2253,-0.0512,1,105.245,7313
1012,-0.0112,0,65.1153,7553
1806,0.0083,1,72.2305,396
2474,0.0083,0,64.4457,6940
441,0.0363,0,114.7454,4143
6527,0.0438,0,37.8583,2841
430,0.0438,0,60.0354,6795
283,0.1238,1,61.3555,841
1394,0.0418,1,54.3438,677
3885,0.0418,1,16.0,3292
239,0.0418,1,38.5876,564
1237,0.0202,1,63.2851,3864
1954,0.2087,1,33.7231,5546
4962,0.1127,1,96.5117,3845
464,0.1217,1,131.4544,6005
4630,0.0487,1,80.0562,4287
6973,0.0487,1,87.3756,4296
1967,0.0487,1,32.0156,7332
2971,0.0487,0,59.7181,7184
2061,0.0407,1,161.5193,4015
102,0.1167,0,57.7256,7446
363,0.1167,0,101.3521,2426
6897,0.1232,1,88.7088,7468
5830,0.2992,1,63.0714,1353
5702,0.2202,0,87.2812,1283
7506,0.1372,0,42.2641,5102
1558,0.0447,0,16.8077,55
5788,0.2352,0,113.2751,2381
5104,0.2352,0,141.4258,3820
5660,0.2352,0,44.1022,4594
1755,0.2352,0,72.9332,2936
5891,0.1837,0,79.9156,2014
4376,0.0657,1,100.4801,383
2512,0.0727,0,113.8178,781
275,0.0727,1,43.0116,515
4874,0.0727,1,45.8394,3298
3193,0.0727,1,54.8293,4279
7164,0.0837,1,50.589,4196
5367,0.0837,1,89.1572,1351
7246,0.0837,0,151.0008,6973
2731,0.0272,0,100.0012,3426
2460,0.0272,0,15.5242,4210
6467,0.0272,1,77.579,6771
6886,0.0462,0,69.5,1685
1483,0.0767,1,46.1573,6715
2973,0.0767,1,54.722,6849
2939,0.0632,0,24.1661,3824
1693,0.0542,0,69.916,4100
2840,0.0542,0,42.638,1821
4701,0.0807,0,54.5023,3180
6598,0.0957,0,24.965,5618
2352,0.0957,0,57.1948,5999
2640,0.1267,1,59.7181,1641
3147,0.1267,0,21.095,939
3957,0.1267,0,76.6877,292
1928,-0.0208,0,49.3407,1032
3148,0.0217,0,111.6109,85
7383,0.0527,0,50.1224,433
479,0.1567,0,79.511,6856
3306,0.1567,1,117.517,1850
6162,0.0007,1,67.4036,5511
3848,0.0187,1,71.395,1238
841,0.0187,1,43.4425,1673
5896,0.0187,1,88.0568,695
3151,0.0372,1,76.6437,4975
27,0.0372,0,79.0728,2992
4000,0.0292,0,29.6015,3950
3316,0.0292,0,42.0595,6077
7047,0.0467,0,39.702,4956
4527,0.0467,1,134.1576,2424
7535,0.0362,0,25.7002,1004
6284,-0.0098,0,217.9186,199
378,-0.0098,0,86.2279,1461
5636,0.0262,1,92.0272,6953
827,0.0262,0,69.3181,263
6046,0.0387,0,58.228,2017
868,0.1037,1,61.0921,4493
7173,0.1802,1,56.4469,3064
2322,0.2512,1,65.8426,7414
7465,0.1837,1,81.0247,836
1374,0.2322,1,134.8008,3724
7155,0.2327,0,99.4082,4329
2060,0.2327,0,61.131,6590
5836,0.2327,0,87.6156,4190
6493,0.2327,0,66.7271,6262
4607,0.1352,1,91.7347,4073
5885,0.1002,0,182.9986,6738
6223,0.0912,0,91.0124,2207
2256,0.1332,0,101.5972,5821
4434,0.1332,0,55.6529,142
5353,0.0431,1,21.4767,660
710,0.0431,1,64.9173,388
2756,0.0666,1,45.9157,2054
2714,0.1476,1,33.2415,1601
2692,0.1921,1,39.6232,5058
5509,0.1921,1,23.6907,221
1158,0.0916,0,49.5631,7263
6697,0.0161,1,32.9848,4770
6595,0.0141,1,60.1519,4411
5959,0.0141,1,12.3794,6303
2479,0.0141,1,15.2069,6991
3140,0.0886,1,63.8063,4380
940,0.0886,0,51.2104,1987
3805,0.1251,1,242.6319,4612
1604,0.1251,0,86.3713,3036
6142,0.1251,0,95.5641,2220
4271,0.1681,1,12.2984,7593
1707,0.1681,0,58.2344,911
6882,0.1681,1,60.075,1098
3099,0.1681,0,71.5,24
7534,0.1681,1,16.225,1358
3528,0.2366,1,23.9426,763
6775,0.2366,1,35.7946,2901
5449,0.2366,1,160.9534,848
2943,0.2366,1,56.7186,5201
1211,0.2031,0,156.205,7496
2719,0.1171,0,152.9485,1309
1629,0.1571,1,30.4138,4704
1079,0.1601,1,39.4271,2397
840,0.0001,1,51.3249,4032
6683,0.0606,1,6.5192,6107
3681,0.0686,1,64.0176,531
795,0.0686,0,67.6794,1467
5715,0.1356,1,92.3864,2284
322,0.1556,1,63.4054,2233
3136,0.1926,1,57.5022,930
6144,0.1926,1,67.4185,2238
411,0.1926,1,56.8595,5120
3871,0.1926,1,87.5014,1058
4317,0.1211,0,62.155,3283
3275,0.1411,1,82.7421,3494
1575,0.1411,1,61.3942,1630
2597,0.0791,1,31.1207,1572
1464,0.0716,1,29.7069,6672
5987,0.1426,1,38.9423,4250
7459,0.1426,1,87.4757,5726
460,0.2206,0,74.049,7495
2432,0.2206,0,5.0,5476
2396,-0.0139,0,113.3192,633
2752,0.1556,1,79.6053,880
3959,0.1556,1,49.0153,5869
5112,0.2496,1,86.764,3840
6469,0.2496,1,62.7873,348
4496,0.2496,1,85.4283,6620
6436,0.2286,1,44.5112,5118
7253,0.0176,1,68.8077,3689
7374,0.0376,1,76.4232,5978
1292,0.1176,1,125.5637,2097
7317,0.1176,1,67.1956,2934
1122,0.1176,1,89.6172,5500
6430,-0.0429,1,59.7181,5881
749,0.0716,1,59.203,6579
1630,0.0716,1,43.2695,6207
2999,0.0716,1,47.6681,45
20,0.1031,1,56.8001,1484
3198,0.0741,1,60.6012,7512
4267,0.1491,1,35.609,6467
6759,0.1491,1,68.9529,2433
4589,-0.0019,1,53.1154,4725
5224,0.2751,1,49.328,2413
4732,0.1021,1,100.7286,5643
1712,0.0886,1,94.2603,765
6010,0.1171,0,73.5136,4172
101,0.0946,1,128.7245,7393
2369,0.1371,1,82.453,4541
5448,0.1371,1,72.8097,3037
7600,0.1371,1,61.1739,3992
380,0.2636,1,104.1981,7420
3960,0.2636,0,71.2215,1757
1554,0.1986,1,88.5508,2447
1131,0.0546,0,77.1006,704
4660,0.0766,1,81.7435,1720
1326,0.0766,1,81.7267,6719
5392,0.1871,1,41.7433,4555
2539,0.1829,1,175.6844,1535
5657,0.1829,1,13.0384,6171
7255,0.1829,1,48.8697,5599
3744,0.4183,1,66.8001,4590
4735,0.4183,1,57.0022,6219
3755,0.1048,1,88.7722,3407
3922,0.1618,1,64.6239,1317
696,0.1618,1,85.6344,1553
5207,0.1618,1,68.884,694
5919,0.2758,1,101.5308,2591
6658,0.2718,1,61.1003,3134
8,0.2718,1,114.3788,206
6232,0.2718,1,90.5,3583
3899,0.1023,1,180.3032,6623
4264,0.2379,0,70.6435,1559
6466,0.1484,0,98.7244,3414
6923,0.2743,1,39.2747,2947
4764,0.2743,1,78.0897,5785
1061,0.2743,1,100.449,2652
7218,0.1109,1,48.3865,5215
5554,0.0053,1,72.6395,6663
1177,0.0053,1,21.5,361
2420,0.0259,1,67.1063,166
6313,0.0259,1,75.5844,7229
6739,0.1628,1,84.8779,3883
2884,0.1729,1,63.3246,6522
3894,0.1729,0,36.5034,7474
7415,0.1729,1,79.939,3939
5461,0.1729,1,65.3491,4348
2423,0.0949,0,36.6674,820
944,0.1308,0,14.5774,6897
4688,0.1308,1,59.0085,5802
2903,0.1308,0,56.0089,4772
7592,0.1308,1,65.5305,2358
1457,0.1213,0,41.0122,4105
4081,0.0838,0,60.6321,3788
1499,0.2228,1,78.0577,3472
4893,0.2228,1,89.5056,6961
3715,0.4189,1,93.1088,4353
6641,0.4189,1,84.0387,1657
7044,0.4189,1,28.6356,251
3981,0.3629,1,107.1273,2519
771,0.2624,1,74.1839,2754
1851,0.3453,1,112.2553,6445
4361,0.3453,1,108.5587,33
2441,0.3453,1,88.3883,4330
5678,0.1893,1,70.0,4115
7237,0.1384,0,90.5014,1618
3500,0.2394,1,91.0014,1600
3127,0.2394,1,59.3043,4081
2195,0.2394,1,110.6131,5187
2359,0.1588,1,75.2014,2556
5917,0.1419,1,87.1163,3383
7335,0.1153,1,85.0368,5270
3935,0.0934,1,120.5041,7349
1288,0.2173,1,146.7055,4163
2505,0.0329,1,50.0899,3111
1528,0.0404,1,78.7433,657
4519,0.2229,1,53.2658,1721
4207,0.2229,1,35.2278,1087
7058,0.1824,1,106.0,4803
481,0.2299,1,79.5629,7039
4555,0.2724,1,43.8463,2529
3065,0.0204,1,90.3549,4260
2612,0.0644,1,47.5395,1344
4631,0.0759,1,51.7035,5560
1355,0.1389,0,17.5,4589
273,0.1439,1,40.7063,3774
1774,0.1439,0,62.0987,2526
5857,0.2339,0,91.5492,4826
1983,0.2339,0,109.4578,861
4452,0.2339,0,99.1262,5922
4884,0.2584,1,43.8634,4011
388,0.2584,1,59.0021,7101
4548,0.1379,0,9.5131,441
183,0.1379,0,29.6015,3517
5677,0.1319,0,79.5063,962
3709,0.1319,0,47.8357,7125
2010,0.0969,1,86.1757,790
3256,0.0169,1,71.5017,4156
3156,0.1259,1,83.5733,2504
823,0.0634,1,52.4047,4857
2700,0.0704,1,75.0,1475
1450,0.0544,1,75.5811,6472
730,0.2214,1,54.5092,623
2442,0.1444,1,87.3985,5652
3644,0.2614,1,46.7172,4231
2730,0.3014,1,66.8169,1171
1325,0.3014,1,56.029,1962
329,0.0894,1,28.7793,7049
6075,0.0969,1,69.1394,6905
5280,0.0969,1,47.5395,1038
1037,0.0969,1,42.3586,3548
2853,0.0969,1,36.0312,5783
5694,0.0404,1,92.8897,780
5210,0.0404,1,69.0959,1086
6468,0.0959,1,68.6477,4514
2447,0.1609,1,98.5812,6934
3223,0.1439,0,66.7083,2908
6687,0.1814,1,103.6967,3793
758,0.2524,1,77.1897,5541
3516,0.2524,1,65.5172,2332
212,0.2524,1,55.4617,6393
7222,0.1879,0,16.1245,158
6821,0.1879,1,92.3918,1125
3527,0.1714,0,106.1379,5542
6892,0.1194,1,61.2066,629
7056,0.1054,1,45.0472,5131
6230,0.0674,0,77.9567,2249
4715,-0.0326,0,57.0088,2781
6478,-0.0551,1,74.8482,1803
1119,0.0729,1,192.8989,2897
886,0.0729,1,91.2195,2000
3258,0.0119,1,87.9616,4574
370,0.0529,1,79.7621,2810
4478,0.0564,1,45.1054,1722
4905,0.0799,0,46.8615,1659
987,0.0799,0,50.5693,7582
7009,0.3264,1,86.8058,1681
6918,0.3214,1,100.4241,3799
1559,0.1879,0,75.9605,565
3158,0.2954,1,81.1865,1977
2059,0.1859,1,66.4267,6683
4415,0.1859,1,61.2944,643
3044,0.1859,1,56.573,5876
1349,0.1494,1,57.4043,3677
2255,0.0934,1,52.1177,4229
1766,0.0999,1,35.9235,3342
4070,0.1649,1,62.55,6341
2804,0.1649,1,45.2217,5413
2383,0.1514,1,75.0417,811
1144,0.1514,0,51.6164,5689
3179,0.1479,0,69.0254,1524
483,0.1819,1,69.6078,1928
95,1.2479,1,69.7298,955
2219,1.3839,1,95.3231,3416
6741,1.6574,1,39.1216,1865
2036,2.9684,1,106.6255,3650
4251,2.9684,1,17.3277,6871
6027,2.9684,0,76.6975,5057
2598,1.0519,1,113.9923,2995
2796,1.0519,1,174.305,4134
571,0.5789,1,36.3352,1900
3718,0.6819,1,110.7079,2232
4238,2.2879,1,177.4155,2515
800,2.3504,1,17.2699,5125
7329,0.5794,1,83.4086,702
1312,0.5989,1,54.8293,4481
2772,0.5989,1,73.0839,3891
3584,0.5989,1,35.107,5733
2786,0.5989,1,185.1385,1893
3859,0.6274,1,93.3006,5911
5492,2.3554,1,74.0709,4573
5011,0.0094,1,64.3467,2417
6385,0.2829,1,57.9008,3648
2247,0.4999,1,48.8365,4599
6709,0.4999,1,89.237,1884
2110,0.4924,1,42.8544,1789
5951,0.2899,1,84.8322,1955
2771,0.2144,1,52.6545,62
789,0.1004,1,49.2164,194
7014,0.1004,1,95.9401,1520
6382,0.0494,1,54.3921,2646
7098,0.2929,1,91.9416,556
5061,0.4174,1,116.6812,675
1677,0.5499,1,5.831,1252
7408,0.5974,1,17.2699,5817
785,0.5974,1,123.0498,1628
496,0.5974,1,31.8512,2699
1112,1.4599,1,20.2485,2655
4230,1.2459,1,44.1616,975
7263,1.1719,1,79.0759,4483
3361,1.2674,1,1206.8344,6919
5731,1.5159,0,5.0,2
4426,1.5159,0,29.8077,7457
2758,2.0074,1,100.0862,2315
4900,2.0074,1,67.72,7068
5466,2.0074,0,62.6139,320
6603,2.6859,1,72.6705,6187
5673,2.2479,1,44.2832,2959
1798,2.2479,1,32.3303,7281
6828,1.8444,1,249.8925,2720
2601,1.8859,1,66.2061,2395
499,2.0914,1,46.543,616
4150,2.2779,1,84.5355,1089
620,2.7764,1,122.262,3990
1666,-0.0006,1,85.856,4317
4592,-0.0006,1,37.8715,1177
3411,-0.0006,1,94.0811,6346
2587,-0.0006,1,39.6548,1329
3313,-0.3586,1,46.0109,4070
1035,-0.6566,1,89.0056,4182
5524,-0.6566,1,85.1469,6575
452,-0.8116,1,106.4061,4358
3455,-0.8116,1,147.4797,6340
3375,-0.5396,1,82.2268,4305
7129,-0.4376,1,41.6083,1278
2575,0.1029,1,1092.9485,6722
1007,1.0902,1,47.8539,3327
2156,1.2617,0,136.9379,4302
1549,1.2617,0,144.9569,1433
2456,2.1322,0,955.6627,5937
6541,0.6427,0,25.5196,2656
