DBN,LOCATION NAME,LOCATION CATEGORY,ADMINISTRATIVE DISTRICT,AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,ASIAN STUDENTS With 2 or More Suspensions or Removals,BLACK STUDENTS With 2 or More Suspensions or Removals,HISPANIC STUDENTS With 2 or More Suspensions or Removals,WHITE STUDENTS With 2 or More Suspensions or Removals,MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,UNKNOWN STUDENTS With 2 or More Suspensions or Removals,TOTAL STUDENTS With 2 or More Suspensions or Removals
11X468,Pelham Academy of Academics and Community Engageme,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,*
11X481,The STEAM Bridge School,Elementary,11,*,*,*,*,*,*,*,*
11X483,The Matilda Avenue School,Elementary,11,*,*,*,*,*,*,*,*
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,K-8,11,*,*,*,6,*,*,*,9
11X508,Bronxdale High School,High school,11,*,*,*,*,*,*,*,*
11X509,High School of Language and Innovation,High school,11,*,*,*,6,*,*,*,8
11X513,New World High School,High school,11,*,*,*,*,*,*,*,*
11X514,The Bronxwood Preparatory Academy,High school,11,*,*,7,*,*,*,*,11
11X529,One World Middle School at Edenwald,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,7
11X532,Baychester Middle School,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,9
11X534,District 11 Pre-K Center,District Pre-K Center,11,*,*,*,*,*,*,*,*
11X542,Pelham Preparatory Academy,High school,11,*,*,*,*,*,*,*,*
11X544,High School for Contemporary Arts,High school,11,*,*,6,*,*,*,*,9
11X545,Bronx Aerospace High School,High school,11,*,*,*,*,*,*,*,47
11X556,Bronx Park Middle School,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,*
11X566,Pelham Gardens Middle School,Junior High-Intermediate-Middle,11,*,*,10,*,*,*,*,12
11X567,Linden Tree Elementary School,Elementary,11,*,*,*,*,*,*,*,*
11X901,Evander Childs Evening H.S.,Ungraded,11,*,*,*,*,*,*,*,*
12X006,P.S. 006 West Farms,Elementary,12,*,*,*,*,*,*,*,*
12X044,P.S. 044 David C. Farragut,Elementary,12,*,*,*,*,*,*,*,*
12X047,P.S. 047 John Randolph,Elementary,12,*,*,*,*,*,*,*,*
12X050,P.S. 050 Clara Barton,Elementary,12,*,*,*,*,*,*,*,*
12X057,P.S. 057 Crescent,Elementary,12,*,*,*,*,*,*,*,*
12X061,P.S. 061 Francisco Oller,Elementary,12,*,*,*,*,*,*,*,*
12X066,P.S. 066 School of Higher Expectations,Elementary,12,*,*,*,*,*,*,*,*
12X067,P.S. 067 Mohegan School,Elementary,12,*,*,*,*,*,*,*,6
12X092,P.S. 092 Bronx,Elementary,12,*,*,*,*,*,*,*,*
12X098,J.H.S. 098 Herman Ridder,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,21
12X129,M.S. 129 Academy for Independent Learning and Lead,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X134,P.S. 134 George F. Bristow,Elementary,12,*,*,*,*,*,*,*,*
12X150,P.S. 150 Charles James Fox,Elementary,12,*,*,*,*,*,*,*,9
12X190,E.S.M.T- I.S. 190,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X195,P.S. 195,Elementary,12,*,*,*,*,*,*,*,*
12X196,P.S. 196,Elementary,12,*,*,*,*,*,*,*,6
12X211,P.S. 211,K-8,12,*,*,*,8,*,*,*,10
12X212,P.S. 212,K-8,12,*,*,*,*,*,*,*,*
12X214,P.S. 214,K-8,12,*,*,*,*,*,*,*,15
12X217,School of Performing Arts,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X242,Mott Hall V,Secondary School,12,*,*,*,7,*,*,*,12
12X248,"Metropolitan High School, The",High school,12,*,*,8,10,*,*,*,19
12X251,Explorations Academy,High school,12,*,*,*,*,*,*,*,*
12X267,Bronx Latin,Secondary School,12,*,*,*,*,*,*,*,31
12X271,East Bronx Academy for the Future,Secondary School,12,*,*,18,43,*,*,*,63
12X273,Frederick Douglass Academy V. Middle School,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,7
12X278,Peace and Diversity Academy,High school,12,*,*,*,*,*,*,*,*
12X286,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,6
12X300,The School of Science and Applied Learning,Elementary,12,*,*,*,*,*,*,*,*
12X314,Fairmont Neighborhood School,Elementary,12,*,*,*,*,*,*,*,*
12X316,Kappa III,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X318,"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X341,Accion Academy,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X372,Urban Assembly School for Wildlife Conservation,Secondary School,12,*,*,*,*,*,*,*,6
12X383,Emolior Academy,Junior High-Intermediate-Middle,12,*,*,*,*,*,*,*,*
12X384,Entrada Academy,Junior High-Intermediate-Middle,12,*,*,6,6,*,*,*,13
12X388,Pan American International High School at Monroe,High school,12,*,*,*,*,*,*,*,*
12X428,Learning To Work Yabc At Monroe Academy,High school,12,*,*,*,*,*,*,*,*
12X444,Home Schooling,Central-HQ-Citywide,12,*,*,*,*,*,*,*,*
12X446,Arturo A. Schomburg Satellite Academy Bronx,High school,12,*,*,*,*,*,*,*,*
12X458,Samara Community School,Elementary,12,*,*,*,*,*,*,*,*
12X463,Urban Scholars Community School,Elementary,12,*,*,*,*,*,*,*,*
12X478,The Cinema School,High school,12,*,*,*,*,*,*,*,*
12X479,Bronx Career and College Preparatory High School,High school,12,*,*,16,*,*,*,*,23
12X480,Bronx Regional High School,High school,12,*,*,*,*,*,*,*,9
12X511,Bronx Envision Academy,High school,12,*,*,8,*,*,*,*,13
12X521,The Metropolitan Soundview High School,High school,12,*,*,*,*,*,*,*,16
12X531,Archer Elementary School,Elementary,12,*,*,*,*,*,*,*,*
12X536,P.S. 536,Elementary,12,*,*,*,*,*,*,*,*
12X550,High School of World Cultures,High school,12,*,*,*,*,*,*,*,*
12X682,Fannie Lou Hamer Freedom High School,High school,12,*,*,14,15,*,*,*,30
12X684,Wings Academy,High school,12,*,*,6,*,*,*,*,8
12X691,Bronx Little School,Elementary,12,*,*,*,*,*,*,*,*
12X692,Monroe Academy for Visual Arts & Design,High school,12,*,*,*,*,*,*,*,7
13K003,P.S. 003 The Bedford Village,Elementary,13,*,*,*,*,*,*,*,*
13K008,P.S. 008 Robert Fulton,K-8,13,*,*,*,*,*,*,*,*
13K009,P.S. 009 Teunis G. Bergen,Elementary,13,*,*,*,*,*,*,*,*
13K011,P.S. 011 Purvis J. Behan,Elementary,13,*,*,*,*,*,*,*,*
13K020,P.S. 020 Clinton Hill,Elementary,13,*,*,*,*,*,*,*,*
13K044,P.S. 044 Marcus Garvey,Elementary,13,*,*,*,*,*,*,*,*
17K006,P.S. 006,Elementary,17,*,*,*,*,*,*,*,*
13K046,P.S. 046 Edward C. Blum,Elementary,13,*,*,*,*,*,*,*,*
13K054,P.S. 054 Samuel C. Barnes,Elementary,13,*,*,*,*,*,*,*,*
13K056,P.S. 056 Lewis H. Latimer,Elementary,13,*,*,*,*,*,*,*,*
13K067,P.S. 067 Charles A. Dorsey,Elementary,13,*,*,*,*,*,*,*,*
13K093,P.S. 093 William H. Prescott,Elementary,13,*,*,*,*,*,*,*,*
13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,13,*,*,12,*,*,*,*,15
13K133,P.S. 133 William A. Butler,Elementary,13,*,*,*,*,*,*,*,*
13K256,P.S. 256 Benjamin Banneker,Elementary,13,*,*,*,*,*,*,*,*
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Secondary School,13,*,*,*,*,*,*,*,*
13K266,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle,13,*,*,*,*,*,*,*,*
13K270,P.S. 270 Johann DeKalb,Elementary,13,*,*,*,*,*,*,*,*
13K282,P.S. 282 Park Slope,K-8,13,*,*,18,6,*,*,*,25
13K287,P.S. 287 Bailey K. Ashford,Elementary,13,*,*,*,*,*,*,*,*
13K301,Satellite East Middle School,Junior High-Intermediate-Middle,13,*,*,*,*,*,*,*,*
13K305,P.S. 305 Dr. Peter Ray,Elementary,13,*,*,*,*,*,*,*,*
13K307,P.S. 307 Daniel Hale Williams,Elementary,13,*,*,*,*,*,*,*,*
13K313,Satellite West Middle School,Junior High-Intermediate-Middle,13,*,*,*,*,*,*,*,*
13K350,Urban Assembly High School of Music and Art,High school,13,*,*,*,*,*,*,*,*
13K351,The Urban Assembly Unison School,Junior High-Intermediate-Middle,13,*,*,9,*,*,*,*,13
13K412,"Brooklyn Community High School of Communication, A",High school,13,*,*,*,*,*,*,*,*
13K419,"Science Skills Center High School for Science, Tec",High school,13,*,*,*,*,*,*,*,*
13K430,Brooklyn Technical High School,High school,13,*,*,*,*,*,*,*,13
13K439,Brooklyn International High School,High school,13,*,*,*,*,*,*,*,*
13K444,Home Schooling,Central-HQ-Citywide,13,*,*,*,*,*,*,*,*
13K483,The Urban Assembly School for Law and Justice,High school,13,*,*,7,*,*,*,*,9
13K492,Academy of Arts and Letters,K-8,13,*,*,*,*,*,*,*,*
13K499,ACORN Community High School,High school,13,*,*,*,*,*,*,*,6
13K527,Urban Assembly Institute of Math and Science for Y,Secondary School,13,*,*,*,*,*,*,*,6
13K553,Brooklyn Academy High School,High school,13,*,*,*,*,*,*,*,*
13K575,Bedford Stuyvesant Preparatory High School,High school,13,*,*,*,*,*,*,*,*
13K595,Bedford Academy High School,High school,13,*,*,*,*,*,*,*,*
13K596,M.S. 596 Peace Academy,Junior High-Intermediate-Middle,13,*,*,*,*,*,*,*,*
13K605,George Westinghouse Career and Technical Education,High school,13,*,*,21,*,*,*,*,25
13K616,Brooklyn High School for Leadership and Community,High school,13,*,*,*,*,*,*,*,*
13K657,Downtown Brooklyn Yabc,High school,13,*,*,*,*,*,*,*,*
13K670,Benjamin Banneker Academy,High school,13,*,*,*,*,*,*,*,*
13K674,"City Polytechnic High School of Engineering, Archi",High school,13,*,*,*,*,*,*,*,7
13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,13,*,*,13,*,*,*,*,17
13K869,District 13 PRE-K Center,District Pre-K Center,13,*,*,*,*,*,*,*,*
13K901,G. Westinghouse Evening H.S.,Ungraded,13,*,*,*,*,*,*,*,*
13K902,Westinghouse Evening Hs T/R,Ungraded,13,*,*,*,*,*,*,*,*
14K016,P.S. 016 Leonard Dunkly,Elementary,14,*,*,*,*,*,*,*,*
14K017,P.S. 017 Henry D. Woodworth,Elementary,14,*,*,*,*,*,*,*,*
14K018,P.S. 018 Edward Bush,Elementary,14,*,*,*,*,*,*,*,*
14K023,P.S. 023 Carter G. Woodson,Elementary,14,*,*,*,*,*,*,*,*
14K031,P.S. 031 Samuel F. Dupont,Elementary,14,*,*,*,*,*,*,*,*
14K034,P.S. 034 Oliver H. Perry,Elementary,14,*,*,*,*,*,*,*,*
14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,14,*,*,*,*,*,*,*,*
14K059,P.S. 059 William Floyd,Elementary,14,*,*,*,*,*,*,*,*
14K071,Juan Morel Campos Secondary School,Secondary School,14,*,*,*,*,*,*,*,41
14K084,P.S. 084 Jose De Diego,K-8,14,*,*,*,*,*,*,*,*
14K110,P.S. 110 The Monitor,Elementary,14,*,*,*,*,*,*,*,*
14K120,P.S. 120 Carlos Tapia,Elementary,14,*,*,*,*,*,*,*,*
14K126,John Ericsson Middle School 126,Junior High-Intermediate-Middle,14,*,*,*,*,*,*,*,8
14K132,P.S. 132 The Conselyea School,Elementary,14,*,*,*,*,*,*,*,*
14K147,P.S. 147 Isaac Remsen,Elementary,14,*,*,*,*,*,*,*,*
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,K-8,14,*,*,*,*,*,*,*,*
14K196,P.S. 196 Ten Eyck,Elementary,14,*,*,*,*,*,*,*,*
14K250,P.S. 250 George H. Lindsay,Elementary,14,*,*,*,*,*,*,*,*
14K257,P.S. 257 John F. Hylan,Elementary,14,*,*,*,*,*,*,*,*
14K297,P.S. 297 Abraham Stockton,Elementary,14,*,*,*,*,*,*,*,*
14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,14,*,*,17,35,*,*,*,55
14K319,P.S. 319,Early Childhood,14,*,*,*,*,*,*,*,*
14K322,Foundations Academy,High school,14,*,*,9,*,*,*,*,10
14K330,The School for the Urban Environment,Junior High-Intermediate-Middle,14,*,*,*,*,*,*,*,*
14K380,P.S. 380 John Wayne Elementary,Elementary,14,*,*,*,*,*,*,*,*
14K414,Brooklyn Arbor Elementary School,Elementary,14,*,*,*,*,*,*,*,*
14K444,Home Schooling,Central-HQ-Citywide,14,*,*,*,*,*,*,*,*
14K449,"Brooklyn Latin School, The",High school,14,*,*,*,*,*,*,*,*
14K454,Green School: An Academy for Environmental Careers,High school,14,*,*,*,*,*,*,*,*
14K474,PROGRESS High School for Professional Careers,High school,14,*,*,*,*,*,*,*,8
14K477,School for Legal Studies,High school,14,*,*,7,*,*,*,*,11
14K478,"The High School for Enterprise, Business and Techn",High school,14,*,*,6,*,*,*,*,9
14K488,Brooklyn Preparatory High School,High school,14,*,*,11,*,*,*,*,16
14K558,Williamsburg High School for Architecture and Desi,High school,14,*,*,12,6,*,*,*,19
14K561,Williamsburg Preparatory School,High school,14,*,*,*,*,*,*,*,8
14K577,Conselyea Preparatory School,Junior High-Intermediate-Middle,14,*,*,*,*,*,*,*,*
14K582,M.S. 582,Junior High-Intermediate-Middle,14,*,*,*,*,*,*,*,6
14K586,Lyons Community School,Secondary School,14,*,*,*,*,*,*,*,*
14K610,Automotive High School,High school,14,*,*,*,*,*,*,*,6
14K614,Young Women's Leadership School of Brooklyn,Secondary School,14,*,*,11,*,*,*,*,14
14K632,Frances Perkins Academy,High school,14,*,*,9,*,*,*,*,11
14K685,El Puente Academy for Peace and Justice,High school,14,*,*,*,*,*,*,*,*
20K229,P.S. 229 Dyker,K-8,20,*,*,*,*,*,*,*,*
14K923,Automotive High School Yabc,High school,14,*,*,*,*,*,*,*,*
15K001,P.S. 001 The Bergen,Elementary,15,*,*,*,*,*,*,*,*
15K010,"Magnet School of Math, Science and Design Technolo",Elementary,15,*,*,*,*,*,*,*,*
15K015,P.S. 015 Patrick F. Daly,Elementary,15,*,*,*,*,*,*,*,*
15K024,P.S. 024,Elementary,15,*,*,*,*,*,*,*,*
15K029,P.S. 029 John M. Harrigan,Elementary,15,*,*,*,*,*,*,*,9
15K032,P.S. 032 Samuel Mills Sprole,Elementary,15,*,*,*,*,*,*,*,*
15K038,P.S. 038 The Pacific,Elementary,15,*,*,*,*,*,*,*,*
15K039,P.S. 039 Henry Bristow,Elementary,15,*,*,*,*,*,*,*,*
15K051,M.S. 51 William Alexander,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,*
15K058,P.S. 058 The Carroll,Elementary,15,*,*,*,*,*,*,*,*
15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,*
15K094,P.S. 094 The Henry Longfellow,Elementary,15,*,*,*,*,*,*,*,*
15K107,P.S. 107 John W. Kimball,Elementary,15,*,*,*,*,*,*,*,*
15K118,The Maurice Sendak Community School,Elementary,15,*,*,*,*,*,*,*,*
15K124,P.S. 124 Silas B. Dutcher,Elementary,15,*,*,*,*,*,*,*,*
15K130,P.S. 130 The Parkside,Elementary,15,*,*,*,*,*,*,*,*
15K131,P.S. 131 Brooklyn,Elementary,15,*,*,*,*,*,*,*,*
15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,*
15K146,P.S. 146,Elementary,15,*,*,*,*,*,*,*,*
15K154,The Windsor Terrace School,Elementary,15,*,*,*,*,*,*,*,*
15K169,P.S. 169 Sunset Park,Elementary,15,*,*,*,*,*,*,*,*
15K172,P.S. 172 Beacon School of Excellence,Elementary,15,*,*,*,*,*,*,*,*
15K230,P.S. 230 Doris L. Cohen,Elementary,15,*,*,*,*,*,*,*,*
15K261,P.S. 261 Philip Livingston,Elementary,15,*,*,*,*,*,*,*,*
15K295,P.S. 295,Elementary,15,*,*,*,*,*,*,*,*
15K321,P.S. 321 William Penn,Elementary,15,*,*,*,*,*,*,*,*
15K418,The Children's School,Elementary,15,*,*,*,*,*,*,*,*
15K423,Brooklyn Frontiers High School,High school,15,*,*,16,*,*,*,*,19
15K429,Brooklyn School for Global Studies,Secondary School,15,*,*,*,*,*,*,*,30
15K442,M.S. 442 Carroll Gardens School for Innovation,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,9
15K443,New Voices School of Academic & Creative Arts,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,*
15K444,Home Schooling,Central-HQ-Citywide,15,*,*,*,*,*,*,*,*
15K447,The Math & Science Exploratory School,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,*
15K448,Brooklyn Secondary School for Collaborative Studie,Secondary School,15,*,*,8,*,*,*,*,15
15K462,Secondary School for Law,High school,15,*,*,*,*,*,*,*,*
15K463,Secondary School for Journalism,High school,15,*,*,*,*,*,*,*,*
15K464,Park Slope Collegiate,Secondary School,15,*,*,8,*,*,*,*,17
15K497,School for International Studies,Secondary School,15,*,*,*,*,*,*,*,*
15K516,Sunset Park Avenues Elementary School,Elementary,15,*,*,*,*,*,*,*,*
15K519,Cobble Hill School of American Studies,High school,15,*,*,6,*,*,*,*,7
15K529,West Brooklyn Community High School,High school,15,*,*,*,*,*,*,*,*
15K592,Khalil Gibran International Academy,High school,15,*,*,*,*,*,*,*,*
15K656,Brooklyn High School of the Arts,High school,15,*,*,*,*,*,*,*,*
15K667,Sunset Park High School,High school,15,*,*,6,7,*,*,*,17
15K676,Red Hook Neighborhood School,Elementary,15,*,*,*,*,*,*,*,*
15K684,Millennium Brooklyn HS,High school,15,*,*,*,*,*,*,*,*
15K698,South Brooklyn Community High School,High school,15,*,*,*,*,*,*,*,*
15K767,The Little Brooklyn Pre-K Center,District Pre-K Center,15,*,*,*,*,*,*,*,*
15K821,Sunset Park Prep,Junior High-Intermediate-Middle,15,*,*,*,13,*,*,*,15
15K836,Magnet Sch For Early Childhood,Early Childhood,15,*,*,*,*,*,*,*,*
15K839,M.S. 839,Junior High-Intermediate-Middle,15,*,*,*,*,*,*,*,*
15K863,Pre-K Center at Bishop Ford School Site,District Pre-K Center,15,*,*,*,*,*,*,*,*
16K005,P.S. 005 Dr. Ronald Mcnair,Elementary,16,*,*,*,*,*,*,*,*
16K021,P.S. 021 Crispus Attucks,Elementary,16,*,*,*,*,*,*,*,*
16K025,P.S. 025 Eubie Blake School,Elementary,16,*,*,*,*,*,*,*,*
16K026,P.S. 026 Jesse Owens,Elementary,16,*,*,*,*,*,*,*,*
16K028,P.S. 028 The Warren Prep Academy,Elementary,16,*,*,*,*,*,*,*,*
16K035,M.S. 035 Stephen Decatur,Junior High-Intermediate-Middle,16,*,*,*,*,*,*,*,*
16K040,P.S. 040 George W. Carver,Elementary,16,*,*,*,*,*,*,*,*
16K057,J.H.S. 057 Whitelaw Reid,Junior High-Intermediate-Middle,16,*,*,*,*,*,*,*,*
16K081,P.S. 081 Thaddeus Stevens,Elementary,16,*,*,*,*,*,*,*,*
16K243,P.S. 243K- The Weeksville School,Elementary,16,*,*,*,*,*,*,*,*
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,K-8,16,*,*,*,*,*,*,*,*
16K267,"M.S. 267 Math, Science & Technology",Junior High-Intermediate-Middle,16,*,*,8,*,*,*,*,11
16K308,P.S. 308 Clara Cardwell,K-8,16,*,*,9,*,*,*,*,10
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,16,*,*,*,*,*,*,*,*
16K335,P.S. 335 Granville T. Woods,Elementary,16,*,*,*,*,*,*,*,*
16K385,"School of Business, Finance and Entrepreneurship",Junior High-Intermediate-Middle,16,*,*,*,*,*,*,*,*
16K393,Frederick Douglass Academy IV Secondary School,High school,16,*,*,*,*,*,*,*,*
16K444,Home Schooling,Central-HQ-Citywide,16,*,*,*,*,*,*,*,*
16K455,Boys and Girls High School,High school,16,*,*,*,*,*,*,*,*
16K498,Brooklyn High School for Law and Technology,High school,16,*,*,23,*,*,*,*,27
16K534,Upper School @ P.S. 25,Junior High-Intermediate-Middle,16,*,*,*,*,*,*,*,*
16K584,M.S. 584,Junior High-Intermediate-Middle,16,*,*,*,*,*,*,*,*
16K594,Gotham Professional Arts Academy,High school,16,*,*,*,*,*,*,*,*
16K627,Brighter Choice Community School,Elementary,16,*,*,*,*,*,*,*,*
16K628,Brooklyn Brownstone School,Elementary,16,*,*,*,*,*,*,*,*
16K636,Young Scholars' Academy for Discovery and Explorat,Elementary,16,*,*,*,*,*,*,*,*
16K669,Research and Service High School,High school,16,*,*,*,*,*,*,*,*
16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,16,*,*,*,*,*,*,*,*
16K688,The Brooklyn Academy of Global Finance,High school,16,*,*,10,*,*,*,*,11
16K765,Nelson Mandela High School,High school,16,*,*,*,*,*,*,*,*
16K959,BOYS AND GIRLS YABC,High school,16,*,*,*,*,*,*,*,*
17K002,Parkside Preparatory Academy,Junior High-Intermediate-Middle,17,*,*,21,*,*,*,*,25
17K012,Dr. Jacqueline Peek-Davis School,Elementary,17,*,*,*,*,*,*,*,*
18K233,P.S. 233 Langston Hughes,Elementary,18,*,*,*,*,*,*,*,*
17K061,M.S. 061 Dr. Gladstone H. Atwell,Junior High-Intermediate-Middle,17,*,*,7,*,*,*,*,8
17K091,P.S. 091 The Albany Avenue School,Elementary,17,*,*,*,*,*,*,*,7
17K092,P.S. 092 Adrian Hegeman,Elementary,17,*,*,*,*,*,*,*,*
17K122,Pathways in Technology Early College High School (,High school,17,*,*,*,*,*,*,*,*
17K138,P.S. 138 Brooklyn,K-8,17,*,*,*,*,*,*,*,7
17K161,P.S. 161 The Crown,Elementary,17,*,*,*,*,*,*,*,*
17K167,P.S. 167 The Parkway,Elementary,17,*,*,*,*,*,*,*,*
17K181,P.S. 181 Brooklyn,K-8,17,*,*,*,*,*,*,*,11
17K189,P.S. 189 The Bilingual Center,K-8,17,*,*,*,*,*,*,*,*
17K191,P.S. 191 Paul Robeson,Elementary,17,*,*,*,*,*,*,*,*
17K221,P.S. 221 Toussaint L'Ouverture,Elementary,17,*,*,*,*,*,*,*,*
17K241,P.S. 241 Emma L. Johnston,Elementary,17,*,*,*,*,*,*,*,*
17K246,M.S. 246 Walt Whitman,Junior High-Intermediate-Middle,17,*,*,9,*,*,*,*,10
17K249,P.S. 249 The Caton,Elementary,17,*,*,*,*,*,*,*,*
17K289,P.S. 289 George V. Brower,Elementary,17,*,*,*,*,*,*,*,*
17K316,P.S. 316 Elijah Stroud,Elementary,17,*,*,*,*,*,*,*,*
17K334,Middle School for Academic and Social Excellence,Junior High-Intermediate-Middle,17,*,*,*,*,*,*,*,*
17K340,I.S. 340,Junior High-Intermediate-Middle,17,*,*,*,*,*,*,*,*
17K352,Ebbets Field Middle School,Junior High-Intermediate-Middle,17,*,*,*,*,*,*,*,6
17K353,Elijah Stroud Middle School,Junior High-Intermediate-Middle,17,*,*,*,*,*,*,*,*
17K354,The School of Integrated Learning,Junior High-Intermediate-Middle,17,*,*,*,*,*,*,*,*
17K375,P.S. 375 Jackie Robinson School,Elementary,17,*,*,*,*,*,*,*,*
17K382,Academy for College Preparation and Career Explora,Secondary School,17,*,*,26,*,*,*,*,31
17K394,M.S. K394,K-8,17,*,*,*,*,*,*,*,*
17K397,P.S. 397 Foster-Laurie,Elementary,17,*,*,*,*,*,*,*,*
17K398,P.S. 398 Walter Weaver,Elementary,17,*,*,*,*,*,*,*,*
17K399,P.S. 399 Stanley Eugene Clark,Elementary,17,*,*,*,*,*,*,*,*
17K408,Academy of Hospitality and Tourism,High school,17,*,*,*,*,*,*,*,9
17K444,Home Schooling,Central-HQ-Citywide,17,*,*,*,*,*,*,*,*
17K467,Erasmus Yabc,High school,17,*,*,*,*,*,*,*,*
17K484,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle,17,*,*,*,*,*,*,*,*
17K489,W.E.B. Dubois Academic High School,High school,17,*,*,*,*,*,*,*,6
17K524,International High School at Prospect Heights,High school,17,*,*,*,*,*,*,*,*
17K528,The High School for Global Citizenship,High school,17,*,*,*,*,*,*,*,*
17K531,"School for Human Rights, The",Secondary School,17,*,*,*,*,*,*,*,*
17K532,New Bridges Elementary,Elementary,17,*,*,*,*,*,*,*,*
17K533,School for Democracy and Leadership,Secondary School,17,*,*,47,*,*,*,*,52
17K537,High School for Youth and Community Development at,High school,17,*,*,*,*,*,*,*,11
17K539,High School for Service & Learning at Erasmus,High school,17,*,*,*,*,*,*,*,15
17K543,"Science, Technology and Research Early College Hig",Secondary School,17,*,*,*,*,*,*,*,*
17K546,High School for Public Service: Heroes of Tomorrow,High school,17,*,*,*,*,*,*,*,*
17K547,Brooklyn Academy of Science and the Environment,High school,17,*,*,16,*,*,*,*,17
17K548,Brooklyn School for Music & Theatre,High school,17,*,*,47,8,*,*,*,57
17K568,Brownsville Academy High School,High school,17,*,*,14,*,*,*,*,16
17K590,Medgar Evers College Preparatory School,Secondary School,17,*,*,*,*,*,*,*,*
17K600,Clara Barton High School,High school,17,*,*,19,*,*,*,*,23
17K705,Brooklyn Arts and Science Elementary School,Elementary,17,*,*,8,*,*,*,*,11
17K722,New Heights Middle School,Junior High-Intermediate-Middle,17,*,*,8,*,*,*,*,9
17K745,Brooklyn Institute for Liberal Arts,High school,17,*,*,*,*,*,*,*,*
17K751,Academy for Health Careers,High school,17,*,*,6,*,*,*,*,7
17K770,P.S. 770 New American Academy,Elementary,17,*,*,*,*,*,*,*,*
18K066,P.S. 66,K-8,18,*,*,*,*,*,*,*,*
18K068,I.S. 068 Isaac Bildersee,Junior High-Intermediate-Middle,18,*,*,13,*,*,*,*,16
18K114,P.S. 114 Ryder Elementary,Elementary,18,*,*,*,*,*,*,*,*
18K115,P.S. 115 Daniel Mucatel School,Elementary,18,*,*,*,*,*,*,*,*
18K135,P.S. 135 Sheldon A. Brookner,Elementary,18,*,*,*,*,*,*,*,*
18K208,P.S. 208 Elsa Ebeling,Elementary,18,*,*,*,*,*,*,*,*
18K211,I.S. 211 John Wilson,Junior High-Intermediate-Middle,18,*,*,*,*,*,*,*,44
18K219,P.S. 219 Kennedy-King,Elementary,18,*,*,*,*,*,*,*,*
18K235,P.S. 235 Janice Marie Knight School,K-8,18,*,*,*,*,*,*,*,*
18K244,P.S. 244 Richard R. Green,Elementary,18,*,*,*,*,*,*,*,*
18K268,P.S. 268 Emma Lazarus,Elementary,18,*,*,*,*,*,*,*,*
18K272,P.S. 272 Curtis Estabrook,Elementary,18,*,*,*,*,*,*,*,*
18K276,P.S. 276 Louis Marshall,Elementary,18,*,*,*,*,*,*,*,*
18K279,P.S. 279 Herman Schreiber,Elementary,18,*,*,*,*,*,*,*,*
18K285,I.S. 285 Meyer Levin,Junior High-Intermediate-Middle,18,*,*,23,*,*,*,*,25
18K366,The Science And Medicine Middle School,Junior High-Intermediate-Middle,18,*,*,*,*,*,*,*,22
18K444,Home Schooling,Central-HQ-Citywide,18,*,*,*,*,*,*,*,*
18K563,It Takes a Village Academy,High school,18,*,*,6,*,*,*,*,7
18K566,Brooklyn Generation School,High school,18,*,*,*,*,*,*,*,9
18K567,Brooklyn Theatre Arts High School,High school,18,*,*,13,*,*,*,*,14
18K569,Kurt Hahn Expeditionary Learning School,High school,18,*,*,*,*,*,*,*,22
