all/jannis_table_0_0.class,all/jannis_table_0_0.V4,all/jannis_table_0_0.V46,all/jannis_table_0_0.V54,all/jannis_table_0_0.V42,Key_0_0
1,0.496261,0.478028,0.767127,29.9031,49349
1,0.118587,0.154277,0.0830556,48.9411,30274
1,0.473573,0.227206,0.39788,10.8991,28460
0,0.449493,0.776191,1.12966,5.64987,54646
1,0.76599,0.684149,0.767079,41.2356,10549
1,0.55897,0.139432,0.519544,57.3815,43361
0,0.383263,0.501385,0.279191,56.5502,32402
1,0.241866,0.489624,0.956349,18.5674,1161
1,0.544886,0.306768,0.784749,36.3798,12136
0,0.880784,0.388149,1.0606,51.3343,50603
1,0.246379,0.106237,0.281666,5.82322,14699
0,0.267525,0.525335,0.487573,41.8169,42713
1,0.541154,0.305627,0.255869,22.1486,5070
0,0.5083,0.371918,0.384816,27.8911,838
0,0.487639,0.541416,0.15207,52.5322,26744
0,0.238313,0.352111,0.201024,45.5881,36266
1,0.427208,0.547514,0.218143,42.585,40812
0,0.477023,0.465348,1.1708,25.5541,46144
1,0.763324,0.494334,0.251129,66.0848,2904
1,0.588538,0.830379,0.0794167,11.0024,52768
0,0.385871,0.46904,0.295614,15.1934,2127
1,0.579743,0.484678,0.274687,24.7881,30472
0,0.3674,0.461219,0.736433,48.9626,7121
0,0.67317,0.132409,0.42789,41.5509,48593
0,0.699475,0.897394,0.110427,51.2716,31903
1,0.0573171,0.219304,0.267675,36.2308,39428
0,0.498109,0.499202,1.08614,35.4678,12213
1,0.78009,0.552319,1.02564,19.746,6606
1,0.571387,0.505199,0.278501,51.017,16010
0,0.48115,0.0425397,0.121527,37.075,23650
1,0.239777,0.475508,0.573423,9.3293,36452
1,0.0732305,0.904847,0.284178,52.6804,46667
1,0.555032,0.565928,0.126066,4.08341,51367
0,0.238191,0.483298,1.12888,40.5075,42630
1,0.40717,0.577753,0.262759,22.5923,22446
1,0.294199,0.129039,0.838309,40.0449,16673
1,0.202404,0.355998,0.991129,18.7536,14064
1,0.636459,0.403793,0.0476232,55.263,49969
1,0.268602,0.33064,0.0866854,62.9729,12478
0,0.451726,0.852338,1.31395,15.4251,55777
1,0.202688,0.471026,0.1249,56.0392,17813
0,0.452683,0.122173,1.18039,50.3666,5681
1,0.538993,0.573895,0.0563079,32.1933,35471
1,0.547095,0.45925,0.348421,4.87819,26847
0,0.470049,0.750738,0.374159,23.9526,23633
1,0.639148,0.473896,0.990212,19.4326,7071
1,0.534329,0.476094,0.101569,39.7184,38070
1,0.877459,0.37701,1.00977,67.4841,746
0,0.708404,0.114277,0.21073,26.0033,35223
1,0.517953,0.53828,0.043988,9.34326,54874
1,0.462203,0.450962,1.00798,24.7684,30911
0,0.815181,0.155464,0.205073,1.31871,36867
1,0.875915,0.537649,0.300252,50.451,37169
0,0.626937,0.494284,0.427673,4.84405,37991
1,0.584103,0.506036,0.846491,37.5227,52578
0,0.578235,0.327639,0.027296,51.4029,9283
1,0.665717,0.177443,0.985796,35.4694,45232
0,0.776879,0.518671,0.413641,65.1864,43367
0,0.700827,0.674143,0.120097,20.4267,14386
0,0.179488,0.609232,0.614466,7.61963,3695
0,0.71856,0.472797,0.9875,25.4294,15558
1,0.187422,0.919197,0.142563,34.1952,54827
1,0.620737,0.568436,1.21886,17.2276,85
1,0.45491,0.725617,0.399386,32.2867,30533
0,0.919062,0.532744,0.838425,39.2694,8929
0,0.835795,0.783798,0.257369,66.2051,24110
0,0.144318,0.876598,0.400915,17.0824,52759
1,0.521091,0.36261,0.409573,17.6033,23064
0,0.533289,0.381396,0.24359,18.8302,29885
1,0.648477,0.914238,0.432306,48.1503,39556
1,0.49787,0.755992,0.853235,59.3151,22367
0,0.39319,0.82911,0.999992,32.2523,10522
1,0.120026,0.928437,0.972296,64.7722,8781
1,0.23547,0.459909,0.297191,37.3207,13105
1,0.483573,0.888423,0.740947,32.1757,48709
1,0.290267,0.270902,1.12993,18.1251,5479
1,0.923969,0.357036,0.954153,58.1847,52372
1,0.703596,0.490097,0.052171,20.6127,47701
1,0.758445,0.327732,0.959695,40.6833,18024
0,0.483185,0.452437,0.0417272,35.225,43699
1,0.583639,0.416997,0.0462547,29.6182,11882
0,0.539216,0.356873,0.237931,27.8733,34294
1,0.339601,0.42414,1.08685,39.8058,40635
1,0.412479,0.73179,0.998023,65.5325,8988
0,0.504787,0.911466,0.192377,26.6239,52046
0,0.595973,0.509398,0.135572,51.948,22999
1,0.579732,0.506352,0.0850966,44.7503,32536
1,0.765568,0.593866,0.772861,49.1267,2582
0,0.603805,0.595225,1.19311,26.1707,37750
0,0.556586,0.844156,1.03194,57.3346,47909
0,0.554239,0.60028,0.173179,14.7946,6413
1,0.114196,0.0590558,0.18583,63.6828,12520
0,0.498954,0.456983,0.460784,26.8877,57102
1,0.66504,0.670299,0.048147,51.1632,45188
1,0.880599,0.470135,1.00079,13.2352,4243
0,0.110534,0.52822,0.582221,55.0553,36685
0,0.307746,0.860495,0.922403,49.1471,43320
1,0.708654,0.636643,0.184532,26.9327,49814
1,0.509485,0.286701,0.255731,72.4719,45
0,0.535126,0.343417,0.882564,8.68557,31410
1,0.381452,0.822933,0.159105,20.3342,2854
1,0.498726,0.470623,0.379514,45.7588,57003
1,0.569987,0.372146,0.626932,65.954,29421
0,0.454867,0.308428,0.624631,22.9893,15276
1,0.613948,0.444547,0.992231,32.3322,6312
1,0.0588119,0.49962,0.287377,56.1255,33219
0,0.507411,0.118085,0.315195,42.9402,35671
0,0.564469,0.0353221,0.311676,47.4909,50425
0,0.526681,0.468003,0.26707,53.9407,26731
1,0.814113,0.232325,0.312406,40.3516,50804
1,0.738133,0.480209,0.0902313,10.582,56216
1,0.394885,0.499555,0.18039,72.8899,38488
1,0.49576,0.0968728,0.93658,31.4091,54158
1,0.692107,0.337181,0.990363,12.5041,22082
0,0.228894,0.480083,0.0961807,58.5355,55124
0,0.159835,0.431094,0.0949606,31.0364,8698
1,0.488207,0.413199,0.910698,11.402,31909
0,0.517851,0.607952,0.112923,41.0794,38534
1,0.37094,0.418854,0.297561,42.3469,43671
1,0.649311,0.756513,0.432036,47.8481,21833
1,0.621815,0.531603,0.401529,13.4234,24275
0,0.496383,0.792192,0.57315,33.8141,11096
1,0.608317,0.941555,0.0543109,43.0449,40534
0,0.475412,0.75608,1.00447,64.5772,16459
1,0.94405,0.494345,0.446585,55.1467,20947
1,0.25465,0.183834,0.762212,51.5351,36857
1,0.577764,0.807439,0.145428,43.5792,45741
1,0.481757,0.553853,0.956222,26.0132,23866
1,0.453038,0.507092,0.103631,41.9488,14085
0,0.503063,0.423589,1.05801,59.6197,33693
1,0.206702,0.143436,0.132954,31.7008,14309
1,0.41676,0.532611,0.0726762,58.8254,13213
1,0.035563,0.763592,0.326404,9.70459,17084
1,0.575505,0.49462,0.199329,10.1829,22089
1,0.776933,0.0893844,0.30189,53.1161,1558
0,0.645598,0.550203,0.233245,42.3584,30231
1,0.215323,0.281105,0.820118,15.2435,22715
1,0.749122,0.509421,0.306461,8.44526,20021
1,0.709355,0.129712,0.757146,44.3567,53828
1,0.404215,0.26999,0.356737,39.261,48319
1,0.445896,0.499517,0.365455,40.8373,31787
0,0.556688,0.511539,0.191976,45.7311,12020
0,0.444354,0.194264,0.454679,47.9689,33848
1,0.626313,0.331335,1.04251,66.0606,15078
0,0.854576,0.526654,0.268106,25.0703,33083
1,0.733305,0.50264,0.321868,37.179,26127
1,0.0927191,0.456281,0.0459003,56.1239,43067
0,0.125365,0.498667,0.872729,37.3535,34721
0,0.137372,0.625819,0.150724,5.88895,17521
1,0.170166,0.517943,0.0914319,66.0106,41532
0,0.768788,0.626289,0.27358,6.16874,25453
1,0.86971,0.485489,0.163829,45.8937,5745
1,0.539202,0.915834,0.0304202,37.8024,32928
0,0.370605,0.601311,0.0399545,23.4895,18076
1,0.127291,0.449814,0.176203,16.4764,21184
0,0.248651,0.551884,0.914869,43.9008,56287
0,0.48547,0.42713,0.305866,37.5298,27261
1,0.599707,0.502055,0.433889,49.289,49901
0,0.592281,0.400705,0.584331,36.4395,10006
0,0.137107,0.488781,0.952324,20.3273,52885
1,0.607568,0.685272,0.944558,68.1567,23783
0,0.464253,0.337212,0.709393,54.6636,47852
1,0.158059,0.46263,0.102212,12.9909,45736
1,0.718179,0.550842,0.156793,57.6117,51604
1,0.203335,0.431643,0.115706,26.2735,54103
0,0.155633,0.40894,0.113488,38.1277,4054
1,0.226984,0.503374,0.288403,66.9816,9100
0,0.849399,0.712389,0.123981,83.1574,12353
0,0.433939,0.787199,0.935785,38.5675,50230
0,0.508299,0.493701,0.039548,46.1995,18166
0,0.580847,0.455923,0.185335,56.1232,49484
0,0.185941,0.491165,0.990861,83.7929,53949
1,0.470881,0.418729,0.165109,29.2513,19689
0,0.501259,0.299963,0.333745,24.7324,26716
0,0.519742,0.434906,0.374301,41.1707,25868
1,0.59509,0.490614,0.409253,10.4771,13510
0,0.494656,0.377512,0.123725,12.4798,12484
0,0.511343,0.326568,0.831289,19.3529,18817
0,0.660903,0.567815,0.131922,47.0498,45581
0,0.876989,0.559284,0.188834,57.203,20459
1,0.569346,0.161568,0.201967,25.5006,53173
0,0.660105,0.582694,0.235584,36.8956,20882
1,0.0508967,0.241415,0.619801,23.0198,25514
0,0.526938,0.442197,1.02404,29.6313,38708
0,0.466636,0.488207,0.086018,64.9712,9174
1,0.94562,0.808008,0.949078,30.5525,31530
0,0.754543,0.330737,0.672534,39.4356,24926
1,0.699395,0.499081,0.0980361,32.4355,18801
1,0.375787,0.503849,0.116527,8.5498,9434
0,0.186318,0.634434,0.927807,49.2198,34763
1,0.0283854,0.533733,0.628989,13.1745,40838
0,0.492631,0.494662,0.187773,12.9127,6690
1,0.860281,0.330328,0.587112,39.7306,4686
0,0.507999,0.49578,0.917852,31.9341,27949
1,0.053584,0.491707,0.0765763,23.3881,17109
0,0.780895,0.960783,0.072514,17.8285,44833
0,0.484976,0.243567,0.89517,19.6559,29206
0,0.892758,0.545527,0.131019,24.059,31798
0,0.237663,0.18785,0.94094,31.4773,2862
0,0.2876,0.858578,0.99401,48.1736,38876
1,0.275439,0.514671,1.14912,26.9556,21405
1,0.314244,0.288755,0.427342,20.0827,7428
1,0.50915,0.518594,0.705412,62.16,15672
0,0.692078,0.51564,0.865704,8.5016,30961
1,0.471954,0.456813,0.163886,28.1808,34596
0,0.685404,0.89508,0.173845,20.5025,20095
1,0.569196,0.730376,0.975046,42.7096,36293
1,0.853367,0.384133,0.966096,52.1824,27447
0,0.524931,0.763201,0.419958,26.5117,27587
0,0.501248,0.592857,0.296039,47.3767,23344
0,0.402133,0.84892,0.964134,55.1461,40731
1,0.883471,0.451187,0.171249,51.6376,47978
1,0.775672,0.385838,0.40417,4.35323,24367
0,0.517119,0.740985,0.0706492,27.9105,48849
1,0.29505,0.913607,1.04805,27.8305,55103
1,0.606401,0.116845,0.859949,50.2218,37118
1,0.188756,0.890415,1.04992,30.6887,26010
0,0.358548,0.433784,0.996329,18.7438,28830
1,0.39315,0.333317,0.154591,17.7937,40180
0,0.49585,0.744255,0.972261,32.1755,53411
0,0.918006,0.956048,0.252057,10.5171,51948
1,0.448808,0.719979,0.310926,24.8188,53831
1,0.627442,0.890722,0.248634,40.3544,17956
0,0.418115,0.25073,1.01635,51.4136,26419
1,0.220586,0.184569,0.279165,16.707,20280
1,0.432088,0.468478,0.278783,21.1431,52036
1,0.918239,0.642022,0.274109,35.1252,588
0,0.493013,0.156972,0.616892,34.2221,19691
1,0.112525,0.449254,0.145286,23.323,57306
0,0.484501,0.188925,0.0438875,21.1829,33972
0,0.507413,0.139579,0.154556,57.0448,2465
1,0.269917,0.152194,1.06764,43.8316,21140
0,0.270234,0.435628,1.03419,19.5025,25389
0,0.260708,0.493498,0.95553,53.6438,27105
1,0.161437,0.437377,0.199004,52.7631,56662
0,0.541922,0.805788,1.01174,41.513,49864
1,0.109113,0.398745,1.0123,23.2761,13391
0,0.108201,0.584905,1.04977,46.824,53512
1,0.713909,0.452944,0.55113,11.2962,29386
1,0.230213,0.475237,0.643698,29.1951,41425
1,0.064114,0.927456,0.100424,24.0089,27667
1,0.492184,0.125158,0.896733,31.8733,55896
0,0.504522,0.41676,0.327571,54.5519,38905
1,0.468261,0.4666,0.0991009,33.114,716
1,0.559042,0.549793,0.651804,55.5994,27055
0,0.538337,0.514027,0.246492,63.3938,8240
1,0.133194,0.627022,0.853032,69.3846,9763
0,0.882456,0.536358,0.306367,18.624,13030
0,0.765721,0.711609,0.0604372,56.719,3577
0,0.502665,0.583878,0.450206,11.9463,11372
1,0.562121,0.267552,0.0556022,40.6681,41497
1,0.47661,0.127252,0.783054,18.725,19813
1,0.874642,0.357639,0.142317,22.522,53232
1,0.424746,0.407719,1.14811,34.8989,10669
1,0.446264,0.287647,1.02426,21.6384,16203
1,0.351432,0.591494,0.241508,22.1532,52279
1,0.491069,0.303826,0.196165,17.7305,36264
0,0.718389,0.484534,0.957699,35.4765,12411
0,0.0963215,0.743695,0.0965142,60.5402,32420
0,0.505488,0.375974,0.33856,45.2108,2745
1,0.0732015,0.463709,0.619369,14.8301,13685
0,0.744278,0.515526,0.235951,5.12574,51341
0,0.603841,0.4876,0.4382,7.85549,29715
1,0.719172,0.866738,0.122863,50.2885,47775
1,0.840221,0.621289,0.803279,48.6146,56861
0,0.679897,0.851474,0.108762,37.0312,49243
1,0.206024,0.757814,1.02517,49.1444,55062
0,0.502804,0.824812,0.157152,18.7021,18633
1,0.900591,0.329199,0.0832055,57.8381,44882
0,0.212753,0.709834,0.612562,56.4297,39502
1,0.494183,0.247778,0.542932,21.5935,22792
1,0.856277,0.51065,0.973127,59.9252,178
1,0.858864,0.41027,0.631649,42.2093,8850
1,0.756721,0.508729,0.170663,58.2681,49966
0,0.431372,0.520353,0.578578,22.4066,52531
1,0.187727,0.53344,0.14706,41.0064,49283
1,0.410738,0.963109,0.990267,46.4573,29879
0,0.518416,0.542554,0.191685,48.4463,8433
1,0.497807,0.89038,0.558845,51.4319,44252
1,0.704104,0.370668,0.990489,52.4056,32577
1,0.768531,0.555585,1.04001,30.2092,19925
0,0.500837,0.139786,0.192623,20.4879,28184
1,0.325605,0.205427,0.829048,56.5427,3714
0,0.595864,0.544391,0.497707,42.8384,16834
1,0.503365,0.509942,0.306467,35.6264,9597
0,0.7509,0.545032,0.282631,43.9862,24008
0,0.215525,0.164502,1.09122,24.0862,45603
0,0.492232,0.468844,0.0364406,22.6086,17654
0,0.676758,0.0962684,0.207318,3.10017,52927
0,0.455493,0.858771,0.0885706,46.5811,17170
1,0.293578,0.780079,0.914069,15.6876,30866
1,0.955807,0.516314,0.544813,68.6406,48699
1,0.59782,0.269838,1.04136,53.4732,14402
0,0.811576,0.496802,0.8928,13.2622,25924
0,0.975541,0.497328,0.521434,15.669,49061
1,0.408561,0.299889,0.189843,56.2921,37407
0,0.862838,0.146867,1.25219,56.7448,16540
0,0.55501,0.78485,0.339443,74.5254,31102
0,0.228856,0.33737,1.23215,37.9508,48494
1,0.495134,0.767038,0.396538,55.5408,38601
1,0.521382,0.406382,0.793528,15.6839,4643
0,0.2226,0.954319,1.03697,18.7699,37052
0,0.499728,0.448528,0.483202,60.9096,27599
0,0.511302,0.205765,0.981519,48.8641,18533
0,0.469113,0.599207,0.0621793,29.3338,27212
0,0.482949,0.952927,1.02568,14.8384,572
0,0.741085,0.947498,0.647865,32.9215,30983
0,0.901491,0.151949,0.208449,45.4112,2387
1,0.402083,0.914266,0.920635,66.4531,13162
0,0.402839,0.501053,0.611679,14.395,40950
0,0.49462,0.545035,0.644286,15.0393,31174
0,0.524109,0.487078,0.610106,10.6587,21531
1,0.627057,0.343854,0.310982,39.7038,47190
0,0.478976,0.318512,0.547488,35.7496,53504
1,0.494925,0.437682,0.262014,15.5329,44581
1,0.350667,0.496028,0.13258,57.3984,32304
0,0.543627,0.522411,0.255333,42.5799,23311
1,0.15272,0.356233,0.552553,21.2389,12091
1,0.573338,0.938544,0.163084,59.4069,40642
0,0.454672,0.372222,0.0751337,54.4175,30021
0,0.629765,0.431907,0.631393,50.88,42623
0,0.571478,0.51256,1.16314,7.1109,30152
1,0.526591,0.340574,1.1746,71.2909,29832
0,0.444905,0.203733,0.296943,18.1491,53150
1,0.358134,0.4281,0.78347,64.2636,8619
0,0.505182,0.172575,1.12218,34.8884,26704
0,0.501286,0.563057,0.178857,38.9064,4592
1,0.802586,0.824495,0.0328783,26.7374,42668
1,0.0697304,0.538191,0.963261,60.2933,41519
0,0.139713,0.507773,1.01374,42.6791,36432
1,0.109512,0.44886,1.05305,20.8568,611
1,0.508447,0.536158,0.343792,21.2832,36172
1,0.357206,0.403326,0.793586,73.9127,36294
0,0.164115,0.88217,0.598635,54.2401,11469
0,0.855983,0.499931,0.689223,15.7466,52303
0,0.50702,0.299715,1.16514,14.6131,2845
0,0.936334,0.61673,0.286436,23.1629,45127
1,0.599293,0.503891,0.062017,41.8259,3212
0,0.84093,0.533259,0.394895,26.6098,41018
0,0.247002,0.764749,0.747092,43.1994,2752
0,0.731353,0.511008,0.456877,72.8982,11895
0,0.321636,0.495783,0.0729216,71.6175,12638
0,0.701761,0.399197,0.38263,60.8433,9976
1,0.420089,0.62402,0.25909,31.8307,840
1,0.660632,0.783598,0.0539642,34.3584,36622
1,0.479163,0.415414,1.23107,15.0549,39320
0,0.843103,0.682365,0.296456,27.8473,7393
0,0.566101,0.503928,0.544468,65.6266,44804
1,0.609774,0.242958,0.297828,26.5457,20460
0,0.390391,0.346967,0.195902,33.7369,37186
0,0.469297,0.562333,0.427295,49.3764,14971
0,0.627409,0.58188,0.242415,41.7206,9138
0,0.525408,0.509661,1.07401,23.7716,45497
0,0.783957,0.272597,0.878592,27.2928,43819
0,0.0527081,0.431237,1.06458,57.086,54584
1,0.50345,0.509973,0.34053,17.896,56278
1,0.816255,0.397195,0.30482,26.2172,34293
0,0.168466,0.608549,0.739069,22.0752,30501
1,0.837829,0.436645,1.06561,52.2727,38790
0,0.483248,0.516891,1.20207,10.1754,24888
0,0.741151,0.476853,0.128703,38.1014,50079
0,0.487762,0.0659684,1.24363,40.081,42163
1,0.806095,0.873438,0.292028,34.7398,45724
0,0.538158,0.861935,0.850322,52.6691,23207
1,0.26679,0.419095,1.05355,76.338,34385
1,0.134256,0.539637,1.00659,52.0549,30362
0,0.60258,0.169663,0.115443,61.4204,27709
1,0.184457,0.350085,0.954687,14.0786,22713
0,0.681867,0.751511,0.319493,7.46079,37398
0,0.609016,0.829086,0.346581,49.9768,31768
0,0.356609,0.512502,1.07424,38.0115,46286
0,0.889733,0.493287,1.44331,18.19,25605
1,0.506428,0.17953,0.568682,50.5505,9158
1,0.349654,0.160377,0.0477882,0.878946,22107
1,0.158606,0.71121,0.0747099,37.8099,22420
1,0.248885,0.502186,0.261928,16.2257,56452
1,0.454648,0.574378,0.0755683,45.9197,39832
1,0.13941,0.595165,0.802351,16.5326,28555
1,0.498155,0.477052,0.575836,16.2642,25635
1,0.0681931,0.595092,0.953717,30.5546,3927
0,0.482055,0.933708,0.378678,48.1633,47187
1,0.498692,0.73077,0.577119,48.353,35295
1,0.473428,0.650005,0.851703,18.8837,20418
1,0.590054,0.399222,0.490048,43.1941,4348
0,0.433299,0.0643653,0.989478,64.0903,50788
0,0.190599,0.45755,0.270744,37.5188,4332
0,0.615357,0.249775,0.441227,61.7176,52232
1,0.534713,0.889372,0.662561,77.464,19873
0,0.508825,0.44499,0.948173,75.5864,8390
0,0.131634,0.591505,0.150392,48.8164,6069
0,0.510159,0.365695,1.09899,14.9779,39474
0,0.586979,0.502786,0.203697,13.7833,38274
0,0.513849,0.568873,0.287774,53.71,22718
0,0.407929,0.627917,0.210825,63.9156,19373
0,0.0573508,0.538845,1.02636,36.5584,32464
0,0.322213,0.72816,1.14455,65.7727,29692
1,0.626597,0.117843,0.339825,41.7246,18693
1,0.648755,0.629875,0.186242,49.3166,56632
0,0.7977,0.556178,1.12428,9.46036,56589
0,0.561828,0.510556,0.929888,13.4797,18140
1,0.770177,0.840842,0.465934,44.8454,18067
0,0.349952,0.774439,0.961802,19.138,6960
0,0.518931,0.122362,0.59285,66.751,3365
0,0.351664,0.871763,0.0769699,49.7988,52443
1,0.593667,0.509939,0.174995,59.5749,786
1,0.0594786,0.519563,0.978308,16.9459,45709
1,0.46055,0.381139,0.194708,57.626,29728
0,0.204852,0.442199,0.691268,38.3727,40141
1,0.661442,0.503911,1.27065,38.8784,7295
0,0.596578,0.29829,0.124675,11.375,4329
1,0.355102,0.0783667,0.994128,49.5256,31442
0,0.477036,0.889451,0.110667,52.9797,19891
0,0.557139,0.853589,0.689021,58.2992,53913
1,0.731845,0.678356,0.0517978,40.7474,30557
0,0.48337,0.381875,0.619907,12.7948,55017
1,0.746914,0.869671,0.134952,17.8538,54346
0,0.118174,0.47212,0.729113,51.9603,24780
0,0.23677,0.89019,1.00109,19.6854,39769
1,0.69069,0.540353,0.141875,17.7057,30753
1,0.630382,0.493426,0.831148,12.1937,46384
1,0.660122,0.506018,0.0613028,31.9526,10680
0,0.531628,0.451841,1.12961,72.1292,38224
1,0.838984,0.190452,0.358096,18.5267,12466
1,0.536384,0.501042,0.253939,12.2421,53992
1,0.241297,0.444204,0.781217,19.888,31363
1,0.771812,0.408955,0.312773,27.5881,36697
0,0.150668,0.597984,0.211493,21.6732,37796
0,0.563759,0.544473,0.166571,45.2048,33588
0,0.1625,0.599289,0.2245,60.2329,49667
0,0.571819,0.463646,0.0565591,61.6007,7195
1,0.571206,0.579111,0.0871531,87.3061,20787
0,0.481219,0.522084,0.886738,21.1641,56872
0,0.584964,0.75713,0.714654,37.7782,8993
0,0.354553,0.421957,0.131891,59.888,16879
0,0.515167,0.508992,0.081255,48.7131,57008
1,0.534908,0.674587,1.00822,4.46885,28616
0,0.545492,0.970382,1.00008,9.53403,20348
1,0.403661,0.299221,0.644801,31.6146,51193
1,0.455111,0.543776,0.727382,66.4296,11772
0,0.585362,0.503306,1.05147,44.7174,10415
1,0.144536,0.638167,0.477884,33.9131,6905
1,0.625978,0.552734,0.526856,66.673,28575
0,0.572742,0.443516,0.977633,34.7119,3597
0,0.759024,0.706562,0.741524,55.6084,42750
0,0.465872,0.736665,0.0610395,49.7028,23364
0,0.341059,0.475975,0.193127,26.1823,42642
1,0.122896,0.0631988,0.672852,35.478,1285
1,0.501497,0.386174,0.0961665,57.8984,41319
0,0.539504,0.403569,0.726232,54.0096,27969
1,0.511694,0.98094,0.443124,10.7,10794
0,0.955145,0.143876,0.30585,50.9499,10737
1,0.518736,0.247616,1.02351,45.2277,45616
1,0.175426,0.434558,0.057535,55.7055,52525
0,0.587508,0.52882,0.942238,21.9983,42191
0,0.565918,0.137423,0.0359337,15.643,28414
1,0.674112,0.296071,0.958888,22.1985,3885
1,0.247056,0.442722,0.97074,53.5095,20980
1,0.915411,0.113526,0.305457,51.7,52594
0,0.66511,0.552224,0.4332,8.64783,39650
1,0.587742,0.557304,0.462401,24.9542,14827
1,0.224937,0.882271,0.878528,47.5023,23605
1,0.612183,0.778852,0.40421,54.4612,53007
1,0.712521,0.925167,0.90552,28.7147,43696
0,0.581809,0.533071,0.134206,8.48808,38644
1,0.175991,0.494461,0.822335,24.0989,34176
0,0.690847,0.161388,0.45391,36.4664,37493
0,0.466491,0.524742,0.12592,37.0067,9588
0,0.930407,0.713922,1.00134,56.1923,33436
0,0.967876,0.479925,0.585295,18.4328,48235
0,0.0603942,0.441312,0.279381,44.5143,7640
0,0.250885,0.371475,0.50806,8.71909,53579
1,0.743942,0.432546,0.176353,8.10238,28739
0,0.664714,0.939015,0.406023,51.7518,5615
1,0.455877,0.464206,0.897375,46.8519,6195
1,0.184323,0.556901,0.0622546,22.9442,22793
1,0.932054,0.742088,0.267047,18.1898,17874
1,0.433008,0.571904,0.235114,23.725,47177
0,0.515348,0.16848,0.147471,37.7922,47188
0,0.476732,0.831963,0.129949,30.3303,5272
1,0.722395,0.81471,0.712308,36.5132,5095
1,0.439531,0.819653,1.07799,5.68072,53445
0,0.487806,0.670316,0.102124,47.3539,44790
0,0.487584,0.721582,0.600464,28.8996,27652
1,0.514541,0.90406,0.847535,56.3146,49226
1,0.523183,0.572895,0.063265,8.16591,24276
1,0.559934,0.546122,0.932747,53.2143,15128
0,0.555606,0.210881,0.184493,44.2288,9636
0,0.735917,0.0718228,0.28838,78.1983,3331
1,0.814433,0.491621,0.976784,38.6016,26530
1,0.815387,0.504654,0.0633319,55.4087,17738
1,0.493159,0.738994,1.07341,40.5018,29194
0,0.702457,0.0377376,0.0732756,55.4819,20649
0,0.428099,0.679617,0.625992,37.1395,43547
1,0.573847,0.824782,0.13903,65.3608,33572
1,0.176126,0.653737,0.449671,23.2717,8422
0,0.75274,0.643579,0.202268,12.806,27686
1,0.494856,0.595128,0.561373,73.259,7021
0,0.100274,0.446454,0.340406,20.9526,18530
1,0.66721,0.856208,0.113275,33.8016,35788
0,0.923466,0.211429,0.992922,5.78366,34948
0,0.747108,0.561175,0.325756,60.0416,18399
1,0.455842,0.543971,0.0408451,32.306,15750
0,0.526733,0.744786,0.500102,28.2197,56577
1,0.883621,0.0547535,1.0158,26.4365,30986
1,0.417157,0.470755,0.67927,31.9476,54122
0,0.514053,0.437611,0.698825,23.2542,38135
0,0.875546,0.382457,1.0051,44.3389,27358
0,0.486725,0.086598,1.03243,29.6873,54329
1,0.41217,0.677552,0.609137,52.2762,907
1,0.525066,0.333858,0.171394,4.57447,18359
0,0.847127,0.24234,0.326331,27.3205,56271
1,0.604053,0.425307,0.640235,0.927592,46090
0,0.17332,0.83294,0.0766816,22.3406,52220
1,0.548356,0.125266,1.26662,55.9157,42349
0,0.101236,0.683718,0.138861,11.9994,33518
1,0.665918,0.505753,0.950789,22.0955,40611
1,0.128731,0.711368,0.106554,20.0173,27762
1,0.204027,0.0807879,0.211047,45.3011,13127
1,0.58607,0.386432,0.109635,42.9663,40044
1,0.739267,0.53616,1.04334,49.3968,53437
1,0.417105,0.29365,0.97141,23.469,24363
0,0.0524081,0.351403,0.163212,64.4001,18144
1,0.340344,0.863672,0.0679407,21.7625,28787
1,0.701725,0.365594,0.752145,78.3543,17114
0,0.681136,0.160086,0.29545,40.7509,54581
0,0.252181,0.688771,0.217039,23.9299,41202
0,0.467324,0.814173,0.430385,45.8628,19843
1,0.0511388,0.458275,0.324529,51.8411,53438
1,0.490652,0.497999,1.07452,37.6603,40899
0,0.466252,0.508492,0.226035,35.9136,33634
1,0.304859,0.537141,0.534816,26.8694,44468
1,0.169784,0.174961,0.196184,73.3622,38416
1,0.270688,0.158541,0.354306,21.0262,19046
0,0.832552,0.413538,0.0926437,59.1809,46382
0,0.895875,0.759482,0.427754,39.0105,37644
1,0.522477,0.270969,0.967642,42.5618,24538
0,0.74371,0.478925,0.567707,77.4015,23358
1,0.558666,0.297919,1.00459,61.474,770
0,0.519563,0.502439,0.924058,20.1474,12888
1,0.155052,0.707839,1.02896,23.98,32424
1,0.628147,0.107713,1.03681,45.1782,48806
0,0.401738,0.444523,0.324751,19.2063,41865
1,0.74953,0.445375,0.745599,41.6469,46148
0,0.565468,0.515007,0.365259,35.8307,10452
1,0.566815,0.507107,0.263043,27.0426,32488
1,0.458275,0.74645,0.152405,46.7755,5899
0,0.80394,0.753417,0.713322,36.0311,47805
1,0.563289,0.170943,0.906842,32.737,4985
1,0.432706,0.473949,0.147363,53.8038,8470
0,0.579062,0.494472,0.470116,37.6666,43421
1,0.410007,0.514248,0.050206,11.7556,34230
0,0.534788,0.508823,0.040895,65.7175,38885
1,0.500679,0.506338,0.207587,31.4103,41668
0,0.500619,0.552062,0.60069,52.643,27297
1,0.379105,0.435127,0.283262,41.7323,55169
0,0.515383,0.448606,0.282522,77.0068,21589
