all/eyemove_table_1_2.firstPassFixDur,all/eyemove_table_1_2.lineNo,all/eyemove_table_1_2.assgNo,all/eyemove_table_1_2.lineNo.1,Key_0_0
914.0,5564.0,166.0,5564.0,7551
179.0,10819.0,333.0,10819.0,5592
219.0,2596.0,78.0,2596.0,1921
258.0,10067.0,308.0,10067.0,1437
179.0,5637.0,167.0,5637.0,5261
159.0,6490.0,192.0,6490.0,4497
139.0,8386.0,263.0,8386.0,6275
139.0,2003.0,64.0,2003.0,925
99.0,3883.0,125.0,3883.0,3338
298.0,4359.0,136.0,4359.0,6901
219.0,10855.0,334.0,10855.0,5683
139.0,115.0,4.0,115.0,6575
139.0,9011.0,283.0,9011.0,3129
238.0,1238.0,38.0,1238.0,1109
179.0,9537.0,294.0,9537.0,1675
179.0,2488.0,78.0,2488.0,1477
179.0,4588.0,142.0,4588.0,1807
298.0,9462.0,293.0,9462.0,1615
199.0,8101.0,253.0,8101.0,386
180.0,7587.0,233.0,7587.0,2333
199.0,1686.0,52.0,1686.0,1131
258.0,1630.0,50.0,1630.0,7040
179.0,152.0,5.0,152.0,2450
318.0,887.0,27.0,887.0,676
139.0,10175.0,310.0,10175.0,6311
298.0,3849.0,123.0,3849.0,1476
199.0,5775.0,171.0,5775.0,4941
199.0,616.0,20.0,616.0,680
656.0,456.0,14.0,456.0,5735
179.0,4615.0,143.0,4615.0,6499
179.0,8128.0,254.0,8128.0,5717
219.0,178.0,5.0,178.0,1570
477.0,8603.0,273.0,8603.0,1583
179.0,4485.0,138.0,4485.0,3086
139.0,9769.0,301.0,9769.0,7085
139.0,10312.0,315.0,10312.0,2287
159.0,997.0,30.0,997.0,2402
577.0,5865.0,174.0,5865.0,1319
100.0,2435.0,76.0,2435.0,2874
278.0,4197.0,134.0,4197.0,6542
119.0,7654.0,236.0,7654.0,3576
80.0,6761.0,203.0,6761.0,7017
139.0,9860.0,304.0,9860.0,3645
80.0,6979.0,212.0,6979.0,2711
139.0,6307.0,185.0,6307.0,4609
238.0,7670.0,236.0,7670.0,1478
99.0,6712.0,200.0,6712.0,2749
119.0,10606.0,325.0,10606.0,6553
139.0,6059.0,179.0,6059.0,4091
338.0,5183.0,157.0,5183.0,6894
139.0,8142.0,254.0,8142.0,3904
338.0,6169.0,182.0,6169.0,7463
359.0,2736.0,83.0,2736.0,7382
239.0,2691.0,81.0,2691.0,1887
139.0,5519.0,165.0,5519.0,6805
179.0,7758.0,239.0,7758.0,766
318.0,4255.0,134.0,4255.0,3818
278.0,6386.0,189.0,6386.0,5354
139.0,2469.0,77.0,2469.0,4634
477.0,4743.0,146.0,4743.0,7399
278.0,8285.0,258.0,8285.0,1182
80.0,1332.0,42.0,1332.0,2731
119.0,1948.0,61.0,1948.0,1048
199.0,5174.0,157.0,5174.0,737
438.0,2324.0,73.0,2324.0,4954
119.0,8967.0,282.0,8967.0,4014
238.0,7244.0,222.0,7244.0,1709
159.0,5858.0,174.0,5858.0,3705
179.0,2807.0,85.0,2807.0,860
338.0,4920.0,150.0,4920.0,4141
139.0,3206.0,98.0,3206.0,311
160.0,3673.0,115.0,3673.0,1886
239.0,1943.0,61.0,1943.0,388
139.0,8238.0,256.0,8238.0,2035
139.0,7313.0,224.0,7313.0,3370
199.0,4548.0,141.0,4548.0,1409
219.0,7923.0,246.0,7923.0,4492
99.0,1552.0,47.0,1552.0,5119
139.0,5089.0,154.0,5089.0,5726
119.0,9904.0,304.0,9904.0,5288
119.0,1305.0,41.0,1305.0,5104
20.0,2574.0,78.0,2574.0,7362
80.0,8772.0,278.0,8772.0,1628
99.0,9664.0,298.0,9664.0,4397
299.0,2424.0,76.0,2424.0,6936
278.0,7210.0,221.0,7210.0,3866
338.0,4242.0,134.0,4242.0,1219
159.0,3819.0,122.0,3819.0,1878
159.0,8851.0,279.0,8851.0,2952
219.0,877.0,27.0,877.0,2384
179.0,8691.0,276.0,8691.0,2728
238.0,8287.0,258.0,8287.0,1090
100.0,3387.0,103.0,3387.0,4705
179.0,5435.0,163.0,5435.0,6645
139.0,652.0,21.0,652.0,7470
219.0,6174.0,182.0,6174.0,4113
258.0,8369.0,262.0,8369.0,6182
497.0,6552.0,194.0,6552.0,4085
536.0,129.0,4.0,129.0,3160
80.0,6628.0,197.0,6628.0,5283
119.0,410.0,12.0,410.0,5556
199.0,8105.0,253.0,8105.0,6727
99.0,3735.0,118.0,3735.0,2606
199.0,2449.0,77.0,2449.0,382
80.0,7034.0,213.0,7034.0,1622
119.0,7499.0,229.0,7499.0,1260
179.0,4569.0,142.0,4569.0,2238
279.0,3032.0,92.0,3032.0,1372
278.0,992.0,30.0,992.0,7198
139.0,5445.0,164.0,5445.0,4763
199.0,3989.0,129.0,3989.0,4761
179.0,8721.0,277.0,8721.0,5608
179.0,5335.0,161.0,5335.0,4570
139.0,645.0,21.0,645.0,2549
159.0,10844.0,334.0,10844.0,3820
219.0,2357.0,74.0,2357.0,7340
139.0,9444.0,293.0,9444.0,4918
238.0,10292.0,314.0,10292.0,5614
199.0,2869.0,87.0,2869.0,4934
239.0,10210.0,311.0,10210.0,7072
199.0,2633.0,79.0,2633.0,215
179.0,4099.0,132.0,4099.0,877
199.0,6196.0,183.0,6196.0,7102
99.0,9164.0,287.0,9164.0,6332
99.0,3488.0,107.0,3488.0,397
318.0,5410.0,163.0,5410.0,84
159.0,6934.0,210.0,6934.0,2472
80.0,5480.0,164.0,5480.0,454
199.0,5609.0,167.0,5609.0,3803
278.0,996.0,30.0,996.0,2908
239.0,4138.0,133.0,4138.0,5183
377.0,3912.0,125.0,3912.0,2800
198.0,6517.0,193.0,6517.0,3825
179.0,3452.0,106.0,3452.0,3282
139.0,4230.0,134.0,4230.0,2137
238.0,3729.0,117.0,3729.0,4602
139.0,4312.0,135.0,4312.0,1031
159.0,6214.0,183.0,6214.0,6246
598.0,2525.0,78.0,2525.0,2808
239.0,4122.0,132.0,4122.0,1581
99.0,10236.0,311.0,10236.0,7122
160.0,3060.0,93.0,3060.0,4898
99.0,8082.0,252.0,8082.0,1303
139.0,8716.0,276.0,8716.0,4969
99.0,6915.0,209.0,6915.0,2426
656.0,7442.0,227.0,7442.0,155
338.0,6373.0,188.0,6373.0,1797
199.0,3013.0,92.0,3013.0,6353
179.0,7832.0,240.0,7832.0,3992
279.0,7651.0,236.0,7651.0,3836
119.0,10592.0,324.0,10592.0,6810
80.0,5486.0,164.0,5486.0,2171
219.0,10102.0,308.0,10102.0,7208
239.0,2847.0,86.0,2847.0,7029
99.0,5431.0,163.0,5431.0,7247
179.0,5065.0,154.0,5065.0,4737
179.0,1301.0,41.0,1301.0,5702
80.0,7027.0,213.0,7027.0,3330
239.0,59.0,2.0,59.0,1962
397.0,5607.0,167.0,5607.0,5748
339.0,2498.0,78.0,2498.0,1631
199.0,2543.0,78.0,2543.0,688
139.0,7552.0,231.0,7552.0,848
119.0,5453.0,164.0,5453.0,2104
219.0,6381.0,188.0,6381.0,5401
159.0,9381.0,291.0,9381.0,6534
139.0,7760.0,239.0,7760.0,2668
438.0,2320.0,73.0,2320.0,2242
278.0,7288.0,223.0,7288.0,7293
80.0,3256.0,99.0,3256.0,2873
199.0,5836.0,173.0,5836.0,6511
140.0,2733.0,83.0,2733.0,6094
179.0,3383.0,103.0,3383.0,4772
80.0,6697.0,200.0,6697.0,360
139.0,10517.0,321.0,10517.0,1814
99.0,7103.0,216.0,7103.0,1217
160.0,10268.0,312.0,10268.0,6136
219.0,8255.0,257.0,8255.0,6920
99.0,8175.0,255.0,8175.0,3897
139.0,4817.0,148.0,4817.0,4069
199.0,851.0,25.0,851.0,373
497.0,993.0,30.0,993.0,5385
219.0,9955.0,306.0,9955.0,6361
219.0,10151.0,309.0,10151.0,4314
179.0,10641.0,327.0,10641.0,4677
239.0,6723.0,201.0,6723.0,3343
139.0,6470.0,191.0,6470.0,811
99.0,8305.0,259.0,8305.0,3235
219.0,8005.0,249.0,8005.0,4922
338.0,4167.0,133.0,4167.0,1621
438.0,1135.0,34.0,1135.0,1868
99.0,7829.0,240.0,7829.0,6507
179.0,8336.0,261.0,8336.0,1218
199.0,7648.0,236.0,7648.0,5783
159.0,7626.0,235.0,7626.0,6928
179.0,6502.0,192.0,6502.0,2016
80.0,6508.0,193.0,6508.0,3510
139.0,4865.0,149.0,4865.0,2232
139.0,1344.0,42.0,1344.0,2352
80.0,7939.0,246.0,7939.0,3123
219.0,5195.0,157.0,5195.0,1378
139.0,4369.0,136.0,4369.0,3050
199.0,5812.0,172.0,5812.0,21
159.0,1406.0,43.0,1406.0,4573
99.0,1526.0,46.0,1526.0,7343
239.0,3172.0,97.0,3172.0,2329
318.0,4470.0,137.0,4470.0,798
139.0,6199.0,183.0,6199.0,2405
99.0,9944.0,305.0,9944.0,3566
179.0,3852.0,123.0,3852.0,4611
139.0,9688.0,298.0,9688.0,4094
139.0,265.0,8.0,265.0,1163
259.0,2331.0,74.0,2331.0,7460
80.0,8775.0,278.0,8775.0,3635
180.0,3471.0,107.0,3471.0,4025
318.0,9202.0,288.0,9202.0,959
159.0,5412.0,163.0,5412.0,654
20.0,3178.0,97.0,3178.0,5696
80.0,10194.0,310.0,10194.0,4816
258.0,10680.0,328.0,10680.0,1055
179.0,4830.0,148.0,4830.0,1592
159.0,5857.0,174.0,5857.0,26
139.0,1246.0,39.0,1246.0,4424
179.0,5548.0,166.0,5548.0,4164
99.0,1498.0,45.0,1498.0,1395
119.0,909.0,28.0,909.0,5806
139.0,9228.0,289.0,9228.0,515
119.0,7255.0,222.0,7255.0,751
99.0,446.0,14.0,446.0,1640
179.0,609.0,19.0,609.0,3749
139.0,4572.0,142.0,4572.0,4951
139.0,3262.0,99.0,3262.0,80
259.0,3071.0,93.0,3071.0,592
100.0,5219.0,157.0,5219.0,4439
139.0,9129.0,286.0,9129.0,1767
139.0,6330.0,187.0,6330.0,4839
119.0,3268.0,99.0,3268.0,4423
218.0,1262.0,40.0,1262.0,1125
139.0,24.0,1.0,24.0,2851
159.0,6632.0,197.0,6632.0,6274
119.0,6407.0,189.0,6407.0,0
100.0,2429.0,76.0,2429.0,6450
358.0,1926.0,61.0,1926.0,858
80.0,1897.0,59.0,1897.0,5227
139.0,8802.0,278.0,8802.0,4236
219.0,2427.0,76.0,2427.0,3188
179.0,4912.0,150.0,4912.0,6777
100.0,7200.0,220.0,7200.0,4464
179.0,9964.0,306.0,9964.0,1955
139.0,6780.0,203.0,6780.0,4217
99.0,3563.0,110.0,3563.0,1148
99.0,7982.0,248.0,7982.0,1664
219.0,1826.0,57.0,1826.0,4276
159.0,1028.0,31.0,1028.0,1735
139.0,1067.0,32.0,1067.0,410
258.0,792.0,24.0,792.0,5613
99.0,437.0,13.0,437.0,6980
199.0,3065.0,93.0,3065.0,1232
80.0,3517.0,108.0,3517.0,4535
219.0,2159.0,69.0,2159.0,5492
258.0,1396.0,43.0,1396.0,868
99.0,6595.0,195.0,6595.0,4440
139.0,8302.0,259.0,8302.0,7302
338.0,9911.0,304.0,9911.0,6536
139.0,8842.0,279.0,8842.0,6532
199.0,8777.0,278.0,8777.0,4925
80.0,6866.0,206.0,6866.0,5331
80.0,6997.0,212.0,6997.0,1262
139.0,1512.0,45.0,1512.0,840
219.0,9803.0,302.0,9803.0,2444
179.0,2667.0,80.0,2667.0,1617
238.0,10747.0,330.0,10747.0,6906
159.0,9696.0,298.0,9696.0,434
179.0,3301.0,100.0,3301.0,2321
99.0,5790.0,171.0,5790.0,1960
139.0,6236.0,183.0,6236.0,2098
179.0,529.0,16.0,529.0,3042
119.0,8524.0,269.0,8524.0,2739
259.0,2745.0,83.0,2745.0,1660
139.0,5304.0,159.0,5304.0,2525
179.0,8250.0,257.0,8250.0,472
139.0,742.0,22.0,742.0,6314
139.0,518.0,15.0,518.0,1480
218.0,10205.0,311.0,10205.0,6813
179.0,748.0,22.0,748.0,551
239.0,2923.0,89.0,2923.0,6366
100.0,5199.0,157.0,5199.0,7454
119.0,5939.0,176.0,5939.0,7315
99.0,798.0,24.0,798.0,5243
278.0,3374.0,103.0,3374.0,3296
119.0,9709.0,299.0,9709.0,6418
179.0,8222.0,256.0,8222.0,6272
298.0,694.0,22.0,694.0,2493
219.0,8451.0,266.0,8451.0,2972
199.0,5955.0,177.0,5955.0,7503
119.0,617.0,20.0,617.0,2187
219.0,4918.0,150.0,4918.0,3004
139.0,3772.0,120.0,3772.0,3890
139.0,6083.0,180.0,6083.0,3515
99.0,6615.0,197.0,6615.0,5669
139.0,6594.0,195.0,6594.0,4171
159.0,5516.0,165.0,5516.0,1500
80.0,1055.0,31.0,1055.0,1762
298.0,6117.0,180.0,6117.0,6226
139.0,3866.0,124.0,3866.0,186
99.0,9058.0,285.0,9058.0,7391
199.0,5375.0,162.0,5375.0,5713
457.0,453.0,14.0,453.0,1057
298.0,3986.0,129.0,3986.0,5989
298.0,3353.0,102.0,3353.0,458
198.0,1159.0,35.0,1159.0,3963
159.0,5602.0,167.0,5602.0,3606
179.0,4403.0,136.0,4403.0,4037
119.0,62.0,2.0,62.0,6134
199.0,5666.0,168.0,5666.0,3976
279.0,2514.0,78.0,2514.0,2312
139.0,8692.0,276.0,8692.0,5952
179.0,1691.0,52.0,1691.0,3398
219.0,8467.0,267.0,8467.0,6293
139.0,8748.0,277.0,8748.0,5873
99.0,9605.0,296.0,9605.0,700
238.0,5688.0,168.0,5688.0,4469
438.0,1458.0,44.0,1458.0,1913
99.0,80.0,3.0,80.0,3214
119.0,3672.0,115.0,3672.0,6969
139.0,7189.0,220.0,7189.0,6116
119.0,6908.0,209.0,6908.0,1269
278.0,9512.0,293.0,9512.0,2446
238.0,7485.0,228.0,7485.0,1661
159.0,2548.0,78.0,2548.0,4001
80.0,10621.0,326.0,10621.0,3579
219.0,6285.0,185.0,6285.0,3736
179.0,61.0,2.0,61.0,3080
119.0,9212.0,288.0,9212.0,4284
179.0,10637.0,327.0,10637.0,292
99.0,9798.0,302.0,9798.0,5436
179.0,9067.0,285.0,9067.0,1653
338.0,3496.0,108.0,3496.0,6471
258.0,2098.0,66.0,2098.0,1349
378.0,2502.0,78.0,2502.0,7348
338.0,8355.0,261.0,8355.0,1473
80.0,3386.0,103.0,3386.0,5482
80.0,3184.0,97.0,3184.0,1925
318.0,1440.0,44.0,1440.0,5509
80.0,6599.0,195.0,6599.0,5498
139.0,8276.0,258.0,8276.0,1363
219.0,10702.0,329.0,10702.0,5326
80.0,8919.0,281.0,8919.0,5007
119.0,7921.0,246.0,7921.0,2915
99.0,9280.0,289.0,9280.0,2138
458.0,6558.0,194.0,6558.0,3432
239.0,1066.0,32.0,1066.0,1788
139.0,4795.0,148.0,4795.0,6236
80.0,7837.0,241.0,7837.0,3856
278.0,3835.0,123.0,3835.0,1771
159.0,8223.0,256.0,8223.0,4406
219.0,7547.0,230.0,7547.0,218
358.0,337.0,10.0,337.0,2199
298.0,7578.0,231.0,7578.0,3873
219.0,3084.0,93.0,3084.0,4524
557.0,5230.0,158.0,5230.0,5686
159.0,9047.0,284.0,9047.0,2259
398.0,9216.0,288.0,9216.0,2860
278.0,5937.0,176.0,5937.0,1329
139.0,9386.0,291.0,9386.0,3808
139.0,5033.0,153.0,5033.0,3
219.0,9908.0,304.0,9908.0,7542
298.0,832.0,25.0,832.0,5090
278.0,271.0,8.0,271.0,853
99.0,3283.0,99.0,3283.0,1772
139.0,8307.0,259.0,8307.0,5719
80.0,7813.0,240.0,7813.0,489
99.0,5422.0,163.0,5422.0,6203
438.0,3205.0,98.0,3205.0,6867
159.0,9263.0,289.0,9263.0,824
139.0,5394.0,163.0,5394.0,4092
179.0,9741.0,300.0,9741.0,6065
139.0,1118.0,34.0,1118.0,6357
139.0,1900.0,59.0,1900.0,3954
139.0,9074.0,285.0,9074.0,66
80.0,3831.0,123.0,3831.0,2223
199.0,6018.0,178.0,6018.0,2254
139.0,6818.0,204.0,6818.0,5231
258.0,4844.0,148.0,4844.0,5380
278.0,3822.0,122.0,3822.0,3529
179.0,3513.0,108.0,3513.0,1003
239.0,76.0,3.0,76.0,7233
199.0,8162.0,255.0,8162.0,2567
99.0,5943.0,177.0,5943.0,5002
139.0,9936.0,305.0,9936.0,1700
279.0,2562.0,78.0,2562.0,3031
179.0,5975.0,178.0,5975.0,4702
80.0,6619.0,197.0,6619.0,6339
199.0,10657.0,328.0,10657.0,1495
99.0,6076.0,179.0,6076.0,5974
80.0,3845.0,123.0,3845.0,566
99.0,9155.0,287.0,9155.0,2923
119.0,6026.0,178.0,6026.0,6648
278.0,978.0,30.0,978.0,3308
179.0,1567.0,47.0,1567.0,1396
139.0,7973.0,248.0,7973.0,5773
99.0,8668.0,275.0,8668.0,4912
139.0,10054.0,307.0,10054.0,1957
179.0,10725.0,329.0,10725.0,4998
119.0,7515.0,229.0,7515.0,3122
298.0,236.0,7.0,236.0,4901
99.0,1098.0,33.0,1098.0,5584
119.0,6121.0,180.0,6121.0,2180
259.0,2891.0,88.0,2891.0,6852
119.0,8508.0,269.0,8508.0,6617
179.0,1950.0,61.0,1950.0,183
239.0,2273.0,73.0,2273.0,2156
338.0,3817.0,122.0,3817.0,1238
99.0,7230.0,221.0,7230.0,1085
219.0,1566.0,47.0,1566.0,7395
139.0,6973.0,212.0,6973.0,6836
80.0,10863.0,335.0,10863.0,6838
99.0,10342.0,315.0,10342.0,1698
219.0,3066.0,93.0,3066.0,6426
219.0,1491.0,44.0,1491.0,5533
219.0,4796.0,148.0,4796.0,1105
119.0,10330.0,315.0,10330.0,6870
139.0,2063.0,66.0,2063.0,1119
139.0,1172.0,36.0,1172.0,116
179.0,7252.0,222.0,7252.0,742
199.0,9894.0,304.0,9894.0,161
278.0,979.0,30.0,979.0,5764
378.0,1444.0,44.0,1444.0,5718
338.0,8350.0,261.0,8350.0,237
139.0,10136.0,309.0,10136.0,6726
139.0,3564.0,110.0,3564.0,5772
219.0,4062.0,130.0,4062.0,1240
358.0,10109.0,308.0,10109.0,6982
199.0,6171.0,182.0,6171.0,3541
99.0,5478.0,164.0,5478.0,4484
119.0,852.0,25.0,852.0,6582
119.0,8622.0,274.0,8622.0,7210
179.0,1158.0,35.0,1158.0,3693
80.0,1257.0,40.0,1257.0,1954
199.0,3987.0,129.0,3987.0,2332
119.0,6310.0,186.0,6310.0,4927
139.0,7746.0,239.0,7746.0,2609
99.0,3562.0,110.0,3562.0,1952
179.0,4868.0,149.0,4868.0,7234
159.0,6270.0,184.0,6270.0,968
537.0,10203.0,311.0,10203.0,1282
119.0,10718.0,329.0,10718.0,2503
99.0,7692.0,237.0,7692.0,5165
298.0,5253.0,159.0,5253.0,7439
179.0,1499.0,45.0,1499.0,1629
199.0,8033.0,250.0,8033.0,5981
99.0,6382.0,188.0,6382.0,3997
318.0,5504.0,165.0,5504.0,4408
99.0,8400.0,264.0,8400.0,4810
179.0,7459.0,227.0,7459.0,7133
258.0,5890.0,175.0,5890.0,5997
159.0,8122.0,254.0,8122.0,6139
218.0,1245.0,39.0,1245.0,3011
119.0,10796.0,332.0,10796.0,745
119.0,3531.0,109.0,3531.0,7226
159.0,1094.0,33.0,1094.0,1133
159.0,1854.0,58.0,1854.0,4945
80.0,6450.0,191.0,6450.0,3268
99.0,6936.0,210.0,6936.0,5629
159.0,6014.0,178.0,6014.0,4981
179.0,9912.0,304.0,9912.0,6432
119.0,10561.0,323.0,10561.0,5499
278.0,1010.0,31.0,1010.0,7514
338.0,4059.0,130.0,4059.0,6783
99.0,6338.0,187.0,6338.0,6033
179.0,5162.0,156.0,5162.0,6988
80.0,9969.0,306.0,9969.0,4047
438.0,3202.0,98.0,3202.0,6958
259.0,2710.0,82.0,2710.0,6345
139.0,10045.0,307.0,10045.0,2143
279.0,1304.0,41.0,1304.0,5788
139.0,8724.0,277.0,8724.0,7515
119.0,5458.0,164.0,5458.0,4961
398.0,5882.0,175.0,5882.0,7349
299.0,2672.0,81.0,2672.0,2776
160.0,6301.0,185.0,6301.0,7373
99.0,5816.0,172.0,5816.0,1900
199.0,5364.0,162.0,5364.0,4683
179.0,323.0,10.0,323.0,4146
100.0,9251.0,289.0,9251.0,4191
80.0,8604.0,273.0,8604.0,4889
537.0,774.0,23.0,774.0,4656
139.0,7831.0,240.0,7831.0,3388
338.0,4152.0,133.0,4152.0,1790
139.0,8741.0,277.0,8741.0,332
179.0,1618.0,49.0,1618.0,1009
219.0,8217.0,256.0,8217.0,5849
139.0,960.0,30.0,960.0,966
558.0,3059.0,93.0,3059.0,1826
239.0,7044.0,214.0,7044.0,6583
100.0,4431.0,136.0,4431.0,6163
99.0,5289.0,159.0,5289.0,3653
99.0,1841.0,57.0,1841.0,4688
397.0,4238.0,134.0,4238.0,5538
119.0,6949.0,210.0,6949.0,3789
238.0,4182.0,133.0,4182.0,1381
99.0,8824.0,279.0,8824.0,1834
139.0,3707.0,116.0,3707.0,3558
139.0,10452.0,319.0,10452.0,2835
198.0,8956.0,282.0,8956.0,4846
139.0,3773.0,120.0,3773.0,4476
279.0,3217.0,98.0,3217.0,5052
398.0,9536.0,294.0,9536.0,2569
99.0,4320.0,135.0,4320.0,519
179.0,6864.0,206.0,6864.0,193
298.0,4329.0,135.0,4329.0,1951
258.0,3478.0,107.0,3478.0,6473
279.0,2212.0,70.0,2212.0,4230
160.0,8306.0,259.0,8306.0,4377
179.0,10692.0,328.0,10692.0,5416
99.0,8271.0,258.0,8271.0,7508
139.0,7131.0,217.0,7131.0,1871
298.0,5365.0,162.0,5365.0,6002
258.0,8491.0,268.0,8491.0,879
99.0,9331.0,289.0,9331.0,4581
99.0,6696.0,200.0,6696.0,5235
199.0,7506.0,229.0,7506.0,799
139.0,10617.0,326.0,10617.0,7022
199.0,684.0,22.0,684.0,6326
139.0,6273.0,185.0,6273.0,4827
179.0,6743.0,202.0,6743.0,5625
99.0,9532.0,294.0,9532.0,5664
99.0,3832.0,123.0,3832.0,418
160.0,10684.0,328.0,10684.0,5833
139.0,8735.0,277.0,8735.0,36
179.0,2563.0,78.0,2563.0,639
139.0,1862.0,58.0,1862.0,4893
139.0,6408.0,189.0,6408.0,4984
179.0,9281.0,289.0,9281.0,5200
219.0,5405.0,163.0,5405.0,7356
418.0,4371.0,136.0,4371.0,110
179.0,9131.0,286.0,9131.0,715
139.0,9383.0,291.0,9383.0,2698
179.0,8898.0,280.0,8898.0,6234
80.0,9256.0,289.0,9256.0,5319
139.0,7051.0,214.0,7051.0,4863
219.0,5201.0,157.0,5201.0,2094
179.0,797.0,24.0,797.0,6140
238.0,1665.0,52.0,1665.0,7206
278.0,4945.0,150.0,4945.0,2267
119.0,1713.0,53.0,1713.0,2539
99.0,7968.0,248.0,7968.0,6947
219.0,4574.0,142.0,4574.0,2748
259.0,10913.0,336.0,10913.0,2166
179.0,5770.0,171.0,5770.0,3829
279.0,2918.0,89.0,2918.0,2424
80.0,201.0,6.0,201.0,4563
318.0,4027.0,130.0,4027.0,7147
517.0,1146.0,34.0,1146.0,5984
139.0,1283.0,41.0,1283.0,5493
119.0,6791.0,203.0,6791.0,7086
139.0,189.0,5.0,189.0,5606
179.0,7110.0,216.0,7110.0,3090
258.0,3700.0,116.0,3700.0,1779
99.0,10788.0,332.0,10788.0,6179
119.0,10891.0,336.0,10891.0,6408
258.0,7419.0,226.0,7419.0,725
497.0,988.0,30.0,988.0,2458
179.0,5366.0,162.0,5366.0,4068
80.0,6857.0,206.0,6857.0,7264
139.0,7804.0,240.0,7804.0,5335
119.0,10685.0,328.0,10685.0,869
159.0,9862.0,304.0,9862.0,3325
139.0,6289.0,185.0,6289.0,5743
278.0,5705.0,169.0,5705.0,308
179.0,4084.0,131.0,4084.0,317
139.0,7366.0,225.0,7366.0,2706
99.0,566.0,18.0,566.0,6077
338.0,10853.0,334.0,10853.0,5752
159.0,7448.0,227.0,7448.0,3187
219.0,9226.0,289.0,9226.0,1264
139.0,2191.0,70.0,2191.0,262
258.0,7325.0,224.0,7325.0,2718
159.0,7733.0,239.0,7733.0,5559
179.0,5711.0,169.0,5711.0,4225
80.0,10598.0,324.0,10598.0,4467
179.0,1870.0,58.0,1870.0,771
199.0,2904.0,88.0,2904.0,1721
298.0,9535.0,294.0,9535.0,6564
80.0,3750.0,119.0,3750.0,4422
99.0,1804.0,57.0,1804.0,1033
159.0,8726.0,277.0,8726.0,3982
139.0,9002.0,283.0,9002.0,6018
139.0,2084.0,66.0,2084.0,1618
100.0,8673.0,275.0,8673.0,2495
218.0,7096.0,216.0,7096.0,166
238.0,5449.0,164.0,5449.0,3919
378.0,3936.0,127.0,3936.0,5404
318.0,3721.0,117.0,3721.0,2494
258.0,605.0,19.0,605.0,47
159.0,6234.0,183.0,6234.0,6143
378.0,285.0,9.0,285.0,601
99.0,6916.0,209.0,6916.0,5204
139.0,1534.0,46.0,1534.0,6144
239.0,1506.0,45.0,1506.0,6896
159.0,10895.0,336.0,10895.0,6455
179.0,5648.0,167.0,5648.0,3689
239.0,796.0,24.0,796.0,7065
199.0,2739.0,83.0,2739.0,1682
199.0,10324.0,315.0,10324.0,5301
99.0,8308.0,259.0,8308.0,5105
378.0,1488.0,44.0,1488.0,6264
199.0,4044.0,130.0,4044.0,3460
239.0,5663.0,168.0,5663.0,4808
159.0,5710.0,169.0,5710.0,1059
239.0,925.0,28.0,925.0,6572
80.0,5718.0,169.0,5718.0,2848
179.0,4836.0,148.0,4836.0,849
99.0,1407.0,43.0,1407.0,565
219.0,2681.0,81.0,2681.0,242
219.0,3177.0,97.0,3177.0,6394
338.0,4028.0,130.0,4028.0,5387
139.0,560.0,18.0,560.0,6820
159.0,5952.0,177.0,5952.0,3937
219.0,2416.0,76.0,2416.0,431
139.0,6227.0,183.0,6227.0,2215
398.0,10394.0,317.0,10394.0,3029
179.0,3453.0,106.0,3453.0,3639
139.0,5845.0,174.0,5845.0,951
219.0,3226.0,98.0,3226.0,7372
119.0,7205.0,220.0,7205.0,229
199.0,972.0,30.0,972.0,889
258.0,4471.0,137.0,4471.0,1644
199.0,3307.0,100.0,3307.0,6000
139.0,8841.0,279.0,8841.0,4751
120.0,3093.0,94.0,3093.0,5316
159.0,2809.0,85.0,2809.0,2561
378.0,2504.0,78.0,2504.0,7365
119.0,9897.0,304.0,9897.0,2481
199.0,2308.0,73.0,2308.0,1535
179.0,3670.0,115.0,3670.0,2902
119.0,7456.0,227.0,7456.0,6819
99.0,7768.0,239.0,7768.0,5123
199.0,2585.0,78.0,2585.0,5545
179.0,485.0,15.0,485.0,246
139.0,8665.0,275.0,8665.0,3407
199.0,9864.0,304.0,9864.0,2717
199.0,4619.0,143.0,4619.0,5814
119.0,6322.0,187.0,6322.0,2068
139.0,4808.0,148.0,4808.0,3881
438.0,4202.0,134.0,4202.0,3845
80.0,1537.0,46.0,1537.0,3684
119.0,423.0,13.0,423.0,3676
239.0,8240.0,256.0,8240.0,2976
199.0,7809.0,240.0,7809.0,5071
219.0,5665.0,168.0,5665.0,2636
139.0,1355.0,42.0,1355.0,7202
298.0,4342.0,135.0,4342.0,2140
80.0,6941.0,210.0,6941.0,103
179.0,6194.0,183.0,6194.0,4117
219.0,4582.0,142.0,4582.0,6363
318.0,3350.0,102.0,3350.0,5066
437.0,5249.0,159.0,5249.0,4441
80.0,1867.0,58.0,1867.0,6641
139.0,8909.0,281.0,8909.0,2393
179.0,4411.0,136.0,4411.0,5365
418.0,7162.0,219.0,7162.0,1609
179.0,634.0,21.0,634.0,1161
199.0,10204.0,311.0,10204.0,3236
119.0,3493.0,108.0,3493.0,2919
179.0,5018.0,153.0,5018.0,3322
198.0,1198.0,37.0,1198.0,3418
159.0,5191.0,157.0,5191.0,7073
160.0,6391.0,189.0,6391.0,6948
199.0,2139.0,68.0,2139.0,847
298.0,5868.0,174.0,5868.0,7435
139.0,5815.0,172.0,5815.0,2836
